venue,title,id,authors,year
very large data bases,implementation and analysis of a parallel collection query language,1121,dan suciu,1996
very large data bases,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system",1122,"georges gardarin , fei sha , zhao-hui tang",1996
very large data bases,the structured information manager : a database system for sgml documents,1123,ron sacks-davis,1996
very large data bases,cache coherency in oracle parallel server,1124,boris klots,1996
very large data bases,cost-based selection of path expression processing algorithms in object-oriented databases,1125,"georges gardarin , jean-robert gruser , zhao-hui tang",1996
very large data bases,object fusion in mediator systems,1126,"yannis papakonstantinou , serge abiteboul , hector garcia-molina",1996
very large data bases,what is the data warehousing problem ? ( are materialized views the answer ? ),1127,"ashish gupta , inderpal singh mumick",1996
very large data bases,constructing efficient decision trees by using optimized numeric association rules,1128,"takeshi fukuda , yasuhiko morimoto , shinichi morishita , takeshi tokuyama",1996
very large data bases,zoo : a desktop experiment management environment,1129,"yannis e. ioannidis , miron livny , s. gupta , nagavamsi ponnekanti",1996
very large data bases,fast nearest neighbor search in medical image databases,1130,"flip korn , nikolaos sidiropoulos , christos faloutsos , eliot siegel , zenon protopapas",1996
very large data bases,storage estimation for multidimensional aggregates in the presence of hierarchies,1131,"amit shukla , prasad deshpande , jeffrey f. naughton , karthikeyan ramasamy",1996
very large data bases,sprint : a scalable parallel classifier for data mining,1132,"john c. shafer , rakesh agrawal , manish mehta",1996
very large data bases,bellcore 's adapt/x harness system for managing information on internet and intranets,1133,amit p. sheth,1996
very large data bases,tribeca : a stream database manager for network traffic analysis,1134,mark sullivan,1996
very large data bases,schemasql - a language for interoperability in relational multi-database systems,1135,"laks v. s. lakshmanan , fereidoon sadri , iyer n. subramanian",1996
very large data bases,the query optimizer in tandem 's new serverware sql product,1136,pedro celis,1996
very large data bases,"tpc-d : the challenges , issues and results",1137,ramesh bhashyam,1996
very large data bases,querying heterogeneous information sources using source descriptions,1138,"alon y. levy , anand rajaraman , joann j. ordille",1996
very large data bases,supporting state-wide immunisation tracking using multi-paradigm workflow technology,1139,"amit p. sheth , krys kochut , john a. miller , devashish worah , souvik das , chenye lin , devanand palaniswami , john lynch , ivan shevchenko",1996
very large data bases,supporting procedural constructs in sql compilers,1140,nelson mendon &#231; a mattos,1996
very large data bases,filter trees for managing spatial data over a range of size granularities,1141,"kenneth c. sevcik , nick koudas",1996
very large data bases,of objects and databases : a decade of turmoil,1142,"michael j. carey , david j. dewitt",1996
very large data bases,applying data mining techniques to a health insurance information system,1143,"marisa s. viveros , john p. nearhos , michael j. rothman",1996
very large data bases,query processing techniques for multiversion access methods,1144,"jochen van den bercken , bernhard seeger",1996
very large data bases,incremental maintenance of externally materialized views,1145,"martin staudt , matthias jarke",1996
very large data bases,mineset ( tm ) : a system for high-end data mining and visualization,1146,,1996
very large data bases,efficient snapshot differential algorithms for data warehousing,1147,"wilburt labio , hector garcia-molina",1996
very large data bases,eroc : a toolkit for building neato query optimizers,1148,"william j. mckenna , louis burger , chi hoang , melissa truong",1996
very large data bases,supporting periodic authorizations and temporal reasoning in database access control,1149,"elisa bertino , claudio bettini , elena ferrari , pierangela samarati",1996
very large data bases,coalescing in temporal databases,1150,"michael h. b &#246; hlen , richard thomas snodgrass , michael d. soo",1996
very large data bases,practical issues with commercial use of federated databases,1151,jim kleewein,1996
the vldb journal -- the international journal on very large data bases,synchronization and recovery in a client-server storage system,1152,"e. panagos , a. biliris",1997
the vldb journal -- the international journal on very large data bases,heuristic and randomized optimization for the join ordering problem,1153,"michael steinbrunn , guido moerkotte , alfons kemper",1997
the vldb journal -- the international journal on very large data bases,sing the truth about ad hoc join costs,1154,"laura m. haas , michael j. carey , miron livny , amit shukla",1997
the vldb journal -- the international journal on very large data bases,concurrency and recovery for index trees,1155,"david lomet , betty salzberg",1997
the vldb journal -- the international journal on very large data bases,query processing over object views of relational data,1156,"gustav fahl , tore risch",1997
the vldb journal -- the international journal on very large data bases,erratum-a database model for object dynamics,1157,"m. p. papazoglou , b. j. kr &#228; mer",1997
the vldb journal -- the international journal on very large data bases,structured document storage and refined declarative and navigational access mechanisms in hyperstorm,1158,"klemens b &#246; hm , karl aberer , erich j. neuhold , xiaoya yang",1997
the vldb journal -- the international journal on very large data bases,exact : an extensible approach to active object-oriented databases,1159,"oscar d &#237; az , arturo jaime",1997
the vldb journal -- the international journal on very large data bases,data placement in shared-nothing parallel database systems,1160,"manish mehta , david j. dewitt",1997
the vldb journal -- the international journal on very large data bases,analysis of locking behavior in three real database systems,1161,"vigyan singhal , alan jay smith",1997
the vldb journal -- the international journal on very large data bases,graphical interaction with heterogeneous databases,1162,"t. catarci , g. santucci , j. cardiff",1997
the vldb journal -- the international journal on very large data bases,a database model for object dynamics,1163,"m. p. papazoglou , b. j. kr &#228; mer",1997
the vldb journal -- the international journal on very large data bases,parametric query optimization,1164,"yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis",1997
the vldb journal -- the international journal on very large data bases,on applying hash filters to improving the execution of multi-join queries,1165,"ming-syan chen , hui-i hsiao , philip s. yu",1997
the vldb journal -- the international journal on very large data bases,the impact of object technology on commercial transaction processing,1166,edward e. cobb,1997
the vldb journal -- the international journal on very large data bases,concurrency control in hierarchical multidatabase systems,1167,"sharad mehrotra , henry f. korth , avi silberschatz",1997
the vldb journal -- the international journal on very large data bases,introduction,1168,"m. tamer &#214; zsu , stavros christodoulakis",1998
the vldb journal -- the international journal on very large data bases,spatial and temporal content-based access to hypervideo databases,1169,"haitao jiang , ahmed k. elmagarmid",1998
the vldb journal -- the international journal on very large data bases,optimal clip ordering for multi-clip queries,1170,"raymond t. ng , paul shum",1998
the vldb journal -- the international journal on very large data bases,integrating symbolic images into a multimedia database system using classification and abstraction approaches,1171,"aya soffer , hanan samet",1998
the vldb journal -- the international journal on very large data bases,approximate similarity retrieval with m-trees,1172,"pavel zezula , pasquale savino , giuseppe amato , fausto rabitti",1998
the vldb journal -- the international journal on very large data bases,delivering presentations from multimedia servers,1173,"nevzat hurkan balkir , gultekin ozsoyoglu",1998
the vldb journal -- the international journal on very large data bases,"the hb $ ^ \ \ pi $ - tree : a multi-attribute index supporting concurrency , recovery and node consolidation",1174,"georgios evangelidis , david lomet , betty salzberg",1997
the vldb journal -- the international journal on very large data bases,dictionary-based order-preserving string compression,1175,gennady antoshenkov,1997
the vldb journal -- the international journal on very large data bases,a logical view of structured files,1176,"serge abiteboul , sophie cluet , tova milo",1998
the vldb journal -- the international journal on very large data bases,fast image retrieval using color-spatial information,1177,"beng chin ooi , kian-lee tan , tat seng chua , wynne hsu",1998
the vldb journal -- the international journal on very large data bases,guest editorial,1178,matthias jarke,1998
the vldb journal -- the international journal on very large data bases,enhanced abstract data types in object-relational databases,1179,praveen seshadri,1998
the vldb journal -- the international journal on very large data bases,integrated document caching and prefetching in storage hierarchies based on markov-chain predictions,1180,"achim kraiss , gerhard weikum",1998
the vldb journal -- the international journal on very large data bases,"scalable feature selection , classification and signature generation for organizing large text databases into hierarchical topic taxonomies",1181,"soumen chakrabarti , byron dom , rakesh agrawal , prabhakar raghavan",1998
the vldb journal -- the international journal on very large data bases,garbage collection in object-oriented databases using transactional cyclic reference counting,1182,"p. roy , s. seshadri , a. silberschatz , s. sudarshan , s. ashwin",1998
the vldb journal -- the international journal on very large data bases,integrating reliable memory in databases,1183,"wee teck ng , peter m. chen",1998
the vldb journal -- the international journal on very large data bases,speeding up construction of pmr quadtree-based spatial indexes,1184,"gisli r. hjaltason , hanan samet",2002
the vldb journal -- the international journal on very large data bases,spatial indexing of high-dimensional data based on relative approximation,1185,"yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima",2002
the vldb journal -- the international journal on very large data bases,query processing techniques for arrays,1186,"arunprasad p. marathe , kenneth salem",2002
the vldb journal -- the international journal on very large data bases,an authorization system for digital libraries,1187,"e. ferrari , n.r. adam , v. atluri , e. bertino , u. capuozzo",2002
the vldb journal -- the international journal on very large data bases,designing wrapper components for e-services in integrating heterogeneous systems,1188,"massimo mecella , barbara pernici",2001
the vldb journal -- the international journal on very large data bases,guest editorial,1189,"fabio casati , ming-chien shan , dimitrios georgakopoulos",2001
the vldb journal -- the international journal on very large data bases,a template model for multidimensional inter-transactional association rules,1190,"ling feng , jeffrey xu yu , hongjun lu , jiawei han",2002
the vldb journal -- the international journal on very large data bases,efficient similarity search for market basket data,1191,"alexandros nanopoulos , yannis manolopoulos",2002
the vldb journal -- the international journal on very large data bases,semantic and schematic similarities between database objects : a context-based approach,1192,"vipul kashyap , amit sheth",1996
the vldb journal -- the international journal on very large data bases,an asymptotically optimal multiversion b-tree,1193,"bruno becker , stephan gschwind , thomas ohler , bernhard seeger , peter widmayer",1996
the vldb journal -- the international journal on very large data bases,building knowledge base management systems,1194,"john mylopoulos , vinay chaudhri , dimitris plexousakis , adel shrufi , thodoros topologlou",1996
the vldb journal -- the international journal on very large data bases,query processing and optimization in oracle rdb,1195,"gennady antoshenkov , mohamed ziauddin",1996
the vldb journal -- the international journal on very large data bases,locating and accessing data repositories with websemantics,1196,"george a. mihaila , louiqa raschid , anthony tomasic",2002
the vldb journal -- the international journal on very large data bases,searching in metric spaces by spatial approximation,1197,gonzalo navarro,2002
the vldb journal -- the international journal on very large data bases,efficient retrieval of similar shapes,1198,"davood rafiei , alberto o. mendelzon",2002
the vldb journal -- the international journal on very large data bases,indexing of now-relative spatio-bitemporal data,1199,"simonas &#352; altenis , christian s. jensen",2002
the vldb journal -- the international journal on very large data bases,join algorithm costs revisited,1200,"evan p. harris , kotagiri ramamohanarao",1996
the vldb journal -- the international journal on very large data bases,a taxonomy of correctness criteria in database applications,1201,"krithi ramamritham , panos k. chrysanthis",1996
the vldb journal -- the international journal on very large data bases,a predicate-based caching scheme for client-server database architectures,1202,"arthur m. keller , julie basu",1996
the vldb journal -- the international journal on very large data bases,mariposa : a wide-area distributed database system,1203,"michael stonebraker , paul m. aoki , witold litwin , avi pfeffer , adam sah , jeff sidell , carl staelin , andrew yu",1996
the vldb journal -- the international journal on very large data bases,access path support for referential integrity in sql2,1204,"theo h &#228; rder , joachim reinert",1996
the vldb journal -- the international journal on very large data bases,index nesting - an efficient approach to indexing in object-oriented databases,1205,"beng chin ooi , jiawei han , hongjun lu , kian lee tan",1996
the vldb journal -- the international journal on very large data bases,a complete temporal relational algebra,1206,"debabrata dey , terence m. barron , veda c. storey",1996
the vldb journal -- the international journal on very large data bases,the design and implementation of k : a high-level knowledge-base programming language of osam * . kbms,1207,"yuh-ming shyy , javier arroyo , stanley y.w. su , herman lam",1996
the vldb journal -- the international journal on very large data bases,the gmap : a versatile tool for physical data independence,1208,"odysseas g. tsatalos , marvin h. solomon , yannis e. ioannidis",1996
the vldb journal -- the international journal on very large data bases,algebraic query optimisation for database programming languages,1209,"alexandra poulovassilis , carol small",1996
the vldb journal -- the international journal on very large data bases,a configurable type hierarchy index for oodb,1210,"thomas a. mueck , martin l. polaschek",1997
the vldb journal -- the international journal on very large data bases,using extended feature objects for partial similarity retrieval,1211,"stefan berchtold , daniel a. keim , hans-peter kriegel",1997
the vldb journal -- the international journal on very large data bases,parallelizing oodbms traversals : a performance evaluation,1212,"david j. de witt , jeffrey f. naughton , john c. shafer , shivakumar venkataraman",1996
the vldb journal -- the international journal on very large data bases,priority assignment in real-time active databases,1213,"rajendran m. sivasankaran , john a. stankovic , don towsley , bhaskar purimetla , krithi ramamritham",1996
the vldb journal -- the international journal on very large data bases,type-safe relaxing of schema consistency rules for flexible modelling in oodbms,1214,"eric amiel , marie-jo bellosta , eric dujardin , eric simon",1996
the vldb journal -- the international journal on very large data bases,an experimental object-based sharing system for networked databases,1215,"doug fang , shahram ghandeharizadeh , dennis mcleod",1996
the vldb journal -- the international journal on very large data bases,guest editorial,1216,"paolo atzeni , alberto o. mendelzon",2000
the vldb journal -- the international journal on very large data bases,optimizing multiple dimensional queries simultaneously in multidimensional databases,1217,"weifa liang , maria e. orlowska , jeffrey x. yu",2000
the vldb journal -- the international journal on very large data bases,learning response time for websources using query feedback and application in query optimization,1218,"jean-robert gruser , louiqa raschid , vladimir zadorozhny , tao zhan",2000
the vldb journal -- the international journal on very large data bases,semantic caching of web queries,1219,"boris chidlovskii , uwe m. borghoff",2000
the vldb journal -- the international journal on very large data bases,effective timestamping in databases,1220,"kristian torp , christian s. jensen , richard thomas snodgrass",2000
the vldb journal -- the international journal on very large data bases,quantifiable data mining using ratio rules,1221,"flip korn , alexandros labrinidis , yannis kotidis , christos faloutsos",2000
the vldb journal -- the international journal on very large data bases,update propagation strategies to improve freshness in lazy master replicated databases,1222,"esther pacitti , eric simon",2000
the vldb journal -- the international journal on very large data bases,wavecluster : a wavelet-based clustering approach for spatial data in very large databases,1223,"gholamhosein sheikholeslami , surojit chatterjee , aidong zhang",2000
the vldb journal -- the international journal on very large data bases,the lham log-structured history data access method,1224,"peter muth , patrick o'neil , achim pick , gerhard weikum",2000
the vldb journal -- the international journal on very large data bases,secure buffering in firm real-time database systems,1225,"binto george , jayant r. haritsa",2000
the vldb journal -- the international journal on very large data bases,distance-based outliers : algorithms and applications,1226,"edwin m. knorr , raymond t. ng , vladimir tucakov",2000
the vldb journal -- the international journal on very large data bases,clustering categorical data : an approach based on dynamical systems,1227,"david gibson , jon kleinberg , prabhakar raghavan",2000
the vldb journal -- the international journal on very large data bases,an xml query engine for network-bound data,1228,"zachary g. ives , a. y. halevy , d. s. weld",2002
the vldb journal -- the international journal on very large data bases,efficient filtering of xml documents with xpath expressions,1229,"c.-y . chan , p. felber , m. garofalakis , r. rastogi",2002
the vldb journal -- the international journal on very large data bases,functional-join processing,1230,"r. braumandl , j. claussen , a. kemper , d. kossmann",2000
the vldb journal -- the international journal on very large data bases,foreword by the vldb '98 pc chairmen,1231,"o. shmueli , j. widom",2000
the vldb journal -- the international journal on very large data bases,timber : a native xml database,1232,"h. v. jagadish , s. al-khalifa , a. chapman , l. v. s. lakshmanan , a. nierman , s. paparizos , j. m. patel , d. srivastava , n. wiwatwattana , y. wu , c. yu",2002
the vldb journal -- the international journal on very large data bases,anatomy of a native xml base management system,1233,"t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann",2002
the vldb journal -- the international journal on very large data bases,tree pattern query minimization,1234,"s. amer-yahia , s. cho , l. v. s. lakshmanan , d. srivastava",2002
the vldb journal -- the international journal on very large data bases,efficient schemes for managing multiversionxml documents,1235,"s.-y . chien , v. j. tsotras , c. zaniolo",2002
acm transactions on database systems ( tods ),description logics for semantic query optimization in object-oriented database systems,1236,"domenico beneventano , sonia bergamaschi , claudio sartori",2003
acm transactions on database systems ( tods ),a simple algorithm for finding frequent elements in streams and bags,1237,"richard m. karp , scott shenker , christos h. papadimitriou",2003
acm transactions on database systems ( tods ),adaptive algorithms for set containment joins,1238,"sergey melnik , hector garcia-molina",2003
the vldb journal -- the international journal on very large data bases,guest editorial,1239,alon y. halevy,2002
very large data bases,picodmbs : scaling down database techniques for the smartcard,1240,"christophe bobineau , luc bouganim , philippe pucheral , patrick valduriez",2000
very large data bases,picodbms : validation and experience,1241,"nicolas anciaux , christophe bobineau , luc bouganim , philippe pucheral , patrick valduriez",2001
very large data bases,netcube : a scalable tool for fast data mining and compression,1242,"dimitris margaritis , christos faloutsos , sebastian thrun",2001
very large data bases,db2 spatial extender - spatial data within the rdbms,1243,david w. adler,2001
very large data bases,the persistent cache : improving oid indexing in temporal object-oriented database systems,1244,kjetil n &#248; rv &#229; g,1999
very large data bases,efficient numerical error bounding for replicated network services,1245,"haifeng yu , amin vahdat",2000
very large data bases,memex : a browsing assistant for collaborative archiving and mining of surf trails,1246,"soumen chakrabarti , sandeep srivastava , mallela subramanyam , mitul tiwari",2000
very large data bases,building and customizing data-intensive web sites using weave,1247,"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",2000
the vldb journal -- the international journal on very large data bases,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues",1248,"stefan de &#223; loch , theo h &#228; rder , nelson mattos , bernhard mitschang , joachim thomas",1998
the vldb journal -- the international journal on very large data bases,maintenance of implication integrity constraints under updates to constraints,1249,"naci s. ishakbeyoglu , z. meral ozsoyoglu",1998
the vldb journal -- the international journal on very large data bases,data partitioning and load balancing in parallel disk systems,1250,"peter scheuermann , gerhard weikum , peter zabback",1998
the vldb journal -- the international journal on very large data bases,the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,1251,"ashish mehta , james geller , yehoshua perl , erich neuhold",1998
the vldb journal -- the international journal on very large data bases,a flexible and recoverable client/server database event notification system,1252,"eric n. hanson , i.-cheng chen , roxana dastur , kurt engel , vijay ramaswamy , wendy tan , chun xu",1998
the vldb journal -- the international journal on very large data bases,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations",1253,jia liang han,1998
the vldb journal -- the international journal on very large data bases,opt + + : an object-oriented implementation for extensible database query optimization,1254,"navin kabra , david j. dewitt",1999
the vldb journal -- the international journal on very large data bases,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,1255,"yueh-min huang , jen-wen ding , shiao-li tsao",1999
the vldb journal -- the international journal on very large data bases,the intrinsic problems of structural heterogeneity and an approach to their solution,1256,"theo h &#228; rder , g &#252; nter sauter , joachim thomas",1999
the vldb journal -- the international journal on very large data bases,fast joins using join indices,1257,"zhe li , kenneth a. ross",1999
the vldb journal -- the international journal on very large data bases,efficient support for interactive service in multi-resolution vod systems,1258,"kelvin k. w. law , john c. s. lui , leana golubchik",1999
the vldb journal -- the international journal on very large data bases,semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,1259,"goksel aslan , dennis mcleod",1999
the vldb journal -- the international journal on very large data bases,mil primitives for querying a fragmented world,1260,"peter a. boncz , martin l. kersten",1999
the vldb journal -- the international journal on very large data bases,deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis,1261,"natalija krivokapi &#263; , alfons kemper , ehud gudes",1999
the vldb journal -- the international journal on very large data bases,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,1262,"changzhou wang , x. sean wang",2001
the vldb journal -- the international journal on very large data bases,a graph-theoretic model for optimizing queries involving methods,1263,"chiang lee , chi-sheng shih , yaw-huei chen",2001
the vldb journal -- the international journal on very large data bases,hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,1264,"carlo combi , giuseppe pozzi",2001
the vldb journal -- the international journal on very large data bases,supporting efficient multimedia database exploration,1265,"wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara",2001
the vldb journal -- the international journal on very large data bases,progressive evaluation of nested aggregate queries,1266,"kian-lee tan , cheng hian goh , beng chin ooi",2000
the vldb journal -- the international journal on very large data bases,combining multi-visual features for efficient indexing in a large image database,1267,"anne h. h. ngu , quan z. sheng , du q. huynh , ron lei",2001
the vldb journal -- the international journal on very large data bases,optimizing database architecture for the new bottleneck : memory access,1268,"stefan manegold , peter a. boncz , martin l. kersten",2000
the vldb journal -- the international journal on very large data bases,online dynamic reordering,1269,"vijayshankar raman , bhaskaran raman , joseph m. hellerstein",2000
the vldb journal -- the international journal on very large data bases,exploiting early sorting and early partitioning for decision support query processing,1270,"j. claussen , a. kemper , d. kossmann , c. wiesner",2000
the vldb journal -- the international journal on very large data bases,one-dimensional and multi-dimensional substring selectivity estimation,1271,"h. v. jagadish , olga kapitskaia , raymond t. ng , divesh srivastava",2000
the vldb journal -- the international journal on very large data bases,guest editorial,1272,malcolm p. atkinson,2000
the vldb journal -- the international journal on very large data bases,context-based prefetch - an optimization for implementing objects on relations,1273,"philip a. bernstein , shankar pal , david shutt",2000
the vldb journal -- the international journal on very large data bases,view management in multimedia databases,1274,"k. sel &#231; uk candan , eric lemar , v. s. subrahmanian",2000
the vldb journal -- the international journal on very large data bases,dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances,1275,"ada wai-chee fu , polly mei-shuen chan , yin-ling cheung , yiu sang moon",2000
the vldb journal -- the international journal on very large data bases,unql : a query language and algebra for semistructured data based on structural recursion,1276,"peter buneman , mary fernandez , dan suciu",2000
the vldb journal -- the international journal on very large data bases,checking the temporal integrity of interactive multimedia documents,1277,"i. mirbel , b. pernici , t. sellis , s. tserkezoglou , m. vazirgiannis",2000
the vldb journal -- the international journal on very large data bases,declarative specification of web sites with s,1278,"mary fern &#225; ndez , daniela florescu , alon levy , dan suciu",2000
the vldb journal -- the international journal on very large data bases,analysis of navigation behaviour in web sites integrating multiple information systems,1279,"bettina berendt , myra spiliopoulou",2000
very large data bases,mining multi-dimensional constrained gradients in data cubes,1280,"guozhu dong , jiawei han , joyce m. w. lam , jian pei , ke wang",2001
very large data bases,storage and querying of e-commerce data,1281,"rakesh agrawal , amit somani , yirong xu",2001
very large data bases,surfing wavelets on streams : one-pass summaries for approximate aggregate queries,1282,"anna c. gilbert , yannis kotidis , s. muthukrishnan , martin strauss",2001
very large data bases,data staging for on-demand broadcast,1283,"demet aksoy , michael j. franklin , stanley b. zdonik",2001
very large data bases,data management for pervasive computing,1284,"mitch cherniack , michael j. franklin , stanley b. zdonik",2001
very large data bases,flexible and scalable digital library search,1285,"henk ernst blok , menzo windhouwer , roelof van zwol , milan petkovic , peter m. g. apers , martin l. kersten , willem jonker",2001
very large data bases,indexing the distance : an efficient method to knn processing,1286,"cui yu , beng chin ooi , kian-lee tan , h. v. jagadish",2001
very large data bases,an extendible hash for multi-precision similarity querying of image databases,1287,"shu lin , m. tamer &#214; zsu , vincent oria , raymond t. ng",2001
very large data bases,collaborative analytical processing - dream or reality ? ( panel abstract ),1288,"william o'connell , andrew witkowski , goetz graefe",2001
very large data bases,a data warehousing architecture for enabling service provisioning process,1289,yannis kotidis,2001
very large data bases,aggregate maintenance for data warehousing in informix red brick vista,1290,"craig j. bunker , latha s. colby , richard l. cole , william j. mckenna , gopal mulagund , david wilhite",2001
very large data bases,self-similarity in the web,1291,"stephen dill , ravi kumar , kevin s. mccurley , sridhar rajagopalan , d. sivakumar , andrew tomkins",2001
very large data bases,supervised wrapper generation with lixto,1292,"robert baumgartner , sergio flesca , georg gottlob",2001
very large data bases,dynamic pipeline scheduling for improving interactive query performance,1293,"tolga urhan , michael j. franklin",2001
very large data bases,enabling end-users to construct data-intensive web-sites from xml repositories : an example-based approach,1294,"atsuyuki morishima , seiichi koizumi , hiroyuki kitagawa , satoshi takano",2001
very large data bases,the worlinfo assistant : spatio-temporal information integration on the web,1295,"jos &#233; luis ambite , craig a. knoblock , mohammad r. kolahdouzan , maria muslea , cyrus shahabi , snehal thakkar",2001
very large data bases,views in a large scale xml repository,1296,"sophie cluet , pierangelo veltri , dan vodislav",2001
acm transactions on database systems ( tods ),automated resolution of semantic heterogeneity in multidatabases,1297,"m. w. bright , a. r. hurson , s. pakzad",1994
very large data bases,comparing hybrid peer-to-peer systems,1298,"beverly yang , hector garcia-molina",2001
acm transactions on database systems ( tods ),using semantic values to facilitate interoperability among heterogeneous information systems,1299,"edward sciore , michael siegel , arnon rosenthal",1994
very large data bases,"improving business process quality through exception understanding , prediction , and prevention",1300,"daniela grigori , fabio casati , umeshwar dayal , ming-chien shan",2001
acm transactions on database systems ( tods ),on completeness of historical relational query languages,1301,"james clifford , albert croker , alexander tuzhilin",1994
very large data bases,generic schema matching with cupid,1302,"jayant madhavan , philip a. bernstein , erhard rahm",2001
acm transactions on database systems ( tods ),tools and transformations-rigorous and otherwise-for practical database design,1303,"arnon rosenthal , david reiner",1994
very large data bases,an evaluation of generic bulk loading techniques,1304,"jochen van den bercken , bernhard seeger",2001
acm sigmod record,in memory of bob kooi ( 1951-1993 ),1305,michael stonebraker,1994
very large data bases,fast evaluation techniques for complex similarity queries,1306,"klemens b &#246; hm , michael mlivoncic , hans-j &#246; rg schek , roger weber",2001
acm sigmod record,observations on the odmg-93 proposal for an object-oriented database language,1307,won kim,1994
very large data bases,visual web information extraction with lixto,1308,"robert baumgartner , sergio flesca , georg gottlob",2001
acm transactions on database systems ( tods ),amalgamating knowledge bases,1309,v. s. subrahmanian,1994
very large data bases,webfilter : a high-throughput xml-based publish and subscribe system,1310,"jo &#227; o pereira , fran &#231; oise fabret , hans-arno jacobsen , fran &#231; ois llirbat , dennis shasha",2001
acm transactions on database systems ( tods ),index structures for selective dissemination of information under the boolean model,1311,"tak w. yan , h &#233; ctor garc &#237; a-molina",1994
very large data bases,ontology-based support for digital government,1312,"athman bouguettaya , ahmed k. elmagarmid , brahim medjahed , m. ouzzani",2001
very large data bases,a fast index for semistructured data,1313,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",2001
very large data bases,the propel distributed services platform,1314,"michael j. carey , steve kirsch , mary roth , bert van der linden , nicolas adiba , michael blow , daniela florescu , david li , ivan oprencak , rajendra panwar , runping qi , david rieber , john c. shafer , brian sterling , tolga urhan , brian vickery , dan wineman , kuan yee",2001
very large data bases,approximate string joins in a database ( almost ) for free,1315,"luis gravano , panagiotis g. ipeirotis , h. v. jagadish , nick koudas , s. muthukrishnan , divesh srivastava",2001
very large data bases,change-centric management of versions in an xml warehouse,1316,"am &#233; lie marian , serge abiteboul , gregory cobena , laurent mignet",2001
acm transactions on database systems ( tods ),a taxonomy for secure object-oriented databases,1317,"martin s. olivier , sebastiaan h. von solms",1994
very large data bases,vxmlr : a visual xml-relational database system,1318,"aoying zhou , hongjun lu , shihui zheng , yuqi liang , long zhang , wenyun ji , zengping tian",2001
acm transactions on database systems ( tods ),a modified random perturbation method for database security,1319,"patrick tendick , norman matloff",1994
very large data bases,querying xml views of relational data,1320,"jayavel shanmugasundaram , jerry kiernan , eugene j. shekita , catalina fan , john funderburk",2001
very large data bases,hyperqueries : dynamic distributed query processing on the internet,1321,"alfons kemper , christian wiesner",2001
acm transactions on database systems ( tods ),altruistic locking,1322,"kenneth salem , h &#233; ctor garc &#237; a-molina , jeannie shands",1994
very large data bases,warlock : a data allocation tool for parallel warehouses,1323,"thomas st &#246; hr , erhard rahm",2001
very large data bases,discovery of influence sets in frequently updated databases,1324,"ioana stanoi , mirek riedewald , divyakant agrawal , amr el abbadi",2001
very large data bases,operating system extensions for the teradata parallel vldb,1325,"john catozzi , sorana rabinovici",2001
very large data bases,query engines for web-accessible xml data,1326,"leonidas fegaras , ramez elmasri",2001
very large data bases,warehousing workflow data : challenges and opportunities,1327,"angela bonifati , fabio casati , umeshwar dayal , ming-chien shan",2001
very large data bases,"business process coordination : state of the art , trends , and open issues",1328,"umeshwar dayal , meichun hsu , rivka ladin",2001
very large data bases,analyzing quantitative databases : image is everything,1329,"amihood amir , reuven kashi , nathan s. netanyahu",2001
very large data bases,tavant system architecture for sell-side channel management,1330,"srinivasa narayanan , subbu n. subramanian",2001
very large data bases,efficient progressive skyline computation,1331,"kian-lee tan , pin-kwang eng , beng chin ooi",2001
very large data bases,a formal perspective on the view selection problem,1332,"rada chirkova , alon y. halevy , dan suciu",2001
very large data bases,online scaling in a highly available database,1333,"svein erik bratsberg , rune humborstad",2001
very large data bases,dynamic update cube for range-sum queries,1334,"seok-ju chun , chin-wan chung , ju-hong lee , seok-lyong lee",2001
very large data bases,functional properties of information filtering,1335,"rie sawai , masahiko tsukamoto , yin-huei loh , tsutomu terada , shojiro nishio",2001
very large data bases,leo - db2 's learning optimizer,1336,"michael stillger , guy m. lohman , volker markl , mokhtar kandil",2001
very large data bases,storage service providers : a solution for storage management ? ( panel ),1337,"banu &#214; zden , eran gabber , bruce hillyer , wee teck ng , elizabeth a. m. shriver , david j. dewitt , bruce gordon , jim gray , john wilkes",2001
very large data bases,distinct sampling for highly-accurate answers to distinct values queries and event reports,1338,phillip b. gibbons,2001
very large data bases,are web services the next revolution in e-commerce ? ( panel ),1339,"shalom tsur , serge abiteboul , rakesh agrawal , umeshwar dayal , johannes klein , gerhard weikum",2001
