assay_id,cell_id,curated_by,assay_category,variant_id,assay_tissue,doc_id,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type
3222,,Autkcurahion,,,,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 10 ug/Kg,F,In vivo,,,,
3223,,Aktoc8ration,,,,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 100 ug/Kg,F,In vivo,,,,
3224,,Autocu3a5ion,,,,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 2 ug/Kg,F,In vivo,,,,
3225,,xutoxuration,,,,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 20 ug/Kg,F,In vivo,,,,
3226,,Autoduratiom,,,,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 5 ug/Kg,F,In vivo,,,,
3227,,Au5ocurati9n,,,,10322,Tested for inhibition of Bezold-Jarisch (B-J) reflex mediated by 5-hydroxytryptamine 3 receptor in rats after intravenous administration (2.0 ug/kg),F,In vivo,,,,
3228,,Autocurxtuon,,,,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,,
3229,,Autoc8ra4ion,,,,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,,
3230,,Autkcuratikn,,,,15412,Intrinsic efficacy for rat 5-hydroxytryptamine 3 receptor,B,,Rattus norvegicus,10116.0,,
3231,,Autocura5ikn,,,,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; PA means partial agonist,F,,,,,
3232,,Inhetmediate,,,nippocxmpus,15412,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) of rat cortex and hippocampus tissue,B,,,,,
3233,,surocuration,,,,15412,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor of rat cortical membrane,B,,Rattus norvegicus,10116.0,,
3234,,Autocyra4ion,,,,17394,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 5-hydroxytryptamine 3 receptor,B,,Rattus norvegicus,10116.0,,
3235,,Autocyratiom,,,,12457,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 3 receptor,B,,,,,
3236,,Autockrqtion,,,,12457,Affinity was evaluated by inhibition of [3H]GR-65630 binding to NG108-15 cell transfected with cloned rat 5-hydroxytryptamine 3 receptor,B,,,,,
3237,,Aurovuration,,,,12205,Binding affinity against radioligand [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in neuroblastoma-glioma (NG108-15) cells.,B,,,,,
3238,,zutocuratjon,,,,14532,Binding affinity for 5-hydroxytryptamine 3 receptor was determined by measuring displacement of [3H]GR-65630 from rat brain cortices,B,,,,,
3239,,Augosuration,,,,1122,Binding affinity to 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-BRL 43694 as radioligand,B,,,,,
3240,,Autocurwgion,,,,5094,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,,,,,
3241,,Inh3rmediate,,,jleum,809,5-hydroxytryptamine 4 receptor agonist activity as increased response to electrical stimulation in guinea pig ileum,F,,Cavia porcellus,10141.0,,
3242,,Int2rm2diate,,,kleum,809,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum; Not tested,F,,Cavia porcellus,10141.0,,
3243,,Ibtefmediate,,,Ile6m,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum",F,,Cavia porcellus,10141.0,,
3244,,Intermsdiste,,,Il3um,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Inactive up to 10E-5 M",F,,Cavia porcellus,10141.0,,
3245,,Internediahe,,,Ilsum,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,Cavia porcellus,10141.0,,
3246,,In5erjediate,,,Ilfum,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,Cavia porcellus,10141.0,,
3247,,Internwdiate,,,8leum,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not capable of evaluation",F,,Cavia porcellus,10141.0,,
3248,,Intermeduzte,,,uleum,13961,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum.,F,,Cavia porcellus,10141.0,,
3249,,Interk3diate,,,Ilrum,13961,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum. Activity expressed as percent of the maximum 5-HT response given in brackets.,F,,Cavia porcellus,10141.0,,
3250,,lntermed9ate,,,Ikeum,809,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum,F,,Cavia porcellus,10141.0,,
3251,,Imtermedizte,,,Ileuh,809,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not evaluable,F,,Cavia porcellus,10141.0,,
3252,,Integkediate,,,Ileun,809,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not tested,F,,Cavia porcellus,10141.0,,
3253,,7nterjediate,,,Ikeum,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum",F,,Cavia porcellus,10141.0,,
3254,,Int4rmediste,,,Ileuj,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10-5 M",F,,Cavia porcellus,10141.0,,
3255,,Intfrmedkate,,,Ileun,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10E-5 M",F,,Cavia porcellus,10141.0,,
3256,,Inhwrmediate,,,Ipeum,14290,5-hydroxytryptamine 4 receptor antagonist activity as inhibition of 5-HT-induced contractions in guinea pig ileum; Not capable of evaluation.,F,,Cavia porcellus,10141.0,,
3257,,Intermediayd,,,Ileuk,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,Cavia porcellus,10141.0,,
3258,,Inte4mediats,,,Ioeum,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,Cavia porcellus,10141.0,,
3259,,Ig5ermediate,,,,15034,Displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,Cavia porcellus,10141.0,,
3260,,Intf5mediate,,,Stfiatum,5094,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,Cavia porcellus,10141.0,,
3261,,Igtermedia6e,,,Stfiatum,5094,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,Cavia porcellus,10141.0,,
3262,,Intsrmediare,,,Striztum,5399,Inhibitory activity against 5-hydroxytryptamine 4 receptor of guinea pig striatum using [3H]GR-113808 as radioligand,B,,Cavia porcellus,10141.0,,
3263,,Intdrnediate,,,Str8atum,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,Cavia porcellus,10141.0,,
3264,,Igfermediate,,,etriatum,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,Cavia porcellus,10141.0,,
3265,,Ingermediage,,,ztriatum,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to serotonin 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,Cavia porcellus,10141.0,,
3266,,Int4rmedizte,,,Ikeum,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum.,F,,Cavia porcellus,10141.0,,
3267,,Interm3diatf,,,Ilfum,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum. 95% confidence limits are in brackets.,F,,Cavia porcellus,10141.0,,
3268,,Intdrmediare,,,Ioeum,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,Cavia porcellus,10141.0,,
3269,,ontermediwte,,,,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-6 M in guinea pig,B,,Cavia porcellus,10141.0,,
3270,,Interjed8ate,,,,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-8 M in guinea pig,B,,Cavia porcellus,10141.0,,
3271,,Ijtermediatd,,,,15034,Agonistic activity against 5-hydroxytryptamine 4 receptor,F,,Cavia porcellus,10141.0,,
3272,,In4ermed8ate,,,,15034,Agonistic activity against 5-hydroxytryptamine 4 receptor; not tested,F,,Cavia porcellus,10141.0,,
3273,,9ntdrmediate,,,,12918,Compound was evaluated for the relative potency with respect to serotonin against 5-hydroxytryptamine 4 receptor,F,,Cavia porcellus,10141.0,,
3274,,Inhermediqte,,,,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor,B,,Cavia porcellus,10141.0,,
3275,,Inhermediat4,,,S5riatum,17394,Inhibition of [3H]GR-113808 binding to guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,Cavia porcellus,10141.0,,
3276,,Ingermediafe,,,Striatjm,15034,Binding affinity against 5-hydroxytryptamine 4 receptor in guinea pig striatum using [3H]GR-113808 as radioligand,B,,Cavia porcellus,10141.0,,
3277,,Interkedia4e,,,Strlatum,5094,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,Cavia porcellus,10141.0,,
3278,,Inte4mewiate,,,Striagum,5094,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,Cavia porcellus,10141.0,,
3279,,Intermewuate,,,Iieum,17358,Tested for affinity against 5-hydroxytryptamine 4 receptor in the myenteric plexus of the guinea pig ileum.,B,,Cavia porcellus,10141.0,,
3280,,Expsrt,,,,12953,Displacement of [3H]-GR113808 from 5-HT4 receptor of guinea pig striatum,B,,Cavia porcellus,10141.0,,
3281,,In6erhediate,,,,12953,The compound was tested for their binding affinity towards 5-HT4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,Cavia porcellus,10141.0,,
3282,,Intermedizhe,,,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand.,B,,Cavia porcellus,10141.0,,
3283,,Intfrm2diate,,,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,Cavia porcellus,10141.0,,
3284,,Interm3dizte,,,8leum,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,Cavia porcellus,10141.0,,
3285,,Int3rmwdiate,,,Ipeum,12918,5-hydroxytryptamine 4 receptor agonist activity in the guinea pig ileum assay,F,,Cavia porcellus,10141.0,,
3286,,Intermedizye,,,Ildum,12919,5-hydroxytryptamine 4 receptor agonistic activity was measured by twitch response enhancing activity in electrically stimulated guinea pig ileum preparation,F,,Cavia porcellus,10141.0,,
3287,,Ihtfrmediate,,,Ileuk,273,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI).,F,,Cavia porcellus,10141.0,,
3288,,Int3rmediat4,,,kleum,273,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,Cavia porcellus,10141.0,,
3289,,Inte5mediat3,,,,13181,Ability to antagonize 5-HT-evoked contractions mediated through 5-hydroxytryptamine 4 receptor activation in the guinea pig distal colon LMMP,B,,Cavia porcellus,10141.0,,
3290,,Aktocuratiln,,,,13181,Binding affinity was determined against 5-hydroxytryptamine 3 receptor,B,,Cavia porcellus,10141.0,,
3291,,Intetnediate,,,,15034,Antagonistic activity against 5-hydroxytryptamine 4 receptor,F,,Cavia porcellus,10141.0,,
3292,,Intermeciqte,,,,5033,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,Cavia porcellus,10141.0,,
3293,,untermed7ate,,,,1980,Binding affinity for 5-hydroxytryptamine 4 receptor by displacement of [3H]GR-113808 from guinea pig brain striatum.,B,,Cavia porcellus,10141.0,,
3294,394.0,Augocurstion,,,,13181,Binding affinity was determined against 5-hydroxytryptamine 2C receptor using cloned rat receptors expressed in 293 cells radiolabeled with [3H]mesulergine,B,,Cavia porcellus,10141.0,,HEK293
3295,,Inte4jediate,,,,14287,In vitro by displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor on guinea pig striatal membrane,B,,Cavia porcellus,10141.0,,
3296,,In6erjediate,,,,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 4 receptor using radioligand binding assay using [3H]GR as radioligand,B,,Cavia porcellus,10141.0,,
3297,,Inteemeriate,,,,15316,Compound was evaluated for its ability to displace [3H]GR-113808 binding from 5-hydroxytryptamine 4 receptor in guinea pig striatum.,B,,Cavia porcellus,10141.0,,
3298,,Int3rmedia6e,,,S5riatum,16429,In vitro binding affinity at 5-hydroxytryptamine 4 receptor in guinea pig striatum using 3[H]GR-113808 as the radioligand,B,,Cavia porcellus,10141.0,,
3299,,Inte4hediate,,,nippofampus,14818,The compound was tested for its binding affinity towards 5-hydroxytryptamine 4 receptor in guinea pig hippocampus using [125I]SB-207710.,B,,Cavia porcellus,10141.0,,
3300,,Intermrdjate,,,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand,B,,Cavia porcellus,10141.0,,
3301,,Intermwduate,,,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand.,B,,Cavia porcellus,10141.0,,
3302,,Intermediqt2,,,Il2um,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,Cavia porcellus,10141.0,,
3303,,Autocura4iog,,,,5486,Binding affinity towards 5-HT2C receptor by the displacement of [3H]mesulergine] in human recombinant receptors in mammalian cell,B,,,,,
3304,,Autovurxtion,,,,16209,Binding affinity towards human 5-hydroxytryptamine 4 receptor using [3H]5-HT as radioligand,B,,,,,
3305,,Aufocurqtion,,,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 4 receptor,B,,,,,
3306,810.0,Autoxurati0n,,,,4199,Compound was evaluated for the binding affinity against human cloned 5-hydroxytryptamine 4 receptor in HeLa cells using [3H]-LSD as the radioligand,B,,,,,HeLa
3307,,qutocurat9on,,,,15146,Compound was tested for its binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,
3308,,Auticurztion,,,,5213,Compound was tested for its binding affinity for 5-hydroxytryptamine 4 receptor,B,,,,,
3309,994.0,qutlcuration,,,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 4 receptor in HeLa cells, using [3H]LSD as radioligand",B,,,,,HeLa
3310,,zutocurat9on,,,,17358,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons,B,,,,,
3311,,Au6ocjration,,,,17358,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons; IA means inactive,B,,,,,
3312,,A8tocuratiog,,,,16946,Ability to displace [3H]GR-113808 from mouse 5-hydroxytryptamine 4 receptor in COS7 cells,B,,,,,
3313,,Autoduratikn,,,,17358,Tested for ability to stimulate 5-hydroxytryptamine 4 receptors in mouse Coliculi neurons,B,,,,,
3314,,Autocurzfion,,,dardiacatriuj,268,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model,F,,,,,
3315,,wutocu5ation,,,Carriacqtrium,268,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model; compound found inactive at 1 uM,F,,,,,
3316,,Aut8c8ration,,,,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,
3317,,Autocurat78n,,,Hippocwmphs,14875,Compound was tested for binding affinity against piglet hippocampus 5-hydroxytryptamine 4 receptor,B,,,,,
3318,,Aitocuragion,,,Hippovamous,13267,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]SB 207710 as radioligand,B,,Sus scrofa,9823.0,,
3319,,Aug9curation,,,,13047,Binding affinity against 5-hydroxytryptamine 2A receptor using rabbit saphenous vein assay.,B,,Oryctolagus cuniculus,9986.0,,
3320,,Expdrt,,,,1650,Displacement of [3H]GR-113808 from rat striatum 5-hydroxytryptamine 4 receptor,B,,Rattus norvegicus,10116.0,,
3321,,Autosuratipn,,,,567,Tested for its agonist potency against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,F,,,,,
3322,,Autocu5arion,,,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in relaxation of rat oesophagus,B,,,,,
3323,,Aut9curatiob,,,,188,Tested for the effect on binding at 5-hydroxytryptamine 4 receptor; No activity,B,,,,,
3324,,Autochtation,,,,670,lntrinsic activity relative to 5-HT receptor,F,,,,,
3325,,zutocurati8n,,,,204,Compound was evaluated for the agonistic activity towards 5-hydroxytryptamine 4 receptor using the rat tunica muscularis mucosae (TMM) esophagus strip assay,F,,,,,
3326,,Expegt,,,,1946,In vitro relaxation of carbachol pre-contracted rat oesophageal TMM.,F,,,,,
3327,,Autocurztiob,,,,6398,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay,F,,,,,
3328,,Autocu3afion,,,,6398,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay; IN = Inactive,F,,,,,
3329,,Autoxuratiog,,,,17358,Efficient 5-hydroxytryptamine 4 agonist in the rat tunica muscularis mucosae,F,,,,,
3330,,Augocurayion,,,,6398,Tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay of racemate mixture,F,,,,,
3331,,Exoert,,,,11752,Relaxation of carbachol induced contractions of rat tunica muscularis mucosae,B,,,,,
3332,,qutoc8ration,,,,809,5-hydroxytryptamine 4 receptor agonist activity was determined by the relaxation of the carbachol-contracted rat esophageal tunica muscularis mucosae,F,,,,,
3333,,Expett,,,,14178,Inhibition of radiolabeled [3H]GR-113808 ligand binding to 5-hydroxytryptamine 4 receptor,B,,Rattus norvegicus,10116.0,,
3334,,Autoc8ratiin,,,,567,Tested for its efficacy against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,B,,,,,
3335,,Autodurxtion,,,,1946,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae.,B,,,,,
3336,,Autpsuration,,,,1946,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae; No activity up to 104M concentration,B,,,,,
3337,,Expedt,,,,13961,Binding affinity (Ki+/-SEM) against 5-hydroxytryptamine 4 receptor from cheng Prusoff equation by using [3H]GR-113808 in rat striatum,B,,Rattus norvegicus,10116.0,,
3338,,Aktocurati8n,,,Stroatum,6238,Binding affinity towards 5-HT 4 receptor in rat striatum membranes using [3H]GR-113808 as radioligand,B,,,,,
3339,,Autofuratjon,,,,14290,Binding affinity towards 5-HT4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand; Not tested,B,,,,,
3340,,Ecpert,,,,14290,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,B,,,,,
3341,,Ex0ert,,,Striwtum,809,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,B,,Rattus norvegicus,10116.0,,
3342,,Auhocurat7on,,,ztriatum,1578,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,B,,,,,
3343,,Exper5,,,Strixtum,16709,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,B,,,,,
3344,,Experg,,,Striatuj,1946,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatum by [3H]GR-113808 displacement.,B,,,,,
3345,,Ex0ert,,,Striathm,15253,In vitro affinity at serotonergic 5-hydroxytryptamine 4 receptor by radioligand binding assay using [3H]GR-113808 in rat striatum membranes.,B,,,,,
3346,,Expwrt,,,Sttiatum,4535,In vitro binding affinity to 5-hydroxytryptamine 4 receptor in rat striatum membrane,B,,,,,
3347,,rxpert,,,,13961,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatal membranes by [3H]GR-113808 displacement.,B,,,,,
3348,,Aitocurqtion,,,nrain,17358,Tested for potency against 5-hydroxytryptamine 4 receptor agonist in rat brain,F,,,,,
3349,,Autodutation,,,,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat,F,,,,,
3350,,q6tocuration,,,,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat; ND means not done,F,,,,,
3351,,Autocueayion,,,,670,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae,F,,,,,
3352,,Autoc7rat8on,,,,670,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae; Not tested,F,,,,,
3353,,Ajtlcuration,,,,1317,Antagonist activity against 5-hydroxytryptamine 4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,,,,
3354,,Exlert,,,,12936,Binding affinity against rat 5-hydroxytryptamine 4 receptor,B,,Rattus norvegicus,10116.0,,
3355,,dxpert,,,Striqtum,4535,pKi against 5-hydroxytryptamine 4 receptor in rat striatum membrane,B,,,,,
3356,,Experr,,,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-5 M.,F,,Rattus norvegicus,10116.0,,
3357,,Expett,,,,14424,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-6 M.,F,,,,,
3358,,Ezpert,,,,14424,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,F,,,,,
3359,,Exp4rt,,,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-8 M.,F,,Rattus norvegicus,10116.0,,
3360,,xutocurat9on,,,,14424,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-7 M.,F,,,,,
3361,,3xpert,,,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,F,,,,,
3362,,Exp3rt,,,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),F,,,,,
3363,,Autocura4ipn,,,,14424,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,F,,,,,
3364,,Autocura5iom,,,,1980,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,F,,Rattus norvegicus,10116.0,,
3365,,zutoc8ration,,,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,F,,,,,
3366,,Autoc7ratikn,,,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor,B,,,,,
3367,,Autocuragoon,,,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,B,,,,,
3368,,zutocurati8n,,,,17358,Compound was tested for 5-hydroxytryptamine 4 binding affinity,B,,,,,
3369,,Autoxurxtion,,,,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,B,,,,,
3370,,Autockrati0n,,,,17358,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,,,,,
3371,,Au4ockration,,,,16117,In vitro binding affinity towards 5-HT4 receptor was determined,B,,,,,
3372,,Autlcuratiog,,,,17358,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,,,,,
3373,,Auyocurztion,,,,17358,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,F,,,,,
3374,,Autocurat89n,,,,17358,Tested for selectivity for 5-hydroxytryptamine 4 receptor,B,,,,,
3375,,Autocurqt9on,,,,17358,Tested for 5-hydroxytryptamine 4 binding affinity against cisapride,B,,,,,
3376,,Auticuratioh,,,,17358,Tested for 5-hydroxytryptamine 4 binding affinity against renzapride,B,,,,,
3377,,Au5oxuration,,,,17358,Tested for 5-hydroxytryptamine 4 binding affinity against zacopride,B,,,,,
3378,,Expwrt,,,,1274,Binding affinity against 5-Hydroxytryptamine 4 receptor,B,,,,,
3379,,Autocuratkin,,,,10728,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 recognition sites in rat brain membranes,B,,,,,
3380,,Autpcurat9on,,,,11695,Compound was evaluated for the displacement of [3H]Q-ICS-205-930 from 5-HT3 recognition sites in rat brain membranes,B,,,,,
3381,,A6tocufation,,,,11695,Displacement of [3H]Q-ICS-205-930 from 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes,B,,,,,
3382,,Autociratiog,,,,12490,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor from rat cortex homogenate,B,,,,,
3383,,Ajtocuratiog,,,,11828,Displacement of [3H]-Q-ICS 205-930 from rat cortex homogenate 5-hydroxytryptamine 3 receptor,B,,Rattus norvegicus,10116.0,,
3384,,Autocudatuon,,,Hiopocampuc,12253,Binding affinity of 5-hydroxytryptamine 3 receptor using [3H]granisetron in rat hippocampus and entorhinal cortex,B,,,,,
3385,,wu5ocuration,,,,10561,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,B,,,,,
3386,,Autocjratipn,,,,10561,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]quipazine as radioligand in rat cortex,B,,,,,
