ss_strn,src_ss_d,ss_rgnsm,rltnshp_tp,src_d,ss_sbclllr_frctn,ss_ctgr,b_frmt,ss_tss,ss_tp,ss_cll_tp,td,crtd_b,cll_d,dc_d,ss_tx_d,vrnt_d,ss_d,chmbl_d,dscrptn,ss_tst_tp,cnfdnc_scr,tss_d
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14681,10116.0,,10827,CHEMBL626296,Compound was tested for maximum observed concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,In vivo,1,
,,,U,1,,,BAO_0000218,,A,,22224,Autocuration,,15905,,,10828,CHEMBL626297,Compound was tested for the max. conc. when administered perorally(po) 30 mg/kg,In vivo,0,
,,,U,1,,,BAO_0000218,Plasma,A,,22224,Autocuration,,15905,,,10829,CHEMBL626298,Compound was tested for the max. plasma conc. when administered intraperitoneally (ip) 30 mg/kg.,In vivo,0,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,13304,10116.0,,10830,CHEMBL626299,"Drug plasma level in rat was determined on the last day of dosing at 1,2,4.8 and 24 hr and ED50 was evaluated",In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,15137,10116.0,,10831,CHEMBL626300,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats after 30 min.,In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,15137,10116.0,,10832,CHEMBL626301,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats after 30 min.,In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,15137,10116.0,,10833,CHEMBL626962,Effect of ip administration of compound on plasma concentration of corticosterone (CTS) in rats after 30 min.,In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,15137,10116.0,,10834,CHEMBL626963,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats after 30 min.,In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,15137,10116.0,,10835,CHEMBL626964,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats after 30 min.,In vivo,1,1969.0
,,Macaca fascicularis,N,1,,,BAO_0000218,Plasma,A,,100710,Intermediate,,14839,9541.0,,10836,CHEMBL626965,In vivo antitumor efficacy expressed as maximum plasma concentration 0.4 hr after a peroral dose of 25 mg/kg in cynomolgus monkeys,In vivo,1,1969.0
,,Mus musculus,N,1,,,BAO_0000218,Plasma,A,,50594,Intermediate,,14839,10090.0,,10837,CHEMBL626966,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,In vivo,1,1969.0
,,Mus musculus,N,1,,,BAO_0000218,Plasma,A,,50594,Intermediate,,14839,10090.0,,10838,CHEMBL626967,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,In vivo,1,1969.0
,,Macaca fascicularis,N,1,,,BAO_0000218,Plasma,A,,100710,Intermediate,,14839,9541.0,,10839,CHEMBL626968,In vivo antitumor efficacy expressed as maximum plasma concentration after a peroral dose of 10 mg/kg in cynomolgus monkeys,In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10840,CHEMBL626969,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.89-1.24,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10841,CHEMBL627126,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-2.58,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10842,CHEMBL631276,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.24-0.28,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10843,CHEMBL631277,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.52-0.62,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10844,CHEMBL631278,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.68-0.84,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10845,CHEMBL874457,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.75-1.03,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10846,CHEMBL631279,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.96-2.46,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10847,CHEMBL631280,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.36-0.42,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10848,CHEMBL631281,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.82,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10849,CHEMBL631968,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.24-1.46,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10850,CHEMBL631969,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.36-3.96,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10851,CHEMBL631970,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.24-0.29,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10852,CHEMBL631971,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.39-0.74,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10853,CHEMBL631972,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.79-0.85,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10854,CHEMBL630435,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.64-0.86,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10855,CHEMBL630436,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.68-2.23,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10856,CHEMBL630437,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.19-0.23,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10857,CHEMBL630438,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.22-0.29,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,8418,10116.0,,10858,CHEMBL630439,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.75,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10859,CHEMBL630440,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.42-1.82,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10860,CHEMBL630441,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-3.12,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10861,CHEMBL630442,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.62-0.92,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10862,CHEMBL625234,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.12-2.04,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10863,CHEMBL625235,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.59-2.03,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10864,CHEMBL625236,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.14-1.4,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10865,CHEMBL625237,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.56-1.83,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10866,CHEMBL626125,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.73,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10867,CHEMBL626126,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.67-2.11,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10868,CHEMBL626127,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.64-3.43,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10869,CHEMBL626128,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 3.18-4.74,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10870,CHEMBL626129,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.62-1.13,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10871,CHEMBL626130,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.73-2.64,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10872,CHEMBL626131,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 13.02-19.07,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10873,CHEMBL626132,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.89-1.19,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10874,CHEMBL626752,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.17-1.48,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10875,CHEMBL626753,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.48-0.72,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10876,CHEMBL626754,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.57,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,8418,10116.0,,10877,CHEMBL626755,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.99-1.24,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,10878,CHEMBL626756,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.23-1.78,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,10879,CHEMBL626757,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.43-2.92,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,10880,CHEMBL626758,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.81-1.18,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,10881,CHEMBL626759,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.37-1.74,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,10882,CHEMBL626760,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 4.01-4.81,,1,2107.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10883,CHEMBL626394,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10884,CHEMBL626395,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration,,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10885,CHEMBL626396,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration (0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10886,CHEMBL626397,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10887,CHEMBL626398,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10888,CHEMBL626399,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10889,CHEMBL874653,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10890,CHEMBL626400,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10891,CHEMBL626401,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration (0-5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10892,CHEMBL626402,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10893,CHEMBL626403,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10894,CHEMBL626404,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10895,CHEMBL626405,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10896,CHEMBL625529,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10897,CHEMBL625530,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration (0-5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10898,CHEMBL625531,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10899,CHEMBL625532,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10900,CHEMBL625533,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10901,CHEMBL875474,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10902,CHEMBL625534,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10903,CHEMBL625535,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration (0-5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10904,CHEMBL625536,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0 - 5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10905,CHEMBL625537,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10906,CHEMBL625538,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10907,CHEMBL625539,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10908,CHEMBL625540,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10909,CHEMBL625541,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10910,CHEMBL625542,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10911,CHEMBL625543,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6996,10116.0,,10912,CHEMBL625544,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10913,CHEMBL625545,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.312 mg/kg after ip administration,,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10914,CHEMBL625546,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10915,CHEMBL625547,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.625 mg/kg after ip administration,,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10916,CHEMBL625548,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10917,CHEMBL625549,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10918,CHEMBL625550,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10919,CHEMBL625551,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10920,CHEMBL875475,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10921,CHEMBL625552,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10922,CHEMBL625553,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10923,CHEMBL625554,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10924,CHEMBL625555,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10925,CHEMBL625556,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10926,CHEMBL624986,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration,,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10927,CHEMBL624987,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,6996,9615.0,,10928,CHEMBL624988,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10929,CHEMBL624989,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -2/-14,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10930,CHEMBL624990,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -4/-4,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10931,CHEMBL874391,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; 4/7,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10932,CHEMBL624991,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3/10 range; -3/0/4,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10933,CHEMBL624992,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; -6/0,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10934,CHEMBL624993,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 10/31,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10935,CHEMBL624994,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 11/-19,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10936,CHEMBL624995,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 14/6,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10937,CHEMBL624996,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/25,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10938,CHEMBL624997,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/3,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10939,CHEMBL624998,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 2/16,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10940,CHEMBL624999,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 6/2,In vivo,1,1637.0
