ss_d,ss_rgnsm,td,chmbl_d,vrnt_d,src_d,b_frmt,ss_tp,ss_tx_d,rltnshp_tp,crtd_b,ss_cll_tp,ss_sbclllr_frctn,cnfdnc_scr,src_ss_d,cll_d,tss_d
10448,Rattus norvegicus,50597,CHEMBL622818,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10449,Rattus norvegicus,50597,CHEMBL622819,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10450,Rattus norvegicus,50597,CHEMBL872267,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10451,Rattus norvegicus,50597,CHEMBL622820,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10452,Rattus norvegicus,50597,CHEMBL622821,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10453,Rattus norvegicus,50597,CHEMBL622822,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10454,Rattus norvegicus,50597,CHEMBL622823,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10455,Rattus norvegicus,50597,CHEMBL622824,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10456,Rattus norvegicus,50597,CHEMBL622825,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10457,Rattus norvegicus,50597,CHEMBL622901,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10458,Rattus norvegicus,50597,CHEMBL622902,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10459,Rattus norvegicus,50597,CHEMBL621844,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10460,Rattus norvegicus,50597,CHEMBL621845,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10461,Rattus norvegicus,50597,CHEMBL621846,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10462,Rattus norvegicus,50597,CHEMBL621847,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10463,Rattus norvegicus,50597,CHEMBL877609,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10464,Rattus norvegicus,50597,CHEMBL621848,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10465,Rattus norvegicus,50597,CHEMBL621849,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10466,Rattus norvegicus,50597,CHEMBL622030,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10467,Rattus norvegicus,50597,CHEMBL622031,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10468,Rattus norvegicus,50597,CHEMBL622032,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10469,Rattus norvegicus,50597,CHEMBL622033,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10470,Rattus norvegicus,50597,CHEMBL622034,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10471,Rattus norvegicus,50597,CHEMBL622035,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10472,Rattus norvegicus,50597,CHEMBL882966,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10473,Rattus norvegicus,50597,CHEMBL622036,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10474,Rattus norvegicus,50597,CHEMBL622037,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10475,Rattus norvegicus,50597,CHEMBL622038,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10476,Rattus norvegicus,50597,CHEMBL622039,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10477,Rattus norvegicus,50597,CHEMBL622040,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
10478,Rattus norvegicus,50597,CHEMBL622041,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
10479,Rattus norvegicus,50597,CHEMBL622042,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
10480,Rattus norvegicus,50597,CHEMBL622043,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
10481,Rattus norvegicus,50597,CHEMBL622044,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
10482,Rattus norvegicus,50597,CHEMBL622045,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
10483,Rattus norvegicus,50597,CHEMBL622046,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
10484,Rattus norvegicus,50597,CHEMBL622047,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
10485,Rattus norvegicus,50597,CHEMBL877610,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
10486,Rattus norvegicus,50597,CHEMBL622048,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,955.0
10487,Rattus norvegicus,50597,CHEMBL622049,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,955.0
10488,Rattus norvegicus,50597,CHEMBL622050,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,955.0
10489,Rattus norvegicus,50597,CHEMBL622051,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,955.0
10490,Rattus norvegicus,50597,CHEMBL622052,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10491,Rattus norvegicus,50597,CHEMBL622053,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10492,Rattus norvegicus,50597,CHEMBL622054,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10493,Rattus norvegicus,50597,CHEMBL622055,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10494,Rattus norvegicus,50597,CHEMBL622056,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10495,Rattus norvegicus,50597,CHEMBL622057,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10496,Rattus norvegicus,50597,CHEMBL628008,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10497,Rattus norvegicus,50597,CHEMBL622058,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10498,Rattus norvegicus,50597,CHEMBL622059,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10499,Rattus norvegicus,50597,CHEMBL622060,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10500,Rattus norvegicus,50597,CHEMBL622061,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10501,Rattus norvegicus,50597,CHEMBL622062,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10502,Rattus norvegicus,50597,CHEMBL622063,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10503,Rattus norvegicus,50597,CHEMBL877611,,1,BAO_0000218,A,10116.0,N,Expert,,,1,,,
10504,Rattus norvegicus,50597,CHEMBL622064,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10505,Rattus norvegicus,50597,CHEMBL622065,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10506,Rattus norvegicus,50597,CHEMBL622066,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10507,Rattus norvegicus,50597,CHEMBL622067,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10508,Rattus norvegicus,50597,CHEMBL622068,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10509,Rattus norvegicus,50597,CHEMBL622069,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10510,Rattus norvegicus,50597,CHEMBL624796,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10511,Rattus norvegicus,50597,CHEMBL624797,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10512,Rattus norvegicus,50597,CHEMBL623053,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10513,Rattus norvegicus,50597,CHEMBL623054,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10514,Rattus norvegicus,50597,CHEMBL623055,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10515,Rattus norvegicus,50597,CHEMBL623056,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10516,Rattus norvegicus,50597,CHEMBL623057,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10517,Rattus norvegicus,50597,CHEMBL623058,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10518,Rattus norvegicus,50597,CHEMBL623059,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10519,Rattus norvegicus,50597,CHEMBL623060,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10520,Rattus norvegicus,50597,CHEMBL623061,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10521,Rattus norvegicus,50597,CHEMBL623062,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10522,Rattus norvegicus,50597,CHEMBL623063,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10523,Rattus norvegicus,50597,CHEMBL623064,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10524,Rattus norvegicus,50597,CHEMBL623065,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10525,Rattus norvegicus,50597,CHEMBL623066,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10526,Rattus norvegicus,50597,CHEMBL623067,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10527,Rattus norvegicus,50597,CHEMBL623068,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10528,Rattus norvegicus,50597,CHEMBL623069,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10529,Rattus norvegicus,50597,CHEMBL623070,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10530,Rattus norvegicus,50597,CHEMBL623071,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10531,Rattus norvegicus,50597,CHEMBL623072,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10532,Rattus norvegicus,50597,CHEMBL623073,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10533,Rattus norvegicus,50597,CHEMBL623074,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10534,Rattus norvegicus,50597,CHEMBL623075,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10535,Rattus norvegicus,50597,CHEMBL623076,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10536,Rattus norvegicus,50597,CHEMBL623077,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10537,Rattus norvegicus,50597,CHEMBL623078,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10538,Rattus norvegicus,50597,CHEMBL623079,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10539,Rattus norvegicus,50597,CHEMBL623080,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10540,Rattus norvegicus,50597,CHEMBL623081,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10541,Rattus norvegicus,50597,CHEMBL623082,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10542,Rattus norvegicus,50597,CHEMBL874400,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10543,Rattus norvegicus,50597,CHEMBL623083,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10544,Rattus norvegicus,50597,CHEMBL623084,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10545,Rattus norvegicus,50597,CHEMBL623085,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10546,Rattus norvegicus,50597,CHEMBL623086,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10547,Rattus norvegicus,50597,CHEMBL623087,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10548,Rattus norvegicus,50597,CHEMBL623088,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10549,Rattus norvegicus,50597,CHEMBL623089,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10550,Rattus norvegicus,50597,CHEMBL623090,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10551,Rattus norvegicus,50597,CHEMBL623091,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10552,Rattus norvegicus,50597,CHEMBL623092,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10553,Rattus norvegicus,50597,CHEMBL623093,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10554,Rattus norvegicus,50597,CHEMBL874401,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10555,Rattus norvegicus,50597,CHEMBL623094,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10556,Rattus norvegicus,50597,CHEMBL623095,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10557,Rattus norvegicus,50597,CHEMBL623096,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10558,Rattus norvegicus,50597,CHEMBL624913,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10559,Rattus norvegicus,50597,CHEMBL624914,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10560,Rattus norvegicus,50597,CHEMBL624915,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10561,Rattus norvegicus,50597,CHEMBL624916,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10562,Rattus norvegicus,50597,CHEMBL624917,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10563,Rattus norvegicus,50597,CHEMBL625157,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10564,Rattus norvegicus,50597,CHEMBL625158,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
10565,Rattus norvegicus,50597,CHEMBL625159,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10566,Rattus norvegicus,50597,CHEMBL625160,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10567,Rattus norvegicus,50597,CHEMBL625161,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10568,Rattus norvegicus,50597,CHEMBL625162,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10569,Rattus norvegicus,50597,CHEMBL625163,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10570,Rattus norvegicus,50597,CHEMBL625164,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10571,Rattus norvegicus,50597,CHEMBL625165,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10572,Rattus norvegicus,50597,CHEMBL625166,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10573,Rattus norvegicus,50597,CHEMBL625167,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10574,Rattus norvegicus,50597,CHEMBL625168,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10575,Rattus norvegicus,50597,CHEMBL625169,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10576,Rattus norvegicus,50597,CHEMBL626264,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10577,Rattus norvegicus,50597,CHEMBL626265,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10578,Rattus norvegicus,50597,CHEMBL626266,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
10579,Rattus norvegicus,50597,CHEMBL626267,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
10580,Rattus norvegicus,50597,CHEMBL626268,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10581,Rattus norvegicus,50597,CHEMBL626269,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10582,Rattus norvegicus,50597,CHEMBL626270,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10583,Rattus norvegicus,50597,CHEMBL626271,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10584,Rattus norvegicus,50597,CHEMBL626272,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10585,Rattus norvegicus,50597,CHEMBL626273,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10586,Rattus norvegicus,50597,CHEMBL875346,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10587,Rattus norvegicus,50597,CHEMBL626274,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10588,Rattus norvegicus,50597,CHEMBL626275,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10589,Rattus norvegicus,50597,CHEMBL624646,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10590,Rattus norvegicus,50597,CHEMBL624647,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10591,Rattus norvegicus,50597,CHEMBL624648,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
10592,Rattus norvegicus,50597,CHEMBL624649,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10593,Rattus norvegicus,50597,CHEMBL624650,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10594,Rattus norvegicus,50597,CHEMBL624651,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10595,Rattus norvegicus,50597,CHEMBL624652,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10596,Rattus norvegicus,50597,CHEMBL624653,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10597,Rattus norvegicus,50597,CHEMBL624654,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10598,Rattus norvegicus,50597,CHEMBL624655,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10599,Rattus norvegicus,50597,CHEMBL624656,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10600,Rattus norvegicus,50597,CHEMBL624657,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10601,Rattus norvegicus,50597,CHEMBL624658,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10602,Rattus norvegicus,50597,CHEMBL624659,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10603,Rattus norvegicus,50597,CHEMBL624660,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10604,Rattus norvegicus,50597,CHEMBL624661,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10605,Rattus norvegicus,50597,CHEMBL624662,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10606,Rattus norvegicus,50597,CHEMBL625199,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10607,Rattus norvegicus,50597,CHEMBL625200,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10608,Rattus norvegicus,50597,CHEMBL625201,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10609,Rattus norvegicus,50597,CHEMBL625202,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10610,Rattus norvegicus,50597,CHEMBL625203,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10611,Rattus norvegicus,50597,CHEMBL625204,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10612,Rattus norvegicus,50597,CHEMBL625205,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10613,Rattus norvegicus,50597,CHEMBL625206,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10614,,22224,CHEMBL625207,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10615,,22224,CHEMBL625208,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10616,Homo sapiens,50587,CHEMBL625209,,1,BAO_0000218,A,9606.0,N,Intermediate,Caco-2,,1,,495.0,
10617,,22229,CHEMBL625210,,1,BAO_0000100,P,,U,Autocuration,,,0,,,
10618,Rattus norvegicus,50597,CHEMBL625211,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10619,Macaca mulatta,50797,CHEMBL625212,,1,BAO_0000218,A,9544.0,N,Intermediate,,,1,,,
10620,Rattus norvegicus,50597,CHEMBL625213,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10621,Rattus norvegicus,50597,CHEMBL625214,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10622,Rattus norvegicus,50597,CHEMBL874542,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10623,,22229,CHEMBL625215,,1,BAO_0000100,P,,U,Autocuration,,,0,,,
10624,,22224,CHEMBL625216,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10625,,22224,CHEMBL625217,,1,BAO_0000100,P,,U,Autocuration,,,0,,,
10626,,22224,CHEMBL625218,,1,BAO_0000100,P,,U,Autocuration,,,0,,,
10627,Canis lupus familiaris,50588,CHEMBL622864,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,1969.0
10628,Rattus norvegicus,50597,CHEMBL622865,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
10629,Rattus norvegicus,50597,CHEMBL622866,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
10630,Canis lupus familiaris,50588,CHEMBL622867,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,1969.0
10631,Cavia porcellus,50512,CHEMBL876808,,1,BAO_0000218,A,10141.0,N,Intermediate,,,1,,,1969.0
10632,,22224,CHEMBL627725,,1,BAO_0000019,A,,U,Autocuration,,,0,,,955.0
10633,,22224,CHEMBL627726,,1,BAO_0000019,A,,U,Autocuration,,,0,,,1977.0
10634,,22224,CHEMBL627727,,1,BAO_0000019,A,,U,Autocuration,,,0,,,1969.0
10635,,22224,CHEMBL627728,,1,BAO_0000019,A,,U,Autocuration,,,0,,,1969.0
10636,,22224,CHEMBL627729,,1,BAO_0000019,A,,U,Autocuration,,,0,,,1969.0
10637,,22224,CHEMBL627730,,1,BAO_0000019,A,,U,Autocuration,,,0,,,1969.0
10638,,22224,CHEMBL627731,,1,BAO_0000019,A,,U,Autocuration,,,0,,,1969.0
10639,,22224,CHEMBL627732,,1,BAO_0000019,A,,U,Autocuration,,,0,,,1969.0
10640,,22224,CHEMBL627733,,1,BAO_0000019,A,,U,Autocuration,,,0,,,1969.0
10641,Rattus norvegicus,50597,CHEMBL627734,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
10642,Rattus norvegicus,50597,CHEMBL627735,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
10643,Cavia porcellus,50512,CHEMBL627736,,1,BAO_0000218,A,10141.0,N,Intermediate,,,1,,,1969.0
10644,Rattus norvegicus,50597,CHEMBL876809,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
10645,,22224,CHEMBL627737,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10646,,22224,CHEMBL627738,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10647,,22224,CHEMBL627739,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10648,Canis lupus familiaris,50588,CHEMBL626143,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
10649,Simiiformes,22224,CHEMBL626144,,1,BAO_0000218,A,314293.0,U,Autocuration,,,0,,,
10650,Oryctolagus cuniculus,50592,CHEMBL626145,,1,BAO_0000218,A,9986.0,N,Intermediate,,,1,,,
10651,Rattus norvegicus,50597,CHEMBL626146,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10652,Rattus norvegicus,50597,CHEMBL626147,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
10653,,22224,CHEMBL626148,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10654,,22224,CHEMBL626149,,1,BAO_0000218,A,,U,Autocuration,,,0,,,
10655,,22224,CHEMBL626150,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10656,Canis lupus familiaris,50588,CHEMBL626151,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
10657,Canis lupus familiaris,50588,CHEMBL626152,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
10658,Canis lupus familiaris,50588,CHEMBL626153,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
10659,,22224,CHEMBL626154,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10660,,22224,CHEMBL626155,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10661,,22224,CHEMBL626156,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10662,,22224,CHEMBL626157,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10663,,22224,CHEMBL626158,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10664,Canis lupus familiaris,50588,CHEMBL626159,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
10665,Rattus norvegicus,50597,CHEMBL626160,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10666,Canis lupus familiaris,50588,CHEMBL626161,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
10667,Rattus norvegicus,50597,CHEMBL626162,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
10668,,22224,CHEMBL626163,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10669,,22224,CHEMBL626164,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
10670,Mus musculus,50594,CHEMBL626165,,1,BAO_0000218,A,10090.0,N,Intermediate,,,1,,,
10671,Mus musculus,50594,CHEMBL626166,,1,BAO_0000218,A,10090.0,N,Intermediate,,,1,,,
10672,Canis lupus familiaris,50588,CHEMBL626167,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
10673,Canis lupus familiaris,50588,CHEMBL626168,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
10674,Canis lupus familiaris,50588,CHEMBL877463,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
10675,Canis lupus familiaris,50588,CHEMBL626169,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
10676,Rattus norvegicus,50597,CHEMBL626170,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
10677,Rattus norvegicus,50597,CHEMBL626171,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
10678,Rattus norvegicus,50597,CHEMBL626172,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
10679,Rattus norvegicus,50597,CHEMBL626173,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
10680,Rattus norvegicus,50597,CHEMBL626174,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
10681,Rattus norvegicus,50597,CHEMBL626175,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
10682,Rattus norvegicus,50597,CHEMBL626176,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
10683,Rattus norvegicus,50597,CHEMBL626177,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
10684,Rattus norvegicus,50597,CHEMBL622499,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
10685,Rattus norvegicus,50597,CHEMBL622500,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
10686,Rattus norvegicus,50597,CHEMBL622501,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
10687,Rattus norvegicus,50597,CHEMBL622502,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
10688,Rattus norvegicus,50597,CHEMBL622503,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
10689,Rattus norvegicus,50597,CHEMBL877614,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
