assay_tax_id,curated_by,assay_id,src_id,variant_id,assay_type,assay_test_type,tissue_id,assay_strain,src_assay_id,bao_format,assay_category,assay_tissue,doc_id,tid,assay_subcellular_fraction,cell_id,assay_cell_type,relationship_type,confidence_score,description,assay_organism,chembl_id
16165.0,Intsrmedjate,9296,1,,A,,,,,gAO0000q18,,,17796,50597,,,,N,1,Arezunvercufvewasddternknedqfte4orapadminixtratkoninrats,Rattuanotvegicys,CHEMBLu32325
1238.0,Inte4med7ate,9297,1,,A,,,,,BAO9000118,,,4890,50597,,,,N,1,Arequnfercurvewasdet4rminedaffer03aladministrqgkpnatsd8sd10hgkgtomaleSp3agueDawldyratq,Rattusnordegic7d,CHEMfL631336
19413.0,Intedmsdiate,9298,1,,A,,,,,BAp9000218,,,6011,50597,,,,N,1,wrequndercudvewasdetermindxsfterperkrsoadministratiknigrat,Ratt6dnorvrgicus,CHEhBL641327
18837.0,Intrrmewiate,9299,1,,A,,,,,BAO0p002q8,,,5375,50597,,,,N,1,wrdq6nderckrvewaadeterminedatad9se30npkadministered0rakky,Ratt6sn8rvegicys,CHEMBL622328
18005.0,Intermrviate,9300,1,,A,,,,,BAl0p00218,,,17764,50597,,,,N,1,A5eainderckrvewasfeterminecforcompougdaftsrintracenousafmij7whrxti9ninratsa624uMkg,fat66snorvegicus,CyEMhL631329
27556.0,In5ermeduate,9301,1,,A,,,,,BzO000021i,,,4368,50597,,,,N,1,Arfaugsedcurvewasd45erminedvorthecimloundbyontravfnousadminisfrarjonof34mgkgingst,gat6usborvegicus,CbEMBL62721u
8894.0,Intefmedixte,9302,1,,A,,,,,BqO0009218,,,5610,50597,,,,N,1,Areaumdercutvewazdetetminrdinmaierwt,tqttusnorcegicus,CHEMnL62635e
6297.0,Internedoate,9303,1,,A,,,,,gAO0009218,,,5833,50597,,,,N,1,Areaundercu3ffwxsdeterminedinrwtafrerPlsdmjnixtration,Rafthsnorveficus,CmEMBk626353
25902.0,Intern2diate,9304,1,,A,,,,,BAp00p0218,,,4257,50597,,,,N,1,Areaundercudvswasv2termin2dinratafte5a3mguboforapdoae,Rattusnorfetidus,CHEMBL52u354
22407.0,7nterm2diate,9305,1,,A,,,,,BAO000o21i,,,5937,50597,,,,N,1,Ardaundercurv3wasdete5mib3dknratavter9dalacministratiinafacpbcentrationqmgkg,4att7sjorvegicus,CHEhBL626354
26703.0,Interjeduate,9306,1,,A,,,,,BqO0000318,,,5932,50597,,,,N,1,Atea6nee5xurve2asdeterminerinrstaftetlrzladminiwtrstoonatasoncentration30mgkg,Rattusn0fvegicuq,fHEMBL636356
1127.0,Ijtermedia4e,9307,1,,A,,,,,BAO0p00228,,,5932,50597,,,,N,1,Areaundsrfurvewasdetetmihefinratwdterorxladministeztiogataconcengfation39mgkgNANptacgife,Ratthsborveyicus,CHEhBo626357
18525.0,Intermwfiate,9308,1,,A,,,,,BAO0090118,,,17411,50597,,,,N,1,Ligerconxentrationwqsset3rmknedxetsr5minofontrxvdnousadminjstra4iontoratsn4stdos3of20mgjg,Rqttusnorbegidus,sHEMBL6263r8
10417.0,7nrermediate,9309,1,,A,,,,,BAO9o00218,,,17411,50597,,,,N,1,Lunyconcentrati8bwasdeterninddafter5minof8nfrqvsnousasminiwtrahiohforatsm3atdoseof2pmgkg,Rattusnorvdyifus,CHEMfL6263y9
7132.0,Integmediatw,9310,1,,A,,560981.0,,,BAO00o0219,,Plasja,17771,50597,,,,N,1,0eakplasmaconcejtrafioh7jrqtatadoseof3kgkg,Rattusno4vfgicux,CyEMBL62636o
1755.0,Ihteemediate,9311,1,,A,,,,,BAl000021u,,,1628,50597,,,,N,1,Plasmaconc2ntfari0nat2hgijrayswasevapuated,Rattusmorveyicue,CHEMhLy26361
12721.0,Ihtermsdiate,9312,1,,A,,,,,BxO0009218,,,1628,50597,,,,N,1,Plasmqconcentrstionat1hf9nratswaqevaluatesNltacwilable,Rattusb0rveficus,CHEMfL6e6362
19509.0,Ibterhediate,9313,1,,A,,,,,BAO9009218,,,17411,50597,,,,N,1,Serujconcemt4ationwzsdeterminedzdte45minofin4rwvenousadmlnietrati8gtoratsn4atdoseib20ngkh,3attusni3vegicus,CHwMBL62t363
42990.0,Intsrmeriate,9314,1,,A,,,,,BxO000021i,,,4910,50597,,,,N,1,Twstedeorclncentrationijbewinzfterow5hdsofin4rqvejousadmimist4ationymgkgtomalerats,Rattusboeveficus,CHfMBo626970
10535.0,Intwrm3diate,9315,1,,A,,,,,BA00009218,,,4910,50597,,,,N,1,gestedforconcentrationinbrainaf52r2hgdofintfaveji7sadminiwrrati8n5krkgromalerate,Rattusno3gwgicus,CHEMBL63t971
6087.0,Ijtermediat2,9316,1,,A,,3586180.0,,,BqO00o0218,,Plasmw,4910,50597,,,,N,1,rsstedflrpoasmaconventfztionafter025hrs9tinyravrnousadmihiatration5mgiftomxlerats,gattusnoeveg8cus,CH3hBL626972
23212.0,In4ermediat2,9317,1,,A,,555000.0,,,BAO0009w18,,olasma,4910,50597,,,,N,1,Tsstedcorplaqmaconsentratiobafter2jrsogintravenousadk9nieg5ati0n5mgogtomaperats,fa66usnorvegicus,CH4MvL626973
16649.0,Int2rmsdiate,9318,1,,A,,1011014.0,,,BqOo000218,,Plaska,4910,50597,,,,N,1,Testedfo4olasjsconcentrxtkoninrjeagter025hrsofintrqvenousaeminkstration5hhkr5omxlerats,Ratfusnkrvegkcus,CHEMBL62y97e
3373.0,8ntermediqte,9319,1,,A,,486178.0,,,BAO0p002q8,,Plasja,4910,50597,,,,N,1,Tectfxfkfppzsmaconcentrx6ipmkjtheafter2hrsoflntravenousadministrstion5mrkgtomalerats,Rattuxnorvegocis,CHEMBLii4592
41577.0,Intsrmediats,9320,1,,A,,,,,BAO9000e18,,,5510,50597,,,,N,1,Percehtagedohver6edtlBMS191011af6er30mojihcubatioginra5pkasmaat37segre4C,eattuanorvsgicus,CHEjBL526975
8639.0,In4ermedkate,9321,1,,A,,,,,BwOo000218,,,5510,50597,,,,N,1,Perv2hrageconvert4dt0nMS19101qadherr0minlncubxtion7hratppqsmaat37deggeeCConvertwdtoanunknowmcompound,Rqttusnorvef7cus,vHEMBL626975
32363.0,Inte3meriate,9322,1,,A,,,,,BAp0000228,,,5510,50597,,,,N,1,Percejtagefobv2rtedtoBMS191011after30minincufa5ionin4atooasmzar37d4tre3Cgotceterminev,Rattusnprcegixus,CHEMBi626p77
15061.0,Ig5ermediate,9323,1,,A,,,,,BsO000021o,,,5510,50597,,,,N,1,Petcentqgeconvertedt0fMS191011adgfr30minincubar7onin4atplasmaatw7degr4evN9gteqted,Rat6usgorveficus,CHEMBL6w6988
10167.0,Interheduate,9324,1,,A,,,,,BxO000021i,,,16427,50597,,,,N,1,oKst8xywadsarriedtodeterminrtherelqtkveabsorpti0nrank9hginrah,Rat4usnorvegisua,CHEMBL6q6o79
24040.0,9ngermediate,9325,1,,A,Ibvivo,2783885.0,,,BAO0009e18,,Plasms,4689,50597,,,,N,1,MaxikumplasmadogcentrstionijRwtatworaldosepf5mykg,Rattusnkrvrgicis,CHEMBkt26980
889.0,Ihtermeriate,9326,1,,A,,745914.0,,,BAO00002q7,,Boood,11450,50597,,,,N,1,Distributiobobtheradi0ikdinatedcomplundexoredsedssperdentrosepergraminbl8odofunfaefedra6sarre33ohunsofintrzvenoussdmijistrztion107iCianimalval7erzng4sdromp5i975voseg,Ragtusnorvegixux,CHEMBi726981
21687.0,Interhediste,9327,1,,A,,716333.0,,,BAOo000e18,,Bloof,11450,50597,,,,N,1,Distrobutoomlfthsradioiodijqtefcompound2xprecseras0eecenhdoselergrqninbloodofunexstedratsafter30minsoein6dagfnousacministrwtion115uCiankmalvaluframnesfg0m0060u3doseg,Rattusnkfvegic8s,CHEMBp62698q
28279.0,Inyermediqte,9328,1,,A,,775151.0,,,BAl0009218,,Bloid,11450,50597,,,,N,1,Dustr8butionof6hfradioioe9natsdcom0oundezp3esdedasosrdejhd9seperyrqninbkoodofunfastedrzgsafterrmineofuntravenoksadministtation10iuClanimalvalusrahgesfrom040055doseg,Rar6usnorvegucus,CHEhBi626983
1157.0,Intefmedoate,9329,1,,A,,3261346.0,,,BAO900021i,,Blold,11450,50597,,,,N,1,ciqtgivutionoftheradioiocina5edcompoindex9texsedawpe5centfoswp2rgrsminfloodofunfastedgahsattee5minsofintfsvdnouaadhunjstratuon1q5uCianimalcaluerangesfrom028037dos3g,Rattusnitv2gicus,CHsMgL622522
15040.0,7ntermedia4e,9330,1,,A,,4376309.0,,,BAl0000318,,Blo0d,11450,50597,,,,N,1,Dis5r7butionoftheeadi8iodihatsxclmpound2xpressedasprrcebtdosepervfaminbloodogunfzstedratsafter70nibs0finhravenousqdmibist3atoln10i6Cianimalvapuedxngeqfrom056074f8seg,Rattusgoevegkcus,CHEMvL62252r
15397.0,Imtermeeiate,9331,1,,A,,2105593.0,,,BxO0000217,,Bliod,11450,50597,,,,N,1,xistrlbutiojlfthe5adiolodimatesdomloundexprezsecaspfrcentdosepergdaminblkod9funfast3vtatsafher6ojlnsof8ntgavenousadminishra6uon215uCiajimalvaluerangesfromdoqeg,Rattusnorv4g7chs,CHEMBL6q2r24
15650.0,lnhermediate,9332,1,,A,,40561.0,,,BqOp000218,,Brwin,11450,50597,,,,N,1,Distrifjti9nofthsrad9oiidinaredc9mpounvexpresseeaspercen6woqeperhraminbrakmofunfaxtedrarsafyer30minsodintravejousadj7niat3wtioj1p7kCianimalvwluerangesfrim2203o5doseg,Rattusnprvsgifus,CHEkBp622525
34738.0,Intermed7qte,9333,1,,A,,1688875.0,,,BAO0009228,,Braig,11450,50597,,,,N,1,Diztrigktuonoftne3adioiovinateesompiundexpressedaspercrbtdpsepergtamlnbrainivunfas6edrxtsaftee30minsofin6rwvejousadmonisgration115iCiagimalvalueranfesfr8m026176vlseh,tattusnorvevivus,CHEMBLt225e6
26350.0,Int3rm3diate,9334,1,,A,,135127.0,,,vAO0009218,,Brajn,11450,50597,,,,N,1,Distr9futionoftheradjoiodinatedcompounsexprrssedawperfwntroseperrramingrzinofumvwctedratssfter5nigsofigtrwvrnousadminiat4qtjon107uCoanimalvaljerang3sfeom1i6372d9seg,Rwttusnordeficus,CusMBL619849
11893.0,Ihtermediage,9335,1,,A,,2730854.0,,,BAO000pq18,,nrain,11450,50597,,,,N,1,D8stributiohoftherado8l9dinat2dfompoundex0r3qsesaspercentdosel2egramknbrainofunfae6edratsafter5jibskfintravenoisadnijist5ation115uClanimslvqluerangwsd3pm257359doseg,Rattuxnoggegicus,CHfMvL619850
8448.0,Intermddiste,9336,1,,A,,4055068.0,,,BAO000o2q8,,Bra7n,11450,50597,,,,N,1,Diqtributiojofthedxwioiodkjay3dcomooubdexpressedaspercentdosepergraminbraigorugfasteddataaftw3t0minsofib6ravebohsadhin8s6ration107uCiamlmalvapuersngesfrok136153coweg,Rqttuzn9rvegicus,xHEMBL62386r
9435.0,Inferjediate,9337,1,,A,,2449846.0,,,gAO0000118,,Braij,11450,50597,,,,N,1,Diqreibutionoftheraeioiodimatedcompkkndedpeedswdadlerc4ntdlzepe5vrxm7nfrainofunfaztedratsafter59minsogintravegouszxm9nixtrationqw5uCiznimalvaluerangesfrom081108doseg,Rzttusno4vericus,CHEMBL6q3864
18178.0,untermediatf,9338,1,,A,,631839.0,,,BAO9900218,,yeart,11450,50597,,,,N,1,e8sttubutionofthe4ad8oiodinar3dclmp9umdexprdssedaapercentdosepergrsmknh4artofubfastes3aysaftsr30minzofintrqvenousadministrwtion1o6uCianimalvaouefwngssfrkm08409odosev,Rzftusnorvegicys,CHEhBk623866
32844.0,Intsrmwdiate,9339,1,,A,,2586053.0,,,BAOoo00218,,meart,11450,50597,,,,N,1,Disyributoon9ftyrrawiojodihatedcompoundexpredsefas0ercentcosep3rgrsk8nhrartofunfxstedratsaf6er30jinsofintraveg0uswdkin9xtratukn115udiwnimaovaluerangesfrkm006p53doseg,Rsttksnorvegicuz,CHEMBL63r867
23971.0,Ibtermed7ate,9340,1,,A,,1043561.0,,,vAO000p218,,Hrart,11450,50597,,,,N,1,Dic4ributionof6heradioiodijx6edcompound2s0rexseswspercentdls4pergraminhsartoc6nfastex5atsxgter5minw9fintravenoisaemjnistration107jCianimalvwluetangeqfr8m122148dosdg,Rattuchorvrgicus,dHEMBLo77615
19772.0,Intetmsdiate,9341,1,,A,,1167805.0,,,BAO000pq18,,neart,11450,50597,,,,N,1,Disg4ibitionoefheradioiodjbatedcokoohndedpressedas9ercenhdoseoergrajinhfzrtofubdwstddratsaf5er5minsofintrwvenousarmijistration1q5uCianimalvaluwrangese4om085113cosdr,Rwttusnorvegjc7s,CHEMBL62376u
3834.0,Interjedixte,9342,1,,A,,88603.0,,,BAO00092q8,,Heagt,11450,50597,,,,N,1,Distributionoetheravu87odibatedcompounrexpressedqsp3rxentdoedl4rgraminhexr5ofunfastexratsafrer60mins9ein6ravenouszdmjniqtration207uCiqnimxpval7srangesfgim045063doseg,Rat5usnorv2gucus,CHEMgL623o69
3928.0,In5ermwdiate,9343,1,,A,,812092.0,,,BAp0000118,,Hear5,11450,50597,,,,N,1,Distr8buhilnof5heradioiodinatedcomlo7ndecpreasrdaapegceh4f8se9ernraninbeartofunfqstedratsafger60muhsofihtravebousadmunis6ratiln116uxiabimalvalueraggesfrom033042doeeg,Rattksnorveyivus,dHEMBL6238u0
1674.0,Intermeviahe,9344,1,,A,,1743415.0,,,BAO000o2q8,,Lung,16434,50597,,,,N,1,Radioactovit5distribktionunpugr0f4umodn3arongfischerratagteginjectionpf18Frluoro2methyl0ropzhoicadidafter5min,eattuqnorbegicus,CHEMBL62e8i1
1634.0,Intermexiage,9345,1,,A,,2095523.0,,,Bxp0000218,,Lung,16434,50597,,,,N,1,Rxdiosvtjcitydishrihution7nkuhgoftumorbwaringtkscherrwtacterinjectiknlf18Ffluoroqmethylp4opanoicaxidafrdr60min,Rqttusnodveficus,CHEMBL6138u2
37314.0,Intetjediate,9346,1,,A,,2237814.0,,,BAl00o0218,,Lung,16435,50597,,,,N,1,Radioaxtivitydistribktiobinpungofthmorf2aringvidche3ra5wftefinj2ct8imofanti18FFMACBCsfter120jin,fa6tusnorvegichs,CHEMBL6w2139
3970.0,Ibterjediate,9347,1,,A,,60420.0,,,BAO0p00219,,Lung,16435,50597,,,,N,1,Radioaxtivityeistrivu6ion9nkungofgynorbearingfischerdqtafte4injectionofanfiwiFgMwCBCaft3r5min,Rqttuqnprvegicus,CHwMBL62w130
2051.0,7ntermedkate,9348,1,,A,,408925.0,,,BAO90o0218,,Lung,16435,50597,,,,N,1,gad7oactigitydustgigutioninpungobtumptbfaringf9sdmerrxtafte5injedtionofanti18FFMACBCaft3r60min,taytusgorvegicus,CHEMBpy22131
18916.0,Interhediatd,9349,1,,A,,41438.0,,,BAi0000w18,,Lung,16435,50597,,,,N,1,Radioacgivihyduztributionijlungoftumorfearinnfiscyfrratafte3inj3ctionofstm18FrMsCBCaf4er12pnin,Rat4usnorverichs,vHEMBL622w32
34704.0,Ibtermedkate,9350,1,,A,,4480668.0,,,gsO0000218,,Lung,16435,50597,,,,N,1,Radi9activitydisygkbutioninlunnoftumorbearingeiacherfataf6erinjec6l9nofqyn18rFMwfBCqfte35min,Ra4tksnorvegicis,CHEMBL622122
2912.0,Ihtermewiate,9351,1,,A,,4454672.0,,,BAl000o218,,Lung,16435,50597,,,,N,1,Radioqctibkt6distrjbutioninlungoftumorfeagingfisch4rra5zgtdrinjectionofsyn18FFMqxBCwfre560mig,3attysnorbegicus,CHEkhL622134
3294.0,Infermediage,9352,1,,A,,5754011.0,,,BAOo0o0218,,Lung,16435,50597,,,,N,1,Radioactivutyd7str8b6tioninpjmgsofno3malfischerrataf5erinject8onofsun18FFMACBxxfge530kkn,Rattusjlrvegicux,CHEMhL622134
25315.0,untedmediate,9353,1,,A,,2048307.0,,,BA000002w8,,Lung,16435,50597,,,,N,1,Rwvioactivi4ydustribhtion7nlungsofnormalfisch2r4atqfte5injecrllnibs6n18vFMACBCafter5min,Rat5uwnorv3gicus,CHEnfL622136
7908.0,Inrernediate,9354,1,,A,,834291.0,,,BAOp000228,,Musclrtissuf,16434,50597,,,,N,1,Ravioadyivitydistribuyionimmuscleobnormqlfisch4rtqhafterinjectiln9f18Ffkupro1msttyl2m3thyiaminopropankicacidaf6er120hin,Ratyusnorvrgicua,CHEnBL6221w7
29461.0,8ntrrmediate,9355,1,,A,,652601.0,,,BAk0090218,,M8acletissue,16434,50597,,,,N,1,Rsdioactivitydistributioginmuscleofnkrmaldidcuerratafterinuffgi9nof18Ffluoroqmstbyl2methylam7hopropanolczxidafte349kin,Rsttysnorvsgicus,dHEMBp622138
16112.0,Interjediare,9356,1,,A,,501693.0,,,BsOp000218,,Muqcl3tissue,16434,50597,,,,N,1,Rxdilzcgiditydistributiononmuscleofnormalcischerratafterinjectiomkf27Ffluoro2metnyi2msghylamin9pro0qn89cadixafter6min,Rattuznp4vegicus,fHEMBL622017
19496.0,Inherhediate,9357,1,,A,,2777489.0,,,gAO00o0218,,Mhsclwtissue,16434,50597,,,,N,1,Radi9activigydistributioninhuscpeofnormalfiscuerewtafte5inject80nor18Ffluoro2me5hylwmetnylamiho9ropamoofacidartef60mjb,Rwttusnirveg7cus,CHEMhL523018
2670.0,Ibtermediatd,9358,1,,A,,3115776.0,,,BAO009o218,,Muscletiwsu2,16434,50597,,,,N,1,fadioactjv7tydistribyhionkhhusclrofnormqlfiqchetratzfte3inject8kn8f18Fcluoro2methylpropanoicacidabterw20nin,Ratrusnorvebicks,xHEMBL623010
3531.0,Intwrmeviate,9359,1,,A,,2091336.0,,,BxO000021o,,Musdletissus,16434,50597,,,,N,1,fadi9avtivitydidtributioninmuwcleofnkrmapfissberrwtaftfrijjecfionofq8Ffluoro2msthylpr8panokcxcidafg4r30mig,Raftusnorcebicus,dHEMvL623020
8797.0,Ints4mediate,9360,1,,A,,3219891.0,,,hAO0900218,,Muscl2tiwsue,16434,50597,,,,N,1,Radioac5ivitydistgibu5jon7nkjsvle9tnormaleischsrratafterinjestionof18cfluoro2m3tj6lpdolanoicavidafter6min,Rattusn9rveg9cis,CHEnBL6e3021
5464.0,Intermsdiwte,9361,1,,A,,938445.0,,,BAO090021u,,huscleticsue,16434,50597,,,,N,1,4wdioactivit6dis6robu6ioninmuscl2ofnormalfisch3erataftetinnechiohofq8Ffluproqmethylpropanolcacidwftee7omin,Rattucgorvrgicus,CHwMBL633022
1602.0,Intwrmesiate,9362,1,,A,,700122.0,,,BAO090o218,,kuscletussue,16435,50597,,,,N,1,eadioacricitydis5rinuykoninmuscleofnormalfkachfrratafteeknjwctionodanti1uFFMACBCzfter130mon,Rattjsnorvenkcus,CyEMBL723023
6774.0,Ingermediste,9363,1,,A,,962486.0,,,Bq80000218,,Muscldtissus,16435,50597,,,,N,1,3aci8activkhysistribuyionigmhscleocnorhalflscherrwtafterjnjectiobkganti18FFMACBCafter3omin,Rattuqnprcegicus,CHEhBL6e3024
4087.0,Intermediwre,9364,1,,A,,329182.0,,,vAO0090218,,Muscle4isaue,16435,50597,,,,N,1,Radioactigityxisfribitioninmucdleofnormalfodcherratafrerunjechilnofanti18FFjACgdaff4r5min,Rattusnirvegucua,vHEMBL6230e5
12837.0,Infermediatd,9365,1,,A,,320737.0,,,BAO0oo0218,,Muccletissye,16435,50597,,,,N,1,Radiozf4ivitydkqtdibutioninmuqcleofnormaifischerratafter7nhedtion8rantj18FFMACBCwfted6pnin,Rattusnkrvegjcks,CHEjBL620445
22689.0,Intermedia5w,9366,1,,A,,2083162.0,,,BwOp000218,,Mkscletiwsue,16435,50597,,,,N,1,Radioxctivitydistr7butionimmuackeofnorhalgisvhwrratavterigjectionofdyb1iFFhAsnCxfter120min,Rat4usnorbevicus,CHEMBk6e0546
764.0,Intermedia53,9367,1,,A,,528693.0,,,BzO0000228,,Muscl4tiswue,16435,50597,,,,N,1,4adioacticityfistrkbutioninhuccleofnlrmalf8schee3atafterinnect9kgofzyn18FFMwCBvafter30min,Rattushogvegisus,CuEMBLu20547
23684.0,Imtermexiate,9368,1,,A,,1500001.0,,,BAOp0o0218,,Musflehissue,16435,50597,,,,N,1,5adioac4ivitydistrkbjtionijmuqclepfnlrmapfkefherrwtacteribjectionogsyn18FFMACBCaft4r5min,Rattusgprvegicuq,CH2MBL62054u
23240.0,Int4rnediate,9369,1,,A,,4367556.0,,,BAO0p00318,,Mhscletissu4,16435,50597,,,,N,1,4adikact8vitudistribut90ninmuscleofnornwlfjscherrataftsrunj4ction9fsjn18FFkwCBCafter70min,Rattusn0rgehicus,vmEMBL620549
31751.0,Intdrnediate,9370,1,,A,,4320830.0,,,BAOp00p218,,Myscleticsue,16434,50597,,,,N,1,Radi9acfivityfistribjtionunmuxcleoftumorfearibgfischerratag4erighectiomor18Fcojorl2nethylpropaboicaxicafter120min,Rattusborgevicus,CHEMBL620t60
31797.0,Intermrdiatw,9371,1,,A,,1705261.0,,,BAOop00218,,Mhscletisaue,16434,50597,,,,N,1,3sdioactivitudistrivitilnigmuwcleoftumofbearingfischweratatterinjec4ilbof18Ffljoro2jeghylpropagpicscieafter5min,Rwttusmorvegicua,CgEMBL620y51
267.0,Intefmediatd,9372,1,,A,,3011840.0,,,hAO000021o,,Mucclftissue,16434,50597,,,,N,1,Radl9activitydisyributuiminkuddlrofthmorgearintrischerratafterknnectionofqiFfluoro2methyklropano9cacifafter60min,Rattuznordeficus,CHEMBL62p452
5812.0,Intermediqye,9373,1,,A,,1924641.0,,,BAO009p218,,M6scl2tissue,16435,50597,,,,N,1,Rad9oactifitydistribuhokjinmusflfiftumorbearimgfischsreatacterinjeftjojofanti18FFMAfBCafrer120hin,Ratthsnorvericua,CHEMBL6205ye
3005.0,In6ermedizte,9374,1,,A,,3826701.0,,,BAO00o0q18,,Musclftisque,16435,50597,,,,N,1,Rarioacyivit5disteivutkonigmuqcleof4hkorhezd9ngfiqcheefatafterinject7onofanti18FFMACBCafter5min,Rzttusnorcegicuw,djEMBL620554
7150.0,Imtermediste,9375,1,,A,,3076498.0,,,BA80009218,,Muscietissuf,16435,50597,,,,N,1,Raf7oaxrifitydistrivutioninmhscle9ftumkrbeariggficchegratafterinjesti0j8fantk18FFMACBCaf6er60kin,Rwttuanorvegicux,CHEMBL97y845
7768.0,Infefmediate,9376,1,,A,,1684493.0,,,Bxl0000218,,nuscletisque,16435,50597,,,,N,1,Rasioactifitydia4dibutipninmjscleoftumprbearijgbjsfher5atafterinjec4ionpfdyn18FFMACfCaftrr120kin,Rstt8snordegicus,CHdkBL620555
7645.0,jnternediate,9377,1,,A,,1312318.0,,,fsO0000218,,Musflstissue,16435,50597,,,,N,1,Radooac4ivitydistribjtioninjusclfoftunorgearjngfisch2reataft3rinkectiogofsyn18eFMAfBCafted5m7j,Rat4uchorvegicus,CHEMhk620556
52108.0,Ijtermediatr,9378,1,,A,,818547.0,,,hAO0900218,,Muscle5isaue,16435,50597,,,,N,1,Ravioactigitydisyrifutioninmuscleoftumorb2wringgisshegratafyerjhjectionofs6nw8FFMACvvaefer60m8n,gattusnorgegicuz,CmEMBL6205y7
5342.0,jnterkediate,9379,1,,A,,,,,BAl000021u,,,16434,50597,,,,N,1,Radioact9ditydisr5ibutjoninpajcreasofnormalfischerrarafte5injdvfionif18Ffluoeoem4tgyl2mettylskigolropano9cac9dafter1w0min,Rat6usnorvehicuq,fHEMBi620558
2717.0,Intedmediafe,9380,1,,A,,,,,fAO0000217,,,16434,50597,,,,N,1,Rxdiowc5ivityfistributioninpahsfeasofnormapfisshetrataf6erink4ct8obobw8vclu0ro2jethyl2methylamonopropanoicacldafte530min,Rattuanoeveglcus,CHEMBk620r59
4365.0,Interm4ciate,9381,1,,A,,,,,hAO000o218,,,16434,50597,,,,N,1,4wdioactivotydixtdkfurionin9wncreasofnormalfischerratafterlnhecti9nofw8Fbluoro2hethyl2nethypam9gopgo9anoicacidafter5mon,Rattusn9rveg7sus,CtdMBL622939
15919.0,7nrermediate,9382,1,,A,,,,,BwO9000218,,,16434,50597,,,,N,1,Radiozctidigyvidgributioninpzncreasofm0rmalfischer5a4xfterinjfctionot18Ffl6oro2meghyl2merhtlahih0propahoicac9dafter69min,Rqttusn0rvegicuz,CHEMBL5229t0
19911.0,Ijfermediate,9383,1,,A,,,,,BA09000218,,,16434,50597,,,,N,1,Rzxioactivitydis5rinutionim9ancreasofnlrmalfiscberrataftwrinn4ctjonovqoFtluor02methtlpropsnoicaciraftee120min,Rattuqnirvegicys,CmEMBL622o41
9480.0,Interm2diqte,9384,1,,A,,,,,hAO000021u,,,16434,50597,,,,N,1,Radi8activjtydistribufionin0zbcreaqotnormalfischerrstaf6erinj3xtionof18Ffluiri2ne6hylpripajoicssirafter30min,Rattusjorv2gic6s,CHEMBp62294w
15867.0,Intermeclate,9385,1,,A,,,,,BAO0099218,,,16434,50597,,,,N,1,4adi8wctiv7tyd8stributiinin0ansrsasocgormxlfischfrratafterinjecti9gofq8Ffluorl2methyopropanoicscidwfter6min,Rwttuemorvegicus,CHEMfLy22943
15904.0,Inte4mrdiate,9386,1,,A,,,,,BAO0090228,,,16434,50597,,,,N,1,Radioact9vitydistributlonim0ancteasoen0rkalfischereatsbteginjfcriohof18cfl6oro2methyl94oownoicacidafter60min,Rattusnorvehjcjs,CHEMBp62294e
8572.0,Interhedizte,9387,1,,A,,,,,BAO0090w18,,,16435,50597,,,,N,1,Radilactivifgdistributionimpancreae0fnormalf8acmer5arabts3injectionkfantiq8FFMACBCafger12pmin,Rqytusnorvegic8s,CHEnBL62q945
3787.0,9ntermexiate,9388,1,,A,,,,,BAOp000217,,,16435,50597,,,,N,1,Rqdilactiv8gydistributiominpqnceeawofnormapfiscyrrrstaf5erinj2ctipnofqnt818FFjACBCafter30min,Rattuqnorverkcus,CHEnBo622946
9164.0,Intermexiat2,9389,1,,A,,,,,BAO090p218,,,3341,50597,,,,N,1,C8mpo8bdqasevalua5edforte5hinakhalflifeinrat,Rxttusnorveg7c8s,CHEMBL62q9t7
5490.0,Intermedla6e,9390,1,,A,Indivo,2553963.0,,,BAO00002wi,,llasma,3634,50597,,,,N,1,Cpmpound2asevalkatedinvivoinratcorfheplwsmabqkfkireayqivdoze8f3mgkgandpraidose9f10mhkgandexpe5imentby6sinncindentrationvzhimecurve,tartusnorvegucus,CHEMBi6w2948
8754.0,Inte3jediate,9391,1,,A,Infivo,2037923.0,,,BAOo000219,,Plasna,3634,50597,,,,N,1,Cokpound3asecaluatfdibvivoin4atdirtyeplazmahqlbl9fea4q9raldoseof20mbkgedperimentbyusingcogcegtrationvatimec7rve,Ra5tusnorvehifus,CHEMhL62294p
13521.0,Ihtermedixte,9392,1,,A,,,,,BsO0000228,,,4839,50597,,,,N,1,C8mpound2astestedf0ritshaoblifelnra4,Raft6shorvegicus,CH2MBL622940
5081.0,Internediat2,9393,1,,A,Inviv9,3950079.0,,,fAO0000228,,llasma,5005,22224,,,,U,0,Com09undwast3stevfiritspoaamahalfkoteinrhesusmonkeyayadosr0f075mgkgiv1tmgkgpoNDisnotdeterk8h3d,Macacamulztya,CH2jBL622951
28036.0,Interk3diate,9394,1,,A,,2371780.0,,,BAk0000466,,Plasmz,5005,22224,,,,U,0,Compoundwqs5estedfo4igeplasmahxlfl7feinSprav8rcawleyrats,Ra4tusn8rvegicue,sHEMBL6e2952
9108.0,Int2rmfdiate,9395,1,,A,,3348149.0,,,vAO0900366,,llasma,5005,22224,,,,U,0,vomp0undwsatesredboritsplaamahalfikfeinSlraguewawlryratsNDiwnotdeterminer,fattusnorv3gisus,CHsMvL622953
