assay_id,assay_cell_type,assay_type,cell_id,assay_test_type,description,confidence_score,src_assay_id,assay_category,tid,assay_tax_id,curated_by,src_id,chembl_id,bao_format,tissue_id,variant_id
8537,,A,,In vivo,Cmax after oral administration at 20 mpk in rats; Not performed.,1,,,50597,10116.0,Intermediate,1,CHEMBL620300,BAO_0000218,,
8538,,A,,In vivo,Cmax after oral administration at 20 mpk in rats d; Not performed.,1,,,50597,10116.0,Intermediate,1,CHEMBL620301,BAO_0000218,,
8539,,A,,In vivo,Cmax after oral administration in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL620302,BAO_0000218,,
8540,,A,,In vivo,Cmax after oral administration at a dose of 2 mg/kg in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL620303,BAO_0000218,,
8541,,A,,In vivo,Cmax after oral administration at a dose of 4 mg/kg in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL620304,BAO_0000218,,
8542,,A,,In vivo,Cmax in rats after 20 mg/kg oral dose,1,,,50597,10116.0,Intermediate,1,CHEMBL620305,BAO_0000218,,
8543,,A,,In vivo,Cmax after peroral administration in rats at 2.4 uM/kg,1,,,50597,10116.0,Intermediate,1,CHEMBL620306,BAO_0000218,,
8544,,A,,In vivo,Cmax at the dose of 2 mg/Kg administered perorally in rats,1,,,50597,10116.0,Intermediate,1,CHEMBL620307,BAO_0000218,,
8545,,A,,In vivo,Cmax at the dose of 5 mg/Kg administered perorally in rats,1,,,50597,10116.0,Intermediate,1,CHEMBL620308,BAO_0000218,,
8546,,A,,In vivo,Cmax by administering at 20 mg/kg p.o. in rats,1,,,50597,10116.0,Intermediate,1,CHEMBL620309,BAO_0000218,,
8547,,A,,In vivo,Cmax in male rat,1,,,50597,10116.0,Intermediate,1,CHEMBL620310,BAO_0000218,,
8548,,A,,In vivo,Cmax in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL620311,BAO_0000218,,
8549,,A,,In vivo,Cmax in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL620312,BAO_0000218,,
8550,,A,,In vivo,Cmax in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL620313,BAO_0000218,,
8551,,A,,In vivo,Cmax in rat at 10 mg/kg,1,,,50597,10116.0,Intermediate,1,CHEMBL620314,BAO_0000218,,
8552,,A,,In vivo,Cmax in rat at the dose of 1 mg/kg i.v.,1,,,50597,10116.0,Intermediate,1,CHEMBL620315,BAO_0000218,,
8553,,A,,In vivo,Cmax in rat by po administration at a dose of 40 mg/kg,1,,,50597,10116.0,Intermediate,1,CHEMBL620316,BAO_0000218,,
8554,,A,,In vivo,Cmax in rat p.o. at 20 mg/kg concentration,1,,,50597,10116.0,Intermediate,1,CHEMBL620317,BAO_0000218,,
8555,,A,,In vivo,Cmax in rats,1,,,50597,10116.0,Intermediate,1,CHEMBL620318,BAO_0000218,,
8556,,A,,In vivo,Cmax in rats,1,,,50597,10116.0,Intermediate,1,CHEMBL620319,BAO_0000218,,
8557,,A,,In vivo,Cmax was evaluated after 20 uM/kg of peroral administration,1,,,50597,10116.0,Intermediate,1,CHEMBL620320,BAO_0000218,,
8558,,A,,In vivo,Cmax was measured in rats after peroral administration at 3 mg/kg,1,,,50597,10116.0,Intermediate,1,CHEMBL620321,BAO_0000218,,
8559,,A,,In vivo,Cmax value after oral dose at a dose of 10 mg/kg in rats.,1,,,50597,10116.0,Intermediate,1,CHEMBL620322,BAO_0000218,,
8560,,A,,,Distribution of [123I]-label in rat brain (diencephalon) was reported at 60 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620323,BAO_0000218,,
8561,,A,,,Distribution of [123I]-label in rat brain (frontal cortex) was reported at 20 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620324,BAO_0000218,1870.0,
8562,,A,,,Distribution of [123I]-label in rat brain (frontal cortex) was reported at 60 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620325,BAO_0000218,1870.0,
8563,,A,,,Distribution of [123I]-label in rat brain (hippocampus) was reported at 20 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620326,BAO_0000218,10000000.0,
8564,,A,,,Distribution of [123I]-label in rat brain (hippocampus) was reported at 60 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620327,BAO_0000218,10000000.0,
8565,,A,,,Distribution of [123I]-label in rat brain (medulla pons) was reported at 20 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620328,BAO_0000218,,
8566,,A,,,Distribution of [123I]-label in rat brain (medulla pons) was reported at 60 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620329,BAO_0000218,,
8567,,A,,,Distribution of [123I]-label in rat brain (midbrain) was reported at 20 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620330,BAO_0000218,1891.0,
8568,,A,,,Distribution of [123I]-label in rat brain (midbrain) was reported at 60 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL875286,BAO_0000218,1891.0,
8569,,A,,,Distribution of [123I]-label in rat brain (posterior cortex) was reported at 20 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620331,BAO_0000218,,
8570,,A,,,Distribution of [123I]-label in rat brain (posterior cortex) was reported at 60 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620332,BAO_0000218,,
8571,,A,,,Distribution of [123I]-label in rat brain (striatum) was reported at 20 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620333,BAO_0000218,2435.0,
8572,,A,,,Distribution of [123I]-label in rat brain (striatum) was reported at 60 min post injection. Value shown is %ID/g of tissue,1,,,50597,10116.0,Intermediate,1,CHEMBL620334,BAO_0000218,2435.0,
8573,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL621015,BAO_0000218,178.0,
8574,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL621016,BAO_0000218,178.0,
8575,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL621191,BAO_0000218,178.0,
8576,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL621192,BAO_0000218,178.0,
8577,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL621193,BAO_0000218,178.0,
8578,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL621194,BAO_0000218,178.0,
8579,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624204,BAO_0000218,178.0,
8580,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624205,BAO_0000218,178.0,
8581,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624206,BAO_0000218,178.0,
8582,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624207,BAO_0000218,178.0,
8583,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624208,BAO_0000218,178.0,
8584,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624209,BAO_0000218,178.0,
8585,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624210,BAO_0000218,178.0,
8586,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624211,BAO_0000218,178.0,
8587,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624212,BAO_0000218,178.0,
8588,,A,,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624213,BAO_0000218,178.0,
8589,,A,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,1,,,50597,10116.0,Intermediate,1,CHEMBL876611,BAO_0000218,178.0,
8590,,A,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,1,,,50597,10116.0,Intermediate,1,CHEMBL624214,BAO_0000218,178.0,
8591,,A,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,1,,,50597,10116.0,Intermediate,1,CHEMBL624215,BAO_0000218,178.0,
8592,,A,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,1,,,50597,10116.0,Intermediate,1,CHEMBL624216,BAO_0000218,178.0,
8593,,A,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,1,,,50597,10116.0,Intermediate,1,CHEMBL624217,BAO_0000218,178.0,
8594,,A,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,1,,,50597,10116.0,Intermediate,1,CHEMBL624218,BAO_0000218,178.0,
8595,,A,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,1,,,50597,10116.0,Intermediate,1,CHEMBL624219,BAO_0000218,178.0,
8596,,A,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,1,,,50597,10116.0,Intermediate,1,CHEMBL624220,BAO_0000218,178.0,
8597,,A,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,1,,,50597,10116.0,Intermediate,1,CHEMBL624221,BAO_0000218,178.0,
8598,,A,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624222,BAO_0000218,,
8599,,A,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624223,BAO_0000218,,
8600,,A,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624224,BAO_0000218,,
8601,,A,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,1,,,50597,10116.0,Intermediate,1,CHEMBL624225,BAO_0000218,,
8602,,A,,In vivo,Volume of solubility in solution after intravenous administration in rats at 24 uM/kg,1,,,50597,10116.0,Intermediate,1,CHEMBL622420,BAO_0000218,,
8603,,A,,In vivo,Volume of steady state distribution after i.v. administration in rats,1,,,50597,10116.0,Intermediate,1,CHEMBL622421,BAO_0000218,,
8604,,A,,In vivo,Vss after intravenous administration (5.0 mg/kg) was determined in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL622422,BAO_0000218,,
8605,,A,,In vivo,Vss in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,1,,,50597,10116.0,Intermediate,1,CHEMBL622423,BAO_0000218,,
8606,,A,,In vivo,Vss was determined,1,,,50597,10116.0,Intermediate,1,CHEMBL622424,BAO_0000218,,
8607,,A,,In vivo,Vss in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL622425,BAO_0000218,,
8608,,A,,In vivo,Vss was evaluated after 10 uM/kg of intra arterial administration,1,,,50597,10116.0,Intermediate,1,CHEMBL876612,BAO_0000218,,
8609,,A,,In vivo,volume of distribution at steady state was observed after intravenous administration in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL622426,BAO_0000218,,
8610,,A,,In vivo,Volume of distribution was measured in rat after an iv dose of 1 mg/kg,1,,,50597,10116.0,Intermediate,1,CHEMBL622427,BAO_0000218,,
8611,,A,,In vivo,Pharmacokinetic (PK) parameter Vz in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL622428,BAO_0000218,,
8612,,A,,In vivo,Volume distribution in rats,1,,,50597,10116.0,Intermediate,1,CHEMBL622429,BAO_0000218,,
8613,,A,,In vivo,Volume of distribution in rat; No data,1,,,50597,10116.0,Intermediate,1,CHEMBL622430,BAO_0000218,,
8614,,A,,In vivo,Volume of distribution was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,1,,,50597,10116.0,Intermediate,1,CHEMBL622431,BAO_0000218,,
8615,,A,,,% absorption predicted from in vitro rat ileum transport studies,1,,,50597,10116.0,Intermediate,1,CHEMBL622432,BAO_0000218,2116.0,
8616,,A,,In vivo,Bioavailability at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,1,,,50597,10116.0,Intermediate,1,CHEMBL622433,BAO_0000218,,
8617,,A,,In vivo,Bioavailability at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,1,,,50597,10116.0,Intermediate,1,CHEMBL622434,BAO_0000218,,
8618,,A,,In vivo,Bioavailability at an iv dose of 14 mg/Kg and po dose of 28 mg/Kg,1,,,50597,10116.0,Intermediate,1,CHEMBL622435,BAO_0000218,,
8619,,A,,In vivo,Bioavailability (dose 15 mg/kg i.v. and 30 mg/kg p.o.),1,,,50597,10116.0,Intermediate,1,CHEMBL618748,BAO_0000218,,
8620,,A,,In vivo,Bioavailability at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,1,,,50597,10116.0,Intermediate,1,CHEMBL618749,BAO_0000218,,
8621,,A,,In vivo,Bioavailability at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,1,,,50597,10116.0,Intermediate,1,CHEMBL618750,BAO_0000218,,
8622,,A,,In vivo,Bioavailability at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,1,,,50597,10116.0,Intermediate,1,CHEMBL618751,BAO_0000218,,
8623,,A,,In vivo,Bioavailability at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,1,,,50597,10116.0,Intermediate,1,CHEMBL618752,BAO_0000218,,
8624,,A,,In vivo,Oral bioavailability in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL618753,BAO_0000218,,
8625,,A,,In vivo,Oral bioavailability estimated by measurement of the circulating plasma levels of BMS-183920 after intravenous and oral dosing to rats for 4 determinations,1,,,50597,10116.0,Intermediate,1,CHEMBL618754,BAO_0000218,1969.0,
8626,,A,,In vivo,Oral bioavailability in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL618755,BAO_0000218,,
8627,,A,,In vivo,Oral bioavailability in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL618756,BAO_0000218,,
8628,,A,,In vivo,Oral bioavailability in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL618757,BAO_0000218,,
8629,,A,,In vivo,Bioavailability in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL618758,BAO_0000218,,
8630,,A,,In vivo,Oral bioavailability in rat (dose 30 mg/kg),1,,,50597,10116.0,Intermediate,1,CHEMBL621088,BAO_0000218,,
8631,,A,,,Pharmacokinetic property (cLogP) in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL621089,BAO_0000218,,
8632,,F,,,Hyperglycemic activity and change in blood glucose concentration was reported 2 hours after administration of 100 mg/Kg perorally,1,,,50597,10116.0,Intermediate,1,CHEMBL621090,BAO_0000218,178.0,
8633,,F,,,Hyperglycemic activity and change in blood glucose concentration was reported 4 hours after administration of 100 mg/Kg perorally,1,,,50597,10116.0,Intermediate,1,CHEMBL621091,BAO_0000218,178.0,
8634,,A,,In vivo,Clearance in rat.,1,,,50597,10116.0,Intermediate,1,CHEMBL876731,BAO_0000218,,
8635,,A,,In vivo,Compound was evaluated for its clearance when administered intravenously in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL621092,BAO_0000218,,
8636,,A,,In vivo,Plasma clearance in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,1,,,50597,10116.0,Intermediate,1,CHEMBL621093,BAO_0000218,,
8637,,A,,,Blood: Brain distribution ratio is determined in rat,1,,,50597,10116.0,Intermediate,1,CHEMBL621094,BAO_0000218,,
8638,,A,,,Blood: Brain distribution ratio is determined in rat; NQ: non quantifable,1,,,50597,10116.0,Intermediate,1,CHEMBL621095,BAO_0000218,,
8639,,A,,,Blood: Brain distribution ratio is determined in rat; NQ:non quantifable,1,,,50597,10116.0,Intermediate,1,CHEMBL621096,BAO_0000218,,
8640,,A,,In vivo,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,,50597,10116.0,Intermediate,1,CHEMBL621097,BAO_0000218,2113.0,
8641,,F,,,Percent dose excreted in 0-48 hours administered ip to male rat,1,,,50597,10116.0,Intermediate,1,CHEMBL621098,BAO_0000218,,
8642,,A,,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 120 minutes after an intravenous injection is given (average of 3 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL621099,BAO_0000218,2037.0,
8643,,A,,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 2 minutes after an intravenous injection is given (average of 3 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL621100,BAO_0000218,2037.0,
8644,,A,,,Uptake of radioligand [125I]-FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 2 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL621101,BAO_0000218,2037.0,
8645,,A,,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 3 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL621102,BAO_0000218,2037.0,
8646,,A,,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 60 minutes after an intravenous injection is given (average of 3 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL876732,BAO_0000218,2037.0,
8647,,A,,,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 120 minutes after an intravenous injection is given (average of 3 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL621103,BAO_0000218,,
8648,,A,,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 2 minutes after an intravenous injection is given (average of 3 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL621104,BAO_0000218,,
8649,,A,,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 2 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL621105,BAO_0000218,,
8650,,A,,,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 3 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL621106,BAO_0000218,,
8651,,A,,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 60 minutes after an intravenous injection is given (average of 3 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL621107,BAO_0000218,,
8652,,A,,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 120 minutes after an intravenous injection is given (average of 3 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL621108,BAO_0000218,,
8653,,A,,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 2 minutes after an intravenous injection is given (average of 3 rats),1,,,50597,10116.0,Intermediate,1,CHEMBL621109,BAO_0000218,,
8654,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) kidney after 30 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL621110,BAO_0000218,2113.0,
8655,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) kidney after 6 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL621111,BAO_0000218,2113.0,
8656,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) liver after 1 hour of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL622541,BAO_0000218,2107.0,
8657,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) liver after 2 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL622542,BAO_0000218,2107.0,
8658,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) liver after 2 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL622543,BAO_0000218,2107.0,
8659,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) liver after 24 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624412,BAO_0000218,2107.0,
8660,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) liver after 30 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624413,BAO_0000218,2107.0,
8661,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) liver after 6 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624414,BAO_0000218,2107.0,
8662,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) lung after 1 hour of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624415,BAO_0000218,2048.0,
8663,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) lung after 2 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624416,BAO_0000218,2048.0,
8664,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) lung after 2 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624417,BAO_0000218,2048.0,
8665,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) lung after 24 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624418,BAO_0000218,2048.0,
8666,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) lung after 30 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624419,BAO_0000218,2048.0,
8667,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) lung after 6 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624420,BAO_0000218,2048.0,
8668,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) muscle after 1 hr of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624421,BAO_0000218,2385.0,
8669,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624422,BAO_0000218,2385.0,
8670,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL624423,BAO_0000218,2385.0,
8671,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) muscle after 24 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL625123,BAO_0000218,2385.0,
8672,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) muscle after 30 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL625124,BAO_0000218,2385.0,
8673,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) muscle after 6 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL625125,BAO_0000218,2385.0,
8674,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) skin after 1 hour of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL625126,BAO_0000218,14.0,
8675,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) skin after 2 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626947,BAO_0000218,14.0,
8676,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) skin after 2 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626948,BAO_0000218,14.0,
8677,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) skin after 24 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626949,BAO_0000218,14.0,
8678,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) skin after 30 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626950,BAO_0000218,14.0,
8679,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) skin after 6 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626951,BAO_0000218,14.0,
8680,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) spleen after 1 hour of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626952,BAO_0000218,2106.0,
8681,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626953,BAO_0000218,2106.0,
8682,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626954,BAO_0000218,2106.0,
8683,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) spleen after 24 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626955,BAO_0000218,2106.0,
8684,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) spleen after 30 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626956,BAO_0000218,2106.0,
8685,,A,,In vivo,Biodistribution of radioactivity in normal mice (ICR) spleen after 6 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626957,BAO_0000218,2106.0,
8686,,A,,In vivo,Biodistribution of radioactivity in normal mice blood after 1 hour of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626958,BAO_0000218,178.0,
8687,,A,,In vivo,Biodistribution of radioactivity in normal mice blood after 2 hours of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626959,BAO_0000218,178.0,
8688,,A,,In vivo,Biodistribution of radioactivity in normal mice blood after 2 minutes of intravenous injection of [125I]-16(IMPY),1,,,50594,10090.0,Intermediate,1,CHEMBL626960,BAO_0000218,178.0,
