ASSI,T,ASSTAI,VARII,CONFISC,RELATT,CHEI,SI,DOI,ASSORGA,ASTY,ASSUBCELFRAC,CURAB,SASI,CI,BAFO,TISI
8843,50594,10090.0,,1,N,CHEMBL627081,1,17718,Mus musculus,A,,Intermediate,,,BAO_0000218,
8844,50594,10090.0,,1,N,CHEMBL627082,1,17728,Mus musculus,A,,Intermediate,,,BAO_0000218,
8845,50594,10090.0,,1,N,CHEMBL627083,1,5961,Mus musculus,A,,Intermediate,,,BAO_0000218,
8847,50594,10090.0,,1,N,CHEMBL627085,1,17731,Mus musculus,A,,Intermediate,,,BAO_0000218,1969.0
8848,50594,10090.0,,1,N,CHEMBL627086,1,17592,Mus musculus,A,,Intermediate,,,BAO_0000218,
8849,50594,10090.0,,1,N,CHEMBL627087,1,3132,Mus musculus,A,,Intermediate,,,BAO_0000218,1969.0
8850,50594,10090.0,,1,N,CHEMBL627088,1,17729,Mus musculus,A,,Intermediate,,,BAO_0000218,
8851,50594,10090.0,,1,N,CHEMBL627089,1,17729,Mus musculus,A,,Intermediate,,,BAO_0000218,
8852,50594,10090.0,,1,N,CHEMBL627090,1,17729,Mus musculus,A,,Intermediate,,,BAO_0000218,
8853,50594,10090.0,,1,N,CHEMBL627091,1,3277,Mus musculus,A,,Intermediate,,,BAO_0000218,
8854,50594,10090.0,,1,N,CHEMBL627092,1,3760,Mus musculus,A,,Intermediate,,,BAO_0000218,
8855,50594,10090.0,,1,N,CHEMBL876785,1,3760,Mus musculus,A,,Intermediate,,,BAO_0000218,
8856,50594,10090.0,,1,N,CHEMBL627093,1,2862,Mus musculus,A,,Intermediate,,,BAO_0000218,
8857,50594,10090.0,,1,N,CHEMBL627094,1,2862,Mus musculus,A,,Intermediate,,,BAO_0000218,
8858,50594,10090.0,,1,N,CHEMBL627095,1,5980,Mus musculus,A,,Intermediate,,,BAO_0000218,
8859,50594,10090.0,,1,N,CHEMBL627096,1,6159,Mus musculus,A,,Intermediate,,,BAO_0000218,955.0
8860,50594,10090.0,,1,N,CHEMBL627097,1,6254,Mus musculus,A,,Intermediate,,,BAO_0000218,
8861,50594,10090.0,,1,N,CHEMBL627098,1,6062,Mus musculus,A,,Intermediate,,,BAO_0000218,
8862,50594,10090.0,,1,N,CHEMBL627099,1,1574,Mus musculus,A,,Intermediate,,,BAO_0000218,178.0
8863,50594,10090.0,,1,N,CHEMBL627100,1,56,Mus musculus,A,,Intermediate,,,BAO_0000218,955.0
8864,50594,10090.0,,1,N,CHEMBL627101,1,993,Mus musculus,A,,Intermediate,,,BAO_0000218,1969.0
8865,50594,10090.0,,1,N,CHEMBL627102,1,6652,Mus musculus,A,,Intermediate,,,BAO_0000218,
8866,50594,10090.0,,1,N,CHEMBL627103,1,17852,Mus musculus,A,,Intermediate,,,BAO_0000218,
8867,50594,10090.0,,1,N,CHEMBL627104,1,2675,Mus musculus,A,,Intermediate,,,BAO_0000218,
8868,50594,10090.0,,1,N,CHEMBL627105,1,2675,Mus musculus,A,,Intermediate,,,BAO_0000218,
8869,50594,10090.0,,1,N,CHEMBL876786,1,499,Mus musculus,A,,Intermediate,,,BAO_0000218,
8870,50594,10090.0,,1,N,CHEMBL873825,1,499,Mus musculus,A,,Intermediate,,,BAO_0000218,
8871,50594,10090.0,,1,N,CHEMBL627106,1,499,Mus musculus,A,,Intermediate,,,BAO_0000218,
8872,50594,10090.0,,1,N,CHEMBL626336,1,14239,Mus musculus,A,,Intermediate,,,BAO_0000218,
8873,50594,10090.0,,1,N,CHEMBL877462,1,5506,Mus musculus,A,,Intermediate,,,BAO_0000218,
8874,50594,10090.0,,1,N,CHEMBL626337,1,5506,Mus musculus,A,,Intermediate,,,BAO_0000218,
8875,50594,10090.0,,1,N,CHEMBL626338,1,17734,Mus musculus,A,,Intermediate,,,BAO_0000218,
8876,50594,10090.0,,1,N,CHEMBL626339,1,17728,Mus musculus,A,,Intermediate,,,BAO_0000218,
8877,50594,10090.0,,1,N,CHEMBL626340,1,17728,Mus musculus,A,,Intermediate,,,BAO_0000218,
8878,50594,10090.0,,1,N,CHEMBL625377,1,17728,Mus musculus,A,,Intermediate,,,BAO_0000218,
8879,50594,10090.0,,1,N,CHEMBL625378,1,17728,Mus musculus,A,,Intermediate,,,BAO_0000218,
8880,50594,10090.0,,1,N,CHEMBL625379,1,17728,Mus musculus,A,,Intermediate,,,BAO_0000218,
8881,22224,9823.0,,0,U,CHEMBL625380,1,14294,Sus scrofa,A,Microsomes,Autocuration,,,BAO_0000251,
8882,22224,9823.0,,0,U,CHEMBL625381,1,14294,Sus scrofa,A,Microsomes,Autocuration,,,BAO_0000251,
8883,22224,9823.0,,0,U,CHEMBL625382,1,6056,Sus scrofa,A,,Autocuration,,,BAO_0000019,
8884,22224,9823.0,,0,U,CHEMBL873828,1,1317,Sus scrofa,A,,Autocuration,,,BAO_0000218,
8885,22224,9823.0,,0,U,CHEMBL625383,1,1317,Sus scrofa,A,,Autocuration,,,BAO_0000218,
8886,22224,9823.0,,0,U,CHEMBL625384,1,5229,Sus scrofa,A,,Autocuration,,,BAO_0000019,
8887,22224,9823.0,,0,U,CHEMBL625385,1,4231,Sus scrofa,A,,Autocuration,,,BAO_0000019,
8888,22224,9823.0,,0,U,CHEMBL625386,1,4231,Sus scrofa,A,,Autocuration,,,BAO_0000221,2107.0
8889,22224,9823.0,,0,U,CHEMBL623571,1,5318,Sus scrofa,A,,Autocuration,,,BAO_0000221,2107.0
8890,22224,9823.0,,0,U,CHEMBL623572,1,5318,Sus scrofa,A,,Autocuration,,,BAO_0000221,2107.0
8891,22224,9823.0,,0,U,CHEMBL623573,1,5318,Sus scrofa,A,,Autocuration,,,BAO_0000221,2107.0
8892,22224,9823.0,,0,U,CHEMBL623574,1,3305,Sus scrofa,A,,Autocuration,,,BAO_0000221,2107.0
8893,22224,9823.0,,0,U,CHEMBL623575,1,3305,Sus scrofa,A,,Autocuration,,,BAO_0000221,2107.0
8894,22224,9823.0,,0,U,CHEMBL623749,1,2842,Sus scrofa,A,,Autocuration,,,BAO_0000221,2107.0
8895,22224,9823.0,,0,U,CHEMBL623750,1,2842,Sus scrofa,A,,Autocuration,,,BAO_0000221,2107.0
8896,22224,9823.0,,0,U,CHEMBL623751,1,889,Sus scrofa,A,,Autocuration,,,BAO_0000221,2107.0
8897,22224,9823.0,,0,U,CHEMBL623752,1,1904,Sus scrofa,A,,Autocuration,,,BAO_0000221,2107.0
8898,50597,10116.0,,1,N,CHEMBL623753,1,4186,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8899,50597,10116.0,,1,N,CHEMBL623754,1,2774,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8900,50597,10116.0,,1,N,CHEMBL623755,1,1742,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8901,50597,10116.0,,1,N,CHEMBL623756,1,3169,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
8902,50597,10116.0,,1,N,CHEMBL623757,1,3169,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
8903,50597,10116.0,,1,N,CHEMBL623758,1,2081,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
8904,50597,10116.0,,1,N,CHEMBL623759,1,3307,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,955.0
8905,50597,10116.0,,1,N,CHEMBL623760,1,4727,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
8906,50597,10116.0,,1,N,CHEMBL623761,1,6597,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
8907,50597,10116.0,,1,N,CHEMBL623762,1,16365,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8908,50597,10116.0,,1,N,CHEMBL877594,1,16365,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8909,50597,10116.0,,1,N,CHEMBL623763,1,16365,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8910,50597,10116.0,,1,N,CHEMBL623764,1,16365,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8911,50597,10116.0,,1,N,CHEMBL623765,1,16365,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8912,50597,10116.0,,1,N,CHEMBL623766,1,2591,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
8913,50597,10116.0,,1,N,CHEMBL623767,1,2591,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
8914,50597,10116.0,,1,N,CHEMBL623768,1,2591,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
8915,50597,10116.0,,1,N,CHEMBL623769,1,5978,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8916,50597,10116.0,,1,N,CHEMBL623770,1,5978,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8917,50597,10116.0,,1,N,CHEMBL623771,1,5978,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8918,50597,10116.0,,1,N,CHEMBL623772,1,5978,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8919,50597,10116.0,,1,N,CHEMBL623773,1,5978,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8920,50597,10116.0,,1,N,CHEMBL623774,1,5978,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8921,50597,10116.0,,1,N,CHEMBL623775,1,5978,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8922,50597,10116.0,,1,N,CHEMBL623776,1,14465,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
8923,50597,10116.0,,1,N,CHEMBL622191,1,4723,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8924,50597,10116.0,,1,N,CHEMBL622192,1,4723,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8925,50597,10116.0,,1,N,CHEMBL622193,1,4576,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8926,50597,10116.0,,1,N,CHEMBL622194,1,12873,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8927,50597,10116.0,,1,N,CHEMBL622195,1,12873,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8928,50597,10116.0,,1,N,CHEMBL622196,1,6824,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8929,50597,10116.0,,1,N,CHEMBL622197,1,17065,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8930,50597,10116.0,,1,N,CHEMBL622198,1,2932,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8931,50597,10116.0,,1,N,CHEMBL622199,1,2932,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8932,50597,10116.0,,1,N,CHEMBL622200,1,2879,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8933,50597,10116.0,,1,N,CHEMBL622201,1,2864,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8934,50597,10116.0,,1,N,CHEMBL623990,1,16367,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8935,50597,10116.0,,1,N,CHEMBL623991,1,17717,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8936,50597,10116.0,,1,N,CHEMBL623992,1,17717,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8937,50597,10116.0,,1,N,CHEMBL623993,1,17717,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8938,50597,10116.0,,1,N,CHEMBL623994,1,17717,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8939,50597,10116.0,,1,N,CHEMBL623995,1,17720,Rattus norvegicus,F,,Intermediate,,,BAO_0000218,1969.0
8940,50597,10116.0,,1,N,CHEMBL623996,1,17720,Rattus norvegicus,F,,Intermediate,,,BAO_0000218,1969.0
8941,50597,10116.0,,1,N,CHEMBL623997,1,17720,Rattus norvegicus,F,,Intermediate,,,BAO_0000218,1969.0
8942,50597,10116.0,,1,N,CHEMBL623998,1,4516,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8943,50597,10116.0,,1,N,CHEMBL623999,1,4516,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8944,50597,10116.0,,1,N,CHEMBL624000,1,4516,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8945,50597,10116.0,,1,N,CHEMBL624001,1,5199,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8946,50597,10116.0,,1,N,CHEMBL624002,1,17538,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8947,50597,10116.0,,1,N,CHEMBL624003,1,6685,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8948,50597,10116.0,,1,N,CHEMBL624004,1,6685,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
8949,50597,10116.0,,1,N,CHEMBL624005,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8950,50597,10116.0,,1,N,CHEMBL624006,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8951,50597,10116.0,,1,N,CHEMBL624007,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8952,50597,10116.0,,1,N,CHEMBL624008,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8953,50597,10116.0,,1,N,CHEMBL624009,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8954,50597,10116.0,,1,N,CHEMBL874387,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8955,50597,10116.0,,1,N,CHEMBL624010,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8956,50597,10116.0,,1,N,CHEMBL624011,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8957,50597,10116.0,,1,N,CHEMBL624012,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8958,50597,10116.0,,1,N,CHEMBL624013,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8959,50597,10116.0,,1,N,CHEMBL624736,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8960,50597,10116.0,,1,N,CHEMBL624737,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8961,50597,10116.0,,1,N,CHEMBL624738,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8962,50597,10116.0,,1,N,CHEMBL624739,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8963,50597,10116.0,,1,N,CHEMBL624740,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8964,50597,10116.0,,1,N,CHEMBL624896,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8965,50597,10116.0,,1,N,CHEMBL624897,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8966,50597,10116.0,,1,N,CHEMBL624108,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8967,50597,10116.0,,1,N,CHEMBL624109,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8968,50597,10116.0,,1,N,CHEMBL624110,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8969,50597,10116.0,,1,N,CHEMBL624111,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8970,50597,10116.0,,1,N,CHEMBL624112,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8971,50597,10116.0,,1,N,CHEMBL624113,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8972,50597,10116.0,,1,N,CHEMBL619709,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8973,50597,10116.0,,1,N,CHEMBL619710,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
8974,50597,10116.0,,1,N,CHEMBL619711,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8975,50597,10116.0,,1,N,CHEMBL619712,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8976,50597,10116.0,,1,N,CHEMBL619713,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8977,50597,10116.0,,1,N,CHEMBL619714,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8978,50597,10116.0,,1,N,CHEMBL619715,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8979,50597,10116.0,,1,N,CHEMBL619716,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8980,50597,10116.0,,1,N,CHEMBL619717,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8981,50597,10116.0,,1,N,CHEMBL619718,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8982,50597,10116.0,,1,N,CHEMBL619719,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8983,50597,10116.0,,1,N,CHEMBL875329,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8984,50597,10116.0,,1,N,CHEMBL619720,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8985,50597,10116.0,,1,N,CHEMBL619721,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8986,50597,10116.0,,1,N,CHEMBL619722,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8987,50597,10116.0,,1,N,CHEMBL619723,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8988,50597,10116.0,,1,N,CHEMBL619724,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8989,50597,10116.0,,1,N,CHEMBL619725,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8990,50597,10116.0,,1,N,CHEMBL619726,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8991,50597,10116.0,,1,N,CHEMBL619727,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8992,50597,10116.0,,1,N,CHEMBL619728,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8993,50597,10116.0,,1,N,CHEMBL619729,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
8994,50597,10116.0,,1,N,CHEMBL619730,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
8995,50597,10116.0,,1,N,CHEMBL619731,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
8996,50597,10116.0,,1,N,CHEMBL619732,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
8997,50597,10116.0,,1,N,CHEMBL619733,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
8998,50597,10116.0,,1,N,CHEMBL619734,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
8999,50597,10116.0,,1,N,CHEMBL619735,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,14.0
9000,50597,10116.0,,1,N,CHEMBL875330,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,14.0
9001,50597,10116.0,,1,N,CHEMBL628465,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,14.0
9002,50597,10116.0,,1,N,CHEMBL628466,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,14.0
9003,50597,10116.0,,1,N,CHEMBL628467,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,14.0
9004,50597,10116.0,,1,N,CHEMBL628468,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2106.0
9005,50597,10116.0,,1,N,CHEMBL628469,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2106.0
9006,50597,10116.0,,1,N,CHEMBL628470,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2106.0
9007,50597,10116.0,,1,N,CHEMBL628471,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2106.0
9008,50597,10116.0,,1,N,CHEMBL628472,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2106.0
9009,50597,10116.0,,1,N,CHEMBL625191,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2046.0
9010,50597,10116.0,,1,N,CHEMBL625192,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2046.0
9011,50597,10116.0,,1,N,CHEMBL875337,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2046.0
9012,50597,10116.0,,1,N,CHEMBL626341,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2046.0
9013,50597,10116.0,,1,N,CHEMBL626342,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2046.0
9014,50597,10116.0,,1,N,CHEMBL621943,1,11977,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9015,50597,10116.0,,1,N,CHEMBL621944,1,3748,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9016,50597,10116.0,,1,N,CHEMBL621945,1,15765,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9017,50597,10116.0,,1,N,CHEMBL621946,1,4871,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9018,50597,10116.0,,1,N,CHEMBL621947,1,4871,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9019,50597,10116.0,,1,N,CHEMBL621948,1,4872,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9020,50597,10116.0,,1,N,CHEMBL621949,1,4872,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9021,50597,10116.0,,1,N,CHEMBL621950,1,5413,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9022,50597,10116.0,,1,N,CHEMBL621951,1,5413,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9023,50597,10116.0,,1,N,CHEMBL621952,1,15272,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
9024,50597,10116.0,,1,N,CHEMBL621953,1,4689,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9025,50597,10116.0,,1,N,CHEMBL621954,1,6057,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9026,50597,10116.0,,1,N,CHEMBL621955,1,6057,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9027,50597,10116.0,,1,N,CHEMBL621956,1,6057,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9028,50597,10116.0,,1,N,CHEMBL621957,1,6211,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9029,50597,10116.0,,1,N,CHEMBL621958,1,5710,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9030,50597,10116.0,,1,N,CHEMBL621959,1,5710,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9031,50597,10116.0,,1,N,CHEMBL621960,1,17853,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9032,50597,10116.0,,1,N,CHEMBL621961,1,17853,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9033,50597,10116.0,,1,N,CHEMBL621962,1,15765,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9034,50597,10116.0,,1,N,CHEMBL876787,1,15765,Rattus norvegicus,F,,Intermediate,,,BAO_0000218,
9035,50597,10116.0,,1,N,CHEMBL621963,1,15765,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9036,50597,10116.0,,1,N,CHEMBL622637,1,6175,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,945.0
9037,50597,10116.0,,1,N,CHEMBL622638,1,6175,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,945.0
9038,50597,10116.0,,1,N,CHEMBL626561,1,6175,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,945.0
9039,22224,9986.0,,0,U,CHEMBL626562,1,7991,Oryctolagus cuniculus,F,,Autocuration,,,BAO_0000019,
9040,22224,9986.0,,0,U,CHEMBL626563,1,429,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9041,22224,9986.0,,0,U,CHEMBL626564,1,429,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9042,22224,9986.0,,0,U,CHEMBL626565,1,6253,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9043,22224,9986.0,,0,U,CHEMBL626566,1,6253,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9044,22224,9986.0,,0,U,CHEMBL626567,1,3615,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9045,22224,9986.0,,0,U,CHEMBL626568,1,4059,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9046,22224,9986.0,,0,U,CHEMBL626569,1,5124,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9047,22224,9986.0,,0,U,CHEMBL626570,1,5124,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9048,22224,9986.0,,0,U,CHEMBL626571,1,5124,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9049,22224,9986.0,,0,U,CHEMBL626572,1,429,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9050,22224,9986.0,,0,U,CHEMBL626573,1,4059,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,1969.0
9051,22224,9986.0,,0,U,CHEMBL626574,1,9659,Oryctolagus cuniculus,A,Microsomes,Autocuration,,,BAO_0000251,2107.0
9052,22224,9986.0,,0,U,CHEMBL626575,1,9659,Oryctolagus cuniculus,A,Microsomes,Autocuration,,,BAO_0000251,2107.0
9053,22224,9986.0,,0,U,CHEMBL626576,1,3639,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9054,22224,9986.0,,0,U,CHEMBL626577,1,3639,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9055,22224,9986.0,,0,U,CHEMBL626578,1,3639,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9056,22224,9986.0,,0,U,CHEMBL625263,1,5124,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9057,22224,9986.0,,0,U,CHEMBL625264,1,5124,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9058,22224,9986.0,,0,U,CHEMBL625265,1,5124,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9059,22224,9986.0,,0,U,CHEMBL625266,1,14294,Oryctolagus cuniculus,A,Microsomes,Autocuration,,,BAO_0000251,
9060,22224,9986.0,,0,U,CHEMBL876796,1,14294,Oryctolagus cuniculus,A,Microsomes,Autocuration,,,BAO_0000251,
9061,22224,9986.0,,0,U,CHEMBL625267,1,429,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9062,22224,9986.0,,0,U,CHEMBL625268,1,5124,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,1969.0
9063,22224,9986.0,,0,U,CHEMBL625269,1,5124,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,1969.0
9064,22224,9986.0,,0,U,CHEMBL624689,1,5124,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,1969.0
9065,22224,9986.0,,0,U,CHEMBL624690,1,429,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9066,22224,9986.0,,0,U,CHEMBL624691,1,429,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,1088.0
