variant_id,relationship_type,assay_type,chembl_id,src_id,confidence_score,assay_tissue,bao_format,description,assay_organism,assay_category,cell_id,assay_cell_type,curated_by,src_assay_id,assay_strain,assay_test_type,assay_id,tissue_id,assay_tax_id,tid,doc_id,assay_subcellular_fraction
,U,A,CHEMBL626155,1,0,,BAO_0000019,Area under curve at 1 uM/dg administered intravenously,,,,,Autocuration,,,,10660,,,22224,11883,
,U,A,CHEMBL626156,1,0,,BAO_0000019,Area under curve at 10 uM/dg administered perorally,,,,,Autocuration,,,,10661,,,22224,11883,
,U,A,CHEMBL626157,1,0,,BAO_0000019,Area under curve at 2 uM/dg administered intravenously,,,,,Autocuration,,,,10662,,,22224,11883,
,U,A,CHEMBL626158,1,0,,BAO_0000019,Area under curve at 20 uM/dg administered perorally,,,,,Autocuration,,,,10663,,,22224,11883,
,N,A,CHEMBL626159,1,1,,BAO_0000218,Area under curve at a peroral dose of 3 mg/kg in dog,Canis lupus familiaris,,,,Intermediate,,,,10664,,9615.0,50588,15233,
,N,A,CHEMBL626160,1,1,,BAO_0000218,Area under curve at a peroral dose of 3 mg/kg in rat,Rattus norvegicus,,,,Intermediate,,,,10665,,10116.0,50597,15233,
,N,A,CHEMBL626161,1,1,,BAO_0000218,Area under curve at an iv dose of 1 mg/kg in dog,Canis lupus familiaris,,,,Intermediate,,,,10666,,9615.0,50588,15233,
,N,A,CHEMBL626162,1,1,,BAO_0000218,Area under curve at an iv dose of 1 mg/kg in rat,Rattus norvegicus,,,,Intermediate,,,,10667,,10116.0,50597,15233,
,U,A,CHEMBL626163,1,0,,BAO_0000019,Area under curve gives the effective duration for the angiotensin II antagonist effect of the compound.,,,,,Autocuration,,,,10668,,,22224,12978,
,U,A,CHEMBL626164,1,0,,BAO_0000019,Area under curve gives the effective duration for the angiotensin II antagonist effect.,,,,,Autocuration,,,,10669,,,22224,12978,
,N,A,CHEMBL626165,1,1,,BAO_0000218,Area under curve measured as conc vs time after intravenous administration to mice.,Mus musculus,,,,Intermediate,,,,10670,,10090.0,50594,11355,
,N,A,CHEMBL626166,1,1,,BAO_0000218,Area under curve measured as conc vs time after peroral administration to mice.,Mus musculus,,,,Intermediate,,,,10671,,10090.0,50594,11355,
,N,A,CHEMBL626167,1,1,,BAO_0000218,Area under curve of acid 2a was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,Canis lupus familiaris,,,,Intermediate,,,,10672,,9615.0,50588,12923,
,N,A,CHEMBL626168,1,1,,BAO_0000218,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by capsule method in dog,Canis lupus familiaris,,,,Intermediate,,,,10673,,9615.0,50588,12923,
,N,A,CHEMBL877463,1,1,,BAO_0000218,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by gavage method in dog,Canis lupus familiaris,,,,Intermediate,,,,10674,,9615.0,50588,12923,
,N,A,CHEMBL626169,1,1,,BAO_0000218,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by capsule method in dog,Canis lupus familiaris,,,,Intermediate,,,,10675,,9615.0,50588,12923,
,N,A,CHEMBL626170,1,1,Heart,BAO_0000218,Biodistribution of radiolabeled compound in rat heart after 24 hr activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10676,948.0,10116.0,50597,17738,
,N,A,CHEMBL626171,1,1,Heart,BAO_0000218,Biodistribution of radiolabeled compound in rat heart after 2 hr activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10677,948.0,10116.0,50597,17738,
,N,A,CHEMBL626172,1,1,Heart,BAO_0000218,Biodistribution of radiolabeled compound in rat heart after 30 min activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10678,948.0,10116.0,50597,17738,
,N,A,CHEMBL626173,1,1,Heart,BAO_0000218,Biodistribution of radiolabeled compound in rat heart after 5 min activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10679,948.0,10116.0,50597,17738,
,N,A,CHEMBL626174,1,1,Kidney,BAO_0000218,Biodistribution of radiolabeled compound in rat kidney after 24 hr postinjection activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10680,2113.0,10116.0,50597,17738,
,N,A,CHEMBL626175,1,1,Kidney,BAO_0000218,Biodistribution of radiolabeled compound in rat kidney after 24 hr activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10681,2113.0,10116.0,50597,17738,
,N,A,CHEMBL626176,1,1,Kidney,BAO_0000218,Biodistribution of radiolabeled compound in rat kidney after 2 hr activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10682,2113.0,10116.0,50597,17738,
,N,A,CHEMBL626177,1,1,Kidney,BAO_0000218,Biodistribution of radiolabeled compound in rat kidney after 30 min activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10683,2113.0,10116.0,50597,17738,
,N,A,CHEMBL622499,1,1,Kidney,BAO_0000218,Biodistribution of radiolabeled compound in rat kidney after 5 min activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10684,2113.0,10116.0,50597,17738,
,N,A,CHEMBL622500,1,1,Liver,BAO_0000218,Biodistribution of radiolabeled compound in rat liver after 24 hr postinjection activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10685,2107.0,10116.0,50597,17738,
,N,A,CHEMBL622501,1,1,Liver,BAO_0000218,Biodistribution of radiolabeled compound in rat liver after 24 hr activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10686,2107.0,10116.0,50597,17738,
,N,A,CHEMBL622502,1,1,Liver,BAO_0000218,Biodistribution of radiolabeled compound in rat liver after 2 hr activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10687,2107.0,10116.0,50597,17738,
,N,A,CHEMBL622503,1,1,Liver,BAO_0000218,Biodistribution of radiolabeled compound in rat liver after 30 min activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10688,2107.0,10116.0,50597,17738,
,N,A,CHEMBL877614,1,1,Liver,BAO_0000218,Biodistribution of radiolabeled compound in rat liver after 5 min activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10689,2107.0,10116.0,50597,17738,
,N,A,CHEMBL624839,1,1,Lung,BAO_0000218,Biodistribution of radiolabeled compound in rat lung after 24 hr activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10690,2048.0,10116.0,50597,17738,
,N,A,CHEMBL624840,1,1,Lung,BAO_0000218,Biodistribution of radiolabeled compound in rat lung after 2 hr activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10691,2048.0,10116.0,50597,17738,
,N,A,CHEMBL624841,1,1,Lung,BAO_0000218,Biodistribution of radiolabeled compound in rat lung after 30 min activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10692,2048.0,10116.0,50597,17738,
,N,A,CHEMBL624842,1,1,Lung,BAO_0000218,Biodistribution of radiolabeled compound in rat lung after 5 min activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10693,2048.0,10116.0,50597,17738,
,N,A,CHEMBL624843,1,1,Muscle tissue,BAO_0000218,Biodistribution of radiolabeled compound in rat muscle after 24 hr activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10694,2385.0,10116.0,50597,17738,
,N,A,CHEMBL624844,1,1,Muscle tissue,BAO_0000218,Biodistribution of radiolabeled compound in rat muscle after 2 hr activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10695,2385.0,10116.0,50597,17738,
,N,A,CHEMBL624845,1,1,Muscle tissue,BAO_0000218,Biodistribution of radiolabeled compound in rat muscle after 30 min activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10696,2385.0,10116.0,50597,17738,
,N,A,CHEMBL621904,1,1,Muscle tissue,BAO_0000218,Biodistribution of radiolabeled compound in rat muscle after 5 min activity expressed as %ID/Organ,Rattus norvegicus,,,,Intermediate,,,In vivo,10697,2385.0,10116.0,50597,17738,
,N,A,CHEMBL621905,1,1,Blood,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 15 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10698,178.0,10116.0,50597,11195,
,N,A,CHEMBL874382,1,1,Blood,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 2 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10699,178.0,10116.0,50597,11195,
,N,A,CHEMBL621906,1,1,Blood,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 65 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10700,178.0,10116.0,50597,11195,
,N,A,CHEMBL621907,1,1,Brain,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 15 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10701,955.0,10116.0,50597,11195,
,N,A,CHEMBL622096,1,1,Brain,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 2 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10702,955.0,10116.0,50597,11195,
,N,A,CHEMBL622097,1,1,Brain,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 65 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10703,955.0,10116.0,50597,11195,
,N,A,CHEMBL622098,1,1,Heart,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 15 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10704,948.0,10116.0,50597,11195,
,N,A,CHEMBL622099,1,1,Heart,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 2 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10705,948.0,10116.0,50597,11195,
,N,A,CHEMBL622100,1,1,Heart,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 65 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10706,948.0,10116.0,50597,11195,
,N,A,CHEMBL622101,1,1,Kidney,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 15 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10707,2113.0,10116.0,50597,11195,
,N,A,CHEMBL622102,1,1,Kidney,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 2 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10708,2113.0,10116.0,50597,11195,
,N,A,CHEMBL622103,1,1,Kidney,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 65 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10709,2113.0,10116.0,50597,11195,
,N,A,CHEMBL622104,1,1,Liver,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 15 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10710,2107.0,10116.0,50597,11195,
,N,A,CHEMBL622105,1,1,Liver,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 2 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10711,2107.0,10116.0,50597,11195,
,N,A,CHEMBL622106,1,1,Liver,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 65 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10712,2107.0,10116.0,50597,11195,
,N,A,CHEMBL622107,1,1,Lung,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 15 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10713,2048.0,10116.0,50597,11195,
,N,A,CHEMBL622108,1,1,Lung,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 2 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10714,2048.0,10116.0,50597,11195,
,N,A,CHEMBL622109,1,1,Lung,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 65 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10715,2048.0,10116.0,50597,11195,
,N,A,CHEMBL622110,1,1,Muscle tissue,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 15 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10716,2385.0,10116.0,50597,11195,
,N,A,CHEMBL622111,1,1,Muscle tissue,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 2 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10717,2385.0,10116.0,50597,11195,
,N,A,CHEMBL874383,1,1,Muscle tissue,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 65 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10718,2385.0,10116.0,50597,11195,
,N,A,CHEMBL622112,1,1,Zone of skin,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 15 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10719,14.0,10116.0,50597,11195,
,N,A,CHEMBL622113,1,1,Zone of skin,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 2 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10720,14.0,10116.0,50597,11195,
,N,A,CHEMBL622114,1,1,Zone of skin,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 65 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10721,14.0,10116.0,50597,11195,
,N,A,CHEMBL622115,1,1,Spleen,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 15 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10722,2106.0,10116.0,50597,11195,
,N,A,CHEMBL622116,1,1,Spleen,BAO_0000218,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 2 mins after i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10723,2106.0,10116.0,50597,11195,
,N,A,CHEMBL622117,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10724,,10116.0,50597,6193,
,N,A,CHEMBL622118,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10725,,10116.0,50597,6803,
,N,A,CHEMBL622119,1,1,,BAO_0000218,Oral bioavailability in rats at 6 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,10726,,10116.0,50597,6647,
,N,A,CHEMBL622120,1,1,,BAO_0000218,Oral bioavailability in rat (dose 6 mg/kg),Rattus norvegicus,,,,Intermediate,,,In vivo,10727,,10116.0,50597,6647,
,N,A,CHEMBL622121,1,1,,BAO_0000218,Oral bioavailability in rats at 6 mg/kg dose; Not tested,Rattus norvegicus,,,,Intermediate,,,In vivo,10728,,10116.0,50597,6647,
,N,A,CHEMBL622122,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10729,,10116.0,50597,6640,
,N,A,CHEMBL622123,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10730,,10116.0,50597,6641,
,N,A,CHEMBL622124,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10731,,10116.0,50597,6641,
,N,A,CHEMBL622125,1,1,,BAO_0000218,Bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10732,,10116.0,50597,6642,
,N,A,CHEMBL622126,1,1,,BAO_0000218,Oral bioavailability,Rattus norvegicus,,,,Intermediate,,,In vivo,10733,,10116.0,50597,5472,
,N,A,CHEMBL620455,1,1,,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),Rattus norvegicus,,,,Intermediate,,,In vivo,10734,,10116.0,50597,6141,
,N,A,CHEMBL620456,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10735,,10116.0,50597,4390,
,N,A,CHEMBL620457,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10736,,10116.0,50597,5472,
,N,A,CHEMBL620458,1,1,,BAO_0000218,Oral bioavailability was evaluated; Not tested,Rattus norvegicus,,,,Intermediate,,,In vivo,10737,,10116.0,50597,5472,
,N,A,CHEMBL620459,1,1,,BAO_0000218,Oral bioavailability,Rattus norvegicus,,,,Intermediate,,,In vivo,10738,,10116.0,50597,5438,
,N,A,CHEMBL620460,1,1,,BAO_0000218,Oral bioavailability in rat by oral dosing,Rattus norvegicus,,,,Intermediate,,,In vivo,10739,,10116.0,50597,4883,
,N,A,CHEMBL620461,1,1,,BAO_0000218,Oral bioavailability in rat (dose 10 mg/kg p.o.),Rattus norvegicus,,,,Intermediate,,,In vivo,10740,,10116.0,50597,1908,
,N,A,CHEMBL620462,1,1,,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley),Rattus norvegicus,,,,Intermediate,,,In vivo,10741,,10116.0,50597,4853,
,N,A,CHEMBL620463,1,1,,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),Rattus norvegicus,,,,Intermediate,,,In vivo,10742,,10116.0,50597,4853,
,N,A,CHEMBL620464,1,1,,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),Rattus norvegicus,,,,Intermediate,,,In vivo,10743,,10116.0,50597,4853,
,N,A,CHEMBL620465,1,1,,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),Rattus norvegicus,,,,Intermediate,,,In vivo,10744,,10116.0,50597,4853,
,N,A,CHEMBL620466,1,1,,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg p.o.),Rattus norvegicus,,,,Intermediate,,,In vivo,10745,,10116.0,50597,4853,
,N,A,CHEMBL620467,1,1,,BAO_0000218,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 1 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,10746,,10116.0,50597,4853,
,N,A,CHEMBL620468,1,1,,BAO_0000218,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 2 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,10747,,10116.0,50597,4853,
,N,A,CHEMBL620469,1,1,,BAO_0000218,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in solution form,Rattus norvegicus,,,,Intermediate,,,In vivo,10748,,10116.0,50597,12873,
,N,A,CHEMBL620470,1,1,,BAO_0000218,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in suspension form,Rattus norvegicus,,,,Intermediate,,,In vivo,10749,,10116.0,50597,12873,
,N,A,CHEMBL620471,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10750,,10116.0,50597,3169,
,N,A,CHEMBL620472,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10751,,10116.0,50597,6305,
,N,A,CHEMBL620473,1,1,,BAO_0000218,Oral bioavailability of compound at 5 mg/kg after po administration was determined in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10752,,10116.0,50597,4762,
,N,A,CHEMBL620474,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10753,,10116.0,50597,17847,
,N,A,CHEMBL620475,1,1,,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (fasted male) (dose 10 mg/kg),Rattus norvegicus,,,,Intermediate,,,In vivo,10754,,10116.0,50597,6211,
,N,A,CHEMBL620476,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10755,,10116.0,50597,6011,
,N,A,CHEMBL620477,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10756,,10116.0,50597,6317,
,N,A,CHEMBL620478,1,1,,BAO_0000218,Oral bioavailability in rat after oral administration at 10.5 mg/kg dose,Rattus norvegicus,,,,Intermediate,,,In vivo,10757,,10116.0,50597,6644,
,N,A,CHEMBL618768,1,1,,BAO_0000218,Oral bioavailability in rat after oral administration at 11.2 mg/kg dose,Rattus norvegicus,,,,Intermediate,,,In vivo,10758,,10116.0,50597,6644,
,N,A,CHEMBL618769,1,1,,BAO_0000218,Oral bioavailability in rat after oral administration at 13 mg/kg dose,Rattus norvegicus,,,,Intermediate,,,In vivo,10759,,10116.0,50597,6644,
,N,A,CHEMBL618770,1,1,,BAO_0000218,Oral bioavailability in rat after oral administration at 9.7 mg/kg dose,Rattus norvegicus,,,,Intermediate,,,In vivo,10760,,10116.0,50597,6644,
,N,A,CHEMBL618771,1,1,,BAO_0000218,Oral bioavailability (dose 20 mg/kg p.o.),Rattus norvegicus,,,,Intermediate,,,In vivo,10761,,10116.0,50597,6113,
,N,A,CHEMBL618772,1,1,,BAO_0000218,Oral bioavailability was determined in rat after oral administration at a concentration 1 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,10762,,10116.0,50597,5937,
,N,A,CHEMBL618773,1,1,,BAO_0000218,Oral bioavailability in rat at 10 mg/kg of the compound,Rattus norvegicus,,,,Intermediate,,,In vivo,10763,,10116.0,50597,5711,
,N,A,CHEMBL875842,1,1,,BAO_0000218,Bioavailability in rat at a concentration of 15 mg/kg perorally in rat along with 100 mg/kg 11,Rattus norvegicus,,,,Intermediate,,,In vivo,10764,,10116.0,50597,17717,
,N,A,CHEMBL618774,1,1,,BAO_0000218,Bioavailability in rat (dose 3 mg/kg i.v.),Rattus norvegicus,,,,Intermediate,,,In vivo,10765,,10116.0,50597,17717,
,N,A,CHEMBL618775,1,1,,BAO_0000218,Bioavailability in rat at a concentration of 60 mg/kg perorally in rat along with 100 mg/kg 11,Rattus norvegicus,,,,Intermediate,,,In vivo,10766,,10116.0,50597,17717,
,N,A,CHEMBL618776,1,1,,BAO_0000218,Oral bioavailability in rat (dose 60 mg/kg p.o.),Rattus norvegicus,,,,Intermediate,,,In vivo,10767,,10116.0,50597,17717,
,N,A,CHEMBL618777,1,1,,BAO_0000218,Percent bioavailability (F) in rats after iv administration,Rattus norvegicus,,,,Intermediate,,,In vivo,10768,,10116.0,50597,4722,
,N,A,CHEMBL618778,1,1,,BAO_0000218,Percent bioavailability (F) in rats after oral dose of 10 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,10769,,10116.0,50597,4722,
,N,A,CHEMBL618779,1,1,,BAO_0000218,Bioavailability in rat (dose 5 uM/kg p.o.),Rattus norvegicus,,,,Intermediate,,,In vivo,10770,,10116.0,50597,4353,
,N,A,CHEMBL618780,1,1,,BAO_0000218,Oral bioavailability,Rattus norvegicus,,,,Intermediate,,,In vivo,10771,,10116.0,50597,15662,
,N,A,CHEMBL618781,1,1,,BAO_0000218,Bioavailability in rat (dose 2 mg/kg p.o.),Rattus norvegicus,,,,Intermediate,,,In vivo,10772,,10116.0,50597,4756,
,N,A,CHEMBL618782,1,1,,BAO_0000218,Percent bioavailability at the dose of 5 mg/Kg administered perorally in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,10773,,10116.0,50597,4756,
,N,A,CHEMBL618783,1,1,,BAO_0000218,Oral bioavailability in rat (dose 20 mg/kg),Rattus norvegicus,,,,Intermediate,,,In vivo,10774,,10116.0,50597,3436,
,N,A,CHEMBL618784,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10775,,10116.0,50597,17800,
,N,A,CHEMBL618785,1,1,,BAO_0000218,Percent oral bioavailability evaluated in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10776,,10116.0,50597,15762,
,N,A,CHEMBL618786,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10777,,10116.0,50597,5089,
,N,A,CHEMBL618787,1,1,,BAO_0000218,Percent oral bioavailability in rat; Not determined,Rattus norvegicus,,,,Intermediate,,,In vivo,10778,,10116.0,50597,5089,
,N,A,CHEMBL618788,1,1,,BAO_0000218,Oral bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10779,,10116.0,50597,3185,
,N,A,CHEMBL618789,1,1,,BAO_0000218,Bioavailability in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10780,,10116.0,50597,5145,
,N,A,CHEMBL618790,1,1,,BAO_0000218,Pharmacokinetic property (oral bioavailability) in rat (dose given as a solution),Rattus norvegicus,,,,Intermediate,,,In vivo,10781,,10116.0,50597,3457,
,N,A,CHEMBL618791,1,1,,BAO_0000218,Pharmacokinetic property (oral bioavailability) in rat (dose given as a suspension),Rattus norvegicus,,,,Intermediate,,,In vivo,10782,,10116.0,50597,3457,
,N,A,CHEMBL875843,1,1,,BAO_0000218,Pharmacokinetic property (F) was measured in rat at the dose of 0.32 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,10783,,10116.0,50597,5983,
,N,A,CHEMBL618792,1,1,,BAO_0000218,Oral bioavailability in rat (dose 20 mg/kg p.o.),Rattus norvegicus,,,,Intermediate,,,In vivo,10784,,10116.0,50597,5739,
,N,A,CHEMBL623395,1,1,,BAO_0000218,Cmax at a dose of 30 mg/kg in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10785,,10116.0,50597,3579,
,U,A,CHEMBL623396,1,0,,BAO_0000218,Cmax in monkeys at a dose of 1 mg/kg,Simiiformes,,,,Autocuration,,,In vivo,10786,,314293.0,22224,17788,
,N,A,CHEMBL623397,1,1,,BAO_0000218,Cmax in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,10787,,10116.0,50597,14956,
,N,A,CHEMBL623398,1,1,,BAO_0000218,Cmax in rats at a dose of 1 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,10788,,10116.0,50597,17788,
,N,A,CHEMBL623399,1,1,,BAO_0000218,Cmax was measured in mice after an oral dose of 50 mg/kg.,Mus musculus,,,,Intermediate,,,In vivo,10789,,10090.0,50594,9750,
,U,A,CHEMBL623400,1,0,,BAO_0000218,"Cmax value at a dose of 12.7 uM/kg, po",,,,,Autocuration,,,In vivo,10790,,,22224,12767,
,U,A,CHEMBL623401,1,0,,BAO_0000218,"Cmax value at a dose of 6.3 uM/kg, iv",,,,,Autocuration,,,In vivo,10791,,,22224,12767,
,U,A,CHEMBL623402,1,0,,BAO_0000218,"Cmax value at a dose of 7.1 uM/kg, iv",,,,,Autocuration,,,In vivo,10792,,,22224,12767,
,U,A,CHEMBL623403,1,0,,BAO_0000218,Cmax value of compound was determined after 1 hr,,,,,Autocuration,,,In vivo,10793,,,22224,12703,
,U,A,CHEMBL623404,1,0,,BAO_0000218,Cmax value of the compound,,,,,Autocuration,,,In vivo,10794,,,22224,15778,
,N,A,CHEMBL625997,1,1,,BAO_0000218,Cmax value administered intraintestinal in rats.,Rattus norvegicus,,,,Intermediate,,,In vivo,10795,,10116.0,50597,12818,
,N,A,CHEMBL625998,1,1,,BAO_0000218,Cmax value administered perorally was determined in rat; Not determined,Rattus norvegicus,,,,Intermediate,,,In vivo,10796,,10116.0,50597,14964,
