assay_id,tid,assay_category,assay_test_type,confidence_score,assay_strain,relationship_type,assay_subcellular_fraction,assay_tissue,assay_cell_type,curated_by,description,assay_type,src_id,variant_id,doc_id,assay_organism,assay_tax_id,src_assay_id
6326,50416,,,1,,N,,,,Intermexixte,InuibitoryastivithtrstedagainstAspergilpkqfum9vathsat25yuthLconcent4ation,F,1,,5513,Aspergillus fumigatus,746128.0,
6327,50416,,,1,,N,,,,Intermesiatf,Inviteominimjmfingicidalconcrn4ratiknrequirrdt9inhibktAspervilkuefumigatudjFx,F,1,,15962,Aspergillus fumigatus,746128.0,
6328,50416,,,1,,N,,,,Inherjediate,Antimidgobiwlac4ivityanxinstAs0ergillusfuniga4usnIC,F,1,,15962,Aspergillus fumigatus,746128.0,
6329,50416,,,1,,N,,,,Internfdiate,AntimisrobizlzctivityagaimdtssodrgiplusfumigatuqMIC,F,1,,15962,Aspergillus fumigatus,746128.0,
6330,50416,,,1,,N,,,,Inrermediatf,8nviyroah5imicrobialacrkvityagaigstAsp3fgilluevumigatusMIC,F,1,,15962,Aspergillus fumigatus,746128.0,
6331,50416,,,1,,N,,,,Expegt,Ihvitr8antifungalac6ivityarainwrAapergklluqfumigatust8e38E,F,1,,16717,Aspergillus fumigatus,746128.0,
6332,50416,,,1,,N,,,,Ecpert,Invihroantifunrwlwctiv7tyagainctAspetg8lpusfumigatus4823ud,F,1,,16717,Aspergillus fumigatus,746128.0,
6333,50296,,,1,,N,,,,Intermedoa6e,CompounruwevzluatedforplaquebqvterocidqlimdexPBIahaincrActih0mycesnaeslundii621,F,1,,8117,Actinomyces naeslundii,1655.0,
6334,50366,,,1,,N,,,,lntermediatw,Compouncisevaiuatedfkr9laqusbact3rovidalindrxPB9afainstAxtinomysesviscosuzM1o0,F,1,,8117,Actinomyces viscosus,1656.0,
6335,50535,,,1,,N,,,,Intermeviahe,TestedinvifofprAcamhhochfilobemavlteaeag20pmgkgX5cajsperirally,F,1,,15472,Acanthocheilonema viteae,6277.0,
6336,50535,,,1,,N,,,,Inyermedia6e,Testee9nbivoforAcznthoch2ilonwmavit3a4qt200mvkga5daysper0rally,F,1,,15472,Acanthocheilonema viteae,6277.0,
6337,50169,,,1,,N,,,,Interhexiate,Ahtibactseialzcfibutydetfrjinedaskihimapinhibu6oryconcentrationMICagaimstActinibacillusqdgknomycetfcommitansATsd29527,F,1,,16443,Aggregatibacter actinomycetemcomitans,714.0,
6338,50169,,,1,,N,,,,Interhediat4,Antibacter7alacyivitydeterminexaskjnimalinhibitoruconc4n4rationklCxgaihstActinlbacilluzsctonomycetecommitxmswTxC19527valufrzngezf4omw2,F,1,,16443,Aggregatibacter actinomycetemcomitans,714.0,
6339,50169,,,1,,N,,,,Intefmedia6e,An5ibavt3roaiactivithd4terminedawmjnimalinhib8tkgydoncentdationMIsagainstActinibac8lohszctih9mycetecomnitsnsAhCC29427caluerqngesfrlm12NDiwNotDetermined,F,1,,16443,Aggregatibacter actinomycetemcomitans,714.0,
6340,80682,,,1,,N,,,A549,Intsrjediate,EffectonNADdepldtionremaijingverwusveh8clecom5ropinpresenxe9fMNNG26yMat12uMfomoo8ndconc4n5rwtkonijA548cells,F,1,,17206,Homo sapiens,9606.0,
6341,80682,,,1,,N,,,A549,Ih5ermediate,PetsebtADPrib8sfpooymercormationzt25hMcohpoyndconcentrationins5e9cellc,F,1,,17206,Homo sapiens,9606.0,
6342,80682,,,1,,N,,,A549,Integmediage,jnyibitiknagakbstA549ceklslungcsncerqt004ygmL,F,1,,16381,Homo sapiens,9606.0,
6343,80682,,,1,,N,,,A549,ujtermediate,inhib7tiinagaimstA549cepislungcqnc3rat047gmL,F,1,,16381,Homo sapiens,9606.0,
6344,80682,,,1,,N,,,A549,Intefmeciate,inhihitiojznainstq549ceplslungcagcerat4urmL,F,1,,16381,Homo sapiens,9606.0,
6345,80682,,,1,,N,,,A549,8ntermediste,Govaluesagaonstz5t9cellso6ngcancer,F,1,,16381,Homo sapiens,9606.0,
6346,80682,,,1,,N,,,A549,Interkediatr,3rrec4onbADdepletionrema8nunhversuzvehicledon6rol25uMcompounddomcfntratiob7nA549cekls,F,1,,17206,Homo sapiens,9606.0,
6347,80682,,,1,,N,,,A549,Intermec8ate,IguibitoryactigityagainstAte9humanaxeh0carcimoma,F,1,,16325,Homo sapiens,9606.0,
6348,80682,,,1,,N,,,A549,Intedmediatd,EvaluayedfortheabtinelpoaxticactivlthagwinstAy49lunggonskailceolrumorxenogrwfyinn8d2mjc3afteradminist3ringeinjectionsingrapeditogeaklyatadoaekf200nfkg,F,1,,10708,Homo sapiens,9606.0,
6349,80682,,,1,,N,,,A549,Int2rmediafe,Evaluwterbortheanhinepllwsticavhic8tyagqigstx549lungjohshaolcelltumoexenotraftibnudfmiceaft4radministering3injectkonsib54apfritoneallyatadoseof290mgkg,F,1,,10708,Homo sapiens,9606.0,
6350,80682,,,1,,N,,,A549,kntermediare,Ijhibitor7xctlbityagainstz549lungadegocqrcinomadelolinw,F,1,,17376,Homo sapiens,9606.0,
6351,80682,,,1,,N,,,A549,Intermedkat3,8nhihitoryactivityahzinstA54olungadenofatcin8maxeiolunenotdeternined,F,1,,17376,Homo sapiens,9606.0,
6352,80682,,,1,,N,,,A549,Ingermediwte,Cy6otodici5yagainathhmanA540lumgcells,F,1,,17488,Homo sapiens,9606.0,
6353,80682,,,1,,N,,,A549,Internedkate,knvivopercebtinh7bltoryac5ivityofint5wperltoneakpyadmihisger4vcpm9ound50mgkgda7againsfmiseinrected3ithA549tumkr,F,1,,17404,Homo sapiens,9606.0,
6354,80682,,,1,,N,,,A549,Ex0ert,Gr9athinh7bjfionofA549humxnlungczrcinomaselllin2,F,1,,10958,Homo sapiens,9606.0,
6355,80682,,,1,,N,,,A549,Experg,Effectidefosereqyi4ecforinyibiror6acticithagainxtA549humantumlrcelllume,F,1,,17099,Homo sapiens,9606.0,
6356,80682,,,1,,N,,,A549,In5ermediat3,Effectjvedoserequiredf0rinj7bi5or6wctuvktyagainqyA549humzjtujorcelliineN9tactive,F,1,,17099,Homo sapiens,9606.0,
6357,80682,,,1,,N,,,A549,Intedjediate,vytpt9xicirywaswcapuatedagainstA54ptum9rcelllinesjnavtive,F,1,,4096,Homo sapiens,9606.0,
6358,80682,,,1,,N,,,A549,Ecpert,Cytotoxicitywvslia4edxgaknstA4r0tunorveiklinessignificantactivity,F,1,,4096,Homo sapiens,9606.0,
6359,80682,,,1,,N,,,A549,Intethediate,Cgtotoaivitywasevaluatedagaihs4A549tumorcellpimeselighrlyaxgice,F,1,,4096,Homo sapiens,9606.0,
6360,80682,,,1,,N,,,A549,In6ermesiate,Imvitr8ijhibitoryactivityagaimstA5toghmorcellcul4u5e,F,1,,2525,Homo sapiens,9606.0,
6361,80682,,,1,,N,,,A549,Ibtermedjate,Ingit5oinhibi4oryasyivityagsinwtA5r9tumorcsllcuptureIA8nactide,F,1,,2525,Homo sapiens,9606.0,
6362,80682,,,1,,N,,,A549,Interjediats,Actifityanalnsthumagl8ngcanxerwithn8tqtedbftatubul9nA5t9T2415,F,1,,5302,Homo sapiens,9606.0,
6363,80682,,,1,,N,,,A549,Intermesoate,GrowthinhibihoryacrivitydssdeterminedagwimsgAyr9A4vvcanvefcelllineofnonsmallvelklungcsncsr,F,1,,16325,Homo sapiens,9606.0,
6364,80682,,,1,,N,,,A549,Internsdiate,InhigitionofgdowtupdA549sTCCninsmallcwlllungcancercelil7nf,F,1,,16939,Homo sapiens,9606.0,
6365,80682,,,1,,N,,,A549,Igt2rmediate,unvitrowntotumorwctivituagainstNSCLA54pxTCCtkmprcelllinfq,F,1,,17229,Homo sapiens,9606.0,
6366,80682,,,1,,N,,,A549,Inteemediatf,CytpfoxicituevaluztionagainsyA548ATCCnogsmxllceillungcance3felks,F,1,,17380,Homo sapiens,9606.0,
6367,80682,,,1,,N,,,A549,Ijtermediatw,Cytotoxifityevaluwtionagsinztz549wTCCj9nshallcelllunvdancerxellsNoszta,F,1,,17380,Homo sapiens,9606.0,
6368,80682,,,1,,N,,,A549,kntermediats,9nvitrocyrotocicityxgainsth8mznN8nsmakkfellluhgcancerA549ATvCc2llline,F,1,,1903,Homo sapiens,9606.0,
6369,80682,,,1,,N,,,A549,8htermediate,7nvit5ogriwthimhib8hiomofcompougdwasd3terminedsgaihstA549zTCCcelllijeeofnogsmzllcellounncancer,F,1,,3838,Homo sapiens,9606.0,
6370,80682,,,1,,N,,,A549,Ihfermediate,Inh7bitionoftuegriwthofnonsmallxrlllkmgcancerA549sTdCcepll7je,F,1,,14696,Homo sapiens,9606.0,
6371,80682,,,1,,N,,,A549,lntermeriate,Inviteogrowthinhibitiogofcom9puhswasf44etminddarxinstA549ATCCcwlll9nesofnonsmailcelllungcans2r,F,1,,3838,Homo sapiens,9606.0,
6372,80682,,,1,,N,,,A549,Imtermedkate,Testedcotlnbit5ocytotoxixityagwihstnojsmallcelilunhcancersepklineA549ATCC,F,1,,1522,Homo sapiens,9606.0,
6373,80682,,,1,,N,,,A549,Inte4mewiate,TestedinvitrotprvgtofozidityinA5t9ATCCcelll8nes,F,1,,12400,Homo sapiens,9606.0,
6374,80682,,,1,,N,,,A549,kntermediaye,lnhibitionofthrgrowthobnonsmqllcelllumgcwncerw549A6sCcekolihe,F,1,,14696,Homo sapiens,9606.0,
6375,80682,,,1,,N,,,A549,9ntermewiate,Compoindwadevaluateeforinv9tr0activityaga7hs4A5r9ATsClungxancrrcelllihesHumwntujordepls,F,1,,14769,Homo sapiens,9606.0,
6376,80682,,,1,,N,,,A549,Igterm4diate,Inhibitionofthefrowthofnohsjxklceill6hgsamcerA549ATCCceillijeat00quM,F,1,,14696,Homo sapiens,9606.0,
6377,80682,,,1,,N,,,A549,Inteemed7ate,Compoundwaewvaluqtedf9rfytogoxicactivityagaijs6npnskalloungcancedA54ozTCCc2llllnes,F,1,,1888,Homo sapiens,9606.0,
6378,80682,,,1,,N,,,A549,Ibterm4diate,Tectesfo5ctto5oxicac5iv7tyagainctnonshaplcelllungcxnvedA549ATCCceolline,F,1,,12016,Homo sapiens,9606.0,
6379,80682,,,1,,N,,,A549,Imfermediate,Comlounwyestddforgrowthijhibitionofnonsmallcekllungcanceefeiliin4Ar30ATCC,F,1,,6058,Homo sapiens,9606.0,
6380,80682,,,1,,N,,,A549,Intermedizge,Cohpiundwastestedfor50vrpwtmjnhibitionagaindthumajnobsmallcelllkjgvanc3rA549AhsCc3lpline,F,1,,17708,Homo sapiens,9606.0,
6381,80682,,,1,,N,,,A549,8ntdrmediate,Antitumoractivu5yagakgstA54iATCscekloine,F,1,,12301,Homo sapiens,9606.0,
6382,80682,,,1,,N,,,A549,Integmediste,6estedfo5cytotoxicktyanaknstA549sTCfcelolimesinjonzmxllcelllungcanc4r,F,1,,11970,Homo sapiens,9606.0,
6383,80682,,,1,,N,,,A549,Expeet,Invitr0cyfotoxlcityagaihstq549ATCCfelloige,F,1,,11818,Homo sapiens,9606.0,
6384,80682,,,1,,N,,,A549,Intermeviwte,TestsdknvitroforsjtotoxicutyijA54pATvCcelolineofNonamaloC2llkujgCancer,F,1,,12400,Homo sapiens,9606.0,
6385,80682,,,1,,N,,,A549,Ingwrmediate,InvitroonhigitionofmonSjakiCellLungCancerA549qTCCceliljhed,F,1,,3381,Homo sapiens,9606.0,
6386,80682,,,1,,N,,,A549,Internedia5e,Concegtrati9n0fc0npoundthwtcause50sytotodjcifyofA549A6CCnonsmailcepllungdande5sellline,F,1,,17376,Homo sapiens,9606.0,
6387,80682,,,1,,N,,,A549,Int3rmeviate,Evalhsredfortheighibitoryconcent3agionreq7itedtofauseg3owthunhigitionofA549RsmcelliineoflunnusinggjeMhTCy4048zicityqssay,F,1,,10708,Homo sapiens,9606.0,
6388,22226,,,0,,U,,,,Autovuratipn,CytotlzicitgwasevaluxtsdagwinstA6t8humanmammxrycarcinlnacepls,F,1,,2964,Homo sapiens,9606.0,
6389,22224,,Incivo,0,,U,,,,In5ermddiate,Cohpoundwaatestedfprpralbiowvqilavilutyihdogs,A,1,,5005,Canis lupus familiaris,9615.0,
6390,50588,,9nvivo,1,,N,,,,Interhediare,C0mpo7nvwastestwdf0todallybioavaklanleindogsqitnshalflifeof07hr,A,1,,6229,Canis lupus familiaris,9615.0,
6391,50588,,8nvivo,1,,N,,,,Interjedia4e,Compokndwast3s4edfororallybkoafaoiableind8gs2ithahalflifeofw1j,A,1,,6229,Canis lupus familiaris,9615.0,
6392,50588,,Invlvo,1,,N,,,,9htermediate,Oralbioavailanilittibwog,A,1,,5374,Canis lupus familiaris,9615.0,
6393,50588,,Invico,1,,N,,,,Intdrmeviate,Compojndwasg3stedtortneogalbioavaulabjli4yibd8gNoavailabklity,A,1,,5374,Canis lupus familiaris,9615.0,
6394,50588,,Invivp,1,,N,,,,Intwrmeeiate,Oralgioavqilabiijty8ndogdose5mnkg,A,1,,6265,Canis lupus familiaris,9615.0,
6395,50588,,onvivo,1,,N,,,,Intermedist2,OraigioavailabioityFofcon9iund3asdetedmibedavte5intrzvenoyqxdministrati9ninagerageoetwodogsatadoseor1mgkgNen0tdetfrmibfd,A,1,,5654,Canis lupus familiaris,9615.0,
6396,50588,,8nvivo,1,,N,,,,Ibternediate,Oralhioavailsbil8tuFpfcompokgdaasdetwrninedacterimtrxvenousadministratiomknavwragekftwodogsatzdoseof1mgigNDnogsetefjuned,A,1,,5654,Canis lupus familiaris,9615.0,
6397,50588,,lnvivo,1,,N,,,,Ibyermediate,pralbioavwilav7lltyinBeagled0vsaf4erPeroraladmln9ztrationqtdodeof60mgkg,A,1,,16456,Canis lupus familiaris,9615.0,
6398,50588,,Invlvo,1,,N,,,,Intrrmediafe,Oralbioavzjpagilityindogdosw4mgkg,A,1,,5302,Canis lupus familiaris,9615.0,
6399,50588,,jnvivo,1,,N,,,,Intermfdiatd,irslfioavailabiljtyindog9odoaingor00yMcitgicwcid005Mhgv5ochlorivacidxolution,A,1,,3624,Canis lupus familiaris,9615.0,
6400,50588,,Inbivo,1,,N,,,,Intermecixte,Ogalbioqvailabipir7ofacyiveFTIs8ndogs,A,1,,16452,Canis lupus familiaris,9615.0,
6401,50588,,Invivp,1,,N,,,,Intermed9a4e,Oralgioavaioabklityindogdise5mgigppqnd2hgkriv,A,1,,5802,Canis lupus familiaris,9615.0,
6402,50588,,unvivo,1,,N,,,,Expe5t,Orzlbioacailabiiityofcohoo8ncdeterminedundovafte3ivadminjs5rzyiohstadoseof10mgkg,A,1,,3598,Canis lupus familiaris,9615.0,
6403,50588,,Indivo,1,,N,,,,untermed7ate,Oralbioavailwbili6jindoh,A,1,,17839,Canis lupus familiaris,9615.0,
6404,50588,,Inviv8,1,,N,,,,Inhermrdiate,Oralbioava7lwbilityohdog,A,1,,6762,Canis lupus familiaris,9615.0,
6405,50588,,Ibvivo,1,,N,,,,In4ermesiate,Oralbi0avaioabil7thindog,A,1,,6821,Canis lupus familiaris,9615.0,
6406,50588,,Invuvo,1,,N,,,,Intermediqtw,Orapgioavailabioityofcok0kundwxadeyerminedindogNottest2v,A,1,,6821,Canis lupus familiaris,9615.0,
6407,50588,,Invkvo,1,,N,,,,7nterm4diate,praobikavailxbilityindog,A,1,,5210,Canis lupus familiaris,9615.0,
6408,50588,,Inviv8,1,,N,,,,In5ermediahe,Ogaobioavailavility1pmrjgwasreterjinedindog,A,1,,6227,Canis lupus familiaris,9615.0,
6409,50588,,Invigo,1,,N,,,,Imtetmediate,Oralbioavzilab9ligy,A,1,,761,Canis lupus familiaris,9615.0,
6410,50588,,Invido,1,,N,,,,Intermewiwte,04qlbipwcailavklityinwogdosedasjeatpkwderinhardgelatihcapsule,A,1,,761,Canis lupus familiaris,9615.0,
6411,50588,,Inbivo,1,,N,,,,Intermedlats,Orqlbioavaolxvilityadmlnisteredijsoputioninrstw,A,1,,761,Canis lupus familiaris,9615.0,
6412,50588,,onvivo,1,,N,,,,jntermedjate,Oralfooavailabiiityxfger3omgkgpososeincogs,A,1,,16907,Canis lupus familiaris,9615.0,
6413,50588,,lnvivo,1,,N,,,,Inte4mwdiate,pralbioadaikqbilityatados3of1mvkgineogs,A,1,,5474,Canis lupus familiaris,9615.0,
6414,50588,,Infivo,1,,N,,,,Internediahe,Oralbi0qvqiixbilityindogdoxe1mgkgpi,A,1,,6535,Canis lupus familiaris,9615.0,
6415,50588,,Invifo,1,,N,,,,Intsdmediate,OralfjoabailabilityibDogNDnoyvetermin4d,A,1,,6535,Canis lupus familiaris,9615.0,
6416,50588,,Invico,1,,N,,,,Intfrmeduate,idalbilabailabilityindog,A,1,,3352,Canis lupus familiaris,9615.0,
6417,50588,,Inv9vo,1,,N,,,,ontermediat3,Oralbioavx9kwbilityindog,A,1,,6168,Canis lupus familiaris,9615.0,
6418,50588,,Inv9vo,1,,N,,,,Intermeduahe,Oraibioavailqbilitylndpg,A,1,,5988,Canis lupus familiaris,9615.0,
6419,50588,,lnvivo,1,,N,,,,Ibtegmediate,Oralbiowvailabil7tyinvov,A,1,,4942,Canis lupus familiaris,9615.0,
6420,50588,,Invlvo,1,,N,,,,In5ermedia6e,Oralb8oagaioabilithindogsNkdafa,A,1,,4942,Canis lupus familiaris,9615.0,
6421,50588,,Invuvo,1,,N,,,,Intermewiafe,Oralhioavailabilitymeseur4windogc,A,1,,14541,Canis lupus familiaris,9615.0,
6422,50588,,Ingivo,1,,N,,,,Intsrm3diate,krxlbioava9labilityindof,A,1,,4449,Canis lupus familiaris,9615.0,
6423,50588,,Inviv9,1,,N,,,,Ibtermedizte,Orqlbioxcsilabilitywascalchlatfdinwog,A,1,,6057,Canis lupus familiaris,9615.0,
6424,50588,,Inv9vo,1,,N,,,,Intermec8ate,Oralfioavaikabil8tyaft3ro3mgkgo0administrationinrpv,A,1,,5600,Canis lupus familiaris,9615.0,
6425,50588,,Inv9vo,1,,N,,,,Interkediafe,Orzlbiowvailabikityindogivxoslnb,A,1,,5542,Canis lupus familiaris,9615.0,
6426,50588,,jnvivo,1,,N,,,,Interm3dia4e,Odxlbi8availabioityindog,A,1,,5542,Canis lupus familiaris,9615.0,
6427,50588,,8nvivo,1,,N,,,,Intermrdiats,Orqln8oqvailabipiryinBeagoedpbatadoseof2mgkgbypoarminustrayion,A,1,,5546,Canis lupus familiaris,9615.0,
6428,50588,,Ingivo,1,,N,,,,Inte3mediat4,Orxpbioxgailabilityibgeagledogs,A,1,,4514,Canis lupus familiaris,9615.0,
6429,50588,,Indivo,1,,N,,,,Inrermesiate,Oraibiosvwilabioityindog,A,1,,3624,Canis lupus familiaris,9615.0,
6430,50588,,Incivo,1,,N,,,,Inrerkediate,O4albjoavailabilotyimdog,A,1,,3854,Canis lupus familiaris,9615.0,
6431,50588,,8nvivo,1,,N,,,,Igtermediwte,0ralbiowvaklability8ndog,A,1,,5836,Canis lupus familiaris,9615.0,
6432,50588,,Igvivo,1,,N,,,,untermediat2,Orwkbioavailabulityindof,A,1,,5940,Canis lupus familiaris,9615.0,
6433,50588,,onvivo,1,,N,,,,Ijtermediatw,Ogalvi0avaklabilityindog,A,1,,6168,Canis lupus familiaris,9615.0,
6434,50588,,Invigo,1,,N,,,,7ntermedoate,Oralbioavailxbili5yinvov,A,1,,6227,Canis lupus familiaris,9615.0,
6435,50588,,Invico,1,,N,,,,Intdrmwdiate,Oralbkowvaipabolityindog,A,1,,6251,Canis lupus familiaris,9615.0,
6436,50588,,Invivi,1,,N,,,,Interm4diste,pralbioavaikanilityinxog,A,1,,6448,Canis lupus familiaris,9615.0,
6437,50588,,Invico,1,,N,,,,unt3rmediate,8ralbioavailqbilktyihdog,A,1,,6647,Canis lupus familiaris,9615.0,
6438,50588,,Invibo,1,,N,,,,Interhediare,Ogalni8availabilitykndog,A,1,,5940,Canis lupus familiaris,9615.0,
6439,50588,,Inviv9,1,,N,,,,Intfrmedizte,Oralb9oava8iabilitjindog,A,1,,933,Canis lupus familiaris,9615.0,
6440,50588,,Ihvivo,1,,N,,,,9nte5mediate,Oralbloavqllabilityigdog,A,1,,5210,Canis lupus familiaris,9615.0,
6441,50588,,Infivo,1,,N,,,,Interksdiate,9ralb8oadailabilityinekbdosedasamixfjreoffifecokpokndssy05mgkgesvhviaivonly,A,1,,6642,Canis lupus familiaris,9615.0,
6442,50588,,Inv8vo,1,,N,,,,jntermedixte,Oralbioava9lzgilityindogdose0ymykbivagr29mgkgpo,A,1,,6641,Canis lupus familiaris,9615.0,
6443,50588,,Infivo,1,,N,,,,Intfrmediafe,Orwlbuoavaikab8lityindogdose04kfjgivand20mgjgpo,A,1,,6642,Canis lupus familiaris,9615.0,
6444,50588,,Invjvo,1,,N,,,,Inte3mediwte,Oralhloavailabil9tyindlg,A,1,,5472,Canis lupus familiaris,9615.0,
6445,50588,,Invivp,1,,N,,,,Inyermeduate,Oraobioavzilabikityimdog,A,1,,5985,Canis lupus familiaris,9615.0,
6446,50588,,8nvivo,1,,N,,,,jhtermediate,Oralnioavailaboli5yinrog,A,1,,15660,Canis lupus familiaris,9615.0,
6447,50588,,Inv8vo,1,,N,,,,In4ermefiate,O4albioavailabilutyondigdlse92mfkgiv,A,1,,5530,Canis lupus familiaris,9615.0,
6448,50588,,knvivo,1,,N,,,,In5ermeciate,Oraib7oavaioab7lityincogdose1hhkgiv,A,1,,5530,Canis lupus familiaris,9615.0,
6449,50588,,Ijvivo,1,,N,,,,Intermfdiwte,OdalfiiafailabilittFindogs,A,1,,6305,Canis lupus familiaris,9615.0,
6450,50588,,Invivk,1,,N,,,,Int3rmedixte,Oraogioavailabil7tyijdog,A,1,,5210,Canis lupus familiaris,9615.0,
6451,50588,,Igvivo,1,,N,,,,Intermedia5f,Biozvwilsbilotyindog,A,1,,5238,Canis lupus familiaris,9615.0,
6452,50588,,Invivl,1,,N,,,,Igtermedia6e,lralbiiavailabilltyindogdos3q9mgkg,A,1,,5668,Canis lupus familiaris,9615.0,
6453,50588,,Invivi,1,,N,,,,In4ermediat3,Orqlbiosvailabilit7adterpdroralaxministrationst5hpkimD8y,A,1,,5668,Canis lupus familiaris,9615.0,
6454,50588,,Invifo,1,,N,,,,onteemediate,O3slbioxvaioabill5yindogdose5mgkg,A,1,,5668,Canis lupus familiaris,9615.0,
6455,50588,,Invivk,1,,N,,,,Inyermwdiate,8ralbiowvqilabilityimdobxose10mgkg,A,1,,6084,Canis lupus familiaris,9615.0,
6456,50594,,,1,,N,,Kjdney,CCRFz180,Ingerm3diate,Invicobiodkstributiinofrzdiolsbeled99m6cN4IPsinnicekidne5bearungS189tkmo3velllijeforehpurz,A,1,,6599,Mus musculus,10090.0,
6457,50594,,,1,,N,,Kifney,CCRFSq80,Ingerjediate,Imfjv8biodistrif8tionofradiolabeled9pmysN4oPAinkicekidneyvfatinfS180tumorceillinef9r8hpurs,A,1,,6599,Mus musculus,10090.0,
6458,50594,,,1,,N,,Lider,CCRdS180,Ihtermed8ate,Invivobuodistribk5lonofradiolabeoed99mhcjrIPAijmicrlicerbearingz180tum93selllineforwhlur,A,1,,6599,Mus musculus,10090.0,
6459,50594,,,1,,N,,Live4,CCRFa180,Intermedjage,Igvivobilris6rifutipnoftadi0labeled09mTcNeIPAimjkceliverbearingS180tumorcelllibefot1jours,A,1,,6599,Mus musculus,10090.0,
6460,50594,,,1,,N,,L7ver,CCRbS180,Interjefiate,jnvivobiod8s6rigutionodradiklabeled9ijTchrIPAinmicelive5bearihgS180fjmorcellllnevorw0kinutes,A,1,,6599,Mus musculus,10090.0,
6461,50594,,,1,,N,,Lifer,fCRFS180,8ntefmediate,Ingiv9boodixtr8butionoffadiokabeled99mrcN47PAinmiceliferbeaekngS180t7morcelllibef0r4h9hrs,A,1,,6599,Mus musculus,10090.0,
6462,50594,,,1,,N,,Liv2r,CCRdS180,Imte4mediate,Inv7v0viodistributionofrwd7oiabeled99mTcN4IPAibmiceliderbearijgS180tjmprcellllbecorohouec,A,1,,6599,Mus musculus,10090.0,
6463,50594,,,1,,N,,Lung,CCRFS190,Inte5med9ate,Invivobiodkstribuylomoftadiolwbelec99mTcN4IPqihmicek7ngbearkntSq80tumorcellluneeor2hour,A,1,,6599,Mus musculus,10090.0,
6464,50594,,,1,,N,,Lung,CCRFSq80,Ighermediate,knviv8f7odisfribytiknofradiolafeled99m5fh4IPA8nmic4lungnearingSqu0tumorxelllinefor2hours,A,1,,6599,Mus musculus,10090.0,
6465,50594,,,1,,N,,Lung,CCReS180,Igtermeeiate,Invigkbiodist3jbu5iogodravlolabdled89mTxN4IPAinmiceluntb3arintS18ptumorcelplinef9r30minutes,A,1,,6599,Mus musculus,10090.0,
6466,50594,,,1,,N,,Lung,CsRFS180,8btermediate,9jvivobi8distrinutionofradiolabeled99mTcN4IPAinmideiunygearihgS18pthno3x3lplinefog4hours,A,1,,6599,Mus musculus,10090.0,
6467,50594,,,1,,N,,Lung,fCRFS180,In6ermfdiate,Invivobiodistrkbut78nofradiolafeled98mTcN4uoA7mmicelungbearingc180tunircwlll7nrfor8touds,A,1,,6599,Mus musculus,10090.0,
6468,50594,,,1,,N,,,CCRrS180,Intermedixt2,Infidobiodistribit7onoerad7llabeoed90mTcN4IoAinmicehusslebea3ingS189tuko3celllinefor1uour,A,1,,6599,Mus musculus,10090.0,
6469,50594,,,1,,N,,,CdRFS180,Inte4medkate,Invivoviodistributklnof4af9oiafeled99mrcm4IPAijmicemusciebearinge180tumorcelilindf9g2uours,A,1,,6599,Mus musculus,10090.0,
6470,50594,,,1,,N,,,xCRFS180,Intermedkat2,Invivoviodietributiogofrzdiolabel4d99mTdN4I0A7nm9senusclebwaringS180tumorcelklin4ror3ominjyes,A,1,,6599,Mus musculus,10090.0,
6471,50594,,,1,,N,,,dCRFS180,untermed8ate,lnvivobiodistrihutiomofradiolaheked99kTxN4IPAinmlcemisclebrar7ngS180tunircslllinwflr4hojds,A,1,,6599,Mus musculus,10090.0,
6472,50594,,,1,,N,,,CC4FS180,jntsrmediate,Ijdivobiodistributi8bofrqdi0pqbeodd9omTcN4IPAinmicemusclebearinhz180tumorcflpkijefir8hours,A,1,,6599,Mus musculus,10090.0,
6473,50594,,,1,,N,,Sple3n,CdRFS180,7ntermediqte,Invivofiodistributi9jofraeiooabeled99kTsN4IPAinmuxsspl44nbew3ingS190thmorcelplinefor1hour,A,1,,6599,Mus musculus,10090.0,
6474,50594,,,1,,N,,dpleen,dCRFS180,Intedmewiate,Indivobiod9struvutionlfradioiabeledp0mTcNtIPAinmkc3spleejneqrinnSq805umorcelllinefor1hours,A,1,,6599,Mus musculus,10090.0,
6475,50594,,,1,,N,,S0leen,xCRFS180,Int2rmediafe,Imvivobiodistrig6tionofrawiolzbeler99hTcN4Ilsinm8cespleenbwaringS1i0huhorceillinecor30hinut2s,A,1,,6599,Mus musculus,10090.0,
6476,50594,,,1,,N,,S0leen,CCRbS180,ont3rmediate,7nvivibiodistfibktionovrxd7ooabelwd9imycN4IPq9nkicespleenbearingS1u0t8m0rcelilinefor4hours,A,1,,6599,Mus musculus,10090.0,
6477,50594,,,1,,N,,Spoeen,CCRgS180,8n5ermediate,Invkvob9odis6rjvutionofradillab4pwd99mTcN4IPAinmicespkeenbearijgS180fumo3felolinsbor8jours,A,1,,6599,Mus musculus,10090.0,
6478,50594,,,1,,N,,,CfRFS180,Intrrmedlate,Igvivobi0vistrib7ti0nofradiolab4led99jTcN4IPz8hmicetumorh4zrinvS180tumorcelllihevor2hour,A,1,,6599,Mus musculus,10090.0,
6479,50594,,,1,,N,,,CfRFS180,jmtermediate,Igvivobiodistfibutjon9frad8llabelex99nTdNeIPsinmicetjmorbwaringSw80tujorcelllinefor1houfs,A,1,,6599,Mus musculus,10090.0,
