assays_ss_d,assays_ss_sbclllr_frctn,assays_dc_d,assays_ss_ctgr,assays_ss_tx_d,assays_ss_cll_tp,assays_ss_tss,assays_ss_tp,assays_ss_strn,assays_b_frmt,assays_tss_d,assays_crtd_b,assays_src_d,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_vrnt_d
9229,,14512,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL626897,,
9230,,6230,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626898,,
9231,,3364,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626899,,
9232,,6874,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626900,,
9233,,857,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626901,,
9234,,858,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626902,,
9235,,858,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626903,,
9236,,5355,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL874443,,
9237,,5355,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626904,,
9238,,6305,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626905,,
9239,,13501,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL873830,,
9240,,17594,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626906,,
9241,,4186,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL631076,,
9242,,2932,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL631077,,
9243,,17065,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631078,,
9244,,15765,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631079,,
9245,,2713,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631080,,
9246,,2661,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631081,,
9247,,2661,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631239,,
9248,,740,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL631240,,
9249,,6597,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL631241,,
9250,,2959,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL631242,,
9251,,17594,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL631243,,
9252,,17596,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL874444,,
9253,,17594,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL631244,,
9254,,3293,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631245,,
9255,,6757,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627162,,
9256,,6757,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627163,,
9257,,6757,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627164,,
9258,,5979,,10116.0,,Kidney,A,,BAO_0000218,2113.0,Intermediate,1,,CHEMBL627165,,
9259,,5979,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627166,,
9260,,5979,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627167,,
9261,,4026,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627822,,
9262,,5355,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627823,,
9263,,5355,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627824,,
9264,,5355,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627825,,
9265,,5633,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627826,,
9266,,1716,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627827,,
9267,,1716,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627828,,
9268,,4689,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627829,,
9269,,4527,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627830,,
9270,,4527,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627831,,
9271,,15662,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627832,,
9272,,4413,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627833,,
9273,,3598,,10116.0,,,A,,BAO_0000218,,Expert,1,,CHEMBL627834,,
9274,,3598,,10116.0,,,A,,BAO_0000218,,Expert,1,,CHEMBL628004,,
9275,,5964,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628005,,
9276,,4689,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628006,,
9277,,4186,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628007,,
9278,,5510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625676,,
9279,,17858,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631309,,
9280,,17804,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631310,,
9281,,6106,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631311,,
9282,,5964,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631312,,
9283,,4026,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631313,,
9284,,4756,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631314,,
9285,,4756,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631315,,
9286,,5862,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631316,,
9287,,5862,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631317,,
9288,,6644,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL874471,,
9289,,5871,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631318,,
9290,,5919,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL631319,,
9291,,5939,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631320,,
9292,,5939,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631321,,
9293,,10,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631322,,
9294,,11149,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631323,,
9295,,5302,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631324,,
9296,,17796,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631325,,
9297,,4890,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631326,,
9298,,6011,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631327,,
9299,,5375,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631328,,
9300,,17764,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL631329,,
9301,,4368,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627217,,
9302,,5610,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626352,,
9303,,5833,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626353,,
9304,,4257,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626354,,
9305,,5937,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626355,,
9306,,5932,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626356,,
9307,,5932,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626357,,
9308,,17411,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626358,,
9309,,17411,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626359,,
9310,,17771,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL626360,,
9311,,1628,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626361,,
9312,,1628,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626362,,
9313,,17411,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626363,,
9314,,4910,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626970,,
9315,,4910,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626971,,
9316,,4910,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL626972,,
9317,,4910,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL626973,,
9318,,4910,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL626974,,
9319,,4910,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL874592,,
9320,,5510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626975,,
9321,,5510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626976,,
9322,,5510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626977,,
9323,,5510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626978,,
9324,,16427,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626979,,
9325,,4689,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL626980,,
9326,,11450,,10116.0,,Blood,A,,BAO_0000218,178.0,Intermediate,1,,CHEMBL626981,,
9327,,11450,,10116.0,,Blood,A,,BAO_0000218,178.0,Intermediate,1,,CHEMBL626982,,
9328,,11450,,10116.0,,Blood,A,,BAO_0000218,178.0,Intermediate,1,,CHEMBL626983,,
9329,,11450,,10116.0,,Blood,A,,BAO_0000218,178.0,Intermediate,1,,CHEMBL622522,,
9330,,11450,,10116.0,,Blood,A,,BAO_0000218,178.0,Intermediate,1,,CHEMBL622523,,
9331,,11450,,10116.0,,Blood,A,,BAO_0000218,178.0,Intermediate,1,,CHEMBL622524,,
9332,,11450,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL622525,,
9333,,11450,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL622526,,
9334,,11450,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL619849,,
9335,,11450,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL619850,,
9336,,11450,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL623864,,
9337,,11450,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL623865,,
9338,,11450,,10116.0,,Heart,A,,BAO_0000218,948.0,Intermediate,1,,CHEMBL623866,,
9339,,11450,,10116.0,,Heart,A,,BAO_0000218,948.0,Intermediate,1,,CHEMBL623867,,
9340,,11450,,10116.0,,Heart,A,,BAO_0000218,948.0,Intermediate,1,,CHEMBL877615,,
9341,,11450,,10116.0,,Heart,A,,BAO_0000218,948.0,Intermediate,1,,CHEMBL623868,,
9342,,11450,,10116.0,,Heart,A,,BAO_0000218,948.0,Intermediate,1,,CHEMBL623869,,
9343,,11450,,10116.0,,Heart,A,,BAO_0000218,948.0,Intermediate,1,,CHEMBL623870,,
9344,,16434,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL623871,,
9345,,16434,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL623872,,
9346,,16435,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL622129,,
9347,,16435,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL622130,,
9348,,16435,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL622131,,
9349,,16435,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL622132,,
9350,,16435,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL622133,,
9351,,16435,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL622134,,
9352,,16435,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL622135,,
9353,,16435,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL622136,,
9354,,16434,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL622137,,
9355,,16434,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL622138,,
9356,,16434,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL623017,,
9357,,16434,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL623018,,
9358,,16434,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL623019,,
9359,,16434,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL623020,,
9360,,16434,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL623021,,
9361,,16434,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL623022,,
9362,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL623023,,
9363,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL623024,,
9364,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL623025,,
9365,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620545,,
9366,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620546,,
9367,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620547,,
9368,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620548,,
9369,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620549,,
9370,,16434,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620550,,
9371,,16434,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620551,,
9372,,16434,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620552,,
9373,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620553,,
9374,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620554,,
9375,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL875845,,
9376,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620555,,
9377,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620556,,
9378,,16435,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL620557,,
9379,,16434,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL620558,,
9380,,16434,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL620559,,
9381,,16434,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622939,,
9382,,16434,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622940,,
9383,,16434,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622941,,
9384,,16434,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622942,,
9385,,16434,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622943,,
9386,,16434,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622944,,
9387,,16435,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622945,,
9388,,16435,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622946,,
9389,,3341,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622947,,
9390,,3634,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL622948,,
9391,,3634,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL622949,,
9392,,4839,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622950,,
9393,,5005,,9544.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL622951,,
9394,,5005,,10116.0,,Plasma,A,,BAO_0000366,1969.0,Intermediate,1,,CHEMBL622952,,
9395,,5005,,10116.0,,Plasma,A,,BAO_0000366,1969.0,Intermediate,1,,CHEMBL622953,,
9396,,1094,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL873818,,
9397,,5031,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622954,,
9398,,6518,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622955,,
9399,,6518,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL875229,,
9400,,6518,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622956,,
9401,,6518,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622957,,
9402,,5408,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL622958,,
9403,,5408,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL622959,,
9404,,5408,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL622960,,
9405,,5408,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL622961,,
9406,,4687,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622962,,
9407,,6640,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622963,,
9408,,6640,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622964,,
9409,,6641,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622965,,
9410,,6640,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622966,,
9411,,6641,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL622967,,
9412,,17411,,10116.0,,Kidney,A,,BAO_0000218,2113.0,Intermediate,1,,CHEMBL622968,,
9413,,17411,,10116.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL622969,,
9414,,17411,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL875327,,
9415,,6570,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628638,,
9416,,6570,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628639,,
9417,,17411,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625840,,
9418,,4722,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625841,,
9419,,5978,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625842,,
9420,,5978,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625843,,
9421,,5978,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625844,,
9422,,5978,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL873822,,
9423,,5978,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625845,,
9424,,5978,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627059,,
9425,,5978,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627060,,
9426,,5978,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627061,,
9427,,4762,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627709,,
9428,,5327,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627710,,
9429,,4847,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627711,,
9430,,17720,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL627712,,
9431,,4723,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627713,,
9432,,4723,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627714,,
9433,,4256,,9541.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627889,,
9434,,4256,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627890,,
9435,,4722,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627891,,
9436,,6535,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL627892,,
9437,,6535,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL627893,,
9438,,1435,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL627894,,
9439,,1435,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL627895,,
9440,,5206,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627896,,
9441,,6080,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL627897,,
9442,,4449,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627898,,
9443,,6057,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627899,,
9444,,6057,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL873823,,
9445,,3747,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627900,,
9446,,17858,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627901,,
9447,,16365,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627902,,
9448,,16365,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627903,,
9449,,5031,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627904,,
9450,,4722,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627905,,
9451,,6078,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627906,,
9452,,6078,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627907,,
9453,,6078,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL876783,,
9454,,6078,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627908,,
9455,,17065,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627909,,
9456,,1353,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627910,,
9457,,1353,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627911,,
9458,,1353,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627912,,
9459,,1353,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627913,,
9460,,1353,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627914,,
9461,,16423,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627915,,
9462,,16423,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627916,,
9463,,6062,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627917,,
9464,,6056,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627918,,
9465,,5182,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627919,,
9466,,6410,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627920,,
9467,,6410,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627921,,
9468,,4723,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627922,,
9469,,4723,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL876784,,
9470,,4723,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627923,,
9471,,4723,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626208,,
9472,,4723,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626209,,
9473,,4723,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626210,,
9474,,2463,,10116.0,,Plasma,A,,BAO_0000218,1969.0,Intermediate,1,,CHEMBL627994,,
9475,,4709,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627995,,
9476,,4075,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627996,,
9477,,5394,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627997,,
9478,,2661,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627998,,
9479,,2661,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628640,,
9480,,2661,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628641,,
9481,,2661,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628642,,
9482,,17791,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628643,,
9483,,2591,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628644,,
9484,,6567,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628645,,
9485,,6211,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628646,,
9486,,5529,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628647,,
9487,,5408,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628648,,
9488,,5408,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625358,,
9489,,5408,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625359,,
9490,,5408,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625360,,
9491,,429,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625361,,
9492,,429,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625362,,
9493,,429,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625363,,
9494,,4796,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625364,,
9495,,5974,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625365,,
9496,,5974,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625366,,
9497,,5974,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625367,,
9498,,11450,,10116.0,,Kidney,A,,BAO_0000218,2113.0,Intermediate,1,,CHEMBL625368,,
9499,,11450,,10116.0,,Kidney,A,,BAO_0000218,2113.0,Intermediate,1,,CHEMBL625369,,
9500,,11450,,10116.0,,Kidney,A,,BAO_0000218,2113.0,Intermediate,1,,CHEMBL625370,,
9501,,11450,,10116.0,,Kidney,A,,BAO_0000218,2113.0,Intermediate,1,,CHEMBL625371,,
9502,,11450,,10116.0,,Kidney,A,,BAO_0000218,2113.0,Intermediate,1,,CHEMBL625372,,
9503,,11450,,10116.0,,Kidney,A,,BAO_0000218,2113.0,Intermediate,1,,CHEMBL625373,,
9504,,11450,,10116.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL625374,,
9505,,11450,,10116.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL877593,,
