title,year,authors,id,venue
wave-indices : indexing evolving databases,1997,"n shivakumar , h garcia-molina",1398,sigmod conference
picodmbs : scaling down database techniques for the smartcard,2000,"c bobineau , l bouganim , p pucheral , p valduriez",1399,vldb
concurrency in the data warehouse,2000,r taylor,1400,vldb
revisiting commit processing in distributed database systems,1997,"r gupta , j haritsa , k ramamritham",1401,sigmod conference
"ordering information , conference organizers , program committees , additional reviewers , additional demonstrations reviewers , sponsors , vldb endowment , preface , foreword",2000,,1402,
"lessons from wall street : case studies in configuration , tuning , and distribution ( tutorial )",1997,,1403,
temporal aggregation in active database rules,1997,"i motakis , c zaniolo",1404,sigmod conference
controlling data warehouses with knowledge networks,2000,"e schaefer , j becker , a boehmer , m jarke",1405,vldb
e.piphany epicenter technology overview,2000,s ramaswamy,1406,vldb
secure transaction processing in firm real-time database systems,1997,"b george , j haritsa",1407,sigmod conference
on efficiently implementing schemasql on an sql database system,1999,"l lakshmanan , f sadri , s subramanian",1408,vldb
the dangers of replication and a solution,1996,"j gray , p helland , p o'neil , d shasha",1409,sigmod conference
performance tradeoffs for client-server query processing,1996,"m franklin , b jѓnsson , d kossmann",1410,sigmod conference
"physical data independence , constraints , and optimization with universal plans",1999,"a deutsch , l popa , v tannen",1411,vldb
user-defined table operators : enhancing extensibility for ordbms,1999,"m jaedicke , b mitschang",1412,vldb
random i/o scheduling in online tertiary storage systems,1996,"b hillyer , a silberschatz",1413,sigmod conference
hot mirroring : a study to hide parity upgrade penalty and degradations during rebuilds for raid5,1996,"k mogi , m kitsuregawa",1414,sigmod conference
unrolling cycles to decide trigger termination,1999,"s lee , t ling",1415,vldb
on-line reorganization of sparsely-populated b + trees,1996,"c zou , b salzberg",1416,sigmod conference
similarity search in high dimensions via hashing,1999,"a gionis , p indyk , r motwani",1417,vldb
optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,1999,"a hinneburg , d keim",1418,vldb
birch : an efficient data clustering method for very large databases,1996,"t zhang , r ramakrishnan , m livny",1419,sigmod conference
"o-o , what have they done to db2 ?",1999,"m carey , d chamberlin , s narayanan , b vance , d doole , s rielau , r swagerman , n mattos",1420,vldb
query caching and optimization in distributed mediator systems,1996,"s adali , k candan , y papakonstantinou , v subrahmanian",1421,sigmod conference
two techniques for on-line index modification in shared nothing parallel databases,1996,"k achyutuni , e omiecinski , s navathe",1422,sigmod conference
what can hierarchies do for data warehouses ?,1999,"h jagadish , l lakshmanan , d srivastava",1423,vldb
relational databases for querying xml documents : limitations and opportunities,1999,"j shanmugasundaram , k tufte , c zhang , g he , d dewitt , j naughton",1424,vldb
rapid bushy join-order optimization with cartesian products,1996,"b vance , d maier",1425,sigmod conference
performance measurements of compressed bitmap indices,1999,t johnson,1426,vldb
objectivity industrial exhibit,1998,o objectivity,1427,vldb
idea : interactive data exploration and analysis,1996,"p selfridge , d srivastava , l wilson",1428,sigmod conference
optimizing queries over multimedia repositories,1996,"s chaudhuri , l gravano",1429,sigmod conference
loading a cache with query results,1999,"l haas , d kossmann , i ursu",1430,vldb
query optimization for xml,1999,"j mchugh , j widom",1431,vldb
sql query optimization : reordering for a general class of queries,1996,"p goel , b iyer",1432,sigmod conference
probabilistic optimization of top n queries,1999,"d donjerkovic , r ramakrishnan",1433,vldb
bess : storage support for interactive visualization systems,1996,"a biliris , t funkhouser , w o'connell , e panagos",1434,sigmod conference
multi-dimensional substring selectivity estimation,1999,"h jagadish , o kapitskaia , r ng , d srivastava",1435,vldb
capbased-ams : a capability-based and event-driven activity management system,1996,"p hung , h yeung , k karlapalem",1436,sigmod conference
quality-driven integration of heterogenous information systems,1999,"f naumann , u leser , j freytag",1437,vldb
"data mining using two-dimensional optimized accociation rules : scheme , algorithms , and visualization",1996,"t fukuda , y morimoto , s morishita , t tokuyama",1438,sigmod conference
mining quantitative association rules in large relational tables,1996,"r srikant , r agrawal",1439,sigmod conference
integrating heterogenous overlapping databases through object-oriented transformations,1999,"v josifovski , t risch",1440,vldb
issues in network management in the next millennium,1999,"m brodie , s chaudhuri",1441,vldb
databases and visualization,1996,d keim,1442,sigmod conference
networked data management design points,1999,j hamilton,1443,vldb
data mining techniques,1996,j han,1444,sigmod conference
dbsim : a simulation tool for predicting database performance,1996,"m lefler , m stokrp , c wong",1445,sigmod conference
in cyber space no one can hear you scream,1999,c pound,1446,vldb
dbminer : interactive mining of multiple-level knowledge in relational databases,1996,"j han , y fu , w wang , j chiang , o zaяane , k koperski",1447,sigmod conference
spirit : sequential pattern mining with regular expression constraints,1999,"m garofalakis , r rastogi , k shim",1448,vldb
a framework for supporting data integration using the materialized and virtual approaches,1996,"r hull , g zhou",1449,sigmod conference
microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes,1999,a blum,1450,vldb
change detection in hierarchically structured information,1996,"s chawathe , a rajaraman , h garcia-molina , j widom",1451,sigmod conference
"the new locking , logging , and recovery architecture of microsoft sql server 7.0",1999,d campbell,1452,vldb
the value of merge-join and hash-join in sql server,1999,g graefe,1453,vldb
a query language and optimization techniques for unstructured data,1996,"p buneman , s davidson , g hillebrand , d suciu",1454,sigmod conference
voodb : a generic discrete-event random simulation model to evaluate the performances of oodbs,1999,"j darmont , m schneider",1455,vldb
accessing relational databases from the world wide web,1996,"t nguyen , v srinivasan",1456,sigmod conference
goal-oriented buffer management revisited,1996,"k brown , m carey , m livny",1457,sigmod conference
building light-weight wrappers for legacy web data-sources using w4f,1999,"a sahuguet , f azavant",1458,vldb
aqua : a fast decision support systems using approximate query answers,1999,"s acharya , p gibbons , v poosala",1459,vldb
evaluating queries with generalized path expressions,1996,"v christophides , s cluet , g moerkotte",1460,sigmod conference
repeating history beyond aries,1999,c mohan,1461,vldb
cost-based optimization for magic : algebra and implementation,1996,"p seshadri , j hellerstein , h pirahesh , t leung , r ramakrishnan , d srivastava , p stuckey , s sudarshan",1462,sigmod conference
online feedback for nested aggregate queries with multi-threading,1999,"k tan , c goh , b ooi",1463,vldb
algorithms for deferred view maintenance,1996,"l colby , t griffin , l libkin , i mumick , h trickey",1464,sigmod conference
the persistent cache : improving oid indexing in temporal object-oriented database systems,1999,k nјrvхg,1465,vldb
"a query language for multidimensional arrays : design , implementation , and optimization techniques",1996,"l libkin , r machlin , l wong",1466,sigmod conference
mining deviants in a time series database,1999,"h jagadish , n koudas , s muthukrishnan",1467,vldb
a super scalar sort algorithm for risc processors,1996,r agarwal,1468,sigmod conference
histogram-based approximation of set-valued query-answers,1999,"y ioannidis , v poosala",1469,vldb
bifocal sampling for skew-resistant join size estimation,1996,"s ganguly , p gibbons , y matias , a silberschatz",1470,sigmod conference
semantic compression and pattern extraction with fascicles,1999,"h jagadish , j madar , r ng",1471,vldb
estimating alphanumeric selectivity in the presence of wildcards,1996,"p krishnan , j vitter , b iyer",1472,sigmod conference
adaptive parallel aggregation algorithms,1995,"a shatdal , j naughton",1473,sigmod conference
extending practical pre-aggregation in on-line analytical processing,1999,"t pedersen , c jensen , c dyreson",1474,vldb
aggregation algorithms for very large compressed data warehouses,1999,"j li , d rotem , j srivastava",1475,vldb
a general solution of the n-dimensional b-tree problem,1995,m freeston,1476,sigmod conference
extracting large-scale knowledge bases from the web,1999,"r kumar , p raghavan , s rajagopalan , a tomkins",1477,vldb
efficient optimistic concurrency control using loosely synchronized clocks,1995,"a adya , r gruber , b liskov , u maheshwari",1478,sigmod conference
"data-driven , one-to-one web site generation for data-intensive applications",1999,"s ceri , p fraternali , s paraboschi",1479,vldb
a critique of ansi sql isolation levels,1995,"h berenson , p bernstein , j gray , j melton , e o'neil , p o'neil",1480,sigmod conference
the garlic project,1996,"m roth , m arya , l haas , m carey , w cody , r fagin , p schwarz , j ii , e wimmers",1481,sigmod conference
curio : a novel solution for efficient storage and indexing in data warehouses,1999,"a datta , k ramamritham , h thomas",1482,vldb
datawarehousing has more colours than just black & white,1999,"t zurek , m sinnwell",1483,vldb
the multiview project : object-oriented view technology and applications,1996,"e rundensteiner , h kuno , y ra , v crestana-taube , m jones , p marrѓn",1484,sigmod conference
sonar : system for optimized numeric associationrules,1996,"t fukuda , y morimoto , s morishita , t tokuyama",1485,sigmod conference
high-performance extensible indexing,1999,m kornacker,1486,vldb
metu interoperable database system,1996,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",1487,sigmod conference
hierarchical prefix cubes for range-sum queries,1999,"c chan , y ioannidis",1488,vldb
prospector : a content-based multimedia server for massively parallel architectures,1996,"s choo , w o'connell , g linderman , h chen , k ganapathi , a biliris , e panagos , d schrader",1489,sigmod conference
combining histograms and parametric curve fitting for feedback-driven query result-size estimation,1999,"a kіnig , g weikum",1490,vldb
lore : a lightweight object repository for semistructured data,1996,"d quass , j widom , r goldman , k haas , q luo , j mchugh , s nestorov , a rajaraman , h rivero , s abiteboul , j ullman , j wiener",1491,sigmod conference
evaluating top-k selection queries,1999,"s chaudhuri , l gravano",1492,vldb
hyperstorm - administering structured documents using object-oriented database technology,1996,"k bіhm , k aberer",1493,sigmod conference
distributed hypertext resource discovery through examples,1999,"s chakrabarti , m berg , b dom",1494,vldb
thinksheet : a tool for tailoring complex documents,1996,"p piatko , r yangarber , d lin , d shasha",1495,sigmod conference
building hierarchical classifiers using class proximity,1999,"k wang , s zhou , s liew",1496,vldb
"active storage hierarchy , database systems and applications - socratic exegesis",1999,"f cariёo , w o'connell , j burgess , j saltz",1497,vldb
state of the art in workflow management research and products,1996,,1498,
repository system engineering,1996,,1499,
cost models do matter : providing cost information for diverse data sources in a federated system,1999,"m roth , f ozcan , l haas",1500,vldb
generating call-level interfaces for advanced database application programming,1999,"u nink , t hфrder , n ritter",1501,vldb
the ins and outs ( and everthing in between ) of data warehousing,1996,,1502,
high level indexing of user-defined types,1999,"w chen , j chow , y fuh , j grandbois , m jou , n mattos , b tran , y wang",1503,vldb
is gui programming a database research problem ?,1996,"n goyal , c hoch , r krishnamurthy , b meckler , m suckow",1504,sigmod conference
materialized view maintenance and integrity constraint checking : trading space for time,1996,"k ross , d srivastava , s sudarshan",1505,sigmod conference
finding intensional knowledge of distance-based outliers,1999,"e knorr , r ng",1506,vldb
a novel index supporting high volume data warehouse insertion,1999,"c jermaine , a datta , e omiecinski",1507,vldb
maintaining database consistency in presence of value dependencies in multidatabase systems,1996,"c morpain , m cart , j ferriщ , j pons",1508,sigmod conference
rule languages and internal algebras for rule-based optimizers,1996,"m cherniack , s zdonik",1509,sigmod conference
dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,1999,"m tamura , m kitsuregawa",1510,vldb
a scalable and highly available networked database architecture,1999,"r bamford , r ahad , a pruscino",1511,vldb
query execution techniques for caching expensive methods,1996,"j hellerstein , j naughton",1512,sigmod conference
"semi-automatic , self-adaptive control of garbage collection rates in object databases",1996,"j cook , a klauser , a wolf , b zorn",1513,sigmod conference
context-based prefetch for implementing objects on relations,1999,"p bernstein , s pal , d shutt",1514,vldb
towards effective and efficient free space management,1996,"m mcauliffe , m carey , m solomon",1515,sigmod conference
ghost : fine granularity buffering of indexes,1999,"c goh , b ooi , d sim , k tan",1516,vldb
dbmss on a modern processor : where does time go ?,1999,"a ailamaki , d dewitt , m hill , d wood",1517,vldb
static detection of security flaws in object-oriented databases,1996,k tajima,1518,sigmod conference
capturing and querying multiple aspects of semistructured data,1999,"c dyreson , m bіhlen , c jensen",1519,vldb
multi-dimensional resource scheduling for parallel queries,1996,"m garofalakis , y ioannidis",1520,sigmod conference
safe and efficient sharing of persistent objects in thor,1996,"b liskov , a adya , m castro , m day , s ghemawat , r gruber , u maheshwari , a myers , l shrira",1521,sigmod conference
cache conscious indexing for decision-support in main memory,1999,"j rao , k ross",1522,vldb
comparing hierarchical data in external memory,1999,s chawathe,1523,vldb
an open storage system for abstract objects,1996,"s blott , l relly , h schek",1524,sigmod conference
improved histograms for selectivity estimation of range predicates,1996,"v poosala , y ioannidis , p haas , e shekita",1525,sigmod conference
explaining differences in multidimensional aggregates,1999,s sarawagi,1526,vldb
very large databases in a commercial application environment,1996,k hess,1527,vldb
database architecture optimized for the new bottleneck : memory access,1999,"p boncz , s manegold , m kersten",1528,vldb
structures for manipulating proposed updates in object-oriented databases,1996,"m doherty , r hull , m rupawalla",1529,sigmod conference
spatial hash-joins,1996,"m lo , c ravishankar",1530,sigmod conference
active views for electronic commerce,1999,"s abiteboul , b amann , s cluet , a eyal , l mignet , t milo",1531,vldb
partition based spatial-merge join,1996,"j patel , d dewitt",1532,sigmod conference
an adaptive hybrid server architecture for client caching odbmss,1999,"k voruganti , m жzsu , r unrau",1533,vldb
implementing data cubes efficiently,1996,"v harinarayan , a rajaraman , j ullman",1534,sigmod conference
exploiting versions for handling updates in broadcast disks,1999,"e pitoura , p chrysanthis",1535,vldb
fast algorithms for maintaining replica consistency in lazy master replicated databases,1999,"e pacitti , p minet , e simon",1536,vldb
providing better support for a class of decision support queries,1996,"s rao , a badia , d gucht",1537,sigmod conference
datablitz : a high performance main-memory storage manager,1998,"j baulier , p bohannon , s gogate , s joshi , c gupta , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , a silberschatz , s sudarshan",1538,vldb
adapting materialized views after redefinitions,1995,"a gupta , i mumick , k ross",1539,sigmod conference
bridging heterogeneity : research and practice of database middleware technology,1998,"f rezende , g sauter",1540,vldb
broadcast disks : data management for asymmetric communications environments,1995,"s acharya , r alonso , m franklin , s zdonik",1541,sigmod conference
heterogeneous database query optimization in db2 universal datajoiner,1998,"s venkataraman , t zhang",1542,vldb
an effective hash based algorithm for mining association rules,1995,"j park , m chen , p yu",1543,sigmod conference
a database system for real-time event aggregation in telecommunication,1998,"j baulier , s blott , h korth , a silberschatz",1544,vldb
"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets",1995,"c faloutsos , k lin",1545,sigmod conference
dynamic resource brokering for multi-user query execution,1995,"d davison , g graefe",1546,sigmod conference
architecture of oracle parallel server,1998,"r bamford , d butler , b klots , n macnaughton",1547,vldb
checkpointing in oracle,1998,"a joshi , w bridge , j loaiza , t lahiri",1548,vldb
applying update streams in a soft real-time database system,1995,"b adelberg , h garcia-molina , b kao",1549,sigmod conference
balancing histogram optimality and practicality for query result size estimation,1995,"y ioannidis , v poosala",1550,sigmod conference
from data independence to knowledge independence : an on-going story,1998,l vieille,1551,vldb
dtl 's dataspot : database exploration using plain language,1998,"s dar , g entin , s geva , e palmon",1552,vldb
enhancing database correctness : a statistical approach,1995,"w hou , z zhang",1553,sigmod conference
resource scheduling for composite multimedia objects,1998,"m garofalakis , y ioannidis , b жzden",1554,vldb
copy detection mechanisms for digital documents,1995,"s brin , j davis , h garcia-molina",1555,sigmod conference
performance measurements of tertiary storage devices,1998,"t johnson , e miller",1556,vldb
a database interface for file updates,1995,"s abiteboul , s cluet , t milo",1557,sigmod conference
incremental maintenance for materialized views over semistructured data,1998,"s abiteboul , j mchugh , m rys , v vassalos , j wiener",1558,vldb
fault tolerant design of multimedia servers,1995,"s berson , l golubchik , r muntz",1559,sigmod conference
proximity search in databases,1998,"r goldman , n shivakumar , s venkatasubramanian , h garcia-molina",1560,vldb
efficient maintenance of materialized mediated views,1995,"j lu , g moerkotte , j schќ , v subrahmanian",1561,sigmod conference
carnot and infosleuth : database technology and the world wide web,1995,"d woelk , w bohrer , n jacobs , k ong , c tomlinson , c unnikrishnan",1562,sigmod conference
technology and the future of commerce and finance ( abstract ),1998,d shaw,1563,vldb
active storage for large-scale data mining and multimedia,1998,"e riedel , g gibson , c faloutsos",1564,vldb
high availability of commercial applications,1995,k ivinskis,1565,sigmod conference
enterprise transaction processing on windows nt,1995,g hope,1566,sigmod conference
a single pass computing engine for interactive analysis of vldbs,1998,t mihalisin,1567,vldb
dms : a parallel data mining server,1998,f george,1568,vldb
directv and oracle rdb : the challenges of vldb transaction processing,1995,w gettys,1569,sigmod conference
"enterprise objects framework , a second generation object-relational enabler",1995,c kleissner,1570,sigmod conference
low-cost compensation-based query processing,1998,"и grјvlen , s hvasshovd , и torbjјrnsen",1571,vldb
an overview of db2 parallel edition,1995,"c baru , g fecteau , a goyal , h hsiao , a jhingran , s padmanabhan , w wilson",1572,sigmod conference
a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,1998,"r weber , h schek , s blott",1573,vldb
data extraction and transformation for the data warehouse,1995,c squire,1574,sigmod conference
reducing the braking distance of an sql query engine,1998,"m carey , d kossmann",1575,vldb
cover your assets,1995,m olson,1576,sigmod conference
querying continuous time sequences,1998,"l lin , t risch",1577,vldb
recovery protocols for shared memory database systems,1995,"l molesky , k ramamritham",1578,sigmod conference
edgar f. codd : a tribute and personal memoir,2003,c date,1579,sigmod record
nd-sql : a multi-dimensional language for interoperability and olap,1998,"f gingras , l lakshmanan",1580,vldb
the lyric language : querying constraint objects,1995,"a brodsky , y kornatzky",1581,sigmod conference
the heterogeneity problem and middleware technology : experiences with and performance of database gateways,1998,"f rezende , k hergula",1582,vldb
evaluating functional joins along nested reference sets in object-relational and object-oriented databases,1998,"r braumandl , j clauпen , a kemper",1583,vldb
datamine - interactive rule discovery system,1995,"t imielinski , a virmani",1584,sigmod conference
using schema matching to simplify heterogeneous data translation,1998,"t milo , s zohar",1585,vldb
efendi : federated database system of cadlab,1995,"e radeke , r bіttger , b burkert , y engel , g kachel , s kolmschlag , d nolte",1586,sigmod conference
nearest neighbor queries,1995,"n roussopoulos , s kelley , f vincent",1587,sigmod conference
on optimal node splitting for r-trees,1998,"y garcэa , m lopez , s leutenegger",1588,vldb
r-tree based indexing of now-relative bitemporal data,1998,"r bliujute , c jensen , s saltenis , g slivinskas",1589,vldb
topological relations in the world of minimum bounding rectangles : a study with r-trees,1995,"d papadias , y theodoridis , t sellis , m egenhofer",1590,sigmod conference
towards an effective calculus for object query languages,1995,"l fegaras , d maier",1591,sigmod conference
optimal histograms with quality guarantees,1998,"h jagadish , n koudas , s muthukrishnan , v poosala , k sevcik , t suel",1592,vldb
ofl : a functional execution model for object query languages,1995,"g gardarin , f machuca , p pucheral",1593,sigmod conference
incremental clustering for mining in a data warehousing environment,1998,"m ester , h kriegel , j sander , m wimmer , x xu",1594,vldb
inferring function semantics to optimize queries,1998,"m cherniack , s zdonik",1595,vldb
oodb indexing by class-division,1995,"s ramaswamy , p kanellakis",1596,sigmod conference
the handwritten trie : indexing electronic ink,1995,"w aref , d barbarс , p vallabhaneni",1597,sigmod conference
"topaz : a cost-based , rule-driven , multi-phase parallelizer",1998,"c nippl , b mitschang",1598,vldb
improving adaptable similarity query processing by using approximations,1998,"m ankerst , b braunmќller , h kriegel , t seidl",1599,vldb
parallel evaluation of multi-join queries,1995,"a wilschut , j flokstra , p apers",1600,sigmod conference
mindreader : querying databases through multiple examples,1998,"y ishikawa , r subramanya , c faloutsos",1601,vldb
the merge/purge problem for large databases,1995,"m hernсndez , s stolfo",1602,sigmod conference
semantic assumptions and query evaluation in temporal databases,1995,"c bettini , x wang , e bertino , s jajodia",1603,sigmod conference
"what do those weird xml types want , anyway ?",1999,s derose,1604,vldb
online dynamic reordering for interactive data processing,1999,"v raman , b raman , j hellerstein",1605,vldb
implementing crash recovery in quickstore : a performance study,1995,"s white , d dewitt",1606,sigmod conference
hyper-programming in java,1999,"e zirintsis , g kirby , r morrison",1607,vldb
reducing multidatabase query response time by tree balancing,1995,"w du , m shan , u dayal",1608,sigmod conference
"industrial panel on data warehousing technologies : experiences , challenges , and directions",1999,u dayal,1609,vldb
temporal conditions and integrity constraints in active database systems,1995,"a sistla , o wolfson",1610,sigmod conference
"pm3 : an orthogonal persistent systems programming language - design , implementation , performance",1999,"a hosking , j chen",1611,vldb
view maintenance in a warehousing environment,1995,"y zhuge , h garcia-molina , j hammer , j widom",1612,sigmod conference
implementation of sql3 structured types with inheritance and value substitutability,1999,"y fuh , s deпloch , w chen , n mattos , b tran , b lindsay , l demichel , s rielau , d mannhaupt",1613,vldb
hypergraph based reorderings of outer join queries with complex predicates,1995,"g bhargava , p goel , b iyer",1614,sigmod conference
the spiffi scalable video-on-demand system,1995,"c freedman , d dewitt",1615,sigmod conference
implementation of two semantic query optimization techniques in db2 universal database,1999,"q cheng , j gryz , f koo , t leung , l liu , x qian , k schiefer",1616,vldb
optimization of run-time management of data intensive web-sites,1999,"d florescu , a levy , d suciu , k yagoub",1617,vldb
incremental maintenance of views with duplicates,1995,"t griffin , l libkin",1618,sigmod conference
join queries with external text sources : execution and optimization techniques,1995,"s chaudhuri , u dayal , t yan",1619,sigmod conference
determining text databases to search in the internet,1998,"w meng , k liu , c yu , x wang , y chang , n rishe",1620,vldb
an online video placement policy based on bandwith to space ratio ( bsr ),1995,"a dan , d sitaram",1621,sigmod conference
atomicity versus anonymity : distributed transactions for electronic commerce,1998,j tygar,1622,vldb
diag-join : an opportunistic join algorithm for 1 : n relationships,1998,"s helmer , t westmann , g moerkotte",1623,vldb
upsizing from file server to clent server architectures,1995,t team,1624,sigmod conference
"object-oriented , rapid application development in a pc database environment",1995,f team,1625,sigmod conference
hash joins and hash teams in microsoft sql server,1998,"g graefe , r bunker , s cooper",1626,vldb
the data that you wo n't find in databases : tutorial panel on data exchange formats,1995,"p buneman , d maier",1627,sigmod conference
spatio-temporal retrieval with rasdaman,1999,"p baumann , a dehmel , p furtado , r ritsch , n widmann",1628,vldb
using the calanda time series management system,1995,"w dreyer , a dittrich , d schmidt",1629,sigmod conference
xml repository and active views demonstration,1999,"s abiteboul , v aguilera , s ailleret , b amann , s cluet , b hills , f hubert , j mamou , a marian , l mignet , t milo , c santos , b tessier , a vercoustre",1630,vldb
the lotus notes storage system,1995,k moore,1631,sigmod conference
the mirror mmdbms architecture,1999,"a vries , m doorn , h blanken , p apers",1632,vldb
keynote address,1995,,1633,
miro web : integrating multiple data sources through semistructured data types,1999,"l bouganim , t chan-sine-ying , t dang-ngoc , j darroux , g gardarin , f sha",1634,vldb
parallel database systems 101,1995,j gray,1635,sigmod conference
clustering categorical data : an approach based on dynamical systems,1998,"d gibson , j kleinberg , p raghavan",1636,vldb
keynote address,1995,,1637,
things every update replication customer should know,1995,r golding,1638,sigmod conference
fast high-dimensional data search in incomplete databases,1998,"b ooi , c goh , k tan",1639,vldb
algorithms for mining association rules for binary segmentations of huge categorical databases,1998,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",1640,vldb
versant replication : supporting fault-tolerant object databases,1995,"y shyy , h au-yeung , c chou",1641,sigmod conference
research and products : are they relevant to each other ? ( panel ),1995,h edelstein,1642,sigmod conference
algorithms for mining distance-based outliers in large datasets,1998,"e knorr , r ng",1643,vldb
real world requirements for decision support - implications for rdbms,1995,s bansal,1644,sigmod conference
design and analysis of parametric query optimization algorithms,1998,s ganguly,1645,vldb
filtering with approximate predicates,1998,"n shivakumar , h garcia-molina , c chekuri",1646,vldb
`` one size fits all '' database architectures do not work for dds,1995,c french,1647,sigmod conference
binding propagation in disjunctive databases,1998,s greco,1648,vldb
leveraging the information asset,1995,j perna,1649,sigmod conference
use of a component architecture in integrating relational and non-relational storage systems,1995,r atkinson,1650,sigmod conference
computing iceberg queries efficiently,1998,"m fang , n shivakumar , h garcia-molina , r motwani , j ullman",1651,vldb
bulk-loading techniques for object databases and an application to relational data,1998,"s amer-yahia , s cluet , c delobel",1652,vldb
informix online xps,1995,r gerber,1653,sigmod conference
order-of-magnitude advantage of tpc-c though massive parallelism,1995,c levine,1654,sigmod conference
algorithms for querying by spatial structure,1998,"d papadias , n mamoulis , v delis",1655,vldb
a raster approximation for processing of spatial joins,1998,"g zimbrao , j souza",1656,vldb
objects and sql : strange relations ? panel,1995,d deutsch,1657,sigmod conference
bank of america case study : the information currency advantage,1998,"f cariёo , m jahnke",1658,vldb
indexing multimedia databases ( tutorial ),1995,,1659,
an asynchronous avoidance-based cache consistency algorithm for client caching dbmss,1998,"m жzsu , k voruganti , r unrau",1660,vldb
an overview of the emerging third-generation sql standard ( tutorial ),1995,,1661,
"workflow automation : applications , technology , and research ( tutorial )",1995,,1662,
"design , implementation , and performance of the lham log-structured history data access method",1998,"p muth , p o'neil , a pick , g weikum",1663,vldb
integration approaches for cim,1995,,1664,
expiring data in a warehouse,1998,"h garcia-molina , w labio , j yang",1665,vldb
storage technology : raid and beyond,1995,,1666,
buffering and read-ahead strategies for external mergesort,1998,"w zhang , p larson",1667,vldb
an efficient cost-driven index selection tool for microsoft sql server,1997,"s chaudhuri , v narasayya",1668,vldb
the samos active dbms prototype,1995,"s gatziu , a geppert , k dittrich",1669,sigmod conference
design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ),1995,"j thomas , s deпloch , n mattos",1670,sigmod conference
algorithms for materialized view design in data warehousing environment,1997,"j yang , k karlapalem , q li",1671,vldb
data warehouse configuration,1997,"d theodoratos , t sellis",1672,vldb
infoharness : a system for search and retrieval of heterogeneous information,1995,"l shklar , a sheth , v kashyap , s thatte",1673,sigmod conference
fast computation of sparse datacubes,1997,"k ross , d srivastava",1674,vldb
qbi : query by icons,1995,"a massari , s pavani , l saladini , p chrysanthis",1675,sigmod conference
1-safe algorithms for symmetric site configurations,1997,"r humborstad , m sabaratnam , s hvasshovd , и torbjјrnsen",1676,vldb
the reach active oodbms,1995,"a buchmann , a deutsch , j zimmermann , m higa",1677,sigmod conference
"do n't scrap it , wrap it ! a wrapper architecture for legacy data sources",1997,"m roth , p schwarz",1678,vldb
the query by image content ( qbic ) system,1995,"j ashley , m flickner , j hafner , d lee , w niblack , d petkovic",1679,sigmod conference
the naos system,1995,"c collet , t coupaye",1680,sigmod conference
describing and using query capabilities of heterogeneous sources,1997,"v vassalos , y papakonstantinou",1681,vldb
efficient construction of regression trees with range and region splitting,1997,"y morimoto , h ishii , s morishita",1682,vldb
the algres testbed of chimera : an active object-oriented database system,1995,"s ceri , p fraternali , s paraboschi , g psaila",1683,sigmod conference
concurrent garbage collection in o2,1997,"m skubiszewski , p valduriez",1684,vldb
ptool : a light weight persistent object manager,1995,"r grossman , d hanley , x qin",1685,sigmod conference
a one-pass algorithm for accurately estimating quantiles for disk-resident data,1997,"k alsabti , s ranka , v singh",1686,vldb
finding data in the neighborhood,1997,"a eickler , a kemper , d kossmann",1687,vldb
"pattern matching and pattern discovery in scientific , program , and document databases",1995,"j wang , k zhang , d shasha",1688,sigmod conference
adaptive data broadcast in hybrid networks,1997,"k stathatos , n roussopoulos , j baras",1689,vldb
shore : combining the best features of oodbms and file systems,1995,s team,1690,sigmod conference
a generic approach to bulk loading multidimensional index structures,1997,"j bercken , b seeger , p widmayer",1691,vldb
paradise : a database system for gis applications,1995,p team,1692,sigmod conference
evaluation of main memory join algorithms for joins with set comparison join predicates,1997,"s helmer , g moerkotte",1693,vldb
semint : a system prototype for semantic integration in heterogeneous databases,1995,"w li , c clifton",1694,sigmod conference
dynamic memory adjustment for external mergesort,1997,"w zhang , p larson",1695,vldb
"information translation , mediation , and mosaic-based browsing in the tsimmis system",1995,"j hammer , h garcia-molina , k ireland , y papakonstantinou , j ullman , j widom",1696,sigmod conference
garbage collection in object oriented databases using transactional cyclic reference counting,1997,"s ashwin , p roy , s seshadri , a silberschatz , s sudarshan",1697,vldb
visdb : a system for visualizing large databases,1995,"d keim , h kriegel",1698,sigmod conference
data modeling of time-based media,1994,"s gibbs , c breiteneder , d tsichritzis",1699,sigmod conference
fast incremental maintenance of approximate histograms,1997,"p gibbons , y matias , v poosala",1700,vldb
groupwise processing of relational queries,1997,"d chatziantoniou , k ross",1701,vldb
combinatorial pattern discovery for scientific data : some preliminary results,1994,"j wang , g chirn , t marr , b shapiro , d shasha , k zhang",1702,sigmod conference
a region splitting strategy for physical database design of multidimensional file organizations,1997,"j lee , y lee , k whang , i song",1703,vldb
