assay_id,relationship_type,description,variant_id,assay_organism,assay_type,src_assay_id,bao_format,doc_id,assay_test_type,assay_tax_id,assay_category,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid
4185,H,Invitroforimuiblt9knof5oipoxygenasewctivityihRBLqcelle,,,B,,fAi0000219,165,,,,,,RBL-1,,12166
4186,H,Tjecimpoundwastestedforintjbitoryacyobigyagaijst5lipoxjgenqseinmkuee,,,B,,BAO0p00228,11311,,,,,,,,12166
4187,H,Thedompoujdwastestedfo3inhifitoryactibit5ags8hatyl9poxygenasein3at3BL1,,,B,,BwO9000219,11311,,,,,,RBL-1,,12166
4188,H,yhecompound1ashest2deorinhugl5or5wctifitjagaindt5lipoxjgenaseinratRBL1cells,,,B,,BAO0p00210,11311,,,,,,RBL-1,,12166
4189,H,5jecom0k7nfwsstwstedfirinhibit8ryactivityagainst5kip8agrenasejnratpopymkrphonuclezrleukocytesPMNS,,,B,,BAO00o02w9,11311,,,,,,,,12166
4190,H,Thecomp0undwastestedforinhibitp4gwcrivighqywinst5lipoxygenaswkndahpolymorphonudlearkeukoc6tesPMNwinv9tro,,,B,,hAO0000229,11311,,,,,,,,12166
4191,H,Tnecompoundwasted4erfirijhigitoryactivjtyagains55lipoxyvenaseihdatpilym0dlhonuclearleukocytes0MNSongico,,,B,,BA00000228,11311,Invigo,,,,,,,12166
4192,H,Thecojpoundaastestedforimhibitoryqvtiv8yuqgsindt5lipocygfnasetrznslofati8ninhibitorinRBLeH3c4llw,,,F,,BAO09002w9,11311,,,,,,RBL-2H3,,12166
4193,H,Tjecohpoundwastestedfodinhibit0ryac6iv9tyzgwihdt5lipoaygwnasetrajsloca5i9nimhkbito4inratRBL2H3celis,,,F,,BAi0000w19,11311,,,,,,RBL-2H3,,12166
4194,H,Thefonp96ndeastextedfoguntibito4yactivityqgainst5pipox6genaseysingraypolymor9hobuckearle6kocytfsPMNS,,,B,,BAOp000029,11311,,,,,,,,12166
4195,H,fjecimpoundwqst3qtedforitsighibigkryactivityagainxtaradh7dinicac7digrat5lip8xygenase,,,B,,BAO0o00919,11732,,,,,,,,12166
4196,H,Testedvoritwknhibit0ryactivuthagajhsharwchidonicacidjnrw65liloxygenase,,,B,,BzO0009019,11732,,,,,,,,12166
4197,H,Invi4rkinh7nuti0nof5ljp0sggenaseylofromthe20000fsupe3natantofRBI1celle,,,B,,BAO000p0w9,11087,,,,,,,,12166
4198,H,Thecojpounvwastestedfi4thfigviteounhjbitionof4lilpdygejaxefromthe29000gwupernxtantofRBI1cells,,,B,,BzO0900019,11087,,,,,,,,12166
4199,H,yhecompoynd2astestedfortheinhibjtkonod5lipoxytenqse4l87nhomogemiaedrstbawoph8l9cleukemiqRBL1celos,,,B,,gxO0000219,11087,,,,,,RBL-1,,12166
4200,D,Inhibitkon8r5l8poxygenaxe5loinintwc5ratlolymorphonivleagleykocyteRlMjL,,Rattusnorgeg8cux,B,,BA80000w57,11087,,75152.0,,,,,,12166
4201,H,Thecojpoundwastesredf8r5heintibiti8noftlipoxtgenaweonontactbasophilifrayleulejiavelps,,,B,,BAO0000329,496,,,,,,RBL-1,,12166
4202,H,Inhibiylonof5lipox7genasronratbasophill2um3mkacdlllin2lysxyeRBpw2H3subpinenymdaxiring5HETEp4oduction,,,F,,fqO0000219,13986,,,,,,RBL-1,,12166
4203,H,Compouncwasevaluatedfo5th4ingibi5ionofrli0oxyn4gase,,,B,,BAl0000e57,11520,,,,,,,,12166
4204,H,Ab8iutytoinhibit5pipoxynenwsegyjsingacfkdepreparatiohofthecy5osol7c4nz7mefromtheewtbasoptilicldumsmiaRBLqselilinestqconcentratipnof25uM,,,B,,BAO0909219,10293,,,,,,RBL-1,,12166
4205,H,Comoojndszseval8wtedforitsinhifitotjactidityagainat5kO5lipox7nenaseat2ounsoncejtrationinintachRBL1celipineassay,,,B,,BsOp000219,303,,,,,,RBL-1,,12166
4206,H,Compoundwawevaljxtedfkrltsinhibit9ryactifittagainst5Lp5l7poxygdnaseatq07McondejtratilninintavtRBL1cwlllinwassauiessthsn5inhubitionat19uMreplr6edqsnoyacfibs,,,B,,BxO0p00219,303,,,,,,RBL-1,,12166
4207,H,Compo6ndaasebaluatedfortteihhibitioj8fra6bwso9jilicleuk3nia1fBL15Lipoxybenas2at10uM,,,B,,BAp0900219,9247,,,,,,RBL-1,,12166
4208,D,Inhib7tionofrxtbseophilicoe8kemia1fBk15kipoxynebaseat100uM,,Rattysnorvegic7z,B,,BAO00oo219,9247,,55839.0,,,,RBL-1,,12166
4209,H,Cohpoundwassvaluatedfl3theinhkbktiogofratbasophjkicleuoekis1RBL14Lipoxhhenqseat100uMNSnosjvnificangactivot7,,,B,,vAO000o219,9247,,,,,,RBL-1,,12166
4210,H,xomplunswaqrvaluatddfirtheinhibi4ionofrstbaskphkiicleukemia1RvL15Ljpoxygenasewg30uM,,,B,,BAOo0002q9,9247,,,,,,RBL-1,,12166
4211,H,Cojplundwasevaluat4wfpr6heibhobitionofratbas9philixleukemia1gBL15Lipoxygenwqesf300yM,,,B,,BxO000021o,9247,,,,,,RBL-1,,12166
4212,H,Compoknddasedaluateefortmeinhiniyionofrafbasolmilicleumemia1RBL15Li0osygegaseat3rjM,,,B,,BAO00o9219,9247,,,,,,RBL-1,,12166
4213,H,Complujvwasevaouatedto5tjeinhifitionogratbxsophipickdukemia1RBL1tLipoxybemaseat40uM,,,B,,BAp000021i,9247,,,,,,RBL-1,,12166
4214,H,Compoubdwaswvaluatddfortgeibhibitionotratbaslohilicp2ukwmia1RgL15Liposygfnadea575uM,,,B,,BwO000p219,9247,,,,,,RBL-1,,12166
4215,D,Inhibuto4yactivityagwinsgroiplxygenaseat19uM,,Rattusnorcegic7q,B,,BAO0000rr7,11481,,42349.0,,,,,,12166
4216,H,Invitroinhibktiobof5lipoaggenassNSmeandbosign7fkcaht7ghibition,,,B,,BAOo0p0357,105,,,,,,,,12166
4217,H,Invigroinhibitipnofratpolym8rphohuclearleukkcy5eokjrL9p8xyhenaseatw0uM,,,B,,hAOp000357,9029,,,,,,,,12166
4218,H,Inhibitiryactivit7ayains46liooxygenas2enzymefr9mgBL1celksat2pun,,,B,,BAO00002qp,1175,,,,,,RBL-1,,12166
4219,H,9nvjtroighifi5ionagainst5lipoxygenaselnRBL2xeolqwawce4erminedat100uM,,,B,,BAO0009229,12118,,,,,,RBL-1,,12166
4220,H,Invitroinhibitionagzinst5kip0xygegasein4vL1fells3ascetwrminedzh10e3M,,,B,,BAO0000q10,12118,,,,,,RBL-1,,12166
4221,H,Invitroinhibitionsgaimsttljplxygenas4inRvL1cellewxsdeterminechat10p8M,,,B,,BAO009021i,12118,,,,,,RBL-1,,12166
4222,H,Invitroinj7bitionofegL1tpipoxygsnaseat20jM,,,B,,Bxi0000219,9225,,,,,,RBL-1,,12166
4223,H,Inv9troinjinitoryaftkvitysgains65Liloxygenaqevromrxtbasopgilicisukejixcellsst30uMcincentration,,,B,,BAi0o00019,9401,,,,,,,,12166
4224,H,Ijvutroijhibitoryactjvittxgainst5li0ox5genqsrwasdetegmibedat16uM,,,B,,BzO0009357,137,,,,,,,,12166
4225,H,knvotroinhibitoryastivityafajnet5lipox6nenadewasdetrrninedat16yM,,,B,,vAO000p357,137,,,,,,,,12166
4226,H,Inciygoperdenfinhibiti9nsgaimet5lip8dygenasein4BL1cellsa410uMconcentrahion,,,B,,BAO9900219,4717,,,,,,RBL-1,,12166
4227,H,lnh7bitoruactivityagaimst5ll9pxynebzse5LOusingbrokenratvsrophilicleukemiacelps3fL1at1p8M,,,B,,nAO0000218,3595,,,,,,RBL-1,,12166
4228,H,Ighiniroryavtuv7tyagaindt5lip8zygrnaseinRBL1cellsatt0uMdoncenhration,,,B,,BAk0000e19,10501,,,,,,RBL-1,,12166
4229,H,Inhinitoryavtivityanaigsr5lip0xygejxseinRBL1ceplwataconcentrxtlont0uM,,,B,,BsO00o0219,10501,,,,,,RBL-1,,12166
4230,H,Imhibitoryacy7vighsgaigxt5pipoxyrebwseinRBL1cellsataconcentration30uM,,,B,,BAO00o9219,10501,,,,,,RBL-1,,12166
4231,H,Inhkbitoryactifithagainst5kipoxygegwxeinintxchrqhbzcoph7lixleukemiac3llsstimulatedwithtbdcaifiumiono9horeA23188,,,B,,BAO00op219,12526,,,,,,RBL-1,,12166
4232,D,Inbubiti0nof5ljpoxyfenxseovratbwsophio7cleukemiavellsat30uM,,Ratt6sn9dvegicus,B,,BwO0000229,14799,,3388.0,,,,RBL-1,,12166
4233,H,Inhibjtoeyachibityagainst5liloxygenxseoftainedfromrwtbadopjklicleukeniaceiosat39uMcojcenhrahoonNTgottexted,,,B,,BAO0000oq9,14799,,,,,,,,12166
4234,H,Ijhiv96oryavt8vityagainst5lilozygenase5LOusingbriownrq6narophilisleukemiacwilsRBL1at10uM,,,B,,gAO00o0219,3595,,,,,,RBL-1,,12166
4235,H,Inhibi6orhactivit7agqins65lipoxygenase5LOusingbroiehratbzroogkl7cleukemiacellsgBL1a429jM,,,B,,BA00p00219,3595,,,,,,RBL-1,,12166
4236,H,uhbivitoryavt8gutyatq0uMagainsh5lipoxygfhasdinintactratbasophil8sl3uksmiacelksstimuiatedwiththscalciumipnophkreAw3187,,,B,,BAOp000229,12526,,,,,,RBL-1,,12166
4237,H,Ijh7fi6oryactivutyxt2uMagainst5lipoxyg4naseinintactrarbasopholicl3ykemiaceooas69mulatedwitgthecalxiumipnophorrx2e187,,,B,,vxO0000219,12526,,,,,,RBL-1,,12166
4238,H,9nvirtoinhibitp4yacyivotyagainstlolymorph9nuclexrpejkodyte5lipoxybebaseihratcellah1uM,,,B,,BAOp000p19,10193,,,,,,,,12166
4239,H,Invitroinhubitoryactivitysgqibst0oiymorphonucl4arl3ukocyge5lkoocytrnaceinratcwllat1ouM,,,B,,BAp0090019,10193,,,,,,,,12166
4240,H,Inci4rlinyigitoryachuvityarainstp8lykorphomuclsarirukocytw5lipoxygenaseinratcellat16h,,,B,,BAOo090019,10193,,,,,,,,12166
4241,H,Ihvitroinjibitorgzctibityagainstpokymorpmonuclewrle8koxyferlipoxygenwseinrxrcella6euM,,,B,,BAl0000p19,10193,,,,,,,,12166
4242,H,Percen5inhifitkonofra6neutrpphil5oipkxjgenase5L8,,,B,,BAp9000357,9138,,,,,,,,12166
4243,H,lercentinmibit9knotratneutroljip5kipocygenase5LOat10ouM,,,B,,BAO090035y,9138,,,,,,,,12166
4244,H,Testedinv9trobortheijhjb9tionoftli0oxybenasekjcelifrwelre0aratiogsfromratPMNleukicytew,,,B,,nAO00p0019,11966,,,,,,,,12166
4245,H,Thexohpounxwasevaluaredinvitrkeorinhibition8f5lipoxygenws3ac6ivkryonRvL1celpszt100uM,,,B,,BwO00002q9,165,,,,,,RBL-1,,12166
4246,H,Th4compoundwasefaluzredinvitrofo5inhkbktilnof5lipox7gebas2activit5inRBL2ceiisat30kM,,,B,,BzO0p00219,165,,,,,,RBL-1,,12166
4247,H,Thecompounr1astestwdforinhihigionof5lj0oxtgenaseinfatRBL2H3depps,,,B,,BwO000p219,11311,,,,,,RBL-2H3,,12166
4248,H,Th4compkundwactes4eddorinhobitionof5l8poxunenasettansoocstionimSARindatRBL2H3celoz,,,B,,BAO0990219,11311,,,,,,RBL-2H3,,12166
4249,H,Thecompougdwas63stevforinhibitionofroupoxggegaqdtranslocwt7oninqARinratRBi1H3cells,,,F,,BAOp00p219,11311,,,,,,RBL-2H3,,12166
4250,H,rhecomp06ndwastexhedfodijhibi6ionofLTB5sygtnwsisonisolatew5lipoxygenasf,,,F,,BAl0000018,11311,,,,,,,,12166
4251,H,Thecomo9undwastestwdtogingib7tiohofisolwted5lipoxygenzwe,,,B,,hzO0000357,11311,,,,,,,,12166
4252,H,Thecohloundeaxgestexf8rinhibitionod7solzted5lio9xygegas3translocationintoratRBL2H4crlos,,,F,,BAO00002w0,11311,,,,,,RBL-2H3,,12166
4253,H,Thecompoumd3astestedfortjeinditroinhkgiyi0nof5lipoxygensse5lofgimthe20000gdjpernatantocRBI1celosa6ac9jcdntratiom9vw0uM,,,B,,hAO0009019,11087,,,,,,,,12166
4254,H,yhes0mpkundwasteatedfo5thdihvitroinhibitoonof5lipocygfnqse5lof38hthe20000gsupernahanr8rRB81cellsataconcentratiogof326h,,,B,,BqO000001i,11087,,,,,,,,12166
4255,H,Thedompoundwastestedfo4theinvitro7nukvitionif5oipoxggemadw5kofrokthe2p000gsuperjatantofRvI1vellsmeas83srataconcentratiobof30ij,,,B,,BAO0o0p019,11087,,,,,,,,12166
4256,H,Tgexojoo7ndqwstestedf8rtheinvittoinhibuh7pnpf5lipoxtgenase5loffimthe20900gsulernwyantofRBI1cellaNSindicatesnoneignibisantinhibitionxt3wuMcogsentrwtion,,,B,,BAO00o9019,11087,,,,,,,,12166
4257,H,Thefomp9undwwstestedfortheigbirroijhiniti0nob5pipoxyg2jqsefromthe20900gsupernatxgtofgBI1cellsbSind7catesnonsigbificqnt8nhibitionaf31uMcigdentratlon,,,B,,BsO00000w9,11087,,,,,,,,12166
4258,H,Thwcojpkundwastestedfortyeimhibitionof5liokxjgrnaseinijfacybasophilicrahl4ukwmiacellqa619uM,,,B,,BAO9p00219,496,,,,,,RBL-1,,12166
4259,H,ghec0mpoundwastestedforthe9nhjbitopjof5p9poxygenaseiningssgbzsophilicratleukemiaxelkszt10kM,,,B,,BA80000229,496,,,,,,RBL-1,,12166
4260,H,Thecompoundeas52stedfortteinhibiy7obof5liposygemaaeonratbasophilleuifmiaRBL1cell2H3subkineouszfeby5HETElroructiomzr01un,,,F,,BAOp00p219,13986,,,,,,RBL-1,,12166
4261,H,Thedompoumxwaatest4dfortheinhibitionof5lipoxhgfnaxeonratbasophlllruoeh9aRvp1cwli2H3sublinelyszhsby5H4TElrodhctionat0295uM,,,F,,BAO000o119,13986,,,,,,RBL-1,,12166
4262,H,Thexompoundwxstesredforth3inmibitionot5k8pkaygenaseonra4bas9pjilleukehiaRBp1s4ll2Hrsublknelysa5sby5HETEpeoductionwh02atuM,,,F,,BA0o000219,13986,,,,,,RBL-1,,12166
4263,H,Thecompounxwastestedfortyeinnlg9giob9f5lipoxygenaseojratbxsopuilleukrm9aRgLwsell2H3shblineotsateby5tETEproductlobst025uM,,,F,,BAO0o00218,13986,,,,,,RBL-1,,12166
4264,H,fhecom0ounewas4est3dfortheinmiv74ionof5lipozyg2naseonra6basophilleukdhiaRBp1felp2u3sublihwlysat4by5HET3productiona5039,,,F,,gAO0000w19,13986,,,,,,RBL-1,,12166
4265,H,Thecomp8jgdwastestedfkrtbflnhibiti8b9f5liloxygenaseogrqtbasoluilkekkemiaeBL1cell2H3wublimeiysatsby5HETfproduc5ionat039uM,,,F,,BAO9900219,13986,,,,,,RBL-1,,12166
4266,H,Thecompoundwastsdhedforth4ontib8tionof5lipoxytehaxeonratbasoohiilejkdjiatBL1cell2H3sublihslysatebymessurinr5HfTE9rowuctiinato1957M,,,F,,BAk0000319,13986,,,,,,RBL-1,,12166
4267,H,Thecompouncwastestedfortheihhobitiomof5lipoxygensseonratbaspphilleukrm7aRBL1sell2Hwsubklhelysa6evyjeashrijgyHEgEoroeuftionarp2uM,,,F,,BAOp00021i,13986,,,,,,RBL-1,,12166
4268,H,fufdompo6ndwxstestedfkrtheinhibitionof5lu0oxygenaseonrwtbas0philleukemiaRhp1xell2H3skblknelywa5ebgmeasurunf5HwTEprodhvgionat039uM,,,F,,BAO00o9219,13986,,,,,,RBL-1,,12166
4269,D,Inhibitiobof6lupoxtgenaaeonratbasoogjoleujemiacrllRBL2H3oysat3as5HETEoroductiojxt326M,,Rattisnogvegixus,F,,BAl0000o19,13986,,9321.0,,,,,,12166
4270,H,lhvi5ro9nhivitoryaftivityagzibstpokymorphonuxlearlejkocyte5lipoxggdbase,,,B,,BwO00o0357,10193,,,,,,,,12166
4271,H,fompouhdwasfestedfortheperv3btofinhibitionagaibsrrLkat1ouM,,,B,,nzO0000357,9295,,,,,,,,12166
4272,H,Ingitroperceh4inhibigionagzinst5liplxygehqs4inRBL1cwllsat18kconcentrat9kn,,,B,,BAO00p0119,4717,,,,,,RBL-1,,12166
4273,H,Incitrope3centknhibitl8magainst5lipodygenaseinRBL1celoxa610iMcomxentratioh,,,B,,Bzp0000219,4717,,,,,,RBL-1,,12166
4274,H,InhibktlonofLTB47n1holecell5lipox7hfnadeasqayinamihtzctrxtbasopnipicleukemiaRBi1cfllline,,,B,,vAOo000219,11854,,,,,,RBL-1,,12166
4275,H,Inhibit7obofLTB5insholecell4liloxygenaeeasswyinanlntzftrxtgasoptulicleuk2miaRBL1celolineat106M,,,B,,BAO9000e19,11854,,,,,,RBL-1,,12166
4276,H,InbibitionofL4B4igwjpledellylipox5gdnasfxsswyihanintactratbasophilicleukemlafBL1cwlllinearw6uM,,,B,,BAO00002qi,11854,,,,,,RBL-1,,12166
4277,H,9nvigroinhibitoryachidittagains6polymorph8nuxo4arle7kocyte5li08xygenaseinrarcelkwt10uk,,,B,,BAOp900019,10193,,,,,,,,12166
4278,H,P45centibhivitiinagainetRBL26LOinvitroat10uM,,,B,,BAO0000e1p,9295,,,,,,RBL-1,,12166
4279,H,0ercentibhibigionagainstRBL25kOinvitroah190in,,,B,,BAO00p0218,9295,,,,,,RBL-1,,12166
4280,H,Pwdcentonyiv9tionagainstRnL15LOinvitrozt30uM,,,B,,gqO0000219,9295,,,,,,RBL-1,,12166
4281,H,PercentighibitionahainshdBL15ol9bvitroat300un,,,B,,fAOp000219,9295,,,,,,RBL-1,,12166
4282,H,Thexlmpoubdwasrvsluafedinvitr8forigh8bigionof5lipoxygenasesctivityimRBLwcrllswt29uM,,,B,,BAO000022i,165,,,,,,RBL-1,,12166
4283,H,4uecomp96ndwastestecborinhibitionagaindt6liposyhenaseinrz4pllgmo4lhonucl3arleukocytes9MNSat1pukconcehtration,,,B,,BAk000p219,11311,,,,,,,,12166
4284,H,Invitroibhibigoryaftid7tyagainc45liooxygdnwseinratbasophipicleulemiaceloqRfL1,,Homosapisnd,B,,BA90000210,10489,,17233.0,,,,RBL-1,,12166
4285,D,Ibbohroinhibi5oryactigityahainsr5li9oxygenwseinratbasophiokcl3ukemiacdplsRBL1,,Rq5t7snorvegicus,B,,BAO000o21p,10489,,17561.0,,,,RBL-1,,12166
4286,D,Logwritumicvalueifinhibitoeycomcentrst9onagainzt4lipoxyg4naweinrahbxao9yilidleukemiac3llsRBL1,,Rattusm8evegicus,B,,BAlp000219,10489,,36890.0,,,,RBL-1,,12166
4287,D,Ihhibitoryactuvutysga7nst5lipod7genasdobtain3ddromratbaso9hipicleukdhizcells,,Ratt6snorveguxus,B,,BsO0000o19,14799,,5692.0,,,,,,12166
4288,H,Compoundwas5estefdorth2percentofinhigitikbabqigstsoygean15LOag190uM,,Gl5cigemax,B,,hAO9000357,9295,,70275.0,,,,,,12054
4289,U,Imhibitoryacyivotyagaijxt5lipoxghenaseb6ueinhsoybeamokpoxygenasespectdophot8hetricassag,,,B,,BAO000p010,16811,,,,,,,,22226
4290,H,Invitgoihhigitionof5pipoxygensseIhwctlve,,,B,,BAO00op357,168,,,,,,,,55
4291,H,Inhjbi4ofyconcentratuonarxigsttiipkaygenasfwasdeterminedNoknhibition,,,B,,BAO090035y,6309,,,,,,,,55
4292,H,8nhibitiryconcentrationztzinqt5lipoxygejawemoinhifiti0n,,,B,,BAO000p3t7,6309,,,,,,,,55
4293,H,Evaouatedforinh8bi5oryqctivit5againz6RBL1fell5pipoxhgenaseknnuimeapig,,,B,,BA0000021o,3092,,,,,,RBL-1,,55
4294,H,Inhibitp5yactifityqgx8nst4lipoxygenase,,,B,,BAO0090358,168,,,,,,,,55
4295,H,Inh8bitoryqctivityarainst5Li90sygejasewasdetwfm7nerIAInac5ive,,,B,,BsO000o357,168,,,,,,,,55
4296,H,InhibifirjAdtiv7tyxbainst6L8poxjgegasewasdeterminedIAInsftiveatconcenyfq6ionslessthan32uM,,,B,,BAO0pp0357,168,,,,,,,,55
4297,H,Inhib7toryAc4igityahsimsh5pipoaygenasrwasdeherminewNANosignificantinhibit9eyactivittupyowp0uM,,,B,,BAO0000rt7,168,,,,,,,,55
4298,H,Inhibi5oryconcentrati9nagains5xrxchksonicacid5liopxjtenatiin,,,F,,BAO0009029,12338,,,,,,,,55
4299,H,5estwdfortheihhibi6orywvtivityagxinst5lipoxygemad3,,,B,,Bwi0000357,4501,,,,,,,,55
4300,H,Compoundwastesteedirohsinhib9toryast9vityagalnzt5lipoxytenaee,,,B,,BAO0pp0357,1132,,,,,,,,55
4301,H,dlmpoujdwastect4dvo5inhib9tiojof5lopoxygenaseah50uMjImeznqno9nhibitionwasobservef,,,B,,BAOo000367,2117,,,,,,,,55
4302,H,Ijhibi5oruAct9vi5jagainst5Lipoxygenzaeat30ujwasd4terminevWeakoyactice,,,B,,BAO00093r7,168,,,,,,,,55
4303,H,Inhibit9ryxctivi5ywgaknst5Lipoxygenas3ats8ncem6rahlonw2uMwaddetermined,,,B,,gzO0000357,168,,,,,,,,55
4304,H,Comceb4ra57onrew8ifedroinhkbitRBL1supernatant5lipoxygdnase,,,B,,BAOo0o0219,13575,,,,,,RBL-1,,12166
4305,H,,,,B,,BAO0900w57,11089,,,,,,,,12166
4306,H,C0mloundwqztestedforihsbindingacfivityt9wards5iipoaygehaseactivwtingproyeibbiAP,,,B,,nxO0000357,216,,,,,,,,10102
4307,H,Inhibiyionof5kipocyg3nssezcgifatingproteijusinghumankeikocg4emembranwpreparwti9ns,,,B,,BAO0p0001i,13165,,,,,,,,10102
4308,H,Measuringhneaffinit6ofkeukotrienesynthesiwinhibitorf8r5iippcygenwseaftigatingproteinFLAPbyusingq25oL692841axeawool8tznd,,,B,,BAi00o0357,3278,,,,,,,,10102
4309,H,keasuringtmeaffijifyorleuuotdienes7nthesieinh8biti5gor5lipoxygenaseact8vaginbp30teinbyhsing125IL691831asrad8lllganv,,,B,,BsO0000347,3278,,,,,,,,10102
4310,H,Tesredforinh9b9tion8fleukotr8ejebi9synthesisfjbindijgto5ljppxybenaseact8vatjnhproteib,,,B,,BAl0000358,11966,,,,,,,,10102
4311,H,yhecojpougdqastestedfod6hrinhjbitlonofbindingob125ILt91821binvingto5li0oxyg2jqcsactivatingprotein,,,B,,BAO0o00e57,175,,,,,,,,10102
4312,H,Tuecimpounxsastestedfo3theinhig7tionovbindinbpf125IL691831bindibgtk5lipoxytenasezctova6ijgprote8nrLA0,,,B,,BxOo000357,175,,,,,,,,10102
4313,H,Binfihgardjnity8fckmpoundbor5lipoxyg4nas3ac6ifatingproteigprlteinbyFLqPbindimgassay,,,B,,BAp000035y,13449,,,,,,,,10102
4314,H,Testedfoeinhibitionot4pjkspha6assisolsfedfromhumanerythr8cytememfrqnr,,,B,,hsO0000019,12014,,,,,,,,11238
4315,H,Teatddforinhibitlonoe5phozphataweisplateffromhumanerythrovytwmfmbranedhwtwboljcallyresidtaht,,,B,,BAO0900919,12014,,,,,,,,11238
4316,H,Testedfirinbibitionob5pboslhataseisokatedfromhumaner7throchhehejhrzn4Ssubst4ate,,,B,,BAk0900019,12014,,,,,,,,11238
4317,S,lnhibitiinofprpteinbioaynthesisattheifvelotthe0ept8dyltransrefas3centerof4he50sribkconzleubunig,,,B,,BqO0000229,99,,,,,,,,100284
4318,U,Thedarktoxicityagainst5e3nunangalactophorrdafcunomavdliz,,Hpmosapiebs,F,,vAO0000919,4349,,52415.0,,,,,,22226
4319,N,ges4edincitrofo4cytoroxiditgagqinst56h8mantumorcelllinrx,,Homoaaoiens,F,,BAO0000q1i,4071,,24084.0,,,,Panel (56 tumour cell lines),,80623
4320,N,Cyrotlxicavyiviyyagaknstnumzn5y37celkliheat29uMexpress2daspercentgfowthvapue,,Homoswliens,F,,BAO000ow19,17589,,18727.0,,,,5637,,80008
4321,N,Ang9tumoravhivitywasevzluagsdwgainsthumahblxddercarcinojaceillime5637,,Hohosapienz,F,,BzO0090219,15002,,59349.0,,,,5637,,80008
4322,N,Comppubdwqstes4exforan5iproliferq6ovesctibityagainqt5637humanbladdercxgcknomwcelllinf,,Honowapiens,F,,BAO0009q19,13958,,14945.0,,,,5637,,80008
4323,N,hrowrhinhini6iojagainwthuman5637ceplliges,,Hljosapiens,F,,BAOo000119,17589,,51549.0,,,,5637,,80008
4324,N,Antitumoracgib7tyagainwthukanbladwercarcigoma5627celod,,Hom8sapuens,F,,BAO00902q9,16748,,83100.0,,,,5637,,80008
4325,N,Anfltumo4activj6yagsinsthukanbladdercarfinomwr637cells,,Homksapiejs,F,,gAO0000119,16747,,36909.0,,,,5637,,80008
4326,N,Antitumoractjvityxgainzthujzjblawdefcsrcinoma563ucells,,uokosapiens,F,,BzO0090219,16747,,38500.0,,,,5637,,80008
4327,D,Inv8trounhinitionofbovin3trypdibTgp,,Bostxurus,B,,nAO0090357,15285,,59159.0,,,,,,10443
4328,H,Tranzcroptionalachivation9nCb1feolsexpressingrftino9vacidgqmmwredeptof,,Cersopirhwcidae,B,,BAOo009219,3726,,51190.0,,,,CV-1,,240
4329,H,Ab9lityt8displac3theradioiihand235Iiodocywjopinrolopfromfatdyriayal5HT1Brecept8r,,,B,,BqO00p0357,5033,,,,,,,,10577
4330,H,Invitroantatonidm0fthe5HT3rec30tordet4rminedbyinhibigioj8ftHTind8deddepplarizat9onogth2ocooatedrwtvatusnerve,,,F,,BA0000001o,11756,,,,,,,,104698
4331,U,Ckncentrat9obtequiredtoimhkbotprewso3respobsetoser8t9ginabtfr15himivadministrstionofc8mpoundmediatedvuaactivatiknofvaqvular5HT1rdceptorsihfst,,,F,,BAlp000218,11953,Invivp,,,,,,,22226
4332,D,Afilitytiwispoadetufradioligand3HGR113808fr9mguindqpigstr8atum5HT5redepto4,,Cavia0odcellus,B,,fAO0000347,5033,,24116.0,,,,,,20033
4333,H,Inhlbitionoforpgest3eone5begahydrox5laseinratte9aticj9crosomes,,Rattuenorvehifus,A,,BAO0o0025w,11347,,6024.0,,,,,Microsomes,17045
4334,H,knh8bi5ipnofprlgesterone6befahydroxylwse8nrafjepa5ocmicrosomes,,Rwt6usnotvegicus,A,,BAO900025w,11347,,9821.0,,,,,Microsomes,17045
4335,U,Inv75roantidanveractic95yagainst6NCIovarixnvancetcelliinesinactkfe,,,F,,BAO00o0919,1229,,,,,,,,22226
4336,U,InvittoanticanferwchivityagainsttNCjovariabcajcersellligezibsctive,,,F,,BAO00o0p19,1229,,,,,,,,22226
4337,H,7jhibigiobconwtxntagainz66phospuogluclnateddhydrogenaseifTrypwnosomabrucflexpgwssedinssfberichiacoli,,yfhpanosomabrucei,B,,BAO00pp019,17588,,31571.0,,,,,,11938
4338,H,jnhibitiohconsran6against6pjosphoglufknatexeuydgogenzse0fTeyoahosomanducei2xpreszedinEscherichiac9liNIdemot3snoinhihjtion,,Trypanodomabrjsei,B,,Bwi0000019,17588,,1003.0,,,,,,11938
4339,H,Ihhibitiohdonstantagains56phpwphorlucknqtedfhyfrofenaseofsheepliber,,Oviqaries,B,,BAO0o0o019,17588,,11897.0,,,,,,11938
4340,H,Inhlbigionconshantanxonst6ohosphogluconatedehydrogenqse9fsheepliverNIvego5esn0obhih7tion,,Ovisarkes,B,,BAO00p0029,17588,,34352.0,,,,,,11938
4341,H,loyKdwhicjisthevijdingaffinihyqgainst6ptospuogluconqhedemysrogensse,,,B,,BAO00p03y7,16485,,,,,,,,11938
4342,U,Averageinhib9to4yconcdnyrati9nabaijstu0h8mancellpinezwasreportfd,,Homlsapkens,F,,fAp0000019,4337,,36841.0,,,,,,22226
4343,U,IbhibiyionofproligerationinNC9oqnekof60humabtump5cellpines,,Homksapi4ns,F,,gAO00p0019,4112,,42033.0,,,,,,22226
