assay_id,assay_tissue,doc_id,cell_id,assay_type,assay_strain,description,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_cell_type,assay_subcellular_fraction,tid
8267,,14681,,A,,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose,,,Rattus norvegicus,10116.0,,,50597
8268,,14681,,A,,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose. ,,,Rattus norvegicus,10116.0,,,50597
8269,,14681,,A,,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,,,Rattus norvegicus,10116.0,,,50597
8270,,13118,,A,,Concentration of compound in Central nervous system,,,,,,,22224
8271,,13118,,A,,Concentration of compound in Central nervous system; Not detectable,,,,,,,22224
8272,,13318,,A,,"Concentration of diester in the blood, following oral administration in mice",,,Mus musculus,10090.0,,,50594
8273,,13318,,A,,"Concentration of monoester in the blood, following oral administration in mice",,,Mus musculus,10090.0,,,50594
8274,,13318,,A,,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,,,Mus musculus,10090.0,,,50594
8275,,15692,,A,,Evaluated for Pharmacokinetic property: Area under the curve,,,,,,,22224
8276,,14839,,A,,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,,,Mus musculus,10090.0,,,50594
8277,,14839,,A,,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,,,Macaca fascicularis,9541.0,,,100710
8278,,14839,,A,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,,,Macaca fascicularis,9541.0,,,100710
8279,,14839,,A,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,,,Macaca fascicularis,9541.0,,,100710
8280,,14839,,A,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,,,Macaca fascicularis,9541.0,,,100710
8281,,14839,,A,,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,,,Macaca fascicularis,9541.0,,,100710
8282,,14839,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,,Macaca fascicularis,9541.0,,,100710
8283,,14839,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",,,Macaca fascicularis,9541.0,,,100710
8284,,14839,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,,Macaca fascicularis,9541.0,,,100710
8285,,14839,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",,,Macaca fascicularis,9541.0,,,100710
8286,,14839,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",,,Macaca fascicularis,9541.0,,,100710
8287,,14839,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",,,Macaca fascicularis,9541.0,,,100710
8288,,14839,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,,Macaca fascicularis,9541.0,,,100710
8289,,14839,,A,,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,,,Mus musculus,10090.0,,,50594
8290,,14839,,A,,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,,,Mus musculus,10090.0,,,50594
8291,,14839,,A,,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,,,Mus musculus,10090.0,,,50594
8292,,14839,,A,,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,,,Mus musculus,10090.0,,,50594
8293,,14839,,A,,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,,,Mus musculus,10090.0,,,50594
8294,,14839,,A,,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,,,Mus musculus,10090.0,,,50594
8295,,14839,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",,,Mus musculus,10090.0,,,50594
8296,,14839,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",,,Mus musculus,10090.0,,,50594
8297,,14839,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",,,Mus musculus,10090.0,,,50594
8298,,14839,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",,,Mus musculus,10090.0,,,50594
8299,,14839,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",,,Mus musculus,10090.0,,,50594
8300,,14839,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",,,Mus musculus,10090.0,,,50594
8301,Plasma,5408,,A,,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8302,,6827,,A,,High i.v. clearance in Dawley rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8303,Liver,17538,,A,,In vitro clearance in rat liver microsomes,In vitro,,Rattus norvegicus,10116.0,,Microsomes,50597
8304,Liver,6331,,A,,Intrinsic clearance in rat liver microsomes was determined,In vitro,,Rattus norvegicus,10116.0,,Microsomes,50597
8305,Liver,5948,401.0,A,,Intrinsic clearance in rat hepatocytes was determined,In vitro,,Rattus norvegicus,10116.0,Hepatocyte,,50597
8306,,4026,,A,,Plasma Clearance was determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8307,,6647,,A,,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8308,,1696,,A,,Plasma clearance in rat.,In vivo,,Rattus norvegicus,10116.0,,,50597
8309,,6597,,A,,Plasma clearance in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8310,,347,,A,,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8311,,16423,,A,,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8312,,2879,,A,,Plasma clearance was measured in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8313,,4883,,A,,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,In vivo,,Rattus norvegicus,10116.0,,,50597
8314,Plasma,5328,,A,,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",In vivo,,Rattus norvegicus,10116.0,,,50597
8315,,5160,,A,,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,In vivo,,Rattus norvegicus,10116.0,,,50597
8316,,17582,,A,,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8317,,17651,,A,,Total clearance at 1 mg/kg was determined in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8318,,17651,,A,,Total clearance at 10 mg/kg was determined in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8319,,6596,,A,,Clearance in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8320,,4796,,A,,Plasma clearance rate determined in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8321,,6850,,A,,Clearance of compound in rat was evaluated,In vivo,,Rattus norvegicus,10116.0,,,50597
8322,Plasma,5932,,A,,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,In vivo,,Rattus norvegicus,10116.0,,,50597
8323,,3371,,A,,Pharmacokinetic property (blood clearance) in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8324,,2083,,A,,Plasma clearance in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8325,,4942,,A,,Plasma clearance in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8326,Liver,6838,,A,,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,In vitro,,Rattus norvegicus,10116.0,,Microsomes,50597
8327,,5353,,A,,Clearance in Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8328,,6641,,A,,Clearance rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8329,,6641,,A,,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),In vivo,,Rattus norvegicus,10116.0,,,50597
8330,,6641,,A,,Clearance rat; Not determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8331,,6444,,A,,Clearance rate was determined in rat at a dose of 1 mpk i.v.,In vivo,,Rattus norvegicus,10116.0,,,50597
8332,,6444,,A,,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8333,,6444,,A,,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8334,,6211,,A,,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8335,Plasma,12873,,A,,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",In vivo,,Rattus norvegicus,10116.0,,,50597
8336,,6570,,A,,Clearance of compound in rat after 1 mg/kg i.v. administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8337,,3341,,A,,Compound was evaluated for Hepatic clearance in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8338,,4891,,A,,In vivo clearance after 5 mg/kg dose,In vivo,,Rattus norvegicus,10116.0,,,50597
8339,Plasma,1094,,A,,Compound was tested for plasma clearance in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8340,,2938,,A,,Hepatic clearance after intravenous administration was evaluated in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8341,,17853,,A,,Lower clearance in rat (i.v.) at 0.5 mpk,In vivo,,Rattus norvegicus,10116.0,,,50597
8342,Plasma,6049,,A,,Pharmacokinetic parameter expressed as plasma clearance in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8343,,5789,,A,,Pharmacokinetic property (Clp) in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8344,,4514,,A,,Plasma clearance in Sprague-Dawley rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8345,,6448,,A,,Plasma clearance (Clp) in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8346,,6062,,A,,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,In vivo,,Rattus norvegicus,10116.0,,,50597
8347,,5710,,A,,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,In vivo,,Rattus norvegicus,10116.0,,,50597
8348,,4709,,A,,Plasma clearance after intravenous administration of 1 mg/kg in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8349,,4521,,A,,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8350,,1742,,A,,Plasma clearance in rat was determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8351,,6057,,A,,Plasma clearance measured in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8352,,6057,,A,,Plasma clearance was calculated in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8353,,5145,,A,,Plasma clearance in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8354,,5833,,A,,Plasma clearance in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8355,,6453,,A,,Plasma clearance in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8356,,6640,,A,,Plasma clearance in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8357,,6305,,A,,Plasma clearance in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8358,,6642,,A,,Plasma clearance in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8359,,5472,,A,,Plasma clearance was evaluated in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8360,,5472,,A,,Plasma clearance was evaluated in rat; Not tested,In vivo,,Rattus norvegicus,10116.0,,,50597
8361,,5144,,A,,Plasma clearance rate was determined for the compound in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8362,,6685,,A,,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",In vivo,,Rattus norvegicus,10116.0,,,50597
8363,,6685,,A,,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",In vivo,,Rattus norvegicus,10116.0,,,50597
8364,,6685,,A,,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",In vivo,,Rattus norvegicus,10116.0,,,50597
8365,Heart,13950,,A,,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8366,Heart,13950,,A,,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8367,Intestine,13950,,A,,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8368,Intestine,13950,,A,,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8369,Intestine,13950,,A,,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8370,Intestine,13950,,A,,Biodistribution of [123I]-label in rat intestine was reported at 24 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8371,Intestine,13950,,A,,Biodistribution of [123I]-label in rat intestine was reported at 4 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8372,Kidney,13950,,A,,Biodistribution of [123I]-label in rat kidneys was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8373,Kidney,13950,,A,,Biodistribution of [123I]-label in rat kidneys was reported at 1 h post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8374,Kidney,13950,,A,,Biodistribution of [123I]-label in rat kidneys was reported at 2 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8375,Kidney,13950,,A,,Biodistribution of [123I]-label in rat kidneys was reported at 24 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8376,Kidney,13950,,A,,Biodistribution of [123I]-label in rat kidneys was reported at 4 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8377,Liver,13950,,A,,Biodistribution of [123I]-label in rat liver was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8378,Liver,13950,,A,,Biodistribution of [123I]-label in rat liver was reported at 1 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8379,Liver,13950,,A,,Biodistribution of [123I]-label in rat liver was reported at 2 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8380,Liver,13950,,A,,Biodistribution of [123I]-label in rat liver was reported at 24 h post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8381,Liver,13950,,A,,Biodistribution of [123I]-label in rat liver was reported at 4 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8382,Lung,13950,,A,,Biodistribution of [123I]-label in rat lung was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8383,Lung,13950,,A,,Biodistribution of [123I]-label in rat lung was reported at 1 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8384,Lung,13950,,A,,Biodistribution of [123I]-label in rat lung was reported at 2 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8385,Lung,13950,,A,,Biodistribution of [123I]-label in rat lung was reported at 24 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8386,Lung,13950,,A,,Biodistribution of [123I]-label in rat lung was reported at 4 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8387,Muscle tissue,13950,,A,,Biodistribution of [123I]-label in rat muscle was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8388,Muscle tissue,13950,,A,,Biodistribution of [123I]-label in rat muscle was reported at 1 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8389,Muscle tissue,13950,,A,,Biodistribution of [123I]-label in rat muscle was reported at 2 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8390,Muscle tissue,13950,,A,,Biodistribution of [123I]-label in rat muscle was reported at 24 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8391,Muscle tissue,13950,,A,,Biodistribution of [123I]-label in rat muscle was reported at 4 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8392,Spleen,13950,,A,,Biodistribution of [123I]-label in rat spleen was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8393,Spleen,13950,,A,,Biodistribution of [123I]-label in rat spleen was reported at 1 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8394,Spleen,13950,,A,,Biodistribution of [123I]-label in rat spleen was reported at 2 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8395,Spleen,13950,,A,,Biodistribution of [123I]-label in rat spleen was reported at 24 h post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8396,Spleen,13950,,A,,Biodistribution of [123I]-label in rat spleen was reported at 4 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8397,Stomach,13950,,A,,Biodistribution of [123I]-label in rat stomach was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8398,Stomach,13950,,A,,Biodistribution of [123I]-label in rat stomach was reported at 1 h post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8399,Stomach,13950,,A,,Biodistribution of [123I]-label in rat stomach was reported at 2 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8400,Stomach,13950,,A,,Biodistribution of [123I]-label in rat stomach was reported at 24 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8401,Stomach,13950,,A,,Biodistribution of [123I]-label in rat stomach was reported at 4 hr post injection. Value shown is %ID/g of tissue,In vivo,,Rattus norvegicus,10116.0,,,50597
8402,Cerebellum,13950,,A,,Distribution of [123I]-label in rat brain (cerebellum) was reported at 20 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8403,Cerebellum,13950,,A,,Distribution of [123I]-label in rat brain (cerebellum) was reported at 60 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8404,,13950,,A,,Distribution of [123I]-label in rat brain (diencephalon) was reported at 20 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8405,,6570,,A,,Volume of distribution of compound in rat after 1 mg/kg i.v. administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8406,,6571,,A,,Volume of distribution of compound in rats after intravenous administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8407,,6453,,A,,Volume of distribution in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8408,,6444,,A,,Volume of distribution was determined in rat at a dose of 1 mpk i.v.,In vivo,,Rattus norvegicus,10116.0,,,50597
8409,,6444,,A,,Volume of distribution was determined in rat at a dose of 1 mpk i.v.; ND means not determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8410,,6444,,A,,Volume of distribution was determined in rat at a dose of 1 mpk i.v.; ND=not determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8411,,5353,,A,,Volume of distribution was determined in Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8412,,5334,,A,,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8413,,5334,,A,,Volume of distribution was reported in Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8414,,6641,,A,,Volumes of distribution in rat after peroral administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8415,,6641,,A,,Volumes of distribution in rat after po administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8416,,6641,,A,,Volumes of distribution in rat after po administration; Not determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8417,,5676,,A,,Pharmacokinetic property (Volume) in rat i.v.,In vivo,,Rattus norvegicus,10116.0,,,50597
8418,,6410,,A,,Apparent volume of distribution when 3 mg/Kg dose was administered intravenously,In vivo,,Rattus norvegicus,10116.0,,,50597
8419,,17670,,A,,"Volume distribution in fischer rats at 5 mg/kg dose, administered intravenously",In vivo,,Rattus norvegicus,10116.0,,,50597
8420,,6495,,A,,Volume distribution in rat after oral administration at 10 mg/kg,In vivo,,Rattus norvegicus,10116.0,,,50597
8421,,5408,,A,,Evaluated for Volume of distribution after iv administration of 5 mg/kg to male Sprague-Dawley rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8422,,4883,,A,,Tested for volume of distribution after intravenous administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,In vivo,,Rattus norvegicus,10116.0,,,50597
8423,,6647,,A,,Volume of distribution after oral administration of 6 mg/kg of dose in rats was determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8424,,6495,,A,,Volume of distribution in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8425,,2661,,A,,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female wistar rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8426,,2661,,A,,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to male wistar rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8427,,5974,,A,,In vivo Volume distribution (Vss) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8428,,5974,,A,,In vivo Volume distribution (Vss) was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8429,,5974,,A,,In vivo Volume distribution (Vss) was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat;no value,In vivo,,Rattus norvegicus,10116.0,,,50597
8430,,5974,,A,,In vivo Volume distribution (Vss) was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8431,,5960,,A,,Pharmacokinetic parameter (Vss) in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8432,,5676,,A,,Pharmacokinetic property (Volume) in rat i.v.,In vivo,,Rattus norvegicus,10116.0,,,50597
8433,,5948,,A,,Pharmacokinetic property (Vss) in rat,,,Rattus norvegicus,10116.0,,,50597
8434,,5979,,A,,Steady state volume distribution (Vss) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8435,,5978,,A,,Steady state volume distribution (Vss) of compound after iv administration was determined in Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8436,,5978,,A,,Steady state volume distribution (Vss) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8437,,5978,,A,,Steady state volume distribution (Vss) of compound(9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8438,,5978,,A,,Steady state volume distribution (Vss) of compound(9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8439,,6448,,A,,Steady state volume distribution in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8440,Plasma,12873,,A,,"Steady state volume of distribution calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv.",In vivo,,Rattus norvegicus,10116.0,,,50597
8441,,4576,,A,,Steady state volume of distribution determined in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8442,,17582,,A,,Steady-state volume of distribution was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8443,,1466,,A,,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8444,,5182,,A,,Volume at steady state distribution by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat was determined,,,Rattus norvegicus,10116.0,,,50597
8445,,5182,,A,,Volume at steady state distribution by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat was determined; NC means not calculated,,,Rattus norvegicus,10116.0,,,50597
8446,,6535,,A,,Volume distribution in rat after administration of 2 mg/kg iv,In vivo,,Rattus norvegicus,10116.0,,,50597
8447,,6535,,A,,Volume distribution in rat after administration of 2 mg/kg iv,In vivo,,Rattus norvegicus,10116.0,,,50597
8448,,5041,,A,,Volume in steady state distribution value was determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8449,,5041,,A,,Volume in steady state distribution value was determined; ND denotes no data,In vivo,,Rattus norvegicus,10116.0,,,50597
8450,,5041,,A,,Volume in steady state distribution value was determined; ND denotes not determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8451,,17065,,A,,Volume of distribution at a steady state measured after intravenous bolus administration of 50 mg/kg of compound to rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8452,,6597,,A,,Volume of distribution at steady state was evaluated in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8453,,15662,,A,,Volume of distribution at steady state was observed after intravenous administration in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8454,,6485,,A,,Volume of distribution in steady state was determined in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8455,,17655,,A,,Volume of distribution in steady state was determined in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
