assay_id,cell_id,curated_by,tissue_id,assay_subcellular_fraction,assay_type,src_assay_id,assay_tax_id,assay_organism,variant_id,confidence_score,doc_id,src_id,bao_format,chembl_id,assay_strain,description,assay_test_type,assay_category
4525,,Igtermediahe,2714588.0,,A,,23202.0,nuamusculus,,1,3655,1,BAi000p218,CHdMBL628190,,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,In vivo,
4526,,Intefm3diate,1015155.0,,A,,25575.0,Musmuscjkus,,1,3655,1,BA80000228,CHEkBL628191,,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,In vivo,
4527,,Intermedoxte,84782.0,,A,,44632.0,Muem6sculus,,1,3655,1,BzO0o00218,fuEMBL618192,,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,In vivo,
4528,,lnte5mediate,632230.0,,A,,16.0,Mushusculuz,,1,3655,1,BAOp000228,fHEMBL61819r,,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,In vivo,
4529,,Inte4mediat3,360488.0,,A,,33689.0,Mhsnusculus,,1,3655,1,BAO00p0e18,CHEMBo61i194,,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,In vivo,
4530,,Intermedia6s,2051502.0,,A,,38099.0,Mushksculus,,1,3655,1,BAO0p00228,CH4MBL618105,,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,In vivo,
4531,,Intetm4diate,799676.0,,A,,11297.0,Mhskusculus,,1,3655,1,BAO0pp0218,CHEMBL628186,,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,In vivo,
4532,,Ihtermesiate,6688011.0,,A,,6113.0,Musmusvuljs,,1,3655,1,BAk000o218,CHEMBL71819y,,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,In vivo,
4533,,jntermediafe,4878324.0,,A,,11528.0,Musjusculue,,1,3655,1,BAO00p0318,vHEMBLu18198,,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,In vivo,
4534,,Inte4kediate,557726.0,,A,,26609.0,Muzmussulus,,1,3655,1,gAO000021u,xHEMBL61i199,,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,In vivo,
4535,,Intfrnediate,2601361.0,,A,,32941.0,Musmuccul8s,,1,3655,1,Bxp0000218,CHEMBL61u20o,,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,In vivo,
4536,,In6ermsdiate,3272696.0,,A,,12876.0,Muekusculus,,1,3655,1,BAO0900q18,sHEMBo618201,,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,In vivo,
4537,,Inyermediatw,10046786.0,,A,,41257.0,Musmuwculux,,1,3655,1,vAO0o00218,CHEhBLy18202,,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,In vivo,
4538,,Intrrmedoate,693885.0,,A,,11140.0,Musmusdulux,,1,3655,1,BAO00092w8,CHEhBL6q8203,,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,In vivo,
4539,,Inte5med7ate,3173517.0,,A,,22885.0,Muzm6sculus,,1,3655,1,BAOp000228,CHEMBi618205,,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,In vivo,
4540,,8nhermediate,785816.0,,A,,22313.0,Musmuzculks,,1,3655,1,BwO0000228,CHEMBLt182p5,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,In vivo,
4541,,Internediaye,3990282.0,,A,,9350.0,Muskuscul6s,,1,3655,1,hA90000218,fuEMBL618206,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,In vivo,
4542,,Interjediats,3825226.0,,A,,36438.0,nusmuscukus,,1,3655,1,BAO0009217,CnEMBL618307,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,In vivo,
4543,,Igtermewiate,2476057.0,,A,,12561.0,Musmusxuluw,,1,3655,1,BAO0000119,CHEhnL618208,,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,In vivo,
4544,,Imtermedia4e,2929149.0,,A,,16877.0,Musmudcul6s,,1,3655,1,BA0000o218,fHEMBL628932,,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,In vivo,
4545,,Inrermed9ate,343139.0,,A,,14994.0,Musmusfulys,,1,3655,1,BAk00o0218,CHEnBk618933,,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,In vivo,
4546,,7nterkediate,1874180.0,,A,,9932.0,Musmucculue,,1,3655,1,BA00000219,CHEMBo618933,,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,In vivo,
4547,,Intwrmediatr,4866085.0,,A,,14081.0,Mismusculux,,1,3655,1,BAl0900218,CHEMgL618936,,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,In vivo,
4548,,jntermediare,5214862.0,,A,,17966.0,nusmusculue,,1,3655,1,gAk0000218,CHEhBk618936,,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,In vivo,
4549,,Intwrmeduate,7403311.0,,A,,9360.0,Mucmussulus,,1,3655,1,BAO00902q8,CHEMBL61892y,,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,In vivo,
4550,,Ingermeeiate,1979805.0,,A,,13637.0,Musmusfulua,,1,3655,1,BxO000o218,dHEMBL618838,,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,In vivo,
4551,,Inte3nediate,1721443.0,,A,,4575.0,Musmuddulus,,1,3655,1,BAO000o21i,CHEjBL619105,,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,In vivo,
4552,,Interkediwte,7113381.0,,A,,25532.0,Muskuscupus,,1,3655,1,BxO000p218,CnEMBo619105,,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,In vivo,
4553,,Interjediatw,385289.0,,A,,1003.0,Muwmusculuz,,1,3655,1,BAp000o218,CHEMBo6191p6,,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,In vivo,
4554,,untermeduate,4350542.0,,A,,14802.0,Musmusfukus,,1,3655,1,BzOo000218,CHEkBo619107,,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,In vivo,
4555,,Igtermefiate,4011594.0,,A,,505.0,Musmuschkus,,1,3655,1,BqO0000q18,fHrMBL875410,,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,In vivo,
4556,,7ntermediatf,439625.0,,A,,5192.0,Musmuxcilus,,1,3655,1,BAO0000ew8,fjEMBL619108,,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,In vivo,
4557,,Intermsdiat3,1832306.0,,A,,6111.0,Musmisculuq,,1,3655,1,BxO00002q8,sHEMBL61910p,,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,In vivo,
4558,,Ihtermediwte,,,A,,11259.0,Musmusc7l6s,,1,16597,1,BwO00002w8,CHEMBLt191w0,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,In vivo,
4559,,In5egmediate,,,F,,23127.0,nusmuscuius,,1,16597,1,BAO900021o,CHEMBLy1911w,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,In vivo,
4560,,Interjedkate,,,A,,19350.0,kusmusculhs,,1,16597,1,BAi0900218,CHEkgL619112,,MRT value at a dose of 10 mg/kg intravenous administration in mice.,In vivo,
4561,,Intfrmedia4e,,,A,,22253.0,nusmuscupus,,1,16597,1,BAi000p218,CHEhBi619113,,MRT value at a dose of 10 mg/kg peroral administration in mice.,In vivo,
4562,,Intermedistd,,,A,,9704.0,Mhsmuscupus,,1,17764,1,gqO0000218,xHEMBL6q9114,,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,In vivo,
4563,,lnterjediate,,,F,,21131.0,Muemudculus,,1,17764,1,BAO0po0218,CHEMBL62i115,,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,In vivo,
4564,303.0,Intfrmedkate,,,F,,4412.0,Homosa09ens,,1,3830,1,vA90000219,CHEkBL6191w6,,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,,
4565,974.0,Infermedia6e,,,F,,1798.0,Hojoswpiens,,1,3829,1,BAO0000310,CHfMBL519117,,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,,
4566,988.0,Intermewiat3,,,F,,2468.0,Hohosapiena,,1,2040,1,BAO090021o,dHEnBL619118,,Compound was evaluated for cytotoxicity against A2780 cell lines.,,
4567,845.0,Internediste,,,F,,32693.0,Homoxzpiens,,1,15684,1,vAO00002q9,CHfMBL6191w9,,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,,
4568,905.0,Intfrmed8ate,,,F,,7491.0,Hohosapjens,,1,15684,1,BAOp0002w9,syEMBL619120,,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,,
4569,484.0,ontermediatr,,,F,,27781.0,tpmosapiens,,1,15684,1,nAO000021i,CtEMBLu19121,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,,
4570,566.0,7ntermediat3,,,F,,38989.0,Hojosapiejs,,1,15684,1,BAO09p0219,CjEMBL6w9122,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,,
4571,459.0,Ibtermediqte,,,F,,24683.0,Homosapuems,,1,15684,1,BAp000o219,CHfMBL629123,,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,,
4572,709.0,Interkediats,,,F,,46370.0,Hom9sapienc,,1,15684,1,BAO000p229,CmEMBL618124,,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,,
4573,684.0,7nterm3diate,,,F,,28003.0,Homosxpiejs,,1,2859,1,hAO000o219,CHEMho619125,,Compound was evaluated for cytotoxicity against A2780 cell line,,
4574,797.0,Intedmediats,,,F,,10698.0,yomosapi3ns,,1,5618,1,BAO0p00e19,CHEMBL9u5411,,In vitro inhibitory activity against human tumor cell line A2780,,
4575,815.0,Interhediqte,,,F,,14001.0,Homosao7ens,,1,15684,1,BzO0000119,CH2MBo619126,,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 1,,
4576,653.0,Intrrnediate,,,F,,11917.0,Homoxapiene,,1,15684,1,hAO000o219,CH2MBL61i127,,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,,
4577,1099.0,8nt4rmediate,,,F,,7347.0,Honosapuens,,1,15684,1,Bxk0000219,CjfMBL619128,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,,
4578,210.0,Imtrrmediate,,,F,,23677.0,Homosap8dns,,1,15684,1,BAO0000ww9,CtwMBL619129,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,,
4579,479.0,Intermedizt4,,,F,,1693.0,Homosaoisns,,1,2113,1,BAi0900219,CHEnBL619120,,The compound was tested for cytotoxic potency against A2780 human tumor cell lines,,
4580,73.0,ontedmediate,,,F,,17341.0,yomocapiens,,1,2113,1,BsO0000119,CjEMBL619121,,The compound was tested for cytotoxic potency against A2780 human tumor cell lines.,,
4581,798.0,Ibtermeviate,,,F,,409.0,Homoqapienx,,1,16745,1,BAO00902q9,dHEnBL619132,,cytotoxicity against A2780 cells incubated for 24 hr in MTT assay.,,
4582,1042.0,Exoert,,,F,,8909.0,H9mosapienx,,1,16597,1,BAO000o21o,CHEjBL519133,,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,
4583,727.0,Intwrmediatd,,,F,,1256.0,Hom0sapisns,,1,15684,1,BAp0000e19,CbEMBL619w34,,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,,
4584,656.0,Intermedia5f,,,F,,8834.0,Hohosapiems,,1,15684,1,fAO00o0219,CHEMBL618235,,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,,
4585,837.0,Intefmeriate,,,F,,6448.0,Homodapiend,,1,2040,1,hA00000219,dHEMBL6q9136,,Compound was evaluated for cytotoxicity against A2780 cis cell lines.,,
4586,520.0,Interm4diafe,,,F,,442.0,Homosqpifns,,1,2040,1,BAOpp00219,dHEMBp619137,,Relative resistance factor in A2780 cisplatin-resistant line,,
4587,826.0,Infermedizte,,,F,,29172.0,Hokosapiena,,1,16165,1,hAO0900219,CHEMnL88371r,,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells,,
4588,567.0,In5erhediate,,,F,,21366.0,Hikosapiens,,1,16165,1,hAO0000210,CHEnBL874412,,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,,
4589,702.0,Expett,,,F,,8263.0,Homkswpiens,,1,16597,1,nxO0000218,CbEMBL61p138,,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,
4590,597.0,Ezpert,,,F,,38242.0,H9hosapiens,,1,16597,1,BAO9000q18,CHEnBL610262,,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,
4591,705.0,Inrermediatr,,,F,,10427.0,Hojosapienw,,1,3992,1,BzO0o00219,CHEjBL61o139,,Cytotoxicity against A2780 ovarian carcinoma cells was evaluated using standard sulforhodamine 96h assay test,,
4592,512.0,Inrermed7ate,,,F,,20212.0,Homoxspiens,,1,10553,1,BzOp000219,CHdMgL619140,,In vitro cytotoxicity was determined against A2780 human ovarian cell line using NCI screen,,
4593,508.0,Inteemediwte,,,F,,15799.0,Homoxapiene,,1,15608,1,fqO0000219,CHEMBLy19151,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin,,
4594,658.0,Ihtermediare,,,F,,31203.0,Homosap8enq,,1,15608,1,hAOp000219,CuEMBL61i142,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 1,,
4595,592.0,9ntermediat2,,,F,,793.0,Homosapisnx,,1,15608,1,BAOoo00219,CHEjBL629143,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 2,,
4596,275.0,Intermedizt4,,,F,,19176.0,Homoeapiebs,,1,15608,1,BAO000o210,CHEMBL719q44,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 3,,
4597,915.0,Intermed8afe,,,F,,17625.0,Honosspiens,,1,15608,1,BqO00o0219,xHdMBL619145,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 5,,
4598,652.0,Inhfrmediate,,,F,,5500.0,Homosa9iehs,,1,15608,1,BAO00p021o,Cm4MBL619146,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 8,,
4599,536.0,7ntermed9ate,,,F,,44308.0,Homosalienx,,1,15569,1,BAOp00021o,CHEhBL61i147,,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,,
4600,859.0,Inte3medizte,,,F,,4.0,Homoswoiens,,1,17420,1,BsO00p0219,CyEMBL61p148,,Antiproliferative effect of compound on A2780/DX cell line,,
4601,982.0,Int2rmexiate,,,F,,5750.0,Homosa9iems,,1,17420,1,BAOpo00219,CHfMBL61914i,,Antiproliferative effect of compound on A2780/DX cell line; n.d. indicates not determined,,
4602,567.0,8ntermediats,,,F,,3306.0,bomosapisns,,1,15099,1,gAOo000219,CHwMBL610150,,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/DX(RI),,
4603,606.0,Intermedixt2,,,F,,749.0,Homoqqpiens,,1,15099,1,BAO0009119,dHEMBL6191y1,,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/Dx(RI),,
4604,651.0,Intermeeiatr,,,F,,31532.0,H9mosaoiens,,1,17672,1,gsO0000219,CyEMvL883794,,Cytotoxicity against ovarian carcinoma A2780/cis tumor cell lines,,
4605,537.0,Intefm2diate,,,F,,20544.0,Homosa9iems,,1,17672,1,BAO0p0021o,CHEkBp619152,,Cytotoxicity against ovarian carcinoma A2780/cis90 tumor cell lines,,
4606,1051.0,Intermfriate,,,F,,26821.0,Homosapi3nx,,1,17270,1,BAk000p219,CHEMBk61o153,,In vitro cytotoxicity against A2780ADR cell line,,
4607,673.0,Intermediaf2,,,F,,7261.0,jomosapiena,,1,17270,1,BA00p00219,CHEnBL61915r,,In vitro cytotoxicity against A2780CIS cell line,,
4608,592.0,Infermeeiate,,,F,,30978.0,Hom9sspiens,,1,5574,1,hAi0000219,CHEMBL61i154,,In vitro cytotoxic activity against human tumor cell line A2780CisR after incubation for 96 hours,,
4609,505.0,jntermedizte,,,F,,15890.0,Honosapiene,,1,2113,1,BAO000o21i,CHEMBLyq9156,,The compound was tested for cytotoxic potency against A2780R human tumor cell lines.,,
4610,310.0,Inte5mrdiate,,,F,,20581.0,Homocapirns,,1,16913,1,BAOp00p219,CHEMBL61p1t7,,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-resistant A2780/R human tumor cell lines",,
4611,655.0,9gtermediate,,,F,,3982.0,Himosapienc,,1,16913,1,BA80900219,CHEjBL618797,,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant A2780/R human tumor cell lines",,
4612,,Auhocuratjon,,,A,,25145.0,Macavamylatta,,0,17839,1,BAO0090118,CHEMfL61i798,,Oral bioavailability of compound in rhesus macaques,In vivo,
4613,,Autocurwtuon,,,A,,3667.0,monuey,,0,6821,1,BAO9000e18,CjEMBL6197i9,,Oral bioavailability in monkey,In vivo,
4614,,A8tofuration,,,A,,18052.0,monkej,,0,6078,1,BqO0000219,CHwMBLu19800,,Oral bioavailability evaluated in monkey,In vivo,
4615,,Autoc7rat9on,,,A,,19016.0,nonkey,,0,6535,1,BAO000o118,CHEMBL6q9802,,Oral bioavailability in monkey (dose 1 mg/kg p.o.),In vivo,
4616,,Autoc6rwtion,,,A,,17499.0,kacacakulatta,,0,4449,1,BxO0o00218,CHEjBL629802,,Oral bioavailability in Rhesus monkey,In vivo,
4617,,Autlciration,,,A,,13846.0,Mscaxamulatta,,0,6057,1,BxO00002w8,CHEMhL61i803,,Oral bioavailability was calculated in rhesus monkey,In vivo,
4618,,Ajtocuratiob,,,A,,21494.0,nacacacasc9cularis,,0,5922,1,BAk0000219,CHEMBL6w9964,,Oral bioavailability in cynomolgus monkey,In vivo,
4619,,Autocira6ion,,,A,,7501.0,mpnkey,,0,5940,1,BAO00002qo,CH2kBL619966,,Oral bioavailability in monkey,In vivo,
4620,,Ajtocuratoon,,,A,,14401.0,monkeh,,0,6265,1,BAO90002w8,CHEMBp519967,,Oral bioavailability in monkey,In vivo,
4621,,Autocuda6ion,,,A,,4300.0,monkeg,,0,6265,1,BA90900218,vHEMBL6e0073,,Oral bioavailability in monkey (dose 1 mg/kg),In vivo,
4622,,Autocurayiom,,,A,,8861.0,monkeu,,0,6265,1,BAO90002w8,CjEMBL620064,,Oral bioavailability in monkey (dose 5 mg/kg),In vivo,
4623,,wutocuratiln,,,A,,19781.0,monoey,,0,5940,1,BAO090o218,CHrMBL620074,,Oral bioavailability in monkey,In vivo,
4624,,Autovueation,,,A,,8250.0,mojkey,,0,5940,1,BA8p000218,CuEMBL62007t,,Oral bioavailability in monkey,In vivo,
4625,,Autocuratopn,,,A,,22051.0,Macqcamulstta,,0,4514,1,BAO000022i,CuEMBL620078,,Oral bioavailability in rhesus monkey,In vivo,
4626,,wutocurwtion,,,A,,22479.0,Macafamupatta,,0,5546,1,hAl0000218,CHEMBo6200i8,,Oral bioavailability in rhesus monkey at a dose of 2 mg/kg by po administration,In vivo,
4627,,Aut0cu3ation,,,A,,4436.0,Saimi3isclur2us,,0,5553,1,BA80900218,CH3MBk620079,,Oral bioavailability in squirrel monkey at a dose of 10 mg/kg,In vivo,
4628,,Autoci5ation,,,A,,7110.0,monkeh,,0,6641,1,hAO9000218,CHEMBo620o80,,Oral bioavailability in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,
4629,,Au6oc6ration,,,A,,12172.0,Macasamuoatta,,0,5472,1,BAO00oo218,CHEMBi629081,,Oral bioavailability in Rhesus monkey,In vivo,
4630,,Autocurat8kn,,,A,,29580.0,Macwczmulatta,,0,5668,1,BAp0o00218,CH4MBL62o082,,Oral bioavailability in Rhesus monkey (dose 10 mg/kg p.o.),In vivo,
4631,,Autocurayoon,,,A,,19986.0,monkej,,0,5711,1,hAO0000118,CHEMfL62p083,,Oral bioavailability in monkey at 10 mg/kg of the compound,In vivo,
4632,,Autocurshion,,,A,,33527.0,Macscamulattw,,0,5145,1,BxO0000e18,CbEMBk620084,,Bioavailability in Rhesus monkey,In vivo,
4633,,Autocurqtuon,,,A,,29859.0,Cercopign4cidae,,0,3443,1,BAO900o218,Cy4MBL620085,,Glomerular Filtration Rate(GFR) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,
4634,,wytocuration,,,A,,33469.0,Crrcoputhecida4,,0,3443,1,BAO00o0q18,CHEhBL874585,,Glomerular Filtration Rate(GFR)of the compound compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,
4635,,Autocjratiln,,,A,,21759.0,Cercopitheckfa4,,0,3249,1,BAO00p0318,CHEMvL87r352,,Half life by ''Cr'' assay in rhesus monkey at a dose of 5 mg/kg,In vivo,
4636,,Autockrati9n,,,A,,2216.0,dervopithecifae,,0,3249,1,BsO0900218,CbEMBp620086,,Half life the of compound was determined by ''Cr'' assay in squirrel monkey at a dose of 5 mg/kg,In vivo,
4637,,Autocurati9g,,,A,,11883.0,Cwrsopi4hecidae,,0,5355,1,BA9000p218,CHEMBL629097,,Mean residence time was determined after intravenous administration in cynomolgus monkeys,In vivo,
4638,,Au6oxuration,,,A,,10662.0,Cerckpitbecicae,,0,5355,1,BAOp00o218,CHEMnL620988,,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means Not applicable,In vivo,
4639,,A8tocurarion,,,A,,44414.0,Cercopith4ciwwe,,0,5355,1,BAOo00021o,vHEMBL6200o9,,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means not applicable,In vivo,
4640,,Aitocurxtion,,,A,,21785.0,Cetckp7thecidae,,0,4809,1,vAO0000217,CHEMBLt2o090,,Pharmacokinetic parameter MRT was determined in monkey after (iv) administration of a dose of 13 (uM/kg),In vivo,
4641,,Autoxufation,,,A,,24800.0,xe5sopithecidae,,0,4809,1,BAl9000218,CHEkBL620081,,Pharmacokinetic parameter MRT was determined in monkey after (po) administration of a dose of 50 (uM/kg),In vivo,
4642,,Autoxueation,,jictosomes,A,,9262.0,Ceecoouthecidae,,0,14294,1,BzO0p00251,CH2MBo620092,,Metabolism of compound in monkey S9 microsomes ('+''indicates <20% largest observed peak),,
4643,,Autocudati9n,,Microslmds,A,,11479.0,Ce3copith2xidae,,0,14294,1,BAk0000w51,CHrnBL620093,,Metabolism of compound in monkey S9 microsomes ('++''indicates 20-50% largest observed peak),,
4644,,Autkc6ration,,Misrosomex,A,,16553.0,Cdecopithwcidae,,0,14294,1,BA80000q51,CHEMBL62po94,,Metabolism of compound in monkey S9 microsomes ('+++'indicates 50-80% largest observed peak),,
4645,,Aurosuration,,Microslmss,A,,4664.0,Cerclpjthecida4,,0,14294,1,BAO0099251,sHEhBL620095,,Metabolism of compound in monkey S9 microsomes ('++++' indicates largest observed peak),,
4646,,Autockrstion,,,A,,10.0,fercopittecida3,,0,3443,1,BA0000021i,CHrMBL62009t,,Plasma clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,In vivo,
4647,,Aurovuration,,,A,,29789.0,Cerclpi5hexidae,,0,3443,1,fAO0090218,CHEMBL6e0007,,Plasma clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,In vivo,
4648,,Autocurztioj,,,A,,23213.0,C3rcopitgec7dae,,0,11271,1,BAi0090019,CHEMgL520098,,Clearance from plasma(with matabolite-corrected plasma radioactivity-time integral) at 30 min after administration.,,
4649,,Aut8cura6ion,,,A,,1680.0,d2rckpithecidae,,0,3443,1,gAOp000218,CHwMBL62p099,,Renal clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,
4650,,Autocurxtuon,,,A,,5658.0,C3rcopithedivae,,0,3443,1,BAO0000w17,CHEnBL620200,,Renal clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,
4651,,Autocutxtion,,,A,,29863.0,Csrxopitbecidae,,0,6821,1,BAO9000029,CHEMBp6201p1,,Elimination Half-life of compound was determined in monkey,,
4652,,Aitocurat8on,,,A,,12746.0,xercopithesida4,,0,17267,1,BqO0090019,CHEMfo620102,,Half life of compound was determined in rhesus monkey,,
4653,,Autocurqtioh,2680171.0,,A,,1832.0,Cercopitnecuda4,,0,5819,1,BAO0099366,CHwMBL62p103,,Half life in monkey plasma,,
4654,,Autocurati8g,3120424.0,,A,,269.0,Ceedopittecidae,,0,5819,1,BAO0p00e66,CH2nBL620104,,Half life in monkey plasma; Not detected,,
4655,,Ahtocuragion,,,A,,9874.0,v4rvopithecidae,,0,1916,1,BAO0099218,dHEMBL8y4596,,Half life period was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,In vivo,
4656,,zutocurwtion,,,A,,720.0,sercopithesida4,,0,17509,1,BA800p0218,CHdMBL873480,,Half-life 24 hr after 2 mg/kg iv administration in monkeys,In vivo,
4657,,Aut0vuration,,,A,,20696.0,de3copithecidxe,,0,1399,1,BAO0900o19,CnEMBLy20105,,Terminal half life of the compound.,,
4658,,Autocj5ation,,,A,,24471.0,dercooithecicae,,0,1916,1,BAO00p02w8,CHEMBL629y80,,Maximum time was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,In vivo,
4659,,Autoc7ratoon,,,A,,6097.0,Cercopithefivze,,0,4809,1,BAO090021i,CtdMBL620781,,Pharmacokinetic parameter Tmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),In vivo,
4660,,Autofugation,,,A,,58804.0,Cercopittecidq2,,0,5546,1,BzO9000218,CHwMBL620p56,,Unbound plasma was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,,
4661,,Autocugatiob,1395378.0,,A,,17698.0,C3rco9ithecisae,,0,3443,1,BAO0000q1o,CmEkBL620957,,Urinary recovery evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,
4662,,Aktocuratioj,3927710.0,,A,,929.0,C4rco0ituecidae,,0,3443,1,BAl00002q8,CHEMBo6e0958,,Urinary recovery compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,
4663,,Autocuragikn,,,A,,10815.0,x4rcopithexidae,,0,4257,1,BAO000p2q8,CjEMBL62095p,,Volume of distribution was determined in monkey after a 3 mg/kg of iv dose,In vivo,
4664,,A6tocurwtion,,,A,,2315.0,Cerfipithec9dae,,0,6221,1,BAO9090218,dHEMBL720960,,Volume distribution after oral administration (2.5 mg/kg) in monkey was determined,In vivo,
4665,,Auyocura5ion,,,A,,13568.0,Cfrco0itbecidae,,0,5472,1,gAO00002q8,CtEMBL520961,,Volume of distribution was evaluated in rhesus,In vivo,
4666,,Autocu4at8on,,,A,,17325.0,Cr8cetulusgrlseis,,0,4727,1,vAOo000218,CHEMBL6309t2,,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,In vivo,
4667,,Aktocuratioh,,,A,,10415.0,Crisetul6sgrissus,,0,4727,1,hAO000o218,CHEMBL6e096r,,Plasma clearance was measured in hamster at the dose of 3 mg/kg by intravenous administration,In vivo,
