CHI,Ti,ASST,ASSTIS,ASTET,ASTY,CEI,ASI,ASSTI,TII,Descr,RELATITY,ASSUBCELFRA,CONSC,VAI,CUB,SI,BAFO,SASI,ASOR,DOI,ASSCATE,ASSCETY
CHEMBL625389,22224,,Plasma,In vivo,A,,10401,9940.0,1969.0,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Abraham sheep (female),U,,0,,Autocuration,1,BAO_0000218,,Ovis aries,5334,,
CHEMBL875343,22224,,Plasma,In vivo,A,,10402,9940.0,1969.0,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg in Abraham sheep (female),U,,0,,Autocuration,1,BAO_0000218,,Ovis aries,5334,,
CHEMBL876795,50497,,,,A,,10403,8570.0,,Biological half life period of compound was measured against snake venom phosphodiesterase (SVPDE),N,,1,,Intermediate,1,BAO_0000218,,Serpentes,1735,,
CHEMBL626552,50497,,,,A,,10404,8570.0,,Half life (t) of enzymatic phosphodiester hydrolysis of compound towards snake venom (SV-PDE) at a concentration of 4 microg,N,,1,,Intermediate,1,BAO_0000218,,Serpentes,1469,,
CHEMBL626553,50497,,,,A,,10405,8570.0,,Enzymatic stability was assessed with snake venom phosphodiesterase (SV PDE) exonuclase,N,,1,,Intermediate,1,BAO_0000218,,Serpentes,1336,,
CHEMBL626554,22224,,Plasma,,A,,10406,9606.0,1969.0,The human biological plasma half life of the compound,U,,0,,Autocuration,1,BAO_0000366,,Homo sapiens,12403,,
CHEMBL626555,50597,,Urine,,A,,10407,10116.0,1088.0,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8151,,
CHEMBL626556,50597,,,,A,,10408,10116.0,,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 120 min after iv administration compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL626557,50597,,,,A,,10409,10116.0,,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 15 after iv administration of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL626558,50597,,,,A,,10410,10116.0,,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 240 min after iv administration compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL626559,50597,,,,A,,10411,10116.0,,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 30 min after iv administration of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL626560,50597,,,,A,,10412,10116.0,,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 5 min after iv administration of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL876803,50597,,,,A,,10413,10116.0,,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 60 min after iv administration of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL627964,50597,,,,A,,10414,10116.0,,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 120 min after iv administration compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL627965,50597,,,,A,,10415,10116.0,,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 15 min after iv administration of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL627966,50597,,,,A,,10416,10116.0,,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 240 min after iv administration compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL627967,50597,,,,A,,10417,10116.0,,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 30 min after iv administration of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL627968,50597,,,,A,,10418,10116.0,,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 5 min after iv administration of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL627969,50597,,,,A,,10419,10116.0,,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 60 min after iv administration of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL627970,50597,,,,A,,10420,10116.0,,Distribution of Se-75 activity in Liver of female Sprague-Dawley Rat 5 min after iv administration of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL627971,50597,,Blood,,A,,10421,10116.0,178.0,Distribution of Se-75 activity in blood of female Sprague-Dawley Rat 120 min after iv administration of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL627972,50597,,Blood,,A,,10422,10116.0,178.0,Distribution of Se-75 activity in blood of female Sprague-Dawley Rat 240 min after iv administration of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8004,,
CHEMBL856029,180,,,,B,,10423,9606.0,,Dissociation constant against binding to human cyclophilin A,D,,9,,Expert,1,BAO_0000357,,Homo sapiens,15917,,
CHEMBL627973,11591,,,,B,,10424,9913.0,,Michaelis-Menten constant for inhibitory activity against bovine liver glyoxalase II,H,,8,,Expert,1,BAO_0000019,,Bos taurus,12396,,
CHEMBL627974,22224,,,,A,,10425,,,-Log C was determined by performing the electroshock minimum test,U,,0,,Autocuration,1,BAO_0000019,,,7065,,
CHEMBL627975,22224,,,,A,,10426,,,-Log C was determined by performing the foot shock test,U,,0,,Autocuration,1,BAO_0000019,,,7065,,
CHEMBL627976,22224,,,,A,,10427,,,-Log C was determined by performing the incl screen test,U,,0,,Autocuration,1,BAO_0000019,,,7065,,
CHEMBL627977,22224,,,,A,,10428,,,-Log C was determined by performing the maximum electroshock test,U,,0,,Autocuration,1,BAO_0000019,,,7065,,
CHEMBL627978,22224,,,,A,,10429,,,-Log C was determined by performing the pentylenetetrazole test,U,,0,,Autocuration,1,BAO_0000019,,,7065,,
CHEMBL627979,22224,,,,A,,10430,,,Tested for experimental arotinoid inhibitory dose,U,,0,,Autocuration,1,BAO_0000019,,,12415,,
CHEMBL876804,22224,,,,A,,10431,,,Negative log transformed activity,U,,0,,Autocuration,1,BAO_0000019,,,10256,,
CHEMBL627980,22224,,,,A,,10432,,,"Negative log of Langmuir's alpha constant (-log alpha), which is inversely proportional to the effective binding constant (protein binding)",U,,0,,Autocuration,1,BAO_0000019,,,7991,,
CHEMBL627981,50512,,,,A,,10433,10141.0,,Dissociation constant was evaluated on guinea pig bladder at M3 muscarinic receptor,N,,1,,Intermediate,1,BAO_0000218,,Cavia porcellus,14342,,
CHEMBL627982,50512,,,,A,,10434,10141.0,,Dissociation constant was evaluated on guinea pig heart (force) at M2 muscarinic receptor,N,,1,,Intermediate,1,BAO_0000218,,Cavia porcellus,14342,,
CHEMBL627983,50512,,,,A,,10435,10141.0,,Dissociation constant was evaluated on guinea pig heart (rate) at M2 muscarinic receptor,N,,1,,Intermediate,1,BAO_0000218,,Cavia porcellus,14342,,
CHEMBL627984,50512,,Ileum,,A,,10436,10141.0,2116.0,Dissociation constant was evaluated on guinea pig ileum at M3 muscarinic receptor,N,,1,,Intermediate,1,BAO_0000218,,Cavia porcellus,14342,,
CHEMBL627985,22229,,,,P,,10437,,,Solubility in water was determined; values expressed as -log,U,,0,,Autocuration,1,BAO_0000100,,,6047,,
CHEMBL627986,22224,,,,A,,10438,,,Ratio of Kcat to that of Km was determined,U,,0,,Autocuration,1,BAO_0000019,,,17269,,
CHEMBL627987,22224,,,,A,,10439,,,Observed first order rate constant,U,,0,,Autocuration,1,BAO_0000019,,,10026,,
CHEMBL627988,22224,,,,A,,10440,,,Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours,U,,0,,Autocuration,1,BAO_0000019,,,14583,,
CHEMBL627989,50597,,,In vivo,A,,10441,10116.0,,Compound was evaluated for bioavailability after treatment with oral dose of 2 mgkg to female wistar rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2661,,
CHEMBL627990,50597,,,In vivo,A,,10442,10116.0,,Compound was evaluated for bioavailability after treatment with oral dose of 2 mgkg to male wistar rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2661,,
CHEMBL876805,50597,,,In vivo,A,,10443,10116.0,,Oral Bioavailability after administration of 10 mg/kg in male rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4029,,
CHEMBL627991,50597,,,In vivo,A,,10444,10116.0,,Oral bioavailability in rat (dose 10 mg/kg i.v. and 50 mg/kg p.o.),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17735,,
CHEMBL627992,50597,,,In vivo,A,,10445,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4576,,
CHEMBL627993,50597,,,In vivo,A,,10446,10116.0,,Oral bioavailability after oral (po) administration at a dose of 10 mg/kg was measured in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17582,,
CHEMBL622817,50597,,,In vivo,A,,10447,10116.0,,Oral bioavailability at 1 mg/kg was determined in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17651,,
CHEMBL622818,50597,,,In vivo,A,,10448,10116.0,,Oral bioavailability at 10 mg/kg was determined in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17651,,
CHEMBL622819,50597,,,In vivo,A,,10449,10116.0,,"Oral bioavailability in fischer rats at 30 mg/kg dose, administered perorally",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17670,,
CHEMBL872267,50597,,,In vivo,A,,10450,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5045,,
CHEMBL622820,50597,,,In vivo,A,,10451,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,1696,,
CHEMBL622821,50597,,,In vivo,A,,10452,10116.0,,Oral bioavailability after intravenous administration in rats at 24 uM/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17764,,
CHEMBL622822,50597,,,In vivo,A,,10453,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6448,,
CHEMBL622823,50597,,,In vivo,A,,10454,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6596,,
CHEMBL622824,50597,,,In vivo,A,,10455,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17547,,
CHEMBL622825,50597,,,In vivo,A,,10456,10116.0,,Oral bioavailability in rat at a dose of 3 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17771,,
CHEMBL622901,50597,,,In vivo,A,,10457,10116.0,,Oral bioavailability in rat after oral administration at 10 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6495,,
CHEMBL622902,50597,,,In vivo,A,,10458,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4558,,
CHEMBL621844,50597,,,In vivo,A,,10459,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17596,,
CHEMBL621845,50597,,,In vivo,A,,10460,10116.0,,Oral bioavailability in Dawley rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6827,,
CHEMBL621846,50597,,,In vivo,A,,10461,10116.0,,Oral bioavailability,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4026,,
CHEMBL621847,50597,,,In vivo,A,,10462,10116.0,,Oral bioavailability in rat (dose 30 mg/kg),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10,,
CHEMBL877609,50597,,,In vivo,A,,10463,10116.0,,Bioavailability in rat at a concentration of 15 mg/kg perorally in rat along with 100 mg/kg 11,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17717,,
CHEMBL621848,50597,,,In vivo,A,,10464,10116.0,,Bioavailability in rat (dose 3 mg/kg i.v.),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17717,,
CHEMBL621849,50597,,,In vivo,A,,10465,10116.0,,Bioavailability in rat at a concentration of 60 mg/kg perorally in rat along with 100 mg/kg 11,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17717,,
CHEMBL622030,50597,,,In vivo,A,,10466,10116.0,,Oral bioavailability in rat (dose 60 mg/kg p.o.),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17717,,
CHEMBL622031,50597,,,In vivo,A,,10467,10116.0,,Percent oral bioavailability determined in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4796,,
CHEMBL622032,50597,,,In vivo,A,,10468,10116.0,,Tested for percent bioavailability after oral administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4883,,
CHEMBL622033,50597,,,In vivo,A,,10469,10116.0,,The compound was evaluated for bioavailability in rats; 32-51,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2137,,
CHEMBL622034,50597,,,In vivo,A,,10470,10116.0,,Bioavailability in rat (dose 20 mg/kg p.o.),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2959,,
CHEMBL622035,50597,,,In vivo,A,,10471,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,1361,,
CHEMBL882966,50597,,,In vivo,A,,10472,10116.0,,Bioavailability percent in rat at the dose of 2 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4727,,
CHEMBL622036,50597,,,In vivo,A,,10473,10116.0,,Bioavailability was evaluated after 20 uM/kg of peroral administration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,16423,,
CHEMBL622037,50597,,,In vivo,A,,10474,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5206,,
CHEMBL622038,50597,,,In vivo,A,,10475,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6448,,
CHEMBL622039,50597,,,In vivo,A,,10476,10116.0,,Bioavailability in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17723,,
CHEMBL622040,50597,,Blood,In vivo,A,,10477,10116.0,178.0,Biodistribution of radiolabeled compound in rat blood after 24 hr postinjection activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622041,50597,,Blood,In vivo,A,,10478,10116.0,178.0,Biodistribution of radiolabeled compound in rat blood after 24 hr activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622042,50597,,Blood,In vivo,A,,10479,10116.0,178.0,Biodistribution of radiolabeled compound in rat blood after 2 hr activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622043,50597,,Blood,In vivo,A,,10480,10116.0,178.0,Biodistribution of radiolabeled compound in rat blood after 30 min activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622044,50597,,Blood,In vivo,A,,10481,10116.0,178.0,Biodistribution of radiolabeled compound in rat blood after 5 min activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622045,50597,,Bone,In vivo,A,,10482,10116.0,10000001.0,Biodistribution of radiolabeled compound in rat bone after 24 hr activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622046,50597,,Bone,In vivo,A,,10483,10116.0,10000001.0,Biodistribution of radiolabeled compound in rat bone after 2 hr activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622047,50597,,Bone,In vivo,A,,10484,10116.0,10000001.0,Biodistribution of radiolabeled compound in rat bone after 30 min activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL877610,50597,,Bone,In vivo,A,,10485,10116.0,10000001.0,Biodistribution of radiolabeled compound in rat bone after 5 min activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622048,50597,,Brain,In vivo,A,,10486,10116.0,955.0,Biodistribution of radiolabeled compound in rat brain after 24 hr activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622049,50597,,Brain,In vivo,A,,10487,10116.0,955.0,Biodistribution of radiolabeled compound in rat brain after 2 hr activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622050,50597,,Brain,In vivo,A,,10488,10116.0,955.0,Biodistribution of radiolabeled compound in rat brain after 30 min activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622051,50597,,Brain,In vivo,A,,10489,10116.0,955.0,Biodistribution of radiolabeled compound in rat brain after 5 min activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622052,50597,,,In vivo,A,,10490,10116.0,,Biodistribution of radiolabeled compound in rat fat after 24 hr activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622053,50597,,,In vivo,A,,10491,10116.0,,Biodistribution of radiolabeled compound in rat fat after 2 hr activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622054,50597,,,In vivo,A,,10492,10116.0,,Biodistribution of radiolabeled compound in rat fat after 30 min activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622055,50597,,,In vivo,A,,10493,10116.0,,Biodistribution of radiolabeled compound in rat fat after 5 min activity expressed as %ID/Organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17738,,
CHEMBL622056,50597,,,In vivo,A,,10494,10116.0,,Oral bioavailability in rats was determined; High,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5237,,
CHEMBL622057,50597,,,In vivo,A,,10495,10116.0,,Oral bioavailability in the rat was determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5503,,
CHEMBL628008,50597,,,In vivo,A,,10496,10116.0,,Oral bioavailability measured by the ratio of intravenous to oral area under concentration.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,15765,,
CHEMBL622058,50597,,,In vivo,A,,10497,10116.0,,Oral bioavailability in rat (dose 10 mg/kg p.o. and 3 mg/kg i.v.),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,15660,,
CHEMBL622059,50597,,,In vivo,A,,10498,10116.0,,Oral bioavailability of compound (19.2 mg/kg) after po administration was determined in Sprague-Dawley rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5978,,
CHEMBL622060,50597,,,In vivo,A,,10499,10116.0,,Oral bioavailability of compound (19.76 mg/kg) after po administration was determined in Sprague-Dawley rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5978,,
CHEMBL622061,50597,,,In vivo,A,,10500,10116.0,,Oral bioavailability of compound (20.73 mg/kg) after po administration was determined in Sprague-Dawley rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5978,,
CHEMBL622062,50597,,,In vivo,A,,10501,10116.0,,Oral bioavailability of compound (25 mg/kg) after po administration was determined in Sprague-Dawley rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5978,,
CHEMBL622063,50597,,,In vivo,A,,10502,10116.0,,Oral bioavailability of compound at a dose of 20 mg/kg was determined after oral administration in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5656,,
CHEMBL877611,50597,,,In vivo,A,,10503,10116.0,,Oral bioavailability of compound determined in rat after iv administration at a dose of 10 mg/kg,N,,1,,Expert,1,BAO_0000218,,Rattus norvegicus,3598,,
CHEMBL622064,50597,,,In vivo,A,,10504,10116.0,,Oral bioavailability of compound in Sprague Dawley rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4216,,
CHEMBL622065,50597,,,In vivo,A,,10505,10116.0,,Oral bioavailability of compound in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17839,,
CHEMBL622066,50597,,,In vivo,A,,10506,10116.0,,Oral bioavailability in rat (dose 2 mg/kg),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6570,,
CHEMBL622067,50597,,,In vivo,A,,10507,10116.0,,Oral bioavailability of compound in rat was determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5334,,
CHEMBL622068,50597,,,In vivo,A,,10508,10116.0,,Oral bioavailability of compound in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6886,,
CHEMBL622069,50597,,,In vivo,A,,10509,10116.0,,Oral bioavailability of compound was determined in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5210,,
CHEMBL624796,50597,,,In vivo,A,,10510,10116.0,,Oral bioavailability at a dose of 30 mg/kg in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4170,,
CHEMBL624797,50597,,,In vivo,A,,10511,10116.0,,Oral bioavailability in rat (dose 10 mg/kg),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6028,,
CHEMBL623053,50597,,,In vivo,A,,10512,10116.0,,Oral bioavailability in rat (dose 10 mg/kg),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6028,,
CHEMBL623054,50597,,,In vivo,A,,10513,10116.0,,Oral bioavailability evaluated in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6078,,
CHEMBL623055,50597,,,In vivo,A,,10514,10116.0,,Oral bioavailability in fasted rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6168,,
CHEMBL623056,50597,,,In vivo,A,,10515,10116.0,,Oral bioavailability in fed rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6168,,
CHEMBL623057,50597,,,In vivo,A,,10516,10116.0,,Oral bioavailability in rat (mature male) (dose 30 mg/kg),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5160,,
CHEMBL623058,50597,,,In vivo,A,,10517,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6057,,
CHEMBL623059,50597,,,In vivo,A,,10518,10116.0,,Oral bioavailability in rat (dose 10 mg/kg p.o.),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6535,,
CHEMBL623060,50597,,,In vivo,A,,10519,10116.0,,Oral bioavailability in rat after administration of 10 mg/kg po,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6535,,
CHEMBL623061,50597,,,In vivo,A,,10520,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4194,,
CHEMBL623062,50597,,,In vivo,A,,10521,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6230,,
CHEMBL623063,50597,,,In vivo,A,,10522,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6619,,
CHEMBL623064,50597,,,In vivo,A,,10523,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17607,,
CHEMBL623065,50597,,,In vivo,A,,10524,10116.0,,Oral bioavailability in ratrs,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4942,,
CHEMBL623066,50597,,,In vivo,A,,10525,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4942,,
CHEMBL623067,50597,,,In vivo,A,,10526,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6646,,
CHEMBL623068,50597,,,In vivo,A,,10527,10116.0,,Oral bioavailability in rats was determined; High,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5237,,
CHEMBL623069,50597,,,In vivo,A,,10528,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6646,,
CHEMBL623070,50597,,,In vivo,A,,10529,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4449,,
CHEMBL623071,50597,,,In vivo,A,,10530,10116.0,,Oral bioavailability was calculated in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6057,,
CHEMBL623072,50597,,,In vivo,A,,10531,10116.0,,Oral bioavailability,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2552,,
CHEMBL623073,50597,,,In vivo,A,,10532,10116.0,,Oral bioavailability,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5496,,
CHEMBL623074,50597,,,In vivo,A,,10533,10116.0,,Oral bioavailability,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6484,,
CHEMBL623075,50597,,,In vivo,A,,10534,10116.0,,Oral bioavailability,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6485,,
CHEMBL623076,50597,,,In vivo,A,,10535,10116.0,,Oral bioavailability after i.v. administration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6616,,
CHEMBL623077,50597,,,In vivo,A,,10536,10116.0,,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4969,,
CHEMBL623078,50597,,,In vivo,A,,10537,10116.0,,Oral bioavailability in rat (Sprague-Dawley),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5862,,
CHEMBL623079,50597,,,In vivo,A,,10538,10116.0,,Oral bioavailability in Sprague-Dawley rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4514,,
CHEMBL623080,50597,,,In vivo,A,,10539,10116.0,,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4514,,
CHEMBL623081,50597,,,In vivo,A,,10540,10116.0,,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4514,,
CHEMBL623082,50597,,,In vivo,A,,10541,10116.0,,Oral bioavailability in Sprague-Dawley rats at a dose of 2 mg/kg by po administration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5546,,
CHEMBL874400,50597,,,In vivo,A,,10542,10116.0,,Oral bioavailability in fasted rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6168,,
CHEMBL623083,50597,,,In vivo,A,,10543,10116.0,,Oral bioavailability in fed rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6168,,
CHEMBL623084,50597,,,In vivo,A,,10544,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,3624,,
CHEMBL623085,50597,,,In vivo,A,,10545,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5213,,
CHEMBL623086,50597,,,In vivo,A,,10546,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5496,,
