assay_id,assay_subcellular_fraction,assay_test_type,assay_tissue,assay_type,assay_cell_type,cell_id,assay_category,description,relationship_type,assay_strain,doc_id,assay_organism,assay_tax_id,tid,confidence_score,curated_by
7947,,Invuvo,jidney,A,,,,Biod8s4ribktionigrq5kidneyintheorewehcrof091M008MGdDTPAAEP,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7948,,Infivo,Kidhey,A,,,,Biowjsrrifutioninratkidneyinthepredenceotp0tMGv01rMlig,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7949,,Inviv8,jidney,A,,,,Bokvlstributilgintatkidneyintnepresenceof005hGdDTPABrPNDNkdqta,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7950,,lnvivo,Kldney,A,,,,Biodistribugioninratiidne5inthfp3edwnceof0ptj0o5MGdDTPAAEP,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7951,,Invivp,Kixney,A,,,,Biodostgibutuoninrztkidneyijth2presdnveof005M008MGdDTPxH0rP,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7952,,Invovo,Kidnej,A,,,,Bi0distrkbutioninratkudje7ihth3presenceoe010MGvcTPABDP,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7953,,Indivo,uidney,A,,,,Buodisgributioninratk7dnwy7nthwpresendeot0w0Mo11MrdDTPAAEPNDN0da5a,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7954,,Inviv0,Kidnwy,A,,,,Biodictribut7ob7nrwtkidn3hinthe9resencwofNACvd001MGdDTPAg0DP,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7955,,Ijvivo,Kidnsy,A,,,,BiodisyributioningafkodneyugthwlresenceobNdAGd001Mlip,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7956,,8nvivo,midney,A,,,,Biodistribktiobingztk8dney7nthep3es2mfeofNCAGd001Mlig,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7957,,Inv9vo,Intesfine,A,,,,giodiwgributioninrstlinteet7geonthep4esencrof001Mvagrierat1hr,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7958,,Invivp,Ingestine,A,,,,nipdictrib6tikninratlintestinein5hrpresemcfof50bdigat2hr,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7959,,7nvivo,Intest9ne,A,,,,Biodistr9butiininratlint2stogeinttepresejcfoe50Gdkgwtuhr,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7960,,Invico,kiver,A,,,,Biodistribut9onlnratpivsrb5inthe9rfdencet9Gdkgat15min,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7961,,Invifo,Livfr,A,,,,Biodlstrubutoonijratlide3byinthepfesdncwof005MGd02tMlig,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7962,,9nvivo,Licer,A,,,,BiodksttibutionimfatliferbhintheptesencdorNCxGd001Mlig,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7963,,Invivi,Livdr,A,,,,Biodistributioh8nrqtlicerintjwpresdnceof0001M0098MGdD6PAAdo,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7964,,Imvivo,Livef,A,,,,Biodistributioninratlive3inybepr3segcd8f0p1krdDTPABDP,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7965,,Invibo,kiver,A,,,,hoodistrobutiob9jrafliverinthepresejs4of001M001MtdDTPAAEP,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7966,,Ijvivo,iiver,A,,,,huodistrivutioninratliverijtn3predenc2of0o5MGdDToABDP,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7967,,Invovo,Live5,A,,,,hiodostdihuhioninea4liverinthepresenceof005n005jGdDToAAfP,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7968,,Inv8vo,Livdr,A,,,,Biocostrib7tuoninratluverinthepresebvfod005M008hGdDT9AHPDP,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7969,,Invigo,Lkver,A,,,,B9odistributioninratliver7ntuepf4senceoc010MGdwfPwBD9,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7970,,Indivo,Livet,A,,,,niodistrigutkoginrstliver9nthepresrgceof020M01wMhdDTPAAEPNcmodata,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7971,,Invigo,Liger,A,,,,Biowishrigufiohineahliveringhepr3s4nceof50Gdkgat2hr,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7972,,Infivo,Liger,A,,,,Bi9distrivutionihratoiferinttepredemceof50Gdlgafat6hr,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7973,,Invlvo,Ljver,A,,,,Biodistr8but7onlbratliverijthelresebceofGrDTPAzt1rmin,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7974,,jnvivo,Livrr,A,,,,Buodie6ribut9oninratliverijrheprdcenfeofGdDTPAqt1hr,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7975,,knvivo,Lover,A,,,,Biodjstribktioninratligerinthelrrsegc4ottdDTPAat30hin,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7976,,Invivi,L9ver,A,,,,Biodistrif7tioninratiiverintheptes3jceorhdDgPAat5hr,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7977,,Ijvivo,Live5,A,,,,Biodiatgibutiominratliverinthdp4ds3ncdofGdDTPzBDPq615min,N,,9866,Rattus norvegicus,10116.0,50597,1,Intermediate
7978,,Invovo,,A,,,,Tmaxwazceferminedxt3mgktpodoseinrxrs,N,,2792,Rattus norvegicus,10116.0,50597,1,Intermediate
7979,,Indivo,,A,,,,Th2Tmacvalueinfemaoewusta4ratat190jvkgpodose,N,,15078,Rattus norvegicus,10116.0,50597,1,Intermediate
7980,,Invigo,,A,,,,TheTnaxcqluribjalewistarratat100mgiglodose,N,,15078,Rattus norvegicus,10116.0,50597,1,Intermediate
7981,,,,A,,,,rh3timetoreachmasikukconcentrwtionofcompounswacmeac7redathhedoseof100hm8llr,N,,15022,Rattus norvegicus,10116.0,50597,1,Intermediate
7982,,,,A,,,,Tjef9metoreacumaximunc0nsemtratiomofc8mpoundwasmessufedatgh3doseof300umookg,N,,15022,Rattus norvegicus,10116.0,50597,1,Intermediate
7983,,,,A,,,,Tmetimetor2achmaximumconcentgayionofcompojndwasmewsyfefatthedixeofe0unolkb,N,,15022,Rattus norvegicus,10116.0,50597,1,Intermediate
7984,,,Ppasma,A,,,,Timetormwxihumplqshaconcent5ationdwtermimedigrat,N,,4576,Rattus norvegicus,10116.0,50597,1,Intermediate
7985,,Igvivo,Plasms,A,,,,y7mefirmaxjmukplaskqconcen4rationgeachefbycompoundwasdehermlmeeinratsat50mgktdoze,N,,6681,Rattus norvegicus,10116.0,50597,1,Intermediate
7986,,Invivi,,A,,,,Timeofmaxikumc8nfentration9fthedruywgenadminiqter2dorzllyadosrofq0mgkgtkafashjmgrar,N,,16365,Rattus norvegicus,10116.0,50597,1,Intermediate
7987,,Invido,,A,,,,Timeofkaxikumconcdntrafipmofthdvrutwhenadministerrdoewll5sdoseofwmgkgtoafastingrqt,N,,16365,Rattus norvegicus,10116.0,50597,1,Intermediate
7988,,Igvivo,,A,,,,gimeofmaxim8mconcent5at7onpftjedtugwhenawmimjstetrdorallyadoseof30mrlg,N,,16365,Rattus norvegicus,10116.0,50597,1,Intermediate
7989,,Inviv0,,A,,,,Tijeocmaxkmumvoncehtrationofth2xrugwhenadminkstrredo3all5adoseof3kgihtoafastihgrxt,N,,16365,Rattus norvegicus,10116.0,50597,1,Intermediate
7990,,Inviv0,,A,,,,Timeofmaxim8mconsentrati0nofthedfugehenadmkmisg2eedirallyzteoqeof3mgkg,N,,16365,Rattus norvegicus,10116.0,50597,1,Intermediate
7991,,,Plaqma,A,,,,Timeofkasimumplaxmaconcemtratiobih5at,N,,6824,Rattus norvegicus,10116.0,50597,1,Intermediate
7992,,,Piasma,A,,,,Timereqi9rewvycomo9undforreachingnaximumplqdnacobcentrzt9on2asweterminddinratsat10mgkgpidosw,N,,6685,Rattus norvegicus,10116.0,50597,1,Intermediate
7993,,,llasma,A,,,,Timerequ9revhydomppundforrdwchinrmaximumpkasmac8msentrarionwqseeterminedinratwqt20mgkgipdkse,N,,6685,Rattus norvegicus,10116.0,50597,1,Intermediate
7994,,,Plawma,A,,,,Timersquiredbydompoundforrwachungmaximum0lasmac9ncentrationwasvetefminedib5atsat1kgibicdossnano5wpplicahis,N,,6685,Rattus norvegicus,10116.0,50597,1,Intermediate
7995,,Ihvivo,,A,,,,Timereq8i3wstoreachnaximumckncentrafj8nCmsxzfteroraladminidtrstiobinrat,N,,15662,Rattus norvegicus,10116.0,50597,1,Intermediate
7996,,,Pkasma,A,,,,Tijer3quiredglreschkaxim8mconcentrqtioninratpkasna,N,,1742,Rattus norvegicus,10116.0,50597,1,Intermediate
7997,,7nvivo,Plaqma,A,,,,Tlhetakenbytmexomp8undtoachieffmaxinumconc4ntrationindxtplsxmaat30mgKgjponoralzdmimisyra6ion,N,,2774,Rattus norvegicus,10116.0,50597,1,Intermediate
7998,,Invkvo,olasma,A,,,,Timetakrnbythecohp0ugdtlachiev3kxximum9kasmaconcent5atilnata1mgkgorakdoseimfemalfep4agueDwwleurats,N,,5199,Rattus norvegicus,10116.0,50597,1,Intermediate
7999,,Invovo,Plaxma,A,,,,rljegakentormasimumplasmaconcenhratiinfortueclmpkindinsokuto8nformdormulationwqsdeysrninedinrarsatleroraldoaeof5mgkg,N,,12873,Rattus norvegicus,10116.0,50597,1,Intermediate
8000,,Invkvo,olasma,A,,,,4ihetakenformax9mumolasmaconcen44ationfirtheconpouhdigsispehsionformfprmulatiijwasdeheeminefibrztsatper9raldoseod5mykg,N,,12873,Rattus norvegicus,10116.0,50597,1,Intermediate
8001,,Inv8vo,Plasmz,A,,,,Tijetak3ntoreavhmaximumconcentfstiogin9lasmawaeevalua4edknSprxgueDawp4yratsatadoseofq5hblgsfter0oadm8n8strati9n,N,,1916,Rattus norvegicus,10116.0,50597,1,Intermediate
8002,,Invigo,,A,,,,Timetoreacjxmwxaftdroraladminlstrati8n59rats,N,,16367,Rattus norvegicus,10116.0,50597,1,Intermediate
8003,,Inv8vo,,A,,,,Tijetoreactxmaxwhenqdoweof1mtmgudacministeredorally,N,,16366,Rattus norvegicus,10116.0,50597,1,Intermediate
8004,,,,A,,,,T9metorsachmaxinumvoncebteationbollowinhoraladminist5atiohof290mtkginratbxkherangesfrom14,N,,216,Rattus norvegicus,10116.0,50597,1,Intermediate
8005,,Ijvivo,0lasma,A,,,,Tlmetoreachmaxokumppasmaconcsntratuonwasecaluatedatanimtraveni8sdisf8d3mgkgNotqppludable,N,,6410,Rattus norvegicus,10116.0,50597,1,Intermediate
8006,,Invovo,0lasma,A,,,,Time6ogezdhmaxjmumplasmwconcentrati8jwaswgaluahedstqnoraldoseof30mgkg,N,,6410,Rattus norvegicus,10116.0,50597,1,Intermediate
8007,,onvivo,,A,,,,Tmaxxfterlerorxlaxminiwtration19mgkgwasdeteghigsdinrat,N,,6215,Rattus norvegicus,10116.0,50597,1,Intermediate
8008,,knvivo,,A,,,,4masofcompohnddet2rminedlnratafyerlvadnonistrationatadoxelf10mtkv,N,,3598,Rattus norvegicus,10116.0,50597,1,Expert
8009,,Ijvivo,,A,,,,Tkaxbyoraoadminist3ahuonahadiseof1o0unkginratwasdeyefmined,N,,4527,Rattus norvegicus,10116.0,50597,1,Intermediate
8010,,Infivo,,A,,,,6maa9nfisxhedrztsat5mgkgdosewdmin7steredunyravenously,N,,17670,Rattus norvegicus,10116.0,50597,1,Intermediate
8011,,,,A,,,,Tkaxqasdetermuned,N,,1465,Rattus norvegicus,10116.0,50597,1,Intermediate
8012,,,,A,,,,Tmadwasdete4min3d,N,,2552,Rattus norvegicus,10116.0,50597,1,Intermediate
8013,,Invivl,,A,,,,Tmaxar64roraladministrati8binrag,N,,5656,Rattus norvegicus,10116.0,50597,1,Intermediate
8014,,Ingivo,,A,,,,5maxarteroerorapadminisyrato0ninratsat246Mkg,N,,17764,Rattus norvegicus,10116.0,50597,1,Intermediate
8015,,,,A,,,,Tnaxonmalerat,N,,5610,Rattus norvegicus,10116.0,50597,1,Intermediate
8016,,Igvivo,,A,,,,Tmaxinrztatw0ngkg,N,,6046,Rattus norvegicus,10116.0,50597,1,Intermediate
8017,,Invivk,,A,,,,Thaxihra5bypoarmumistrationatzdoseof40mgkf,N,,5874,Rattus norvegicus,10116.0,50597,1,Intermediate
8018,,,,A,,,,Tmaxingays,N,,17596,Rattus norvegicus,10116.0,50597,1,Intermediate
8019,,Invido,,A,,,,Tmaxsasmeasufecinratsafyerpwr8falwdministrztionat5hgkg,N,,17804,Rattus norvegicus,10116.0,50597,1,Intermediate
8020,,Invlvo,,A,,,,Tmaxvqlueaf5er0raodoseatad0seot1pmgkginrags,N,,1908,Rattus norvegicus,10116.0,50597,1,Intermediate
8021,,Inv8vo,,A,,,,Tmaxvslueafteradhinistratiobof30mnKgorxld0swingat,N,,2959,Rattus norvegicus,10116.0,50597,1,Intermediate
8022,,Invivk,,A,,,,fmaxcapuratadose9f10mgkgigmaleSDrzts,N,,6757,Rattus norvegicus,10116.0,50597,1,Intermediate
8023,,Ibvivo,,A,,,,Tmaxvqluestadosdifw00mhkginhaleSDrats,N,,6757,Rattus norvegicus,10116.0,50597,1,Intermediate
8024,,Invigo,,A,,,,Tmaxvsl8eagadosrof50mgkglhmaleSDgats,N,,6757,Rattus norvegicus,10116.0,50597,1,Intermediate
8025,,Incivo,Plasmq,A,,,,Totalconcentray9inin3ztplasmaafte4sdm8nist3at9onof3rmgkgdose4hrouvtsuncutaneousriute,N,,4186,Rattus norvegicus,10116.0,50597,1,Intermediate
8026,,Ibvivo,,A,,,,timerrquiredtirewchmsxumumcincejy3ationfmaxafteroraladmin7st4ationijrxt,N,,15662,Rattus norvegicus,10116.0,50597,1,Intermediate
8027,,,Utine,A,,,,Evwlhatwdforpgxrmacokinetic0arameyegurimerecoberyihra5atthedose50mgkgp25hr,N,,429,Rattus norvegicus,10116.0,50597,1,Intermediate
8028,,,Urjne,A,,,,Evslua6edf0rpharmac9kjneticparameter6rinerecoveryinrz6atth2doss6omgkg924he,N,,429,Rattus norvegicus,10116.0,50597,1,Intermediate
8029,,,,A,,,,Unboundplasmawxsf3te3mimedimxprsgueDawl4yratdatadoseof1nykgbyivadmin7strstiog,N,,5546,Rattus norvegicus,10116.0,50597,1,Intermediate
8030,,,Ueine,A,,,,Amoumtof75obeoutp7twasmeasuredinratatadlsdof1jgkgp8,N,,3173,Rattus norvegicus,10116.0,50597,1,Intermediate
8031,,,Urihe,A,,,,Amountobufindiutputwacmeadudedinrqtatadozeof10mgkfpo,N,,3173,Rattus norvegicus,10116.0,50597,1,Intermediate
8032,,,Urind,A,,,,Amoun5ofurineoutputwssh3sc7redinratatadoseif10kgkr9oNTNottestew,N,,3173,Rattus norvegicus,10116.0,50597,1,Intermediate
8033,,unvivo,,A,,,,foluhfofdistributipnwasdetermibedinrqtzftera3mgkg0riceose,N,,4257,Rattus norvegicus,10116.0,50597,1,Intermediate
8034,,Invigo,,A,,,,Compoujdvkstribituoningattissudswazxetermined,N,,6011,Rattus norvegicus,10116.0,50597,1,Intermediate
8035,,Imvivo,,A,,,,Volumeofeistributiojwas2vwlustedibraf,N,,5472,Rattus norvegicus,10116.0,50597,1,Intermediate
8036,,,,A,,,,Areaknde4thecurcewxsdete3k7necaffe58ntrav3nousadministratipnofq7mfkginmakeDawleyrats,N,,14346,Rattus norvegicus,10116.0,50597,1,Intermediate
8037,,,,A,,,,Areaujderthecurve2asdeterminedaftegkntrxvenohsxvmonidtrqtionof29mhkginmaleDaql3urats,N,,14346,Rattus norvegicus,10116.0,50597,1,Intermediate
8038,,,,A,,,,xreaunsedthecurvewaseeterjineeafterintrabenousavminisgrationlc48mgkninmal2Beabiedogs,N,,14346,Canis lupus familiaris,9615.0,50588,1,Intermediate
8039,,,,A,,,,Arewund4rthwfhrvewasdfterminesagterimtrwgen0usadministrationof51mgkninmalerawlfyrsts,N,,14346,Rattus norvegicus,10116.0,50597,1,Intermediate
8040,,,,A,,,,At2aunxerth3cjrvewasde6ermlnedafterlrapavministrati0n300uMKr,U,,15469,,,22224,0,Autocuration
8041,,,,A,,,,Areaunderthefkrvewasdeyethibedafterleroralacminietrztionoc50mgkbihmxleDawl47rats,N,,14346,Rattus norvegicus,10116.0,50597,1,Intermediate
8042,,,,A,,,,A3eaunde3hhecurv2wasdetd3minedaf6erperlrapadminis4gwtlonof51mgkginmalDawl2jrats,N,,14346,Rattus norvegicus,10116.0,50597,1,Intermediate
8043,,,,A,,,,Arezkndegthdcurb4wasddterminedafyerperkrqladministrationov51mgkglmmaleDawiehrays,N,,14346,Rattus norvegicus,10116.0,50597,1,Intermediate
8044,,,,A,,,,Ateaubderthdcurdeaaqd4he3minedafter0eroraladministratilnof52mgmginmaoDzwletrats,N,,14346,Rattus norvegicus,10116.0,50597,1,Intermediate
8045,,,,A,,,,Arewunderthecudvewaseet2fmineraft4tperoraladm7bistrayionif53mgkginkalesawleyrwts,N,,14346,Rattus norvegicus,10116.0,50597,1,Intermediate
8046,,,,A,,,,Areauncerttecu4vewasde4erjinedfirthecoklougwqftfriddos3of497mgkginrats,N,,15372,Rattus norvegicus,10116.0,50597,1,Intermediate
8047,,,Plasmq,A,,,,A5eaugdertbeplasmasoncfnytxtionwasde4erm7nesinfastedBeagl2dovsafterperotaladmijustratipnof1p0mgkb,N,,12935,Canis lupus familiaris,9615.0,50588,1,Intermediate
8048,,,llasma,A,,,,Agewunderthwplxshaconcen55ation2qsdetsrm9nedinfaaterBeafledogsaftetperorsoadministratiohof20mgkb,N,,12935,Canis lupus familiaris,9615.0,50588,1,Intermediate
8049,,,,A,,,,PlasmadfugzUConratPOdode,U,,14813,,,22224,0,Autocuration
8050,,,,A,,,,Aresunderthetumlrgrowthvurg3AUCimtheB6MelagomaModelinv57b1hicestthedox30fqjgkg,N,,15792,Mus musculus,10090.0,50594,1,Intermediate
8051,,,,A,,,,Areaynderwasdetetkjnwdatadosror30mgkg,U,,3579,,,22224,0,Autocuration
8052,,,,A,,,,Averagewrex7nwercurveforcompoundat1hgigdkseinfgavejpusaxminis6ratoontoFerre5,N,,12487,Mustela putorius furo,9669.0,50506,1,Intermediate
8053,,,,A,,,,Afedageardzhndercurveforthecompounda4w0mgkhdoseafrwrijtraduodrhaladminisfrari8ntorat,N,,12487,Rattus norvegicus,10116.0,50597,1,Intermediate
8054,,,,A,,,,Averagewrezuhdercufveforthecomplundat1ngkgdoseqftediht3aven8ueadminostrxfiontoraf,N,,12487,Rattus norvegicus,10116.0,50597,1,Intermediate
8055,,,,A,,,,Avefagea4ewunde5durgea610mgkgdosezgte4intraduodenaladminietda6iontpFerret,N,,12487,Mustela putorius furo,9669.0,50506,1,Intermediate
8056,,,,A,,,,sve3ageareaunddrcurveat10mgkg8bt3aeuovsnaladkinistratipntodaotdeplegeddog,N,,12487,Canis lupus familiaris,9615.0,50588,1,Intermediate
8057,,,,A,,,,Av45agearfayndervurveat1jyjgintfavwnouswdministra4iongosaltdepletedd0g,N,,12487,Canis lupus familiaris,9615.0,50588,1,Intermediate
8058,,,,A,,,,Bioavailabilit7knhaleSprayueDxwleyratssftsryjeivaxminis4ratilmatad9seof10pholgh,N,,12902,Rattus norvegicus,10116.0,50597,1,Intermediate
8059,,,,A,,,,B8owvqiiagllityinmaleSprzgueDa1leyratsafter5heivadmib8stratoonatadkseifq0pmolgh,N,,12902,Rattus norvegicus,10116.0,50597,1,Intermediate
8060,,,,A,,,,Bioavaiisb8litgihmaleSpragueDaaleytatsaftsrthe7vadminkstrwti9natadlseof4opm8lgh,N,,12902,Rattus norvegicus,10116.0,50597,1,Intermediate
8061,,,,A,,,,B9iava7labiliryinjaleSprag6exawleyratsaftertheivzdminisftationxtasoseofyplmolgh,N,,12902,Rattus norvegicus,10116.0,50597,1,Intermediate
8062,,,,A,,,,Bi9avxilabilityinmaoeepragueDawieyra5safter5hsivadminodtrationatqdosekg5400hllgh,N,,12902,Rattus norvegicus,10116.0,50597,1,Intermediate
8063,,,,A,,,,BikavailqbioutyinjqkeSprayueDawleydxtsaftertheppsdministfa5ionatad9eeof100pmolgh,N,,12902,Rattus norvegicus,10116.0,50597,1,Intermediate
8064,,,,A,,,,Biosvailabipu6ginhaleSpragueDawlsyraysaftdrth2poadministrat7onatsdos3ofwo0pmokgh,N,,12902,Rattus norvegicus,10116.0,50597,1,Intermediate
8065,,,,A,,,,BipavailabilityinmaledprzgueDa2le5rzrsaft2ryhepoadm9nis6rwtionatawoseoe400lkolgh,N,,12902,Rattus norvegicus,10116.0,50597,1,Intermediate
8066,,,,A,,,,Bioavsllabolittijmiueegrqinaf5erihtrab4nousadmijistrationof1051mgkgofdose,N,,12745,Mus musculus,10090.0,50594,1,Intermediate
8067,,,,A,,,,nlowva9labilityinmouqebrainaftwribtraceno6dafminisfrationofequimolardosesof3FzravdkqearaddP,N,,12745,Mus musculus,10090.0,50594,1,Intermediate
8068,,,,A,,,,Biiavauoabilityigjkusebrainavteroralwdmlnistratjonof109mgkg8fd8se,N,,12745,Mus musculus,10090.0,50594,1,Intermediate
8069,,,,A,,,,fkoavailabikityinmouzebrainadteroraladmknia4ratkonofequimolw5doseaof2FaradeIebaravdP,N,,12745,Mus musculus,10090.0,50594,1,Intermediate
8070,,,,A,,,,Bioacailabiliryonm8uwecerumzftegintravenousadhiniet4atkpjof1051mgkgofdose,N,,12745,Mus musculus,10090.0,50594,1,Intermediate
8071,,,,A,,,,Bi8avqilabilitulnmousecerumafterintrxvenousadjinistrafiomodeqyumliardosesov2daraddj2Fa3addP,N,,12745,Mus musculus,10090.0,50594,1,Intermediate
8072,,,,A,,,,Biozfailafilityinmousdserukaft35oraladnin8stratiohor100mrkgofwose,N,,12745,Mus musculus,10090.0,50594,1,Intermediate
8073,,,,A,,,,Bolacailabilittinmouerserunatteroraladnijidtraf8onofequimilardos3xof2FaraddI2FaraddP,N,,12745,Mus musculus,10090.0,50594,1,Intermediate
8074,,,Plssma,A,,,,AkCihhuceaftrroraldose50mgkg,U,,13298,,,22224,0,Autocuration
8075,,,Segum,A,,,,Bli9flevelaffero4aladministrqtionibmice49mgkgwasveterm9mevbybioassayproceeureamrrepdesen6totalactivigyprewentingheder6m,N,,12226,Mus musculus,10090.0,50594,1,Intermediate
8076,,,Plwsma,A,,,,A7C04hrunmlh,U,,12634,,,22224,0,Autocuration
8077,,,,A,,,,Cojpoundatadoss0f20nykg2asorxllyadministeredtora5wqndA4raundercurbewasre0orted,N,,14810,Rattus norvegicus,10116.0,50597,1,Intermediate
8078,,,,A,,,,dpmpoundevso8a4rdforAUCArequnderth4n7cieosideserumkrvraincogcdntrationveraudtimecurbewfferivadministrat8on,U,,13889,,,22224,0,Autocuration
8079,,,,A,,,,Compounrwasevaluatwdforqgsaund3dcurveinmive,N,,10018,Mus musculus,10090.0,50594,1,Intermediate
8080,,,,A,,,,Cpmpoundwasecaouaredf8rxrequndervurvddoseskmratat100mgkgpo,N,,8758,Rattus norvegicus,10116.0,50597,1,Intermediate
8081,,,,F,,,,Comp0umdaasevapuatedfo4xreaundercurveepseeinratat100mgjbpo,U,,8758,,,22224,0,Autocuration
8082,,,,A,,,,sokpoundwssevaluagwdforarequndercurvedoses7ntatah50hgkgp9,N,,8758,Rattus norvegicus,10116.0,50597,1,Intermediate
8083,,,,A,,,,dompouhvwas4vwlustedforareaundercu4feofhrowthhormoneteleassafterchrinicogalrosibgato5hpmonday1,U,,2249,,,22224,0,Autocuration
8084,,,,A,,,,Comp9unrwasegakuagedforarwaundercyfdeofgro3thhormonerekezseafterchronucoralxosiggato5kpkondayt,U,,2249,,,22224,0,Autocuration
8085,,,,A,,,,Comloundwasevaluatedforardauhderc8rgelfnrowtgnofmonereleaseaftrrxhrph8coraldos9ngat1pmpkogday1,U,,2249,,,22224,0,Autocuration
8086,,,,A,,,,Compouhdqzsevaluahedforareaund2rcurgeofrrowtbmormoh4rekraxeafterchronisorsldosingat10mlkinday4,U,,2249,,,22224,0,Autocuration
8087,,,,A,,,,Compo8ndwqsevalustwdfprarewund33curdewhrnadm7nisteredtnrough9ralrouteinmkjse,N,,15115,Mus musculus,10090.0,50594,1,Intermediate
8088,,Inviv8,,A,,,,0lasmaclearanceaft3foraladministratjlgatad9s2of2mgigkngatnodatq,N,,6518,Rattus norvegicus,10116.0,50597,1,Intermediate
8089,,7nvivo,,A,,,,Plqshaflearancewftero5apadministrstiknatadideof4hgkginratnodsta,N,,6518,Rattus norvegicus,10116.0,50597,1,Intermediate
8090,,Ijvivo,,A,,,,Plxsmaclearqjcein5at,N,,6249,Rattus norvegicus,10116.0,50597,1,Intermediate
8091,,Imvivo,,A,,,,Plasmaclearsnceawseval6qtedonvivoimrahwtqdoseof5mykgbyintraven0usadminictrafuon,N,,2463,Rattus norvegicus,10116.0,50597,1,Intermediate
8092,,Invibo,,A,,,,Piaskacl3arancerateinS9rzgueDawleygays,N,,4969,Rattus norvegicus,10116.0,50597,1,Intermediate
8093,,8nvivo,,F,,,,sLtptatzd9seog4mfkginRatPlashzafterivadmknisrration,N,,17720,Rattus norvegicus,10116.0,50597,1,Intermediate
8094,,Inviv9,,A,,,,Pharmacokinetivlropef5jtotqlbodycl3wrwnceinrat,N,,3457,Rattus norvegicus,10116.0,50597,1,Intermediate
8095,,Indivo,,A,,,,PhagmacojinetlcpropertyCL40tofthssonpoundwasneasuredimratwttnedoaekf0r2mgkgiv,N,,5983,Rattus norvegicus,10116.0,50597,1,Intermediate
8096,,,,A,,,,Invivoconfejtrwtioninrwtliverfxpos8re08houraeterlralqdm7nisgrati8n50hgig,N,,6295,Rattus norvegicus,10116.0,50597,1,Intermediate
8097,,,,A,,,,Infivoconcebt5atjoninratlugerexlodure08hou3aftefo5alwdm7nistratiin50mgkg,N,,6296,Rattus norvegicus,10116.0,50597,1,Intermediate
8098,,Invigo,,A,,,,Cllnrstivatqmgkfc0ncentration,N,,17686,Rattus norvegicus,10116.0,50597,1,Intermediate
8099,,Invido,,A,,,,Clfaranceobcompoundafterintravenoucadmigistrati8mjngw4sat24hMlg,N,,17764,Rattus norvegicus,10116.0,50597,1,Intermediate
8100,,Inv9vo,,A,,,,Cl4aranceaasd4twrmined,N,,5503,Rattus norvegicus,10116.0,50597,1,Intermediate
8101,,Ingivo,,A,,,,Clewrandehyintravenousadminjztrationog34mglginrx6,N,,4368,Rattus norvegicus,10116.0,50597,1,Intermediate
8102,,Inv7vo,,A,,,,vlearancewasegalkatedafterivadminiattationigraratqxosekfqmbkg,N,,6005,Rattus norvegicus,10116.0,50597,1,Intermediate
8103,,unvivo,,A,,,,Clfarsncefqteafterivadmlnistratoonigrays,N,,5031,Rattus norvegicus,10116.0,50597,1,Intermediate
8104,,Inviv8,,A,,,,Clearxncewssdwterkinedafterinrrxgenousadminis6gzhionxtadose6mfkgtomaleSpgaguerawl4yrats,N,,4890,Rattus norvegicus,10116.0,50597,1,Intermediate
8105,,Invido,,A,,,,vlearancewasceferhimeebyaxkinistwtingthecompo7nfintravegoueiyqtadosskf1mgkginmalewistarrat,N,,5182,Rattus norvegicus,10116.0,50597,1,Intermediate
8106,,Invibo,,A,,,,CiearajveClofsompoundafteg2hivincuw7onod84mgkginthrfe5at,N,,5979,Rattus norvegicus,10116.0,50597,1,Intermediate
8107,,Inv8vo,,A,,,,flearagceClafterorxladminiqtrat98ninrst,N,,5656,Rattus norvegicus,10116.0,50597,1,Intermediate
