assay_id,assay_test_type,doc_id,curated_by,assay_tax_id,assay_strain,src_id,description,cell_id,src_assay_id,chembl_id,assay_subcellular_fraction,tid,assay_organism,assay_cell_type,variant_id,assay_type,assay_category,assay_tissue
3631,,3935,Autocuration,,,1,The compound was tested for antagonist activity by inhibition of human 5-HT6 stimulated adenylate cyclase,,,CHEMBL618242,,10627,,,,F,,
3632,,5033,Autocuration,,,1,Ability to displace the radioligand [3H]LSD from human 5-hydroxytryptamine 6 receptor,,,CHEMBL857991,,10627,,,,B,,
3633,,4540,Expert,,,1,Binding affinity against human 5-hydroxytryptamine 6 receptor,,,CHEMBL619951,,10627,,,,B,,
3634,,4540,Expert,9606.0,,1,Binding affinity to human cloned 5-HT6 receptor in HeLa cells using [3H]- LSD as radioligand,308.0,,CHEMBL619952,,10627,Homo sapiens,HeLa,,B,,
3635,,4540,Expert,9606.0,,1,Binding affinity to human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]- LSD as radioligand,308.0,,CHEMBL619953,,10627,Homo sapiens,HeLa,,B,,
3636,,17296,Autocuration,,,1,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells,308.0,,CHEMBL619954,,10627,,HeLa,,B,,
3637,,17296,Autocuration,,,1,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,308.0,,CHEMBL619955,,10627,,HeLa,,B,,
3638,,17296,Autocuration,,,1,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,308.0,,CHEMBL619956,,10627,,HeLa,,B,,
3639,,15779,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,449.0,,CHEMBL619957,,10627,,CHO,,B,,
3640,,15779,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,722.0,,CHEMBL619958,,10627,,HEK293,,B,,
3641,,15779,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand; ND means no data.,722.0,,CHEMBL620627,,10627,,HEK293,,B,,
3642,,15779,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,722.0,,CHEMBL620628,,10627,,HEK293,,B,,
3643,,15779,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HeLa cells using [3H]LSD as radioligand;ND means no data.,308.0,,CHEMBL620629,,10627,,HeLa,,B,,
3644,,6166,Autocuration,,,1,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,,CHEMBL620630,,10627,,,,B,,
3645,,17451,Autocuration,,,1,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD as radioligand,308.0,,CHEMBL620782,,10627,,HeLa,,B,,
3646,,15316,Autocuration,,,1,Compound was evaluated for its ability to displace [3H]LSD binding from human recombinant 5-hydroxytryptamine 6 receptor,,,CHEMBL620783,,10627,,,,B,,
3647,,4199,Expert,,,1,Binding affinity against human 5-hydroxytryptamine 6 receptor,,,CHEMBL620784,,10627,,,,B,,
3648,,15146,Expert,,,1,Binding affinity against human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]LSD,308.0,,CHEMBL620785,,10627,,HeLa,,B,,
3649,,5213,Autocuration,,,1,Compound was tested for its binding affinity in 5-hydroxytryptamine 6 receptor (using human cloned receptors in HeLa and [3H]LSD as a radioligand ),,,CHEMBL857992,,10627,,,,B,,
3650,,16429,Autocuration,,,1,In vitro binding affinity at human recombinant 5-hydroxytryptamine 6 receptor in mammalian cells using 3[H]LSD as the radioligand,,,CHEMBL620786,,10627,,,,B,,
3651,,14818,Autocuration,,,1,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]5-LSD.,308.0,,CHEMBL620787,,10627,,HeLa,,B,,
3652,,4829,Autocuration,,,1,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=3",308.0,,CHEMBL620788,,10627,,HeLa,,B,,
3653,,4829,Autocuration,,,1,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=9",308.0,,CHEMBL620789,,10627,,HeLa,,B,,
3654,,4829,Autocuration,,,1,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]LSD as radioligand; n=3",308.0,,CHEMBL620790,,10627,,HeLa,,B,,
3655,,15250,Autocuration,,,1,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 6 receptor stably expressed in CHO cells,449.0,,CHEMBL620791,,10628,,CHO,,B,,
3656,,14423,Autocuration,,,1,Binding affinity against 5-hydroxytryptamine 6 receptor from CHO cell membranes using [3H]5-HT as the radioligand.,,,CHEMBL620792,,10628,,,,B,,
3657,,15086,Autocuration,,,1,The compound was tested for binding affinity against 5-hydroxytryptamine 6 receptor,,,CHEMBL620793,,10628,,,,B,,
3658,,4342,Autocuration,,,1,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor was determined,,,CHEMBL620794,,10628,,,,B,,
3659,,16190,Autocuration,9606.0,,1,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells,308.0,,CHEMBL620795,,10627,Homo sapiens,HeLa,,B,,
3660,,4820,Expert,,,1,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,,CHEMBL620796,,10627,,,,B,,
3661,,4639,Autocuration,,,1,Percentage of displacement at 5-hydroxytryptamine 6 receptor at 10e-8 M,,,CHEMBL620797,,10627,,,,B,,
3662,,17066,Expert,9606.0,,1,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,,,CHEMBL620798,,10627,Homo sapiens,,,F,,
3663,,6011,Autocuration,,,1,Inhibition of binding towards 5-hydroxytryptamine 6 receptor at 100 nM concentration,,,CHEMBL620799,,10627,,,,B,,
3664,,17066,Expert,,,1,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,,CHEMBL620800,,10627,,,,B,,
3665,,17515,Autocuration,,,1,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor; inactive at 10 uM,,,CHEMBL620801,,10627,,,,B,,
3666,,5014,Autocuration,,,1,Compound was tested for its binding affinity towards 5-hydroxytryptamine 6 receptor,,,CHEMBL875100,,10627,,,,B,,
3667,,4373,Autocuration,,,1,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 6 receptor was determined,,,CHEMBL620802,,10627,,,,B,,
3668,,17066,Expert,,,1,Antagonistic activity towards 5-hydroxytryptamine 6 receptor,,,CHEMBL620803,,10627,,,,F,,
3669,,17066,Expert,,,1,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,,,CHEMBL620804,,10627,,,,F,,
3670,,4373,Autocuration,,,1,Binding affinity for 5-hydroxytryptamine 6 receptor was determined,,,CHEMBL620805,,10627,,,,B,,
3671,,4687,Autocuration,,,1,Evaluated for the binding affinity towards 5-hydroxytryptamine 6 receptor,,,CHEMBL620806,,10627,,,,B,,
3672,,16946,Autocuration,,,1,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-6 M,,,CHEMBL620807,,10627,,,,B,,
3673,,16946,Autocuration,,,1,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-8 M,,,CHEMBL620808,,10627,,,,B,,
3674,,16633,Autocuration,,,1,Binding affinities against 5-hydroxytryptamine 6 receptor,,,CHEMBL620809,,10627,,,,B,,
3675,,16633,Autocuration,,,1,Binding affinities towards 5-hydroxytryptamine 6 receptor,,,CHEMBL620810,,10627,,,,B,,
3676,,17066,Expert,9606.0,,1,Binding affinity towards 5-hydroxytryptamine 6 receptor,,,CHEMBL620811,,10627,Homo sapiens,,,B,,
3677,,16700,Autocuration,,,1,The binding affinity towards 5-hydroxytryptamine 6 receptor; No affinity,,,CHEMBL620812,,10627,,,,B,,
3678,,3269,Autocuration,,,1,Affinity against 5-hydroxytryptamine 6 receptor,,,CHEMBL620813,,10627,,,,B,,
3679,,5486,Autocuration,,,1,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-CT],,,CHEMBL620814,,10627,,,,B,,
3680,,16146,Expert,9606.0,,1,Inhibition of human 5-hydroxytryptamine 7 receptor,,,CHEMBL620815,,10209,Homo sapiens,,,B,,
3681,,5014,Autocuration,,,1,Compound was tested for its binding affinity towards human 5-hydroxytryptamine 7 receptor from HEK293 cells using radioligand [3H]LSD,722.0,,CHEMBL620816,,10209,,HEK293,,B,,
3682,,15463,Autocuration,,,1,Compound at 1 uM was tested for the inhibition of radioligand [3H]LSD binding to recombinant human 5-hydroxytryptamine 7 receptor,,,CHEMBL620817,,10209,,,,B,,
3683,,3805,Autocuration,,,1,In vitro binding affinity against human 5-hydroxytryptamine 7 receptor at a concentration of 100 (nM),,,CHEMBL620818,,10209,,,,B,,
3684,,5014,Expert,,,1,Inhibition (at 1 uM) of radioligand [3H]LSD binding to human 5-hydroxytryptamine 7 receptor on HEK293 cells,722.0,,CHEMBL620819,,10209,,HEK293,,B,,
3685,,6491,Expert,9606.0,,1,Affinity towards human 5-hydroxytryptamine 7 serotonin receptor,,,CHEMBL620820,,10209,Homo sapiens,,,B,,
3686,,16190,Autocuration,,,1,Binding affinity for 5-hydroxytryptamine 7 receptor human cloned receptors in CHO cells using [3H]5-HT,449.0,,CHEMBL620821,,10209,,CHO,,B,,
3687,,17066,Expert,9606.0,,1,Binding affinity towards human 5-hydroxytryptamine 7 receptor,,,CHEMBL620822,,10209,Homo sapiens,,,B,,
3688,,17066,Expert,9606.0,,1,Displacement of [3H]5-HT from human 5-hydroxytryptamine 7 receptor,,,CHEMBL620823,,10209,Homo sapiens,,,B,,
3689,,3555,Expert,9606.0,,1,Binding affinity against 5-hydroxytryptamine 7 receptor,,,CHEMBL620824,,10209,Homo sapiens,,,B,,
3690,,6588,Expert,,,1,Binding affinity towards human 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-HT radioligand from the cloned receptor expressed in CHO cells,449.0,,CHEMBL620825,,10209,,CHO,,B,,
3691,,15463,Autocuration,,,1,Binding affinity towards recombinant human 5-hydroxytryptamine 7 receptor was determined using [3H]LSD as radioligand,,,CHEMBL872930,,10209,,,,B,,
3692,,6013,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 7 receptor,,,CHEMBL620826,,10209,,,,B,,
3693,,16209,Autocuration,,,1,Binding affinity towards human 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand,,,CHEMBL620827,,10209,,,,B,,
3694,,3935,Autocuration,,,1,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 7 receptor,,,CHEMBL620828,,10209,,,,B,,
3695,,15818,Autocuration,,,1,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 7 receptor,,,CHEMBL620829,,10209,,,,B,,
3696,,5014,Expert,,,1,Binding affinity towards human 5-hydroxytryptamine 7 receptor on HEK293 cells using radioligand [3H]LSD,722.0,,CHEMBL620830,,10209,,HEK293,,B,,
3697,,16441,Expert,,,1,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD,,,CHEMBL620831,,10209,,,,B,,
3698,,16441,Expert,,,1,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD; ND is No Data.,,,CHEMBL620832,,10209,,,,B,,
3699,,4234,Expert,9606.0,,1,In vitro binding affinity to human 5-hydroxytryptamine 7 receptor,,,CHEMBL621548,,10209,Homo sapiens,,,B,,
3700,,17085,Autocuration,,,1,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor,,,CHEMBL621549,,10209,,,,B,,
3701,,17200,Autocuration,,,1,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]LSD radioligand,,,CHEMBL621550,,10209,,,,B,,
3702,,17451,Autocuration,,,1,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]-LSD as radioligand; Not determined,449.0,,CHEMBL621551,,10209,,CHO,,B,,
3703,,17085,Autocuration,,,1,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor; ND means not determined,,,CHEMBL621552,,10209,,,,B,,
3704,,5104,Autocuration,,,1,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor,,,CHEMBL857077,,10209,,,,B,,
3705,,5104,Autocuration,,,1,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor; Not tested,,,CHEMBL618158,,10209,,,,B,,
3706,,5033,Expert,9606.0,,1,Ability to displace the radioligand [3H]5-carboxyamidotryptamine ([3H]5-CT) from human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,643.0,,CHEMBL618159,,10209,Homo sapiens,COS-7,,B,,
3707,,5486,Autocuration,,,1,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-5-CT) from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,643.0,,CHEMBL875101,,10209,,COS-7,,B,,
3708,,4540,Expert,9606.0,,1,Binding affinity to human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]-5-CT as radioligand,722.0,,CHEMBL618160,,10209,Homo sapiens,HEK293,,B,,
3709,,6166,Expert,,,1,Binding affinity at human cloned 5-hydroxytryptamine 7 receptor.,,,CHEMBL618161,,10209,,,,B,,
3710,,17342,Expert,,,1,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor was determined in HEK293 cells using [3H]5-CT as radioligand,722.0,,CHEMBL618162,,10209,,HEK293,,B,,
3711,,17342,Expert,,,1,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor was determined using [3H]5-CT as radioligand,,,CHEMBL618163,,10209,,,,B,,
3712,,17296,Autocuration,,,1,Binding affinity against 5-hydroxytryptamine 7 human receptors,,,CHEMBL618164,,10209,,,,B,,
3713,,16429,Expert,,,1,Binding affinity to human recombinant 5-hydroxytryptamine 7 receptor in mammalian cells using [3H]5-CT as radioligand,,,CHEMBL618165,,10209,,,,B,,
3714,,15779,Autocuration,,,1,Binding affinity toward 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]-5-CT as radioligand.,722.0,,CHEMBL618166,,10209,,HEK293,,B,,
3715,,15779,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 7 receptor (a) (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,722.0,,CHEMBL857989,,10209,,HEK293,,B,,
3716,,15779,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,722.0,,CHEMBL619888,,10209,,HEK293,,B,,
3717,,15779,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,722.0,,CHEMBL619889,,10209,,HEK293,,B,,
3718,,15779,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 7 receptor 7(a) (human cloned receptor in HEK 293 cells using [3H]5-CT as radioligand.,722.0,,CHEMBL619890,,10209,,HEK293,,B,,
3719,,17451,Autocuration,,,1,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]LSD as radioligand,449.0,,CHEMBL619891,,10209,,CHO,,B,,
3720,,4199,Autocuration,,,1,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand (n=3),722.0,,CHEMBL619892,,10209,,HEK293,,B,,
3721,,4199,Expert,,,1,Displacement of [3H]-5-CT from human 5-hydroxytryptamine 7 receptor expressed in HEK-293 cells,722.0,,CHEMBL619893,,10209,,HEK293,,B,,
3722,,4199,Autocuration,,,1,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand(n=6),722.0,,CHEMBL619894,,10209,,HEK293,,B,,
3723,,3680,Intermediate,,,1,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells,722.0,,CHEMBL619895,,10209,,HEK293,,B,,
3724,,3680,Intermediate,,,1,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor using [3H]5-CT as radioligand,,,CHEMBL619896,,10209,,,,B,,
3725,,15316,Autocuration,,,1,Compound was evaluated for its ability to displace [3H]5-CT binding from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells.,643.0,,CHEMBL619897,,10209,,COS-7,,B,,
3726,,15146,Autocuration,,,1,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT,722.0,,CHEMBL619898,,10209,,HEK293,,B,,
3727,,5213,Expert,,,1,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor in HEK 293 using [3H]5-CT as a radioligand,722.0,,CHEMBL619899,,10209,,HEK293,,B,,
3728,,5213,Autocuration,,,1,Compound was tested for its binding affinity in 5-hydroxytryptamine 7 receptor (using human cloned receptors in HEK 293 and [3H]5-CT as a radioligand ),722.0,,CHEMBL619900,,10209,,HEK293,,B,,
3729,,14818,Expert,9606.0,,1,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT,722.0,,CHEMBL619901,,10209,Homo sapiens,HEK293,,B,,
3730,,14818,Autocuration,,,1,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT. ,722.0,,CHEMBL620580,,10209,,HEK293,,B,,
3731,,14818,Autocuration,,,1,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT.,722.0,,CHEMBL620581,,10209,,HEK293,,B,,
3732,,4829,Autocuration,,,1,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 7 receptor in HEK293 cells, using [3H]5-CT as radioligand",722.0,,CHEMBL620733,,10209,,HEK293,,B,,
3733,,17200,Autocuration,9606.0,,1,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]-LSD radioligand; Not determined,,,CHEMBL620734,,10209,Homo sapiens,,,B,,
3734,,17066,Expert,10090.0,,1,Binding affinity towards mouse 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,,,CHEMBL620735,,10022,Mus musculus,,,B,,
3735,,14025,Autocuration,9986.0,,1,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 7 receptor in the endothelium denuded rabbit jugular vein.,,,CHEMBL620736,,10209,Oryctolagus cuniculus,,,B,,
3736,,15250,Autocuration,,,1,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 7 receptor stably expressed in CHO cells,449.0,,CHEMBL620737,,11923,,CHO,,B,,
3737,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 10000 nM,449.0,,CHEMBL620738,,11923,,CHO,,B,,
3738,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 100 nM,449.0,,CHEMBL620739,,11923,,CHO,,B,,
3739,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 1 nM,449.0,,CHEMBL620740,,11923,,CHO,,B,,
3740,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 10000 nM 5-HT.,449.0,,CHEMBL620741,,11923,,CHO,,B,,
3741,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 100 nM 5-HT.,449.0,,CHEMBL620742,,11923,,CHO,,B,,
3742,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 1 nM 5-HT,449.0,,CHEMBL620743,,11923,,CHO,,B,,
3743,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 10000 nM,449.0,,CHEMBL620744,,11923,,CHO,,B,,
3744,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 100 nM,449.0,,CHEMBL620745,,11923,,CHO,,B,,
3745,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM,449.0,,CHEMBL620746,,11923,,CHO,,B,,
3746,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 10000 nM 5-HT.,449.0,,CHEMBL620747,,11923,,CHO,,B,,
3747,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 100 nM 5-HT.,449.0,,CHEMBL620748,,11923,,CHO,,B,,
3748,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT.,449.0,,CHEMBL620749,,11923,,CHO,,B,,
3749,,17066,Expert,,,1,Binding affinity towards rat 5-hydroxytryptamine 7 receptor,,,CHEMBL620750,,11923,,,,B,,
3750,,17066,Expert,10116.0,,1,Binding affinity towards rat 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,,,CHEMBL620751,,11923,Rattus norvegicus,,,B,,
3751,,17386,Expert,,,1,Binding affinity to the rat 5-hydroxytryptamine 7 receptor,,,CHEMBL620752,,11923,,,,B,,
3752,,14423,Autocuration,,,1,Binding affinity against 5-hydroxytryptamine 7 receptor using from CHO cell membranes [3H]5-HT as the radioligand.,,,CHEMBL872929,,11923,,,,B,,
3753,,15874,Expert,10116.0,,1,Binding affinity against Rat 5-hydroxytryptamine 7 receptor using [3H]5-HT,,,CHEMBL620753,,11923,Rattus norvegicus,,,B,,
3754,,15874,Expert,10116.0,,1,Displacement of [3H]5-HT from over-expressed rat 5-hydroxytryptamine 7 receptor,,,CHEMBL620754,,11923,Rattus norvegicus,,,B,,
3755,,16372,Expert,10116.0,,1,Displacement of [3H]5-HT from rat 5-hydroxytryptamine 7 receptor expressed in CHO cells,449.0,,CHEMBL620755,,11923,Rattus norvegicus,CHO,,B,,
3756,,4622,Autocuration,,,1,In vitro binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand,,,CHEMBL620756,,11923,,,,B,,
3757,,15086,Autocuration,,,1,The compound was tested for binding affinity against 5-hydroxytryptamine 7 receptor,,,CHEMBL620757,,11923,,,,B,,
3758,,16372,Autocuration,,,1,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; Not tested",449.0,,CHEMBL620758,,11923,,CHO,,B,,
3759,,16372,Autocuration,,,1,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; not tested",449.0,,CHEMBL620759,,11923,,CHO,,B,,
3760,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM; not tested,449.0,,CHEMBL620760,,11923,,CHO,,B,,
3761,,16372,Autocuration,,,1,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT; Not tested,449.0,,CHEMBL620761,,11923,,CHO,,B,,
3762,,17386,Autocuration,,,1,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,,,CHEMBL620762,,11923,,,,F,,Ileum
3763,,17386,Autocuration,,,1,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,,,CHEMBL620763,,11923,,,,F,,Ileum
3764,,17386,Autocuration,,,1,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine receptor desensitization,,,CHEMBL620764,,11923,,,,F,,Ileum
3765,,5831,Expert,10116.0,,1,Inhibition of [3H]-5-CT binding to 5-hydroxytryptamine 7 receptor of rat cortical membranes,,,CHEMBL857990,Membranes,11923,Rattus norvegicus,,,B,,
3766,,4342,Autocuration,,,1,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor was determined,,,CHEMBL620765,,11923,,,,B,,
3767,,17319,Expert,,,1,Binding affinity at rat 5-hydroxytryptamine 7 receptor.,,,CHEMBL620766,,11923,,,,B,,
3768,,17342,Expert,,,1,Binding affinity towards 5-hydroxytryptamine receptor 7 on rat hypothalamus membranes using [3H]5-CT as radioligand.,,,CHEMBL620767,,11923,,,,B,,Hypothalamus
3769,,17342,Autocuration,,,1,Binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor was determined using [3H]5-HT as radioligand,,,CHEMBL620768,,11923,,,,B,,
3770,,3680,Expert,,,1,Binding affinity against 5-hydroxytryptamine 7 receptor using [3H]-5-CT in rat hypothalamus membranes,,,CHEMBL619051,,11923,,,,B,,Hypothalamus
3771,,3680,Expert,,,1,Binding affinity towards 5-hydroxytryptamine 7 receptor,,,CHEMBL619052,,11923,,,,B,,
3772,,17319,Expert,10116.0,,1,Agonistic activity against rat 5-HT7 adenyl cyclase expressed by HEK293 cells,722.0,,CHEMBL619053,,11923,Rattus norvegicus,HEK293,,F,,
3773,,17319,Expert,10116.0,,1,Agonistic activity against rat 5-HT7 adenyl cyclase expressed in HEK293 cells; Active,722.0,,CHEMBL619703,,11923,Rattus norvegicus,HEK293,,F,,
3774,,17319,Autocuration,10116.0,,1,Agonistic activity against rat 5-HT7-adenyl cyclase expressed by HEK293 cells; Active,722.0,,CHEMBL619704,,11923,Rattus norvegicus,HEK293,,F,,
3775,,4820,Expert,,,1,Binding affinity towards 5-hydroxytryptamine 7 receptor,,,CHEMBL619851,,10209,,,,B,,
3776,,4639,Autocuration,,,1,Percentage of displacement at 5-hydroxytryptamine 7 receptor at 10e-8 M,,,CHEMBL619852,,10209,,,,B,,
3777,,6011,Autocuration,,,1,Inhibition of binding towards 5-hydroxytryptamine 7 receptor at 100 nM concentration,,,CHEMBL619853,,10209,,,,B,,
3778,,17066,Expert,9606.0,,1,Binding affinity towards human 5-hydroxytryptamine 7 receptor,,,CHEMBL619854,,10209,Homo sapiens,,,B,,
3779,,17066,Expert,,,1,Binding affinity of compound towards rodent 5-hydroxytryptamine 7 receptor,,,CHEMBL619855,,10209,,,,B,,
3780,,17515,Autocuration,,,1,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor; inactive at 10 uM,,,CHEMBL619856,,10209,,,,B,,
3781,,4373,Autocuration,,,1,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,,,CHEMBL619857,,10209,,,,B,,
3782,,17066,Expert,,,1,Antagonistic activity towards 5-hydroxytryptamine 7 receptor was evaluated by cAMP assay,,,CHEMBL619858,,10209,,,,F,,
