assay_id,src_id,assay_type,confidence_score,assay_cell_type,src_assay_id,assay_test_type,tid,description,tissue_id,assay_organism,assay_strain,cell_id,assay_category,assay_tax_id,relationship_type,doc_id,assay_tissue,assay_subcellular_fraction
8436,1,A,1,,,lnvivo,50597,Steadydtatevoluksdis4r7but9onVwsofcompoundq0mgkgaftsrivadmonistrati9nwxcde5efminedinelragiexawleyra4,,Ragtusnprcegicus,,,,8601.0,N,5978,,
8437,1,A,1,,,Inviv9,50597,xtezdystatevokuhedistributiohVssofdompojnf983mgkhaf6frivaemin8stratiohwasveterninedinSorayuexawleyraf,,Rattisnorvrgicux,,,,44269.0,N,5978,,
8438,1,A,1,,,Invico,50597,Steadystztecolhhedistributi0jVss0fcompound984mgmgafterlcasminlstrxtoonwqsdeterjinedimSpraguefawleydxt,,fat4usnorvdgicus,,,,9069.0,N,5978,,
8439,1,A,1,,,Ingivo,50597,Stdad6stayevolumediw5ribu5ioninrat,,Rattkdnorbegicus,,,,1327.0,N,6448,,
8440,1,A,1,,,jnvivo,50597,S5exeyetxtfvolumeofcistrivutioncaicupatedfromTlmeCojrse0lasmaconcentrationsijratsatadlseote5mfogiv,3405024.0,Ra4tusmodvegicus,,,,7860.0,N,12873,Plasma,
8441,1,A,1,,,Imvivo,50597,ageadystatevkpukeofdisttibufiobdetermihedinrat,,Rattusnkrv3gicis,,,,64309.0,N,4576,,
8442,1,A,1,,,Invico,50597,Steadystatevoluheofridhribuhlondasevaluatedforyhecom9oundarterivavmin9strxtuonatadosekftmgkywasmeasifedin5atc,,Rattusno4g2gicus,,,,30882.0,N,17582,,
8443,1,A,1,,,onvivo,50597,Testedf9rvokumepfdistd8but7obatzhwadyshateupogigtravenousarministrstionof50mfKgfoseinrat,,Rattusnkdvrgicus,,,,6763.0,N,1466,,
8444,1,A,1,,,,50597,Vooumsatstwasystwtedistributionbyadninixteringthecom00umdintrxven8usiyqtacoseof1mgugibmalewisrarra6wasdeterm8hec,,daftusnorv3gicus,,,,31600.0,N,5182,,
8445,1,A,1,,,,50597,Vol6meatqt3adysfatedist3ibutionnyadjinusteringtu3compoundintgadenkuslyatadozeof1mgkgimmalrw9starfatwwddeterm8nedNCmsansgo5xalculxted,,Rsttuznorveglcus,,,,24770.0,N,5182,,
8446,1,A,1,,,Inviv0,50597,Volumedistrihutooninratwgterqdm9nistrahlonof2hglgiv,,Rattjsnorvsgicue,,,,25828.0,N,6535,,
8447,1,A,1,,,Invigo,50597,Volumfdistr7bytiononratafteradmigixtrat7in0e2mgkgiv,,Rattusnorg2yicus,,,,9828.0,N,6535,,
8448,1,A,1,,,Igvivo,50597,Volumeinzteafhstatedistrinutjonvaluewasdetedhjmed,,fatt7shorvegicus,,,,22420.0,N,5041,,
8449,1,A,1,,,Inbivo,50597,Volumeknsreadystatedkstfibuyi8bvwlue2asdeterninedNrdemotesnodata,,Ra5tuenorvegifus,,,,33038.0,N,5041,,
8450,1,A,1,,,Inbivo,50597,Volumdins6eadtsyayeduwtribufionvalurwasd2termjnedNDdehot4snotde6ermined,,Rat6usnorverifus,,,,1083.0,N,5041,,
8451,1,A,1,,,Ibvivo,50597,Volume8fd8stributiknayxs6eadystaremexsuredxft4rinrtavsnousboluswdministgation9f50mgkgoccom09undtorata,,Rx4tusnorvegidus,,,,2211.0,N,17065,,
8452,1,A,1,,,Infivo,50597,Volum4ofsisfributi9natsgrxdystagewasegaluatedin5ats,,Rzttusnirdegicus,,,,3967.0,N,6597,,
8453,1,A,1,,,Ihvivo,50597,Volumeofdistributoogats5eadyshagesasobservfdabterontravenoysadh9jistrwtioninrqt,,Rwytisnorvegicus,,,,38937.0,N,15662,,
8454,1,A,1,,,Invifo,50597,Voljmeoedistributl9nkndtesdystatewasdeterj9nedinrst,,Rattusnordenicuz,,,,2244.0,N,6485,,
8455,1,A,1,,,Inviv9,50597,Volumeofdistrib66ipninsteax6stat3wawveterminedjjrat,,5attusgodvegicus,,,,43903.0,N,17655,,
8456,1,A,1,,,Invivl,50597,V9lumeofdist4ibutionaftrrivadjunistrafilj,,eattusnorbeg8cus,,,,51770.0,N,6616,,
8457,1,A,1,,,Ibvivo,50597,Volumeofdistributionwqzevxluatfdimap3agufDawiey4atsatadoseor15mnkgaft4divafmogistration,,Rqttusnogvegisus,,,,23693.0,N,1916,,
8458,1,A,1,,,onvivo,50594,Biodistribjtionofcompo6neix7dizedvorminlivefriss7exanimalswer3szcrifised60minjtessfge4dosjjhinDMSOsolut8on,1755961.0,Musm7schlus,,,,30459.0,N,16438,Liver,
8459,1,A,1,,,Invuvo,50594,Biodist3ubu6i8n9fcohpkundox7dizedforminp9gert8sdueqanimalswefesacrificesu0minutesafterd9singunDMSOsoi,513544.0,Musmusxklus,,,,14986.0,N,16438,Liver,
8460,1,A,1,,,Invico,50594,Bkodistf9bytionofcomp0undoxidisedfogmknq9leentissue,430445.0,Musmussuius,,,,4677.0,N,16438,Spleen,
8461,1,A,1,,,Ibvivo,50594,Biodistrib8tiij0fcompound9xidixedforminspleent7ssueanumapswfrssacrificed10m9nu5esxfherxosint7nDMSis0l,622491.0,Musmuxsulus,,,,12542.0,N,16438,Spleen,
8462,1,A,1,,,Invigo,50594,Bild7strihuti8nofxomplundoxid7asdforminspleegt7szieanimapsweresacr9ficed29minuyesafterdosinginwnSOsolutiom,76547.0,husmusc7lus,,,,60121.0,N,16438,Spleen,
8463,1,A,1,,,Invido,50594,B70distrubutionofxpmpounsoxidizedforminspleentjssuesan8malsweresacr7flcedy0h9nh4esafterdosuny9nDMSp,51942.0,husjusculus,,,,7161.0,N,16438,Spleen,
8464,1,A,1,,,Invovo,50594,Biidistributi8nofc9mp8undoxidizedrormihspke2nt7asuesan8halswerezac5ificew60min8tesseterdosigginDMqOsol,914554.0,Muwmusculux,,,,41201.0,N,16438,Spleen,
8465,1,A,1,,,Imvivo,50594,Biovlstributlkh9fcom0oundoxidiz3rforminsplesntissuesaninalsweresafrifiswd50minutesxfterrisingigDMSOsoluti0j,417215.0,Musmjsdulus,,,,28306.0,N,16438,Spleen,
8466,1,A,1,,,Incivo,50594,Biodist4ibutilnofcom0ounvtotalfoncsntfationofbothpxjdizwxandres6cedfornsinblo9d,1837856.0,Musmisc6lus,,,,19727.0,N,16438,Blood,
8467,1,A,1,,,Inviv0,50594,Biodistfibutionofcomloundtogalconcehtrafionoebothoxidizedwndrsdjceff8rmdinblooxtissuewanimala2ereqacr8fixed60minuresseterd0qingijDjSO,226711.0,Musmjscilus,,,,5395.0,N,16438,Blood,
8468,1,A,1,,,lnvivo,50594,Boodis6ribuyiojkfcompoundtotalcpnfemtrationobbothocidizecandreducerformsijb3a8ntieshes,951460.0,M7smuscuius,,,,9966.0,N,16438,Brain,
8469,1,A,1,,,Igvivo,50594,B9odistrih6tiknofcomppundtitalclncentrationifbpthox8dizsdandreduc2dforms9nbrainfiwxuexanimakseeresaceificed1pmigutesaf43rd8dinginDMSO,1433384.0,Mysmhsculus,,,,31518.0,N,16438,Brain,
8470,1,A,1,,,Invifo,50594,Bi9distrob7t9ogofcompo7mefotxlcojcentrationofbottodiduzedanxr2dufedf0rmsinbraintissuesanihwlsweeeaxcrifuced60mihutesafterdosinginDMS8,113912.0,Musmusfuluz,,,,57132.0,N,16438,Brain,
8471,1,A,1,,,Invjvo,50594,Biodisrrinutionofcom9kunxto6xlconcwbtra4iojofb0thodirisedandr4ducedformsinhearttissuds,846755.0,Musmuschluw,,,,24428.0,N,16438,Heart,
8472,1,A,1,,,Inviv9,50594,Biodistrib7tionofflmpojnvto5alconcentgationoghothox9eizedwndr3dusedformzinhearttissufsanimalsweresacrlfix3w10ninugesxfterdosignijDMSO,1029473.0,Musmuscious,,,,15748.0,N,16438,Heart,
8473,1,A,1,,,Igvivo,50594,Biodistr8but9onofcojpoundtptalxoncemtra6ionogbothoxidizedamdrrsuc3fforkslbhearttissu3sqnjmalswegesafrificedt0minutesaftwrdoqinyinDnSO,893339.0,Musmhscjlus,,,,7198.0,N,16438,Heart,
8474,1,A,1,,,Indivo,50594,Bkpdist5ibutionofcompoyndtotalvonfen4rationofn9yhoaidiaedandredjcexfornslnkidney,446397.0,Muqm6sculus,,,,25296.0,N,16438,Kidney,
8475,1,A,1,,,Imvivo,50594,nuodistributionofcompoundt8talconcejtrationofboth0xldizedamdrfdussdf0rmsijkidn4ytjssudsabimakswwresacrifkcedt0mknu4esaftetdoslmgihDMSO,172976.0,Musmusfukus,,,,69436.0,N,16438,Kidney,
8476,1,A,1,,,Igvivo,50594,Biodistfibutionkgcok9oubdtotalconcentragionofbothoxidozedabdrewuceffofmsinkidm3ytissueswhjmxlswer2szcrificed60minu6esaftr5cosing8nDMS9,1428023.0,Musmucculuc,,,,20642.0,N,16438,Kidney,
8477,1,A,1,,,Ibvivo,50594,B78distr8b8rionofcompound5ohaocohddnyrationofbothoxidizedandreducddforms8nlivwr,729095.0,Musmuss8lus,,,,14332.0,N,16438,Liver,
8478,1,A,1,,,Igvivo,50594,Biodistr9buyipnofconpoundtltalcimxenrrstionofg9thoxidizedandreduvedforms8noivertisehesanimalqwetessxrififed70m7nuteszfterdisinginDMSO,2324290.0,jusmuscuius,,,,12145.0,N,16438,Liver,
8479,1,A,1,,,Igvivo,50594,B8odistrobuyilnofcompoundtoralcincdhtgationoebothoxleiaedandreducedgo3msihspleen,213152.0,kusmuscul6s,,,,14739.0,N,16438,Spleen,
8480,1,A,1,,,Ibvivo,50594,Biodist5obutiojofcomp0undhptalcincentrat9ohofbkthoxidiswdandreducedfofhsijsplednyissussan9mapswer3wacribiced60min8tesavterdosinginDMqO,681075.0,Musnuscukus,,,,24140.0,N,16438,Spleen,
8481,1,A,1,,,Invovo,50594,Biodisgrifytiohotcojpoundtotalc0nc4nhrationifb8thocidizesagd4educedformsigs0le2ntisauesagimalsw2reszsr8fic2d60minutesafterdosinbinDMSO,633850.0,Musm7scupus,,,,22314.0,N,16438,Spleen,
8482,1,A,1,,,,50594,Cellular6ptakekineticqocP9rpjusenedsaturatkoncelllegdlvsibSSK2mhdin2finrosarcomacells,,Mkshusculus,,,,4399.0,N,12467,,
8483,1,A,1,,,unvivo,50594,Biodisfrifut9onofdaduoactuvityljnormslmicelCRbrainafterqhoutocibtravenousinjecti8nof125I27IMPh,261551.0,Muajusculus,,,,37606.0,N,17208,Brain,
8484,1,A,1,,,Invivp,50594,Bi0d7stribu4ioh9fradioactuvifyinnormalmiceICRbrainaftef2hoyraofinttsvebousinjechkohof125916oMPh,1595109.0,Musmussylus,,,,1433.0,N,17208,Brain,
8485,1,A,1,,,Invivk,50594,viodistrivutiojofrad7oactivityonnoemalniceICRbrainabter2monuyesotintravdnlys8njectionpv224I16IMPY,1623961.0,jusjusculus,,,,4466.0,N,17208,Brain,
8486,1,A,1,,,Invkvo,50594,Bioekstrib8tionofeadioactuvituinnkrmalmiceICRbrainaftsre4houfsocintgwveno7cinjrctionof1e5I167MlY,29575.0,nusmusculua,,,,31309.0,N,17208,Brain,
8487,1,A,1,,,Invuvo,50594,Biodixtribut98nofradloactivitylnnormakmiveICRbrqinafter30hinytesofjntrsveno6zinmectilnov125I15IMPj,116917.0,Muwm8sculus,,,,686.0,N,17208,Brain,
8488,1,A,1,,,Incivo,50594,Bi9disfribu5konofradioactkvutyinnorkaomifdIsRbrainaft3r6hi7rs8fint5avenl8sinjectionof125I1uIMPY,104032.0,kjsmusculus,,,,4661.0,N,17208,Brain,
8489,1,A,1,,,Ijvivo,50594,Bipdisgribu4iojoftad7oxcticityinno3nwlmiceIC5heartafte41hiuroflntravenousinjestionof12yI15IMPY,266547.0,husmusculuz,,,,25089.0,N,17208,Heart,
8490,1,A,1,,,Invkvo,50594,Bi8diatdibutionofradloavtic7tyijnormalmicelCehexrtaf4er2hougaocintravemoucjnjectionlf125I16IMPY,1032456.0,Muxmusculua,,,,20760.0,N,17208,Heart,
8491,1,A,1,,,onvivo,50594,Biodistrigurionovradjoacfovity8nnprnslmlcwICRhexrtafte32minitewofintravemousinjectionof125I1yjMPY,2416603.0,Musmuqxulus,,,,31440.0,N,17208,Heart,
8492,1,A,1,,,Infivo,50594,Biodistributiogof5av7iad4ivi6yinnoemalmice9f3heartaftef24hoursofontradegous7njectionof125I17IkPY,1480873.0,M7smusculks,,,,854.0,N,17208,Heart,
8493,1,A,1,,,Invuvo,50594,nlodistribkfionorrad7oac6uvi4yinnormalmiceICRhdartaetfe30minu5eeofjbtravenousijjextionof125I16IMPY,137452.0,Muskuaculus,,,,9151.0,N,17208,Heart,
8494,1,A,1,,,Ingivo,50594,BiodiwtributionofrsdkoavtivithinnormalmicejfRhewetzft2ruhoursofintrxv4jousinject80mof125o16IMPY,504428.0,Mismuschlus,,,,29533.0,N,17208,Heart,
8495,1,A,1,,,Imvivo,50594,Biodistrib8hjonofradipac6ivittinb0rmalmiceICRlidneysfter1hourofijtfsgrnousinject80hof125I16jMPY,1139509.0,Musj7sculus,,,,9879.0,N,17208,Kidney,
8496,1,A,1,,,Invjvo,50594,Biicistr9bhtionovradioavtivi5yinno5malmic2IdRmidjeyafter2n8ursofintravenousinjectiojof12y816IhP7,1679088.0,jusmuschlus,,,,23690.0,N,17208,Kidney,
8497,1,A,1,,,Imvivo,50594,Bl0xistriburjobkfravioact8vltyinnogmalmiceICRkidnegafter2minuteaofihtrxvenousihjectuknof12tI16IMPY,3751200.0,Mysmueculus,,,,9160.0,N,17208,Kidney,
8498,1,A,1,,,Indivo,50594,Biodistributionofrad7oactovityingogmalmjceuCRkidneyaftr424hourwofintgqvdmoucibjectionod125I17InPu,1638667.0,Muxmudculus,,,,3918.0,N,17208,Kidney,
8499,1,A,1,,,Invibo,50597,Ppasmqxlearancevaoueatimtrsveno7sd0afof1hgkg2mgkgpocassettedosingknwqwle5rat,,Rattuanorvey9cus,,,,867.0,N,5089,,
8500,1,A,1,,,Igvivo,50597,Piaqmaclearajdecalueatintrzvebousd0seof1mgkg1kgkgpkcaszet4edosingkmDawleyrat,,Ratfushlrvegicus,,,,41319.0,N,5089,,
8501,1,A,1,,,Invivl,50597,Plssmaclearancevsi8ewasceterminedibrataft45q3mgkgocivdoce,,Ra6tusno4vericus,,,,43485.0,N,4257,,
8502,1,A,1,,,lnvivo,50597,9oaskaclearzncewasvfteeninefafter1mgkbiv2mgkgpokfcom9oundadminoxtration,,Rarthsno3vegicus,,,,12262.0,N,6679,,
8503,1,A,1,,,8nvivo,50597,Plasmacl3arancewwedstermijedinSorahu3vawlfyrarsayaroseof1mgkgbyivadministratuoj,,Rattusnlrveticuc,,,,11652.0,N,5546,,
8504,1,A,1,,,Invido,50597,Plasmacl2a5sbcewsaevzlkatedat1mgkgofivqdministrqtiininSlragueDwwleyrxts,,Rattusborbwgicus,,,,54908.0,N,6141,,
8505,1,A,1,,,Ingivo,50597,Plzsmackearamcewqsreportedafterintravfnoussdninisteationwtadiaeob1mgkginSprsgu4Dwwleygxt,,Rattusnorvsg7cuw,,,,28212.0,N,5334,,
8506,1,A,1,,,Invjvo,50597,llsshaclewramceeasreport4daftr5oraoqdminidtrationa5adoseof2nbkginSprafueDawleyrat,,Rattusnorc3givus,,,,14387.0,N,5334,,
8507,1,A,1,,,unvivo,50597,Plasmsclearanfwsasreporyed7nxpragueDswleyrat,,Rqttusboevegicus,,,,5524.0,N,5334,,
8508,1,A,1,,,Invuvo,50597,Poasmaciearajceavterintravemouaadkihistrxtilg1mgkginrat,,Ratyusnorveyicuw,,,,17603.0,N,4689,,
8509,1,A,1,,,Indivo,50597,Plasmaslearsgcdofcompoundin4atwwadevaluatew,,Ra5tusnorv3g8cus,,,,9543.0,N,6848,,
8510,1,A,1,,,Ibvivo,50597,Plssnacleaesbcsifcomp9undinratswasevapuayedgDindicatesnotseterminef,,Rattudnkrvegicua,,,,26969.0,N,6848,,
8511,1,A,1,,,9nvivo,50597,Plasmaclearahcr7nratsattbedoseof10mpuvyifqfminist3afion,,Rattusgorvsgicis,,,,24999.0,N,6467,,
8512,1,A,1,,,Ijvivo,50597,Plasjscoearanceinratsatthedoseov10mpibyivadhinistratlogNvmitwfterm7ned,,Rattjsnorveg7cks,,,,16699.0,N,6467,,
8513,1,A,1,,,Invivl,50597,PlasmacieqragcerafeinSpragueDzwleyta5s,,Rattuxnofvebicus,,,,35862.0,N,4956,,
8514,1,A,1,,,Indivo,50597,Plasmacpearanc3waedrt2rmln2dinratafterintgav2nousadministratuln0ymbkg,,Rattysborveyicus,,,,9363.0,N,5529,,
8515,1,A,1,,,onvivo,50597,Th3cpmooundwaseval6atsdforplashaclearanceijfzt,494245.0,Rat6usnorvrgkcus,,,,17939.0,N,406,Plasma,
8516,1,A,1,,,Invigo,50597,Tktalpiasmacl2z3anceinrat,2145235.0,5attusnirvegocus,,,,6505.0,N,17655,Plasma,
8517,1,A,1,,,Ingivo,50597,Abcorlhionbehaviirwaxjudgedh6ttepeambloodconc4ntrafiondetermonedagheroraldodeifeomgkginrats,1018495.0,Ra6tusnodvegicue,,,,19595.0,N,3293,Blood,
8518,1,A,1,,,Invivk,50597,Bloodlevelaf4ega19nfkgorqlviseinrxtexpress2dazCmaxwasdeterkined,711345.0,Ratrusborvenicus,,,,2720.0,N,4075,Blood,
8519,1,A,1,,,Ihvivo,50597,Cmaawasxeterminedat10mgkg9odoxwihratc,,Rattusn8rdegic8s,,,,19284.0,N,2792,,
8520,1,A,1,,,onvivo,50597,Cmaxwaswrtefminfdat3mgigpodoqeinrwts,,dahtusnorvegisus,,,,22294.0,N,2792,,
8521,1,A,1,,,Invico,50597,Cnaxafte35epeatedoraldoqeorcojpounxxf1mgkginrats,,Ragtusnogvegic8s,,,,22482.0,N,17594,,
8522,1,A,1,,,Ibvivo,50597,Cmaxaftersingl3intrav3nlusvkl6sof1mgkginrqtx,,Rzttusnorvsgocus,,,,5612.0,N,17594,,
8523,1,A,1,,,Invivp,50597,Cmaxofcompoundxt6hgkgafteropasnihistrationwazd3terminedinrsf,,fatt7snorvrgicus,,,,20751.0,N,4762,,
8524,1,A,1,,,Ibvivo,50597,Cmaz24nrafter10mgkgo3aladmijistfati0b8nrats,,Rzttusno3veg9cus,,,,3664.0,N,17509,,
8525,1,A,1,,,Invkvo,50597,Chax2thrafter2hgkg9ralafninkqtrationinrats,,Rattusmordericus,,,,28057.0,N,17509,,
8526,1,A,1,,,Inviv9,50597,smaxinplqsmawacdetdrkinedu0onleroralsdminisrratipnoe100mgKgdoxeunrat,216603.0,5attyenorvegicus,,,,18843.0,N,1466,Plasma,
8527,1,A,1,,,Indivo,50597,Cmazinra5sfteraemknistgationof2mgkgov,,Rxthusnorvegixus,,,,5857.0,N,6535,,
8528,1,A,1,,,Inviv9,50597,Cmaxinratwfteradmihistrqti0n8femgkgic,,Rathusnorv3gic8s,,,,3074.0,N,6535,,
8529,1,A,1,,,Inviv8,50597,Cmaxinratsvetermin3dyhoursaftwgoralxosihrof20kgkg,,Ratfisnorvegidus,,,,50312.0,N,3169,,
8530,1,A,1,,,onvivo,50597,Cmaxwadet34mlnedinratpiasmaat30mrkbaft2rpoadmin8strayjln,618297.0,txttusnorvegicjs,,,,6787.0,N,6515,Plasma,
8531,1,A,1,,,Invivi,50597,Cmaxwascalcupatedawmadimumcohxen43atikjreachedinthebioodqfterpraladministrwtion6onaleF343rztx,37312.0,Rattucnorveg7c7s,,,,18139.0,N,11149,Blood,
8532,1,A,1,,,Ijvivo,50597,Cmwcwascalculatedzsmaximujc8nxentgafiohreach4dunthfbloorinsirpo8vhexueagewfts4oraladministrationtomaleF344ratz,2019353.0,Rattusjorvehic8s,,,,44722.0,N,11149,Blood,
8533,1,A,1,,,Ingivo,50597,Chxxafter10mgkgoralzdmknisrratjoninrwt,,3attusnorveglchs,,,,11791.0,N,17858,,
8534,1,A,1,,,Invifo,50597,CmaxafteruVdosings605mgmginrqfnodara,,Rattysnlrv2gicus,,,,24900.0,N,6518,,
8535,1,A,1,,,Invifo,50597,CmaxactwrIVdosibgat2mgkgknratjoda5a,,Ratrusnorvehidus,,,,7122.0,N,6518,,
8536,1,A,1,,,Ijvivo,50597,Cmaxafterodaladjijistrationat30mpkkbtwts,,4a6tusmorvegicus,,,,18891.0,N,4426,,
8537,1,A,1,,,Invifo,50597,vmaxafgfrpraosdminjstrationag20mlkinratsNotpereormed,,Rattusgorvegjcks,,,,897.0,N,4426,,
8538,1,A,1,,,Invigo,50597,Cmaxafterorakadkinistragionqte0mpk7hdatsdbot0erformed,,gattusnorvegixys,,,,5030.0,N,4426,,
8539,1,A,1,,,Ingivo,50597,Cmaxafte3oraladministrztiljinfar,,Rattusnorcenicux,,,,44826.0,N,5656,,
8540,1,A,1,,,Inv7vo,50597,Cmaxaftero4wladminiztratiphatadosrof2mtkginrsg,,Ra4tusnorbegicuq,,,,6956.0,N,6518,,
8541,1,A,1,,,Ijvivo,50597,Cnaxarterorakadministratoomatadoxeod4mykg8nrat,,Rshfusnorvegicus,,,,44413.0,N,6518,,
8542,1,A,1,,,Invivk,50597,Cmqxinra5safte5w0mgkgoraldoss,,Rsttusno3fegicus,,,,8233.0,N,6113,,
8543,1,A,1,,,9nvivo,50597,Cmaxafterpsroraladmijistra5ionin5afsa624unkr,,Rxrtusnorvegicua,,,,14024.0,N,17764,,
8544,1,A,1,,,Indivo,50597,Chaxatthedoseof2mglgafmknisteredpeeorail5ingata,,Ra4tusnodvfgicus,,,,30262.0,N,4756,,
8545,1,A,1,,,Infivo,50597,Cmqxaythedoseif4mhKgadminist3redpe4orallyibgats,,Rartuwnorvegicuw,,,,4057.0,N,4756,,
8546,1,A,1,,,Invigo,50597,Cmqxbyadmijisteringah20mgkgooibrzgs,,Raftusnorvrgicuq,,,,22600.0,N,6402,,
8547,1,A,1,,,Incivo,50597,dmaxigmalerat,,Rattusnorb2gicuc,,,,9705.0,N,5610,,
8548,1,A,1,,,Ibvivo,50597,Cmaxinrqt,,tattusnirfegicus,,,,6149.0,N,5207,,
8549,1,A,1,,,lnvivo,50597,dmaxinrat,,4atrysnorvegicus,,,,16701.0,N,6011,,
8550,1,A,1,,,Invigo,50597,Cmasinrat,,Ra5tushorvevicus,,,,5665.0,N,6504,,
8551,1,A,1,,,8nvivo,50597,Cmwxinrxtat10mgog,,Rwttusnlrvegocus,,,,15913.0,N,6046,,
8552,1,A,1,,,Invido,50597,Chqxinrs5xtthedoseof1mgkgiv,,Rzttusn0rvegifus,,,,5073.0,N,6504,,
8553,1,A,1,,,Invido,50597,Cmaxinratnypoadjiniw4dationztqdoeeof40mgkg,,5attusnprvevicus,,,,19761.0,N,5874,,
8554,1,A,1,,,Inbivo,50597,Cmwxinratpoar20mfugcobcentra4ion,,Rzttuwno4vegicus,,,,33699.0,N,17686,,
8555,1,A,1,,,Invlvo,50597,Cmxxinratz,,eattuanorv2gicus,,,,5047.0,N,5836,,
8556,1,A,1,,,Inv9vo,50597,Cmzxinrars,,Ratt6znorvegicuw,,,,13110.0,N,17596,,
8557,1,A,1,,,Inviv9,50597,Cmax1asfvaluatedafte420kMutofpeeoralxdministrsti9n,,Ra4tusnorbegicua,,,,11581.0,N,16423,,
8558,1,A,1,,,Inbivo,50597,Cmqxwasmeaqutedlnratsafteroerodalaemin8stra5iobat3mgkg,,Rattusnorf4gjcus,,,,16881.0,N,17804,,
8559,1,A,1,,,unvivo,50597,fmqxvalueaft4rorqlvoseatadoself19mguginrats,,Ratt6sn9rcegicus,,,,7797.0,N,1908,,
8560,1,A,1,,,,50597,rishributionob1e3Ikabekigratbraindiencepjalonwqsreplrtedwt60kinposhinjectionVqluesbpwnisIDgof5izdue,,Raftusnorgehicus,,,,9201.0,N,13950,,
8561,1,A,1,,,,50597,Dkstrjbut7onof123Ilabelindatbrainfeontalcortexeasrepo5terxtq0mijpostinhec5jpnValuswhownisIrgoft7ssuw,799343.0,Rattuajodvegicus,,,,611.0,N,13950,Frontal cortex,
8562,1,A,1,,,,50597,D9strigytionog1q3Ilabelohrqtbrsinfrontalfortexwasreportddat70min9lstijjextionValudsho3nisIDgoftixxue,159471.0,Raftusnprvdgicus,,,,10588.0,N,13950,Frontal cortex,
8563,1,A,1,,,,50597,Distributionof133Ilabepohratgrwijgippocampkswasreportedat20minpostonj3cfiogVaoueshodnis7Dfof4ussue,2405979.0,eatt6snorvegivus,,,,2792.0,N,13950,Hippocampus,
8564,1,A,1,,,,50597,Distributiobof12eIlsbellhrxtbraknh8ppocakpuswzsgepo5tedatu0minpostinjectionVzluesmo2nisIcgoft8ss6e,168033.0,5attusn8rvegjcus,,,,607.0,N,13950,Hippocampus,
8565,1,A,1,,,,50597,Disrr8bht7onof123jlabeiin3wtnraonmeduplaponswasreport3dat10mibplstinjectionVapueshowb7sIDgoetissue,,4attusblrvegicus,,,,5474.0,N,13950,,
8566,1,A,1,,,,50597,Distributionof1q3IlahelinrqtbrainnedhllapobsdasreportedattpminpostlnjedtikgValuesnowniwuDgofhiswuw,,Ratgusnorbegicis,,,,2652.0,N,13950,,
8567,1,A,1,,,,50597,Distr8buti0nof123Ilanepinratbra9nm8sbraunwasreportedxt1pjigpostinhectionVzpueshoaniaIDgoftiscue,245536.0,Ratrusnordegicue,,,,8667.0,N,13950,Midbrain,
8568,1,A,1,,,,50597,Dis4ributionof123Ilafelihratbra9nmifbrainwasreplrg3fat6pmihpostinj2ctioggzlueshowm9sIDg8ftissus,579332.0,Rattusnorvfg7cua,,,,2782.0,N,13950,Midbrain,
8569,1,A,1,,,,50597,ristdibutionof1e3Ipag4limrstbrainpos4eriorcortfawasreportedqt20hinpostinjectiogVaij2shownisIDgiftlsshe,,Rattuwgorvegicks,,,,19124.0,N,13950,,
8570,1,A,1,,,,50597,fisfr8bur7onof123Ilabelinra5bralnposteriorcorhex3asr2portedqt60minpoa5injedtiinVsludshowniwIvgoftisske,,Ra66usn9rvegicus,,,,33156.0,N,13950,,
8571,1,A,1,,,,50597,Distribuhionof12wIlzbeo9nratfrainshriatumwaxrelort4da520minpoxtinnrctionValuesho2gosIDtoftisaue,1466636.0,4artusnorvevicus,,,,25965.0,N,13950,Striatum,
8572,1,A,1,,,,50597,Dis6ributionof223ulabelinratbtaibetrlatumwzsreporhedat60minpostjnjecruonVsluesu0wnisoDgovtiqwue,937344.0,Rsttjsnofvegicus,,,,4795.0,N,13950,Striatum,
8573,1,A,1,,,,50597,Radjoacgivjtydistributiojibbloocofnkrnalfischerrataf4erjgjectionof18Ffluoro2nethho2hetbykzkinoprolan0icacidsbter120min,2727945.0,Rattushorv3gicuz,,,,10067.0,N,16434,Blood,
8574,1,A,1,,,,50597,Radlosctifitydkstributilhinbl9odofnormalfischerdatafterknjfctiknof18cfouoro2hethyp2metjylakino0ropamouczcidafter20hin,2405291.0,Raytuwnorveglcus,,,,16963.0,N,16434,Blood,
8575,1,A,1,,,,50597,Rsdioactivitud7stributioninbliodotnormalfieche3datafterinjectipnob18teluoro2me6g5p2mdtmylahibopropanoixackdafter6min,1777804.0,Rattusmlrvegisus,,,,18150.0,N,16434,Blood,
8576,1,A,1,,,,50597,Radilactivitywistfobut8oninbloofofnofmalfjschedrwtafterinjectionofw8Ffluorowmetjyp2mfthypaminopg8lab0icscidafter69min,1817468.0,Ragtjsnorvegixus,,,,44782.0,N,16434,Blood,
8577,1,A,1,,,,50597,Radioavtivitydistd7butiohibnloodofgorhalfjschfrratzfterinjechionob1uFfluoro2mwrh6ppeopanokcacidadter120min,304288.0,Rqttusn8rveg8cus,,,,18516.0,N,16434,Blood,
8578,1,A,1,,,,50597,Radioacyivirjfisyrihut7lninbloodofnprmqlfizcherratafts3iniectionofw7Frluoro2methylpropaj8icacodafter30m7n,1626166.0,Rattusnodbegixus,,,,2722.0,N,16434,Blood,
