fsclr,dsrtfctn(mrkr),prjctnmbr,ntdmnt(prjct-lvlbdgt),ndgnssss(mrkr),sctrd,ctstlfrdvlpmnt(mrkr),fndcntrd,chldrnsss(mrkr),prgrmmngprcss(nw),knwldgfrdvlpmnt(mrkr),dvsnnm,mxmmcdcntrbtn(prjct-lvl),cntrrgnprcnt,stts,brnchd,trddvlpmnt(mrkr),cntnntnm,rgnstnclss,cntrrgnd,pbtp,rgnlprgrm(mrkr),bdvrst(mrkr),cntnntd,cntrrgnnm,prtcptrdvlpmntndgdgvrnnc,rbnsss(mrkr),thsss(mrkr),dsbltsss(mrkr),gndrqlt(mrkr),rgnstnd,rgnstnnm,rgnstntp,rgnstnsb-clss,prjctbrwsrcntrd,sctrnm,sctrprcnt,mntspnt
2009/2010,0,S064160002,34510.0,0,11220,0,6108,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,34510.0,0.95,Closed,B6100,0,Africa,Civil Society,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,2,1014029,Peaceful Schools International,Canadian Non-Profit Making,INTERNATIONAL NGO,SL,Primary education,0.15,3710.985
2009/2010,0,S064160002,34510.0,0,15220,0,6108,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,34510.0,0.95,Closed,B6100,0,Africa,Civil Society,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,2,1014029,Peaceful Schools International,Canadian Non-Profit Making,INTERNATIONAL NGO,SL,"Civilian peace-building, conflict prevention and resolution",0.15,3710.985
2009/2010,0,S064160002,34510.0,0,15230,0,6108,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,34510.0,0.95,Closed,B6100,0,Africa,Civil Society,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,2,1014029,Peaceful Schools International,Canadian Non-Profit Making,INTERNATIONAL NGO,SL,Participation in international peacekeeping operations,0.15,3710.985
2009/2010,0,S064160002,34510.0,0,99820,0,6108,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,34510.0,0.95,Closed,B6100,0,Africa,Civil Society,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,2,1014029,Peaceful Schools International,Canadian Non-Profit Making,INTERNATIONAL NGO,SL,Promotion of development awareness,0.05,1236.995
2009/2010,0,S064161002,206938.0,0,11220,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,206938.0,1.0,Closed,B6100,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",0,0,0,0,0,1001644,Help the Aged (Canada),Canadian Non-Profit Making,NGO,CD,Primary education,0.05,9125.0
2009/2010,0,S064161002,206938.0,0,12220,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,206938.0,1.0,Closed,B6100,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",0,0,0,0,0,1001644,Help the Aged (Canada),Canadian Non-Profit Making,NGO,CD,Basic health care,0.15,27375.0
2009/2010,0,S064161002,206938.0,0,12240,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,206938.0,1.0,Closed,B6100,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",0,0,0,0,0,1001644,Help the Aged (Canada),Canadian Non-Profit Making,NGO,CD,Basic nutrition,0.6,109500.0
2009/2010,0,S064161002,206938.0,0,15160,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,206938.0,1.0,Closed,B6100,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",0,0,0,0,0,1001644,Help the Aged (Canada),Canadian Non-Profit Making,NGO,CD,Human rights,0.2,36500.0
2009/2010,0,S064163002,267685.0,0,11220,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,267685.0,0.65,Closed,B6100,0,Africa,Civil Society,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,2,1001469,Africa Inland Missions,Canadian Non-Profit Making,NGO,TZ,Primary education,0.2,23589.8
2009/2010,0,S064163002,267685.0,0,12220,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,267685.0,0.65,Closed,B6100,0,Africa,Civil Society,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,2,1001469,Africa Inland Missions,Canadian Non-Profit Making,NGO,TZ,Basic health care,0.4,47179.6
2009/2010,0,S064163002,267685.0,0,13040,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,267685.0,0.65,Closed,B6100,0,Africa,Civil Society,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,2,1001469,Africa Inland Missions,Canadian Non-Profit Making,NGO,TZ,STD control including HIV/AIDS,0.2,23589.8
2009/2010,0,S064163002,267685.0,0,13081,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,267685.0,0.65,Closed,B6100,0,Africa,Civil Society,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,2,1001469,Africa Inland Missions,Canadian Non-Profit Making,NGO,TZ,Personnel development for population and reproductive health,0.1,11794.9
2009/2010,0,S064163002,267685.0,0,16064,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,267685.0,0.65,Closed,B6100,0,Africa,Civil Society,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,2,1001469,Africa Inland Missions,Canadian Non-Profit Making,NGO,TZ,Social mitigation of HIV/AIDS,0.1,11794.9
2009/2010,0,S064163002,267685.0,0,11220,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,267685.0,0.35,Closed,B6100,0,Africa,Civil Society,UG,Not PBA,0,0,2,Uganda,0,0,0,0,2,1001469,Africa Inland Missions,Canadian Non-Profit Making,NGO,UG,Primary education,0.2,12702.2
2009/2010,0,S064163002,267685.0,0,12220,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,267685.0,0.35,Closed,B6100,0,Africa,Civil Society,UG,Not PBA,0,0,2,Uganda,0,0,0,0,2,1001469,Africa Inland Missions,Canadian Non-Profit Making,NGO,UG,Basic health care,0.4,25404.4
2009/2010,0,S064163002,267685.0,0,13040,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,267685.0,0.35,Closed,B6100,0,Africa,Civil Society,UG,Not PBA,0,0,2,Uganda,0,0,0,0,2,1001469,Africa Inland Missions,Canadian Non-Profit Making,NGO,UG,STD control including HIV/AIDS,0.2,12702.2
2009/2010,0,S064163002,267685.0,0,13081,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,267685.0,0.35,Closed,B6100,0,Africa,Civil Society,UG,Not PBA,0,0,2,Uganda,0,0,0,0,2,1001469,Africa Inland Missions,Canadian Non-Profit Making,NGO,UG,Personnel development for population and reproductive health,0.1,6351.1
2009/2010,0,S064163002,267685.0,0,16064,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,267685.0,0.35,Closed,B6100,0,Africa,Civil Society,UG,Not PBA,0,0,2,Uganda,0,0,0,0,2,1001469,Africa Inland Missions,Canadian Non-Profit Making,NGO,UG,Social mitigation of HIV/AIDS,0.1,6351.1
2009/2010,0,S064164002,169477.0,0,12191,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.05,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,CA,Medical services,0.25,1129.4875
2009/2010,0,S064164002,169477.0,0,12220,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.05,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,CA,Basic health care,0.2,903.59
2009/2010,0,S064164002,169477.0,0,13040,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.05,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,CA,STD control including HIV/AIDS,0.1,451.795
2009/2010,0,S064164002,169477.0,0,15130,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.05,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,CA,Legal and judicial development,0.2,903.59
2009/2010,0,S064164002,169477.0,0,15160,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.05,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,CA,Human rights,0.2,903.59
2009/2010,0,S064164002,169477.0,0,99820,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.05,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,CA,Promotion of development awareness,0.05,225.8975
2009/2010,0,S064164002,169477.0,0,12191,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.95,Closed,B6100,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,HT,Medical services,0.25,21460.2625
2009/2010,0,S064164002,169477.0,0,12220,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.95,Closed,B6100,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,HT,Basic health care,0.2,17168.21
2009/2010,0,S064164002,169477.0,0,13040,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.95,Closed,B6100,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,HT,STD control including HIV/AIDS,0.1,8584.105
2009/2010,0,S064164002,169477.0,0,15130,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.95,Closed,B6100,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,HT,Legal and judicial development,0.2,17168.21
2009/2010,0,S064164002,169477.0,0,15160,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.95,Closed,B6100,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,HT,Human rights,0.2,17168.21
2009/2010,0,S064164002,169477.0,0,99820,0,6216,2,Uncoded: Pre-APP,0,KPD Food Security Partnerships,169477.0,0.95,Closed,B6100,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,1,0,2,0,3,1001519,Comit� de Solidarit� Trois-Rivi�res,Canadian Non-Profit Making,NGO,HT,Promotion of development awareness,0.05,4292.0525
2009/2010,0,S064168PRG,1427851.0,0,14031,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,1427851.0,0.25,Closed,B6100,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,0,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,NGO,HT,Basic drinking water supply,0.25,26446.03875
2009/2010,0,S064168PRG,1427851.0,0,14032,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,1427851.0,0.25,Closed,B6100,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,0,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,NGO,HT,Basic sanitation,0.25,26446.03875
2009/2010,0,S064168PRG,1427851.0,0,14081,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,1427851.0,0.25,Closed,B6100,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,0,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,NGO,HT,Education and training in water supply and sanitation,0.5,52892.0775
2009/2010,0,S064168PRG,1427851.0,0,14031,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,1427851.0,0.07,Closed,B6100,0,Asia,Civil Society,IN,Not PBA,0,0,3,India,0,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,NGO,IN,Basic drinking water supply,0.25,7404.89085
2009/2010,0,S064168PRG,1427851.0,0,14032,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,1427851.0,0.07,Closed,B6100,0,Asia,Civil Society,IN,Not PBA,0,0,3,India,0,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,NGO,IN,Basic sanitation,0.25,7404.89085
2009/2010,0,S064168PRG,1427851.0,0,14081,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,1427851.0,0.07,Closed,B6100,0,Asia,Civil Society,IN,Not PBA,0,0,3,India,0,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,NGO,IN,Education and training in water supply and sanitation,0.5,14809.7817
2009/2010,0,S064168PRG,1427851.0,0,14031,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,1427851.0,0.68,Closed,B6100,0,Africa,Civil Society,ZM,Not PBA,0,0,2,Zambia,0,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,NGO,ZM,Basic drinking water supply,0.25,71933.2254
2009/2010,0,S064168PRG,1427851.0,0,14032,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,1427851.0,0.68,Closed,B6100,0,Africa,Civil Society,ZM,Not PBA,0,0,2,Zambia,0,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,NGO,ZM,Basic sanitation,0.25,71933.2254
2009/2010,0,S064168PRG,1427851.0,0,14081,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,1427851.0,0.68,Closed,B6100,0,Africa,Civil Society,ZM,Not PBA,0,0,2,Zambia,0,0,0,0,0,1010360,Centre for Affordable Water and Sanitation Technology,Canadian Non-Profit Making,NGO,ZM,Education and training in water supply and sanitation,0.5,143866.4508
2009/2010,0,S064173002,67520.0,0,13040,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,67520.0,1.0,Closed,B6100,0,Africa,Civil Society,ZM,Not PBA,0,0,2,Zambia,0,0,0,0,1,1001384,Victoria International Development Education Association,Canadian Non-Profit Making,NGO,ZM,STD control including HIV/AIDS,0.15,3000.0
2009/2010,0,S064173002,67520.0,0,15150,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,67520.0,1.0,Closed,B6100,0,Africa,Civil Society,ZM,Not PBA,0,0,2,Zambia,0,0,0,0,1,1001384,Victoria International Development Education Association,Canadian Non-Profit Making,NGO,ZM,Democratic participation and civil society,0.15,3000.0
2009/2010,0,S064173002,67520.0,0,31194,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,67520.0,1.0,Closed,B6100,0,Africa,Civil Society,ZM,Not PBA,0,0,2,Zambia,0,0,0,0,1,1001384,Victoria International Development Education Association,Canadian Non-Profit Making,NGO,ZM,Agricultural co-operatives,0.7,14000.0
2009/2010,0,S064177002,358800.0,0,15150,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,358800.0,1.0,Closed,B6100,0,Africa,Civil Society,NG,Not PBA,0,0,2,Nigeria,1,0,0,0,2,1007538,One Sky - The Canadian Institute of Sustainable Living,Canadian Non-Profit Making,NGO,NG,Democratic participation and civil society,0.5,57056.205
2009/2010,0,S064177002,358800.0,0,41010,0,6216,0,Uncoded: Pre-APP,0,KPD Food Security Partnerships,358800.0,1.0,Closed,B6100,0,Africa,Civil Society,NG,Not PBA,0,0,2,Nigeria,1,0,0,0,2,1007538,One Sky - The Canadian Institute of Sustainable Living,Canadian Non-Profit Making,NGO,NG,Environmental policy and administrative management,0.5,57056.205
2009/2010,0,S064189001,5064456.0,0,99810,0,6105,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,5064456.0,1.0,Operational,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1000572,Cowan Insurance Group Ltd Groupe Assurance Cowan,Canadian Profit Making,CONSULTING SERVICES,CA,Sectors not specified,1.0,702057.24
2009/2010,0,S064190PRG,1254452.0,0,11230,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,1254452.0,0.23,Closed,B6100,0,Africa,Civil Society,KE,Not PBA,0,0,2,Kenya,0,0,0,0,2,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,INTERNATIONAL NGO,KE,Basic life skills for youth and adults,0.24,29055.4032
2009/2010,0,S064190PRG,1254452.0,0,12220,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,1254452.0,0.23,Closed,B6100,0,Africa,Civil Society,KE,Not PBA,0,0,2,Kenya,0,0,0,0,2,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,INTERNATIONAL NGO,KE,Basic health care,0.59,71427.8662
2009/2010,0,S064190PRG,1254452.0,0,14081,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,1254452.0,0.23,Closed,B6100,0,Africa,Civil Society,KE,Not PBA,0,0,2,Kenya,0,0,0,0,2,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,INTERNATIONAL NGO,KE,Education and training in water supply and sanitation,0.17,20580.9106
2009/2010,0,S064190PRG,1254452.0,0,11230,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,1254452.0,0.38,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,2,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,INTERNATIONAL NGO,MW,Basic life skills for youth and adults,0.24,48004.5792
2009/2010,0,S064190PRG,1254452.0,0,12220,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,1254452.0,0.38,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,2,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,INTERNATIONAL NGO,MW,Basic health care,0.59,118011.2572
2009/2010,0,S064190PRG,1254452.0,0,14081,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,1254452.0,0.38,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,2,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,INTERNATIONAL NGO,MW,Education and training in water supply and sanitation,0.17,34003.2436
2009/2010,0,S064190PRG,1254452.0,0,11230,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,1254452.0,0.39,Closed,B6100,0,Africa,Civil Society,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,2,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,INTERNATIONAL NGO,TZ,Basic life skills for youth and adults,0.24,49267.8576
2009/2010,0,S064190PRG,1254452.0,0,12220,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,1254452.0,0.39,Closed,B6100,0,Africa,Civil Society,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,2,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,INTERNATIONAL NGO,TZ,Basic health care,0.59,121116.8166
2009/2010,0,S064190PRG,1254452.0,0,14081,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,1254452.0,0.39,Closed,B6100,0,Africa,Civil Society,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,2,1012286,The Salvation Army Canada & Bermuda Territory,Canadian Non-Profit Making,INTERNATIONAL NGO,TZ,Education and training in water supply and sanitation,0.17,34898.0658
2009/2010,0,S064194002,50664.0,0,12181,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,50664.0,0.1,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,NGO,CA,Medical education/training,0.3,542.07
2009/2010,0,S064194002,50664.0,0,13020,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,50664.0,0.1,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,NGO,CA,Reproductive health care,0.3,542.07
2009/2010,0,S064194002,50664.0,0,13081,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,50664.0,0.1,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,NGO,CA,Personnel development for population and reproductive health,0.3,542.07
2009/2010,0,S064194002,50664.0,0,99820,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,50664.0,0.1,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,NGO,CA,Promotion of development awareness,0.1,180.69
2009/2010,0,S064194002,50664.0,0,12181,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,50664.0,0.9,Closed,B6100,0,Asia,Civil Society,IQ,Not PBA,0,0,3,Iraq,0,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,NGO,IQ,Medical education/training,0.3,4878.63
2009/2010,0,S064194002,50664.0,0,13020,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,50664.0,0.9,Closed,B6100,0,Asia,Civil Society,IQ,Not PBA,0,0,3,Iraq,0,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,NGO,IQ,Reproductive health care,0.3,4878.63
2009/2010,0,S064194002,50664.0,0,13081,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,50664.0,0.9,Closed,B6100,0,Asia,Civil Society,IQ,Not PBA,0,0,3,Iraq,0,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,NGO,IQ,Personnel development for population and reproductive health,0.3,4878.63
2009/2010,0,S064194002,50664.0,0,99820,0,6161,0,Uncoded: Pre-APP,0,KSD Social Development Partnerships,50664.0,0.9,Closed,B6100,0,Asia,Civil Society,IQ,Not PBA,0,0,3,Iraq,0,0,0,0,0,1001609,Canadian Friends Service Committee,Canadian Non-Profit Making,NGO,IQ,Promotion of development awareness,0.1,1626.21
2009/2010,0,S064195002,81100.0,0,11220,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,81100.0,0.05,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,2,1014098,Fondation Richelieu International,Canadian Non-Profit Making,INTERNATIONAL NGO,CA,Primary education,0.2,176.0
2009/2010,0,S064195002,81100.0,0,11230,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,81100.0,0.05,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,2,1014098,Fondation Richelieu International,Canadian Non-Profit Making,INTERNATIONAL NGO,CA,Basic life skills for youth and adults,0.3,264.0
2009/2010,0,S064195002,81100.0,0,11330,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,81100.0,0.05,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,2,1014098,Fondation Richelieu International,Canadian Non-Profit Making,INTERNATIONAL NGO,CA,Vocational training,0.45,396.0
2009/2010,0,S064195002,81100.0,0,99820,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,81100.0,0.05,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,2,1014098,Fondation Richelieu International,Canadian Non-Profit Making,INTERNATIONAL NGO,CA,Promotion of development awareness,0.05,44.0
2009/2010,0,S064195002,81100.0,0,11220,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,81100.0,0.95,Closed,B6100,0,Africa,Civil Society,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1014098,Fondation Richelieu International,Canadian Non-Profit Making,INTERNATIONAL NGO,NE,Primary education,0.2,3344.0
2009/2010,0,S064195002,81100.0,0,11230,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,81100.0,0.95,Closed,B6100,0,Africa,Civil Society,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1014098,Fondation Richelieu International,Canadian Non-Profit Making,INTERNATIONAL NGO,NE,Basic life skills for youth and adults,0.3,5016.0
2009/2010,0,S064195002,81100.0,0,11330,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,81100.0,0.95,Closed,B6100,0,Africa,Civil Society,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1014098,Fondation Richelieu International,Canadian Non-Profit Making,INTERNATIONAL NGO,NE,Vocational training,0.45,7524.0
2009/2010,0,S064195002,81100.0,0,99820,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,81100.0,0.95,Closed,B6100,0,Africa,Civil Society,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1014098,Fondation Richelieu International,Canadian Non-Profit Making,INTERNATIONAL NGO,NE,Promotion of development awareness,0.05,836.0
2009/2010,0,S064198001,200000.0,0,14031,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,200000.0,1.0,Closed,B6100,0,Asia,Civil Society,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,0,1000333,South Asia Partnership,Canadian Non-Profit Making,NGO,KH,Basic drinking water supply,0.175,12192.075
2009/2010,0,S064198001,200000.0,0,14032,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,200000.0,1.0,Closed,B6100,0,Asia,Civil Society,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,0,1000333,South Asia Partnership,Canadian Non-Profit Making,NGO,KH,Basic sanitation,0.175,12192.075
2009/2010,0,S064198001,200000.0,0,31120,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,200000.0,1.0,Closed,B6100,0,Asia,Civil Society,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,0,1000333,South Asia Partnership,Canadian Non-Profit Making,NGO,KH,Agricultural development,0.3,20900.7
2009/2010,0,S064198001,200000.0,0,31163,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,200000.0,1.0,Closed,B6100,0,Asia,Civil Society,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,0,1000333,South Asia Partnership,Canadian Non-Profit Making,NGO,KH,Livestock,0.15,10450.35
2009/2010,0,S064198001,200000.0,0,31181,0,6160,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,200000.0,1.0,Closed,B6100,0,Asia,Civil Society,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,0,1000333,South Asia Partnership,Canadian Non-Profit Making,NGO,KH,Agricultural education/training,0.2,13933.8
