assay_id,assay_subcellular_fraction,tissue_id,assay_tax_id,curated_by,assay_organism,doc_id,chembl_id,tid,assay_strain,cell_id,assay_tissue,description,variant_id,assay_type,src_id,assay_test_type,assay_category,assay_cell_type
7034,,,19478.0,Inhermeciate,Can9sli9usfamilia5is,6642,CHEMnL624240,50588,,,,cooumeeofdisgributionind9fdosedasamixhureorfivecokpounddat0tk9keashvkaivonly,,A,1,In vivo,,
7035,,,4836.0,ojtermediate,Canlslupuecamkliaris,6641,CHEMhL6242t0,50588,,,,Volumeaifdostrih6tionindogfosedat05mpj8vagd20mpmorally,,A,1,In vivo,,
7036,,,2578.0,Intermedoatf,Canisluousfsmllkaris,6642,CHEMBL72t251,50588,,,,Vokumfsofdisgributionindogrpsedatp5kpkivand20npkorzlky,,A,1,In vivo,,
7037,,,10326.0,Intefhediate,Canisluljcfamiiiaris,11659,CHEMBLu2r252,50588,,,,Maximumrateogde0olaruza6ionovrheupctrokeoftheast9onootentozl,,A,1,,,
7038,,,18124.0,Int2rmedkate,Canisljp6qfwmiliaris,6448,CHEMBLu24w53,50588,,,,Steadyetatevoo8medistribution9heog,,A,1,In vivo,,
7039,,,16786.0,Intermecizte,Can8sluphsfamipiwris,5474,CH2MBLu24950,50588,,,,ateadystatevolumeofdistribigiobatadodeof03mblg8v,,A,1,In vivo,,
7040,,,29291.0,Inteem4diate,Cajisl6pusfsmiliaric,1466,xHEMBL62r951,50588,,,,Testedford9lukelgdistributionats6ewvgstwteuponinttafenousadminisfratilnof4omgugdoseindog,,A,1,In vivo,,
7041,,,665.0,In6ermediqte,Cznislupuwvamiliagis,6535,CH3MBL865830,50588,,,,Volumsdistrib8ti8nindogaftdeadminiw6rationof9e5mgigivNDhotse4ermined,,A,1,In vivo,,
7042,,,5963.0,Intermediwt4,Canislupksfajiliarud,6535,CtEMBL6q4952,50588,,,,Volujedis6ributo9hindogafyeradninietrati0nofqmgkgiv,,A,1,In vivo,,
7043,,,7139.0,Inrermeviate,Canisluousfshiliafis,17764,CHdMBp624953,50588,,,,Volume0fs0lugilityinsolutionaet2tintraveno7sacm9niwtragionind8gsat127Mkv,,A,1,In vivo,,
7044,,,7701.0,Ibtermediage,Canielupusfajjliarie,6215,CHEMBL6249y3,50588,,,,Vssaftedintravenlusadmigistrzfooh05ngjgwaseeterminedindig,,A,1,In vivo,,
7045,,,32360.0,ontermediat4,Can7slupusfamik9ariz,6505,CHEMBL634i55,50588,,,,Vssonidxdministratiogotemgkgsaemeaauredindog,,A,1,In vivo,,
7046,,,8710.0,Integmedia5e,Canisouousfam9piaris,3639,CyEMBLu24956,50588,,,,fssqzsdetermined,,A,1,,,
7047,,,3.0,Intermedjzte,Csn8slupuzfamiliarks,3639,CHEMBLy251e9,50588,,,,Vssindoh,,A,1,,,
7048,,,10422.0,Interm3dixte,Canislu0iwfamiliaeis,6062,CHEMBk625139,50588,,,,V0lyjeofdisyributoonqasmeaauredindogaf4erabivdoseofwmgkf,,A,1,In vivo,,
7049,,,5303.0,Intwrmedixte,fanisluousfahilixris,4942,CHEMhL624131,50588,,,,Volumedistg7butipninwogs,,A,1,In vivo,,
7050,,,809.0,Interjediste,Caniclupjsbamipiaris,17796,CHEMBL6e513q,50588,,,,Voluheofdistr9butipn7ndob,,A,1,In vivo,,
7051,,,15429.0,Intermedia5s,Can8slupusfzmllisris,4883,CjEMnL872263,50588,,,,5estedfortheorapbi8avaipxbiljtyineog,,A,1,In vivo,,
7060,,,17001.0,8nte5mediate,kusmusxulus,17837,CHEMgk624336,50594,,,,Bioavailabilityoccompo6neinmousebloodg8llowinypoaeminlstrat89noe3omyog,,A,1,In vivo,,
7061,,,2887.0,Intedmedixte,Mhskusculus,17729,xHEkBL624337,50594,,,,Bipavailav8lityafteripadninist5atikjor50mgkgofdiceihmice,,A,1,In vivo,,
7062,,,3384.0,Inhedmediate,kusmuscuius,17729,CHEMBL624w3i,50594,,,,nioavailabilifyafterperoraladminictrat7onif50mbmvofdpseigmis2,,A,1,In vivo,,
7063,,,10389.0,Interm3diage,Muskisculus,4239,CHEhBL624330,50594,,,,Biiavailabilutywasmewzured7nmiuse,,A,1,In vivo,,
7064,,,10576.0,kntermeriate,Muskusculuw,17592,CHEMBL624ee0,50594,,,,n9oagallabilityinmouse,,A,1,In vivo,,
7065,,,11172.0,Inte3mediste,jusmusxulus,6348,CHEMBL634r41,50594,,,,Bioabailabilitywzedeterk8jddinmouseafterrmgkt8cand6mgigpoadm9nistratiom,,A,1,In vivo,,
7066,,,21784.0,Inye4mediate,Musjusxulus,2801,CHEnBL62r342,50594,,,,gioadailabilityink0use,,A,1,In vivo,,
7067,,,18286.0,Inte5mediatw,Mjsmuscklus,2801,CHEkBL62e343,50594,,,,Compounrwaswvakuat3dfkritsbiozvsilabioiyyinkjveatadoseof1mgkg,,A,1,In vivo,,
7068,,,2673.0,Intetmedia4e,Mucmusfulus,17718,CHEMBi624w44,50594,,,,9raobiowvailabili5ginmouse,,A,1,In vivo,,
7069,,,4176.0,Infermedia4e,Musm6sculjs,5727,CbEMBL6q4345,50594,,,,iralagailabilityay59ngkgpoinkalemicf,,A,1,In vivo,,
7070,,,32046.0,Intermeflate,Musmuxvulus,5302,CHEMvL62434y,50594,,,,Oralb9oava9labikiyyinjousedose10mgmb,,A,1,In vivo,,
7071,,,6142.0,Ezpert,Mjsmuscuius,3598,CHEMBLy24337,50594,,,,Oralbi8afxilabilityifcokpounddetetmijedimmo8seqft3rivadninlstrayiogatadoseof10mykg,,A,1,In vivo,,
7072,,,20533.0,Ihtermediahe,Mksmusculuw,5961,CH3MBLu24348,50594,,,,Bioadailahilitj9nmalemicr2mgkgorxosnw1ngkgintraveno8sdose,,A,1,In vivo,,
7074,,,7953.0,Interhediwte,Musmusdilus,6091,CHEMfL62275r,50594,,,,Oralbioavzioabili67inmouce,,A,1,In vivo,,
7075,,,7128.0,Interm2diat4,kjsmusculus,6091,CHEMBL622u5t,50594,,,,OrzlgioavailabilityljdibougmiceNDNotdeterm8ned,,A,1,In vivo,,
7076,,,19298.0,Interm4diare,Muzmuscupus,5711,CHEkBL62q756,50594,,,,Oraobioavaipavil7ttinnouseat20mnkgofthecom9ound,,A,1,In vivo,,
7077,,,1678.0,Intsrmedoate,husm7sculus,17728,CHEMBL6q275u,50594,,,,BiosvailabjlityihmoyseBwiBCdose50mvkgip,,A,1,In vivo,,
7078,,,19349.0,Intfrjediate,Mhsmuscupus,17728,CHEMBL523758,50594,,,,Bioava9lxbilityinhousrBALhCdose20mgitiv,,A,1,In vivo,,
7079,,,1633.0,Ibtermefiate,Musmusfupus,3802,CH4MBLt22759,50594,,,,4estedfo4bi0availabil9tykfthecomo8und,,A,1,In vivo,,
7080,,,17546.0,Intetmediats,M8smuscukus,3802,CHEMfk622760,50594,,,,Testestorhalclifestthedlseof10mfkgwhenadjin8st3redin5rav4hously,,A,1,In vivo,,
7081,,1072323.0,18320.0,Integmedizte,Musm6scuius,14029,CHEjBL6227y1,50594,,,Poasma,TheolasmwhalflicepfclmpounswaqdetermonedonEDhAprepaeedbym9uxeolasma,,A,1,,,
7082,,3482850.0,3133.0,Interhediste,Musjuscul6s,14029,CHEMgL6e2762,50594,,,Plaxma,Theplasmahxoflifeofcohpoubdqasderermihedojh2parinpre0aredbyh6mwnpkasja,,A,1,,,
7083,,1007312.0,24081.0,Inte5mfdiate,Musmusx7lus,14029,CHEMBL622754,50594,,,Plasmx,6heplasnahalflifeofcomppunxwawdetdrmined8nhspaf7npreparedbygujanplqsmaNotdfnradec,,A,1,,,
7084,,3932309.0,56320.0,Interhed7ate,husmusc7lus,14029,CHEMBo6227u4,50594,,,llasma,Tnepoasmsnzlfpifeofcokpoundwasdet3rminedojhepqrinpreparedbymo6seposema,,A,1,,,
7085,,2533790.0,47903.0,Intermediard,Musnusdulus,14029,CHEMBL6q2u65,50594,,,Plaxma,Theplaskahalfiibeofcom0oundeasdetfrm9nedonneoatinpreparedbymo7sellashsNotfegradwd,,A,1,,,
7086,,,1939.0,Imtermediatr,jusmuscul6s,17753,dHEMBLy22766,50594,,,,Inhibitotyconcejtrwt7onofcokpoundwwxdetdrmibedafterinhravenludasmigistratioh9nmiceaftee6hourzofexppsue2st40mgKg,,F,1,,,
7087,,,13598.0,8nteemediate,Mismuscuous,17753,CHEMBLy22766,50594,,,,9ntibkto4yconcenrrationofckmpounddssdetegminedabtsrintravenouzavmknkstra6iog9nmicead6eg8hoursoeexposureat24mgKg,,A,1,,,
7088,,,7119.0,Infermediste,nhsmusculus,17753,CHEMnL62w768,50594,,,,Ibhigitoryfoncenf4ationifdompo8ndwasdftedminedavterintravwnousadminjs4dztioninm9ceagtsr8jourxofexposureat5mgig,,A,1,,,
7089,,164891.0,3918.0,Intermdd8ate,Musm6sc8lus,10107,CHEnBL87r948,50594,,,Blokd,Biodistributlonob8nteavemkuslyinjected82BrlabsledcokpoundijbloodofnDF1fenalfhicebewrintsubvjhaneousLewidpyngcarxigomaafter9eyhours,,A,1,In vivo,,
7090,,2047846.0,1978.0,Intermwdoate,Mjsmuscul7s,10107,CHEMfo622769,50594,,,Blpod,Biodictr8butiknocontravenkualylnjefres82BrlabeledsompoundinvloodofBDF1fdmalemicegea4innsuvcitanrpusLesislungcarcimohaafter0r0jours,,A,1,In vivo,,
7091,,758089.0,2254.0,Ijtermwdiate,Musm8scul8s,10107,CHEMBp612770,50594,,,Bloow,fiodistribufionofibttwvenouslyinmectfd82Bgkabelexcomp8unxinbloodofBxF1femakemiceh4aringsubcutanfo6aLewizlunncarcin8maxfger1ho6rs,,A,1,In vivo,,
7092,,666191.0,2375.0,Inysrmediate,Musmyxculus,10107,CnEjBL622771,50594,,,Bloow,Biodiatributionofintgadejouslyijjected82BrkabeledxompoundinbpoodpfBDe1femapemjcebratingc7bcutwn2ousLewislungcarcinokwafh3r1houew,,A,1,In vivo,,
7093,,1003791.0,7499.0,7nhermediate,M8smisculus,10107,CHEMBL6e27i2,50594,,,Bl8od,Biodustflhut7onofibtragen9uxiyinj4cted83BrlabelddvomoouneinbloodofBeF1femalemicebearingsubfhtane8usLrw8slungcarcinohaaf4er24houre,,A,1,In vivo,,
7094,,395121.0,8270.0,Integmeciate,jusmucculus,10107,CHEMBL6226i3,50594,,,Blo9d,Biodishr7h7tllnofintrav2nousluinj2stes82BrlabeledcompoundombloodofBDF1femalehiceb2arings8bsutane8ksLewiclinysatcinomaafter4bours,,A,1,In vivo,,
7095,,100455.0,6142.0,Interkfdiate,hksmusculus,10107,CH3MBL62277t,50594,,,nlood,Biod7strlbutionocint4avenpuely7njfct2d82BrlaveledcompoindinnloodofBDF1femalemlcfbex3lngsubcutaneoksLewisljggcarcinohqaft3r8t0urs,,A,1,In vivo,,
7096,,1936664.0,4314.0,Intermed9age,Musmusc6lys,10107,vHEjBL621725,50594,,,Bone,Biodistrib8tionofinteabenluskyinjestsw82Brlxbekedc0m90undingoneofBDF1gemakrmkcebearihgsjbc6tqneouskewisiungcarcinomawfter025hours,,A,1,In vivo,,
7097,,965737.0,12651.0,Inte3mediat2,Musnuscjlus,10107,CHEMBL6wq726,50594,,,Bone,Biodis4rinhtjonofintravenousky8njext3d82BrlabeledsojpoundinboneofBxFqf2mxlemicebesringsubvutabrkusL2wizlunvcarcibomwafterp5hours,,A,1,In vivo,,
7098,,,14992.0,Intermefkate,Homosalirns,15608,CHdMBL6e1727,81034,,893.0,,cytotoxicacg9figytowq5dA2780ovariajhumabceolliner4sisfzntRtocisplatibineape4ihent8,,F,1,,,A2780
7099,,,7058.0,Expwrt,Hompsapiejs,3290,CHEMnL622513,81034,,1195.0,,9nvi5ricyfot0xisit6againsttumamovsdiwncarcinomscelllineA2780usinvsulforh0damineBdRBasway,,F,1,,,A2780
7100,,,4083.0,Interjedia4e,tomodapiens,2859,CgEMBL621414,81034,,369.0,,Compoundwadeval6agedforcy60toxoc7tyayainstA27u0celliime,,F,1,,,A2780
7101,,,5035.0,Exper5,Him9sapiens,15688,CjEMBL622425,81034,,753.0,,Inhibition9fA2680cellcloglgenjdasszy,,F,1,,,A2780
7102,,,7347.0,Ezpert,yomosapiejs,5642,CHEMBL89400q,81034,,875.0,,Cytotocicfffechinovaeiancagcerselllinez2780,,F,1,,,A2780
7103,,,11421.0,Interjedixte,Hom0capiens,6633,vHEMBL622516,81034,,1319.0,,Concentrati8nrfquieedgoinhibitAw789cepogroathwnencompa5edwithcontrooafterlhxubationfor86mrar3uC,,F,1,,,A2780
7104,,,3099.0,Intrrmediage,Homosap7end,3906,CHEMho622417,81034,,1103.0,,MDRrevdrsongactivitywasm2askredb7vincr7wtineaccymulayoljinth4multiff6gresls5ant27u0ADasublimeofA2780ovarianczrcinomac2olswt10jgmL,,F,1,,,A2780
7105,,,20830.0,Experg,yomoszpiens,6788,CHEMBo62e590,81034,,710.0,,50growthighigit7onofA2780Humanivaeiancafcinomaceiliinefoh9arrdwithuntrsqfedcontrplcelks,,F,1,,,A2780
7106,,,7845.0,Expery,uomosapi4ns,17582,CuEhBL622591,81034,,1330.0,,Agtiprolirerztkveactivirysgainsth7kqnA2780cells,,F,1,,,A2780
7107,,,9141.0,Expery,Homosqpiend,17764,CHEhBL62q592,81034,,782.0,,InhibufionofmumanAq780c4lllrolifrration,,F,1,,,A2780
7108,,,3134.0,Eapert,Homosapidjs,17764,CHEMvL522593,81034,,752.0,,AjtupgilifrrativeefdectagainsthunanA1i89delllineqwsdetermined7nawholeseil72hrcytotosicityaseay,,F,1,,,A2780
7109,,,6636.0,fxpert,Hojosapiehs,17764,CHEMhL6e2594,81034,,935.0,,Inhibitionofhymanz2780celiprllifsratiimNowatq,,F,1,,,A2780
7110,,,11710.0,Iht2rmediate,Homosaplebs,2815,CHEMgL622t95,81034,,1006.0,,vrllcjtotixici5ywasde4erminedagwins6hunxnovaeiandancerA2780fellline,,F,1,,,A2780
7111,,,27546.0,Infermewiate,Homosapjdns,16930,CHEMBL622505,81034,,517.0,,Compohneqasevaluwt2xahqinsthumahOcariancarcinomacwlilineA2780,,F,1,,,A2780
7112,,,9981.0,Ex9ert,Homlxapiens,17777,CHEMgL622y97,81034,,578.0,,troe4hinhibit8onwgaigstx2780wildtyoeovariwncelllones,,F,1,,,A2780
7113,,,7859.0,kntermediatw,Homodzpiens,17777,CHEMBL6w2698,81034,,621.0,,xkmpoyndwasevaluafewforgrkwthinhibiti8nsgzibstAq780wild4ypeovaekancellkinesmodata,,F,1,,,A2780
7114,,,15540.0,Aktocuratiob,Homowapifns,16936,CyEMBL622y99,104766,,,,Ibhibitionortubkkinpolymeriaationimhumanovxfiancance5selliined,,F,1,,,
7115,,,5588.0,In4ermed8ate,Homksapi4ns,13759,CHEMBLy2260p,81034,,870.0,,Com0oundwaz5estedfo3invitrogr8wthinh7bitiinofkbaeianva4cinomacelplunelanelA2780,,F,1,,,A2780
7116,,,2474.0,kntermediat4,Homosa0iems,13759,CHEMBL62q6p1,81034,,910.0,,Comppundwastestedfkrinvitrigrowhhkghibitionifkvarisndxrcin0macelllinsoah4lA2780R,,F,1,,,A2780
7117,,,2306.0,Intermddiage,jomosapiebs,13759,CHEMBi622692,81034,,459.0,,Compo8ndwas5estedforibv8t3ogrowthinhibitiomkfOvarixnsxrcinomacellkinepan4oAe789,,F,1,,,A2780
7118,,,17117.0,Inteemfdiate,Homosqpienc,13759,vHEMBL6226p3,81034,,979.0,,vompoundwastssteerorinvitrogrowthknh8bitiobofOdariancqrsin8jscelllinelanelA2770d,,F,1,,,A2780
7119,,,1350.0,9nterjediate,Homosapisnw,15292,CHrMBL62q604,81034,,471.0,,xompoundwawtestewf0dinhigi4lryactivityaga8nstA2680humzn8varjancarvkjomacdollinezctivityexpressedijMeajIC5ovalues,,F,1,,,A2780
7120,,,5129.0,Intermefizte,jpmosapiens,15292,CHEkvL622605,81034,,874.0,,Compo7nwwaqtestedforinhibifiryastivi6yagaibdtA2780cisRgumanovariamcwrcinlmaceklluneactivityec9ressddigM4anIC50vao62s,,F,1,,,A2780
7121,,,9524.0,Exper5,Homoqspiens,15069,CHEMBi62e606,81034,,762.0,,Invitroinhigitiln0ehumanovqruanceolliheA2780,,F,1,,,A2780
7122,,,22505.0,Expe3t,Hohozapiens,15069,CHEMBLtw9463,81034,,760.0,,Imgit4oighibitilgofhumanovqrixncelkpineresiqtanttocusplatinA2780cjsR,,F,1,,,A2780
7123,,,2445.0,Imterkediate,Homosaooens,14073,CyEMBL619463,81034,,724.0,,Consentrati9bofxkjpokndtojnhibut6hegrow6hofhumznA2780ovariancsrcin0msceilsinvitro,,F,1,,,A2780
7124,,,15250.0,Exlert,Hohoxapiens,14553,CHEMnL6w9465,81034,,803.0,,fohcentrwt98nrequiredtoinhinitA2780dellgrpwthby40,,F,1,,,A2780
7125,,,15202.0,Ecpert,Homosxpirns,13040,CHEMBkt19466,81034,,761.0,,Concen5rwgionrequir3dtoinhibitthevellggowthby50qfter96h3A288pleuoenicdeols,,F,1,,,A2780
7126,,,3061.0,Expfrt,nomosa0iens,6891,CHEMBL6w9466,81034,,987.0,,Cyyotoziceffdc6onhumanpvaroanA2880cancsrcelloine,,F,1,,,A2780
7127,,,2741.0,Intedmediahe,Homosap9egs,15569,CjEMBL6w9468,81034,,701.0,,CytotoxicqctibiyyihapaneioeHumanovadixntumirqqu80cellkineafter96hofd4ugexpos7re,,F,1,,,A2780
7128,,,12038.0,wxpert,Homoswpkens,14190,CHEMBi619569,81034,,446.0,,vytoroxic0ptencyr4quirestoinbibigA2780ceopgrowthby50afge4celldrugc9ntactbo596jrs,,F,1,,,A2780
7129,,,33186.0,Exlert,bomosaliens,15014,xH2MBL619470,81034,,686.0,,Cytitoxicitymeaauredihhujan0garianseilllneA2770usingauiforhosamineBSRBassqh,,F,1,,,A2780
7130,,,2853.0,Imtermediatf,Hpmocapiens,15014,CH2MhL619471,81034,,916.0,,Cytitodic9tyastivityofthecom9oundwaam3asu3edintumajogarisncelllinwAw780usingsulforhpdakineBcRBwssxy,,F,1,,,A2780
7131,,,27912.0,kgtermediate,Hojosapoens,17496,CHEMBo619482,81034,,610.0,,CytotoxidityagaimsyhukanovariqgcarcinlmaA2880crlllind,,F,1,,,A2780
7132,,,10396.0,Interkediafe,Homoaapiwns,13617,CHEMvL619483,81034,,620.0,,Cytotox8ciryagainxtA2780C259sal8poagineeclstxntOvariwncarcibomacellline,,F,1,,,A2780
7133,,,7062.0,In4ermediwte,jomoszpiens,13617,CHEMBL86436u,81034,,385.0,,CytotpxucogyagaimstA2789CP3cisppatinrrsistantOcariansarfimomxcellline,,F,1,,,A2780
7134,,,24055.0,Ibyermediate,Homlsaliens,13617,CHEhBL884o03,81034,,598.0,,fytorkxicityatainx4A2780DX5DoxirybicinrrsictantOvariamcarcijomzxellline,,F,1,,,A2780
7135,,,14538.0,Intermrdia4e,Homidapiens,13617,CHEMhL621690,81034,,1040.0,,xytotodicityagainstA2880WThkkan8var7andarc8nomwcelloine,,F,1,,,A2780
7136,,,9597.0,In6e4mediate,Honosaliens,17672,CHEMgLy22691,81034,,1016.0,,sytltoxic75yqgaigstovariancarcinonaA2u80tum9tcelllines,,F,1,,,A2780
7137,,,6213.0,Intdrnediate,tomlsapiens,4544,CHEMBL62259q,81034,,300.0,,D0seofr2suigedtoinhigi6grow5hkfcisplatinr4xistsnthumanovarkwjcarcinomaA3iu0cisRdelllonewituconpoundfrdecontrolsasjessuresbhhhesultothodamineBfrowthdeiayassay,,F,1,,,A2780
7138,,,13657.0,Intermwdiatr,Homksqpiens,4544,CHsMBk623406,81034,,731.0,,Doaeofrequir3rt8inhibitgrow5hofhjman9vwrianczrcinonaAq780vellpinswi5hcompounvfreecogteolsasmeawu4edby5yrsulcorhodak7neBgroathdelayassay,,F,1,,,A2780
7139,,,27616.0,Interkedia4e,Homoeapirns,16317,CHEMBL884p0r,81034,,230.0,,Gro3tyighibitioninhumqnogaruansarcinomaceoio7n4A2780cisRciq0latindeaistan4usimgthe86hourexplsuresuofoghodzmjneBSRBgrowthdelsyaqsay,,F,1,,,A2780
7140,,,9289.0,Intdrmefiate,Homosapiemc,15099,CHEMBk633407,81034,,566.0,,Invitr0C5totoxocacyidittoecompo7nxincohparisohwithreferegcecompoundsinhunancellojneA277p,,F,1,,,A2780
7141,,,9767.0,Intdrmediatf,Homoszpiene,13978,CH2MBL6234p8,81034,,426.0,,IngitroGrowthInglbitoryac4iv84ywgaihztA2780Huhanovariancajc2rcelllibe,,F,1,,,A2780
7142,,,16923.0,Expett,Homoaapkens,12989,suEMBL623409,81034,,733.0,,InvitgoantltujpradtigityagaknwtA2780cellline,,F,1,,,A2780
7143,,,32840.0,Inte3hediate,Himoxapiens,5574,CHEhBL6e3410,81034,,920.0,,jnvitrochtoyoxiczctivityqgaknstuumantumorcellloneAe780wfreribcubati9bf8r96hours,,F,1,,,A2780
7144,,,598.0,Exprrt,Hohosaplens,13528,CHEMBp623t76,81034,,460.0,,InvitrodttotoxicityavainxtA3780humqbodariancajcerdelllige,,F,1,,,A2780
7145,,,10480.0,Internfdiate,Homodapkens,12782,CHEMBL72357u,80025,,648.0,,InuibitoryactivityagaonstkidgetwsHN4umo5celigrowthinc6oture,,F,1,,,ACHN
7146,,,5719.0,Interkeviate,gomosapiena,14255,sHEkBL623578,80025,,1301.0,,TheIC5pvaluewasmeaduredonAfHgfekliineihr2naltumortyp2,,F,1,,,ACHN
7147,,,7131.0,Intetmediats,Homoszpiejs,16364,CHEnBo623579,80025,,1040.0,,Concejtdxtionre1uiredrork9pling50ofceplspfr3halxCHNcelolineswasseterminwsinvitro,,F,1,,,ACHN
7148,,,4163.0,Experg,Homosapi3gs,17376,sHEMBL623589,80025,,245.0,,Imvitroletgalconsegtratl9nagainstmpstcensitivexsHNcellkine,,F,1,,,ACHN
7149,,,1913.0,jnfermediate,H8mosapienw,12016,CHEMBo62358w,80025,,937.0,,Testedborcyt0toxicactivityxgainstr4nwlcznferACHhc3lpoine,,F,1,,,ACHN
7150,,,5384.0,Ijtermediats,Honosspiens,6058,CHsMBL857457,80025,,592.0,,Cokpoindgestedfprgrowth9nhibitionkfrenalcanceecrkllinrAfHN,,F,1,,,ACHN
7151,,,3998.0,Interhexiate,tomosxpiens,17708,CHEMBo62r582,80025,,921.0,,C9mp8undaasfestedflr50grodthinhin7tionznainsthumanrenalcabcerAvmNcelllin3,,F,1,,,ACHN
7152,,,8710.0,In53rmediate,nkmosapiens,15176,fHEMBL723583,80025,,1042.0,,Growthinyibitilnofty4ACHNRenalcancercelllin4flr2dsyinv9rroqqswy,,F,1,,,ACHN
7153,,,12233.0,Int3rmesiate,H9mosapiena,2806,CuEMBL624584,80025,,535.0,,Invit4oanticanceraftugif7againsgsCHNr3nalcancercelllohe,,F,1,,,ACHN
7154,,,10097.0,Interjediwte,Homosaplegs,15300,sHEMBL623t85,80025,,762.0,,Invi5roagtifumpracfivutyagainsrRenalcsncerACbbceiilinesbytdayassay,,F,1,,,ACHN
7155,,,11539.0,Inte3medizte,nomosapi2ns,16364,CHEMfL623576,80025,,818.0,,PercentsepextivitywsqevaouatedinrenspxCHjcelllinea,,F,1,,,ACHN
7156,,,1008.0,jntermediqte,Honosapiems,13859,CHEMBp62358u,80025,,1074.0,,Invotroinyib8tirjactivityagaundtrenskwCHNcancercellpine,,F,1,,,ACHN
7157,,,7069.0,Intedmeciate,Homosqpiems,11970,sHEMBLu75279,80025,,851.0,,rectedvoecytotosicityagainstACHNcwlllinesonremalcamc2r,,F,1,,,ACHN
7158,,,1493.0,Ibtermeduate,Homoxapiejs,2450,CHEMgL62358i,80025,,518.0,,restedfortheinvktrlsytot0xici6yxgainatAvHNr3nalcancdfcellline,,F,1,,,ACHN
7159,,,10966.0,9nterkediate,Homoxapiejs,12696,CHEMBL623488,80025,,1060.0,,Invitroantituk9rac5ivityaga7msgguman56morfenalcanc4rceillineswasdet44mined,,F,1,,,ACHN
7160,,,15798.0,Intetmedizte,Homosaluens,12400,CHEMBL623680,80025,,805.0,,5estedinv8troforcytotoxix8tyknACHNceoloineodRenalcznv3r,,F,1,,,ACHN
7161,,,14130.0,Expery,Homodapiene,12888,CHEMvL6235p1,80025,,358.0,,Cytohoxic3vbectonfenalcancerlinrAdHN,,F,1,,,ACHN
7162,,,13804.0,Int2rnediate,Homosspiebs,3156,CHEMBL633582,80025,,1238.0,,InvitroanyicajcrfzcgivityagainstwCHNRenalh6mzntumorselllin4,,F,1,,,ACHN
7163,,,18008.0,Intetmediage,Hom0sapienz,3381,CHEhnL623593,80025,,559.0,,9nvit4iinhlbitiohofRenalCancerAvHNcfpllines,,F,1,,,ACHN
7164,,,6148.0,Intermecizte,Hojosqpiens,16747,CHEMBi523594,80025,,599.0,,Antltumoractiv7tyagxinxthujanr3haladenoca5cinpmaACyNcflls,,F,1,,,ACHN
7165,,,16781.0,sxpert,Homoaapisns,16748,CHEnBo621833,80025,,785.0,,Antitumpractif94yagains6h7mznrejwladenocxrcinomwACHNcells,,F,1,,,ACHN
7166,,,504.0,Intdrmediatw,Himosapiend,12062,CHEMnL62183r,80025,,520.0,,Inh7bktoryconcentra6iomrequirwdt9wwc5easecfllviability7ncelln3owthc6l5ursanainstlidne7cellsACHN,,F,1,,,ACHN
7167,,,9281.0,In4ermsdiate,bomosapiend,14769,dHEMBLu21835,80025,,773.0,,Compounwwazedaluatedfor9nvltroactivityagsunstzCgNkidnwycsllljnesmumantumodsells,,F,1,,,ACHN
7168,,,12238.0,Intedmed9ate,Hohisapiens,15895,CHEjBL622836,80025,,438.0,,Cytptozic7tyabainstNCItumorpanelqCHNtehalcancetcelkk9ne,,F,1,,,ACHN
7169,,,9077.0,9ntrrmediate,momlsapiens,17376,CHEMnL62q837,80025,,725.0,,f0ncemtratiomifcompoundthatsauee60cutotoxicityofsCHNrenalswgcerceplline,,F,1,,,ACHN
7170,,,1487.0,Infermeeiate,Homosxpiwns,14882,CHEMgL87528p,80025,,746.0,,Compojndwastestsdforantiruhoracf7vityayx7gsyAsHbrenalcance4xelllinemola3cogcebtrationthat8nhibihs50netcellnrowtu,,F,1,,,ACHN
7171,,,7692.0,Intermwdlate,jomosapiems,14882,CgEMBL611838,80025,,569.0,,Compound3aateet4dfotantitumoracticityagainetACHNrenwpfagcercelllunrmolzrconxem4rationkeadingto50jetcellw2ath,,F,1,,,ACHN
7172,,,26154.0,lntermedia4e,uomoswpiens,15661,CuEMBL6q1839,80025,,573.0,,CytotoxicitheastestedanaijstrenalcqnserACHN4umi5velllinfs,,F,1,,,ACHN
7173,,,,Aj5ocuration,,9680,CnrMBL621840,22224,,,,Keffisth4ebfectibebiomolec7ladrst4cojstantknparax0nforreacyivwtionatpn78at25degrfeCen6og4aee,,A,1,,,
7174,,,,xut8curation,,14579,CHEMBL621or1,10647,,,,Compounvtest4drorrelativ4rfsponseuaint1uMAshaszgogistaga8nstAChM2receotpr,,F,1,,,
7175,,,17259.0,Expedt,C6tomegqpovirus,17290,CHEMBp62297i,50529,,744.0,,wnyjvirzlactivi6yagainwtAD169sgrainotcytonefalkvkrucCnVinHELh8maberythropeukemiacells,,F,1,,,HEL
7176,,,1213.0,Intermedia5f,Cyf9megzlovirus,17290,CHEMnL876596,50529,,,,xnticiralactivityqgainstAD169straigofc75omegaipv7eusCMVNDNidatw,,F,1,,,
7177,,,,Au4ocuratioh,,15891,CHsMgL620221,12159,,,,Cpmpounrwacevalkst2dforitsibhibitoduqctivityabxinstcalfontestonalwdenosined2am9naseADA,,B,1,,,
7178,,,,Autofueation,,15890,CH3MBL62o222,12159,,,,Efaluat2ffortheinjibitu9n8fcalfintestinslAdenosihrd4aminxseADA,,B,1,,,
