assay_id,confidence_score,assay_organism,description,assay_type,assay_tax_id,assay_tissue,assay_subcellular_fraction,assay_category,chembl_id,doc_id,relationship_type,bao_format,src_id,tissue_id,assay_test_type,assay_strain,assay_cell_type,tid
3169,6,,In vitro inhibitory concentration against radioligand [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,,,,,CHEMBL617814,14286,H,BAO_0000249,1,,,,,104698
3170,6,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate.,B,,,,,CHEMBL617698,14178,H,BAO_0000019,1,,,,,104698
3171,7,Rattus norvegicus,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; Not active at 10000 nm,B,10116.0,,,,CHEMBL617699,14178,D,BAO_0000019,1,,,,,104698
3172,7,Rattus norvegicus,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; not active at 10000 nM,B,10116.0,,,,CHEMBL617700,14178,D,BAO_0000019,1,,,,,104698
3173,7,Rattus norvegicus,Inhibition of radiolabeled [3H]-Zacopride ligand binding to 5-hydroxytryptamine 3 receptor,B,10116.0,,,,CHEMBL617701,14178,D,BAO_0000223,1,,,,,104698
3174,6,,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,B,,,,,CHEMBL617702,15034,H,BAO_0000019,1,,,,,104698
3175,6,,"Tested for inhibition of binding of [3H]GR-65630 to rat cortical membranes, expressed as IC50",B,,,Membranes,,CHEMBL617703,1089,H,BAO_0000249,1,,,,,104698
3176,7,Rattus norvegicus,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 3 receptor,B,10116.0,,,,CHEMBL617704,1089,D,BAO_0000019,1,,,,,104698
3177,6,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,B,,,,,CHEMBL617705,16532,H,BAO_0000223,1,,,,,104698
3178,7,Rattus norvegicus,Inhibition of [3H]BRL-43694 binding to rat 5-hydroxytryptamine 3 receptor,B,10116.0,,,,CHEMBL617706,12801,D,BAO_0000223,1,,,,,104698
3179,6,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells (using [3H]zacopride as radioligand),B,,,,,CHEMBL617707,15194,H,BAO_0000219,1,,,,NG108-15,104698
3180,6,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells using [3H]zacopride as radioligand,B,,,,,CHEMBL617708,15194,H,BAO_0000219,1,,,,NG108-15,104698
3181,6,,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor from rat cortical homogenate using [3H]zacopride as radioligand,B,,,,,CHEMBL617709,15194,H,BAO_0000019,1,,,,,104698
3182,6,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA= Not active,B,,,,,CHEMBL617710,15194,H,BAO_0000019,1,,,,,104698
3183,6,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA=Not active,B,,,,,CHEMBL882925,15194,H,BAO_0000019,1,,,,,104698
3184,6,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; not active,B,,,,,CHEMBL617711,15194,H,BAO_0000019,1,,,,,104698
3185,6,,Antagonist potency to 5-hydroxytryptamine 3 receptor was assayed by antagonism of the 5-HT-evoked reflex bradycardia [Bezold-Jarisch(BJ) reflex] in rats,F,,,,,CHEMBL617712,10610,H,BAO_0000019,1,,,,,104698
3186,7,Rattus norvegicus,Antagonistic activity against 5-hydroxytryptamine 3 receptor as inhibition of 5-HT-induced bradycardia (von Bezold-jarisch reflex) in anesthetized rat,F,10116.0,,,,CHEMBL617713,10355,D,BAO_0000019,1,,,,,104698
3187,6,,"Compound was tested as a 5-hydroxytryptamine 3 receptor antagonist in the rat by assessment of the inhibition of the Bezold-Jarisch effect, when administered intravenously",F,,,,,CHEMBL617714,691,H,BAO_0000019,1,,,,,104698
3188,6,,In vivo 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) antagonistic activity expressed as ability to inhibit Bezold-Jarich reflex evoked by 5-HT in rats,F,,,,,CHEMBL617715,10611,H,BAO_0000218,1,,,,,104698
3189,6,,Inhibition dose for 50 percent antagonism for 5-hydroxytryptamine 3 receptor in vivo in rats,F,,,,,CHEMBL617716,12801,H,BAO_0000218,1,,In vivo,,,104698
3190,6,,Inhibition of 5-HT evoked reflex bradycardia in rat.,F,,,,,CHEMBL617717,10609,H,BAO_0000218,1,,,,,104698
3191,6,,5-HT3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617718,11454,H,BAO_0000218,1,,In vivo,,,104698
3192,6,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617719,11454,H,BAO_0000218,1,,In vivo,,,104698
3193,6,,5-hydroxytryptamine 3 receptor antagonistic activity measured by inhibition of 5-HT-induced bradycardia (iv administration 10 ug/kg dose in urethane-anesthetized rats),F,,,,,CHEMBL617720,11454,H,BAO_0000218,1,,In vivo,,,104698
3194,7,Rattus norvegicus,5-hydroxytryptamine 3 receptor antagonistic activity as inhibition of 5-HT-induced bradycardia after iv administration of 100 ug/kg dose in urethane-anesthetized rats,F,10116.0,,,,CHEMBL617721,11454,D,BAO_0000218,1,,In vivo,,,104698
3195,6,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617722,11454,H,BAO_0000218,1,,In vivo,,,104698
3196,6,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kgetized rats,F,,,,,CHEMBL617723,11454,H,BAO_0000218,1,,In vivo,,,104698
3197,6,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 3 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617724,11454,H,BAO_0000218,1,,In vivo,,,104698
3198,6,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 10 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617725,11454,H,BAO_0000218,1,,In vivo,,,104698
3199,6,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 100 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617726,11454,H,BAO_0000218,1,,In vivo,,,104698
3200,6,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 1000 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617727,11454,H,BAO_0000218,1,,In vivo,,,104698
3201,6,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 30 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617728,11454,H,BAO_0000218,1,,In vivo,,,104698
3202,6,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 300 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617729,11454,H,BAO_0000218,1,,In vivo,,,104698
3203,6,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 3ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617730,11454,H,BAO_0000218,1,,In vivo,,,104698
3204,6,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617731,11454,H,BAO_0000218,1,,In vivo,,,104698
3205,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 0.3 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617732,11454,H,BAO_0000218,1,,In vivo,,,104698
3206,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 1 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617733,11454,H,BAO_0000218,1,,In vivo,,,104698
3207,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 30 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617734,11454,H,BAO_0000218,1,,In vivo,,,104698
3208,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 0.05 hour,F,,,,,CHEMBL872874,11454,H,BAO_0000218,1,,In vivo,,,104698
3209,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 1 hour,F,,,,,CHEMBL617735,11454,H,BAO_0000218,1,,In vivo,,,104698
3210,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 16 hour,F,,,,,CHEMBL617736,11454,H,BAO_0000218,1,,In vivo,,,104698
3211,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 3 hour,F,,,,,CHEMBL617737,11454,H,BAO_0000218,1,,In vivo,,,104698
3212,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 6 hour,F,,,,,CHEMBL617738,11454,H,BAO_0000218,1,,In vivo,,,104698
3213,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617739,11454,H,BAO_0000218,1,,In vivo,,,104698
3214,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 100 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617740,11454,H,BAO_0000218,1,,In vivo,,,104698
3215,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617741,11454,H,BAO_0000218,1,,In vivo,,,104698
3216,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617742,11454,H,BAO_0000218,1,,In vivo,,,104698
3217,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 3 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617743,11454,H,BAO_0000218,1,,In vivo,,,104698
3218,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 30 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617744,11454,H,BAO_0000218,1,,In vivo,,,104698
3219,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 300 ug/kg dose in urethane-anesthetized rats,F,,,,,CHEMBL617745,11454,H,BAO_0000218,1,,In vivo,,,104698
3220,6,,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.)",F,,,,,CHEMBL617746,670,H,BAO_0000218,1,,,,,104698
3221,6,,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.); Not tested",F,,,,,CHEMBL617747,670,H,BAO_0000218,1,,,,,104698
3222,6,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 10 ug/Kg,F,,,,,CHEMBL617748,10321,H,BAO_0000218,1,,In vivo,,,104698
3223,6,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 100 ug/Kg,F,,,,,CHEMBL618909,10321,H,BAO_0000218,1,,In vivo,,,104698
3224,6,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 2 ug/Kg,F,,,,,CHEMBL618910,10321,H,BAO_0000218,1,,In vivo,,,104698
3225,6,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 20 ug/Kg,F,,,,,CHEMBL618911,10321,H,BAO_0000218,1,,In vivo,,,104698
3226,6,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 5 ug/Kg,F,,,,,CHEMBL618912,10321,H,BAO_0000218,1,,In vivo,,,104698
3227,6,,Tested for inhibition of Bezold-Jarisch (B-J) reflex mediated by 5-hydroxytryptamine 3 receptor in rats after intravenous administration (2.0 ug/kg),F,,,,,CHEMBL618913,10322,H,BAO_0000218,1,,In vivo,,,104698
3228,6,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,,CHEMBL618914,15412,H,BAO_0000019,1,,,,,104698
3229,6,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,,CHEMBL618915,15412,H,BAO_0000019,1,,,,,104698
3230,7,Rattus norvegicus,Intrinsic efficacy for rat 5-hydroxytryptamine 3 receptor,B,10116.0,,,,CHEMBL618916,15412,D,BAO_0000223,1,,,,,104698
3231,6,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; PA means partial agonist,F,,,,,CHEMBL618917,15412,H,BAO_0000019,1,,,,,104698
3232,7,,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) of rat cortex and hippocampus tissue,B,,Hippocampus,,,CHEMBL618918,15412,D,BAO_0000221,1,10000000.0,,,,104698
3233,7,Rattus norvegicus,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor of rat cortical membrane,B,10116.0,,,,CHEMBL618919,15412,D,BAO_0000019,1,,,,,104698
3234,7,Rattus norvegicus,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 5-hydroxytryptamine 3 receptor,B,10116.0,,,,CHEMBL618920,17394,D,BAO_0000019,1,,,,,104698
3235,6,,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 3 receptor,B,,,,,CHEMBL618921,12457,H,BAO_0000223,1,,,,,104698
3236,6,,Affinity was evaluated by inhibition of [3H]GR-65630 binding to NG108-15 cell transfected with cloned rat 5-hydroxytryptamine 3 receptor,B,,,,,CHEMBL618922,12457,H,BAO_0000019,1,,,,,104698
3237,6,,Binding affinity against radioligand [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in neuroblastoma-glioma (NG108-15) cells.,B,,,,,CHEMBL618923,12205,H,BAO_0000019,1,,,,,104698
3238,6,,Binding affinity for 5-hydroxytryptamine 3 receptor was determined by measuring displacement of [3H]GR-65630 from rat brain cortices,B,,,,,CHEMBL618924,14532,H,BAO_0000019,1,,,,,104698
3239,6,,Binding affinity to 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-BRL 43694 as radioligand,B,,,,,CHEMBL618925,1122,H,BAO_0000019,1,,,,,104698
3240,6,,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,,,,,CHEMBL618926,5094,H,BAO_0000019,1,,,,,104698
3241,9,Cavia porcellus,5-hydroxytryptamine 4 receptor agonist activity as increased response to electrical stimulation in guinea pig ileum,F,10141.0,Ileum,,,CHEMBL618927,809,D,BAO_0000221,1,2116.0,,,,20033
3242,9,Cavia porcellus,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum; Not tested,F,10141.0,Ileum,,,CHEMBL618928,809,D,BAO_0000221,1,2116.0,,,,20033
3243,9,Cavia porcellus,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum",F,10141.0,Ileum,,,CHEMBL618929,14290,D,BAO_0000221,1,2116.0,,,,20033
3244,9,Cavia porcellus,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Inactive up to 10E-5 M",F,10141.0,Ileum,,,CHEMBL618930,14290,D,BAO_0000221,1,2116.0,,,,20033
3245,9,Cavia porcellus,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,10141.0,Ileum,,,CHEMBL618931,14290,D,BAO_0000221,1,2116.0,,,,20033
3246,9,Cavia porcellus,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,10141.0,Ileum,,,CHEMBL619594,14290,D,BAO_0000221,1,2116.0,,,,20033
3247,9,Cavia porcellus,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not capable of evaluation",F,10141.0,Ileum,,,CHEMBL619595,14290,D,BAO_0000221,1,2116.0,,,,20033
3248,9,Cavia porcellus,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum.,F,10141.0,Ileum,,,CHEMBL619596,13961,D,BAO_0000221,1,2116.0,,,,20033
3249,9,Cavia porcellus,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum. Activity expressed as percent of the maximum 5-HT response given in brackets.,F,10141.0,Ileum,,,CHEMBL619755,13961,D,BAO_0000221,1,2116.0,,,,20033
3250,9,Cavia porcellus,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum,F,10141.0,Ileum,,,CHEMBL619756,809,D,BAO_0000221,1,2116.0,,,,20033
3251,9,Cavia porcellus,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not evaluable,F,10141.0,Ileum,,,CHEMBL619757,809,D,BAO_0000221,1,2116.0,,,,20033
3252,9,Cavia porcellus,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not tested,F,10141.0,Ileum,,,CHEMBL619758,809,D,BAO_0000221,1,2116.0,,,,20033
3253,9,Cavia porcellus,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum",F,10141.0,Ileum,,,CHEMBL619759,14290,D,BAO_0000221,1,2116.0,,,,20033
3254,9,Cavia porcellus,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10-5 M",F,10141.0,Ileum,,,CHEMBL619760,14290,D,BAO_0000221,1,2116.0,,,,20033
3255,9,Cavia porcellus,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10E-5 M",F,10141.0,Ileum,,,CHEMBL619761,14290,D,BAO_0000221,1,2116.0,,,,20033
3256,9,Cavia porcellus,5-hydroxytryptamine 4 receptor antagonist activity as inhibition of 5-HT-induced contractions in guinea pig ileum; Not capable of evaluation.,F,10141.0,Ileum,,,CHEMBL619762,14290,D,BAO_0000221,1,2116.0,,,,20033
3257,9,Cavia porcellus,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,10141.0,Ileum,,,CHEMBL619763,14290,D,BAO_0000221,1,2116.0,,,,20033
3258,9,Cavia porcellus,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,10141.0,Ileum,,,CHEMBL617868,14290,D,BAO_0000221,1,2116.0,,,,20033
3259,9,Cavia porcellus,Displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,10141.0,,,,CHEMBL617869,15034,D,BAO_0000357,1,,,,,20033
3260,9,Cavia porcellus,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,10141.0,Striatum,,,CHEMBL882926,5094,D,BAO_0000249,1,2435.0,,,,20033
3261,9,Cavia porcellus,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,10141.0,Striatum,,,CHEMBL617870,5094,D,BAO_0000249,1,2435.0,,,,20033
3262,9,Cavia porcellus,Inhibitory activity against 5-hydroxytryptamine 4 receptor of guinea pig striatum using [3H]GR-113808 as radioligand,B,10141.0,Striatum,,,CHEMBL617871,5399,D,BAO_0000357,1,2435.0,,,,20033
3263,9,Cavia porcellus,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,10141.0,Striatum,,,CHEMBL617872,17394,D,BAO_0000357,1,2435.0,,,,20033
3264,9,Cavia porcellus,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,10141.0,Striatum,,,CHEMBL617873,17394,D,BAO_0000357,1,2435.0,,,,20033
3265,9,Cavia porcellus,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to serotonin 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,10141.0,Striatum,,,CHEMBL617874,17394,D,BAO_0000357,1,2435.0,,,,20033
3266,9,Cavia porcellus,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum.,F,10141.0,Ileum,,,CHEMBL619067,13961,D,BAO_0000221,1,2116.0,,,,20033
3267,9,Cavia porcellus,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum. 95% confidence limits are in brackets.,F,10141.0,Ileum,,,CHEMBL619068,13961,D,BAO_0000221,1,2116.0,,,,20033
3268,9,Cavia porcellus,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,10141.0,Ileum,,,CHEMBL619069,13961,D,BAO_0000221,1,2116.0,,,,20033
3269,9,Cavia porcellus,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-6 M in guinea pig,B,10141.0,,,,CHEMBL619070,16946,D,BAO_0000357,1,,,,,20033
3270,9,Cavia porcellus,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-8 M in guinea pig,B,10141.0,,,,CHEMBL619071,16946,D,BAO_0000357,1,,,,,20033
3271,9,Cavia porcellus,Agonistic activity against 5-hydroxytryptamine 4 receptor,F,10141.0,,,,CHEMBL619072,15034,D,BAO_0000019,1,,,,,20033
3272,9,Cavia porcellus,Agonistic activity against 5-hydroxytryptamine 4 receptor; not tested,F,10141.0,,,,CHEMBL619073,15034,D,BAO_0000019,1,,,,,20033
3273,9,Cavia porcellus,Compound was evaluated for the relative potency with respect to serotonin against 5-hydroxytryptamine 4 receptor,F,10141.0,,,,CHEMBL619074,12918,D,BAO_0000019,1,,,,,20033
3274,9,Cavia porcellus,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor,B,10141.0,,,,CHEMBL619075,16946,D,BAO_0000357,1,,,,,20033
3275,9,Cavia porcellus,Inhibition of [3H]GR-113808 binding to guinea pig striatum 5-hydroxytryptamine 4 receptor,B,10141.0,Striatum,,,CHEMBL619076,17394,D,BAO_0000357,1,2435.0,,,,20033
3276,9,Cavia porcellus,Binding affinity against 5-hydroxytryptamine 4 receptor in guinea pig striatum using [3H]GR-113808 as radioligand,B,10141.0,Striatum,,,CHEMBL619077,15034,D,BAO_0000357,1,2435.0,,,,20033
3277,9,Cavia porcellus,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,10141.0,Striatum,,,CHEMBL619078,5094,D,BAO_0000249,1,2435.0,,,,20033
3278,9,Cavia porcellus,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,10141.0,Striatum,,,CHEMBL619079,5094,D,BAO_0000249,1,2435.0,,,,20033
3279,9,Cavia porcellus,Tested for affinity against 5-hydroxytryptamine 4 receptor in the myenteric plexus of the guinea pig ileum.,B,10141.0,Ileum,,,CHEMBL619080,17358,D,BAO_0000221,1,2116.0,,,,20033
3280,9,Cavia porcellus,Displacement of [3H]-GR113808 from 5-HT4 receptor of guinea pig striatum,B,10141.0,,,,CHEMBL619081,12953,D,BAO_0000357,1,,,,,20033
3281,9,Cavia porcellus,The compound was tested for their binding affinity towards 5-HT4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,10141.0,,,,CHEMBL619082,12953,D,BAO_0000357,1,,,,,20033
3282,9,Cavia porcellus,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand.,B,10141.0,,,,CHEMBL619083,12953,D,BAO_0000357,1,,,,,20033
3283,9,Cavia porcellus,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,10141.0,,,,CHEMBL619084,12953,D,BAO_0000357,1,,,,,20033
3284,9,Cavia porcellus,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,10141.0,Ileum,,,CHEMBL859397,273,D,BAO_0000221,1,2116.0,,,,20033
3285,9,Cavia porcellus,5-hydroxytryptamine 4 receptor agonist activity in the guinea pig ileum assay,F,10141.0,Ileum,,,CHEMBL619085,12918,D,BAO_0000221,1,2116.0,,,,20033
3286,9,Cavia porcellus,5-hydroxytryptamine 4 receptor agonistic activity was measured by twitch response enhancing activity in electrically stimulated guinea pig ileum preparation,F,10141.0,Ileum,,,CHEMBL619086,12919,D,BAO_0000221,1,2116.0,,,,20033
3287,9,Cavia porcellus,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI).,F,10141.0,Ileum,,,CHEMBL619087,273,D,BAO_0000221,1,2116.0,,,,20033
3288,9,Cavia porcellus,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,10141.0,Ileum,,,CHEMBL619088,273,D,BAO_0000221,1,2116.0,,,,20033
3289,9,Cavia porcellus,Ability to antagonize 5-HT-evoked contractions mediated through 5-hydroxytryptamine 4 receptor activation in the guinea pig distal colon LMMP,B,10141.0,,,,CHEMBL619089,13181,D,BAO_0000357,1,,,,,20033
3290,8,Cavia porcellus,Binding affinity was determined against 5-hydroxytryptamine 3 receptor,B,10141.0,,,,CHEMBL619090,13181,H,BAO_0000357,1,,,,,168
3291,9,Cavia porcellus,Antagonistic activity against 5-hydroxytryptamine 4 receptor,F,10141.0,,,,CHEMBL619091,15034,D,BAO_0000019,1,,,,,20033
3292,9,Cavia porcellus,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-hydroxytryptamine 4 receptor,B,10141.0,,,,CHEMBL619092,5033,D,BAO_0000357,1,,,,,20033
3293,9,Cavia porcellus,Binding affinity for 5-hydroxytryptamine 4 receptor by displacement of [3H]GR-113808 from guinea pig brain striatum.,B,10141.0,,,,CHEMBL619093,1980,D,BAO_0000019,1,,,,,20033
