assay_id,confidence_score,variant_id,tissue_id,relationship_type,curated_by,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
2722,8,,,H,Autocuration,15363,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2C receptor,B,,,,,
2723,8,,,H,Expert,16441,Tested on transfected cell membranes selectively expressing human 5-hydroxytryptamine 2C receptor using [3H]mesulergine,B,,,,,
2724,8,,,H,Expert,16441,Tested on transfected cell membranes selectively expressing human 5-hydroxytryptamine 2C receptor using [3H]-mesulergine; ND is No Data.,B,,,,,
2725,8,,,H,Autocuration,4176,In vitro binding affinity towards human 5-hydroxytryptamine 2C receptor expressed in HEK293 cells was determined using [3H]mesulergine as radioligand,B,,,,,
2726,8,,,H,Autocuration,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2C receptor,B,,,,,
2727,9,,,D,Expert,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2C receptor using with [125I]- DOI radioligand,B,,,Homo sapiens,9606.0,
2728,8,,,H,Expert,5088,Binding affinity towards human 5-hydroxytryptamine 2C receptor.,B,,,,,
2729,8,,,H,Autocuration,5088,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]DOB as radioligand,B,,,,,
2730,8,,,H,Autocuration,5088,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,B,,,,,
2731,8,,,H,Autocuration,5088,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]5-HT as radioligand,B,,,,,
2732,8,,,H,Autocuration,16659,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,,,,,
2733,8,,,H,Autocuration,16659,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells; ND is no data,B,,,,,
2734,8,,,H,Autocuration,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,B,,,,,
2735,9,,,D,Expert,6857,Relative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,F,,,Homo sapiens,9606.0,
2736,8,,,H,Expert,3857,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,B,,,,,
2737,8,,,H,Autocuration,12861,Binding activity radioligand.,B,,,,,
2738,8,,,H,Autocuration,12861,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,B,,,,,
2739,8,,,H,Expert,5104,Binding affinity for human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells using [3H]mesulergine as radioligand,B,,,,,
2740,8,,,H,Expert,5105,Binding affinity at human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells by [3H]mesulergine displacement.,B,,,,,
2741,8,,,H,Autocuration,5105,Binding affinity for human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells using [3H]mesulergine as radioligand; NT means not tested,B,,,,,
2742,8,,,H,Autocuration,5254,Binding affinity against 5-HT2C receptor,B,,,,,
2743,8,,,H,Autocuration,13267,Antagonistic binding affinity measured against 5-hydroxytryptamine 2C receptor (human clone expressed in 293 cells) using [3H]mesulergine as radioligand,B,,,,,
2744,9,,,D,Expert,14157,Displacement of [3H]mesulergine from 5-hydroxytryptamine 2C receptor expressed in HEK 293 cells,B,,,Homo sapiens,9606.0,
2745,9,,,D,Expert,12936,Binding affinity against human 5-hydroxytryptamine 2C receptor expressed in 293 cells using [3H]mesulergine,B,,,Homo sapiens,9606.0,
2746,8,,,H,Expert,14068,Binding affinity against human 5-hydroxytryptamine 2C receptor using displacement of [3H]DOB,B,,,,,
2747,9,,,D,Expert,12936,Binding affinity against human 5-hydroxytryptamine 2C receptor expressed in 293 cells using [3H]mesulergine,B,,,Homo sapiens,9606.0,
2748,9,,,D,Expert,4540,Binding affinity to human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]- mesulergine as radioligand,B,,,Homo sapiens,9606.0,
2749,9,,,D,Expert,4540,Binding affinity to human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]- mesulergine as radioligand; Nd means not determined,B,,,Homo sapiens,9606.0,
2750,8,,,H,Autocuration,6166,Binding affinity towards cloned human 5-hydroxytryptamine 2C receptor was determined,B,,,,,
2751,8,,,H,Autocuration,17296,Binding affinity against 5-hydroxytryptamine 2C receptor human cloned receptors in HEK 293 cells using [3H]mesulergine as radioligand,B,,,,,
2752,8,,,H,Autocuration,17296,Binding affinity against 5-hydroxytryptamine 2C receptor human cloned receptorswithouteffect in HEK 293 cells using [3H]mesulergine as radioligand,B,,,,,
2753,8,,,H,Autocuration,15779,Binding affinity towards 5-HT2C (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,,,,,
2754,8,,,H,Autocuration,15779,Binding affinity towards 5-hydroxytryptamine 2C receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,,,,,
2755,8,,,H,Expert,14391,Binding affinity towards cloned human 5-hydroxytryptamine 2C receptor expressed in HEK 293 cells using [3H]mesulergine as radioligand,B,,,,,
2756,8,,,H,Autocuration,15779,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand",B,,,,,
2757,8,,,H,Expert,15851,"Binding affinity towards human cloned 5-hydroxytryptamine receptor 2C in HEK293 cells, using [3H]mesulergine as radioligand.",B,,,,,
2758,9,,,D,Expert,15851,Displacement of [3H]mesulergine from human 5-hydroxytryptamine 2C receptor expressed in HEK293 cells; compound insoluble,B,,,Homo sapiens,9606.0,
2759,8,,,H,Autocuration,15779,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand; no data",B,,,,,
2760,8,,,H,Expert,3832,Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by displacement of [3H]mesulergine,B,,,,,
2761,8,,,H,Expert,3833,In vitro binding affinity at human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by [3H]mesulergine displacement.,B,,,,,
2762,8,,,H,Autocuration,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand,B,,,,,
2763,8,,,H,Autocuration,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine as the radioligand,B,,,,,
2764,8,,,H,Expert,1883,Displacement of [3H]mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO-K1 cells,B,,,,,
2765,9,,,D,Expert,4321,Binding affinity against 5-hydroxytryptamine 2C receptor,B,,,Homo sapiens,9606.0,
2766,8,,,H,Autocuration,14875,Compound was tested for binding affinity against human 5-hydroxytryptamine 2C receptor,B,,,,,
2767,8,,,H,Autocuration,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine,B,,,,,
2768,8,,,H,Autocuration,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2C receptor in HEK 293 using [3H]mesulergine as a radioligand,B,,,,,
2769,8,,,H,Autocuration,16404,Inhibitory constant on human 5-hydroxytryptamine 2C receptor transfected in to HeLa cells,B,,,,,
2770,8,,,H,Autocuration,13267,Selectivity as the ratio of Ki value towards 5-hydroxytryptamine 2C receptor to that of pA2 value towards 5-hydroxytryptamine 2B receptor,F,,,,,
2771,8,,10000000.0,H,Autocuration,13267,The binding affinity (pKi) measured against 5-hydroxytryptamine 3 receptor of rat hippocampus and entorhinal cortex using [3H]granisetron as radioligand,F,,,,,
2772,8,,,H,Autocuration,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2C receptor in HEK293 cells using [3H]mesulergine.,B,,,,,
2773,8,,,H,Autocuration,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]5-mesulergine as radioligand",B,,,,,
2774,8,,,H,Autocuration,13463,Binding affinity analysed on 5-HT 2C in human clone using [3H]mesulergine as radioligand,B,,,,,
2775,8,,945.0,H,Autocuration,13463,Binding affinity analysed on 5-HT 2C in rat stomach fundus,B,,,,,
2776,8,,945.0,H,Autocuration,13463,Binding affinity analysed towards 5-HT 2C in rat stomach fundus,B,,,,,
2777,8,,,H,Autocuration,12652,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2C receptor in A9 cells,F,,,,,
2778,8,,,H,Autocuration,4682,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,B,,,,,
2779,8,,,H,Autocuration,4682,Binding affinity to 5-hydroxytryptamine 2C receptor measured using radioligand [3H]Mesulergine in stably transfected NIH3T3 cells,B,,,,,
2780,8,,,H,Autocuration,4682,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,B,,,,,
2781,8,,,H,Autocuration,12652,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2C receptor,F,,,,,
2782,8,,945.0,H,Autocuration,13463,Binding affinity analysed on 5-HT 2C in rat stomach fundus.,B,,,Mus musculus,10090.0,
2783,9,,945.0,D,Expert,13463,Binding affinity towards 5-HT 2C receptor in rat stomach fundus,B,,,Rattus norvegicus,10116.0,
2784,8,,,H,Expert,13969,Binding affinity against 5-Hydroxytryptamine 2C Receptor was measured using [3H]N-methyl-mesulergine as radioligand,B,,,,,
2785,8,,,H,Expert,13392,Binding affinity for 5-hydroxytryptamine 2C receptor,B,,,Sus scrofa,9823.0,
2786,8,,,H,Expert,13392,Binding affinity towards 5-hydroxytryptamine 2C receptor,B,,,,,
2787,8,,,H,Expert,14430,Affinity towards 5-hydroxytryptamine 2C receptor in membranes from pig choroid plexus using [3H]N-methyl-mesulergine,B,,,,,
2788,8,,,H,Autocuration,1742,Compound was tested for its ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor in pig cortex,B,,,,,
2789,8,,,H,Autocuration,14286,In vitro inhibitory concentration against radioligand [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in pig cortical membrane,B,,,,,
2790,8,,,H,Autocuration,5619,Binding affinity towards pig 5-hydroxytryptamine 2C receptor,B,,,,,
2791,8,,,H,Autocuration,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 2C receptor,B,,,,,
2792,8,,,H,Autocuration,12861,Binding activity radioligand.,B,,,,,
2793,8,,,H,Expert,12861,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,B,,,,,
2794,8,,,H,Autocuration,12861,Binding activity against 5-hydroxytryptamine 3 receptor from pig cortex membrane using [3H]mesulergine as radioligand; NA Not Available,B,,,,,
2795,8,,,H,Autocuration,12827,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT,B,,,,,
2796,8,,,H,Autocuration,12827,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT; Not determined,B,,,,,
2797,8,,,H,Expert,12919,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,F,,,Sus scrofa,9823.0,
2798,8,,,H,Expert,12919,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,F,,,Sus scrofa,9823.0,
2799,8,,,H,Autocuration,16429,In vitro binding affinity at 5-hydroxytryptamine 2C receptor in pig choroid plexus using 3[H]mesulergine as the radioligand,B,,,Sus scrofa,9823.0,
2800,8,,,H,Autocuration,773,In Vitro Binding affinity againist 5-hydroxytryptamine 2C receptor by displacing [3H]mesulergine from pig cortex,B,,,Sus scrofa,9823.0,
2801,8,,,H,Autocuration,5033,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2C receptor,B,,,Sus scrofa,9823.0,
2802,8,,,H,Autocuration,12861,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,B,,,,,
2803,8,,,H,Autocuration,14093,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2C receptor,F,,,,,
2804,8,,,H,Expert,14970,Binding affinity towards 5-HT2C receptor from rat using [3H]mesulergine as radioligand,B,,,,,
2805,8,,,H,Autocuration,14970,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand,B,,,,,
2806,8,,,H,Autocuration,14970,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand; Not tested,B,,,,,
2807,9,,,D,Expert,14178,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2C receptor,B,,,Rattus norvegicus,10116.0,
2808,9,,,D,Expert,14178,Inhibition of radiolabeled [3H]mesulergine ligand binding to 5-hydroxytryptamine 2C receptor,B,,,Rattus norvegicus,10116.0,
2809,9,,,D,Expert,14229,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in rat brain membranes,B,,,Rattus norvegicus,10116.0,
2810,8,,,H,Autocuration,16532,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine; Not tested,B,,,,,
2811,8,,,H,Autocuration,14826,Ability to displace [3H]mesulergine bound to 5-hydroxytryptamine 2C receptor in rat cortex,B,,,,,
2812,8,,,H,Autocuration,17211,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-HT2C receptor,B,,,,,
2813,8,,,H,Expert,17211,Displacement of [3H]mesulergine (0.5 nM) from rat 5-hydroxytryptamine 2C receptor expressed in SR-3T3 cells,B,In vitro,,,,
2814,8,,,H,Expert,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor in NIH3T3 cell line membranes,B,,,,,
2815,8,,,H,Expert,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor.,B,,,,,
2816,8,,,H,Expert,12457,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2C receptor,B,,,,,
2817,8,,,H,Expert,12457,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2C receptor,B,,,,,
2818,8,,,H,Autocuration,4707,Binding affinity towards rat 5-hydroxytryptamine 2C receptor was determined using [125I]- DOI as radioligand,B,,,,,
2819,8,,,H,Expert,13297,Binding affinity against 5-hydroxytryptamine 2C receptor,B,,,,,
2820,8,,,H,Autocuration,16633,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,B,,,,,
2821,8,,,H,Expert,16133,Binding affinity against rat 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,B,,,,,
2822,8,,,H,Expert,16326,Binding affinity at cloned rat 5-hydroxytryptamine 2C receptor using [3H]DOI as radioligand,B,,,,,
2823,8,,,H,Autocuration,14423,Binding affinity against 5-hydroxytryptamine 2C receptor from rat cortex using [3H]mesulergine as the radioligand.,B,,,,,
2824,8,,,H,Autocuration,15412,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex,B,,,,,
2825,8,,,H,Autocuration,15412,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex.,B,,,,,
2826,8,,,H,Expert,15558,Displacement of [3H]mesulergine from A9 cells stably expressing rat 5-hydroxytryptamine 2C receptor,B,,,,,
2827,8,,,H,Autocuration,16633,Binding affinity towards 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,B,,,,,
2828,8,,,H,Expert,6013,Binding affinity towards cloned rat 5-hydroxytryptamine 2C receptor from fundus tissue by [3H]mesulergine displacement.,B,,,,,
2829,8,,,H,Expert,17175,Binding affinity towards rat 5-hydroxytryptamine 2C receptor expressed in A-9 cells using [3H]mesulergine as radioligand,B,In vitro,,,,
2830,8,,,H,Autocuration,12469,Binding affinity was measured on 5-hydroxytryptamine 2C receptor in J1 cells transfected with rat 5-HT2C gene labeled with [3H]mesulergine,B,,,,,
2831,8,,5383.0,H,Autocuration,3682,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2C receptor in homogenate of caudate putamen tissue from rat brain,B,,,,,
2832,8,,,H,Autocuration,4932,Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2C receptor in cloned rat cell culture,B,,,,,
2833,8,,,H,Autocuration,4932,Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2C receptor in cloned rat prefrontal cortex homogenate; ND denotes no data,B,,,,,
2834,8,,,H,Autocuration,3935,Compound was evaluated for its binding affinity for rat 5-hydroxytryptamine 2C receptor,B,,,,,
2835,8,,,H,Autocuration,15818,Compound was evaluated for its binding affinity towards rat 5-hydroxytryptamine 2C receptor,B,,,,,
2836,8,,,H,Autocuration,15818,Compound was evaluated for its binding affinity towards rat r5-hydroxytryptamine 2C receptor,B,,,,,
2837,8,,,H,Expert,14749,Binding affinity against rat 5-hydroxytryptamine 2C receptor in A-9 cells.,B,,,,,
2838,8,,,H,Autocuration,15740,Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2C receptor,B,,,,,
2839,9,,,D,Expert,17133,In vitro binding to 5-hydroxytryptamine 2C receptor using [125 I]-DOI,B,,,Rattus norvegicus,10116.0,
2840,8,,,H,Autocuration,16532,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine,B,,,,,
2841,8,,,H,Autocuration,12369,The compound evaluated for its affinity against 5-hydroxytryptamine 2C receptor,B,,,,,
2842,8,,,H,Expert,12369,Affinity against 5-hydroxytryptamine 2C receptor in J1 cells transfected with the rat 5-HT2C gene labeled with [3H]mesulergine.,B,,,,,
2843,9,,,D,Expert,2309,Binding affinity against 5-hydroxytryptamine 2C receptor in rat choroid plexus using [3H]N-methyl-mesulergine,B,,,Rattus norvegicus,10116.0,
2844,8,,,H,Autocuration,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor,B,,,,,
2845,8,,,H,Autocuration,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor from rat cortex using [3H]-citalopram as radioligand; Nonactive at 10 uM,B,,,,,
2846,8,,,H,Autocuration,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand; Nonactive at 10 uM,B,,,,,
2847,8,,,H,Expert,12953,Binding affinity for 5-hydroxytryptamine 2C receptor,B,,,,,
2848,8,,,H,Autocuration,17133,Tested in vitro for its ability to bind to 5-hydroxytryptamine 2C receptor using [125 I]-DOI as radioligand; Not determined,B,,,,,
2849,8,,,H,Autocuration,17211,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-hydroxytryptamine 2C receptor; NT denotes not tested,B,,,,,
2850,8,,,H,Autocuration,17211,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-hydroxytryptamine 2C receptor; NT=not tested,B,,,,,
2851,8,,,H,Autocuration,14025,Affinity pKi for 5-hydroxytryptamine 2C receptor was measured in rat cortex homogenates.,B,,,,,
2852,8,,,H,Autocuration,14998,Binding affinity against 5-hydroxytryptamine 2C receptor in rat cortex homogenates.,B,,,,,
2853,8,,,H,Autocuration,4342,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2C receptor was determined,B,,,,,
2854,9,,,D,Expert,13735,Displacement of [3H]mesulergine from rat 5-HT2C receptor expressed in HEK293,B,,,Rattus norvegicus,10116.0,
2855,8,,,H,Autocuration,13181,Binding affinity was determined against cloned human 5-hydroxytryptamine 2C receptor using [3H]5-HT as radioligand,B,,,,,
2856,8,,,H,Autocuration,1883,Compound was evaluated for displacement of [3H]mesulergine from cloned rat 5-hydroxytryptamine 2C receptor in transfected CHO-K1 cells.,B,,,,,
2857,8,,,H,Autocuration,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,B,,,,,
2858,8,,,H,Autocuration,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand.,B,,,,,
2859,8,,,H,Autocuration,14579,Compound tested for relative response using 0.1 uM 5-HT as agonist against 5-hydroxytryptamine 2C receptor,F,,,,,
2860,8,,,H,Autocuration,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 2C receptor,B,,,,,
2861,8,,,H,Expert,4820,Binding affinity towards 5-hydroxytryptamine 2C receptor,B,,,,,
2862,8,,,H,Autocuration,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand; Not Tested,B,,,,,
2863,8,,,H,Autocuration,14755,Binding activity against cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT as the radioligand.,B,,,,,
2864,8,,,H,Autocuration,14744,Binding affinity against the cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT as the radioligand,B,,,,,
2865,9,,,D,Expert,6857,Affinity for human 5-hydroxytryptamine 2B receptor expressed in mammalian cell line,B,,,Homo sapiens,9606.0,
2866,8,,,H,Autocuration,16209,Binding affinity towards human 5-hydroxytryptamine 2B receptor using [3H]5-HT as radioligand,B,,,,,
2867,8,,,H,Autocuration,15363,Compound was tested for the displacement of [3H]5-HT from clone human 5-hydroxytryptamine 2B receptor,B,,,,,
2868,8,,,H,Autocuration,15363,Compound was tested for the displacement of [3H]5-HT from clone human 5-hydroxytryptamine 2B receptor,B,,,,,
2869,8,,,H,Autocuration,15363,Compound was tested for the displacement of [3H]5-HT from cloned human 5-hydroxytryptamine 2B receptor,B,,,,,
2870,8,,,H,Autocuration,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2B receptor,B,,,,,
2871,9,,,D,Expert,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2B receptor using with [125I]- DOI radioligand,B,,,Homo sapiens,9606.0,
2872,9,,,D,Expert,15851,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; ND = no data,B,,,Homo sapiens,9606.0,
2873,9,,,D,Expert,15851,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; ND = no data,B,,,Homo sapiens,9606.0,
2874,9,,,D,Expert,6857,Relative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,F,,,Homo sapiens,9606.0,
2875,9,,,D,Expert,6857,Rleative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,F,,,Homo sapiens,9606.0,
2876,8,,,H,Autocuration,15779,"Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",B,,,,,
2877,8,,,H,Expert,15851,Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells using [3H]5-HT as radioligand.,B,,,,,
2878,8,,,H,Autocuration,15779,"Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand; no data",B,,,,,
2879,9,,,D,Expert,14157,Displacement of [3H]5-HT from 5-hydroxytryptamine 2B receptor expressed in HEK 293 cells,B,,,Homo sapiens,9606.0,
2880,9,,,D,Expert,4540,Binding affinity to human cloned 5-HT2B receptor in HEK 293 cells using [3H]- -5-HT as radioligand,B,,,Homo sapiens,9606.0,
2881,8,,,H,Autocuration,6166,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor was determined,B,,,,,
2882,8,,,H,Autocuration,15779,Binding affinity towards 5-hydroxytryptamine 2B receptor (human cloned receptor) in HEK 293 cells using [3H]5-HT as radioligand.,B,,,,,
2883,8,,,H,Expert,14391,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor expressed in HEK 293 cells using [3H]5-HT as radioligand,B,,,,,
2884,8,,,H,Expert,3832,Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT,B,,,,,
2885,8,,,H,Expert,3833,In vitro binding affinity at human cloned 5-hydroxytryptamine 2B receptor of HEK293 cells by [3H]5-HT displacement.,B,,,,,
2886,9,,,D,Expert,15851,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells,B,,,Homo sapiens,9606.0,
2887,9,,,D,Expert,15851,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; compound is insoluble,B,,,Homo sapiens,9606.0,
2888,8,,,H,Autocuration,4199,Compound was evaluated for binding affinity against human cloned 5-HT2B receptor in HEK 293 cells using [3H]5-HT as the radioligand,B,,,,,
2889,8,,,H,Expert,1883,Displacement of [3H]-5-5HT from human cloned 5-hydroxytryptamine 2B receptor expressed in CHO-K1 cells,B,,,,,
2890,8,,,H,Expert,4321,Binding affinity against 5-hydroxytryptamine 2B receptor,B,,,,,
2891,8,,,H,Autocuration,15146,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 2B receptor in HEK 293 cells using [3H]5-HT,B,,,,,
2892,8,,,H,Autocuration,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2B receptor in HEK 293 using [3H]ketanserin as a radioligand,B,,,,,
2893,8,,,H,Autocuration,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2B receptors in HEK293 cells using [3H]5-HT.,B,,,,,
2894,8,,,H,Autocuration,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",B,,,,,
2895,8,,,H,Autocuration,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",B,,,,,
2896,8,,,H,Autocuration,14025,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 2B receptor in the endothelium intact rabbit jugular vein.,B,,,Oryctolagus cuniculus,9986.0,
2897,8,,945.0,H,Expert,13463,Binding affinity analysed for 5-HT 2B receptor in rat stomach fundus,B,,,,,
2898,8,,945.0,H,Expert,7259,Affinity against 5-hydroxytryptamine 2B receptor in the isolated rat stomach fundus,B,,,,,
2899,8,,945.0,H,Autocuration,7259,Affinity against serotonergic receptor in the isolated rat stomach fundus,B,,,,,
2900,9,,945.0,D,Expert,7185,Antagonistic activity against 5-hydroxytryptamine 2B receptor obtained from rat stomach fundus preparation,F,,,Rattus norvegicus,10116.0,
2901,9,,,D,Expert,7185,Antagonistic against 5-hydroxytryptamine 2B receptor,F,,,Rattus norvegicus,10116.0,
2902,8,,945.0,H,Autocuration,13267,Antagonistic affinity measured as pA2 value on 5-hydroxytryptamine 2B receptor of the rat stomach fundus,F,,,,,
2903,9,,945.0,D,Expert,13735,Inhibition of 5-HT binding to 5-HT2B receptor of Rat stomach fundus,B,,,Rattus norvegicus,10116.0,
2904,8,,,H,Autocuration,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor,F,,,,,
2905,8,,,H,Autocuration,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor; No data,F,,,,,
2906,8,,,H,Autocuration,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B) receptor,F,,,,,
2907,9,,945.0,D,Expert,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,10116.0,
