ASSI,ASTETY,CHEI,ASSTR,ASCETY,DOI,RELATT,CONFSCO,CUB,SI,SRASI,CI,BFO,TII,VARII
11268,,CHEMBL624812,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11269,,CHEMBL624813,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11270,,CHEMBL624814,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11271,,CHEMBL624815,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11272,,CHEMBL624816,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11273,,CHEMBL624817,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11274,,CHEMBL624818,,,6996,N,1,Intermediate,1,,,BAO_0000218,,
11275,,CHEMBL624819,,,6996,N,1,Intermediate,1,,,BAO_0000218,,
11276,,CHEMBL624820,,,6996,N,1,Intermediate,1,,,BAO_0000218,,
11277,,CHEMBL624821,,,6996,N,1,Intermediate,1,,,BAO_0000218,,
11278,,CHEMBL624822,,,6996,N,1,Intermediate,1,,,BAO_0000218,,
11279,,CHEMBL624823,,,6996,N,1,Intermediate,1,,,BAO_0000218,,
11280,,CHEMBL624824,,,15599,N,1,Intermediate,1,,,BAO_0000218,,
11281,,CHEMBL624825,,,9614,N,1,Intermediate,1,,,BAO_0000218,178.0,
11282,,CHEMBL624826,,,9614,N,1,Intermediate,1,,,BAO_0000218,178.0,
11283,,CHEMBL876817,,,9614,N,1,Intermediate,1,,,BAO_0000218,2081.0,
11284,,CHEMBL624827,,,9614,N,1,Intermediate,1,,,BAO_0000218,2081.0,
11285,,CHEMBL624828,,,9614,N,1,Intermediate,1,,,BAO_0000218,,
11286,,CHEMBL624829,,,9614,N,1,Intermediate,1,,,BAO_0000218,,
11287,,CHEMBL624830,,,9614,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11288,,CHEMBL624831,,,9614,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11289,,CHEMBL624832,,,9614,N,1,Intermediate,1,,,BAO_0000218,2081.0,
11290,,CHEMBL624833,,,9614,N,1,Intermediate,1,,,BAO_0000218,2081.0,
11291,,CHEMBL624834,,,9614,N,1,Intermediate,1,,,BAO_0000218,,
11292,,CHEMBL624835,,,9614,N,1,Intermediate,1,,,BAO_0000218,,
11293,,CHEMBL624836,,,9614,N,1,Intermediate,1,,,BAO_0000218,2106.0,
11294,,CHEMBL624837,,,9614,N,1,Intermediate,1,,,BAO_0000218,2106.0,
11295,,CHEMBL624838,,,9071,N,1,Intermediate,1,,,BAO_0000218,178.0,
11296,,CHEMBL622188,,,9071,N,1,Intermediate,1,,,BAO_0000218,178.0,
11297,,CHEMBL622189,,,9071,N,1,Intermediate,1,,,BAO_0000218,948.0,
11298,,CHEMBL622190,,,9071,N,1,Intermediate,1,,,BAO_0000218,948.0,
11299,,CHEMBL625170,,,9071,N,1,Intermediate,1,,,BAO_0000218,948.0,
11300,,CHEMBL625171,,,9071,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11301,,CHEMBL625172,,,9071,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11302,,CHEMBL625173,,,9071,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11303,,CHEMBL625174,,,9071,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11304,,CHEMBL625175,,,9071,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11305,,CHEMBL625176,,,9071,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11306,,CHEMBL625177,,,9071,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11307,,CHEMBL625178,,,9071,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11308,,CHEMBL625179,,,9071,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11309,,CHEMBL625180,,,9071,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11310,,CHEMBL625181,,,10677,U,0,Autocuration,1,,,BAO_0000218,,
11311,,CHEMBL625182,,,9750,N,1,Intermediate,1,,,BAO_0000218,1088.0,
11312,,CHEMBL625183,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11313,,CHEMBL875848,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11314,,CHEMBL622260,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11315,,CHEMBL622261,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11316,,CHEMBL622262,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11317,,CHEMBL622263,,,8319,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11318,,CHEMBL622418,,,8319,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11319,,CHEMBL622419,,,8319,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11320,In vivo,CHEMBL623388,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11321,In vivo,CHEMBL623389,,,13256,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11322,In vivo,CHEMBL623390,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11323,In vivo,CHEMBL623391,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11324,In vivo,CHEMBL623392,,,13256,N,1,Intermediate,1,,,BAO_0000218,178.0,
11325,In vivo,CHEMBL623393,,,13256,N,1,Intermediate,1,,,BAO_0000218,2037.0,
11326,In vivo,CHEMBL623394,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11327,In vivo,CHEMBL618885,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11328,In vivo,CHEMBL618886,,,13256,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11329,In vivo,CHEMBL618887,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11330,In vivo,CHEMBL619535,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11331,In vivo,CHEMBL619536,,,13256,N,1,Intermediate,1,,,BAO_0000218,178.0,
11332,In vivo,CHEMBL619537,,,13256,N,1,Intermediate,1,,,BAO_0000218,2037.0,
11333,In vivo,CHEMBL619705,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11334,In vivo,CHEMBL619706,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11335,In vivo,CHEMBL619707,,,13256,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11336,In vivo,CHEMBL619708,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11337,In vivo,CHEMBL625219,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11338,In vivo,CHEMBL625220,,,13256,N,1,Intermediate,1,,,BAO_0000218,178.0,
11339,In vivo,CHEMBL625221,,,13256,N,1,Intermediate,1,,,BAO_0000218,2037.0,
11340,In vivo,CHEMBL625222,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11341,In vivo,CHEMBL625223,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11342,In vivo,CHEMBL625224,,,13256,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11343,In vivo,CHEMBL625225,,,13256,N,1,Intermediate,1,,,BAO_0000218,,
11344,In vivo,CHEMBL625226,,,8829,N,1,Intermediate,1,,,BAO_0000218,178.0,
11345,In vivo,CHEMBL625227,,,8829,N,1,Intermediate,1,,,BAO_0000218,178.0,
11346,In vivo,CHEMBL625228,,,8829,N,1,Intermediate,1,,,BAO_0000218,178.0,
11347,In vivo,CHEMBL875354,,,8829,N,1,Intermediate,1,,,BAO_0000218,178.0,
11348,In vivo,CHEMBL625229,,,8829,N,1,Intermediate,1,,,BAO_0000218,178.0,
11349,In vivo,CHEMBL625230,,,8829,N,1,Intermediate,1,,,BAO_0000218,178.0,
11350,In vivo,CHEMBL625231,,,8829,N,1,Intermediate,1,,,BAO_0000218,948.0,
11351,In vivo,CHEMBL625900,,,8829,N,1,Intermediate,1,,,BAO_0000218,948.0,
11352,In vivo,CHEMBL625901,,,8829,N,1,Intermediate,1,,,BAO_0000218,948.0,
11353,In vivo,CHEMBL625902,,,8829,N,1,Intermediate,1,,,BAO_0000218,948.0,
11354,In vivo,CHEMBL625903,,,8829,N,1,Intermediate,1,,,BAO_0000218,948.0,
11355,In vivo,CHEMBL625904,,,8829,N,1,Intermediate,1,,,BAO_0000218,948.0,
11356,In vivo,CHEMBL625905,,,8829,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11357,In vivo,CHEMBL627861,,,8829,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11358,In vivo,CHEMBL627862,,,8829,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11359,In vivo,CHEMBL627863,,,8829,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11360,In vivo,CHEMBL627769,,,8829,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11361,In vivo,CHEMBL627770,,,13249,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11362,In vivo,CHEMBL627771,,,13622,N,1,Intermediate,1,,,BAO_0000218,,
11363,In vivo,CHEMBL627772,,,13622,N,1,Intermediate,1,,,BAO_0000218,,
11364,In vivo,CHEMBL627773,,,13622,N,1,Intermediate,1,,,BAO_0000218,,
11365,In vivo,CHEMBL621922,,,13494,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11366,In vivo,CHEMBL621923,,,12170,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11367,In vivo,CHEMBL621924,,,12170,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11368,In vivo,CHEMBL621925,,,17025,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11369,In vivo,CHEMBL621926,,,17025,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11370,In vivo,CHEMBL621927,,,17025,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11371,In vivo,CHEMBL621928,,,17025,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11372,In vivo,CHEMBL621929,,,14187,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11373,In vivo,CHEMBL621930,,,14816,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11374,In vivo,CHEMBL621931,,,17820,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11375,In vivo,CHEMBL621932,,,14380,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11376,In vivo,CHEMBL621933,,,14380,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11377,In vivo,CHEMBL621934,,,14691,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11378,In vivo,CHEMBL621935,,,14691,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11379,In vivo,CHEMBL621936,,,13375,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11380,In vivo,CHEMBL621937,,,6236,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11381,In vivo,CHEMBL621938,,,14380,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11382,In vivo,CHEMBL621939,,,14380,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11383,In vivo,CHEMBL621940,,,14380,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11384,In vivo,CHEMBL621941,,,14380,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11385,In vivo,CHEMBL621942,,,14380,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11386,In vivo,CHEMBL626178,,,14380,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11387,In vivo,CHEMBL626179,,,14380,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11388,In vivo,CHEMBL626180,,,14380,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11389,In vivo,CHEMBL626181,,,13622,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11390,In vivo,CHEMBL626182,,,15372,N,1,Intermediate,1,,,BAO_0000218,,
11391,In vivo,CHEMBL626183,,,15372,N,1,Intermediate,1,,,BAO_0000218,,
11392,In vivo,CHEMBL626184,,,15372,N,1,Intermediate,1,,,BAO_0000218,,
11393,In vivo,CHEMBL626185,,,15372,N,1,Intermediate,1,,,BAO_0000218,,
11394,In vivo,CHEMBL626186,,,14925,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11395,In vivo,CHEMBL877589,,,14925,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11396,In vivo,CHEMBL626187,,,11883,U,0,Autocuration,1,,,BAO_0000218,,
11397,In vivo,CHEMBL626188,,,11883,U,0,Autocuration,1,,,BAO_0000218,,
11398,In vivo,CHEMBL626189,,,13391,U,0,Autocuration,1,,,BAO_0000218,,
11399,In vivo,CHEMBL626855,,,13391,U,0,Autocuration,1,,,BAO_0000218,178.0,
11400,In vivo,CHEMBL623781,,,13391,U,0,Autocuration,1,,,BAO_0000218,178.0,
11401,In vivo,CHEMBL623782,,,13391,U,0,Autocuration,1,,,BAO_0000218,178.0,
11402,In vivo,CHEMBL623783,,,16360,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11403,In vivo,CHEMBL623784,,,3673,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11404,In vivo,CHEMBL623785,,,14431,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11405,In vivo,CHEMBL623786,,,14431,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11406,In vivo,CHEMBL623787,,,14964,N,1,Intermediate,1,,,BAO_0000218,,
11407,In vivo,CHEMBL623788,,,14964,N,1,Intermediate,1,,,BAO_0000218,,
11408,In vivo,CHEMBL623789,,,14209,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11409,In vivo,CHEMBL623790,,,11355,N,1,Intermediate,1,,,BAO_0000218,178.0,
11410,In vivo,CHEMBL623791,,,11355,N,1,Intermediate,1,,,BAO_0000218,178.0,
11411,In vivo,CHEMBL623792,,,11966,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11412,In vivo,CHEMBL623793,,,8918,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11413,In vivo,CHEMBL623794,,,8918,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11414,In vivo,CHEMBL623795,,,8918,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11415,,CHEMBL623796,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11416,,CHEMBL623797,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11417,,CHEMBL623798,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11418,,CHEMBL623799,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11419,,CHEMBL624490,,,8684,N,1,Intermediate,1,,,BAO_0000218,160.0,
11420,,CHEMBL624491,,,8684,N,1,Intermediate,1,,,BAO_0000218,160.0,
11421,,CHEMBL624492,,,8684,N,1,Intermediate,1,,,BAO_0000218,160.0,
11422,,CHEMBL624493,,,8684,N,1,Intermediate,1,,,BAO_0000218,160.0,
11423,,CHEMBL877595,,,8684,N,1,Intermediate,1,,,BAO_0000218,160.0,
11424,,CHEMBL624494,,,8684,N,1,Intermediate,1,,,BAO_0000218,160.0,
11425,,CHEMBL624495,,,8684,N,1,Intermediate,1,,,BAO_0000218,160.0,
11426,,CHEMBL624681,,,8684,N,1,Intermediate,1,,,BAO_0000218,160.0,
11427,,CHEMBL624682,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11428,,CHEMBL624683,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11429,,CHEMBL624684,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11430,,CHEMBL624685,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11431,,CHEMBL624686,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11432,,CHEMBL624687,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11433,,CHEMBL624688,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11434,,CHEMBL627161,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11435,,CHEMBL622127,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11436,,CHEMBL622128,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11437,,CHEMBL874384,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11438,,CHEMBL624898,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11439,,CHEMBL624899,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11440,,CHEMBL624900,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11441,,CHEMBL624901,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11442,,CHEMBL624902,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11443,,CHEMBL624903,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11444,,CHEMBL624904,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11445,,CHEMBL624905,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11446,,CHEMBL624906,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11447,,CHEMBL624907,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11448,,CHEMBL624908,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11449,,CHEMBL624909,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11450,,CHEMBL624910,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11451,,CHEMBL624911,,,8684,N,1,Intermediate,1,,,BAO_0000218,2385.0,
11452,,CHEMBL874388,,,8684,N,1,Intermediate,1,,,BAO_0000218,2385.0,
11453,,CHEMBL624912,,,8684,N,1,Intermediate,1,,,BAO_0000218,2385.0,
11454,,CHEMBL622930,,,8684,N,1,Intermediate,1,,,BAO_0000218,2385.0,
11455,,CHEMBL623121,,,8684,N,1,Intermediate,1,,,BAO_0000218,2385.0,
11456,,CHEMBL623122,,,8684,N,1,Intermediate,1,,,BAO_0000218,2385.0,
11457,,CHEMBL623123,,,8684,N,1,Intermediate,1,,,BAO_0000218,2385.0,
11458,,CHEMBL623124,,,8684,N,1,Intermediate,1,,,BAO_0000218,2385.0,
11459,,CHEMBL623125,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11460,,CHEMBL623126,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11461,,CHEMBL623127,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11462,,CHEMBL623128,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11463,,CHEMBL623129,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11464,,CHEMBL623130,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11465,,CHEMBL623131,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11466,,CHEMBL623132,,,8684,N,1,Intermediate,1,,,BAO_0000218,,
11467,,CHEMBL623133,,,8319,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11468,,CHEMBL623134,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11469,,CHEMBL874389,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11470,,CHEMBL623135,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11471,,CHEMBL623136,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11472,,CHEMBL623137,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11473,,CHEMBL623138,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11474,,CHEMBL623139,,,8319,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11475,,CHEMBL623140,,,8319,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11476,,CHEMBL623141,,,8319,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11477,,CHEMBL623142,,,8319,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11478,,CHEMBL623143,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11479,,CHEMBL623144,,,14571,N,1,Intermediate,1,,,BAO_0000218,1088.0,
11480,,CHEMBL623405,,,14571,N,1,Intermediate,1,,,BAO_0000218,1088.0,
11481,,CHEMBL624074,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11482,,CHEMBL624075,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11483,,CHEMBL624076,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11484,,CHEMBL624077,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11485,,CHEMBL624078,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11486,,CHEMBL624079,,,8319,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11487,,CHEMBL624261,,,8319,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11488,,CHEMBL624262,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11489,,CHEMBL624263,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11490,,CHEMBL624264,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11491,,CHEMBL624265,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11492,,CHEMBL624266,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11493,,CHEMBL624267,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11494,,CHEMBL624268,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11495,,CHEMBL875227,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11496,,CHEMBL624269,,,8319,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11497,,CHEMBL624270,,,8319,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11498,,CHEMBL624271,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11499,,CHEMBL624272,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11500,,CHEMBL624273,,,8319,N,1,Intermediate,1,,,BAO_0000218,,
11501,,CHEMBL624274,,,12064,N,1,Intermediate,1,,,BAO_0000218,1088.0,
11502,,CHEMBL624275,,,12064,N,1,Intermediate,1,,,BAO_0000218,1088.0,
11503,,CHEMBL624276,,,12064,N,1,Intermediate,1,,,BAO_0000218,1088.0,
11504,,CHEMBL624277,,,12038,N,1,Intermediate,1,,,BAO_0000218,1088.0,
11505,,CHEMBL624278,,,14314,U,0,Autocuration,1,,,BAO_0000019,,
11506,,CHEMBL624279,,,14314,U,0,Autocuration,1,,,BAO_0000019,,
11507,,CHEMBL624280,,,11488,N,1,Intermediate,1,,,BAO_0000218,1988.0,
11508,,CHEMBL624281,,,11488,N,1,Intermediate,1,,,BAO_0000218,1988.0,
11509,,CHEMBL622933,,,11488,N,1,Intermediate,1,,,BAO_0000218,1988.0,
11510,,CHEMBL622934,,,11488,N,1,Intermediate,1,,,BAO_0000218,1988.0,
11511,In vivo,CHEMBL622935,,,8829,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11512,In vivo,CHEMBL622936,,,8829,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11513,In vivo,CHEMBL875228,,,8829,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11514,In vivo,CHEMBL622937,,,8829,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11515,In vivo,CHEMBL622938,,,8829,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11516,In vivo,CHEMBL619736,,,8829,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11517,In vivo,CHEMBL625117,,,8829,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11518,In vivo,CHEMBL625118,,,8829,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11519,In vivo,CHEMBL625119,,,8829,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11520,In vivo,CHEMBL625120,,,14972,N,1,Intermediate,1,,,BAO_0000218,2037.0,
11521,In vivo,CHEMBL625121,,,14972,N,1,Intermediate,1,,,BAO_0000218,,
11522,In vivo,CHEMBL625122,,,14972,N,1,Intermediate,1,,,BAO_0000218,10000006.0,
11523,In vivo,CHEMBL622204,,,14608,N,1,Intermediate,1,,,BAO_0000218,178.0,
11524,In vivo,CHEMBL877503,,,14608,N,1,Intermediate,1,,,BAO_0000218,178.0,
11525,In vivo,CHEMBL627127,,,14608,N,1,Intermediate,1,,,BAO_0000218,178.0,
11526,In vivo,CHEMBL627128,,,14608,U,0,Autocuration,1,,,BAO_0000218,10000000.0,
11527,In vivo,CHEMBL627129,,,14608,U,0,Autocuration,1,,,BAO_0000218,10000000.0,
11528,In vivo,CHEMBL627130,,,14608,U,0,Autocuration,1,,,BAO_0000218,10000000.0,
11529,In vivo,CHEMBL627131,,,14608,N,1,Intermediate,1,,,BAO_0000218,955.0,
11530,In vivo,CHEMBL627132,,,14608,N,1,Intermediate,1,,,BAO_0000218,955.0,
11531,In vivo,CHEMBL627133,,,14608,N,1,Intermediate,1,,,BAO_0000218,955.0,
11532,In vivo,CHEMBL627134,,,14608,N,1,Intermediate,1,,,BAO_0000218,2037.0,
11533,In vivo,CHEMBL627135,,,14608,N,1,Intermediate,1,,,BAO_0000218,2037.0,
11534,In vivo,CHEMBL627136,,,14608,N,1,Intermediate,1,,,BAO_0000218,2037.0,
11535,In vivo,CHEMBL628435,,,14608,N,1,Intermediate,1,,,BAO_0000218,,
11536,In vivo,CHEMBL628436,,,14608,N,1,Intermediate,1,,,BAO_0000218,,
11537,In vivo,CHEMBL628437,,,14608,N,1,Intermediate,1,,,BAO_0000218,,
11538,In vivo,CHEMBL628438,,,14608,N,1,Intermediate,1,,,BAO_0000218,948.0,
11539,In vivo,CHEMBL628439,,,14608,N,1,Intermediate,1,,,BAO_0000218,948.0,
11540,In vivo,CHEMBL628440,,,14608,N,1,Intermediate,1,,,BAO_0000218,948.0,
11541,In vivo,CHEMBL628441,,,14608,N,1,Intermediate,1,,,BAO_0000218,10000000.0,
11542,In vivo,CHEMBL628442,,,14608,N,1,Intermediate,1,,,BAO_0000218,10000000.0,
11543,In vivo,CHEMBL628443,,,14608,N,1,Intermediate,1,,,BAO_0000218,10000000.0,
11544,In vivo,CHEMBL628444,,,14608,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11545,In vivo,CHEMBL628445,,,14608,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11546,In vivo,CHEMBL877504,,,14608,N,1,Intermediate,1,,,BAO_0000218,2113.0,
11547,In vivo,CHEMBL628446,,,14608,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11548,In vivo,CHEMBL626874,,,14608,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11549,In vivo,CHEMBL626875,,,14608,N,1,Intermediate,1,,,BAO_0000218,2107.0,
11550,In vivo,CHEMBL626876,,,14608,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11551,In vivo,CHEMBL626877,,,14608,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11552,In vivo,CHEMBL626878,,,14608,N,1,Intermediate,1,,,BAO_0000218,2048.0,
11553,In vivo,CHEMBL626879,,,14608,N,1,Intermediate,1,,,BAO_0000218,2385.0,
11554,In vivo,CHEMBL626880,,,8918,U,0,Autocuration,1,,,BAO_0000218,1969.0,
11555,In vivo,CHEMBL626881,,,8918,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11556,In vivo,CHEMBL626882,,,8918,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11557,In vivo,CHEMBL626883,,,14470,N,1,Intermediate,1,,,BAO_0000218,1969.0,
11558,In vivo,CHEMBL626884,,,14393,N,1,Intermediate,1,,,BAO_0000218,,
11559,In vivo,CHEMBL626885,,,14886,N,1,Intermediate,1,,,BAO_0000218,,
11560,In vivo,CHEMBL626886,,,14886,N,1,Intermediate,1,,,BAO_0000218,,
11561,In vivo,CHEMBL626887,,,14886,N,1,Intermediate,1,,,BAO_0000218,,
11562,In vivo,CHEMBL626888,,,14393,N,1,Intermediate,1,,,BAO_0000218,,
11563,In vivo,CHEMBL626889,,,13465,N,1,Intermediate,1,,,BAO_0000218,,
11564,In vivo,CHEMBL626761,,,13465,U,0,Autocuration,1,,,BAO_0000218,,
11565,In vivo,CHEMBL626762,,,13465,N,1,Intermediate,1,,,BAO_0000218,,
11566,In vivo,CHEMBL626763,,,13465,N,1,Intermediate,1,,,BAO_0000218,,
11567,In vivo,CHEMBL626764,,,13465,N,1,Intermediate,1,,,BAO_0000218,,
11568,In vivo,CHEMBL626765,,,13465,N,1,Intermediate,1,,,BAO_0000218,,
