assay_id,relationship_type,description,variant_id,assay_organism,assay_type,src_assay_id,bao_format,doc_id,assay_test_type,assay_tax_id,confidence_score,curated_by,src_id,chembl_id,cell_id,tissue_id
14275,N,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 94.9 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL877483,,1088.0
14276,N,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 97.1 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL622249,,1088.0
14277,N,Total electrolytic excretion of potassium in urine of dogs after intravenous administration of 11.9 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622250,,1088.0
14278,N,Total electrolytic excretion of potassium in urine of dogs after intravenous administration of 2.49 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622251,,1088.0
14279,N,Total electrolytic excretion of potassium in urine of dogs after intravenous administration of 26.2 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622252,,1088.0
14280,N,Total electrolytic excretion of potassium in urine of dogs after intravenous administration of 3.03 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622253,,1088.0
14281,N,Total electrolytic excretion of potassium in urine of dogs after intravenous administration of 30.3 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622254,,1088.0
14282,N,Total electrolytic excretion of potassium in urine of dogs after intravenous administration of 34.1 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622255,,1088.0
14283,N,Total electrolytic excretion of potassium in urine of dogs after intravenous administration of 52.4 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622256,,1088.0
14284,N,Total electrolytic excretion of potassium in urine of dogs after intravenous administration of 7.85 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622257,,1088.0
14285,N,Total electrolytic excretion of potassium in urine of dogs after intravenous administration of 8.47 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622258,,1088.0
14286,N,Total electrolytic excretion of potassium in urine of dogs after intravenous administration of 9.09 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622259,,1088.0
14287,N,Total electrolytic excretion of potassium in urine of dogs after peroral administration of 10.1 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622927,,1088.0
14288,N,Total electrolytic excretion of potassium in urine of dogs after peroral administration of 3.40 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622928,,1088.0
14289,N,Total electrolytic excretion of potassium in urine of dogs after peroral administration of 3.76 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL622929,,1088.0
14290,N,Total electrolytic excretion of potassium in urine of dogs after peroral administration of 9.06 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL623182,,1088.0
14291,N,Total electrolytic excretion of potassium in urine of dogs after peroral administration of 9.6 uM/Kg of drug,,Canis lupus familiaris,A,,BAO_0000218,12582,,9615.0,1,Intermediate,1,CHEMBL623183,,1088.0
14292,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 0 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL623184,,1088.0
14293,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 1.01 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL623185,,1088.0
14294,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 1.13 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL877484,,1088.0
14295,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 10.1 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL627274,,1088.0
14296,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 102 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL623186,,1088.0
14297,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 105 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL623187,,1088.0
14298,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 11.3 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL623188,,1088.0
14299,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 113 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL628055,,1088.0
14300,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 19.5 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL628056,,1088.0
14301,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 195 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL628200,,1088.0
14302,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 21.7 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL628201,,1088.0
14303,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 217 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL628202,,1088.0
14304,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 23.9 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL628203,,1088.0
14305,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 239 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL628204,,1088.0
14306,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 24.9 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL628205,,1088.0
14307,N,Total electrolytic excretion of potassium in urine of rats after peroral administration of 249 uM/Kg of drug,,Rattus norvegicus,A,,BAO_0000218,12582,,10116.0,1,Intermediate,1,CHEMBL628206,,1088.0
14308,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (d),,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL628207,,2367.0
14309,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (d)/biood,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL627220,,2367.0
14310,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (d)/muscle,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL627221,,2385.0
14311,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (v),,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL627222,,2367.0
14312,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (v)/blood,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL627223,,
14313,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (v)/muscle,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL632062,,2385.0
14314,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in spleen,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL632063,,2106.0
14315,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in bladder,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL632064,,1255.0
14316,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in blood,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL632065,,178.0
14317,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in bone,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL632066,,1474.0
14318,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in fat,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL632067,,
14319,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in kidney,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629188,,2113.0
14320,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in liver,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629189,,2107.0
14321,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in lung,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629190,,2048.0
14322,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in muscle,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629191,,2385.0
14323,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (d),,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629192,,2367.0
14324,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (d)/muscle,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629193,,2385.0
14325,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v),,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629194,,2367.0
14326,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v)/blood,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629195,,
14327,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v)/muscle,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629373,,2385.0
14328,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in spleen,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629374,,2106.0
14329,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked)i n prostate (d)/biood,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629375,,2367.0
14330,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in bladder,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629376,,1255.0
14331,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in blood,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629377,,178.0
14332,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in bone,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629378,,1474.0
14333,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in fat,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629379,,
14334,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in kidney,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629151,,2113.0
14335,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in liver,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629152,,2107.0
14336,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in lung,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629153,,2048.0
14337,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in muscle,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629154,,2385.0
14338,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d),,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629155,,2367.0
14339,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d)/biood,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629156,,2367.0
14340,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d)/muscle,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629157,,2385.0
14341,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v),,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629158,,2367.0
14342,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v)/blood,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629159,,
14343,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v)/muscle,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629160,,2385.0
14344,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in spleen,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629161,,2106.0
14345,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in bladder,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629162,,1255.0
14346,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in blood,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629163,,178.0
14347,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in bone,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629164,,1474.0
14348,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in fat,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629165,,
14349,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in liver,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629166,,2107.0
14350,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in lung,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629167,,2048.0
14351,U,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in muscle,,,A,,BAO_0000218,13257,In vivo,,0,Autocuration,1,CHEMBL629168,,2385.0
14352,U,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM,,,A,,BAO_0000019,2193,,,0,Autocuration,1,CHEMBL629169,,
14353,U,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM; no inhibition is observed at this concentration,,,A,,BAO_0000019,2193,,,0,Autocuration,1,CHEMBL629170,,
14354,U,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM,,,A,,BAO_0000019,2193,,,0,Autocuration,1,CHEMBL631153,,
14355,U,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM; too active and complete inhibition is observed,,,A,,BAO_0000019,2193,,,0,Autocuration,1,CHEMBL875121,,
14356,U,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM,,,A,,BAO_0000019,2193,,,0,Autocuration,1,CHEMBL631154,,
14357,U,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM; too active and complete inhibition is observed,,,A,,BAO_0000019,2193,,,0,Autocuration,1,CHEMBL631155,,
14358,U,Hydrolysis rate constant was determined,,,A,,BAO_0000019,568,,,0,Autocuration,1,CHEMBL631156,,
14359,U,"K2, The intrinsic biomolecular reactivation rate constant on VX at 25 degree Centigrade",,,A,,BAO_0000019,9680,,,0,Autocuration,1,CHEMBL631157,,
14360,U,"K2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",,,A,,BAO_0000019,9680,,,0,Autocuration,1,CHEMBL631158,,
14361,U,"K2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",,,A,,BAO_0000019,9680,,,0,Autocuration,1,CHEMBL631159,,
14362,U,Observed second order rate constant,,,A,,BAO_0000019,10026,,,0,Autocuration,1,CHEMBL631160,,
14363,U,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,,,A,,BAO_0000019,10281,,,0,Autocuration,1,CHEMBL631161,,
14364,U,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 24 degree celsius,,,A,,BAO_0000019,10014,,,0,Autocuration,1,CHEMBL631162,,
14365,U,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 37 degree celsius,,,A,,BAO_0000019,10014,,,0,Autocuration,1,CHEMBL630313,,
14366,U,"k2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",,,A,,BAO_0000019,9680,,,0,Autocuration,1,CHEMBL630314,,
14367,U,"k2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",,,A,,BAO_0000019,9680,,,0,Autocuration,1,CHEMBL630315,,
14368,U,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,,A,,BAO_0000019,13028,,,0,Autocuration,1,CHEMBL630316,,
14369,U,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,,A,,BAO_0000019,13028,,,0,Autocuration,1,CHEMBL630986,,
14370,U,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,,A,,BAO_0000019,13028,,,0,Autocuration,1,CHEMBL630987,,
14371,U,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0(or )in RMPI 1640 cell culture medium containing 10%FCS,,,A,,BAO_0000019,13028,,,0,Autocuration,1,CHEMBL630988,,
14372,U,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,A,,BAO_0000019,13028,,,0,Autocuration,1,CHEMBL630989,,
14373,U,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,A,,BAO_0000019,13028,,,0,Autocuration,1,CHEMBL630990,,
14374,U,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,A,,BAO_0000019,13028,,,0,Autocuration,1,CHEMBL630991,,
14375,U,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,A,,BAO_0000019,13028,,,0,Autocuration,1,CHEMBL630992,,
14376,U,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,A,,BAO_0000019,13028,,,0,Autocuration,1,CHEMBL630993,,
14377,U,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,A,,BAO_0000019,13028,,,0,Autocuration,1,CHEMBL630994,,
14378,N,Rate constants of compound was determined at muscarinic receptor in the rat cerebral cortex,,Rattus norvegicus,A,,BAO_0000218,10014,,10116.0,1,Intermediate,1,CHEMBL630995,,
14379,U,Association constant for compound at 31 degree C was determined,,,A,,BAO_0000019,9962,,,0,Autocuration,1,CHEMBL629252,,
14380,U,Calculated antagonist equilibrium dissociation constant of the compound,,,A,,BAO_0000019,12029,,,0,Autocuration,1,CHEMBL629253,,
14381,U,Calculated antagonist equilibrium dissociation constant of the compound; No statistically significant antagonism observed,,,A,,BAO_0000019,12029,,,0,Autocuration,1,CHEMBL629944,,
14382,N,Dissociation constants vs LTE4 on guinea pig trachea,,Cavia porcellus,A,,BAO_0000218,10583,,10141.0,1,Intermediate,1,CHEMBL629945,,3126.0
14383,U,"Tested for hydrolysis in presence of boric acid by UV spectrophotometry, dissociation constant was evaluated at the pH < 8",,,A,,BAO_0000019,568,,,0,Autocuration,1,CHEMBL629946,,
14384,U,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 8.5",,,A,,BAO_0000019,568,,,0,Autocuration,1,CHEMBL629947,,
14385,U,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 9.5",,,A,,BAO_0000019,568,,,0,Autocuration,1,CHEMBL629948,,
14386,U,"Tested for hydrolysis in presence of phenylboronic acid, rate constant was evaluated at the pH 9.5",,,A,,BAO_0000019,568,,,0,Autocuration,1,CHEMBL856024,,
14387,U,Affinity constant KD value was derived from TMP,,,A,,BAO_0000019,7493,,,0,Autocuration,1,CHEMBL629949,,
14388,U,Apparent dissociation (binding) rate constant was evaluated,,,A,,BAO_0000019,8371,,,0,Autocuration,1,CHEMBL629950,,
14389,U,Dissociation constant (KD) of the compound,,,P,,BAO_0000100,13114,,,0,Autocuration,1,CHEMBL630127,,
14390,U,Dissociation constant determined by heteronuclear 1H/15N correlation NMR spectroscopy,,,P,,BAO_0000100,15515,,,0,Autocuration,1,CHEMBL630128,,
14391,U,Dissociation constant from ESR titration experiments,,,P,,BAO_0000100,522,,,0,Autocuration,1,CHEMBL630129,,
14392,U,Dissociation constant was evaluated which is similar to Ki (inhibitory constant),,,,,BAO_0000019,13888,,,0,Autocuration,1,CHEMBL630130,,
14393,U,Dissociation constant was evaluated.,,,P,,BAO_0000100,2616,,,0,Autocuration,1,CHEMBL875234,,
14394,U,Dissociation constant was reported,,,P,,BAO_0000100,3798,,,0,Autocuration,1,CHEMBL630131,,
14395,N,Dissociation constant was determined in rat pituitary cells.,,Rattus norvegicus,A,,BAO_0000218,8731,,10116.0,1,Intermediate,1,CHEMBL630132,,
14396,U,Equilibrium dissociation constant of CA complex for enantiomer 1 of compound,,,A,,BAO_0000019,11892,,,0,Autocuration,1,CHEMBL630133,,
14397,U,Equilibrium dissociation constant of CA complex for enantiomer 2 of compound,,,A,,BAO_0000019,11892,,,0,Autocuration,1,CHEMBL630134,,
14398,U,Equilibrium dissociation constant of the compound,,,A,,BAO_0000019,2582,,,0,Autocuration,1,CHEMBL630135,,
14399,U,Equilibrium dissociation constant was determined,,,A,,BAO_0000019,11892,,,0,Autocuration,1,CHEMBL630136,,
14400,U,Kinetic constant KD was evaluated,,,A,,BAO_0000019,13396,,,0,Autocuration,1,CHEMBL630137,,
14401,U,Tested for dissociation constant of the compound; Value ranges from 0.1-0.3,,,A,,BAO_0000019,603,,,0,Autocuration,1,CHEMBL630138,,
14402,U,Equilibrium association constant interacting with unilamellar vesicles of electroneutral in PBS buffer at pH 7.4,,,A,,BAO_0000019,15673,,,0,Autocuration,1,CHEMBL630139,,
14403,U,Rate constant for hydrolysis in aqueous acetone.,,,A,,BAO_0000019,10368,,,0,Autocuration,1,CHEMBL630140,,
14404,U,Disassociation constant (KI) was obtained from Cheng and Prusoff equation for quercetin trypsin complex,,,A,,BAO_0000019,14228,,,0,Autocuration,1,CHEMBL875235,,
14405,N,Mean sodium excretion in rats (Control/Drug treatment value); value 0.43/2.86,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL876439,,
14406,N,Mean sodium excretion in rats (Control/Drug treatment value); value 0.44/2.68,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL630605,,
14407,N,Mean sodium excretion in rats (Control/Drug treatment value); value 0.45/1.55,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL630606,,
14408,N,Mean sodium excretion in rats (Control/Drug treatment value); value 0.48/0.95,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL630607,,
14409,N,Mean sodium excretion in rats (Control/Drug treatment value); value 0.5/1.79,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL630608,,
14410,N,Mean sodium excretion in rats (Control/Drug treatment value); value 0.51/0.66,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL630609,,
14411,N,Mean sodium excretion in rats (Control/Drug treatment value); value 0.52/2.02,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL630610,,
14412,N,Mean sodium excretion in rats (Control/Drug treatment value); value 0.61//0.37,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL630611,,
14413,N,Mean sodium excretion in rats (Control/Drug treatment value); value 0.71/0.36,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL629552,,
14414,N,Mean sodium excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL629733,,
14415,N,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL629734,,
14416,N,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL629735,,
14417,N,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL629736,,
14418,N,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL629737,,
14419,N,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL629738,,
14420,N,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,,Rattus norvegicus,A,,BAO_0000218,11510,,10116.0,1,Intermediate,1,CHEMBL629739,,
