ASSI,ASSSUBCEFRA,ASCT,ASST,CONFSC,CURAB,ASSTTY,DI,ASSOR,BAFO,CEI,ASSTIS,ASSCA,VARII,Ti,SRI,RELATIT,SRASI,CHI,TISI
12668,,,A,0,Autocuration,,9196,,BAO_0000218,,,,,22224,1,U,,CHEMBL625614,
12669,,,A,0,Autocuration,,9196,,BAO_0000218,,,,,22224,1,U,,CHEMBL625615,
12670,,,A,0,Autocuration,,9196,,BAO_0000218,,,,,22224,1,U,,CHEMBL626302,
12671,,,A,1,Intermediate,,8374,Rattus norvegicus,BAO_0000218,,Blood,,,50597,1,N,,CHEMBL626303,178.0
12672,,,A,1,Intermediate,,8374,Rattus norvegicus,BAO_0000218,,Blood,,,50597,1,N,,CHEMBL627420,178.0
12673,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL627421,
12674,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625695,
12675,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625696,
12676,,,A,1,Intermediate,,10009,Mus musculus,BAO_0000218,,Brain,,,50594,1,N,,CHEMBL875606,955.0
12677,,,A,1,Intermediate,,10009,Mus musculus,BAO_0000218,,Brain,,,50594,1,N,,CHEMBL625697,955.0
12678,,,A,1,Intermediate,,10009,Mus musculus,BAO_0000218,,Brain,,,50594,1,N,,CHEMBL625698,955.0
12679,,,A,1,Intermediate,,10009,Mus musculus,BAO_0000218,,Brain,,,50594,1,N,,CHEMBL625699,955.0
12680,,,A,1,Intermediate,,10009,Mus musculus,BAO_0000218,,Brain,,,50594,1,N,,CHEMBL625700,955.0
12681,,,A,1,Intermediate,,10009,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL625701,
12682,,,A,1,Intermediate,,10009,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL625702,
12683,,,A,1,Intermediate,,10009,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL625703,
12684,,,A,1,Intermediate,,10009,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL625704,
12685,,,A,1,Intermediate,,10009,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL625705,
12686,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Adrenal medulla,,,50588,1,N,,CHEMBL625706,1236.0
12687,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Adrenal medulla,,,50588,1,N,,CHEMBL625707,1236.0
12688,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL625708,
12689,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL625709,
12690,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624180,
12691,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624181,
12692,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Adrenal cortex,,,50588,1,N,,CHEMBL624182,1235.0
12693,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Adrenal cortex,,,50588,1,N,,CHEMBL624183,1235.0
12694,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Liver,,,50597,1,N,,CHEMBL624184,2107.0
12695,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Liver,,,50597,1,N,,CHEMBL877489,2107.0
12696,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Liver,,,50597,1,N,,CHEMBL624185,2107.0
12697,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Liver,,,50597,1,N,,CHEMBL624186,2107.0
12698,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Liver,,,50597,1,N,,CHEMBL624187,2107.0
12699,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Liver,,,50597,1,N,,CHEMBL624188,2107.0
12700,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Lung,,,50597,1,N,,CHEMBL624189,2048.0
12701,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Lung,,,50597,1,N,,CHEMBL624190,2048.0
12702,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Lung,,,50597,1,N,,CHEMBL624191,2048.0
12703,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Lung,,,50597,1,N,,CHEMBL624192,2048.0
12704,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Lung,,,50597,1,N,,CHEMBL624193,2048.0
12705,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Lung,,,50597,1,N,,CHEMBL624194,2048.0
12706,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Lung,,,50597,1,N,,CHEMBL624891,2048.0
12707,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Lung,,,50597,1,N,,CHEMBL624892,2048.0
12708,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Lung,,,50597,1,N,,CHEMBL624893,2048.0
12709,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Lung,,,50597,1,N,,CHEMBL627632,2048.0
12710,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL627633,
12711,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL627634,
12712,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL627635,
12713,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL627636,
12714,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL626816,
12715,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL626817,
12716,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL626818,
12717,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL626819,
12718,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL626820,
12719,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL626821,
12720,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Thyroid gland,,,50597,1,N,,CHEMBL626822,2046.0
12721,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Thyroid gland,,,50597,1,N,,CHEMBL626823,2046.0
12722,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Thyroid gland,,,50597,1,N,,CHEMBL626824,2046.0
12723,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Thyroid gland,,,50597,1,N,,CHEMBL626825,2046.0
12724,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Thyroid gland,,,50597,1,N,,CHEMBL626826,2046.0
12725,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Thyroid gland,,,50597,1,N,,CHEMBL626827,2046.0
12726,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Thyroid gland,,,50597,1,N,,CHEMBL626828,2046.0
12727,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Thyroid gland,,,50597,1,N,,CHEMBL626829,2046.0
12728,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,Thyroid gland,,,50597,1,N,,CHEMBL626830,2046.0
12729,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL627150,
12730,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL627151,
12731,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL627152,
12732,,,A,1,Intermediate,,8594,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL627153,
12733,,,A,0,Autocuration,,12904,,BAO_0000019,,,,,22224,1,U,,CHEMBL627154,
12734,,,A,0,Autocuration,,12904,,BAO_0000019,,,,,22224,1,U,,CHEMBL627155,
12735,,,A,0,Autocuration,,3730,,BAO_0000019,,,,,22224,1,U,,CHEMBL627156,
12736,,,A,0,Autocuration,,3627,,BAO_0000019,,,,,22224,1,U,,CHEMBL627157,
12737,,,A,1,Intermediate,,13799,Oryctolagus cuniculus,BAO_0000218,,,,,50592,1,N,,CHEMBL627158,
12738,,,A,1,Intermediate,,13799,Oryctolagus cuniculus,BAO_0000218,,Plasma,,,50592,1,N,,CHEMBL627159,1969.0
12739,,,A,1,Intermediate,,13799,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL627160,
12740,,,A,1,Intermediate,,13799,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL628540,
12741,,,A,1,Intermediate,,13799,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL628541,1969.0
12742,,,A,1,Intermediate,,13799,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL628542,1969.0
12743,,,P,0,Autocuration,,6629,,BAO_0000100,,,,,22229,1,U,,CHEMBL628543,
12744,,,P,0,Autocuration,,6629,,BAO_0000100,,,,,22229,1,U,,CHEMBL628544,
12745,,,P,0,Autocuration,,6629,,BAO_0000100,,,,,22229,1,U,,CHEMBL628545,
12746,,,A,0,Autocuration,,14000,,BAO_0000019,,,,,22224,1,U,,CHEMBL628546,
12747,,,A,0,Autocuration,,8267,,BAO_0000019,,,,,22224,1,U,,CHEMBL874455,
12748,,,A,1,Intermediate,,13799,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL628547,
12749,,,A,1,Intermediate,,13799,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL628548,1969.0
12750,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Feces,,,50592,1,N,,CHEMBL628549,1988.0
12751,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Feces,,,50592,1,N,,CHEMBL628550,1988.0
12752,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Feces,,,50592,1,N,,CHEMBL628551,1988.0
12753,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Urine,,,50592,1,N,,CHEMBL628552,1088.0
12754,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Urine,,,50592,1,N,,CHEMBL628553,1088.0
12755,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Urine,,,50592,1,N,,CHEMBL628554,1088.0
12756,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Urine,,,50592,1,N,,CHEMBL628555,1088.0
12757,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Urine,,,50592,1,N,,CHEMBL628556,1088.0
12758,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Kidney,,,50592,1,N,,CHEMBL628557,2113.0
12759,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Feces,,,50592,1,N,,CHEMBL628558,1988.0
12760,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Feces,,,50592,1,N,,CHEMBL628559,1988.0
12761,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Feces,,,50592,1,N,,CHEMBL628560,1988.0
12762,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Urine,,,50592,1,N,,CHEMBL874456,1088.0
12763,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Feces,,,50592,1,N,,CHEMBL628561,1988.0
12764,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Feces,,,50592,1,N,,CHEMBL628562,1988.0
12765,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Urine,,,50592,1,N,,CHEMBL628563,1088.0
12766,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Urine,,,50592,1,N,,CHEMBL628564,1088.0
12767,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Urine,,,50592,1,N,,CHEMBL628565,1088.0
12768,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Urine,,,50592,1,N,,CHEMBL631248,1088.0
12769,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Urine,,,50592,1,N,,CHEMBL631249,1088.0
12770,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Kidney,,,50592,1,N,,CHEMBL627214,2113.0
12771,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Feces,,,50592,1,N,,CHEMBL874591,1988.0
12772,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Feces,,,50592,1,N,,CHEMBL627215,1988.0
12773,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,Feces,,,50592,1,N,,CHEMBL625471,1988.0
12774,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,,,,50592,1,N,,CHEMBL625472,
12775,,,A,1,Intermediate,,7132,Oryctolagus cuniculus,BAO_0000218,,,,,50592,1,N,,CHEMBL625473,
12776,,,A,1,Intermediate,In vivo,13317,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL625474,
12777,,,A,1,Intermediate,In vivo,15341,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL625475,
12778,,,A,1,Intermediate,In vivo,15341,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625476,
12779,,,A,1,Intermediate,In vivo,15341,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625477,
12780,,,A,1,Intermediate,In vivo,15341,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625478,
12781,,,A,1,Intermediate,In vitro,12801,Rattus norvegicus,BAO_0000218,,esophageal tunica muscularis mucosae,,,50597,1,N,,CHEMBL625479,
12782,,,A,1,Intermediate,In vitro,12801,Rattus norvegicus,BAO_0000218,,esophageal tunica muscularis mucosae,,,50597,1,N,,CHEMBL625480,
12783,,,A,1,Intermediate,In vivo,14856,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL625481,1969.0
12784,,,A,1,Intermediate,In vivo,14062,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625482,
12785,,,A,1,Intermediate,In vivo,14062,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625483,
12786,,,A,1,Intermediate,In vivo,14062,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625484,
12787,,,A,1,Intermediate,In vivo,14062,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625485,
12788,,,A,1,Intermediate,In vivo,14346,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,N,,CHEMBL625486,1969.0
12789,,,A,1,Intermediate,In vivo,14346,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL625487,1969.0
12790,,,A,1,Intermediate,In vivo,14346,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL625488,1969.0
12791,,,A,1,Intermediate,In vivo,14346,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL625489,1969.0
12792,,,A,1,Intermediate,In vivo,14346,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL625490,1969.0
12793,,,A,1,Intermediate,In vivo,14346,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,N,,CHEMBL625491,1969.0
12794,,,A,1,Intermediate,In vivo,14346,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL625492,1969.0
12795,,,A,1,Intermediate,In vivo,15711,Homo sapiens,BAO_0000218,,Plasma,,,50587,1,N,,CHEMBL625493,1969.0
12796,,,A,1,Intermediate,In vivo,14886,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625494,
12797,,,A,1,Intermediate,In vivo,14886,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625495,
12798,,,A,1,Intermediate,In vivo,14886,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625496,
12799,,,P,0,Autocuration,,4115,,BAO_0000100,,,,,22229,1,U,,CHEMBL625497,
12800,,,P,0,Autocuration,,13733,,BAO_0000100,,,,,22229,1,U,,CHEMBL625498,
12801,,,A,0,Autocuration,,12102,,BAO_0000019,,,,,22224,1,U,,CHEMBL625499,
12802,,,P,0,Autocuration,,12676,,BAO_0000100,,,,,22229,1,U,,CHEMBL625500,
12803,,,P,0,Autocuration,,13733,,BAO_0000100,,,,,22229,1,U,,CHEMBL625501,
12804,,,P,0,Autocuration,,13740,,BAO_0000100,,,,,22229,1,U,,CHEMBL625502,
12805,,,P,0,Autocuration,,12766,,BAO_0000100,,,,,22229,1,U,,CHEMBL625503,
12806,,,P,0,Autocuration,,2764,,BAO_0000100,,,,,22229,1,U,,CHEMBL625504,
12807,,,P,0,Autocuration,,12355,,BAO_0000100,,,,,22229,1,U,,CHEMBL625505,
12808,,,P,0,Autocuration,,11314,,BAO_0000100,,,,,22229,1,U,,CHEMBL625506,
12809,,,A,0,Autocuration,,12706,,BAO_0000019,,,,,22224,1,U,,CHEMBL625507,
12810,,,P,0,Autocuration,,12645,,BAO_0000100,,,,,22229,1,U,,CHEMBL625508,
12811,,,P,0,Autocuration,,13668,,BAO_0000100,,,,,22229,1,U,,CHEMBL625509,
12812,,,P,0,Autocuration,,12819,,BAO_0000100,,,,,22229,1,U,,CHEMBL625510,
12813,,,P,0,Autocuration,,13668,,BAO_0000100,,,,,22229,1,U,,CHEMBL883125,
12814,,,P,0,Autocuration,,13017,,BAO_0000100,,,,,22229,1,U,,CHEMBL625511,
12815,,,A,0,Autocuration,,2448,,BAO_0000019,,,,,22224,1,U,,CHEMBL874650,
12816,,,A,0,Autocuration,,11526,,BAO_0000019,,,,,22224,1,U,,CHEMBL625512,
12817,,,A,0,Autocuration,,12426,,BAO_0000019,,,,,22224,1,U,,CHEMBL625513,
12818,,,A,0,Autocuration,,2448,,BAO_0000019,,,,,22224,1,U,,CHEMBL625514,
12819,,,P,0,Autocuration,,12001,,BAO_0000100,,,,,22229,1,U,,CHEMBL625515,
12820,,,P,0,Autocuration,,12426,,BAO_0000100,,,,,22229,1,U,,CHEMBL625516,
12821,,,A,1,Intermediate,In vivo,13204,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL625517,
12822,,,A,1,Intermediate,In vivo,13204,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625518,
12823,,,A,1,Intermediate,,13889,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL625519,
12824,,,A,0,Autocuration,,13889,,BAO_0000019,,,,,22224,1,U,,CHEMBL625520,
12825,,,A,1,Intermediate,In vivo,17025,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL874651,
12826,,,A,0,Autocuration,In vivo,17025,Simiiformes,BAO_0000218,,,,,22224,1,U,,CHEMBL625521,
12827,,,A,1,Intermediate,In vivo,17025,Oryctolagus cuniculus,BAO_0000218,,,,,50592,1,N,,CHEMBL623171,
12828,,,A,1,Intermediate,In vivo,17025,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623853,
12829,,,A,0,Autocuration,,15067,,BAO_0000019,,,,,22224,1,U,,CHEMBL623854,
12830,,,P,0,Autocuration,,3091,,BAO_0000100,,,,,22224,1,U,,CHEMBL874405,
12831,,,P,0,Autocuration,,15592,,BAO_0000100,,,,,22229,1,U,,CHEMBL623855,
12832,,,P,0,Autocuration,,14738,,BAO_0000100,,,,,22229,1,U,,CHEMBL623856,
12833,,,P,0,Autocuration,,14738,,BAO_0000100,,,,,22224,1,U,,CHEMBL623857,
12834,,,P,0,Autocuration,,14738,,BAO_0000100,,,,,22224,1,U,,CHEMBL623858,
12835,,,P,0,Autocuration,,6076,,BAO_0000100,,,,,22224,1,U,,CHEMBL623859,
12836,,,P,0,Autocuration,,17840,,BAO_0000100,,,,,22229,1,U,,CHEMBL839829,
12837,,,A,0,Autocuration,,13589,,BAO_0000019,,,,,22224,1,U,,CHEMBL623860,
12838,,,A,0,Autocuration,,17655,,BAO_0000019,,,,,22224,1,U,,CHEMBL623861,
12839,,,A,0,Autocuration,,5867,,BAO_0000019,,,,,22224,1,U,,CHEMBL623862,
12840,,,P,0,Autocuration,,5867,,BAO_0000100,,,,,22229,1,U,,CHEMBL874406,
12841,,,P,0,Autocuration,,10783,,BAO_0000100,,,,,22229,1,U,,CHEMBL623863,
12842,,,P,0,Autocuration,,14849,,BAO_0000100,,,,,22229,1,U,,CHEMBL624021,
12843,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Adrenal medulla,,,50588,1,N,,CHEMBL624022,1236.0
12844,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Adrenal medulla,,,50588,1,N,,CHEMBL624023,1236.0
12845,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624024,
12846,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624025,
12847,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624026,
12848,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624027,
12849,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624028,
12850,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624029,
12851,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624030,
12852,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624031,
12853,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Intestine,,,50588,1,N,,CHEMBL624032,160.0
12854,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Intestine,,,50588,1,N,,CHEMBL874407,160.0
12855,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624033,
12856,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624034,
12857,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624035,
12858,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624036,
12859,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Muscle tissue,,,50588,1,N,,CHEMBL624037,2385.0
12860,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Muscle tissue,,,50588,1,N,,CHEMBL624038,2385.0
12861,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624039,
12862,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL624040,
12863,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Intestine,,,50588,1,N,,CHEMBL624041,160.0
12864,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Intestine,,,50588,1,N,,CHEMBL624042,160.0
12865,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Spleen,,,50588,1,N,,CHEMBL624043,2106.0
12866,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Spleen,,,50588,1,N,,CHEMBL624044,2106.0
12867,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Stomach,,,50588,1,N,,CHEMBL624045,945.0
12868,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Stomach,,,50588,1,N,,CHEMBL624046,945.0
12869,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Thyroid gland,,,50588,1,N,,CHEMBL624047,2046.0
12870,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Thyroid gland,,,50588,1,N,,CHEMBL624048,2046.0
12871,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Urine,,,50588,1,N,,CHEMBL874408,1088.0
12872,,,A,1,Intermediate,,8170,Canis lupus familiaris,BAO_0000218,,Urine,,,50588,1,N,,CHEMBL624049,1088.0
12873,,,A,0,Autocuration,,14283,,BAO_0000218,,Plasma,,,22224,1,U,,CHEMBL624050,1969.0
12874,,,A,0,Autocuration,,5623,,BAO_0000019,,,,,22224,1,U,,CHEMBL624051,
12875,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623278,
12876,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623279,
12877,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623280,
12878,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623963,
12879,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623964,
12880,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623965,
12881,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623966,
12882,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL874415,
12883,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623967,
12884,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623968,
12885,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623969,
12886,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL628409,
12887,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL628410,
12888,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL628411,
12889,,,A,1,Intermediate,,13477,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL628412,
12890,,,A,0,Autocuration,,12553,,BAO_0000019,,,,,22224,1,U,,CHEMBL628413,
12891,,,A,0,Autocuration,,14548,,BAO_0000019,,Plasma,,,22224,1,U,,CHEMBL628414,1969.0
12892,,,A,1,Intermediate,,14393,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL628415,
12893,,,A,1,Intermediate,,14393,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL628416,
12894,,,A,1,Intermediate,,14393,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL628417,
