Fiscal year,Enviromental sustainability (marker),Organisation sub-class,Sector ID,CIDA business delivery model (old),Untied amount(Project-level budget),Programming process (new),Organisation class,FSTC percent,Division ID,Fund centre name,ICT as a tool for development (marker),Project number,Continent name,Climate change mitigation (marker),Section ID,Bilateral aid (international marker),Gender equality (marker),Organisation ID,Branch ID,Climate change adaptation (marker),Desertification (marker),Division name,CountryRegion ID,Urban issues (marker),Status,Maximum CIDA contribution (project-level),Branch name,Section name,Regional program (marker),Fund centre ID,IRTC percent,CFLI (marker),PBA type,Participatory development and good governance,Trade development (marker),Biodiversity (marker),Children issues (marker)
2009/2010,0,CONSULTING SERVICES,31150,Directive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Honduras,0,A033757PRE,America,0,S4403,1,1,1000531,B4400,0,0,NDD Americas Programming,HN,0,Closed,75032.08,NGM Americas,Central Americas Section,0,4408,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,31161,Directive,0.0,Uncoded: Pre-APP,Governmental,1.0,D4400,Honduras,0,A033757PRE,America,0,S4403,1,1,10050,B4400,0,0,NDD Americas Programming,HN,0,Closed,75032.08,NGM Americas,Central Americas Section,0,4408,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,31161,Directive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Honduras,0,A033757PRE,America,0,S4403,1,1,1000531,B4400,0,0,NDD Americas Programming,HN,0,Closed,75032.08,NGM Americas,Central Americas Section,0,4408,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,31166,Directive,0.0,Uncoded: Pre-APP,Governmental,1.0,D4400,Honduras,0,A033757PRE,America,0,S4403,1,1,10050,B4400,0,0,NDD Americas Programming,HN,0,Closed,75032.08,NGM Americas,Central Americas Section,0,4408,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,31166,Directive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Honduras,0,A033757PRE,America,0,S4403,1,1,1000531,B4400,0,0,NDD Americas Programming,HN,0,Closed,75032.08,NGM Americas,Central Americas Section,0,4408,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,13040,Directive,162925.95,Uncoded: Pre-APP,Governmental,0.700000031,D4270,Ethiopia,0,A033759001,Africa,0,S4227,1,2,10050,B4200,0,0,WED Southern & Eastern Africa,ET,0,Closed,162925.95,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",0,4229,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,15110,Directive,162925.95,Uncoded: Pre-APP,Governmental,0.700000031,D4270,Ethiopia,0,A033759001,Africa,0,S4227,1,2,10050,B4200,0,0,WED Southern & Eastern Africa,ET,0,Closed,162925.95,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",0,4229,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,31191,Directive,162925.95,Uncoded: Pre-APP,Governmental,0.700000031,D4270,Ethiopia,0,A033759001,Africa,0,S4227,1,2,10050,B4200,0,0,WED Southern & Eastern Africa,ET,0,Closed,162925.95,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",0,4229,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,52010,Directive,162925.95,Uncoded: Pre-APP,Governmental,0.700000031,D4270,Ethiopia,0,A033759001,Africa,0,S4227,1,2,10050,B4200,0,0,WED Southern & Eastern Africa,ET,0,Closed,162925.95,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",0,4229,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,43010,Directive,2820035.5,Uncoded: Pre-APP,Governmental,1.0,D4270,Malawi,0,A033764001,Africa,0,S4271,1,0,10050,B4200,0,0,WED Southern & Eastern Africa,MW,0,Closed,2820035.5,WGM Sub-Saharan Africa,Mozambique Program,0,4280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,SUPPLIER OF GOODS/SERVICES,43010,Directive,2820035.5,Uncoded: Pre-APP,Civil Society,1.0,D4270,Malawi,0,A033764001,Africa,0,S4271,1,0,1000948,B4200,0,0,WED Southern & Eastern Africa,MW,0,Closed,2820035.5,WGM Sub-Saharan Africa,Mozambique Program,0,4280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,43010,Directive,2820035.5,Uncoded: Pre-APP,Governmental,1.0,D4270,Malawi,0,A033764001,Africa,0,S4271,1,0,1002791,B4200,0,0,WED Southern & Eastern Africa,MW,0,Closed,2820035.5,WGM Sub-Saharan Africa,Mozambique Program,0,4280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,COOPERANT,43010,Directive,2820035.5,Uncoded: Pre-APP,Individual,1.0,D4270,Malawi,0,A033764001,Africa,0,S4271,1,0,Information not available,B4200,0,0,WED Southern & Eastern Africa,MW,0,Closed,2820035.5,WGM Sub-Saharan Africa,Mozambique Program,0,4280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,Unknown,43010,Directive,2820035.5,Uncoded: Pre-APP,Unknown,1.0,D4270,Malawi,0,A033764001,Africa,0,S4271,1,0,Information not available,B4200,0,0,WED Southern & Eastern Africa,MW,0,Closed,2820035.5,WGM Sub-Saharan Africa,Mozambique Program,0,4280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,15110,Responsive,109500000.0,Uncoded: Pre-APP,Multilateral,0.0,D4100,Afghanistan,0,A033770001,Asia,0,S4141,1,0,1001306,B4100,0,0,OAD Asia Programming,AF,0,Terminating,109500000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Pooled funding,0,0,0,0
2009/2010,0,IFI,43010,Responsive,109500000.0,Uncoded: Pre-APP,Multilateral,0.0,D4100,Afghanistan,0,A033770001,Asia,0,S4141,1,0,1001306,B4100,0,0,OAD Asia Programming,AF,0,Terminating,109500000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Pooled funding,0,0,0,0
2009/2010,0,IFI,11120,Responsive,55000000.0,Uncoded: Pre-APP,Multilateral,0.14,D4100,Afghanistan,0,A033773001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,55000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Pooled funding,1,0,0,0
2009/2010,0,IFI,11330,Responsive,55000000.0,Uncoded: Pre-APP,Multilateral,0.14,D4100,Afghanistan,0,A033773001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,55000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Pooled funding,1,0,0,0
2009/2010,0,IFI,14015,Responsive,55000000.0,Uncoded: Pre-APP,Multilateral,0.14,D4100,Afghanistan,0,A033773001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,55000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Pooled funding,1,0,0,0
2009/2010,0,IFI,15112,Responsive,55000000.0,Uncoded: Pre-APP,Multilateral,0.14,D4100,Afghanistan,0,A033773001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,55000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Pooled funding,1,0,0,0
2009/2010,0,IFI,21020,Responsive,55000000.0,Uncoded: Pre-APP,Multilateral,0.14,D4100,Afghanistan,0,A033773001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,55000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Pooled funding,1,0,0,0
2009/2010,0,IFI,23210,Responsive,55000000.0,Uncoded: Pre-APP,Multilateral,0.14,D4100,Afghanistan,0,A033773001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,55000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Pooled funding,1,0,0,0
2009/2010,0,IFI,31140,Responsive,55000000.0,Uncoded: Pre-APP,Multilateral,0.14,D4100,Afghanistan,0,A033773001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,55000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Pooled funding,1,0,0,0
2009/2010,0,IFI,43040,Responsive,55000000.0,Uncoded: Pre-APP,Multilateral,0.14,D4100,Afghanistan,0,A033773001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,55000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Pooled funding,1,0,0,0
2009/2010,0,UNITED NATIONS,15250,Responsive,58095138.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033774001,Asia,0,S4141,1,0,1003940,B4100,0,0,OAD Asia Programming,AF,0,Closed,58095138.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14015,Responsive,12000000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033776003,Asia,0,S4141,1,0,1001304,B4100,0,0,OAD Asia Programming,AF,0,Closed,12000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,2,0,0,0
2009/2010,1,UNITED NATIONS,15112,Responsive,12000000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033776003,Asia,0,S4141,1,0,1001304,B4100,0,0,OAD Asia Programming,AF,0,Closed,12000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,2,0,0,0
2009/2010,1,UNITED NATIONS,23210,Responsive,12000000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033776003,Asia,0,S4141,1,0,1001304,B4100,0,0,OAD Asia Programming,AF,0,Closed,12000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,2,0,0,0
2009/2010,1,UNITED NATIONS,31192,Responsive,12000000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033776003,Asia,0,S4141,1,0,1001304,B4100,0,0,OAD Asia Programming,AF,0,Closed,12000000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,2,0,0,0
2009/2010,0,NGO,11330,Responsive,19527749.36,Uncoded: Pre-APP,Civil Society,0.25,D4100,Afghanistan,0,A033778001,Asia,0,S4141,1,1,1000806,B4100,0,0,OAD Asia Programming,AF,0,Closed,19527749.36,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15150,Responsive,19527749.36,Uncoded: Pre-APP,Civil Society,0.25,D4100,Afghanistan,0,A033778001,Asia,0,S4141,1,1,1000806,B4100,0,0,OAD Asia Programming,AF,0,Closed,19527749.36,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,25010,Responsive,19527749.36,Uncoded: Pre-APP,Civil Society,0.25,D4100,Afghanistan,0,A033778001,Asia,0,S4141,1,1,1000806,B4100,0,0,OAD Asia Programming,AF,0,Closed,19527749.36,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,31161,Responsive,19527749.36,Uncoded: Pre-APP,Civil Society,0.25,D4100,Afghanistan,0,A033778001,Asia,0,S4141,1,1,1000806,B4100,0,0,OAD Asia Programming,AF,0,Closed,19527749.36,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,31182,Responsive,19527749.36,Uncoded: Pre-APP,Civil Society,0.25,D4100,Afghanistan,0,A033778001,Asia,0,S4141,1,1,1000806,B4100,0,0,OAD Asia Programming,AF,0,Closed,19527749.36,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,31191,Responsive,19527749.36,Uncoded: Pre-APP,Civil Society,0.25,D4100,Afghanistan,0,A033778001,Asia,0,S4141,1,1,1000806,B4100,0,0,OAD Asia Programming,AF,0,Closed,19527749.36,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,31193,Responsive,19527749.36,Uncoded: Pre-APP,Civil Society,0.25,D4100,Afghanistan,0,A033778001,Asia,0,S4141,1,1,1000806,B4100,0,0,OAD Asia Programming,AF,0,Closed,19527749.36,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,31195,Responsive,19527749.36,Uncoded: Pre-APP,Civil Society,0.25,D4100,Afghanistan,0,A033778001,Asia,0,S4141,1,1,1000806,B4100,0,0,OAD Asia Programming,AF,0,Closed,19527749.36,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,1,0,0,0
2009/2010,0,IFI,11120,Responsive,91500000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033780001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,91500000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,2
2009/2010,0,IFI,11130,Responsive,91500000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033780001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,91500000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,2
2009/2010,0,IFI,11220,Responsive,91500000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033780001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,91500000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,2
2009/2010,0,FEDERAL,15160,Responsive,3314269.05,Uncoded: Pre-APP,Governmental,1.0,D4100,Afghanistan,0,A033782001,Asia,0,S4141,1,3,10050,B4100,0,0,OAD Asia Programming,AF,0,Closed,3314269.05,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,2,0,0,0
2009/2010,0,Unknown,15160,Responsive,3314269.05,Uncoded: Pre-APP,Unknown,1.0,D4100,Afghanistan,0,A033782001,Asia,0,S4141,1,3,Information not available,B4100,0,0,OAD Asia Programming,AF,0,Closed,3314269.05,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,2,0,0,0
2009/2010,0,NGO,11120,Responsive,10120000.0,Uncoded: Pre-APP,Civil Society,1.0,D4100,Afghanistan,0,A033783001,Asia,0,S4141,1,3,1000806,B4100,0,0,OAD Asia Programming,AF,0,Operational,10120000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,1
2009/2010,0,NGO,11130,Responsive,10120000.0,Uncoded: Pre-APP,Civil Society,1.0,D4100,Afghanistan,0,A033783001,Asia,0,S4141,1,3,1000806,B4100,0,0,OAD Asia Programming,AF,0,Operational,10120000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,1
2009/2010,0,NGO,11220,Responsive,10120000.0,Uncoded: Pre-APP,Civil Society,1.0,D4100,Afghanistan,0,A033783001,Asia,0,S4141,1,3,1000806,B4100,0,0,OAD Asia Programming,AF,0,Operational,10120000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,1
2009/2010,0,NGO,11320,Responsive,10120000.0,Uncoded: Pre-APP,Civil Society,1.0,D4100,Afghanistan,0,A033783001,Asia,0,S4141,1,3,1000806,B4100,0,0,OAD Asia Programming,AF,0,Operational,10120000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,1
2009/2010,0,NGO,25010,Responsive,11720689.79,Uncoded: Pre-APP,Civil Society,0.2,D4100,Afghanistan,0,A033784001,Asia,0,S4141,1,2,1012462,B4100,0,0,OAD Asia Programming,AF,0,Closed,11720689.79,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,32130,Responsive,11720689.79,Uncoded: Pre-APP,Civil Society,0.2,D4100,Afghanistan,0,A033784001,Asia,0,S4141,1,2,1012462,B4100,0,0,OAD Asia Programming,AF,0,Closed,11720689.79,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,1,0,0,0
2009/2010,0,IFI,24040,Responsive,26500000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033786001,Asia,0,S4141,1,2,1001306,B4100,0,0,OAD Asia Programming,AF,0,Closed,26500000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12263,Responsive,7791449.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033787002,Asia,0,S4141,1,1,1003693,B4100,0,0,OAD Asia Programming,AF,0,Terminating,7791449.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,15110,Responsive,22700000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033789001,Asia,0,S4141,1,0,1004366,B4100,0,0,OAD Asia Programming,AF,1,Closed,22700000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,2,0,0,0
2009/2010,1,UNITED NATIONS,15111,Responsive,22700000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033789001,Asia,0,S4141,1,0,1004366,B4100,0,0,OAD Asia Programming,AF,1,Closed,22700000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,2,0,0,0
2009/2010,1,UNITED NATIONS,16050,Responsive,22700000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Afghanistan,0,A033789001,Asia,0,S4141,1,0,1004366,B4100,0,0,OAD Asia Programming,AF,1,Closed,22700000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,2,0,0,0
2009/2010,0,NGO,15110,Responsive,12090141.82,Uncoded: Pre-APP,Civil Society,1.0,D4100,Afghanistan,0,A033795001,Asia,0,S4141,1,2,1001168,B4100,0,0,OAD Asia Programming,AF,0,Closed,12090141.82,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,99810,Directive,205622.4,Uncoded: Pre-APP,Civil Society,0.0,D4100,Afghanistan,0,A033795003,Asia,0,S4141,1,0,1001819,B4100,0,0,OAD Asia Programming,AF,0,Closed,205622.4,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,0.0,0,Not PBA,0,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,America,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,BB,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,Africa,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,BJ,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,America,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,BZ,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,Africa,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,CM,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,America,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,CR,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,Africa,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,GH,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,America,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,GY,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,Africa,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,KE,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,America,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,LC,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,Africa,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,ML,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,Asia,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,TH,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,Africa,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,TZ,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,America,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,VC,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15111,Responsive,8222094.99,Uncoded: Pre-APP,Civil Society,1.0,D6214,Public Institutions & Elections,0,A033803PRG,Asia,0,S6219,1,0,1002535,B6100,0,0,KGD Sustainable Economic Growth Partner.,VN,0,Closed,8222094.99,KFM Partnership for Develop. Innovation,Public Institutions & Elections,0,6219,0.0,0,Not PBA,1,0,0,0
2009/2010,1,CONSULTING SERVICES,11220,Directive,76572.48,Uncoded: Pre-APP,Civil Society,1.0,D4400,Honduras,0,A033809PRE,America,0,S4403,1,2,1004134,B4400,0,0,NDD Americas Programming,HN,0,Closed,76572.48,NGM Americas,Central Americas Section,0,4408,0.0,0,Not PBA,1,0,0,2
2009/2010,0,FEDERAL,11120,Responsive,3044826.93,Uncoded: Pre-APP,Governmental,1.0,D4100,Pakistan,0,A033812001,Asia,0,S4141,1,1,10050,B4100,0,0,OAD Asia Programming,PK,0,Closed,3044826.93,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,12230,Responsive,3044826.93,Uncoded: Pre-APP,Governmental,1.0,D4100,Pakistan,0,A033812001,Asia,0,S4141,1,1,10050,B4100,0,0,OAD Asia Programming,PK,0,Closed,3044826.93,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,14015,Responsive,3044826.93,Uncoded: Pre-APP,Governmental,1.0,D4100,Pakistan,0,A033812001,Asia,0,S4141,1,1,10050,B4100,0,0,OAD Asia Programming,PK,0,Closed,3044826.93,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,15150,Responsive,3044826.93,Uncoded: Pre-APP,Governmental,1.0,D4100,Pakistan,0,A033812001,Asia,0,S4141,1,1,10050,B4100,0,0,OAD Asia Programming,PK,0,Closed,3044826.93,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,31161,Responsive,3044826.93,Uncoded: Pre-APP,Governmental,1.0,D4100,Pakistan,0,A033812001,Asia,0,S4141,1,1,10050,B4100,0,0,OAD Asia Programming,PK,0,Closed,3044826.93,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,1,0,0,0
