assay_strain,assay_subcellular_fraction,relationship_type,cell_id,assay_category,tid,assay_tax_id,assay_organism,description,src_id,assay_tissue,assay_cell_type,src_assay_id,assay_test_type,confidence_score,variant_id,doc_id,assay_type,tissue_id,curated_by,chembl_id,bao_format,assay_id
,,N,,,50594,10090.0,Mus musculus,Area under the curve was determined for the compound at a single subcutaneous administration of 40 mg/kg in mice,1,,,,,1,,4066,A,,Intermediate,CHEMBL621809,BAO_0000218,5680
,,N,,,50594,10090.0,Mus musculus,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for area under curve (AUCtot),1,,,,,1,,16597,A,,Intermediate,CHEMBL621810,BAO_0000218,5681
,,N,,,50594,10090.0,Mus musculus,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,1,,,,,1,,14239,A,,Intermediate,CHEMBL875164,BAO_0000218,5682
,,N,,,50594,10090.0,Mus musculus,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,1,,,,,1,,14239,A,,Intermediate,CHEMBL621811,BAO_0000218,5683
,,N,,,50594,10090.0,Mus musculus,"Compound was evaluated for the pharmacokinetic parameter, area under curve",1,,,,,1,,4890,A,,Intermediate,CHEMBL621812,BAO_0000218,5684
,,N,,,50594,10090.0,Mus musculus,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr ),1,,,,,1,,429,A,,Intermediate,CHEMBL621813,BAO_0000218,5685
,,N,,,50594,10090.0,Mus musculus,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr),1,,,,,1,,429,A,,Intermediate,CHEMBL621814,BAO_0000218,5686
,,N,,,50594,10090.0,Mus musculus,In vivo area under curve (AUC) was determined in murine septicemia at dose of 100 mg/kg,1,,,,,1,,5969,A,,Intermediate,CHEMBL621815,BAO_0000218,5687
,,N,,,50594,10090.0,Mus musculus,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg,1,,,,,1,,5969,A,,Intermediate,CHEMBL621816,BAO_0000218,5688
,,N,,,50594,10090.0,Mus musculus,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,1,,,,,1,,5969,A,,Intermediate,CHEMBL621817,BAO_0000218,5689
,,N,,,50594,10090.0,Mus musculus,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse,1,,,,,1,,6091,A,,Intermediate,CHEMBL621818,BAO_0000218,5690
,,N,,,50594,10090.0,Mus musculus,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse;ND=Not determined,1,,,,,1,,6091,A,,Intermediate,CHEMBL621819,BAO_0000218,5691
,,N,,,50594,10090.0,Mus musculus,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice,1,,,,,1,,6091,A,,Intermediate,CHEMBL621820,BAO_0000218,5692
,,N,,,50594,10090.0,Mus musculus,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice;ND=Not determined,1,,,,,1,,6091,A,,Intermediate,CHEMBL621821,BAO_0000218,5693
,,N,,,50594,10090.0,Mus musculus,Pharmacokinetic property (AUC) was determined after ip administration of 32 mg/kg in mice,1,,,,,1,,6178,A,,Intermediate,CHEMBL621822,BAO_0000218,5694
,,N,,,50594,10090.0,Mus musculus,Pharmacokinetic property (AUC) was determined after po administration of 32 mg/kg in mice,1,,,,,1,,6178,A,,Intermediate,CHEMBL619474,BAO_0000218,5695
,,N,,,50594,10090.0,Mus musculus,"Reduction in area under curve was determined in DIO mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)",1,,,,,1,,6619,A,,Intermediate,CHEMBL619475,BAO_0000218,5696
,,N,,,50594,10090.0,Mus musculus,"Reduction in area under curve was determined in ob/ob mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)",1,,,,,1,,6619,A,,Intermediate,CHEMBL619476,BAO_0000218,5697
,,N,,,50594,10090.0,Mus musculus,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered intravenously in mice",1,,,,,1,,3760,A,,Intermediate,CHEMBL619477,BAO_0000218,5698
,,N,,,50594,10090.0,Mus musculus,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered perorally in mice",1,,,,,1,,3760,A,,Intermediate,CHEMBL619478,BAO_0000218,5699
,,N,,,50594,10090.0,Mus musculus,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered intravenously in mice",1,,,,,1,,3760,A,,Intermediate,CHEMBL619479,BAO_0000218,5700
,,N,,,50594,10090.0,Mus musculus,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered perorally in mice",1,,,,,1,,3760,A,,Intermediate,CHEMBL619480,BAO_0000218,5701
,,N,,,50594,10090.0,Mus musculus,The area under curve in vivo in mouse blood level after oral administration at dose 50 mk/kg e-1,1,,,,,1,,3192,A,,Intermediate,CHEMBL619481,BAO_0000218,5702
,,N,,,50594,10090.0,Mus musculus,The area under curve in vivo in mouse blood level after subcutaneous administration at dose 50 mk/kg e-1,1,,,,,1,,3192,A,,Intermediate,CHEMBL619482,BAO_0000218,5703
,,N,,,50594,10090.0,Mus musculus,Area under the curve was evaluated in mice after intravenous administration,1,,,,,1,,2675,A,,Intermediate,CHEMBL619483,BAO_0000218,5704
,,N,,,50594,10090.0,Mus musculus,Area under the curve was evaluated in mice after oral administration,1,,,,,1,,2675,A,,Intermediate,CHEMBL619484,BAO_0000218,5705
,,N,,,50594,10090.0,Mus musculus,AUC total value at a dose of 10 mg/kg intravenous administration in mice.,1,Plasma,,,,1,,16597,A,1969.0,Intermediate,CHEMBL619485,BAO_0000218,5706
,,N,,,50594,10090.0,Mus musculus,AUC total value at a dose of 10 mg/kg peroral administration in mice.,1,Plasma,,,,1,,16597,A,1969.0,Intermediate,CHEMBL619486,BAO_0000218,5707
,,N,,,50594,10090.0,Mus musculus,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for area under curve (AUCtot),1,,,,,1,,16597,A,,Intermediate,CHEMBL619487,BAO_0000218,5708
,,N,,,50594,10090.0,Mus musculus,AUMC after intraperitoneal administration of 100 mg/kg in mice,1,,,,,1,,17734,A,,Intermediate,CHEMBL619488,BAO_0000218,5709
,,N,,,50594,10090.0,Mus musculus,Biodistribution in blood was determined in mice after iv administration at 15 min Value expressed as percent injected dose per gram,1,Blood,,,In vivo,1,,7767,A,178.0,Intermediate,CHEMBL620106,BAO_0000218,5710
,,N,392.0,,80653,,,The compound was tested in vitro for anticancer activity against 9L cells,1,,9L,,,1,,15345,F,,Intermediate,CHEMBL620107,BAO_0000219,5711
,,U,,,22226,10116.0,Rattus norvegicus,Anti proliferation activity determined; Weak effect,1,,,,,0,,2181,F,,Autocuration,CHEMBL620283,BAO_0000019,5712
,,U,,,22226,10116.0,Rattus norvegicus,Inhibition of cell growth by compound at a concentration of 100 uM in 9Ltk+ cells; Completely stopped the process,1,,,,,0,,2181,F,,Autocuration,CHEMBL875176,BAO_0000219,5713
,,U,,,22226,10116.0,Rattus norvegicus,Inhibition of cell growth by compound at a concentration of 10 uM in 9Ltk+ cells,1,,,,,0,,2181,F,,Autocuration,CHEMBL620284,BAO_0000219,5714
,,U,,,22226,10116.0,Rattus norvegicus,Inhibition of cell growth by compound at a concentration of 10 uM in 9Ltk+ cells; Completely stopped the process,1,,,,,0,,2181,F,,Autocuration,CHEMBL623515,BAO_0000219,5715
,,U,,,22226,10090.0,Mus musculus,The cytotoxic activity was in vitro tested by 9PS assay method,1,,,,,0,,10486,F,,Autocuration,CHEMBL623516,BAO_0000019,5716
,,U,,,22226,10090.0,Mus musculus,The cytotoxic activity was in vitro tested by 9PS assay method.,1,,,,,0,,10486,F,,Autocuration,CHEMBL623517,BAO_0000019,5717
,,U,,,22224,,,Partition coefficient (logD6.5),1,,,,,0,,15508,A,,Autocuration,CHEMBL857878,BAO_0000019,5718
,,N,478.0,,81034,9606.0,Homo sapiens,Inhibitory concentration in vitro for cytotoxic activity against A 2780 human ovarian carcinoma cells,1,,A2780,,,1,,5242,F,,Expert,CHEMBL623518,BAO_0000219,5719
,,N,455.0,,80018,9606.0,Homo sapiens,Effective concentration against A 375 cell line growth (DFMO concentration is 5.0 mM),1,,A-375,,,1,,16167,F,,Intermediate,CHEMBL624195,BAO_0000219,5720
,,N,500.0,,80852,9606.0,Homo sapiens,Inhibitory concentration required against A 431 human epidermoid carcinoma cell line,1,,A-431,,,1,,4782,F,,Expert,CHEMBL624196,BAO_0000219,5721
,,D,500.0,,9,9606.0,Homo sapiens,Inhibition of EGF-induced Tyrosine phosphorylation in A431 cells expressing EGF-R,1,,A-431,,,9,,16093,F,,Expert,CHEMBL624197,BAO_0000219,5722
,,N,624.0,,80021,9606.0,Homo sapiens,Compound was evaluated for in vitro cytotoxicity against A 498 cancer cell line,1,,A498,,,1,,2596,F,,Intermediate,CHEMBL624198,BAO_0000219,5723
,,N,624.0,,80021,9606.0,Homo sapiens,in vitro cytotoxicity against A 498 cancer cell line,1,,A498,,,1,,2596,F,,Intermediate,CHEMBL621287,BAO_0000219,5724
,,N,624.0,,80021,9606.0,Homo sapiens,In vitro cytotoxic activity against renal (A 498) cancer cell line.,1,,A498,,,1,,3239,F,,Intermediate,CHEMBL621288,BAO_0000219,5725
,,N,624.0,,80021,9606.0,Homo sapiens,Cytotoxic activity against A 498 renal cancer cell lines.,1,,A498,,,1,,1847,F,,Intermediate,CHEMBL876496,BAO_0000219,5726
,,N,624.0,,80021,9606.0,Homo sapiens,In vitro cytotoxicity was determined against A 498 human renal tumor cell line using NCI screen,1,,A498,,,1,,10553,F,,Intermediate,CHEMBL621289,BAO_0000219,5727
,,U,,,22226,1280.0,Staphylococcus aureus,Minimum inhibitory concentration against Staphylococcus aureus A 5177 MLSB-i,1,,,,,0,,16219,F,,Autocuration,CHEMBL621290,BAO_0000019,5728
,,U,,,22226,1280.0,Staphylococcus aureus,Minimum inhibitory concentration against Staphylococcus aureus A 5177 MLSB-i,1,,,,,0,,16219,F,,Autocuration,CHEMBL621291,BAO_0000019,5729
,,U,,,22226,1280.0,Staphylococcus aureus,Minimum inhibitory concentration against Staphylococcus aureus A 5278 MLSB-c,1,,,,,0,,16219,F,,Autocuration,CHEMBL621292,BAO_0000019,5730
,,U,,,22226,1280.0,Staphylococcus aureus,Minimum inhibitory concentration against Staphylococcus aureus A 5278 MLSB-c,1,,,,,0,,16219,F,,Autocuration,CHEMBL621293,BAO_0000019,5731
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibitory concentration required against A 549 lung cancer cell line,1,,A549,,,1,,4782,F,,Intermediate,CHEMBL621294,BAO_0000219,5732
,,N,646.0,,80682,9606.0,Homo sapiens,Growth inhibition of A 549 cell line by MTT reduction for 3 days of incubation time,1,,A549,,,1,,11805,F,,Intermediate,CHEMBL621295,BAO_0000219,5733
,,N,646.0,,80682,9606.0,Homo sapiens,Growth inhibition of A 549 cell line by MTT reduction for 7 days of incubation time,1,,A549,,,1,,11805,F,,Intermediate,CHEMBL884007,BAO_0000219,5734
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxicity against lung cancer A 549 cell lines,1,,A549,,,1,,2007,F,,Intermediate,CHEMBL621296,BAO_0000219,5735
,,N,646.0,,80682,9606.0,Homo sapiens,Compound was tested for its cytotoxicity against A 549 cell line,1,,A549,,,1,,4594,F,,Intermediate,CHEMBL621297,BAO_0000219,5736
,,N,646.0,,80682,9606.0,Homo sapiens,"Cytotoxic activity against A 549 human lung tumor cell line, using sulforhodamine B (SRB) assay.",1,,A549,,,1,,6018,F,,Expert,CHEMBL839828,BAO_0000219,5737
,,N,646.0,,80682,9606.0,Homo sapiens,"Cytotoxic activity against A 549 human lung tumor cell line, using sulforhodamine B (SRB) assay.; No data",1,,A549,,,1,,6018,F,,Intermediate,CHEMBL620397,BAO_0000219,5738
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxic activity against A 549 (non-small cell lung) using SRB (sulforhodamine B) assay,1,,A549,,,1,,3599,F,,Expert,CHEMBL620398,BAO_0000219,5739
,,N,646.0,,80682,9606.0,Homo sapiens,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay,1,,A549,,,1,,2551,F,,Intermediate,CHEMBL620399,BAO_0000219,5740
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro inhibition of A549 (human lung cancer) cell growth.,1,,A549,,,1,,16132,F,,Expert,CHEMBL620400,BAO_0000219,5741
,,N,646.0,,80682,9606.0,Homo sapiens,Cytotoxic related antitumor activity against human cancer cell lines A 549; No data available,1,,A549,,,1,,16132,F,,Intermediate,CHEMBL620401,BAO_0000219,5742
,,N,646.0,,80682,9606.0,Homo sapiens,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay,1,,A549,,,1,,2551,F,,Expert,CHEMBL620402,BAO_0000219,5743
,,N,646.0,,80682,9606.0,Homo sapiens,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay; not active (> 100 uM),1,,A549,,,1,,2551,F,,Expert,CHEMBL620403,BAO_0000219,5744
,,U,,,22226,,,Tested against A II at (100 ng/kg iv) in Dawley rats (n=2). 24 h,1,,,,,0,,11913,F,,Autocuration,CHEMBL620404,BAO_0000218,5745
,,H,,,104694,,,The duration of action for the % peak inhibition of A II pressor response for dose of 0.1 mg/kg intravenous administration in conscious dogs.,1,,,,In vivo,4,,12621,F,,Autocuration,CHEMBL620405,BAO_0000218,5746
,,H,,,104694,,,The duration of action for the % peak inhibition of A II pressor response for dose of 1.0 mg/kg peroral administration in rhesus monkeys.,1,,,,In vivo,4,,12621,F,,Autocuration,CHEMBL620406,BAO_0000218,5747
,,H,,,104694,,,The duration of action for the % peak inhibition of angiotensin II pressor response for dose of 0.1 mg/kg peroral administration in conscious rats.,1,,,,In vivo,4,,12621,F,,Autocuration,CHEMBL620407,BAO_0000218,5748
,,H,,,104694,,,The compound was evaluated for the % peak inhibition of A II pressor response for dose of 0.3 mg/kg peroral administration in rhesus monkeys.,1,,,,In vivo,4,,12621,F,,Autocuration,CHEMBL620408,BAO_0000218,5749
,,H,,,104694,,,The compound was evaluated for the percentage of inhibition of A II pressor response in rats for peroral administration.,1,,,,In vivo,4,,12621,F,,Autocuration,CHEMBL620409,BAO_0000218,5750
,,N,624.0,,80021,9606.0,Homo sapiens,Inhibition of A-498 human Renal cell proliferation,1,,A498,,,1,,3600,F,,Expert,CHEMBL620410,BAO_0000219,5751
,,U,,,22226,10116.0,Rattus norvegicus,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 0.1 uM",1,,,,,0,,1796,F,,Autocuration,CHEMBL620411,BAO_0000019,5752
,,U,,,22226,10116.0,Rattus norvegicus,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 1 uM",1,,,,,0,,1796,F,,Autocuration,CHEMBL620412,BAO_0000019,5753
,,U,,,22226,10116.0,Rattus norvegicus,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 10 uM",1,,,,,0,,1796,F,,Autocuration,CHEMBL876596,BAO_0000019,5754
,,N,622.0,,80012,9606.0,Homo sapiens,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay,1,,A 172,,,1,,16464,F,,Expert,CHEMBL620413,BAO_0000219,5755
,,N,622.0,,80012,9606.0,Homo sapiens,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay; NE is no effect at 1x 10 E-5,1,,A 172,,,1,,16464,F,,Intermediate,CHEMBL620414,BAO_0000219,5756
,,N,622.0,,80012,9606.0,Homo sapiens,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay; NE is no effect at 1x 10 E-5,1,,A 172,,,1,,16464,F,,Intermediate,CHEMBL620415,BAO_0000219,5757
,,N,646.0,,80682,9606.0,Homo sapiens,Concentration required to inhibit growth of human tumor A549 (NSCL) cell line.,1,,A549,,,1,,13617,F,,Expert,CHEMBL620416,BAO_0000219,5758
,,N,646.0,,80682,9606.0,Homo sapiens,Concentration which produces 50% inhibition of growth of human lung carcinoma cell line A549,1,,A549,,,1,,4584,F,,Intermediate,CHEMBL620417,BAO_0000219,5759
,,N,646.0,,80682,9606.0,Homo sapiens,Cytotoxic activity evaluated against A549 tumor cells,1,,A549,,,1,,13799,F,,Expert,CHEMBL620418,BAO_0000219,5760
,,N,646.0,,80682,9606.0,Homo sapiens,Cytotoxic potentiation of Topotecan (TP) by the compound in human lung carcinoma A549 cell line,1,,A549,,,1,,16726,F,,Intermediate,CHEMBL620419,BAO_0000219,5761
,,N,646.0,,80682,9606.0,Homo sapiens,Cytotoxicity against A549 cells when the drug is exposed for a time of 1 hr,1,,A549,,,1,,16109,F,,Intermediate,CHEMBL620420,BAO_0000219,5762
,,N,646.0,,80682,9606.0,Homo sapiens,Cytotoxicity against A549 cells when the drug is exposed for a time of 96 hrs,1,,A549,,,1,,16109,F,,Intermediate,CHEMBL620421,BAO_0000219,5763
,,N,646.0,,80682,9606.0,Homo sapiens,Cytotoxicity against A549 tumor cell line determined by WST-1 assay,1,,A549,,,1,,15474,F,,Intermediate,CHEMBL620422,BAO_0000219,5764
,,N,646.0,,80682,9606.0,Homo sapiens,Cytotoxicity of compound against A549 cell line,1,,A549,,,1,,6851,F,,Intermediate,CHEMBL620423,BAO_0000219,5765
,,N,646.0,,80682,9606.0,Homo sapiens,Cytotoxicity against human lung cell carcinoma A549 cell line,1,,A549,,,1,,17534,F,,Expert,CHEMBL620424,BAO_0000219,5766
,,N,646.0,,80682,9606.0,Homo sapiens,Cytotoxicity against human lung carcinoma A549 cell line using MTT assay,1,,A549,,,1,,2621,F,,Intermediate,CHEMBL620425,BAO_0000219,5767
,,N,646.0,,80682,9606.0,Homo sapiens,Cytotoxicity was evaluated in vitro against A549 (non-small cell lung carcinoma) human tumor cell lines,1,,A549,,,1,,830,F,,Intermediate,CHEMBL620426,BAO_0000219,5768
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro antitumor activity against A549 human non-small lung carcinoma cells containing 10% fetal bovine serum,1,,A549,,,1,,14255,F,,Intermediate,CHEMBL620427,BAO_0000219,5769
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro antitumor activity against A549 human non-small lung carcinoma cells containing 10% fetal bovine serum; Not determined,1,,A549,,,1,,14255,F,,Intermediate,CHEMBL620428,BAO_0000219,5770
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro antitumor activity against A549 human NSCLC lung carcinoma cells,1,,A549,,,1,,1590,F,,Intermediate,CHEMBL620429,BAO_0000219,5771
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro concentration required to inhibit the TNF-alpha-induced RANTES production in A549 human lung epithelium cell line,1,,A549,,,1,,6146,F,,Expert,CHEMBL620430,BAO_0000219,5772
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,1,,A549,,,1,,17427,F,,Expert,CHEMBL839887,BAO_0000219,5773
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxicity against parental and drug resistant lung human tumor cell line A549,1,,A549,,,1,,5280,F,,Intermediate,CHEMBL620431,BAO_0000219,5774
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxicity of compound against human A549 (non small cell lung) cancer cell line after 72 hr of drug exposure,1,,A549,,,1,,16786,F,,Intermediate,CHEMBL884010,BAO_0000219,5775
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxicity against A549 (human lung cancer),1,,A549,,,1,,5895,F,,Intermediate,CHEMBL620538,BAO_0000219,5776
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.,1,,A549,,,1,,14297,F,,Expert,CHEMBL620539,BAO_0000219,5777
,,N,646.0,,80682,9606.0,Homo sapiens,In vivo antiproliferative activity against A549 cell line,1,,A549,,,1,,17824,F,,Intermediate,CHEMBL623373,BAO_0000218,5778
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibition of non-small-cell lung adenocarcinoma (A549),1,,A549,,,1,,14368,F,,Intermediate,CHEMBL623374,BAO_0000219,5779
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibition of non-small-cell lung adenocarcinoma (A549) after 48-h treatment,1,,A549,,,1,,14368,F,,Intermediate,CHEMBL623375,BAO_0000219,5780
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibition of the growth against human non-small-lung carcinoma (A549) cell line after 72 hr exposure,1,,A549,,,1,,14254,F,,Intermediate,CHEMBL623376,BAO_0000219,5781
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibitory activity against A549 cell line using MTT assay(Wild type p53),1,,A549,,,1,,15897,F,,Intermediate,CHEMBL623377,BAO_0000219,5782
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibitory activity against A549 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,1,,A549,,,1,,13866,F,,Intermediate,CHEMBL623378,BAO_0000219,5783
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibitory activity of compound against human A549 lung carcinoma cell line.,1,,A549,,,1,,13370,F,,Intermediate,CHEMBL623379,BAO_0000219,5784
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibitory activity against A549 lung cancer cell line,1,,A549,,,1,,4862,F,,Intermediate,CHEMBL623380,BAO_0000219,5785
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibitory activity against Taxol-resistant A549 lung cancer cell line,1,,A549,,,1,,4862,F,,Intermediate,CHEMBL623381,BAO_0000219,5786
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibitory activity against Taxol-resistant A549 lung cancer cell line; not determined,1,,A549,,,1,,4862,F,,Intermediate,CHEMBL623382,BAO_0000219,5787
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibitory concentration against A549 (lung cancer) cell line,1,,A549,,,1,,15970,F,,Intermediate,CHEMBL623383,BAO_0000219,5788
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.,1,,A549,,,1,,17713,F,,Expert,CHEMBL623384,BAO_0000219,5789
,,N,646.0,,80682,9606.0,Homo sapiens,Tested in vitro for inhibitory effect on the growth of human A-549 cancer cell line,1,,A549,,,1,,4833,F,,Intermediate,CHEMBL623385,BAO_0000219,5790
,,N,646.0,,80682,9606.0,Homo sapiens,Activity against A549 cancer cell line.,1,,A549,,,1,,13736,F,,Expert,CHEMBL623386,BAO_0000219,5791
,,N,646.0,,80682,9606.0,Homo sapiens,The compound was evaluated for cytotoxicity against A549 cell line,1,,A549,,,1,,4312,F,,Intermediate,CHEMBL884105,BAO_0000219,5792
,,N,646.0,,80682,9606.0,Homo sapiens,The compound was examined for its ability to block tumor necrosis factor alpha (TNF alpha) induced IL-8 production in A549 human lung carcinoma cell line using an ELISA,1,,A549,,,1,,5421,F,,Intermediate,CHEMBL623387,BAO_0000219,5793
,,N,646.0,,80682,9606.0,Homo sapiens,The compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,1,,A549,,,1,,5421,F,,Intermediate,CHEMBL621568,BAO_0000219,5794
,,N,646.0,,80682,9606.0,Homo sapiens,Growth inhibitory activity was measured for human A549 tumor cell line.,1,,A549,,,1,,14717,F,,Intermediate,CHEMBL621569,BAO_0000219,5795
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibitory activity against A549 lung cancer cell line,1,,A549,,,1,,4634,F,,Intermediate,CHEMBL621570,BAO_0000219,5796
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibitory activity against A549 cell line; inactive,1,,A549,,,1,,1149,F,,Intermediate,CHEMBL621571,BAO_0000219,5797
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM,1,,A549,,,1,,5421,F,,Expert,CHEMBL621572,BAO_0000219,5798
,,N,646.0,,80682,9606.0,Homo sapiens,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM,1,,A549,,,1,,5421,F,,Expert,CHEMBL621573,BAO_0000219,5799
,,N,646.0,,80682,9606.0,Homo sapiens,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,1,,A549,,,1,,5421,F,,Intermediate,CHEMBL621574,BAO_0000219,5800
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-4 (M/L),1,,A549,,,1,,3320,F,,Intermediate,CHEMBL621575,BAO_0000219,5801
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-5 (M/L),1,,A549,,,1,,3320,F,,Intermediate,CHEMBL621576,BAO_0000219,5802
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-6 (M/L),1,,A549,,,1,,3320,F,,Intermediate,CHEMBL621577,BAO_0000219,5803
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-7 (M/L),1,,A549,,,1,,3320,F,,Intermediate,CHEMBL621578,BAO_0000219,5804
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-8 (M/L),1,,A549,,,1,,3320,F,,Intermediate,CHEMBL621579,BAO_0000219,5805
,,N,646.0,,80682,9606.0,Homo sapiens,In vitro percent inhibition evaluated against human lung cancer (A549 cell line) at >20 ug/mL,1,,A549,,,1,,5726,F,,Intermediate,CHEMBL621580,BAO_0000219,5806
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance (in vivo) in mongrel dogs was determined,1,,,,In vivo,1,,17800,A,,Intermediate,CHEMBL621581,BAO_0000218,5807
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance was measured in dog,1,,,,In vivo,1,,5985,A,,Intermediate,CHEMBL621582,BAO_0000218,5808
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in vivo in dog by intravenous administration at a dose of 0.2 mg/kg,1,,,,In vivo,1,,5530,A,,Intermediate,CHEMBL621583,BAO_0000218,5809
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in vivo in dog by intravenous administration at a dose of 1 mg/kg,1,,,,In vivo,1,,5530,A,,Intermediate,CHEMBL621584,BAO_0000218,5810
,,N,,,50588,9615.0,Canis lupus familiaris,Tested for plasma clearance in dog,1,Plasma,,,In vivo,1,,4839,A,1969.0,Intermediate,CHEMBL621585,BAO_0000218,5811
,,N,,,50588,9615.0,Canis lupus familiaris,The compound was tested for clearance in dog plasma.,1,,,,In vivo,1,,3639,A,,Intermediate,CHEMBL621586,BAO_0000218,5812
,,N,,,50588,9615.0,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",1,,,,In vivo,1,,4838,A,,Intermediate,CHEMBL875835,BAO_0000218,5813
,,N,,,50588,9615.0,Canis lupus familiaris,Clearance value of compound was determined after intravenous administration of 1 mg/kg/h in dog,1,,,,In vivo,1,,4137,A,,Intermediate,CHEMBL621587,BAO_0000218,5814
