assay_cell_type,assay_organism,assay_category,src_assay_id,description,chembl_id,doc_id,tid,assay_subcellular_fraction,cell_id,assay_tissue,tissue_id,curated_by,assay_strain,src_id,variant_id,confidence_score,assay_tax_id,assay_id,assay_type,relationship_type,bao_format,assay_test_type
,Canis lupus familiaris,,,Area under the curve for compound was evaluated in dog at a dose of 10 mg/kg.,CHEMBL621139,1977,50588,,,,,Intermediate,,1,,1,9615.0,5421,A,N,BAO_0000218,
,Canis lupus familiaris,,,Area under the curve for compound was evaluated in dog at a dose of 20 mg/kg.,CHEMBL621140,1977,50588,,,,,Intermediate,,1,,1,9615.0,5422,A,N,BAO_0000218,
,Canis lupus familiaris,,,Area under the curve for the compound was obtained when tested in dog,CHEMBL621141,3132,50588,,,,,Intermediate,,1,,1,9615.0,5423,A,N,BAO_0000218,
,Canis lupus familiaris,,,Area under the curve at a dose of 1 mg/kg,CHEMBL621142,5473,50588,,,,,Intermediate,,1,,1,9615.0,5424,A,N,BAO_0000218,
,Canis lupus familiaris,,,Area under the curve at a dose of 1 mg/kg (oral),CHEMBL621143,5474,50588,,,,,Intermediate,,1,,1,9615.0,5425,A,N,BAO_0000218,
,Canis lupus familiaris,,,Area under the curve at i.v. dose of 0.2 mg/kg,CHEMBL621144,5474,50588,,,,,Intermediate,,1,,1,9615.0,5426,A,N,BAO_0000218,
,Canis lupus familiaris,,,Area under the curve was measured in dog after an iv dose of 1 mg/kg,CHEMBL621145,6062,50588,,,,,Intermediate,,1,,1,9615.0,5427,A,N,BAO_0000218,
,Canis lupus familiaris,,,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in dog,CHEMBL621146,4709,50588,,,,,Intermediate,,1,,1,9615.0,5428,A,N,BAO_0000218,
,Canis lupus familiaris,,,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 1 mpk perorally,CHEMBL622567,2652,50588,,,,,Intermediate,,1,,1,9615.0,5429,A,N,BAO_0000218,
,Canis lupus familiaris,,,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 5 mpk perorally,CHEMBL622568,2652,50588,,,,,Intermediate,,1,,1,9615.0,5430,A,N,BAO_0000218,
,Canis lupus familiaris,,,Compound was evaluated for area under the curve in dog blood.,CHEMBL622569,2877,50588,,,,,Intermediate,,1,,1,9615.0,5431,A,N,BAO_0000218,
,Canis lupus familiaris,,,In vivo area under curve was calculated by peroral administration at 1 mg/kg in fasted dog,CHEMBL622570,5444,50588,,,,,Intermediate,,1,,1,9615.0,5432,A,N,BAO_0000218,
,Canis lupus familiaris,,,AUC in dog after oral dose (1 mg/kg),CHEMBL622571,5130,50588,,,Plasma,1969.0,Intermediate,,1,,1,9615.0,5433,A,N,BAO_0000218,
,Canis lupus familiaris,,,Pharmacokinetic (PK) property (AUC) was determined in dog at the single oral dose of 1 mg/kg,CHEMBL622572,6265,50588,,,,,Intermediate,,1,,1,9615.0,5434,A,N,BAO_0000218,
,Canis lupus familiaris,,,"Pharmacokinetic data in dogs at dose of 1 mg/kg perorally, and the area under curve (AUC) was reported.",CHEMBL622573,4657,50588,,,,,Intermediate,,1,,1,9615.0,5435,A,N,BAO_0000218,
,Canis lupus familiaris,,,Pharmacokinetic parameter AUC after intravenous administration to dogs,CHEMBL622574,16367,50588,,,,,Intermediate,,1,,1,9615.0,5436,A,N,BAO_0000218,
,Canis lupus familiaris,,,Pharmacokinetic parameter AUC after oral administration to dogs,CHEMBL622575,16367,50588,,,,,Intermediate,,1,,1,9615.0,5437,A,N,BAO_0000218,
,Canis lupus familiaris,,,Pharmacokinetic parameter AUC was determined in dog after oral administration of 17b,CHEMBL622576,9579,50588,,,,,Intermediate,,1,,1,9615.0,5438,A,N,BAO_0000218,
,Canis lupus familiaris,,,Pharmacokinetic parameter AUC was determined in dog after oral administration of 2b,CHEMBL622577,9579,50588,,,,,Intermediate,,1,,1,9615.0,5439,A,N,BAO_0000218,
,Canis lupus familiaris,,,Pharmacokinetic property (AUC) was measured in dog at the dose of 0.032 mg/kg p.o.,CHEMBL622578,5983,50588,,,,,Intermediate,,1,,1,9615.0,5440,A,N,BAO_0000218,
,Canis lupus familiaris,,,Pharmacokinetic property in dogs after oral administration at 1 mg/kg,CHEMBL622579,6241,50588,,,,,Intermediate,,1,,1,9615.0,5441,A,N,BAO_0000218,
,Canis lupus familiaris,,,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog",CHEMBL622580,5313,50588,,,,,Intermediate,,1,,1,9615.0,5442,A,N,BAO_0000218,
,Canis lupus familiaris,,,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog at dosage of 10 mpk",CHEMBL622581,5313,50588,,,,,Intermediate,,1,,1,9615.0,5443,A,N,BAO_0000218,
,Canis lupus familiaris,,,Oral AUCN in dog ( (dosed as a mixture of five compounds at 0.5 mpk each via iv only),CHEMBL622582,6642,50588,,,,,Intermediate,,1,,1,9615.0,5444,A,N,BAO_0000218,
,Canis lupus familiaris,,,Oral AUCN in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),CHEMBL622583,6642,50588,,,,,Intermediate,,1,,1,9615.0,5445,A,N,BAO_0000218,
,Canis lupus familiaris,,,Oral AUCN in dog (dosed at 0.5 mpk iv ),CHEMBL622584,6641,50588,,,,,Intermediate,,1,,1,9615.0,5446,A,N,BAO_0000218,
,Canis lupus familiaris,,,Oral AUCN in dog (dosed at 0.5 mpk iv ),CHEMBL622585,6642,50588,,,,,Intermediate,,1,,1,9615.0,5447,A,N,BAO_0000218,
,Canis lupus familiaris,,,Compound was evaluated for oral bioavailability in dog; 90-100,CHEMBL622586,17791,50588,,,,,Intermediate,,1,,1,9615.0,5448,A,N,BAO_0000218,
,Canis lupus familiaris,,,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay,CHEMBL623281,17655,50588,,,,,Intermediate,,1,,1,9615.0,5449,A,N,BAO_0000218,
,Canis lupus familiaris,,,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay; Not determined,CHEMBL623282,17655,50588,,,,,Intermediate,,1,,1,9615.0,5450,A,N,BAO_0000218,
,Canis lupus familiaris,,,PAPP (membrane permeability) in dog kidney cell monolayer assay,CHEMBL623283,6596,50588,,,,,Intermediate,,1,,1,9615.0,5451,A,N,BAO_0000218,
,Canis lupus familiaris,,,Oral bioavailability in dog,CHEMBL623284,3880,50588,,,,,Intermediate,,1,,1,9615.0,5452,A,N,BAO_0000218,
,Canis lupus familiaris,,,Bioavailability administered orally at a dose of 10 mg/kg to dogs,CHEMBL623285,16367,50588,,,,,Intermediate,,1,,1,9615.0,5453,A,N,BAO_0000218,
,Canis lupus familiaris,,,Plasma protein binding towards dog plasma at 10 uM,CHEMBL623463,17409,50588,,,Plasma,1969.0,Intermediate,,1,,1,9615.0,5454,A,N,BAO_0000218,
,Canis lupus familiaris,,,Plasma protein binding towards dog plasma at 100 uM,CHEMBL875952,17409,50588,,,Plasma,1969.0,Intermediate,,1,,1,9615.0,5455,A,N,BAO_0000218,
,Canis lupus familiaris,,,Bioavailability in dog (dose 4 mg/kg p.o.),CHEMBL621705,2959,50588,,,,,Intermediate,,1,,1,9615.0,5456,A,N,BAO_0000218,In vivo
,Canis lupus familiaris,,,Bioavailability was determined after oral administration of compound 18 at a dose of 2 mg/kg to dog,CHEMBL621706,13501,50588,,,,,Intermediate,,1,,1,9615.0,5457,A,N,BAO_0000218,In vivo
,Canis lupus familiaris,,,Bioavailability by oral administration at a dose of 10 uM/kg in dog was determined,CHEMBL621707,4527,50588,,,,,Intermediate,,1,,1,9615.0,5458,A,N,BAO_0000218,In vivo
,Canis lupus familiaris,,,Bioavailability in dogs,CHEMBL621708,15145,50588,,,,,Intermediate,,1,,1,9615.0,5459,A,N,BAO_0000218,In vivo
,Canis lupus familiaris,,,Bioavailability,CHEMBL621709,4219,50588,,,,,Intermediate,,1,,1,9615.0,5460,A,N,BAO_0000218,In vivo
,Canis lupus familiaris,,,Oral bioavailability in dog (dose 10 mg/kg),CHEMBL621710,17538,50588,,,,,Intermediate,,1,,1,9615.0,5461,A,N,BAO_0000218,In vivo
,Canis lupus familiaris,,,Bioavailability in dog after po administration at a dose of 10 mg/kg; nd is not determined,CHEMBL621711,17538,50588,,,,,Intermediate,,1,,1,9615.0,5462,A,N,BAO_0000218,In vivo
,Canis lupus familiaris,,,Bioavailability in dog (dose 10.0 mg/kg p.o.),CHEMBL621712,1466,50588,,,,,Intermediate,,1,,1,9615.0,5463,A,N,BAO_0000218,In vivo
,Canis lupus familiaris,,,Bioavailability was measured in dogs after an oral dose of 10 uM/kg,CHEMBL621713,17650,50588,,,,,Intermediate,,1,,1,9615.0,5464,A,N,BAO_0000218,In vivo
,Canis lupus familiaris,,,Bioavailability was obtained by the comparison of AUC of intravenous dosing and AUC of oral dosing in dog,CHEMBL621714,3132,50588,,,,,Intermediate,,1,,1,9615.0,5465,A,N,BAO_0000218,In vivo
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 3 hour,CHEMBL621715,2413,22224,,,,,Autocuration,,1,,0,10095.0,5466,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 1 hour,CHEMBL623717,2413,22224,,,Liver,2107.0,Autocuration,,1,,0,10095.0,5467,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 24 hour,CHEMBL623718,2413,22224,,,Liver,2107.0,Autocuration,,1,,0,10095.0,5468,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 3 hour,CHEMBL623719,2413,22224,,,Liver,2107.0,Autocuration,,1,,0,10095.0,5469,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 1 hour,CHEMBL623720,2413,22224,,,,,Autocuration,,1,,0,10095.0,5470,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 3 hour,CHEMBL623721,2413,22224,,,,,Autocuration,,1,,0,10095.0,5471,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 1 hour,CHEMBL623722,2413,22224,,,Muscle tissue,2385.0,Autocuration,,1,,0,10095.0,5472,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 24 hour,CHEMBL623723,2413,22224,,,Muscle tissue,2385.0,Autocuration,,1,,0,10095.0,5473,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 3 hour,CHEMBL618543,2413,22224,,,Muscle tissue,2385.0,Autocuration,,1,,0,10095.0,5474,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 1 hour,CHEMBL618544,2413,22224,,,Spleen,2106.0,Autocuration,,1,,0,10095.0,5475,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 3 hour,CHEMBL875155,2413,22224,,,Spleen,2106.0,Autocuration,,1,,0,10095.0,5476,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 1 hour,CHEMBL618545,2413,22224,,,,,Autocuration,,1,,0,10095.0,5477,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 24 hour,CHEMBL618546,2413,22224,,,,,Autocuration,,1,,0,10095.0,5478,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 3 hour,CHEMBL623529,2413,22224,,,,,Autocuration,,1,,0,10095.0,5479,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 24 hour,CHEMBL623530,2413,22224,,,,,Autocuration,,1,,0,10095.0,5480,A,U,BAO_0000218,
,Mus sp.,,,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 3 hour,CHEMBL621764,2413,22224,,,,,Autocuration,,1,,0,10095.0,5481,A,U,BAO_0000218,
,Cercopithecidae,,,Compound (i.v.) was evaluated for elimination rate constants in brainstem of rhesus monkeys (Radiolabeled compound),CHEMBL621765,17827,22224,,,,,Autocuration,,1,,0,9527.0,5482,A,U,BAO_0000019,
,Cercopithecidae,,,Compound (i.v.) was evaluated for elimination rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),CHEMBL621766,17827,22224,,,Cerebellum,2037.0,Autocuration,,1,,0,9527.0,5483,A,U,BAO_0000019,
,Cercopithecidae,,,Compound (i.v.) was evaluated for elimination rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),CHEMBL621767,17827,22224,,,Frontal cortex,1870.0,Autocuration,,1,,0,9527.0,5484,A,U,BAO_0000019,
,Cercopithecidae,,,Compound (i.v.) was evaluated for elimination rate constants in jaw bone of rhesus monkeys; NA = not active (Radiolabeled compound),CHEMBL621768,17827,22224,,,,,Autocuration,,1,,0,9527.0,5485,A,U,BAO_0000019,
,Cercopithecidae,,,Compound (i.v.) was evaluated for elimination rate constants in striatum of rhesus monkey (Radiolabeled compound),CHEMBL621769,17827,22224,,,Striatum,2435.0,Autocuration,,1,,0,9527.0,5486,A,U,BAO_0000019,
,Cercopithecidae,,,Compound (i.v.) was evaluated for uptake rate constants in brainstem of rhesus monkeys (Radiolabeled compound),CHEMBL621770,17827,22224,,,,,Autocuration,,1,,0,9527.0,5487,A,U,BAO_0000019,
,Cercopithecidae,,,Compound (i.v.) was evaluated for uptake rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),CHEMBL621771,17827,22224,,,Cerebellum,2037.0,Autocuration,,1,,0,9527.0,5488,A,U,BAO_0000019,
,Cercopithecidae,,,Compound (i.v.) was evaluated for uptake rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),CHEMBL621772,17827,22224,,,Frontal cortex,1870.0,Autocuration,,1,,0,9527.0,5489,A,U,BAO_0000019,
,Cercopithecidae,,,Compound (i.v.) was evaluated for uptake rate constants in jaw bone of rhesus monkey (Radiolabeled compound),CHEMBL621773,17827,22224,,,,,Autocuration,,1,,0,9527.0,5490,A,U,BAO_0000019,
,Cercopithecidae,,,Compound (i.v.) was evaluated for uptake rate constants in striatum of rhesus monkeys (Radiolabeled compound),CHEMBL621774,17827,22224,,,Striatum,2435.0,Autocuration,,1,,0,9527.0,5491,A,U,BAO_0000019,
,Cercopithecidae,,,Compound was evaluated for oral bioavailability in rats,CHEMBL621775,17791,22224,,,,,Autocuration,,1,,0,9527.0,5492,A,U,BAO_0000218,
,Cercopithecidae,,,Maximum concentration of compound found in plasma at 5 mg/kg after oral administration,CHEMBL621776,17667,22224,,,Plasma,1969.0,Autocuration,,1,,0,9527.0,5493,A,U,BAO_0000218,In vivo
,Cercopithecidae,,,Half life period was evaluated in monkey,CHEMBL621777,17791,22224,,,,,Autocuration,,1,,0,9527.0,5494,A,U,BAO_0000019,
,Cercopithecidae,,,Half-life in rhesus monkeys by intravenous administration of dose,CHEMBL875162,110,22224,,,,,Autocuration,,1,,0,9527.0,5495,A,U,BAO_0000218,In vivo
,Mus musculus,,,AUC (0-6 hr) after oral administration at 30 mg/kg in ICR mouse,CHEMBL621778,5781,50594,,,Plasma,1969.0,Intermediate,,1,,1,10090.0,5496,A,N,BAO_0000218,
,Mus musculus,,,AUC after intraperitoneal administration of 100 mg/kg in mice,CHEMBL621779,17734,50594,,,Plasma,1969.0,Intermediate,,1,,1,10090.0,5497,A,N,BAO_0000218,
,Mus musculus,,,AUC value was determined after oral administration,CHEMBL622479,17718,50594,,,Plasma,1969.0,Intermediate,,1,,1,10090.0,5498,A,N,BAO_0000218,
,Mus musculus,,,Area under curve (AUC) determined at a dose 10 mg/kg administered intraperitoneally to mice,CHEMBL622480,4573,50594,,,,,Intermediate,,1,,1,10090.0,5499,A,N,BAO_0000218,
,Mus musculus,,,Area under curve (AUC) was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),CHEMBL622481,3277,50594,,,,,Intermediate,,1,,1,10090.0,5500,A,N,BAO_0000218,
,Mus musculus,,,Area under curve by ioral administration in mouse,CHEMBL622482,2862,50594,,,,,Intermediate,,1,,1,10090.0,5501,A,N,BAO_0000218,
,Mus musculus,,,Area under curve by iv administration in mouse,CHEMBL622483,2862,50594,,,,,Intermediate,,1,,1,10090.0,5502,A,N,BAO_0000218,
,Mus musculus,,,Area under curve at 0-8 hr in IRC mice after peroral administration,CHEMBL622484,5951,50594,,,,,Intermediate,,1,,1,10090.0,5503,A,N,BAO_0000218,
,Mus musculus,,,Area under curve when injected i.p. in mice at a dose of 50 mg/kg,CHEMBL622641,17729,50594,,,,,Intermediate,,1,,1,10090.0,5504,A,N,BAO_0000218,
,Mus musculus,,,Area under curve when injected intraperitoneally in BALB/C mice at a dose of 20 mg/kg,CHEMBL622642,17728,50594,,,,,Intermediate,,1,,1,10090.0,5505,A,N,BAO_0000218,
,Mus musculus,,,Area under curve when injected intravenously in BALB/C mice at a dose of 20 mg/kg,CHEMBL622643,17728,50594,,,,,Intermediate,,1,,1,10090.0,5506,A,N,BAO_0000218,
,Mus musculus,,,Area under curve when injected intravenously in mice at a dose of 20 mg/kg,CHEMBL622644,17729,50594,,,,,Intermediate,,1,,1,10090.0,5507,A,N,BAO_0000218,
RPMI-8226,Homo sapiens,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,CHEMBL622645,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5508,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,CHEMBL622646,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5509,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),CHEMBL621238,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5510,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),CHEMBL621239,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5511,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),CHEMBL621240,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5512,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),CHEMBL621241,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5513,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),CHEMBL621242,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5514,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),CHEMBL620350,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5515,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,CHEMBL620351,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5516,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,CHEMBL620352,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5517,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),CHEMBL620353,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5518,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),CHEMBL620354,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5519,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),CHEMBL620355,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5520,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),CHEMBL620356,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5521,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),CHEMBL620357,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5522,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),CHEMBL620358,9424,80433,,741.0,,,Intermediate,,1,,1,9606.0,5523,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,In vitro inhibition of human 8226 myeloma tumor cell line growth.,CHEMBL620359,9424,80433,,741.0,,,Expert,,1,,1,9606.0,5524,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,In vitro inhibition of tumor cell growth in the human myeloma 8226/ADR system.,CHEMBL620360,11544,80433,,741.0,,,Intermediate,,1,,1,9606.0,5525,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Cytotoxicity of compound against 8226/DOX1V cells,CHEMBL620361,17378,80433,,741.0,,,Intermediate,,1,,1,9606.0,5526,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Cytotoxicity of compound against 8226/S cells,CHEMBL620362,17378,80433,,741.0,,,Intermediate,,1,,1,9606.0,5527,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Inhibitory concentration against 8226 myeloma cancer cell line,CHEMBL620363,17079,80433,,741.0,,,Intermediate,,1,,1,9606.0,5528,F,N,BAO_0000219,
RPMI-8226,Homo sapiens,,,Inhibitory concentration against 8226/Dox40 (Dox-Re) cancer cell line,CHEMBL620364,17079,80433,,741.0,,,Intermediate,,1,,1,9606.0,5529,F,N,BAO_0000219,
833K,Homo sapiens,,,Inhibition of cell growth was studied in human teratocarcinoma (833K).,CHEMBL620365,13466,80647,,854.0,,,Intermediate,,1,,1,9606.0,5530,F,N,BAO_0000219,
833K,Homo sapiens,,,Inhibition of cell growth was studied in human teratocarcinoma (833K); ND ='not determined',CHEMBL620366,13466,80647,,854.0,,,Intermediate,,1,,1,9606.0,5531,F,N,BAO_0000219,
833K,Homo sapiens,,,Tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells,CHEMBL620367,2392,80647,,854.0,,,Expert,,1,,1,9606.0,5532,F,N,BAO_0000219,
833K,Homo sapiens,,,The compound was tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells; No data,CHEMBL620368,2392,80647,,854.0,,,Intermediate,,1,,1,9606.0,5533,F,N,BAO_0000219,
,,,,Inhibitory activity against caspase-1,CHEMBL620369,6608,22226,,,,,Autocuration,,1,,0,,5534,B,U,BAO_0000019,
,Enterococcus faecalis,,,Percent inhibition of DAla-DAla Ligase at 10e -3 M of the compound,CHEMBL620370,10199,45,,,,,Autocuration,,1,,8,1351.0,5535,B,H,BAO_0000357,
8701-BC,Homo sapiens,,,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM) for 72 hr using MTT assay,CHEMBL620371,17749,80648,,705.0,,,Intermediate,,1,,1,9606.0,5536,F,N,BAO_0000219,
8701-BC,Homo sapiens,,,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM,CHEMBL620372,17749,80648,,705.0,,,Intermediate,,1,,1,9606.0,5537,F,N,BAO_0000219,
,,,,In vitro anticancer activity against 9 NCI colon cancer cell lines; inactive,CHEMBL876492,1229,22226,,,,,Intermediate,,1,,0,,5538,F,U,BAO_0000019,
,,,,In vitro anticancer activity against 9 NCI melanoma cell lines; inactive,CHEMBL620373,1229,22226,,,,,Intermediate,,1,,0,,5539,F,U,BAO_0000019,
,,,,In vitro anticancer activity against 9 NCI renal cancer cell lines; inactive,CHEMBL620374,1229,22226,,,,,Intermediate,,1,,0,,5540,F,U,BAO_0000019,
,,,,Inhibitory activity was determined against 9-cis-epoxycarotenoid dioxygenase (NCED) expressed in Escherichia coli in presence of 9''-cis-neo-xanthin,CHEMBL620375,6390,22226,,,,,Autocuration,,1,,0,,5541,B,U,BAO_0000019,
,Streptococcus pyogenes,,,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,CHEMBL857902,16219,22226,,,,,Autocuration,,1,,0,1314.0,5542,F,U,BAO_0000019,
,Streptococcus pyogenes,,,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,CHEMBL620376,16219,22226,,,,,Autocuration,,1,,0,1314.0,5543,F,U,BAO_0000019,
,,,,Percent inhibition against Cdc25C phosphatase at 50 uM of compound,CHEMBL620377,17043,11922,,,,,Autocuration,,1,,8,,5544,B,H,BAO_0000357,
KB ,Homo sapiens,,,Tested for in vitro cytotoxic potency of compound in 9KB assay,CHEMBL620378,6929,81115,,324.0,,,Intermediate,,1,,1,9606.0,5545,F,N,BAO_0000219,
KB ,Homo sapiens,,,Tested for in vitro cytotoxic potency of compound in 9KB assay,CHEMBL620379,6929,81115,,324.0,,,Intermediate,,1,,1,9606.0,5546,A,N,BAO_0000219,
,Homo sapiens,,,In vitro cytotoxicity of compound was tested against 9KB cells.,CHEMBL620380,7083,22226,,,,,Autocuration,,1,,0,9606.0,5547,F,U,BAO_0000219,
9L,Rattus norvegicus,,,Cytotoxic concentration against 9L cells was determined on day 3,CHEMBL884006,12446,80653,,392.0,,,Intermediate,,1,,1,10116.0,5548,F,N,BAO_0000219,
9L,Rattus norvegicus,,,Tested in vitro for anticancer activity against 9L cells,CHEMBL620381,15345,80653,,392.0,,,Expert,,1,,1,10116.0,5549,F,N,BAO_0000219,
