ss_d,ss_tx_d,src_ss_d,crtd_b,ss_sbclllr_frctn,td,ss_tst_tp,chmbl_d,tss_d,ss_ctgr,src_d,ss_cll_tp,rltnshp_tp,cnfdnc_scr,cll_d,b_frmt,vrnt_d
13197,10116.0,,Intermediate,,50597,,CHEMBL626430,,,1,,N,1,,BAO_0000218,
13198,10116.0,,Intermediate,,50597,,CHEMBL626431,,,1,,N,1,,BAO_0000218,
13199,10116.0,,Intermediate,,50597,,CHEMBL626432,,,1,,N,1,,BAO_0000218,
13200,10116.0,,Intermediate,,50597,,CHEMBL626433,,,1,,N,1,,BAO_0000218,
13201,10116.0,,Intermediate,,50597,,CHEMBL626434,,,1,,N,1,,BAO_0000218,
13202,10116.0,,Intermediate,,50597,,CHEMBL627280,,,1,,N,1,,BAO_0000218,
13203,10116.0,,Intermediate,,50597,,CHEMBL627281,,,1,,N,1,,BAO_0000218,
13204,10116.0,,Intermediate,,50597,,CHEMBL627282,,,1,,N,1,,BAO_0000218,
13205,,,Autocuration,,22224,,CHEMBL627283,,,1,,U,0,,BAO_0000019,
13206,,,Autocuration,,22224,,CHEMBL627284,,,1,,U,0,,BAO_0000218,
13207,10116.0,,Intermediate,,50597,,CHEMBL627285,,,1,,N,1,,BAO_0000218,
13208,,,Autocuration,,22224,In vivo,CHEMBL627286,,,1,,U,0,,BAO_0000218,
13209,10116.0,,Intermediate,,50597,In vivo,CHEMBL875477,,,1,,N,1,,BAO_0000218,
13210,10116.0,,Intermediate,,50597,In vivo,CHEMBL627287,,,1,,N,1,,BAO_0000218,
13211,9615.0,,Intermediate,,50588,In vivo,CHEMBL627288,,,1,,N,1,,BAO_0000218,
13212,10116.0,,Intermediate,,50597,,CHEMBL627289,,,1,,N,1,,BAO_0000218,
13213,10116.0,,Intermediate,,50597,In vivo,CHEMBL627290,1969.0,,1,,N,1,,BAO_0000218,
13214,,,Autocuration,,22224,In vivo,CHEMBL627291,,,1,,U,0,,BAO_0000218,
13215,,,Autocuration,,22224,In vivo,CHEMBL627292,,,1,,U,0,,BAO_0000218,
13216,,,Autocuration,,22224,In vivo,CHEMBL627293,,,1,,U,0,,BAO_0000218,
13217,,,Autocuration,,22224,In vivo,CHEMBL627294,,,1,,U,0,,BAO_0000218,
13218,,,Autocuration,,22224,In vivo,CHEMBL875478,,,1,,U,0,,BAO_0000218,
13219,,,Autocuration,,22224,In vivo,CHEMBL627295,,,1,,U,0,,BAO_0000218,
13220,10090.0,,Intermediate,,50594,In vivo,CHEMBL627296,,,1,,N,1,,BAO_0000218,
13221,9986.0,,Intermediate,,50592,In vivo,CHEMBL626119,,,1,,N,1,,BAO_0000218,
13222,10116.0,,Intermediate,,50597,In vivo,CHEMBL626120,,,1,,N,1,,BAO_0000218,
13223,10116.0,,Intermediate,,50597,In vivo,CHEMBL626121,,,1,,N,1,,BAO_0000218,
13224,10141.0,,Autocuration,,22224,In vivo,CHEMBL626122,,,1,,U,0,,BAO_0000218,
13225,10116.0,,Intermediate,,50597,In vivo,CHEMBL626123,,,1,,N,1,,BAO_0000218,
13226,9615.0,,Intermediate,,50588,In vivo,CHEMBL623456,,,1,,N,1,,BAO_0000218,
13227,10116.0,,Intermediate,,50597,In vivo,CHEMBL623457,,,1,,N,1,,BAO_0000218,
13228,10116.0,,Intermediate,,50597,In vivo,CHEMBL623458,,,1,,N,1,,BAO_0000218,
13229,,,Autocuration,,22224,In vivo,CHEMBL623459,,,1,,U,0,,BAO_0000218,
13230,,,Autocuration,,22224,In vivo,CHEMBL875484,,,1,,U,0,,BAO_0000218,
13231,,,Autocuration,,22224,In vivo,CHEMBL623460,,,1,,U,0,,BAO_0000218,
13232,,,Autocuration,,22224,In vivo,CHEMBL623461,,,1,,U,0,,BAO_0000218,
13233,,,Autocuration,,22224,In vivo,CHEMBL623462,,,1,,U,0,,BAO_0000218,
13234,,,Autocuration,,22224,In vivo,CHEMBL627386,,,1,,U,0,,BAO_0000218,
13235,10116.0,,Intermediate,,50597,In vivo,CHEMBL627387,2113.0,,1,,N,1,,BAO_0000218,
13236,10116.0,,Intermediate,,50597,In vivo,CHEMBL627388,2107.0,,1,,N,1,,BAO_0000218,
13237,10116.0,,Intermediate,,50597,In vivo,CHEMBL627389,2048.0,,1,,N,1,,BAO_0000218,
13238,10116.0,,Intermediate,,50597,In vivo,CHEMBL627390,2385.0,,1,,N,1,,BAO_0000218,
13239,10116.0,,Intermediate,,50597,In vivo,CHEMBL627391,1969.0,,1,,N,1,,BAO_0000218,
13240,10116.0,,Intermediate,,50597,In vivo,CHEMBL627392,,,1,,N,1,,BAO_0000218,
13241,10116.0,,Intermediate,,50597,In vivo,CHEMBL627393,2106.0,,1,,N,1,,BAO_0000218,
13242,10116.0,,Intermediate,,50597,In vivo,CHEMBL627394,3126.0,,1,,N,1,,BAO_0000218,
13243,10116.0,,Intermediate,,50597,In vivo,CHEMBL627395,10000001.0,,1,,N,1,,BAO_0000218,
13244,10116.0,,Intermediate,,50597,In vivo,CHEMBL875485,2037.0,,1,,N,1,,BAO_0000218,
13245,10116.0,,Intermediate,,50597,In vivo,CHEMBL627396,,,1,,N,1,,BAO_0000218,
13246,10116.0,,Intermediate,,50597,In vivo,CHEMBL627397,,,1,,N,1,,BAO_0000218,
13247,10116.0,,Intermediate,,50597,In vivo,CHEMBL627398,948.0,,1,,N,1,,BAO_0000218,
13248,10116.0,,Intermediate,,50597,In vivo,CHEMBL627399,10000001.0,,1,,N,1,,BAO_0000218,
13249,10116.0,,Intermediate,,50597,In vivo,CHEMBL627400,2113.0,,1,,N,1,,BAO_0000218,
13250,10116.0,,Intermediate,,50597,In vivo,CHEMBL627401,2107.0,,1,,N,1,,BAO_0000218,
13251,10116.0,,Intermediate,,50597,In vivo,CHEMBL627402,2048.0,,1,,N,1,,BAO_0000218,
13252,10116.0,,Intermediate,,50597,In vivo,CHEMBL627403,2385.0,,1,,N,1,,BAO_0000218,
13253,10116.0,,Intermediate,,50597,In vivo,CHEMBL627404,1969.0,,1,,N,1,,BAO_0000218,
13254,10116.0,,Intermediate,,50597,In vivo,CHEMBL623101,,,1,,N,1,,BAO_0000218,
13255,10116.0,,Intermediate,,50597,In vivo,CHEMBL877480,2106.0,,1,,N,1,,BAO_0000218,
13256,10116.0,,Intermediate,,50597,In vivo,CHEMBL623102,3126.0,,1,,N,1,,BAO_0000218,
13257,10116.0,,Intermediate,,50597,In vivo,CHEMBL623103,10000001.0,,1,,N,1,,BAO_0000218,
13258,10116.0,,Intermediate,,50597,In vivo,CHEMBL623104,2037.0,,1,,N,1,,BAO_0000218,
13259,10116.0,,Intermediate,,50597,In vivo,CHEMBL623105,,,1,,N,1,,BAO_0000218,
13260,10116.0,,Intermediate,,50597,In vivo,CHEMBL623106,,,1,,N,1,,BAO_0000218,
13261,10116.0,,Intermediate,,50597,In vivo,CHEMBL623107,948.0,,1,,N,1,,BAO_0000218,
13262,10116.0,,Intermediate,,50597,In vivo,CHEMBL623108,160.0,,1,,N,1,,BAO_0000218,
13263,10116.0,,Intermediate,,50597,In vivo,CHEMBL623109,2113.0,,1,,N,1,,BAO_0000218,
13264,10116.0,,Intermediate,,50597,In vivo,CHEMBL623110,2107.0,,1,,N,1,,BAO_0000218,
13265,10116.0,,Intermediate,,50597,In vivo,CHEMBL623111,2048.0,,1,,N,1,,BAO_0000218,
13266,10116.0,,Intermediate,,50597,In vivo,CHEMBL625060,2385.0,,1,,N,1,,BAO_0000218,
13267,10116.0,,Intermediate,,50597,In vivo,CHEMBL625061,1969.0,,1,,N,1,,BAO_0000218,
13268,10116.0,,Intermediate,,50597,In vivo,CHEMBL625062,,,1,,N,1,,BAO_0000218,
13269,10116.0,,Intermediate,,50597,In vivo,CHEMBL625063,2106.0,,1,,N,1,,BAO_0000218,
13270,10116.0,,Intermediate,,50597,In vivo,CHEMBL625064,3126.0,,1,,N,1,,BAO_0000218,
13271,10116.0,,Intermediate,,50597,In vivo,CHEMBL625065,10000001.0,,1,,N,1,,BAO_0000218,
13272,10116.0,,Intermediate,,50597,In vivo,CHEMBL625066,2037.0,,1,,N,1,,BAO_0000218,
13273,10116.0,,Intermediate,,50597,In vivo,CHEMBL625067,,,1,,N,1,,BAO_0000218,
13274,10116.0,,Intermediate,,50597,In vivo,CHEMBL625068,,,1,,N,1,,BAO_0000218,
13275,10116.0,,Intermediate,,50597,In vivo,CHEMBL622159,948.0,,1,,N,1,,BAO_0000218,
13276,10116.0,,Intermediate,,50597,In vivo,CHEMBL622160,160.0,,1,,N,1,,BAO_0000218,
13277,10116.0,,Intermediate,,50597,In vivo,CHEMBL622161,2113.0,,1,,N,1,,BAO_0000218,
13278,10116.0,,Intermediate,,50597,In vivo,CHEMBL622162,2048.0,,1,,N,1,,BAO_0000218,
13279,10116.0,,Intermediate,,50597,In vivo,CHEMBL622163,2385.0,,1,,N,1,,BAO_0000218,
13280,10116.0,,Intermediate,,50597,In vivo,CHEMBL622313,1969.0,,1,,N,1,,BAO_0000218,
13281,10116.0,,Intermediate,,50597,In vivo,CHEMBL622314,,,1,,N,1,,BAO_0000218,
13282,10116.0,,Intermediate,,50597,In vivo,CHEMBL622315,2106.0,,1,,N,1,,BAO_0000218,
13283,10116.0,,Intermediate,,50597,In vivo,CHEMBL622316,3126.0,,1,,N,1,,BAO_0000218,
13284,562.0,,Intermediate,,50212,,CHEMBL877486,,,1,,N,1,,BAO_0000218,
13285,,,Autocuration,,22224,,CHEMBL622317,,,1,,U,0,,BAO_0000019,
13286,,,Autocuration,,22224,,CHEMBL622318,,,1,,U,0,,BAO_0000019,
13287,,,Autocuration,,22224,,CHEMBL622319,,,1,,U,0,,BAO_0000019,
13288,,,Autocuration,,22224,,CHEMBL622320,,,1,,U,0,,BAO_0000019,
13289,,,Autocuration,,22224,,CHEMBL622321,,,1,,U,0,,BAO_0000019,
13290,,,Autocuration,,22224,,CHEMBL622322,,,1,,U,0,,BAO_0000019,
13291,,,Autocuration,,22224,,CHEMBL622323,,,1,,U,0,,BAO_0000019,
13292,10116.0,,Intermediate,,50597,,CHEMBL622324,,,1,,N,1,,BAO_0000218,
13293,9615.0,,Intermediate,,50588,,CHEMBL622325,1088.0,,1,,N,1,,BAO_0000218,
13294,9615.0,,Intermediate,,50588,,CHEMBL622326,1088.0,,1,,N,1,,BAO_0000218,
13295,9615.0,,Intermediate,,50588,,CHEMBL877487,1088.0,,1,,N,1,,BAO_0000218,
13296,9615.0,,Intermediate,,50588,,CHEMBL622327,1088.0,,1,,N,1,,BAO_0000218,
13297,9615.0,,Intermediate,,50588,,CHEMBL622328,1088.0,,1,,N,1,,BAO_0000218,
13298,9615.0,,Intermediate,,50588,,CHEMBL622329,1088.0,,1,,N,1,,BAO_0000218,
13299,9615.0,,Intermediate,,50588,,CHEMBL622330,1088.0,,1,,N,1,,BAO_0000218,
13300,9615.0,,Intermediate,,50588,,CHEMBL622331,1088.0,,1,,N,1,,BAO_0000218,
13301,9615.0,,Intermediate,,50588,,CHEMBL622332,1088.0,,1,,N,1,,BAO_0000218,
13302,9615.0,,Intermediate,,50588,,CHEMBL622333,1088.0,,1,,N,1,,BAO_0000218,
13303,314293.0,,Autocuration,,22224,,CHEMBL627658,1088.0,,1,,U,0,,BAO_0000218,
13304,314293.0,,Autocuration,,22224,,CHEMBL630428,1088.0,,1,,U,0,,BAO_0000218,
13305,314293.0,,Autocuration,,22224,,CHEMBL630429,1088.0,,1,,U,0,,BAO_0000218,
13306,314293.0,,Autocuration,,22224,,CHEMBL630430,1088.0,,1,,U,0,,BAO_0000218,
13307,314293.0,,Autocuration,,22224,,CHEMBL630431,1088.0,,1,,U,0,,BAO_0000218,
13308,10116.0,,Intermediate,,50597,,CHEMBL630432,1088.0,,1,,N,1,,BAO_0000218,
13309,10116.0,,Intermediate,,50597,,CHEMBL630433,1088.0,,1,,N,1,,BAO_0000218,
13310,10116.0,,Intermediate,,50597,,CHEMBL630434,1088.0,,1,,N,1,,BAO_0000218,
13311,10116.0,,Intermediate,,50597,,CHEMBL629372,1088.0,,1,,N,1,,BAO_0000218,
13312,10116.0,,Intermediate,,50597,,CHEMBL629553,1088.0,,1,,N,1,,BAO_0000218,
13313,10116.0,,Intermediate,,50597,,CHEMBL629554,1088.0,,1,,N,1,,BAO_0000218,
13314,10116.0,,Intermediate,,50597,,CHEMBL874447,1088.0,,1,,N,1,,BAO_0000218,
13315,10116.0,,Intermediate,,50597,,CHEMBL629555,1088.0,,1,,N,1,,BAO_0000218,
13316,10116.0,,Intermediate,,50597,,CHEMBL629556,1088.0,,1,,N,1,,BAO_0000218,
13317,10116.0,,Intermediate,,50597,,CHEMBL629557,1088.0,,1,,N,1,,BAO_0000218,
13318,10116.0,,Intermediate,,50597,,CHEMBL629558,1088.0,,1,,N,1,,BAO_0000218,
13319,10116.0,,Intermediate,,50597,,CHEMBL629559,1088.0,,1,,N,1,,BAO_0000218,
13320,10116.0,,Intermediate,,50597,,CHEMBL629560,1088.0,,1,,N,1,,BAO_0000218,
13321,9615.0,,Intermediate,,50588,,CHEMBL629561,1088.0,,1,,N,1,,BAO_0000218,
13322,9615.0,,Intermediate,,50588,,CHEMBL629562,1088.0,,1,,N,1,,BAO_0000218,
13323,9615.0,,Intermediate,,50588,,CHEMBL629563,1088.0,,1,,N,1,,BAO_0000218,
13324,9615.0,,Intermediate,,50588,,CHEMBL629564,1088.0,,1,,N,1,,BAO_0000218,
13325,9615.0,,Intermediate,,50588,,CHEMBL629565,1088.0,,1,,N,1,,BAO_0000218,
13326,9615.0,,Intermediate,,50588,,CHEMBL629566,1088.0,,1,,N,1,,BAO_0000218,
13327,9615.0,,Intermediate,,50588,,CHEMBL629567,1088.0,,1,,N,1,,BAO_0000218,
13328,9615.0,,Intermediate,,50588,,CHEMBL629568,1088.0,,1,,N,1,,BAO_0000218,
13329,9615.0,,Intermediate,,50588,,CHEMBL629569,1088.0,,1,,N,1,,BAO_0000218,
13330,9615.0,,Intermediate,,50588,,CHEMBL629570,1088.0,,1,,N,1,,BAO_0000218,
13331,314293.0,,Autocuration,,22224,,CHEMBL629571,1088.0,,1,,U,0,,BAO_0000218,
13332,10116.0,,Autocuration,,22224,In vivo,CHEMBL629572,,,1,,U,0,,BAO_0000218,
13333,10116.0,,Autocuration,,22224,In vivo,CHEMBL629573,,,1,,U,0,,BAO_0000218,
13334,9347.0,,Autocuration,,22224,In vivo,CHEMBL629574,,,1,,U,0,,BAO_0000218,
13335,9615.0,,Autocuration,,22224,In vivo,CHEMBL629575,,,1,,U,0,,BAO_0000218,
13336,10116.0,,Autocuration,,22224,In vivo,CHEMBL874448,,,1,,U,0,,BAO_0000218,
13337,9443.0,,Autocuration,,22224,In vivo,CHEMBL629576,,,1,,U,0,,BAO_0000218,
13338,10116.0,,Autocuration,,22224,In vivo,CHEMBL629577,,,1,,U,0,,BAO_0000218,
13339,10116.0,,Autocuration,,22224,In vivo,CHEMBL629578,,,1,,U,0,,BAO_0000218,
13340,9615.0,,Autocuration,,22224,In vivo,CHEMBL629579,,,1,,U,0,,BAO_0000218,
13341,9615.0,,Autocuration,,22224,In vivo,CHEMBL882958,,,1,,U,0,,BAO_0000218,
13342,9598.0,,Intermediate,,50505,In vivo,CHEMBL629580,,,1,,N,1,,BAO_0000218,
13343,9347.0,,Autocuration,,22224,In vivo,CHEMBL629581,,,1,,U,0,,BAO_0000218,
13344,9520.0,,Autocuration,,22224,In vivo,CHEMBL629582,,,1,,U,0,,BAO_0000218,
13345,9615.0,,Intermediate,,50588,In vivo,CHEMBL628522,,,1,,N,1,,BAO_0000218,
13346,10026.0,,Intermediate,,100712,In vivo,CHEMBL625432,,,1,,N,1,,BAO_0000218,
13347,10116.0,,Autocuration,,22224,In vivo,CHEMBL625433,,,1,,U,0,,BAO_0000218,
13348,10116.0,,Intermediate,,50597,In vivo,CHEMBL625434,1969.0,,1,,N,1,,BAO_0000218,
13349,10116.0,,Intermediate,,50597,In vivo,CHEMBL625435,1969.0,,1,,N,1,,BAO_0000218,
13350,10116.0,,Autocuration,,22224,In vivo,CHEMBL625436,,,1,,U,0,,BAO_0000218,
13351,9541.0,,Intermediate,,100710,In vivo,CHEMBL874588,,,1,,N,1,,BAO_0000218,
13352,10090.0,,Intermediate,,50594,In vivo,CHEMBL625437,,,1,,N,1,,BAO_0000218,
13353,9669.0,,Autocuration,,22224,In vivo,CHEMBL625438,,,1,,U,0,,BAO_0000218,
13354,314293.0,,Autocuration,,22224,In vivo,CHEMBL625439,,,1,,U,0,,BAO_0000218,
13355,314293.0,,Autocuration,,22224,In vivo,CHEMBL625440,,,1,,U,0,,BAO_0000218,
13356,314293.0,,Autocuration,,22224,In vivo,CHEMBL625441,,,1,,U,0,,BAO_0000218,
13357,10116.0,,Autocuration,,22224,In vivo,CHEMBL625442,,,1,,U,0,,BAO_0000218,
13358,10116.0,,Intermediate,,50597,In vivo,CHEMBL625443,,,1,,N,1,,BAO_0000218,
13359,,,Autocuration,,22224,In vivo,CHEMBL625444,,,1,,U,0,,BAO_0000218,
13360,10090.0,,Intermediate,,50594,In vivo,CHEMBL625445,,,1,,N,1,,BAO_0000218,
13361,9615.0,,Intermediate,,50588,In vivo,CHEMBL625446,,,1,,N,1,,BAO_0000218,
13362,9615.0,,Intermediate,,50588,In vivo,CHEMBL882960,,,1,,N,1,,BAO_0000218,
13363,9615.0,,Intermediate,,50588,In vivo,CHEMBL625447,,,1,,N,1,,BAO_0000218,
13364,9615.0,,Intermediate,,50588,In vivo,CHEMBL625448,,,1,,N,1,,BAO_0000218,
13365,9615.0,,Intermediate,,50588,In vivo,CHEMBL625449,,,1,,N,1,,BAO_0000218,
13366,9615.0,,Intermediate,,50588,In vivo,CHEMBL874589,,,1,,N,1,,BAO_0000218,
13367,9615.0,,Intermediate,,50588,In vivo,CHEMBL625450,,,1,,N,1,,BAO_0000218,
13368,9615.0,,Intermediate,,50588,In vivo,CHEMBL625451,,,1,,N,1,,BAO_0000218,
13369,9615.0,,Intermediate,,50588,In vivo,CHEMBL626584,,,1,,N,1,,BAO_0000218,
13370,9615.0,,Intermediate,,50588,In vivo,CHEMBL626585,,,1,,N,1,,BAO_0000218,
13371,9615.0,,Intermediate,,50588,In vivo,CHEMBL626586,,,1,,N,1,,BAO_0000218,
13372,9615.0,,Intermediate,,50588,In vivo,CHEMBL626587,,,1,,N,1,,BAO_0000218,
13373,9615.0,,Intermediate,,50588,In vivo,CHEMBL626588,,,1,,N,1,,BAO_0000218,
13374,9615.0,,Intermediate,,50588,In vivo,CHEMBL626589,,,1,,N,1,,BAO_0000218,
13375,9615.0,,Intermediate,,50588,In vivo,CHEMBL626590,,,1,,N,1,,BAO_0000218,
13376,9615.0,,Intermediate,,50588,In vivo,CHEMBL626591,,,1,,N,1,,BAO_0000218,
13377,9615.0,,Intermediate,,50588,In vivo,CHEMBL627181,,,1,,N,1,,BAO_0000218,
13378,9615.0,,Intermediate,,50588,In vivo,CHEMBL628083,,,1,,N,1,,BAO_0000218,
13379,,,Autocuration,,22224,In vivo,CHEMBL628084,,,1,,U,0,,BAO_0000218,
13380,102285.0,,Expert,,50064,In vivo,CHEMBL628085,,,1,,N,1,,BAO_0000218,
13381,6339.0,,Expert,,50545,In vivo,CHEMBL628086,,,1,,N,1,,BAO_0000218,
13382,,,Autocuration,,22224,In vivo,CHEMBL628087,,,1,,U,0,,BAO_0000218,
13383,10090.0,,Intermediate,,50594,In vivo,CHEMBL628088,,,1,,N,1,,BAO_0000218,
13384,,,Autocuration,,22224,In vivo,CHEMBL628089,,,1,,U,0,,BAO_0000218,
13385,,,Autocuration,,22224,In vivo,CHEMBL628090,,,1,,U,0,,BAO_0000218,
13386,,,Autocuration,,22224,In vivo,CHEMBL628091,,,1,,U,0,,BAO_0000218,
13387,,,Autocuration,,22224,In vivo,CHEMBL628092,,,1,,U,0,,BAO_0000218,
13388,,,Autocuration,,22224,In vivo,CHEMBL628093,,,1,,U,0,,BAO_0000218,
13389,,,Autocuration,,22224,In vivo,CHEMBL875607,,,1,,U,0,,BAO_0000218,
13390,,,Autocuration,,22224,In vivo,CHEMBL625710,,,1,,U,0,,BAO_0000218,
13391,,,Autocuration,,22224,In vivo,CHEMBL625711,,,1,,U,0,,BAO_0000218,
13392,,,Autocuration,,22224,In vivo,CHEMBL625712,,,1,,U,0,,BAO_0000218,
13393,,,Autocuration,,22224,In vivo,CHEMBL625713,,,1,,U,0,,BAO_0000218,
13394,9615.0,,Intermediate,,50588,In vivo,CHEMBL625714,,,1,,N,1,,BAO_0000218,
13395,9544.0,,Intermediate,,50797,In vivo,CHEMBL625715,,,1,,N,1,,BAO_0000218,
13396,10116.0,,Intermediate,,50597,In vivo,CHEMBL625716,,,1,,N,1,,BAO_0000218,
13397,10116.0,,Intermediate,,50597,In vivo,CHEMBL625717,,,1,,N,1,,BAO_0000218,
13398,10116.0,,Intermediate,,50597,In vivo,CHEMBL625718,,,1,,N,1,,BAO_0000218,
13399,10116.0,,Intermediate,,50597,In vivo,CHEMBL625719,,,1,,N,1,,BAO_0000218,
13400,10116.0,,Intermediate,,50597,In vivo,CHEMBL625720,,,1,,N,1,,BAO_0000218,
13401,10116.0,,Intermediate,,50597,In vivo,CHEMBL625721,,,1,,N,1,,BAO_0000218,
13402,10116.0,,Intermediate,,50597,In vivo,CHEMBL625722,,,1,,N,1,,BAO_0000218,
13403,10116.0,,Intermediate,,50597,In vivo,CHEMBL625723,,,1,,N,1,,BAO_0000218,
13404,6339.0,,Intermediate,,50545,In vivo,CHEMBL625724,,,1,,N,1,,BAO_0000218,
13405,6339.0,,Intermediate,,50545,In vivo,CHEMBL625725,,,1,,N,1,,BAO_0000218,
13406,6339.0,,Intermediate,,50545,In vivo,CHEMBL625726,,,1,,N,1,,BAO_0000218,
13407,6339.0,,Intermediate,,50545,In vivo,CHEMBL875608,,,1,,N,1,,BAO_0000218,
13408,6339.0,,Intermediate,,50545,In vivo,CHEMBL625727,,,1,,N,1,,BAO_0000218,
13409,10116.0,,Autocuration,,22224,In vivo,CHEMBL625728,1088.0,,1,,U,0,,BAO_0000218,
13410,10116.0,,Autocuration,,22224,In vivo,CHEMBL625729,,,1,,U,0,,BAO_0000218,
13411,10116.0,,Autocuration,,22224,In vivo,CHEMBL625730,,,1,,U,0,,BAO_0000218,
13412,10116.0,,Autocuration,,22224,In vivo,CHEMBL625731,1088.0,,1,,U,0,,BAO_0000218,
13413,10116.0,,Autocuration,,22224,In vivo,CHEMBL626417,1088.0,,1,,U,0,,BAO_0000218,
13414,9606.0,,Intermediate,,50587,In vivo,CHEMBL626418,1088.0,,1,,N,1,,BAO_0000218,
13415,9615.0,,Intermediate,,50588,In vivo,CHEMBL626419,1088.0,,1,,N,1,,BAO_0000218,
13416,9615.0,,Intermediate,,50588,In vivo,CHEMBL626592,1969.0,,1,,N,1,,BAO_0000218,
13417,10116.0,,Intermediate,,50597,In vivo,CHEMBL626593,1969.0,,1,,N,1,,BAO_0000218,
13418,10116.0,,Intermediate,,50597,In vivo,CHEMBL626594,,,1,,N,1,,BAO_0000218,
13419,9615.0,,Intermediate,,50588,In vivo,CHEMBL625035,,,1,,N,1,,BAO_0000218,
13420,,,Autocuration,,22224,In vitro,CHEMBL625036,,,1,,U,0,,BAO_0000019,
13421,,,Autocuration,,22229,,CHEMBL625037,,,1,,U,0,,BAO_0000100,
13422,,,Autocuration,,22229,,CHEMBL625038,,,1,,U,0,,BAO_0000100,
13423,,,Autocuration,,22229,,CHEMBL625039,,,1,,U,0,,BAO_0000100,
13424,,,Autocuration,,22229,,CHEMBL625040,,,1,,U,0,,BAO_0000100,
13425,,,Autocuration,,22229,,CHEMBL625041,,,1,,U,0,,BAO_0000100,
13426,,,Autocuration,,22229,,CHEMBL625042,,,1,,U,0,,BAO_0000100,
13427,,,Autocuration,,22224,,CHEMBL874411,,,1,,U,0,,BAO_0000019,
13428,,,Autocuration,,22224,,CHEMBL625043,,,1,,U,0,,BAO_0000019,
13429,,,Autocuration,,22229,,CHEMBL625044,,,1,,U,0,,BAO_0000100,
13430,,,Autocuration,,22224,,CHEMBL625045,,,1,,U,0,,BAO_0000019,
13431,,,Autocuration,,22229,,CHEMBL625046,,,1,,U,0,,BAO_0000100,
13432,,,Autocuration,,22229,,CHEMBL625047,,,1,,U,0,,BAO_0000100,
13433,,,Autocuration,,22229,,CHEMBL625048,,,1,,U,0,,BAO_0000100,
13434,,,Autocuration,,22229,,CHEMBL625049,,,1,,U,0,,BAO_0000100,
13435,,,Autocuration,,22229,,CHEMBL625050,,,1,,U,0,,BAO_0000100,
13436,,,Autocuration,,22229,,CHEMBL625051,,,1,,U,0,,BAO_0000100,
13437,,,Autocuration,,22229,,CHEMBL874412,,,1,,U,0,,BAO_0000100,
13438,,,Autocuration,,22229,,CHEMBL625052,,,1,,U,0,,BAO_0000100,
13439,,,Autocuration,,22229,,CHEMBL625053,,,1,,U,0,,BAO_0000100,
13440,,,Autocuration,,22224,,CHEMBL623250,,,1,,U,0,,BAO_0000019,
13441,,,Autocuration,,22224,,CHEMBL623251,,,1,,U,0,,BAO_0000019,
13442,,,Autocuration,,22224,,CHEMBL623252,,,1,,U,0,,BAO_0000019,
13443,,,Autocuration,,22224,,CHEMBL623253,,,1,,U,0,,BAO_0000019,
13444,,,Autocuration,,22224,,CHEMBL623254,,,1,,U,0,,BAO_0000019,
13445,,,Autocuration,,22224,,CHEMBL623255,,,1,,U,0,,BAO_0000019,
13446,,,Autocuration,,22224,,CHEMBL626831,,,1,,U,0,,BAO_0000019,
13447,,,Autocuration,,22224,,CHEMBL877494,,,1,,U,0,,BAO_0000019,
13448,,,Autocuration,,22224,,CHEMBL626832,,,1,,U,0,,BAO_0000019,
13449,,,Autocuration,,22224,,CHEMBL626833,,,1,,U,0,,BAO_0000019,
13450,,,Autocuration,,22224,,CHEMBL626834,,,1,,U,0,,BAO_0000100,
13451,,,Autocuration,,22224,,CHEMBL626835,,,1,,U,0,,BAO_0000019,
13452,,,Autocuration,,22224,,CHEMBL626836,,,1,,U,0,,BAO_0000019,
13453,,,Autocuration,,22229,,CHEMBL626837,,,1,,U,0,,BAO_0000100,
13454,,,Autocuration,,22224,,CHEMBL626838,,,1,,U,0,,BAO_0000019,
13455,,,Autocuration,,22224,,CHEMBL626839,,,1,,U,0,,BAO_0000100,
13456,,,Autocuration,,22224,,CHEMBL626840,,,1,,U,0,,BAO_0000019,
13457,,,Autocuration,,22224,,CHEMBL626841,,,1,,U,0,,BAO_0000019,
13458,,,Autocuration,,22224,,CHEMBL626842,,,1,,U,0,,BAO_0000219,
13459,,,Autocuration,,22224,,CHEMBL626843,,,1,,U,0,,BAO_0000219,
13460,10116.0,,Intermediate,,50597,,CHEMBL626844,,,1,,N,1,,BAO_0000218,
13461,10116.0,,Intermediate,,50597,,CHEMBL877495,,,1,,N,1,,BAO_0000218,
13462,10116.0,,Intermediate,,50597,,CHEMBL626845,,,1,,N,1,,BAO_0000218,
13463,10116.0,,Intermediate,,50597,,CHEMBL626846,,,1,,N,1,,BAO_0000218,
13464,10116.0,,Intermediate,,50597,,CHEMBL626847,,,1,,N,1,,BAO_0000218,
13465,10116.0,,Intermediate,,50597,,CHEMBL628677,,,1,,N,1,,BAO_0000218,
13466,10116.0,,Intermediate,,50597,,CHEMBL628678,,,1,,N,1,,BAO_0000218,
13467,,,Autocuration,,22224,,CHEMBL628679,,,1,,U,0,,BAO_0000019,
13468,,,Autocuration,,22224,,CHEMBL628680,,,1,,U,0,,BAO_0000019,
13469,,,Autocuration,,22224,,CHEMBL628681,,,1,,U,0,,BAO_0000019,
13470,,,Autocuration,,22224,,CHEMBL628682,,,1,,U,0,,BAO_0000019,
