assays_doc_id,assays_assay_tax_id,assays_relationship_type,assays_tissue_id,assays_chembl_id,assays_assay_cell_type,assays_variant_id,assays_assay_category,assays_assay_tissue,assays_assay_id,assays_confidence_score,assays_description,assays_assay_strain,assays_curated_by,assays_tid,assays_cell_id,assays_bao_format,assays_assay_subcellular_fraction,assays_assay_test_type,assays_assay_organism,assays_src_id,assays_src_assay_id,assays_assay_type
8608,10116.0,N,178.0,CHEMBL626415,,,,Blood,11837,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.10-0.14",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
8608,10116.0,N,178.0,CHEMBL626416,,,,Blood,11838,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.25-0.34",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
8608,10116.0,N,178.0,CHEMBL627062,,,,Blood,11839,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.27-0.33",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
8608,10116.0,N,178.0,CHEMBL627063,,,,Blood,11840,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.32-0.46",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
8608,10116.0,N,178.0,CHEMBL627064,,,,Blood,11841,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.40-0.45",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
8608,10116.0,N,178.0,CHEMBL627227,,,,Blood,11842,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.44-0.52",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
8608,10116.0,N,178.0,CHEMBL627228,,,,Blood,11843,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.08-0.09",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
8608,10116.0,N,178.0,CHEMBL627229,,,,Blood,11844,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.12-0.14",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
8608,10116.0,N,178.0,CHEMBL625792,,,,Blood,11845,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.13-0.15",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
8608,10116.0,N,178.0,CHEMBL625793,,,,Blood,11846,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.20",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
8608,10116.0,N,178.0,CHEMBL625794,,,,Blood,11847,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.23",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
8608,10116.0,N,178.0,CHEMBL625795,,,,Blood,11848,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.16-0.21",,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
13792,10090.0,N,,CHEMBL625796,,,,,11849,1,Pharmacokinetic parameter AUC for the compound after intravenous administration into BALB/c Mice in plasma samples.,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13376,9615.0,N,,CHEMBL625797,,,,,11850,1,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 375 mg/kg,,Intermediate,50588,,BAO_0000218,,,Canis lupus familiaris,1,,A
13376,9615.0,N,,CHEMBL625798,,,,,11851,1,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 500 mg/kg,,Intermediate,50588,,BAO_0000218,,,Canis lupus familiaris,1,,A
14380,,U,,CHEMBL875613,,,,,11852,0,Pharmacokinetic parameter AUC evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,,Autocuration,22224,,BAO_0000218,,,,1,,A
14380,,U,,CHEMBL625799,,,,,11853,0,Pharmacokinetic parameter AUC was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,,Autocuration,22224,,BAO_0000218,,,,1,,A
14380,,U,,CHEMBL625800,,,,,11854,0,Pharmacokinetic parameter AUC was evaluated in 10% PEG suspension at a dose of 20 mg/kg orally,,Autocuration,22224,,BAO_0000218,,,,1,,A
14380,,U,,CHEMBL625801,,,,,11855,0,Pharmacokinetic parameter AUC was evaluated in 100% PEG solution at a dose of 20 mg/kg orally,,Autocuration,22224,,BAO_0000218,,,,1,,A
14380,,U,,CHEMBL625802,,,,,11856,0,Pharmacokinetic parameter AUC was evaluated in DMA:H2O solution at a dose of 20 mg/kg orally,,Autocuration,22224,,BAO_0000218,,,,1,,A
14380,,U,,CHEMBL625803,,,,,11857,0,Pharmacokinetic parameter AUC was evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,,Autocuration,22224,,BAO_0000218,,,,1,,A
14380,,U,,CHEMBL625804,,,,,11858,0,Pharmacokinetic parameter AUC was evaluated in Hp-beta-CD solution,,Autocuration,22224,,BAO_0000019,,,,1,,A
14380,,U,,CHEMBL622530,,,,,11859,0,Pharmacokinetic parameter AUC was evaluated in saline solution at a dose of 20 mg/kg orally,,Autocuration,22224,,BAO_0000218,,,,1,,A
13701,10090.0,N,,CHEMBL622531,,,,,11860,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h); not detected,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL622532,,,,,11861,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL623176,,,,,11862,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL623177,,,,,11863,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL623178,,,,,11864,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL623179,,,,,11865,1,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration using FMAddA as substrate in mice brain; AUC 0-r (mM.h); not detected,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL623180,,,,,11866,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL623181,,,,,11867,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL624131,,,,,11868,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL624132,,,,,11869,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration using 2`-F-ara-ddI as substrate in mice serum; AUC (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL624133,,,,,11870,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL624846,,,,,11871,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h).,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL624847,,,,,11872,1,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL624848,,,,,11873,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL625012,,,,,11874,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL625013,,,,,11875,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL625014,,,,,11876,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain; AUC 0-r (mM.h); not detected,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL625015,,,,,11877,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL625016,,,,,11878,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL625017,,,,,11879,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral in mice brain; AUC (mM.h); not detected,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL625018,,,,,11880,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL625019,,,,,11881,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration mice serum.; AUC 0-r (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL625020,,,,,11882,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain.; AUC 0-r (mM.h),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13701,10090.0,N,,CHEMBL625021,,,,,11883,1,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum.,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14393,10116.0,N,,CHEMBL625022,,,,,11884,1,Pharmacokinetic parameter [area under curve (AUC)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14731,10090.0,N,,CHEMBL625023,,,,,11885,1,Pharmacokinetic parameter area under the curve (0-24 hr) for the compound was evaluated in nude mice after oral administration. ,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14731,9541.0,N,,CHEMBL625024,,,,,11886,1,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration,,Intermediate,100710,,BAO_0000218,,,Macaca fascicularis,1,,A
14731,9541.0,N,,CHEMBL627626,,,,,11887,1,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,,Intermediate,100710,,BAO_0000218,,,Macaca fascicularis,1,,A
13758,,U,955.0,CHEMBL627627,,,,Brain,11888,0,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in brain,,Autocuration,22224,,BAO_0000218,,,,1,,A
13758,,U,1977.0,CHEMBL627628,,,,Serum,11889,0,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in serum,,Autocuration,22224,,BAO_0000218,,,,1,,A
13758,,U,955.0,CHEMBL627629,,,,Brain,11890,0,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in brain,,Autocuration,22224,,BAO_0000218,,,,1,,A
13758,,U,1977.0,CHEMBL627630,,,,Serum,11891,0,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in serum,,Autocuration,22224,,BAO_0000218,,,,1,,A
16359,,U,,CHEMBL627631,,,,,11892,0,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/Kg orally; range (0.19-0.35),,Autocuration,22224,,BAO_0000019,,,,1,,A
16359,,U,,CHEMBL629515,,,,,11893,0,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/kg intravenously; range (2.1-2.3),,Autocuration,22224,,BAO_0000218,,,,1,,A
15383,10090.0,N,2106.0,CHEMBL629516,,,,Spleen,11894,1,In vivo biodistribution in mice spleen bearing intracerebral GL261 gliomas at the dose of 30 ug/day,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15383,10090.0,N,2106.0,CHEMBL629517,,,,Spleen,11895,1,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 30 ug/g,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15383,10090.0,N,2106.0,CHEMBL629518,,,,Spleen,11896,1,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 40 ug/g,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15383,10090.0,N,,CHEMBL877499,,,,,11897,1,In vivo biodistribution in mice tumor bearing intracerebral GL261 gliomas at the dose of 30 ug/day,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15383,10090.0,N,,CHEMBL629519,,,,,11898,1,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 20 ug/g,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15383,10090.0,N,,CHEMBL629520,,,,,11899,1,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 30 ug/g,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15383,10090.0,N,,CHEMBL629521,,,,,11900,1,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 40 ug/g,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL629522,,,,,11901,1,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Blood (B),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL629523,,,,,11902,1,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Lung (L),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL629524,,,,,11903,1,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and Muscle (M),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL629525,,,,,11904,1,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and blood (B),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL629526,,,,,11905,1,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Blood (B),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL629527,,,,,11906,1,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Lung (L),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL629528,,,,,11907,1,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and Muscle (M),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL629529,,,,,11908,1,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and blood (B),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL629530,,,,,11909,1,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Blood (B),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL629531,,,,,11910,1,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Lung (L),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL628656,,,,,11911,1,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and Muscle (M),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14439,10090.0,N,,CHEMBL628657,,,,,11912,1,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and blood (B),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
13751,10116.0,N,,CHEMBL628658,,,,,11913,1,"Biodistribution in abdominal Dawley rat after 30min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,,CHEMBL628659,,,,,11914,1,"Biodistribution in abdominal of mature female Dawley rat after 10min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,,CHEMBL877500,,,,,11915,1,"Biodistribution in abdominal of mature female Dawley rat after 15min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,,CHEMBL628660,,,,,11916,1,"Biodistribution in abdominal of mature female Dawley rat after 1h, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,,CHEMBL628661,,,,,11917,1,"Biodistribution in abdominal of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,,CHEMBL628662,,,,,11918,1,"Biodistribution in abdominal of mature female Dawley rat after 30min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,,CHEMBL628663,,,,,11919,1,"Biodistribution in abdominal of mature female Dawley rat after 45min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,,CHEMBL628664,,,,,11920,1,"Biodistribution in abdominal of mature female Dawley rat after 5min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,178.0,CHEMBL628665,,,,Blood,11921,1,"Biodistribution in blood of mature female Dawley rat after 10min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,178.0,CHEMBL628666,,,,Blood,11922,1,"Biodistribution in blood of mature female Dawley rat after 15min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,178.0,CHEMBL628667,,,,Blood,11923,1,"Biodistribution in blood of mature female Dawley rat after 1h, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,178.0,CHEMBL628668,,,,Blood,11924,1,"Biodistribution in blood of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,178.0,CHEMBL628669,,,,Blood,11925,1,"Biodistribution in blood of mature female Dawley rat after 30min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,178.0,CHEMBL628670,,,,Blood,11926,1,"Biodistribution in blood of mature female Dawley rat after 45min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,178.0,CHEMBL628671,,,,Blood,11927,1,"Biodistribution in blood of mature female Dawley rat after 5min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,10000001.0,CHEMBL628672,,,,Bone,11928,1,"Biodistribution in bone of mature female Dawley rat after 10min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,10000001.0,CHEMBL630300,,,,Bone,11929,1,"Biodistribution in bone of mature female Dawley rat after 1h, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,10000001.0,CHEMBL629787,,,,Bone,11930,1,"Biodistribution in bone of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,10000001.0,CHEMBL629788,,,,Bone,11931,1,"Biodistribution in bone of mature female Dawley rat after 30min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,955.0,CHEMBL629789,,,,Brain,11932,1,"Biodistribution in brain of mature female Dawley rat after 10min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,955.0,CHEMBL629790,,,,Brain,11933,1,"Biodistribution in brain of mature female Dawley rat after 15min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,955.0,CHEMBL629791,,,,Brain,11934,1,"Biodistribution in brain of mature female Dawley rat after 1h, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,955.0,CHEMBL629792,,,,Brain,11935,1,"Biodistribution in brain of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,955.0,CHEMBL629793,,,,Brain,11936,1,"Biodistribution in brain of mature female Dawley rat after 30min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
13751,10116.0,N,955.0,CHEMBL629794,,,,Brain,11937,1,"Biodistribution in brain of mature female Dawley rat after 45min, expressed as percent injected dose/g",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10677,10116.0,N,,CHEMBL874459,,,,,11938,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 2-3 hr time,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10677,10116.0,N,,CHEMBL629795,,,,,11939,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 3-4 hr time,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10677,10116.0,N,,CHEMBL629796,,,,,11940,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 4-5 hr time,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10677,10116.0,N,,CHEMBL629797,,,,,11941,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 5-6 hr time,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10677,10116.0,N,,CHEMBL629798,,,,,11942,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 6-24 h time,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10911,10116.0,N,2369.0,CHEMBL629799,,,,Adrenal gland,11943,1,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,2369.0,CHEMBL629800,,,,Adrenal gland,11944,1,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,2369.0,CHEMBL629801,,,,Adrenal gland,11945,1,Biodistribution studied in the adrenals of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,2369.0,CHEMBL629802,,,,Adrenal gland,11946,1,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,2369.0,CHEMBL629803,,,,Adrenal gland,11947,1,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,178.0,CHEMBL629804,,,,Blood,11948,1,Biodistribution studied in the blood of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,178.0,CHEMBL629805,,,,Blood,11949,1,Biodistribution studied in the blood of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,178.0,CHEMBL629806,,,,Blood,11950,1,Biodistribution studied in the blood of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,178.0,CHEMBL629807,,,,Blood,11951,1,Biodistribution studied in the blood of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,178.0,CHEMBL629808,,,,Blood,11952,1,Biodistribution studied in the blood of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,955.0,CHEMBL629809,,,,Brain,11953,1,Biodistribution studied in the brain of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,955.0,CHEMBL629810,,,,Brain,11954,1,Biodistribution studied in the brain of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,955.0,CHEMBL629811,,,,Brain,11955,1,Biodistribution studied in the brain of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10911,10116.0,N,955.0,CHEMBL629812,,,,Brain,11956,1,Biodistribution studied in the brain of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
