confidence_score,assay_strain,src_id,cell_id,assay_tax_id,assay_id,assay_category,assay_test_type,assay_type,tissue_id,src_assay_id,variant_id,assay_organism,assay_cell_type,relationship_type,chembl_id,bao_format,description,doc_id,assay_subcellular_fraction,assay_tissue,tid,curated_by
1,,1,,10090.0,7068,,In vivo,A,,,,Mus musculus,,N,CHEMBL624344,BAO_0000218,Oral bioavailability in mouse,17718,,,50594,Intermediate
1,,1,,10090.0,7069,,In vivo,A,,,,Mus musculus,,N,CHEMBL624345,BAO_0000218,Oral availability at 50 mg/kg po in male mice,5727,,,50594,Intermediate
1,,1,,10090.0,7070,,In vivo,A,,,,Mus musculus,,N,CHEMBL624346,BAO_0000218,Oral bioavailability in mouse (dose 10 mg/kg),5302,,,50594,Intermediate
1,,1,,10090.0,7071,,In vivo,A,,,,Mus musculus,,N,CHEMBL624347,BAO_0000218,Oral bioavailability of compound determined in mouse after iv administration at a dose of 10 mg/kg,3598,,,50594,Expert
1,,1,,10090.0,7072,,In vivo,A,,,,Mus musculus,,N,CHEMBL624348,BAO_0000218,"Bioavailability in male mice, 2mg/kg oral and 1 mg/kg intravenous dose",5961,,,50594,Intermediate
1,,1,,10090.0,7074,,In vivo,A,,,,Mus musculus,,N,CHEMBL622754,BAO_0000218,Oral bioavailability in mouse,6091,,,50594,Intermediate
1,,1,,10090.0,7075,,In vivo,A,,,,Mus musculus,,N,CHEMBL622755,BAO_0000218,Oral bioavailability in vivo in mice;ND=Not determined,6091,,,50594,Intermediate
1,,1,,10090.0,7076,,In vivo,A,,,,Mus musculus,,N,CHEMBL622756,BAO_0000218,Oral bioavailability in mouse at 10 mg/kg of the compound,5711,,,50594,Intermediate
1,,1,,10090.0,7077,,In vivo,A,,,,Mus musculus,,N,CHEMBL622757,BAO_0000218,Bioavailability in mouse (BALB/C) (dose 50 mg/kg i.p.),17728,,,50594,Intermediate
1,,1,,10090.0,7078,,In vivo,A,,,,Mus musculus,,N,CHEMBL622758,BAO_0000218,Bioavailability in mouse (BALB/C) (dose 20 mg/kg i.v.),17728,,,50594,Intermediate
1,,1,,10090.0,7079,,In vivo,A,,,,Mus musculus,,N,CHEMBL622759,BAO_0000218,Tested for bioavailability of the compound,3802,,,50594,Intermediate
1,,1,,10090.0,7080,,In vivo,A,,,,Mus musculus,,N,CHEMBL622760,BAO_0000218,Tested for half life at the dose of 10 mg/kg when administered intravenously,3802,,,50594,Intermediate
1,,1,,10090.0,7081,,,A,1969.0,,,Mus musculus,,N,CHEMBL622761,BAO_0000218,The plasma half life of compound was determined on EDTA prepared by mouse plasma. ,14029,,Plasma,50594,Intermediate
1,,1,,10090.0,7082,,,A,1969.0,,,Mus musculus,,N,CHEMBL622762,BAO_0000218,The plasma half life of compound was determined on heparin prepared by human plasma. ,14029,,Plasma,50594,Intermediate
1,,1,,10090.0,7083,,,A,1969.0,,,Mus musculus,,N,CHEMBL622763,BAO_0000218,The plasma half life of compound was determined on heparin prepared by human plasma; Not degraded,14029,,Plasma,50594,Intermediate
1,,1,,10090.0,7084,,,A,1969.0,,,Mus musculus,,N,CHEMBL622764,BAO_0000218,The plasma half life of compound was determined on heparin prepared by mouse plasma. ,14029,,Plasma,50594,Intermediate
1,,1,,10090.0,7085,,,A,1969.0,,,Mus musculus,,N,CHEMBL622765,BAO_0000218,The plasma half life of compound was determined on heparin prepared by mouse plasma; Not degraded,14029,,Plasma,50594,Intermediate
1,,1,,10090.0,7086,,,F,,,,Mus musculus,,N,CHEMBL622766,BAO_0000218,Inhibitory concentration of compound was determined after intravenous administration in mice after 6 hours of exposure at 40 mg/Kg,17753,,,50594,Intermediate
1,,1,,10090.0,7087,,,A,,,,Mus musculus,,N,CHEMBL622767,BAO_0000218,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 24 mg/Kg,17753,,,50594,Intermediate
1,,1,,10090.0,7088,,,A,,,,Mus musculus,,N,CHEMBL622768,BAO_0000218,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 5 mg/Kg,17753,,,50594,Intermediate
1,,1,,10090.0,7089,,In vivo,A,178.0,,,Mus musculus,,N,CHEMBL875948,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10107,,Blood,50594,Intermediate
1,,1,,10090.0,7090,,In vivo,A,178.0,,,Mus musculus,,N,CHEMBL622769,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,10107,,Blood,50594,Intermediate
1,,1,,10090.0,7091,,In vivo,A,178.0,,,Mus musculus,,N,CHEMBL622770,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10107,,Blood,50594,Intermediate
1,,1,,10090.0,7092,,In vivo,A,178.0,,,Mus musculus,,N,CHEMBL622771,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10107,,Blood,50594,Intermediate
1,,1,,10090.0,7093,,In vivo,A,178.0,,,Mus musculus,,N,CHEMBL622772,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10107,,Blood,50594,Intermediate
1,,1,,10090.0,7094,,In vivo,A,178.0,,,Mus musculus,,N,CHEMBL622773,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10107,,Blood,50594,Intermediate
1,,1,,10090.0,7095,,In vivo,A,178.0,,,Mus musculus,,N,CHEMBL622774,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10107,,Blood,50594,Intermediate
1,,1,,10090.0,7096,,In vivo,A,10000001.0,,,Mus musculus,,N,CHEMBL621725,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10107,,Bone,50594,Intermediate
1,,1,,10090.0,7097,,In vivo,A,10000001.0,,,Mus musculus,,N,CHEMBL621726,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,10107,,Bone,50594,Intermediate
1,,1,478.0,9606.0,7098,,,F,,,,Homo sapiens,A2780,N,CHEMBL621727,BAO_0000219,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 8,15608,,,81034,Intermediate
1,,1,478.0,9606.0,7099,,,F,,,,Homo sapiens,A2780,N,CHEMBL622413,BAO_0000219,In vitro cytotoxicity against human ovarian carcinoma cell line A2780 using sulforhodamine B (SRB) assay,3290,,,81034,Expert
1,,1,478.0,9606.0,7100,,,F,,,,Homo sapiens,A2780,N,CHEMBL622414,BAO_0000219,Compound was evaluated for cytotoxicity against A2780 cell line,2859,,,81034,Intermediate
1,,1,478.0,9606.0,7101,,,F,,,,Homo sapiens,A2780,N,CHEMBL622415,BAO_0000219,Inhibition of A2780 cell clonogenic assay,15688,,,81034,Expert
1,,1,478.0,9606.0,7102,,,F,,,,Homo sapiens,A2780,N,CHEMBL884001,BAO_0000219,Cytotoxic effect on ovarian cancer cell line (A2780),5642,,,81034,Expert
1,,1,478.0,9606.0,7103,,,F,,,,Homo sapiens,A2780,N,CHEMBL622416,BAO_0000219,Concentration required to inhibit A2780 cell growth when compared with control after incubation for 96 hr at 37 C,6633,,,81034,Intermediate
1,,1,478.0,9606.0,7104,,,F,,,,Homo sapiens,A2780,N,CHEMBL622417,BAO_0000219,"MDR-reversing activity was measured by vincristine accumulation in the multidrug resistant 2780AD, a subline of A2780 ovarian carcinoma cells at 10 mg/mL",3906,,,81034,Intermediate
1,,1,478.0,9606.0,7105,,,F,,,,Homo sapiens,A2780,N,CHEMBL622590,BAO_0000219,50% growth inhibition of A2780 (Human ovarian carcinoma) cell line compared with untreated control cells,6788,,,81034,Expert
1,,1,478.0,9606.0,7106,,,F,,,,Homo sapiens,A2780,N,CHEMBL622591,BAO_0000219,Antiproliferative activity against human A2780 cells,17582,,,81034,Expert
1,,1,478.0,9606.0,7107,,,F,,,,Homo sapiens,A2780,N,CHEMBL622592,BAO_0000219,Inhibition of human A2780 cell proliferation,17764,,,81034,Expert
1,,1,478.0,9606.0,7108,,,F,,,,Homo sapiens,A2780,N,CHEMBL622593,BAO_0000219,Antiproliferative effect against human A2780 cell line was determined in a whole cell 72 hr cytotoxicity assay,17764,,,81034,Expert
1,,1,478.0,9606.0,7109,,,F,,,,Homo sapiens,A2780,N,CHEMBL622594,BAO_0000219,Inhibition of human A2780 cell proliferation (No data),17764,,,81034,Expert
1,,1,478.0,9606.0,7110,,,F,,,,Homo sapiens,A2780,N,CHEMBL622595,BAO_0000219,Cell cytotoxicity was determined against human ovarian cancer (A2780) cell line,2815,,,81034,Intermediate
1,,1,478.0,9606.0,7111,,,F,,,,Homo sapiens,A2780,N,CHEMBL622596,BAO_0000219,Compound was evaluated against human Ovarian carcinoma cell line A2780,16930,,,81034,Intermediate
1,,1,478.0,9606.0,7112,,,F,,,,Homo sapiens,A2780,N,CHEMBL622597,BAO_0000219,Growth inhibition against A2780 wild-type ovarian cell lines,17777,,,81034,Expert
1,,1,478.0,9606.0,7113,,,F,,,,Homo sapiens,A2780,N,CHEMBL622598,BAO_0000219,Compound was evaluated for growth inhibition against A2780 wild-type ovarian cell lines; No data,17777,,,81034,Intermediate
5,,1,,9606.0,7114,,,F,,,,Homo sapiens,,D,CHEMBL622599,BAO_0000019,Inhibition of tubulin polymerization in human ovarian cancer cell lines,16936,,,104766,Autocuration
1,,1,478.0,9606.0,7115,,,F,,,,Homo sapiens,A2780,N,CHEMBL622600,BAO_0000219,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,13759,,,81034,Intermediate
1,,1,478.0,9606.0,7116,,,F,,,,Homo sapiens,A2780,N,CHEMBL622601,BAO_0000219,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,13759,,,81034,Intermediate
1,,1,478.0,9606.0,7117,,,F,,,,Homo sapiens,A2780,N,CHEMBL622602,BAO_0000219,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,13759,,,81034,Intermediate
1,,1,478.0,9606.0,7118,,,F,,,,Homo sapiens,A2780,N,CHEMBL622603,BAO_0000219,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,13759,,,81034,Intermediate
1,,1,478.0,9606.0,7119,,,F,,,,Homo sapiens,A2780,N,CHEMBL622604,BAO_0000219,Compound was tested for inhibitory activity against A2780 human ovarian carcinoma cell line; activity expressed in Mean IC50 values,15292,,,81034,Intermediate
1,,1,478.0,9606.0,7120,,,F,,,,Homo sapiens,A2780,N,CHEMBL622605,BAO_0000219,Compound was tested for inhibitory activity against A2780cisR human ovarian carcinoma cell line; activity expressed in Mean IC50 values,15292,,,81034,Intermediate
1,,1,478.0,9606.0,7121,,,F,,,,Homo sapiens,A2780,N,CHEMBL622606,BAO_0000219,In vitro inhibition of human ovarian cell line A2780,15069,,,81034,Expert
1,,1,478.0,9606.0,7122,,,F,,,,Homo sapiens,A2780,N,CHEMBL619463,BAO_0000219,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",15069,,,81034,Expert
1,,1,478.0,9606.0,7123,,,F,,,,Homo sapiens,A2780,N,CHEMBL619464,BAO_0000219,Concentration of compound to inhibit the growth of human A2780 ovarian carcinoma cells(in vitro),14073,,,81034,Intermediate
1,,1,478.0,9606.0,7124,,,F,,,,Homo sapiens,A2780,N,CHEMBL619465,BAO_0000219,Concentration required to inhibit A2780-cell growth by 50%,14553,,,81034,Expert
1,,1,478.0,9606.0,7125,,,F,,,,Homo sapiens,A2780,N,CHEMBL619466,BAO_0000219,Concentration required to inhibit the cell growth by 50 % after 96 hr A2780 leukemic cells.,13040,,,81034,Expert
1,,1,478.0,9606.0,7126,,,F,,,,Homo sapiens,A2780,N,CHEMBL619467,BAO_0000219,Cytotoxic effect on human ovarian (A2780) cancer cell line,6891,,,81034,Expert
1,,1,478.0,9606.0,7127,,,F,,,,Homo sapiens,A2780,N,CHEMBL619468,BAO_0000219,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,15569,,,81034,Intermediate
1,,1,478.0,9606.0,7128,,,F,,,,Homo sapiens,A2780,N,CHEMBL619469,BAO_0000219,Cytotoxic potency required to inhibit A2780 cell growth by 50% after cell drug contact for 96 hrs,14190,,,81034,Expert
1,,1,478.0,9606.0,7129,,,F,,,,Homo sapiens,A2780,N,CHEMBL619470,BAO_0000219,Cytotoxicity measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,15014,,,81034,Expert
1,,1,478.0,9606.0,7130,,,F,,,,Homo sapiens,A2780,N,CHEMBL619471,BAO_0000219,Cytotoxicity activity of the compound was measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,15014,,,81034,Intermediate
1,,1,478.0,9606.0,7131,,,F,,,,Homo sapiens,A2780,N,CHEMBL619472,BAO_0000219,Cytotoxicity against human ovarian carcinoma A2780 cell line,17496,,,81034,Intermediate
1,,1,478.0,9606.0,7132,,,F,,,,Homo sapiens,A2780,N,CHEMBL619473,BAO_0000219,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",13617,,,81034,Intermediate
1,,1,478.0,9606.0,7133,,,F,,,,Homo sapiens,A2780,N,CHEMBL874368,BAO_0000219,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",13617,,,81034,Intermediate
1,,1,478.0,9606.0,7134,,,F,,,,Homo sapiens,A2780,N,CHEMBL884003,BAO_0000219,"Cytotoxicity against A2780-DX5, Doxorubicin-resistant Ovarian carcinoma cell line",13617,,,81034,Intermediate
1,,1,478.0,9606.0,7135,,,F,,,,Homo sapiens,A2780,N,CHEMBL622690,BAO_0000219,"Cytotoxicity against A2780-WT, human ovarian carcinoma cell line",13617,,,81034,Intermediate
1,,1,478.0,9606.0,7136,,,F,,,,Homo sapiens,A2780,N,CHEMBL622691,BAO_0000219,Cytotoxicity against ovarian carcinoma A2780 tumor cell lines,17672,,,81034,Intermediate
1,,1,478.0,9606.0,7137,,,F,,,,Homo sapiens,A2780,N,CHEMBL622692,BAO_0000219,Dose of required to inhibit growth of cisplatin resistant human ovarian carcinoma (A2780 cisR) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,4544,,,81034,Intermediate
1,,1,478.0,9606.0,7138,,,F,,,,Homo sapiens,A2780,N,CHEMBL623406,BAO_0000219,Dose of required to inhibit growth of human ovarian carcinoma (A2780) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,4544,,,81034,Intermediate
1,,1,478.0,9606.0,7139,,,F,,,,Homo sapiens,A2780,N,CHEMBL884004,BAO_0000219,"Growth inhibition in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant) using the 96 hour exposure sulforhodamine B (SRB) growth delay assay",16317,,,81034,Intermediate
1,,1,478.0,9606.0,7140,,,F,,,,Homo sapiens,A2780,N,CHEMBL623407,BAO_0000219,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780,15099,,,81034,Intermediate
1,,1,478.0,9606.0,7141,,,F,,,,Homo sapiens,A2780,N,CHEMBL623408,BAO_0000219,In vitro Growth Inhibitory activity against A2780 Human ovarian cancer cell line,13978,,,81034,Intermediate
1,,1,478.0,9606.0,7142,,,F,,,,Homo sapiens,A2780,N,CHEMBL623409,BAO_0000219,In vitro antitumor activity against A2780 cell line.,12989,,,81034,Expert
1,,1,478.0,9606.0,7143,,,F,,,,Homo sapiens,A2780,N,CHEMBL623410,BAO_0000219,In vitro cytotoxic activity against human tumor cell line A2780 after incubation for 96 hours,5574,,,81034,Intermediate
1,,1,478.0,9606.0,7144,,,F,,,,Homo sapiens,A2780,N,CHEMBL623576,BAO_0000219,In vitro cytotoxicity against A2780 human ovarian cancer cell line,13528,,,81034,Expert
1,,1,626.0,9606.0,7145,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623577,BAO_0000219,Inhibitory activity against kidney A-CHN tumor cell growth in culture,12782,,,80025,Intermediate
1,,1,626.0,9606.0,7146,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623578,BAO_0000219,The IC50 value was measured on ACHN cell line in renal tumor type.,14255,,,80025,Intermediate
1,,1,626.0,9606.0,7147,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623579,BAO_0000219,Concentration required for killing 50% of cells of renal ACHN cell lines was determined in vitro,16364,,,80025,Intermediate
1,,1,626.0,9606.0,7148,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623580,BAO_0000219,In vitro lethal concentration against most sensitive ACHN cell line,17376,,,80025,Expert
1,,1,626.0,9606.0,7149,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623581,BAO_0000219,Tested for cytotoxic activity against renal cancer ACHN cell line,12016,,,80025,Intermediate
1,,1,626.0,9606.0,7150,,,F,,,,Homo sapiens,ACHN,N,CHEMBL857456,BAO_0000219,Compound tested for growth inhibition of renal cancer cell line ACHN,6058,,,80025,Intermediate
1,,1,626.0,9606.0,7151,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623582,BAO_0000219,Compound was tested for 50% growth inhibition against human renal cancer ACHN cell line,17708,,,80025,Intermediate
1,,1,626.0,9606.0,7152,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623583,BAO_0000219,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,15176,,,80025,Intermediate
1,,1,626.0,9606.0,7153,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623584,BAO_0000219,In vitro anticancer activity against ACHN renal cancer cell line,2806,,,80025,Intermediate
1,,1,626.0,9606.0,7154,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623585,BAO_0000219,In vitro antitumor activity against Renal cancer ACHN cell lines by 6-day assay,15300,,,80025,Intermediate
1,,1,626.0,9606.0,7155,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623586,BAO_0000219,Percent selectivity was evaluated in renal ACHN cell lines,16364,,,80025,Intermediate
1,,1,626.0,9606.0,7156,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623587,BAO_0000219,In vitro inhibitory activity against renal ACHN cancer cell line,13859,,,80025,Intermediate
1,,1,626.0,9606.0,7157,,,F,,,,Homo sapiens,ACHN,N,CHEMBL875279,BAO_0000219,Tested for cytotoxicity against ACHN cell lines in renal cancer,11970,,,80025,Intermediate
1,,1,626.0,9606.0,7158,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623588,BAO_0000219,Tested for the in vitro cytotoxicity against ACHN renal cancer cell line,2450,,,80025,Intermediate
1,,1,626.0,9606.0,7159,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623589,BAO_0000219,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,12696,,,80025,Intermediate
1,,1,626.0,9606.0,7160,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623590,BAO_0000219,Tested in vitro for cytotoxicity in ACHN cell line of Renal cancer,12400,,,80025,Intermediate
1,,1,626.0,9606.0,7161,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623591,BAO_0000219,Cytotoxic effect on renal cancer line ACHN,12888,,,80025,Expert
1,,1,626.0,9606.0,7162,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623592,BAO_0000219,In vitro anti-cancer activity against ACHN(Renal) human tumor cell line,3156,,,80025,Intermediate
1,,1,626.0,9606.0,7163,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623593,BAO_0000219,In vitro inhibition of Renal Cancer ACHN cell lines,3381,,,80025,Intermediate
1,,1,626.0,9606.0,7164,,,F,,,,Homo sapiens,ACHN,N,CHEMBL623594,BAO_0000219,Antitumor activity against human renal adenocarcinoma ACHN cells,16747,,,80025,Intermediate
1,,1,626.0,9606.0,7165,,,F,,,,Homo sapiens,ACHN,N,CHEMBL621833,BAO_0000219,Antitumor activity against human renal adenocarcinoma ACHN cells.,16748,,,80025,Expert
1,,1,626.0,9606.0,7166,,,F,,,,Homo sapiens,ACHN,N,CHEMBL621834,BAO_0000219,Inhibitory concentration required to decrease cell viability in cell growth culture against kidney cells ACHN,12062,,,80025,Intermediate
1,,1,626.0,9606.0,7167,,,F,,,,Homo sapiens,ACHN,N,CHEMBL621835,BAO_0000219,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),14769,,,80025,Intermediate
1,,1,626.0,9606.0,7168,,,F,,,,Homo sapiens,ACHN,N,CHEMBL621836,BAO_0000219,"Cytotoxicity against NCI tumor panel, ACHN renal cancer cell line",15895,,,80025,Intermediate
1,,1,626.0,9606.0,7169,,,F,,,,Homo sapiens,ACHN,N,CHEMBL621837,BAO_0000219,Concentration of compound that cause 50% cytotoxicity of ACHN renal cancer cell line,17376,,,80025,Intermediate
1,,1,626.0,9606.0,7170,,,F,,,,Homo sapiens,ACHN,N,CHEMBL875280,BAO_0000219,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration that inhibits 50% net cell growth).,14882,,,80025,Intermediate
1,,1,626.0,9606.0,7171,,,F,,,,Homo sapiens,ACHN,N,CHEMBL621838,BAO_0000219,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration leading to 50% net cell death).,14882,,,80025,Intermediate
1,,1,626.0,9606.0,7172,,,F,,,,Homo sapiens,ACHN,N,CHEMBL621839,BAO_0000219,Cytotoxicity was tested against renal cancer ACHN tumor cell lines.,15661,,,80025,Intermediate
0,,1,,,7173,,,A,,,,,,U,CHEMBL621840,BAO_0000019,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,9680,,,22224,Autocuration
8,,1,,,7174,,,F,,,,,,H,CHEMBL621841,BAO_0000019,Compound tested for relative response using 1 uM ACh as agonist against AChM1 receptor.,14579,,,10647,Autocuration
1,,1,468.0,10358.0,7175,,,F,,,,Cytomegalovirus,HEL,N,CHEMBL622979,BAO_0000218,Antiviral activity against AD169 strain of cytomegalovirus (CMV) in HEL (human erythroleukemia) cells.,17290,,,50529,Expert
1,,1,,10358.0,7176,,,F,,,,Cytomegalovirus,,N,CHEMBL876595,BAO_0000218,Antiviral activity against AD169 strain of cytomegalovirus (CMV); ND=No data,17290,,,50529,Intermediate
8,,1,,,7177,,,B,,,,,,H,CHEMBL620221,BAO_0000357,Compound was evaluated for its inhibitory activity against calf intestinal Adenosine deaminase (ADA),15891,,,12159,Autocuration
8,,1,,,7178,,,B,,,,,,H,CHEMBL620222,BAO_0000357,Evaluated for the inhibition of calf intestinal Adenosine deaminase (ADA),15890,,,12159,Autocuration
1,,1,979.0,9913.0,7179,,,F,,,,Bos taurus,ADDP cell line,N,CHEMBL620506,BAO_0000219,Inhibitory activity against ovarian tumor cell line ADDP after 72 hr continuous exposure to compound,3801,,,80670,Intermediate
1,,1,980.0,10090.0,7180,,,F,,,,Mus musculus,ADJ/PC6,N,CHEMBL620507,BAO_0000219,Tumor growth inhibition activity after subcutaneous transplanted tumor in ADJ-PC6 plasmacytoma cells,9222,,,80671,Intermediate
1,,1,980.0,10090.0,7181,,,F,,,,Mus musculus,ADJ/PC6,N,CHEMBL620508,BAO_0000219,Tumor growth inhibition activity after subcutaneously transplanted tumor in ADJ-PC6 plasmacytoma cells,9222,,,80671,Intermediate
1,,1,980.0,10090.0,7182,,,F,,,,Mus musculus,ADJ/PC6,N,CHEMBL620509,BAO_0000219,"Compound was tested for dose producing 90% reduction in tumor weight, in ADJ/PC6 mouse plasma cell tumor",7257,,,80671,Intermediate
1,,1,980.0,10090.0,7183,,,F,,,,Mus musculus,ADJ/PC6,N,CHEMBL620510,BAO_0000219,Compound was tested for inhibition against ADJ/PC6 mouse plasma cell tumor at the dose of 320 mg/Kg,7257,,,80671,Intermediate
1,,1,980.0,10090.0,7184,,,A,,,,Mus musculus,ADJ/PC6,N,CHEMBL620511,BAO_0000219,Compound was tested for dose required to kill 50 % of ADJ/PC6 mouse plasma cell tumor in a group,7257,,,80671,Intermediate
1,,1,980.0,10090.0,7185,,,F,,,,Mus musculus,ADJ/PC6,N,CHEMBL620512,BAO_0000219,In vitro incorporation of the [3H]thymidine into the ADJ/PC6 Plasmacytoma cells,8084,,,80671,Intermediate
0,,1,,10090.0,7186,,,F,,,,Mus musculus,,U,CHEMBL620513,BAO_0000019,Tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma,14943,,,22224,Autocuration
0,,1,,10090.0,7187,,,F,,,,Mus musculus,,U,CHEMBL620514,BAO_0000019,The compound was tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma; Not determined,14943,,,22224,Autocuration
0,,1,,10090.0,7188,,,F,,,,Mus musculus,,U,CHEMBL620515,BAO_0000019,Tested for cytotoxicity against ADJ/PC6 plasmacytoma,14943,,,22224,Autocuration
0,,1,,1423.0,7189,,In vivo,A,,,,Bacillus subtilis,,U,CHEMBL620516,BAO_0000218,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),10524,,,22224,Autocuration
1,,1,,9615.0,7190,,,A,1969.0,,,Canis lupus familiaris,,N,CHEMBL620517,BAO_0000218,AUC value in dog after IV administration at a dose of 5 mg/kg,3546,,Plasma,50588,Intermediate
1,,1,,9615.0,7191,,,A,1969.0,,,Canis lupus familiaris,,N,CHEMBL620518,BAO_0000218,AUC value in dog after oral administration at a dose of 5 mg/kg,3546,,Plasma,50588,Intermediate
1,,1,,9615.0,7192,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL620519,BAO_0000218,Cmax value in dog after oral administration at a dose of 5 mg/kg,3546,,,50588,Intermediate
1,,1,,9615.0,7193,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL621386,BAO_0000218,Bioavailability in dog after oral administration at a dose of 5 mg/kg,3546,,,50588,Intermediate
1,,1,,9615.0,7194,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL621387,BAO_0000218,Tmax value in dog after oral administration at a dose of 5 mg/kg,3546,,,50588,Intermediate
1,,1,,9615.0,7195,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL621388,BAO_0000218,Compound was evaluated for its clearance when administered intravenously in dog,3184,,,50588,Intermediate
1,,1,,9615.0,7196,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL621389,BAO_0000218,Plasma clearance in Beagle dogs after intravenous administration at a dose of 10 mg/kg,16456,,,50588,Intermediate
1,,1,,9615.0,7197,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL621390,BAO_0000218,Plasma clearance was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),4809,,,50588,Intermediate
0,,1,,,7198,,,P,,,,,,U,CHEMBL621391,BAO_0000100,Calculated partition coefficient (clogP),4219,,,22229,Intermediate
1,,1,,9615.0,7199,,,A,,,,Canis lupus familiaris,,N,CHEMBL621392,BAO_0000218,Half life in dog,3748,,,50588,Intermediate
1,,1,,9615.0,7200,,,A,,,,Canis lupus familiaris,,N,CHEMBL621393,BAO_0000218,Time taken for EC90 was determined when tested in dog,3132,,,50588,Intermediate
1,,1,,9615.0,7201,,,A,,,,Canis lupus familiaris,,N,CHEMBL621394,BAO_0000218,Half life (iv) was determined,4219,,,50588,Intermediate
1,,1,,9615.0,7202,,,A,2107.0,,,Canis lupus familiaris,,N,CHEMBL621395,BAO_0000218,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,16907,,Liver,50588,Intermediate
