SRASSI,Descri,ASI,RELTY,ASSORG,ASSSTR,VAI,DOI,Ti,CONFISC,ASST,BAFO,CI,ASTET,SRI,CHI,TISI,ASCAT,ASSTI,CURB,ASTIS,ASSSUBCELFRA,ASSCTY
,AUC in rat after 3mg/kg oral dose,10239,N,Rattus norvegicus,,,4878,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626746,1969.0,,10116.0,Intermediate,Plasma,,
,Ratio in brain to that of rat plasma for 2 hr after peroral administration at 10 mg/kg,10240,N,Rattus norvegicus,,,5939,50597,1,A,BAO_0000218,,,1,CHEMBL626747,,,10116.0,Intermediate,,,
,Ratio in brain to that of rat plasma for 2 hr after peroral administration at 5 mg/kg,10241,N,Rattus norvegicus,,,5939,50597,1,A,BAO_0000218,,,1,CHEMBL626748,,,10116.0,Intermediate,,,
,Bioavailability administered orally at a dose of 10 mg/kg to rats,10242,N,Rattus norvegicus,,,16367,50597,1,A,BAO_0000218,,,1,CHEMBL626749,,,10116.0,Intermediate,,,
,Oral Bioavailability was determined,10243,N,Rattus norvegicus,,,16366,50597,1,A,BAO_0000218,,,1,CHEMBL626750,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10244,N,Rattus norvegicus,,,4426,50597,1,A,BAO_0000218,,,1,CHEMBL626751,,,10116.0,Intermediate,,,
,Oral bioavailability in rat; Not performed.,10245,N,Rattus norvegicus,,,4426,50597,1,A,BAO_0000218,,,1,CHEMBL626913,,,10116.0,Intermediate,,,
,Bioavailability,10246,N,Rattus norvegicus,,,5041,50597,1,A,BAO_0000218,,,1,CHEMBL626914,,,10116.0,Intermediate,,,
,Bioavailability was determined; ND denotes no data,10247,N,Rattus norvegicus,,,5041,50597,1,A,BAO_0000218,,,1,CHEMBL626915,,,10116.0,Intermediate,,,
,Biliary excretion when administered intravenously at a dose of 2.5 mg/kg in rats,10248,N,Rattus norvegicus,,,1500,50597,1,A,BAO_0000218,,,1,CHEMBL626916,,,10116.0,Intermediate,,,
,Biliary excretion when administered intravenously at a dose of 5 mg/kg in rats,10249,N,Rattus norvegicus,,,1500,50597,1,A,BAO_0000218,,,1,CHEMBL626917,,,10116.0,Intermediate,,,
,Binding towards rat plasma protein at 10 uM,10250,N,Rattus norvegicus,,,17409,50597,1,A,BAO_0000218,,,1,CHEMBL626918,,,10116.0,Intermediate,,,
,Binding towards rat plasma protein at 100 uM,10251,N,Rattus norvegicus,,,17409,50597,1,A,BAO_0000218,,,1,CHEMBL626919,,,10116.0,Intermediate,,,
,Bioavailability in rat (dose 20 mg/kg p.o.),10252,N,Rattus norvegicus,,,2959,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626920,,,10116.0,Intermediate,,,
,Bioavailability was determined after oral administration of compound 18 at a dose of 4 mg/kg to rat,10253,N,Rattus norvegicus,,,13501,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621976,,,10116.0,Intermediate,,,
,Bioavailability in rat after 5 mg/kg oral gavage,10254,N,Rattus norvegicus,,,6567,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL877599,,,10116.0,Intermediate,,,
,Bioavailability in rat,10255,N,Rattus norvegicus,,,6571,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621977,,,10116.0,Intermediate,,,
,Bioavailability in rat (dose 1 mg/kg i.v.),10256,N,Rattus norvegicus,,,6715,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621978,,,10116.0,Intermediate,,,
,Bioavailability in rat (dose 3 mg/kg p.o.),10257,N,Rattus norvegicus,,,6715,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621979,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10258,N,Rattus norvegicus,,,2932,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621980,,,10116.0,Intermediate,,,
,Bioavailability of the compound in rats after administration of 30 mg/kg,10259,N,Rattus norvegicus,,,4171,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621981,,,10116.0,Intermediate,,,
,Bioavailability after administration of 10 mg/kg in rats,10260,N,Rattus norvegicus,,,17509,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621982,,,10116.0,Intermediate,,,
,Bioavailability after administration of 2 mg/kg in rats,10261,N,Rattus norvegicus,,,17509,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL882953,,,10116.0,Intermediate,,,
,Bioavailability by oral administration at a dose of 100 uM/kg in rat was determined,10262,N,Rattus norvegicus,,,4527,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621983,,,10116.0,Intermediate,,,
,Bioavailability in dogs was determined; high,10263,N,Rattus norvegicus,,,4026,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621984,,,10116.0,Intermediate,,,
,Bioavailability in monkey after intravenous administration at 1 mpk,10264,N,Rattus norvegicus,,,6659,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621985,,,10116.0,Intermediate,,,
,Bioavailability in monkey after peroral administration at 10 mpk,10265,N,Rattus norvegicus,,,6659,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621986,,,10116.0,Intermediate,,,
,Bioavailability in rat after intravenous administration at 1 mpk,10266,N,Rattus norvegicus,,,6659,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621987,,,10116.0,Intermediate,,,
,Bioavailability in rat after intravenous administration at 2 mpk,10267,N,Rattus norvegicus,,,6659,50597,1,F,BAO_0000218,,In vivo,1,CHEMBL877600,,,10116.0,Intermediate,,,
,Bioavailability in rat after peroral administration at 30 mpk,10268,N,Rattus norvegicus,,,6659,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621988,,,10116.0,Intermediate,,,
,Bioavailability in rat after peroral administration at at 100 mpk,10269,N,Rattus norvegicus,,,6659,50597,1,F,BAO_0000218,,In vivo,1,CHEMBL621989,,,10116.0,Intermediate,,,
,Bioavailability in rats was evaluated,10270,N,Rattus norvegicus,,,6597,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621990,,,10116.0,Intermediate,,,
,Bioavailability was calculated after an intravenous dose of 0.3 mg/Kg in rats after 6 hr,10271,N,Rattus norvegicus,,,1202,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621991,,,10116.0,Intermediate,,,
,Bioavailability was calculated after an intravenous dose of 1 mg/Kg in rats after 6 hr,10272,N,Rattus norvegicus,,,1202,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621992,,,10116.0,Intermediate,,,
,Bioavailability was calculated after peroral dose of 3.0 mg/Kg in rats after 4 hr,10273,N,Rattus norvegicus,,,1202,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621993,,,10116.0,Intermediate,,,
,Bioavailability was calculated after peroral dose of 3.0 mg/Kg in rats after 6 hr,10274,N,Rattus norvegicus,,,1202,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621994,,,10116.0,Intermediate,,,
,Bioavailability in rat,10275,N,Rattus norvegicus,,,5207,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621995,,,10116.0,Intermediate,,,
,Bioavailability in rat,10276,N,Rattus norvegicus,,,5970,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621996,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (dose 10 mg/kg),10277,N,Rattus norvegicus,,,17538,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621997,,,10116.0,Intermediate,,,
,Bioavailability in rat after po administration at a dose of 10 mg/kg; nd is not determined,10278,N,Rattus norvegicus,,,17538,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621998,,,10116.0,Intermediate,,,
,Bioavailability upon peroral administration of 10.0 mg/Kg dose in rat,10279,N,Rattus norvegicus,,,1466,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621999,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10280,N,Rattus norvegicus,,,2879,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622000,,,10116.0,Intermediate,,,
,Bioavailability was measured in rat after oral administration; 2-4,10281,N,Rattus norvegicus,,,2879,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622001,,,10116.0,Intermediate,,,
,Bioavailability was measured in rat after oral administration; 3-7,10282,N,Rattus norvegicus,,,2879,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622002,,,10116.0,Intermediate,,,
,Bioavailability in rat (intraduodenal administration),10283,N,Rattus norvegicus,,,3777,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622003,,,10116.0,Intermediate,,,
,Bioavailability in rat (intraduodenal administration),10284,N,Rattus norvegicus,,,3777,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL877601,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10285,N,Rattus norvegicus,,,3777,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624871,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10286,N,Rattus norvegicus,,,3777,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622004,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg p.o.),10287,N,Rattus norvegicus,,,5423,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL882954,,,10116.0,Intermediate,,,
,Bioavailability was evaluated when a dose of 3 mg/kg was administered orally,10288,N,Rattus norvegicus,,,16365,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622005,,,10116.0,Intermediate,,,
,Bioavailability was evaluated when a dose of 3 mg/kg was administered orally to a fasting rat,10289,N,Rattus norvegicus,,,16365,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622006,,,10116.0,Intermediate,,,
,Bioavailability was measured in rat,10290,N,Rattus norvegicus,,,4239,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622007,,,10116.0,Intermediate,,,
,Bioavailability was reported,10291,N,Rattus norvegicus,,,5438,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622008,,,10116.0,Intermediate,,,
,Bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),10292,N,Rattus norvegicus,,,5334,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622009,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),10293,N,Rattus norvegicus,,,5334,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622010,,,10116.0,Intermediate,,,
,Bioavailability was determined upon 10 mg/kg in 1% methylcellulose peroral administration in rats,10294,N,Rattus norvegicus,,,4199,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622011,,,10116.0,Intermediate,,,
,Bioavailability in rat (dose 2 mg/kg in 1% methylcellulose p.o.),10295,N,Rattus norvegicus,,,4199,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622012,,,10116.0,Intermediate,,,
,Bioavailability in rat (dose 3 mg/kg in 1% methylcellulose ),10296,N,Rattus norvegicus,,,4199,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622013,,,10116.0,Intermediate,,,
,Bioavailability was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,10297,N,Rattus norvegicus,,,4890,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622014,,,10116.0,Intermediate,,,
,Bioavailability was determined at 3 mg/kg po dose in rats,10298,N,Rattus norvegicus,,,2792,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624749,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (dose 2 mg/kg),10299,N,Rattus norvegicus,,,5529,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624750,,,10116.0,Intermediate,,,
,"Bioavailability was determined in rats at 10 mg/kg, p.o. dose",10300,N,Rattus norvegicus,,,6685,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624751,,,10116.0,Intermediate,,,
,"Bioavailability was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",10301,N,Rattus norvegicus,,,6685,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624752,,,10116.0,Intermediate,,,
,"Bioavailability was determined in rats at 2 mg/kg, i.v. dose; n/a: not applicable",10302,N,Rattus norvegicus,,,6685,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624753,,,10116.0,Intermediate,,,
,Bioavailability was evaluated in rat after peroral administration at a dose of 1 mg/kg,10303,N,Rattus norvegicus,,,6005,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624754,,,10116.0,Intermediate,,,
,Bioavailability was evaluated in rats at an intravenous dose of 3 mg/kg; Not applicable,10304,N,Rattus norvegicus,,,6410,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624755,,,10116.0,Intermediate,,,
,Bioavailability was evaluated in rats at an oral dose of 30 mg/kg,10305,N,Rattus norvegicus,,,6410,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624756,,,10116.0,Intermediate,,,
,Bioavailability in rat,10306,N,Rattus norvegicus,,,6103,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624757,,,10116.0,Intermediate,,,
,Bioavailability was evaluated in rats at an intravenous dose of 3 mg/kg; Not applicable,10307,N,Rattus norvegicus,,,6410,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624758,,,10116.0,Intermediate,,,
,Bioavailability was evaluated in rats at an oral dose of 30 mg/kg,10308,N,Rattus norvegicus,,,6410,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622270,,,10116.0,Intermediate,,,
,Bioavailability in rat (Sprague-Dawley),10309,N,Rattus norvegicus,,,5353,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622271,,,10116.0,Intermediate,,,
,Bioavailability in rat at the dose of 2 mg/kg,10310,N,Rattus norvegicus,,,4727,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622272,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10311,N,Rattus norvegicus,,,17804,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622273,,,10116.0,Intermediate,,,
,Bioavailability in rat (cannulated) (dose 2 mg/kg),10312,N,Rattus norvegicus,,,5809,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622274,,,10116.0,Intermediate,,,
,Bioavailability value of compound in rats was determined after peroral administration,10313,N,Rattus norvegicus,,,17804,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622275,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (dose 20 mg/kg),10314,N,Rattus norvegicus,,,3634,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622276,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10315,N,Rattus norvegicus,,,3341,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622277,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (dose 5 mg/kg),10316,N,Rattus norvegicus,,,2690,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622278,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10317,N,Rattus norvegicus,,,3184,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622279,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10318,N,Rattus norvegicus,,,740,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622280,,,10116.0,Intermediate,,,
,Compound was evaluated for oral bioavailability in rats; 15-27 %,10319,N,Rattus norvegicus,,,1806,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624083,,,10116.0,Intermediate,,,
,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 18 h,10320,N,Rattus norvegicus,,,4891,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624084,,,10116.0,Intermediate,,,
,Compound was evaluated for pharmacokinetic property in rats after an oral dose of 10 mg/kg and the value was reported as oral bioavailability (F),10321,N,Rattus norvegicus,,,3634,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624085,,,10116.0,Intermediate,,,
,Compound was tested for bioavailability in rats,10322,N,Rattus norvegicus,,,64,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624086,,,10116.0,Intermediate,,,
,Bioavailability in rat,10323,N,Rattus norvegicus,,,4839,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624087,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10324,N,Rattus norvegicus,,,1094,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624088,,,10116.0,Intermediate,,,
,Compound was tested for oral bioavailability in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po.,10325,U,Macaca mulatta,,,5005,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL624089,,,9544.0,Intermediate,,,
,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v. and 2 mg/kg p.o.),10326,U,Rattus norvegicus,,,5005,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL624090,,,10116.0,Intermediate,,,
,Evaluated for the bioavailability in rat (in vivo),10327,N,Rattus norvegicus,,,4687,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624091,,,10116.0,Intermediate,,,
,F value of compound in rats was determined after peroral administration,10328,N,Rattus norvegicus,,,17804,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624092,,,10116.0,Intermediate,,,
,In vivo Oral bioavailability (F)was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,10329,N,Rattus norvegicus,,,5974,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624093,,,10116.0,Intermediate,,,
,In vivo Oral bioavailability (F)was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,10330,N,Rattus norvegicus,,,5974,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624094,,,10116.0,Intermediate,,,
,In vivo Oral bioavailability (F)was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,10331,N,Rattus norvegicus,,,5974,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624095,,,10116.0,Intermediate,,,
,In vivo Oral bioavailability (F)was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,10332,N,Rattus norvegicus,,,5974,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624096,,,10116.0,Intermediate,,,
,"In vivo percent of absolute bioavailability obtained from blood plasma levels analyzed by means of GC/MS (dose 5 uM/kg i.v. and 40 uM/kg, p.o.)",10333,N,Rattus norvegicus,,,1088,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624097,,,10116.0,Intermediate,,,
,Maximum fall in carotid flow in rat,10334,N,Rattus norvegicus,,,1742,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624098,,,10116.0,Intermediate,,,
,Oral Bioavailability after intravenous administration (1 mg/kg) in rat,10335,N,Rattus norvegicus,,,4689,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL874392,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (dose 5 mg/kg),10336,N,Rattus norvegicus,,,2463,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624099,,,10116.0,Intermediate,,,
,Oral bioavailability (F%) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,10337,N,Rattus norvegicus,,,5654,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624100,,,10116.0,Intermediate,,,
,Oral bioavailability (F%) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,10338,N,Rattus norvegicus,,,5654,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624101,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (male Wistar),10339,N,Rattus norvegicus,,,6874,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624102,,,10116.0,Intermediate,,,
,Oral bioavailability after administration (30 mg/kg) in rat; good,10340,N,Rattus norvegicus,,,5633,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624103,,,10116.0,Intermediate,,,
,Oral bioavailability at the dose of 2 mg/kg in rat,10341,N,Rattus norvegicus,,,5496,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624104,,,10116.0,Intermediate,,,
,Oral bioavailability determined in rats,10342,N,Rattus norvegicus,,,2358,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624105,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (Sprague-Dawley) (male) (dose 50 mg/kg p.o.),10343,N,Rattus norvegicus,,,16456,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624106,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (dose single 10 mg/kg),10344,N,Rattus norvegicus,,,5302,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624107,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (dose single 10 mg/kg),10345,N,Rattus norvegicus,,,5302,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL623943,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (dose 5 mg/kg,10346,N,Rattus norvegicus,,,5302,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL623944,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 1 week following acute dosing against at a dose of 20 mg/kg Hippocampus HVA; below the levels of detection,10347,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623945,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 1 week following acute dosing against at a dose of 20 mg/kg Hippocampus NE,10348,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623946,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex 5-HIAA,10349,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623947,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex 5-HT,10350,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623948,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex DA,10351,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623949,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex DOPAC,10352,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623950,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex HVA,10353,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL874398,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex NE,10354,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623951,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus 5-HIAA,10355,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623952,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus 5-HT,10356,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623953,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DA; below level of detection,10357,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623954,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DA; below the levels of detection,10358,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623955,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DOPAC; below level of detection,10359,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL623956,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DOPAC; below the levels of detection,10360,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627807,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus HVA; below level of detection,10361,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627808,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus HVA; below the levels of detection,10362,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627809,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus NE,10363,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627810,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex 5-HIAA",10364,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627811,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex 5-HT",10365,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627812,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex DA",10366,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627813,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex DOPAC",10367,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627814,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex HVA",10368,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL875336,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex NE",10369,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627815,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus 5-HIAA",10370,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627816,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 h postdrug against, at a dose of 20 mg/kg Hippocampus 5-HT",10371,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627817,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus DA; below the levels of detection",10372,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627818,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus DOPAC; below the levels of detection",10373,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627819,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus HVA; below the levels of detection",10374,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627820,,,10116.0,Intermediate,,,
,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus NE",10375,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL627821,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex 5-HIAA,10376,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL628464,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex 5-HT,10377,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL626239,,,10116.0,Intermediate,,,
