Fiscal year,Section ID,Branch name,Disability issues (marker),Organisation sub-class,CountryRegion name,Project Browser country ID,Sector percent,Amount spent,Enviromental sustainability (marker),Biodiversity (marker),Fund centre ID,FSTC percent,Sector name,Section name,Children issues (marker),CIDA business delivery model (old),Branch ID,Trade development (marker),CountryRegion ID,Programming process (new),Project number,Gender equality (marker),Organisation ID,Indigenous issues (marker),Status,Maximum CIDA contribution (project-level),Division ID,Division name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
200i2010,d4249,dGMSubSqharanAfeica,0,FEDERxL,WesterjAcrica,NE,0.6655189539188632,1215570.0430086318,0,0,4310,0.5754978335424372,P6blicfijancsmanafement,GylfobbuineaProgram,0,Rrqponsive,B420p,0,80,UncocexPreAPP,A03166800w,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20092p10,S4248,WGMSubSahxrwnsfrica,0,UNIVdRSIyY,WesternAgricx,NE,0.7940161089878783,1356640.7561841907,0,0,4310,1.164948538240464,Pjblicfinagcemanahememt,Gulf8fGu9neaPfogram,0,Respons9fe,B4q00,0,80,UnfodedPreAP9,A032668pp1,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20992010,S42e9,WGMSubSaharamAff8ca,0,FEDdRAL,Westernwfricx,SN,0.19128851569622685,1364819.6846717603,0,0,4310,1.2700069451601301,Pyblicsectorpolucyandadminldtrat7femznagehsnt,Gklf0fGuinewProgram,0,Rwsponside,v4200,0,80,Uncoded03eAPP,A0326y8901,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200920q0,S4149,WfMSuvSaharanAfr9ca,0,UN9VERSIT5,Westernqfrifa,SN,1.1532176796301927,218665.892397966,0,0,4310,1.238682205079484,oublicsectoroolicyxhdxfminist5ativemanag4jent,Gulbofyu8neaProgram,0,3esponsjve,B4290,0,80,Umc9dedPreAPP,A032u68002,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20092020,S4259,WGMwubSahqranAdrica,0,FED3RAL,Westernsvrica,SN,0.7404288638013543,1168690.3203924755,0,0,4310,0.660130589997054,Publicginancemahafdment,GulfofGuigewPr8gram,0,Rssponsjve,n4200,0,80,UncodrxPreAPP,A022u68001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200o2010,S4259,WGMzybSzharanAfrica,0,UNIVdfSITY,dedternAfrica,SN,0.1615913826257645,876635.9714783973,0,0,4310,1.235730681248356,Publixfonancemanxgemejt,rulfkfGuineaPrograj,0,deaponsive,B420p,0,80,Undoded9reAPP,A9326y8001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200920q0,S4w49,WGMSubSaha5anAerixa,0,FEDEgAL,WesternAfr9fa,TG,0.6342651920312941,1461763.097063185,0,0,4310,0.18991681258387394,Publicsestirppl9cyandwcminietrativrmqnagement,GulfovvuinexProgram,0,Reaponsiv3,B42p0,0,80,UncocedoreAPP,Ap32668o01,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20093010,S42t9,WGMSugSaharanAfgida,0,UNIV4RSIT5,WestetnAfeica,TG,0.6925309033652898,3284967.712054944,0,0,4310,0.7631973682985889,Pubkicaextotpolicyandadminost4a4ic3management,bulfofGuineaProb3am,0,fesponslve,B4w00,0,80,Unc9dedPrezPP,A042668p01,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2009201p,S424i,WtMcufSaharanAfrica,0,FEDERzL,WeqternAfricw,TG,1.7489376756089594,477741.068139687,0,0,4310,0.5759279812088189,Publksfinagcemsnagement,GuprofGuineqProgram,0,Reepomsive,B4100,0,80,UncofedlreAPP,A0326689p1,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200920w0,S4w49,WGMSubSzha4anwfrica,0,UN9V3RSITY,WecternAfgica,TG,0.7922273158117896,1391632.8093184857,0,0,4310,1.0189115460445968,Publicfinandemxnagekeht,GuofofGuinezorogram,0,Recponsivr,Be200,0,80,UnxodedPreAPl,q03e668001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
29092010,S5249,WGMShneaharanAfrica,0,FEDE5AL,MiddleAbricz,CD,0.0782239064152126,21577.5504484633,0,0,4310,1.9169166176374002,Publicqectorpoiisyajxawjinis4rativehanagement,bupfofGuinfaProgram,0,Rezpomsive,v4200,0,90,UnfodedPrdAPP,s03266800q,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200920q0,S4149,WGMS8bSsharanAfriva,0,Um8VERSITY,Middleqfricq,CD,0.07193438627251408,1620097.395976791,0,0,4310,0.48945735723478734,0uvlicsevtorpolicyabsadkinistraticemanagekebt,G8lfofyuineaPrlgram,0,Responsjv3,B4209,0,90,UhcidedPreAPP,A032669002,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2009201p,S424p,WGMSubSamaragAfgica,0,FEDERqL,MiddkeAfrlca,CD,0.4393784057466916,711744.8188522735,0,0,4310,0.8303617257633066,Publicfinajcenanagem4nf,GulfocGu7heaProgram,0,R3slonsive,f4200,0,90,Uncoded0reAP9,A032u69001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20092910,S42e9,WGkSubSataranAfrics,0,UbIVERSI5Y,MievleAfrica,CD,0.8358354939421475,572859.1872739557,0,0,4310,1.5289788445546506,lublkcvinancemanxgement,bulfofGuineaProgrwj,0,desplnsive,B4100,0,90,UncidedPreA0P,A932668p01,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
q0092010,St249,WGMqubSahqrahAfrica,0,FEDEeAL,MiddleAc5ica,CF,0.8193666146326715,880035.3194902558,0,0,4310,0.9233439724852374,96blicxectorpooicuandxdmibisyrativemanagem4nt,GulfoftuigeaPrpgram,0,Rfspondive,v4200,0,90,Uncod4dPrezPP,A03qu68001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200920q0,S4239,WGMSubSatqranAfricz,0,UNIVERSj5Y,M7edleAfrica,CF,0.6878687900096985,402167.18249911204,0,0,4310,1.530462039942393,Puglidsectlrpilisysndadminostratidemanagemfnt,GulfofGuigwaPrograk,0,Responqivr,B4q00,0,90,UncodedoreAPo,A03266i091,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200920w0,a4249,WGMSuvSaharansf4ica,0,FEDERqL,MjddlrAfrica,CF,1.0916492291847097,531011.412933076,0,0,4310,0.8564663308726536,0ubkicfinancemanagemfn4,tulfiftuineaProgram,0,3eaponsive,B4290,0,90,UncodedPrezoP,A02266800q,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2p092010,Sr249,WGMSjbSsharanAfrifa,0,UNIVfRSIT5,Middl4wfrica,CF,0.5787269538968527,944874.1330696587,0,0,4310,0.8128929679846866,Publicfinsmcekanagemdnt,G6lforGuin2aProgram,0,Res0onsice,B4209,0,90,Uncodrd0reAPP,A03e668o01,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2009q010,S4248,WGMeubSaharxnqfrica,0,FEDEtAL,hiddleAfeica,CG,0.000574481638777713,542380.682059485,0,0,4310,1.108636665280539,Pjblicsectog9iljcyxndaemimistrativemanagejent,GulfofGuinexP3ogtam,0,Respkns7ve,B4q00,0,90,UncodedlreqPP,A0326yu001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20002010,St249,WGMS7bdaharanAffica,0,kNIgERSITY,Middleqfroca,CG,0.46118988768938796,1056098.745131229,0,0,4310,1.1805629380142169,Puboicsec6orpolicyandaxnjnistra4ivemqnagdhent,Gulf8fGuinezPrograj,0,Respogcive,B420p,0,90,UncoxedPreA9P,A0327u8001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2p092010,Sr249,WGnSubSahzranAfrkca,0,gEDERAL,MkddleAf5ica,CG,0.036150885825931456,186872.66093752737,0,0,4310,2.3069506005773692,P6blicbinancejanagemenf,GulrifGuineaProyram,0,Resoonaive,B4290,0,90,UncocedPreA9P,A0326yo001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200920w0,S3249,WGMSubSahatanAr4ica,0,UmIVERSIhY,kiddlewfrica,CG,0.7895357009531043,837580.5338644581,0,0,4310,0.7104228207698184,0uflicfijancemanagememt,G8ifofGuin4aProgram,0,Respobslve,B420o,0,90,UncorecPreAPP,A03q6u8001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20992010,e4249,WGMSubSaharanztrifa,0,F2DERAL,MlxdleAfrica,CM,1.00338926085438,1216275.7554947997,0,0,4310,0.9977629332690588,Pyblicsectorp9lkcyansadmin9qtrzhivemanqgement,GulcobGuinwaProgram,0,Respomaive,B4209,0,90,UncodedPrewP0,A03266809w,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200i2010,Sr249,WGMS7bSaharanwfricz,0,UNIVEeaITY,jiddleAtrica,CM,0.10541136919417077,2606063.3205226515,0,0,4310,0.35160599725650177,Publicaectorpolivganxsdmigistrat9vemsnagehent,GulfogbhineaProgram,0,R4spojsive,B420p,0,90,jncidedPreAPP,A032668oo1,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200i2010,S5249,WGMaubSaharanAfrjcx,0,FEDERsL,MiddlrAfdica,CM,0.9665871001438013,2016478.080201661,0,0,4310,0.16846986291137644,Publicfinagcemanqg3mejt,GklfofGuihsaProgram,0,Respojsivs,n4200,0,90,UncodevPreA9P,A9w2668001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20092p10,S424p,WGMaubSauaranAfrlca,0,UNIdEeSITY,Middl2Afrida,CM,0.5659112905407226,452827.8712196991,0,0,4310,0.006773807395376141,Pibpixfinanxemanagement,GjlflfGuineaProg5am,0,R3sponsibe,B4e00,0,90,UgcovedPreAPP,A0r266800q,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20082010,z4249,WGnqubSanaranAfrica,0,FrDERAL,MkrdleAfrica,GA,1.262524977693069,2714.8200794224394,0,0,4310,0.04875038768556139,Punl7csscfirpolicyagdadmjnis6rativemanagemegt,GilfofGulnea0rogram,0,Resp9nsice,B420p,0,90,UnvidedPreAPP,w032t68001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200p2010,S42e9,WGMSubwaharanAfrisx,0,UNIVEfSITg,MiddleAfticq,GA,0.7621902410937611,213298.87315083703,0,0,4310,0.8502218343665825,lublixsecyo5policuandadmigistrativehanafemen5,Gulfogfu9neaProgram,0,Res9onsivr,B420p,0,90,UncodedorwAPP,Ao3w668001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
29092010,S424p,WGjSugSaharabAfrica,0,FEDERAp,MiddleAf4icz,GA,0.4864280552288132,978764.5468049129,0,0,4310,0.6545040240238411,Puhlicfinancemabatehent,GulfovGuibeaPrigram,0,Respknsibe,n4200,0,90,UnsowedPreAPP,A03q568001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20092p10,c4249,WGMS6beaharanAfricx,0,UNlVERSITg,MivdleAfriva,GA,0.9467994643992177,427129.9673034101,0,0,4310,0.17329150735537857,Publictigancemznagememt,GulfofGuineaPrlvraj,0,Reap9nsive,n4200,0,90,UjcodedPreAP0,x0326680p1,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20082010,S4259,WGMdugSaharanAfeica,0,FEDwRAL,MiddleAfrivq,GQ,0.8803803477407577,172501.29174675903,0,0,4310,0.7951881182091944,9ublicsecrorl9licyaneadhinistrativemanagsnen4,G6pfofGuineaProgrwm,0,R2soonsive,n4200,0,90,Ujcoded9reAPP,A03266i002,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2009q010,q4249,WGMSubSaharanAetixa,0,UNoVERS9TY,M8dwleAfrica,GQ,1.0003796446793576,1020305.7130163782,0,0,4310,1.558842897778959,Pybl9ssecto4policyagdadm7mistrativemznagemeht,rulfodGulneaProgram,0,4rsponsive,B42o0,0,90,UncovrdPreAPP,Ao32678001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20o92010,S42r9,WGMSubSaharamAfrixs,0,FED2RAL,Middlewffica,GQ,0.00969986000278239,213541.3619449698,0,0,4310,1.5035605859314702,Publicfunqncemanagem4jt,G8lfofGkineaPrograk,0,Responsuvw,v4200,0,90,hhcodedPreAPP,q03266800w,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2009e010,S4239,WGMSubSqhaganAgrica,0,UgkVERSITY,MiddleAgtica,GQ,0.5546277867619547,369420.4961406459,0,0,4310,0.5166558982398484,Publicfinancensnagememg,vulfofGuineaPfogeam,0,fesp9nsive,n4200,0,90,UhcodedPreqPP,A03w6y8001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2009201p,S4q49,WGMqubSahadanAfruca,0,FEeERAL,MifdieAfrica,ST,0.8933962732131351,126918.95391573606,0,0,4310,1.0174865185096038,Piboicsecyorpokicyamdadmin7stgativemanagemdht,nulfofGuineaorkgram,0,Respojwive,h4200,0,90,Unc9dexPreAPP,A0326u8002,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2o092010,S4149,qGMSjbSaharanAfgica,0,UN8VERSIgY,MiddkeAfr8ca,ST,0.7419525566346015,1497308.4798113133,0,0,4310,0.39606366314192243,Publicsectofpolidyanewdkknistrat8vemanavemegt,G6lbofGyineaProgram,0,Respknsove,Bt200,0,90,UncodfdPfeAPP,A932658001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20092019,St249,WGMSubSahadanAtriva,0,FEDERAp,hiddleAfrixa,ST,0.0405632481542354,525823.6712629341,0,0,4310,0.3204665030297348,Publ8crinanc2managemeny,GulfofGuijea0rogtam,0,Resoobsive,B42p0,0,90,hncodedPreAPo,A0426680p1,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20092020,S4w49,3GMSunSataranAfrica,0,UNIV3ReITY,MiddleAfdicq,ST,0.2352880101859341,1715904.589044377,0,0,4310,0.941568012392686,Puglicfogancemwnagement,G7ibofGuineaProgram,0,Rrsponsibe,v4200,0,90,UncodexPresPP,Ao32668002,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
29092010,S42e9,WrMSubSaharsnAfrisa,0,FED2RAL,niddleAf3ica,TD,0.04994119269559544,256074.98776951688,0,0,4310,1.3959546286491098,Pubiicsedtor9llicyandadministrativdkanqgem4gt,Gulf0fvu9neaProgram,0,Responsjde,B4209,0,90,Unc0dedPrsAPP,A032668oo1,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20093010,z4249,3GMS8bSaharamAfrica,0,UgIV2RSITY,MiddleAf3ida,TD,0.495731867447321,157405.21637581405,0,0,4310,1.4677973530357469,lubiicsec4orpolicyqndadhinisgrativsnanagemeht,GupfofGuimesProgram,0,Reslonqive,h4200,0,90,UncldedPreAPl,w0e2668001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2009201o,S424p,WGkSubSaya3anAfrica,0,FEvERAL,MidcpeAfrica,TD,0.3109640376919169,894877.1111803895,0,0,4310,1.4721620150094719,Pubiicfinancemamagfm4nt,GuiforGuineaPrlgram,0,Respogsibe,Br200,0,90,UnfodedPreqPP,A032y68091,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20092p10,S4239,WGMSuvSaharanAe3ica,0,6NIVERxITY,M7dvleAfrica,TD,0.9675986299089802,1443674.445718366,0,0,4310,0.20922658642259095,Publixfinqncemanagejejt,Guleofruinea0rogram,0,Reelonsive,B4e00,0,90,jncodedPreAP9,A03166800w,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20092019,d4249,WrMSubSwharanAerica,0,FEDERwL,EasternAfrifz,BI,0.38760475769005276,160833.23135413576,0,0,4310,1.7813307078377514,Publixsec6o5pplicyandadmijistrat9v3mansfement,GulfobGuinewProgtam,0,Respoms8ve,B4e00,0,110,Unc9dedPreAPl,A03266i0o1,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20091010,S4240,WGMSibSaharanxfdica,0,UNugERSITY,Eqs4ernAfrica,BI,0.9961849042168784,466479.33663280704,0,0,4310,0.5586096737831252,lyblicsectorpolicyandadjinistra57vwnqnagekent,GulfofnukneaPrograh,0,Responwove,B4290,0,110,UncpdedPrezPP,A03266i00w,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2009201o,S4239,WGMS7bSaharanAfrivq,0,bEDERAL,East2rbAfrica,BI,0.35159230857029034,719706.6906474435,0,0,4310,0.16508604312343356,9ubliddinancsmanagement,GuofofhuinraProgram,0,Resoonsibe,B4290,0,110,UnsodedPrdAPP,A932678001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200i2010,S3249,WGMShnSaharanAfrjca,0,UNIV4RSlTY,Eaate5nAfrica,BI,1.5434237919745366,1053763.5040843987,0,0,4310,0.619328523021554,Phblicdinancemanageheht,G8lfotGuinexProgram,0,Respogaive,Be200,0,110,UncodedPr3wPP,A933668001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20092p10,Sr249,WGMdubSahsranAfrlca,0,FEDERsL,EastdrnAfr8ca,DJ,0.15141733593288553,1449494.0768560867,0,0,4310,1.1525422007426709,P8vlicasct94polocyandwdministrativemwnagement,GulfofG77neaProgtam,0,Resplns8ve,B420o,0,110,8ncodedPreAPl,A03266i00q,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200920q0,S42r9,WyMS7bSaharxnAfrica,0,UNIVsRSI5Y,EastergAfricz,DJ,0.28189846105639943,483761.66918687214,0,0,4310,0.20851337015850668,Punlicsfctotpolicjagdadniniwtrativemanqbement,GulfofGuln2aPrograj,0,Rrspondive,B42o0,0,110,UncodedPr2qPP,A03266o0p1,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200o2010,w4249,WGMSubSamaranAr5ica,0,FExERAL,EasfergAfrica,DJ,0.8751441446355166,1482054.5538867647,0,0,4310,1.0367204640209189,Puvlicfinancekanxbement,hulfkfGuineaPronram,0,Res0onsivf,B42o0,0,110,Uncodew0reAPP,A022667001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2o092010,S4w49,WGMSubSaharznAfrixq,0,UNIgERSITj,dasternAfrixa,DJ,0.7474540488257397,1213374.643185218,0,0,4310,0.8992720134068767,Puhlicf8nandemanagem3nt,GulfpvruineaProgram,0,Rexponxive,B4209,0,110,kncocedPreAPP,A0326t8901,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2p092010,S4q49,WGMeubSqtaranAfrica,0,F3DERAL,4asternAfrics,KM,0.6632634653398807,451979.9480098186,0,0,4310,1.518452637278759,Publjcz3ftorpolicyanvarminis5ra5ivemanagemejt,GulfofGuinwalrovram,0,Respinsife,B420o,0,110,UmcodedPreA9P,Ao3266i001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2009201o,w4249,WGMSunSahafwnAfrica,0,UNoVERSIhY,Eaqternqfrica,KM,1.1554388777148785,902419.6399721983,0,0,4310,1.3226385279223178,Pufkicdectorpolicyqndadmin8qtragivemajzgement,GulfofGuinsaPeograh,0,Rdsponsiv4,B4209,0,110,UbcpdedPreAPP,x032568001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20093010,e4249,WGMSunSauarxnAfrica,0,rEDERAL,EaeternAf4ica,KM,0.8304847464203113,169510.44829367864,0,0,4310,0.5981045603569521,Publicfinancemanagsksbt,GupfofGuibeaPtogram,0,Reslonsife,B420p,0,110,UncodedPfexPP,q032668o01,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2009q010,x4249,WGMSubSzharahzfrica,0,hNuVERSITY,Eas4ernwfrica,KM,0.2880733401979439,1153376.0110332016,0,0,4310,0.3635953745955981,ouglidfinanvemanagement,GukrobGuineaProgram,0,Responzivr,B4e00,0,110,UjcodedPgeAPP,A03166o001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2o092010,w4249,dGMSubcaharznAfrica,0,FfDERAL,Easternxfrida,MG,0.8618738751167307,288557.05126751156,0,0,4310,0.3192494338458428,Publicsect049ol8cyandadmknis5rativehanafemegt,GulfpfGuinfaProrram,0,Rezponsice,B4100,0,110,UmcodedlreAPP,Ap33668001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200p2010,S424i,WGMeubwaharanAfroca,0,yNIVEeSITY,Easte5nAerica,MG,1.4049398052338367,913456.2340928747,0,0,4310,0.27047343302266036,Publicsev4orpoluvyajdadministrativejwhagem2nt,GulfofGuineaPfogeak,0,Rfsponside,B420p,0,110,UnfodfdPreAPP,q032668091,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
q0092010,z4249,WGMSubSqbaranwfrica,0,FEDEeAL,Easternsfricx,MG,0.4461844019005083,1072093.7625391006,0,0,4310,0.5782533706391946,Pubpicginsncemwnagement,rulfofG6ineaProgeam,0,43sponsive,B4w00,0,110,UmcodedPreA9P,A922668001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
2o092010,z4249,WnMSubdaharsnAfrica,0,UNIVERSkgY,3asternAfricq,MG,0.7318663462762933,251512.62473282413,0,0,4310,0.36600490724640633,Publicfinsncejanag2mejt,GuifotGuineaProgrqm,0,Res0oncive,B4w00,0,110,UncodedP5rAPP,A032u68o01,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
20p92010,Sr249,WGMSunzahxranAfrica,0,F3DERAL,Ewsternqfrica,RW,0.08216547089686138,145181.58044394242,0,0,4310,0.19525401620147065,Publifs2ctorpolucyandasminisfrzt8vemanageh3nt,Gulfoftuinea9rograk,0,Reep8nsive,g4200,0,110,UmcodedP4eAPP,A0426t8001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
200p2010,S42t9,WGkSubSaharanzfriva,0,UhlVERSITY,3astermAfrica,RW,0.5030119411470787,532013.1771770907,0,0,4310,0.7861516871561371,P7blicsechorpolicyandadmimistea4jgemanwgemwnt,Gulf8ftuinesProgram,0,Responzivr,g4200,0,110,Uncod2dPrexPP,A0we668001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
30092010,S4w49,WGMSubxaharqnAffica,0,FED3RAL,Easternqfrida,RW,0.8500912410883268,344810.57612050953,0,0,4310,0.7843461095241206,0yblicfinancemanagemeg4,Gulf9fGu7neaPeogram,0,desppnsive,Be200,0,110,UncoderPreAP0,A932658001,2,10050,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
29092010,Se249,WhMSubSaha3anAfriva,0,UNIdERaITY,EastednAfrifa,RW,0.9245536257501534,275903.33160459524,0,0,4310,0.6885645569149919,Publucfinxncwmanagenent,hulfofGuin4aProfram,0,Rwspondive,B42o0,0,110,UncodrdPreAoP,x0w2668001,2,1000727,0,Closed,7130780.37,D4207,WWD West & Central Africa,1,Central & West Africa Regional Program,7130780.37,0.0,0,1,Not PBA,0,0
