assay_id,chembl_id,assay_tissue,tid,assay_category,description,relationship_type,assay_tax_id,assay_cell_type,curated_by,assay_strain,confidence_score,src_assay_id,assay_type,assay_organism,cell_id,src_id,bao_format,tissue_id,variant_id
11888,CHEMBL627627,Brain,22224,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in brain,U,,,Autocuration,,0,,A,,,1,BAO_0000218,955.0,
11889,CHEMBL627628,Serum,22224,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in serum,U,,,Autocuration,,0,,A,,,1,BAO_0000218,1977.0,
11890,CHEMBL627629,Brain,22224,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in brain,U,,,Autocuration,,0,,A,,,1,BAO_0000218,955.0,
11891,CHEMBL627630,Serum,22224,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in serum,U,,,Autocuration,,0,,A,,,1,BAO_0000218,1977.0,
11892,CHEMBL627631,,22224,,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/Kg orally; range (0.19-0.35),U,,,Autocuration,,0,,A,,,1,BAO_0000019,,
11893,CHEMBL629515,,22224,,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/kg intravenously; range (2.1-2.3),U,,,Autocuration,,0,,A,,,1,BAO_0000218,,
11894,CHEMBL629516,Spleen,50594,,In vivo biodistribution in mice spleen bearing intracerebral GL261 gliomas at the dose of 30 ug/day,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,2106.0,
11895,CHEMBL629517,Spleen,50594,,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,2106.0,
11896,CHEMBL629518,Spleen,50594,,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,2106.0,
11897,CHEMBL877499,,50594,,In vivo biodistribution in mice tumor bearing intracerebral GL261 gliomas at the dose of 30 ug/day,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11898,CHEMBL629519,,50594,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 20 ug/g,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11899,CHEMBL629520,,50594,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11900,CHEMBL629521,,50594,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11901,CHEMBL629522,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Blood (B),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11902,CHEMBL629523,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Lung (L),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11903,CHEMBL629524,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and Muscle (M),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11904,CHEMBL629525,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and blood (B),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11905,CHEMBL629526,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Blood (B),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11906,CHEMBL629527,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Lung (L),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11907,CHEMBL629528,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and Muscle (M),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11908,CHEMBL629529,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and blood (B),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11909,CHEMBL629530,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Blood (B),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11910,CHEMBL629531,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Lung (L),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11911,CHEMBL628656,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and Muscle (M),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11912,CHEMBL628657,,50594,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and blood (B),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
11913,CHEMBL628658,,50597,,"Biodistribution in abdominal Dawley rat after 30min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11914,CHEMBL628659,,50597,,"Biodistribution in abdominal of mature female Dawley rat after 10min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11915,CHEMBL877500,,50597,,"Biodistribution in abdominal of mature female Dawley rat after 15min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11916,CHEMBL628660,,50597,,"Biodistribution in abdominal of mature female Dawley rat after 1h, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11917,CHEMBL628661,,50597,,"Biodistribution in abdominal of mature female Dawley rat after 3 h, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11918,CHEMBL628662,,50597,,"Biodistribution in abdominal of mature female Dawley rat after 30min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11919,CHEMBL628663,,50597,,"Biodistribution in abdominal of mature female Dawley rat after 45min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11920,CHEMBL628664,,50597,,"Biodistribution in abdominal of mature female Dawley rat after 5min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11921,CHEMBL628665,Blood,50597,,"Biodistribution in blood of mature female Dawley rat after 10min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11922,CHEMBL628666,Blood,50597,,"Biodistribution in blood of mature female Dawley rat after 15min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11923,CHEMBL628667,Blood,50597,,"Biodistribution in blood of mature female Dawley rat after 1h, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11924,CHEMBL628668,Blood,50597,,"Biodistribution in blood of mature female Dawley rat after 3 h, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11925,CHEMBL628669,Blood,50597,,"Biodistribution in blood of mature female Dawley rat after 30min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11926,CHEMBL628670,Blood,50597,,"Biodistribution in blood of mature female Dawley rat after 45min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11927,CHEMBL628671,Blood,50597,,"Biodistribution in blood of mature female Dawley rat after 5min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11928,CHEMBL628672,Bone,50597,,"Biodistribution in bone of mature female Dawley rat after 10min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,10000001.0,
11929,CHEMBL630300,Bone,50597,,"Biodistribution in bone of mature female Dawley rat after 1h, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,10000001.0,
11930,CHEMBL629787,Bone,50597,,"Biodistribution in bone of mature female Dawley rat after 3 h, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,10000001.0,
11931,CHEMBL629788,Bone,50597,,"Biodistribution in bone of mature female Dawley rat after 30min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,10000001.0,
11932,CHEMBL629789,Brain,50597,,"Biodistribution in brain of mature female Dawley rat after 10min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11933,CHEMBL629790,Brain,50597,,"Biodistribution in brain of mature female Dawley rat after 15min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11934,CHEMBL629791,Brain,50597,,"Biodistribution in brain of mature female Dawley rat after 1h, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11935,CHEMBL629792,Brain,50597,,"Biodistribution in brain of mature female Dawley rat after 3 h, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11936,CHEMBL629793,Brain,50597,,"Biodistribution in brain of mature female Dawley rat after 30min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11937,CHEMBL629794,Brain,50597,,"Biodistribution in brain of mature female Dawley rat after 45min, expressed as percent injected dose/g",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11938,CHEMBL874459,,50597,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 2-3 hr time,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11939,CHEMBL629795,,50597,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 3-4 hr time,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11940,CHEMBL629796,,50597,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 4-5 hr time,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11941,CHEMBL629797,,50597,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 5-6 hr time,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11942,CHEMBL629798,,50597,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 6-24 h time,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11943,CHEMBL629799,Adrenal gland,50597,,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2369.0,
11944,CHEMBL629800,Adrenal gland,50597,,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2369.0,
11945,CHEMBL629801,Adrenal gland,50597,,Biodistribution studied in the adrenals of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2369.0,
11946,CHEMBL629802,Adrenal gland,50597,,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2369.0,
11947,CHEMBL629803,Adrenal gland,50597,,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2369.0,
11948,CHEMBL629804,Blood,50597,,Biodistribution studied in the blood of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11949,CHEMBL629805,Blood,50597,,Biodistribution studied in the blood of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11950,CHEMBL629806,Blood,50597,,Biodistribution studied in the blood of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11951,CHEMBL629807,Blood,50597,,Biodistribution studied in the blood of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11952,CHEMBL629808,Blood,50597,,Biodistribution studied in the blood of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
11953,CHEMBL629809,Brain,50597,,Biodistribution studied in the brain of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11954,CHEMBL629810,Brain,50597,,Biodistribution studied in the brain of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11955,CHEMBL629811,Brain,50597,,Biodistribution studied in the brain of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11956,CHEMBL629812,Brain,50597,,Biodistribution studied in the brain of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11957,CHEMBL629813,Brain,50597,,Biodistribution studied in the brain of immature Fischer female rats at 5 hou; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11958,CHEMBL874460,Brain,50597,,Biodistribution studied in the brain of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
11959,CHEMBL629814,,50597,,Biodistribution studied in the fat of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11960,CHEMBL629815,,50597,,Biodistribution studied in the fat of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11961,CHEMBL629816,,50597,,Biodistribution studied in the fat of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11962,CHEMBL629817,,50597,,Biodistribution studied in the fat of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11963,CHEMBL626643,Kidney,50597,,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2113.0,
11964,CHEMBL626644,Kidney,50597,,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2113.0,
11965,CHEMBL626806,Kidney,50597,,Biodistribution studied in the kidneys of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2113.0,
11966,CHEMBL626807,Kidney,50597,,Biodistribution studied in the kidneys of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2113.0,
11967,CHEMBL627261,Liver,50597,,Biodistribution studied in the liver of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2107.0,
11968,CHEMBL627262,Liver,50597,,Biodistribution studied in the liver of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2107.0,
11969,CHEMBL627263,Liver,50597,,Biodistribution studied in the liver of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2107.0,
11970,CHEMBL627264,Liver,50597,,Biodistribution studied in the liver of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2107.0,
11971,CHEMBL627265,Lung,50597,,Biodistribution studied in the lungs of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2048.0,
11972,CHEMBL627266,Lung,50597,,Biodistribution studied in the lungs of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2048.0,
11973,CHEMBL627267,Lung,50597,,Biodistribution studied in the lungs of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2048.0,
11974,CHEMBL627268,Lung,50597,,Biodistribution studied in the lungs of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2048.0,
11975,CHEMBL627269,Muscle tissue,50597,,Biodistribution studied in the muscle of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2385.0,
11976,CHEMBL627270,Muscle tissue,50597,,Biodistribution studied in the muscle of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2385.0,
11977,CHEMBL627271,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 0.95-1.44",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11978,CHEMBL627946,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 1.39-2.43",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11979,CHEMBL875472,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.47-2.96",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11980,CHEMBL627947,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-3.69",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11981,CHEMBL627948,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-4.31",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11982,CHEMBL628113,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 3.17-4.70",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11983,CHEMBL628114,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration.; dose/g, range 2.20-2.97",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11984,CHEMBL628115,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 0.90-1.46",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11985,CHEMBL628116,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.72-3.52",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11986,CHEMBL628117,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.78-3.62",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11987,CHEMBL628118,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.82-3.86",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11988,CHEMBL628119,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 3.80-5.74",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11989,CHEMBL628120,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.05-1.57",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11990,CHEMBL628121,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.93-3.58",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11991,CHEMBL628122,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 2.88-4.32",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11992,CHEMBL627297,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3-3.70",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11993,CHEMBL627298,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.21-3.92",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11994,CHEMBL627299,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.51-5.44",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11995,CHEMBL627300,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 0.24-0.31",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11996,CHEMBL627301,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 10.5-14.4",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11997,CHEMBL627302,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.28-7.41",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11998,CHEMBL627303,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.47-10.2",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
11999,CHEMBL627304,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 7.21-7.95",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12000,CHEMBL627305,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 8.28-10.72",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12001,CHEMBL627306,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 1.04-2.56",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12002,CHEMBL623982,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 10.7-16.9",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12003,CHEMBL623983,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 11.7-14.6",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12004,CHEMBL623984,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 14.4-20.1",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12005,CHEMBL623985,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 4.78-9.72",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12006,CHEMBL623986,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 9.87-11.9",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12007,CHEMBL623987,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 0.17-0.25",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12008,CHEMBL623988,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 3.33-4.68",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12009,CHEMBL623989,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.59-8.81",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12010,CHEMBL622215,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.62-5.60",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12011,CHEMBL622216,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.02-6.57",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
12012,CHEMBL877481,,50597,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.67-8.41",N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
