src_assay_id,confidence_score,cell_id,description,assay_strain,assay_id,doc_id,assay_subcellular_fraction,src_id,assay_organism,curated_by,tid,assay_category,assay_tax_id,assay_tissue,relationship_type,tissue_id,assay_test_type,assay_cell_type,bao_format,assay_type,variant_id,chembl_id
,8,702.0,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,3969,3595,,1,,Autocuration,12166,,,,H,,,RBL-1,BAO_0000219,B,,CHEMBL618067
,8,702.0,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),,3970,3595,,1,,Autocuration,12166,,,,H,,,RBL-1,BAO_0000219,B,,CHEMBL618068
,9,702.0,Inhibition of 5-lipoxygenase in rat RBL-1 cells,,3971,10501,,1,Rattus norvegicus,Expert,12166,,10116.0,,D,,,RBL-1,BAO_0000219,B,,CHEMBL618069
,8,702.0,Inhibition of 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,3972,12526,,1,,Expert,12166,,,,H,,,RBL-1,BAO_0000219,B,,CHEMBL618070
,8,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 32 umol/kg,,3973,10034,,1,,Autocuration,10825,,,Limbic system,H,349.0,,,BAO_0000019,F,,CHEMBL618071
,8,,Compound was tested for its effects on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,,3974,10034,,1,,Autocuration,10825,,,Limbic system,H,349.0,,,BAO_0000019,F,,CHEMBL619247
,8,,Approximate dose levels for a half maximal reduction of 5-HTP levels,,3975,10034,,1,,Autocuration,10825,,,,H,,,,BAO_0000019,F,,CHEMBL619248
,8,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,,3976,10046,,1,,Autocuration,10576,,,Hippocampus,H,10000000.0,,,BAO_0000221,B,,CHEMBL619249
,8,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,,3977,10046,,1,,Autocuration,10576,,,Hippocampus,H,10000000.0,,,BAO_0000221,B,,CHEMBL619250
,8,,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,,3978,10046,,1,,Autocuration,10577,,,,H,,,,BAO_0000019,B,,CHEMBL619251
,8,,Inhibitory concentration against human platelet 5-lipoxygenase in dog whole blood,,3979,12079,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,,,BAO_0000019,F,,CHEMBL619252
,8,,Inhibitory concentration against human platelet 5-lipoxygenase in human whole blood,,3980,12079,,1,,Autocuration,55,,,Blood,H,178.0,,,BAO_0000019,F,,CHEMBL619253
,8,,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat polymorphonuclear leukocytes[PMNS],,3981,11311,,1,,Autocuration,12166,,,,H,,,,BAO_0000219,B,,CHEMBL619254
,8,,Inhibition of 5-lipoxygenase in bovine polymorphonuclear leukocytes,,3982,12338,,1,,Expert,17140,,,,H,,,,BAO_0000219,B,,CHEMBL619255
,8,,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL).,,3983,12143,,1,,Expert,17140,,,,H,,,,BAO_0000219,B,,CHEMBL619256
,8,,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL),,3984,12143,,1,,Autocuration,17140,,,,H,,,,BAO_0000219,B,,CHEMBL875418
,8,,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,,3985,12143,,1,,Expert,17140,,,,H,,,,BAO_0000219,B,,CHEMBL619257
,8,,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,,3986,12143,,1,,Autocuration,17140,,,,H,,,,BAO_0000219,B,,CHEMBL619258
,8,,Inhibition of 5-lipoxygenase in bovine PMNL cell assay.,,3987,12365,,1,,Expert,17140,,,,H,,,,BAO_0000357,B,,CHEMBL619259
,8,,Tested for inhibition of 5-lipoxygenase as inhibition of 5-HETE and LTB4 biosynthesis in bovine PMNL,,3988,13500,,1,,Expert,17140,,,,H,,,,BAO_0000357,B,,CHEMBL619260
,8,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",,3989,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619261
,8,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",,3990,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619263
,8,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",,3991,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619264
,8,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",,3992,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619265
,8,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",,3993,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619266
,8,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",,3994,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619902
,8,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",,3995,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620058
,8,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",,3996,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620059
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",,3997,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620060
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",,3998,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620061
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 0.3 mg/kg",,3999,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620062
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",,4000,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620063
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 3.0 mg/kg",,4001,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620064
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",,4002,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620065
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 0.3 mg/kg",,4003,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620066
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 1.0 mg/kg",,4004,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620067
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 3.0 mg/kg",,4005,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620068
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",,4006,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620069
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 0.3 mg/kg",,4007,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620070
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 1.0 mg/kg",,4008,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620071
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 3.0 mg/kg",,4009,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620072
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",,4010,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620036
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 0.3 mg/kg",,4011,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL857702
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 1.0 mg/kg",,4012,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620037
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 3.0 mg/kg",,4013,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620038
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",,4014,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620039
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 0.3 mg/kg",,4015,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620040
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 1.0 mg/kg",,4016,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620041
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 3.0 mg/kg",,4017,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620042
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",,4018,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620043
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 0.3 mg/kg",,4019,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620044
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 1.0 mg/kg",,4020,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620045
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 3.0 mg/kg",,4021,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620046
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",,4022,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620047
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 0.3 mg/kg",,4023,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620048
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 1.0 mg/kg",,4024,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL857703
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 3.0 mg/kg",,4025,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620049
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",,4026,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620050
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",,4027,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL620051
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",,4028,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619213
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",,4029,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619214
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",,4030,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619804
,8,,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",,4031,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619805
,8,,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",,4032,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619806
,8,,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",,4033,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619807
,8,,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",,4034,12832,,1,Canis lupus familiaris,Autocuration,55,,9615.0,Blood,H,178.0,In vivo,,BAO_0000218,F,,CHEMBL619808
,8,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r,,4035,3595,,1,Canis lupus familiaris,Autocuration,55,,9615.0,,H,,,,BAO_0000218,B,,CHEMBL619809
,8,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r to canine,,4036,3595,,1,Canis lupus familiaris,Autocuration,55,,9615.0,,H,,,,BAO_0000218,B,,CHEMBL619810
,8,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr,,4037,3595,,1,Canis lupus familiaris,Autocuration,55,,9615.0,,H,,,,BAO_0000218,B,,CHEMBL619811
,8,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr to canine,,4038,3595,,1,Canis lupus familiaris,Autocuration,55,,9615.0,,H,,,,BAO_0000218,B,,CHEMBL620769
,8,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr,,4039,3595,,1,Canis lupus familiaris,Autocuration,55,,9615.0,,H,,,,BAO_0000218,B,,CHEMBL620770
,8,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr to canine,,4040,3595,,1,Canis lupus familiaris,Autocuration,55,,9615.0,,H,,,,BAO_0000218,B,,CHEMBL620771
,8,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr,,4041,3595,,1,Canis lupus familiaris,Autocuration,55,,9615.0,,H,,,,BAO_0000218,B,,CHEMBL620772
,8,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr to canine,,4042,3595,,1,Canis lupus familiaris,Autocuration,55,,9615.0,,H,,,,BAO_0000218,B,,CHEMBL620773
,8,,Ability to inhibit 5-lipoxygenase in guinea pig,,4043,9203,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL620774
,8,,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-lipoxygenase in vitro (guinea pig PMN),,4044,82,,1,Cavia porcellus,Expert,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL620775
,8,,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in guinea pig.,,4045,11090,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL620776
,8,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 12 h, following intravenous administration at the dose of 1.0 mg/kg",,4046,12832,,1,Cavia porcellus,Autocuration,55,,10141.0,Blood,H,178.0,,,BAO_0000218,B,,CHEMBL620777
,8,,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on 5-hydroxyeicosapentaenoic acid (5-HETE) production,,4047,1065,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL620778
,8,,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on LTB4 production,,4048,1065,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL620779
,8,,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]-AA to 5-HETE in guinea pig peritoneal polymorphonuclear leukocytes,,4049,12832,,1,Cavia porcellus,Expert,55,,10141.0,,H,,,,BAO_0000019,B,,CHEMBL621500
,8,,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,,4050,12832,,1,Cavia porcellus,Expert,55,,10141.0,,H,,,,BAO_0000019,B,,CHEMBL621501
,8,,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,,4051,12832,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000019,B,,CHEMBL618098
,8,,Inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,,4052,10504,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000019,B,,CHEMBL618099
,8,,Inhibitory activity against 5-lipoxygenase,,4053,7788,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618100
,8,,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte,,4054,10001,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618101
,8,,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant,,4055,10193,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618102
,8,,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase,,4056,13243,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618103
,8,,Inhibitory activity uM,,4057,13243,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618104
,8,,Inhibitory activity against 5-lipoxygenase in guinea pig leukocytes was determined,,4058,969,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000219,B,,CHEMBL883712
,8,,Inhibitory activity against 5-lipoxygenase at 10 uM,,4059,10001,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618105
,8,,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,,4060,7788,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618106
,8,,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte at 30 uM,,4061,10001,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618107
,8,,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,,4062,10193,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618108
,8,,Inhibitory activity uM,,4063,13243,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618109
,8,,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase at 10 uM,,4064,13243,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618110
,8,,Inhibitory activity uM,,4065,13243,,1,Cavia porcellus,Expert,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618111
,8,,Inhibitory activity uM,,4066,13243,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000019,F,,CHEMBL618112
,8,,Percent inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,,4067,10504,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000019,B,,CHEMBL618113
,8,,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,,4068,7788,,1,Cavia porcellus,Autocuration,55,,10141.0,,H,,,,BAO_0000357,B,,CHEMBL618114
,8,,Evaluated for inhibition of the formation and release of 5-lipoxygenase in isolated guinea pig ileum,,4069,10546,,1,Cavia porcellus,Expert,55,,10141.0,Ileum,H,2116.0,,,BAO_0000221,F,,CHEMBL620871
,8,,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,4070,13183,,1,,Autocuration,55,,,,H,,,,BAO_0000357,B,,CHEMBL620872
,8,,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,4071,13183,,1,,Autocuration,55,,,,H,,,,BAO_0000357,B,,CHEMBL620873
,8,,Compound was evaluated for in vitro inhibition of recombinant human 5-lipoxygenase (5-LO),,4072,2578,,1,,Autocuration,55,,,,H,,,,BAO_0000357,B,,CHEMBL620874
,8,,In vitro inhibition of human 5-Lipoxygenase.,,4073,12780,,1,,Expert,55,,,,H,,,,BAO_0000357,B,,CHEMBL620875
,0,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,,4074,7411,Microsomes,1,Rattus norvegicus,Autocuration,22226,,10116.0,Liver,U,2107.0,,,BAO_0000251,B,,CHEMBL620876
,0,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,,4075,7411,Microsomes,1,Rattus norvegicus,Autocuration,22226,,10116.0,Liver,U,2107.0,,,BAO_0000251,B,,CHEMBL620877
,0,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,,4076,7411,Microsomes,1,Rattus norvegicus,Autocuration,22226,,10116.0,Liver,U,2107.0,,,BAO_0000251,B,,CHEMBL857854
,0,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM exposed 100 uM,,4077,7411,Microsomes,1,Rattus norvegicus,Autocuration,22226,,10116.0,Liver,U,2107.0,,,BAO_0000251,B,,CHEMBL620878
