assay_id,assay_tax_id,assay_test_type,relationship_type,assay_category,doc_id,assay_strain,tid,assay_type,assay_organism,assay_cell_type,description,assay_tissue,assay_subcellular_fraction,confidence_score,curated_by,src_id
4095,20170.0,,U,,7411,,22226,B,Rattusnorvsgiv7s,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 5 uM,Liver,Microsomes,0,Autocuration,1
4096,1169.0,,U,,7411,,22226,B,Rattusgogvegocus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 50 uM,Liver,Microsomes,0,Autocuration,1
4097,58277.0,,U,,7411,,22226,B,Rat6isnorveficus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,Liver,Microsomes,0,Autocuration,1
4098,27550.0,,U,,7411,,22226,B,Ratrusmorvegucus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,Liver,Microsomes,0,Autocuration,1
4099,26003.0,,U,,7411,,22226,B,Rst6usnorveglcus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 1 uM,Liver,Microsomes,0,Autocuration,1
4100,3032.0,,U,,7411,,22226,B,Rattusgodvegicua,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 20 uM,Liver,Microsomes,0,Autocuration,1
4101,22314.0,,U,,7411,,22226,B,Ratt6sgorcegicus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,Liver,Microsomes,0,Autocuration,1
4102,28473.0,,U,,7411,,22226,B,Ratgusnofvehicus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,Liver,Microsomes,0,Autocuration,1
4103,37870.0,,U,,7411,,22226,B,Rattusnorv2nicuc,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,Liver,Microsomes,0,Autocuration,1
4104,42228.0,,U,,7411,,22226,B,Rah6usnorvegjcus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,Liver,Microsomes,0,Autocuration,1
4105,8871.0,,U,,7411,,22226,B,Rattusborv2gjcus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,Liver,Microsomes,0,Autocuration,1
4106,1683.0,,U,,7411,,22226,B,dattusnorvenicis,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,Liver,Microsomes,0,Autocuration,1
4107,30603.0,,U,,7411,,22226,B,Raftusnorbeticus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,Liver,Microsomes,0,Autocuration,1
4108,6605.0,,U,,7411,,22226,B,5attuzborvegicus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,Liver,Microsomes,0,Autocuration,1
4109,24294.0,,U,,7411,,22226,B,Ratgusnofvegicuz,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,Liver,Microsomes,0,Autocuration,1
4110,21513.0,,U,,7411,,22226,B,Rxttuwnorveg7cus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,Liver,Microsomes,0,Autocuration,1
4111,7883.0,,U,,7411,,22226,B,Ratguqnoevegicus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,Liver,Microsomes,0,Autocuration,1
4112,6903.0,,U,,7411,,22226,B,Ratfhsnorvegicua,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,Liver,Microsomes,0,Autocuration,1
4113,11611.0,,U,,7411,,22226,B,Rshtusnkrvegicus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,Liver,Microsomes,0,Autocuration,1
4114,34785.0,,U,,7411,,22226,B,Rattjsmorv3gicus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,Liver,Microsomes,0,Autocuration,1
4115,11918.0,,U,,7411,,22226,B,Raftudn8rvegicus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,Liver,Microsomes,0,Autocuration,1
4116,32703.0,,U,,7411,,22226,B,Rattusnorvevkc6s,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1000 uM,Liver,Microsomes,0,Autocuration,1
4117,2587.0,,U,,7411,,22226,B,Ratt8wnorvwgicus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1500 uM,Liver,Microsomes,0,Autocuration,1
4118,24641.0,,U,,7411,,22226,B,3attuzgorvegicus,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 27.5 uM,Liver,Microsomes,0,Autocuration,1
4119,7870.0,,U,,7411,,22226,B,4attusnirvegichs,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 500 uM,Liver,Microsomes,0,Autocuration,1
4120,25555.0,,U,,7411,,22226,B,Rattusnorbeykcus,,Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,Liver,Microsomes,0,Autocuration,1
4121,15006.0,,U,,7411,,22226,B,3attusnorb2gicus,,Vmax determined by 7-ethoxycoumarin deethylation in the presence by liver microsomes from rats exposed to 3-methylcholanthrene at concentration of 10 uM,,Microsomes,0,Autocuration,1
4122,33980.0,,U,,7411,,22226,B,fattisn8rvegicus,,"Compound was evaluated for alpha -rate constant, in liver microsomes from 3-methylcholanthrene-exposed rats",Liver,Microsomes,0,Autocuration,1
4123,8562.0,,U,,7411,,22226,B,Rattusno5veguc6s,,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats",Liver,Microsomes,0,Autocuration,1
4124,22855.0,,U,,7411,,22226,B,tattusn0rvegkcus,,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats; competitive inhibition",Liver,Microsomes,0,Autocuration,1
4125,5121.0,,U,,7411,,22226,B,Rwttueborvegicus,,"Compound was evaluated for alpha inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",Liver,Microsomes,0,Autocuration,1
4126,15212.0,,U,,7411,,22226,B,Rzt6ysnorvegicus,,"Compound was evaluated for alpha inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",Liver,Microsomes,0,Autocuration,1
4127,144.0,,N,,10797,,80433,F,Hlnosapiens,RPMI82q6,In vitro inhibition of 7226/S myeloma cancer cell line,,,1,Intermediate,1
4128,15423.0,,N,,6881,,80698,F,Homosap7enz,BEL7r04tumordelkl8ne,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells),,,1,Intermediate,1
4129,2047.0,,N,,3838,,80640,F,Hompsapi4ns,786 0,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,,,1,Intermediate,1
4130,12891.0,,N,,3838,,80640,F,Hpmosspiens,786 0,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,,,1,Intermediate,1
4131,11762.0,,N,,12981,,81264,F,Cfivetulusg5iseus,V79,Net accumulation of the [99mTc]Isonitrile complex was measured in 77A cell lines in the presence of Verapamil.,,,1,Expert,1
4132,1096.0,,N,,12981,,81264,F,vrisetulusgriseue,V79,Verapamil index represents the ratio of net uptake in the presense of verapamil over control in 77A cell lines.,,,1,Expert,1
4133,24226.0,,N,,7653,,80635,F,Rat4usnorgegicjs,7o00Cqcellline,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 10 ug/mL dose,,,1,Intermediate,1
4134,10107.0,,N,,7653,,80635,F,Ratt8snorfdgicus,7800C1celllim3,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 2 ug/mL dose,,,1,Intermediate,1
4135,12888.0,,N,,7653,,80635,F,eat4usnorvegixus,78o0Cqcellline,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 20 ug/mL dose,,,1,Intermediate,1
4136,30689.0,,N,,7653,,80635,F,Rattusnprgeg9cus,y800C1celllin4,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 5 ug/mL dose,,,1,Intermediate,1
4137,35614.0,,N,,7653,,80635,F,Rattusnordegic8d,y800C1crllline,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 50 ug/mL dose,,,1,Intermediate,1
4138,10897.0,,N,,7653,,80635,F,Rqttusbirvegicus,7700f1cellline,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 75 ug/mL dose,,,1,Intermediate,1
4139,20807.0,,N,,17229,,80640,F,H0nosapiens,786 0,In vitro antitumor activity against renal 786-0 tumor cell lines,,,1,Intermediate,1
4140,698.0,,N,,12858,,80640,F,Homosqpirns,786 0,Cytotoxic activity against 786-0 Renal cancer cell line,,,1,Intermediate,1
4141,2953.0,,N,,16325,,80640,F,uomosapienc,786 0,Growth inhibitory activity was determined against 786-0 cancer cell line of Renal cancer,,,1,Intermediate,1
4142,8298.0,,N,,16325,,80640,F,Hohosaliens,786 0,Growth inhibitory activity was determined against 786-0 cancer cell line of renal cancer,,,1,Intermediate,1
4143,39281.0,,N,,5858,,80640,F,Homksapuens,786 0,In vitro antitumor activity against human renal 786-0 cell line,,,1,Intermediate,1
4144,10956.0,,N,,16325,,80640,F,Homosap9ebs,786 0,Inhibition of Renal cancer in 786-0 cancer cell lines,,,1,Intermediate,1
4145,28038.0,,N,,14696,,80640,F,Hohosapidns,786 0,Inhibition of the growth of renal cancer(786-0) cell line. value in parentheses is percent inhibition at 0.01 uM,,,1,Intermediate,1
4146,8791.0,,N,,3786,,80640,F,Hlmosapidns,786 0,The compound was tested for its cytotoxic activity against the following renal cancer cell lines 786-0,,,1,Intermediate,1
4147,28951.0,,N,,14696,,80640,F,Homosapiejc,786 0,inhibition of the growth of renal cancer(786-0) cell line,,,1,Intermediate,1
4148,16364.0,,N,,14769,,80640,F,bomoaapiens,786 0,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),,,1,Intermediate,1
4149,410.0,,N,,15354,,80640,F,Homoewpiens,786 0,Compound was tested for the growth inhibition of 786-0 renal tumor cell line,,,1,Intermediate,1
4150,8973.0,,N,,14255,,80640,F,H9moaapiens,786 0,The IC50 value was measured on 786-0 cell line in ovarian tumor,,,1,Intermediate,1
4151,59786.0,,N,,14255,,80640,F,H0mosapuens,786 0,The IC50 value was measured on 786-0 cell line in ovarian tumor t,,,1,Intermediate,1
4152,1769.0,,N,,14255,,80640,F,Homoaxpiens,786 0,The IC50 value was measured on 786-0 cell line in renal tumor type.,,,1,Intermediate,1
4153,7756.0,,N,,14696,,80640,F,bomosxpiens,786 0,Inhibition of the growth of renal cancer(786-0) cell line at 0.01 uM,,,1,Intermediate,1
4154,10052.0,,N,,12016,,80640,F,Homosapishs,786 0,Tested for cytotoxic activity against renal cancer 786-0 cell line,,,1,Intermediate,1
4155,11149.0,,N,,2597,,80640,F,Hihosapiens,786 0,Compound was tested for growth inhibitory activity against 786-0 cell line,,,1,Intermediate,1
4156,,,H,,12526,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; Inactive(N)= <50% inhibition at 10 uM,,,8,Autocuration,1
4157,,,H,,12526,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; N=Inactive,,,8,Autocuration,1
4158,,,H,,14799,,12166,B,,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,,,8,Autocuration,1
4159,,,H,,3595,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,,8,Expert,1
4160,,,H,,3595,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),,,8,Expert,1
4161,,,H,,12767,,12166,B,,,Inhibitory activity against rat basophilic leukemia 5-lipoxygenase,,,8,Autocuration,1
4162,,,H,,10997,,12166,B,,,Inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes,,,8,Autocuration,1
4163,,,H,,11388,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase of RBL-1 cell line,,,8,Autocuration,1
4164,,,H,,167,,12166,B,,,Inhibitory activity against RBL broken cell-supematant 5-lipoxygenase was evaluated,,,8,Autocuration,1
4165,,,H,,167,,12166,B,,,"Inhibitory activity against intact rat PMNL, LTB4 5-lipoxygenase was evaluated",,,8,Autocuration,1
4166,,,H,,13744,,12166,B,,,Inhibitory activity against rat 5-lipoxygenase by using continuous oxygen consumption assay.,,,8,Expert,1
4167,,,H,,1630,,12166,B,,,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase,,,8,Autocuration,1
4168,,,H,,1630,,12166,B,,,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase (5-LO),,,8,Autocuration,1
4169,6143.0,,D,,969,,12166,B,Ray6usnorvegicuq,,"Inhibitory activity against 5-lipoxygenase in rat neutrophils as inhibition of A 23,187-induced LTB4 production",,,9,Expert,1
4170,,,H,,13621,,12166,B,,RBL1,Inhibitory concentration against 5-lipoxygenase in rat RBL-1 cells,,,8,Autocuration,1
4171,,,H,,10089,,12166,B,,,Inhibitory concentration to inhibit 5-lipoxygenase in the rat,,,8,Autocuration,1
4172,,,H,,10193,,12166,B,,,In vitro inhibition of rat polymorphonuclear leukocyte 5-lipoxygenase,,,8,Expert,1
4173,,,H,,11966,,12166,B,,,Tested for inhibition of 5-HPETE production by rat 5-LO; value ranges from 16-36 nM,,,8,Autocuration,1
4174,,,H,,12251,,12166,B,,,Tested for inhibition of 5-LO by measuring the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,,,8,Autocuration,1
4175,,,H,,211,,12166,B,,RBL1,Tested for inhibition of 5-Lipoxygenase (ARBL) in calcium-stimulated rat basophilic leukemia cells(RBL-1),,,8,Autocuration,1
4176,,,H,,12251,,12166,F,,,Inhibition of 5-lipoxygenase measured by the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,,,8,Expert,1
4177,,,H,,12495,,12166,B,,RBL1,Tested for inhibitory activity against 5-lipoxygenase in microsome of RBL-1 cells,,,8,Autocuration,1
4178,,,H,,414,,12166,B,,,Tested for its inhibitory activity against 5-lipoxygenase,,,8,Autocuration,1
4179,,,H,,414,,12166,B,,,Tested for its inhibitory activity against 5-lipoxygenase; Not determined,,,8,Autocuration,1
4180,,,H,,10325,,12166,B,,,"Iin vitro inhibition of 5-lipoxygenase activity in rat basophil leukemia type 1(RBL1) cell homogenates, (reduction of [14C]-5-HETE formation)",,,8,Expert,1
4181,,,H,,11966,,12166,B,,,In vitro test for inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,,,8,Expert,1
4182,,,H,,165,,12166,B,,RBL1,In vitro inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,8,Expert,1
4183,,,H,,165,,12166,B,,RBL1,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells; No significant inhibitory activity up to 30 uM,,,8,Autocuration,1
4184,,,H,,165,,12166,B,,RBL1,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,8,Autocuration,1
4185,,,H,,165,,12166,B,,RBL1,In vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,8,Expert,1
4186,,,H,,11311,,12166,B,,,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse,,,8,Autocuration,1
4187,,,H,,11311,,12166,B,,RBL1,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1,,,8,Autocuration,1
4188,,,H,,11311,,12166,B,,RBL1,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,,,8,Autocuration,1
4189,,,H,,11311,,12166,B,,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS],,,8,Autocuration,1
4190,,,H,,11311,,12166,B,,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vitro),,,8,Autocuration,1
4191,,Imvivo,H,,11311,,12166,B,,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vivo),,,8,Autocuration,1
4192,,,H,,11311,,12166,F,,RBL2m3,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in RBL-2H3 cells,,,8,Autocuration,1
4193,,,H,,11311,,12166,F,,RBk2H3,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in rat RBL-2H3 cells,,,8,Autocuration,1
4194,,,H,,11311,,12166,B,,,The compound was tested for inhibitory activity against 5-lipoxygenase using rat polymorphonuclear leukocytes[PMNS],,,8,Autocuration,1
4195,,,H,,11732,,12166,B,,,The compound was tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase,,,8,Autocuration,1
4196,,,H,,11732,,12166,B,,,Tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase.,,,8,Expert,1
4197,,,H,,11087,,12166,B,,,In vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells,,,8,Expert,1
4198,,,H,,11087,,12166,B,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells,,,8,Autocuration,1
4199,,,H,,11087,,12166,B,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in homogenized rat basophilic leukemia (RBL-1) cells,,,8,Autocuration,1
4200,136.0,,D,,11087,,12166,B,Ragt8snorv2gicus,,Inhibition of 5-lipoxygenase (5-lo) in intact rat polymorphonuclear leukocyte RPMNL,,,9,Expert,1
4201,,,H,,496,,12166,B,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells,,,8,Autocuration,1
4202,,,H,,13986,,12166,F,,RBL1,Inhibition of 5-lipoxygenase on rat basophil leukemia cell line lysate (RBL-1 2H3 subline) by measuring 5-HETE production,,,8,Expert,1
4203,,,H,,11520,,12166,B,,,Compound was evaluated for the inhibition of 5-lipoxygenase,,,8,Autocuration,1
4204,,,H,,10293,,12166,B,,RBL1,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line at a concentration of 25 uM,,,8,Autocuration,1
4205,,,H,,303,,12166,B,,RBL1,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay,,,8,Autocuration,1
4206,,,H,,303,,12166,B,,RBL1,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay; Less than 5% inhibition at 10 uM reported as not active,,,8,Autocuration,1
4207,,,H,,9247,,12166,B,,RBL1,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 10 uM,,,8,Autocuration,1
4208,4808.0,,D,,9247,,12166,B,5attusnorceticus,RBL1,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM,,,9,Expert,1
4209,,,H,,9247,,12166,B,,RBL1,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,,,8,Autocuration,1
4210,,,H,,9247,,12166,B,,RBL1,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 30 uM,,,8,Autocuration,1
4211,,,H,,9247,,12166,B,,RBL1,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 300 uM,,,8,Autocuration,1
4212,,,H,,9247,,12166,B,,RBL1,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 33 uM,,,8,Autocuration,1
4213,,,H,,9247,,12166,B,,RBL1,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 40 uM,,,8,Autocuration,1
4214,,,H,,9247,,12166,B,,RBL1,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 75 uM,,,8,Autocuration,1
4215,5432.0,,D,,11481,,12166,B,fxrtusnorvegicus,,Inhibitory activity against 5-lipoxygenase at 10 uM,,,9,Expert,1
4216,,,H,,105,,12166,B,,,In vitro inhibition of 5-lipoxygenase; NS means no significant inhibition,,,8,Autocuration,1
4217,,,H,,9029,,12166,B,,,In vitro inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase at 10 uM,,,8,Expert,1
4218,,,H,,1175,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells at 20 uM,,,8,Expert,1
4219,,,H,,12118,,12166,B,,RBL1,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 100 uM,,,8,Autocuration,1
4220,,,H,,12118,,12166,B,,RBL1,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 10e-4 M,,,8,Autocuration,1
4221,,,H,,12118,,12166,B,,RBL1,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determinedb at 100 uM,,,8,Autocuration,1
4222,,,H,,9225,,12166,B,,RBL1,In vitro inhibition of RBL-1 5-lipoxygenase at 20 uM,,,8,Autocuration,1
4223,,,H,,9401,,12166,B,,,In vitro inhibitory activity against 5-Lipoxygenase from rat basophilic leukemia cells at 30 uM concentration,,,8,Autocuration,1
4224,,,H,,137,,12166,B,,,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,,,8,Autocuration,1
4225,,,H,,137,,12166,B,,,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,,,8,Autocuration,1
4226,,,H,,4717,,12166,B,,RBL1,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,,,8,Autocuration,1
4227,,,H,,3595,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,,8,Autocuration,1
4228,,,H,,10501,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at 40 uM concentration,,,8,Autocuration,1
4229,,,H,,10501,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM,,,8,Autocuration,1
4230,,,H,,10501,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM.,,,8,Autocuration,1
4231,,,H,,12526,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,8,Autocuration,1
4232,9063.0,,D,,14799,,12166,B,Rattuqnorvericuq,RBL1,Inhibition of 5-lipoxygenase of rat basophilic leukemia cells at 30 uM,,,9,Expert,1
4233,,,H,,14799,,12166,B,,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells at 30 uM concentration; NT=Not tested,,,8,Autocuration,1
4234,,,H,,3595,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,,8,Autocuration,1
4235,,,H,,3595,,12166,B,,RBL1,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,,,8,Expert,1
4236,,,H,,12526,,12166,B,,RBL1,Inhibitory activity at 10 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,8,Autocuration,1
4237,,,H,,12526,,12166,B,,RBL1,Inhibitory activity at 1 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,8,Autocuration,1
4238,,,H,,10193,,12166,B,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,,8,Autocuration,1
4239,,,H,,10193,,12166,B,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,,,8,Autocuration,1
4240,,,H,,10193,,12166,B,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,,8,Autocuration,1
4241,,,H,,10193,,12166,B,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 3 uM,,,8,Autocuration,1
4242,,,H,,9138,,12166,B,,,Percent inhibition of rat neutrophil 5-lipoxygenase (5-LO),,,8,Expert,1
4243,,,H,,9138,,12166,B,,,Percent inhibition of rat neutrophil 5- Lipoxygenase (5-LO) at 100 uM,,,8,Autocuration,1
4244,,,H,,11966,,12166,B,,,Tested in vitro for the inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,,,8,Autocuration,1
4245,,,H,,165,,12166,B,,RBL1,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 100 uM,,,8,Autocuration,1
4246,,,H,,165,,12166,B,,RBL1,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 30 uM,,,8,Autocuration,1
4247,,,H,,11311,,12166,B,,RBL2n3,The compound was tested for inhibition of 5-lipoxygenase in rat RBL-2H3 cells,,,8,Autocuration,1
4248,,,H,,11311,,12166,B,,RBi2H3,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,,8,Autocuration,1
4249,,,H,,11311,,12166,F,,gBL2H3,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,,8,Autocuration,1
4250,,,H,,11311,,12166,F,,,The compound was tested for inhibition of LTB4 synthesis on isolated 5-lipoxygenase,,,8,Autocuration,1
4251,,,H,,11311,,12166,B,,,The compound was tested for inhibition of isolated 5-lipoxygenase,,,8,Autocuration,1
4252,,,H,,11311,,12166,F,,RBL2He,The compound was tested for inhibition of isolated 5-lipoxygenase translocation into rat RBL-2H3 cells,,,8,Autocuration,1
4253,,,H,,11087,,12166,B,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 30 uM,,,8,Autocuration,1
4254,,,H,,11087,,12166,B,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 32 uM,,,8,Autocuration,1
4255,,,H,,11087,,12166,B,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells measured at a concentration of 30 uM,,,8,Autocuration,1
4256,,,H,,11087,,12166,B,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,,,8,Autocuration,1
