Fiscal year,IRTC percent,Untied amount(Project-level budget),Disability issues (marker),Gender equality (marker),Fund centre name,Organisation type,Project Browser country ID,CountryRegion name,Urban issues (marker),Fund centre ID,FSTC percent,Enviromental sustainability (marker),Section ID,Division name,Amount spent,Sector ID,Climate change mitigation (marker),Organisation class,Bilateral aid (international marker),Continent ID,Organisation ID,CountryRegion percent,Youth issues (marker),Sector name,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section name,Regional program (marker),CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Climate change adaptation (marker)
2009/2010,0.0,4473166.8,0,0,Bangladesh,Canadian Profit Making,BD,Bangladesh,0,4122,1.0,0,S4122,OAD Asia Programming,204458.64399999997,41081,0,Civil Society,1,3,1000335,1.0,0,Environmental education/training,A032681001,Closed,4473166.8,B4100,OGM Asia Pacific,D4100,Bangladesh Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,4473166.8,0,0,Bangladesh,Canadian Profit Making,BD,Bangladesh,0,4122,1.0,0,S4122,OAD Asia Programming,3731.324,41081,0,Individual,1,3,Information not available,1.0,0,Environmental education/training,A032681001,Closed,4473166.8,B4100,OGM Asia Pacific,D4100,Bangladesh Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,27928.0,0,0,Indonesia,Canadian Non-Profit Making,ID,Indonesia,0,4127,1.0,0,S4126,OAD Asia Programming,13963.865,14021,0,Governmental,1,3,10050,1.0,0,Water supply - large systems,A032684003,Closed,27928.0,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,27928.0,0,0,Indonesia,Canadian Non-Profit Making,ID,Indonesia,0,4127,1.0,0,S4126,OAD Asia Programming,13963.865,14022,0,Governmental,1,3,10050,1.0,0,Sanitation - large systems,A032684003,Closed,27928.0,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,816721.45,0,0,Indonesia,Foreign Non-Profit Making,ID,Indonesia,0,4127,1.0,0,S4126,OAD Asia Programming,750000.0,14021,0,Multilateral,1,3,1002419,1.0,0,Water supply - large systems,A032684004,Closed,816721.45,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,816721.45,0,0,Indonesia,Foreign Non-Profit Making,ID,Indonesia,0,4127,1.0,0,S4126,OAD Asia Programming,750000.0,14022,0,Multilateral,1,3,1002419,1.0,0,Sanitation - large systems,A032684004,Closed,816721.45,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,14472.46,0,0,Indonesia,Canadian Non-Profit Making,ID,Indonesia,0,4127,1.0,0,S4126,OAD Asia Programming,7236.23,14021,0,Governmental,1,3,10050,1.0,0,Water supply - large systems,A032685003,Closed,14472.46,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,14472.46,0,0,Indonesia,Canadian Non-Profit Making,ID,Indonesia,0,4127,1.0,0,S4126,OAD Asia Programming,7236.23,14022,0,Governmental,1,3,10050,1.0,0,Sanitation - large systems,A032685003,Closed,14472.46,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,EG,Northern Africa,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,8687.52,15111,0,Civil Society,1,2,1014783,0.1,0,Public finance management,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,EG,Northern Africa,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15150,0,Civil Society,1,2,1014783,0.1,0,Democratic participation and civil society,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,EG,Northern Africa,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15160,0,Civil Society,1,2,1014783,0.1,0,Human rights,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,MA,Northern Africa,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,8687.52,15111,0,Civil Society,1,2,1014783,0.1,0,Public finance management,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,MA,Northern Africa,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15150,0,Civil Society,1,2,1014783,0.1,0,Democratic participation and civil society,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,MA,Northern Africa,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15160,0,Civil Society,1,2,1014783,0.1,0,Human rights,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,JO,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,8687.52,15111,0,Civil Society,1,3,1014783,0.1,0,Public finance management,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,JO,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15150,0,Civil Society,1,3,1014783,0.1,0,Democratic participation and civil society,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,JO,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15160,0,Civil Society,1,3,1014783,0.1,0,Human rights,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,LB,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,8687.52,15111,0,Civil Society,1,3,1014783,0.1,0,Public finance management,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,LB,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15150,0,Civil Society,1,3,1014783,0.1,0,Democratic participation and civil society,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,LB,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15160,0,Civil Society,1,3,1014783,0.1,0,Human rights,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,PS,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,8687.52,15111,0,Civil Society,1,3,1014783,0.1,0,Public finance management,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,PS,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15150,0,Civil Society,1,3,1014783,0.1,0,Democratic participation and civil society,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,PS,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15160,0,Civil Society,1,3,1014783,0.1,0,Human rights,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,SY,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,8687.52,15111,0,Civil Society,1,3,1014783,0.1,0,Public finance management,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,SY,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15150,0,Civil Society,1,3,1014783,0.1,0,Democratic participation and civil society,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,SY,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15160,0,Civil Society,1,3,1014783,0.1,0,Human rights,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,TR,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,8687.52,15111,0,Civil Society,1,3,1014783,0.1,0,Public finance management,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,TR,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15150,0,Civil Society,1,3,1014783,0.1,0,Democratic participation and civil society,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,TR,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15160,0,Civil Society,1,3,1014783,0.1,0,Human rights,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,YE,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,8687.52,15111,0,Civil Society,1,3,1014783,0.1,0,Public finance management,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,YE,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15150,0,Civil Society,1,3,1014783,0.1,0,Democratic participation and civil society,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,YE,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,10135.44,15160,0,Civil Society,1,3,1014783,0.1,0,Human rights,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,IQ,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,17375.04,15111,0,Civil Society,1,3,1014783,0.2,0,Public finance management,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,IQ,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,20270.88,15150,0,Civil Society,1,3,1014783,0.2,0,Democratic participation and civil society,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,347182.0,0,0,Iraq Programs,Foreign Non-Profit Making,IQ,Western Asia,0,4320,1.0,0,S4256,EDD Europe-Middle East Programming,20270.88,15160,0,Civil Society,1,3,1014783,0.2,0,Human rights,A032686001,Closed,347182.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2318474.91,0,1,Cambodia,Canadian Non-Profit Making,KH,Cambodia,0,4108,1.0,0,S4107,OAD Asia Programming,256169.12,16050,0,Governmental,1,3,10050,1.0,0,Multi-sector aid for basic social services,A032688001,Closed,2318474.91,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2318474.91,0,1,Cambodia,Uncoded,KH,Cambodia,0,4108,1.0,0,S4107,OAD Asia Programming,2362.0,16050,0,Unknown,1,3,Information not available,1.0,0,Multi-sector aid for basic social services,A032688001,Closed,2318474.91,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,4949360.0,0,1,Egypt,Canadian Non-Profit Making,EG,Egypt,0,4263,1.0,1,S4256,EDD Europe-Middle East Programming,674321.94,43010,0,Governmental,1,2,10050,1.0,0,Multisector aid,A032697001,Operational,4949360.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,4949360.0,0,1,Egypt,Uncoded,EG,Egypt,0,4263,1.0,1,S4256,EDD Europe-Middle East Programming,-66053.94,43010,0,Unknown,1,2,Information not available,1.0,0,Multisector aid,A032697001,Operational,4949360.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,9329815.79,0,2,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,1.0,0,S4107,OAD Asia Programming,479675.1625,15110,0,Civil Society,1,3,1000453,1.0,0,Public sector policy and administrative management,A032700001,Closed,9329815.79,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,9329815.79,0,2,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,1.0,0,S4107,OAD Asia Programming,671545.2275,15130,0,Civil Society,1,3,1000453,1.0,0,Legal and judicial development,A032700001,Closed,9329815.79,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,9329815.79,0,2,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,1.0,0,S4107,OAD Asia Programming,287805.0975,15150,0,Civil Society,1,3,1000453,1.0,0,Democratic participation and civil society,A032700001,Closed,9329815.79,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,9329815.79,0,2,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,1.0,0,S4107,OAD Asia Programming,479675.1625,15152,0,Civil Society,1,3,1000453,1.0,0,Legislatures and political parties,A032700001,Closed,9329815.79,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Non-Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,1655553.076,12110,0,Governmental,1,1,10050,1.0,1,Health policy and administrative management,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,14252.0256,12110,0,Civil Society,1,1,1001126,1.0,1,Health policy and administrative management,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,744.7184,12110,0,Civil Society,1,1,1008085,1.0,1,Health policy and administrative management,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Foreign Non-Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,67000.0,12110,0,Multilateral,1,1,1011512,1.0,1,Health policy and administrative management,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,11383.1593,12110,0,Civil Society,1,1,1014622,1.0,1,Health policy and administrative management,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,16038.661,12110,0,Individual,1,1,Information not available,1.0,1,Health policy and administrative management,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,81456.1344,12110,0,Individual,1,1,Information not available,1.0,1,Health policy and administrative management,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Non-Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,815421.6642,12220,0,Governmental,1,1,10050,1.0,1,Basic health care,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,7019.6544,12220,0,Civil Society,1,1,1001126,1.0,1,Basic health care,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,366.8016,12220,0,Civil Society,1,1,1008085,1.0,1,Basic health care,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Foreign Non-Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,33000.0,12220,0,Multilateral,1,1,1011512,1.0,1,Basic health care,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,5606.6307,12220,0,Civil Society,1,1,1014622,1.0,1,Basic health care,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,7899.639,12220,0,Individual,1,1,Information not available,1.0,1,Basic health care,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,18750000.0,0,2,Haiti,Canadian Profit Making,HT,Haiti,0,4452,1.0,0,S4449,NDD Americas Programming,40120.1856,12220,0,Individual,1,1,Information not available,1.0,1,Basic health care,A032705001,Terminating,18750000.0,B4400,NGM Americas,D4400,Ha�ti & Dominican Republic Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,EG,Northern Africa,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,1105.0,11110,0,Individual,1,2,Information not available,0.17,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,EG,Northern Africa,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,2899.945,11110,0,Individual,1,2,Information not available,0.17,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,MA,Northern Africa,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,1105.0,11110,0,Individual,1,2,Information not available,0.17,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,MA,Northern Africa,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,2899.945,11110,0,Individual,1,2,Information not available,0.17,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,TN,Northern Africa,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,1105.0,11110,0,Individual,1,2,Information not available,0.17,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,TN,Northern Africa,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,2899.945,11110,0,Individual,1,2,Information not available,0.17,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,YE,Western Asia,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,157.3,11110,0,Individual,1,3,Information not available,0.0242,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,YE,Western Asia,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,412.8157,11110,0,Individual,1,3,Information not available,0.0242,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,LB,Western Asia,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,157.95,11110,0,Individual,1,3,Information not available,0.0243,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,LB,Western Asia,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,414.52155,11110,0,Individual,1,3,Information not available,0.0243,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,PS,Western Asia,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,157.95,11110,0,Individual,1,3,Information not available,0.0243,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,PS,Western Asia,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,414.52155,11110,0,Individual,1,3,Information not available,0.0243,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,500000.0,0,0,Broader M-E & North Africa (BMENA),Canadian Profit Making,SY,Western Asia,0,3127,0.0,0,S4256,EDD Europe-Middle East Programming,157.95,11110,0,Individual,1,3,Information not available,0.0243,0,Education policy and administrative management,A032707001,Operational,500000.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,Middle East and North Africa,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
