Fiscal year,Continent ID,Division ID,Disability issues (marker),Youth issues (marker),Branch ID,Gender equality (marker),Project Browser country ID,Organisation class,Continent name,CountryRegion percent,Division name,Status,Participatory development and good governance,CFLI (marker),Organisation type,CountryRegion name,Amount spent,Bilateral aid (international marker),Project number,ICT as a tool for development (marker),Biodiversity (marker),Indigenous issues (marker),Section ID,Regional program (marker),Maximum CIDA contribution (project-level),Branch name,Section name,Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker)
2009/2010,3,D4100,0,0,B4100,2,NP,Governmental,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Nepal,52846.4,1,A033399003,0,0,0,S4130,0,2408989.59,OGM Asia Pacific,Philippines and Mongolia,4117,Nepal,2408989.59,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,2,NP,Governmental,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Nepal,211385.6,1,A033399003,0,0,0,S4130,0,2408989.59,OGM Asia Pacific,Philippines and Mongolia,4117,Nepal,2408989.59,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,2,NP,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Nepal,1896.6,1,A033399004,0,0,0,S4130,0,179326.65,OGM Asia Pacific,Philippines and Mongolia,4117,Nepal,179326.65,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,2,NP,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Nepal,7586.4,1,A033399004,0,0,0,S4130,0,179326.65,OGM Asia Pacific,Philippines and Mongolia,4117,Nepal,179326.65,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4270,0,1,B4200,2,MW,Para-Governmental,Africa,1.0,WED Southern & Eastern Africa,Closed,0,0,Foreign Non-Profit Making,Malawi,461969.005,1,A033400001,1,0,0,S4271,0,4875425.0,WGM Sub-Saharan Africa,Mozambique Program,4280,Malawi,4875425.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4270,0,1,B4200,2,MW,Para-Governmental,Africa,1.0,WED Southern & Eastern Africa,Closed,0,0,Foreign Non-Profit Making,Malawi,461969.005,1,A033400001,1,0,0,S4271,0,4875425.0,WGM Sub-Saharan Africa,Mozambique Program,4280,Malawi,4875425.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,2,AF,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Afghanistan,823711.24,1,A033401001,0,0,0,S4141,0,5076679.01,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,5076679.01,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Governmental,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Non-Profit Making,Bangladesh,680000.0,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Bangladesh,4695.2,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Governmental,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Non-Profit Making,Bangladesh,680000.0,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Bangladesh,4695.2,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Governmental,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Non-Profit Making,Bangladesh,340000.0,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Bangladesh,2347.6,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Governmental,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Non-Profit Making,Bangladesh,340000.0,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Bangladesh,2347.6,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Governmental,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Non-Profit Making,Bangladesh,340000.0,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Bangladesh,2347.6,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Governmental,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Non-Profit Making,Bangladesh,340000.0,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Bangladesh,2347.6,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Governmental,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Non-Profit Making,Bangladesh,340000.0,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Bangladesh,2347.6,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Governmental,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Non-Profit Making,Bangladesh,340000.0,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,0,BD,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Bangladesh,2347.6,1,A033402001,0,0,0,S4122,0,12065264.69,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,12065264.69,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,3,D4100,0,0,B4100,2,PK,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Pakistan,51613.52,1,A033408001,0,0,0,S4141,0,2442000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2442000.0,0.5,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,2,PK,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Pakistan,64516.9,1,A033408001,0,0,0,S4141,0,2442000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2442000.0,0.5,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,2,PK,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Pakistan,45161.83,1,A033408001,0,0,0,S4141,0,2442000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2442000.0,0.5,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,2,PK,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Pakistan,129033.8,1,A033408001,0,0,0,S4141,0,2442000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2442000.0,0.5,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,2,PK,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Pakistan,322584.5,1,A033408001,0,0,0,S4141,0,2442000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2442000.0,0.5,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,2,PK,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Pakistan,32258.45,1,A033408001,0,0,0,S4141,0,2442000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,2442000.0,0.5,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,1,IN,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,India,1826.04,1,A033416001,0,0,0,S4141,0,891634.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,0.0,0.65,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,1,IN,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,India,9130.2,1,A033416001,0,0,0,S4141,0,891634.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,0.0,0.65,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,1,IN,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,India,10651.9,1,A033416001,0,0,0,S4141,0,891634.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,0.0,0.65,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,1,IN,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,India,8825.86,1,A033416001,0,0,0,S4141,0,891634.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,0.0,0.65,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,0,PK,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Pakistan,256587.0,1,A033417001,0,0,0,S4141,0,805275.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,0.0,0.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,4608000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,1920000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,384000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,384000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,192000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,384000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,960000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,384000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,960000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,960000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,1152000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,1920000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,960000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,384000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,384000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,1,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Closed,1,0,Foreign Non-Profit Making,Ghana,3264000.0,1,A033419001,0,1,1,S4253,0,99724217.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,General budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,1500000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,3000000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,3000000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,1500000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,1500000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,1500000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,3000000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,1500000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,1500000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,3000000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,3000000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,1500000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,3000000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,2,GH,Governmental,Africa,1.0,WWD West & Central Africa,Terminating,1,0,Foreign Non-Profit Making,Ghana,1500000.0,1,A033419002,0,1,0,S4253,0,109545796.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,Sectoral budget support,2,0
2009/2010,2,D4207,0,1,B4200,0,GH,Governmental,Africa,1.0,WWD West & Central Africa,Operational,1,0,Foreign Non-Profit Making,Ghana,4119960.0,1,A033419003,0,0,0,S4253,0,80000000.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,80000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,Other PBA,2,0
2009/2010,2,D4207,0,1,B4200,0,GH,Governmental,Africa,1.0,WWD West & Central Africa,Operational,1,0,Foreign Non-Profit Making,Ghana,4119960.0,1,A033419003,0,0,0,S4253,0,80000000.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,80000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,Other PBA,2,0
2009/2010,2,D4207,0,1,B4200,0,GH,Governmental,Africa,1.0,WWD West & Central Africa,Operational,1,0,Foreign Non-Profit Making,Ghana,4119960.0,1,A033419003,0,0,0,S4253,0,80000000.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,80000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,Other PBA,2,0
2009/2010,2,D4207,0,1,B4200,0,GH,Governmental,Africa,1.0,WWD West & Central Africa,Operational,1,0,Foreign Non-Profit Making,Ghana,4119960.0,1,A033419003,0,0,0,S4253,0,80000000.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,80000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,Other PBA,2,0
2009/2010,2,D4207,0,1,B4200,0,GH,Governmental,Africa,1.0,WWD West & Central Africa,Operational,1,0,Foreign Non-Profit Making,Ghana,4119960.0,1,A033419003,0,0,0,S4253,0,80000000.0,WGM Sub-Saharan Africa,Ghana Program Section,4254,Ghana,80000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,Other PBA,2,0
2009/2010,2,D4207,0,0,B4200,3,CM,Governmental,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Non-Profit Making,Cameroon,101345.12,1,A033435001,0,0,0,S4287,0,498775.65,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4289,Cameroon,498775.65,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,1,HT,Governmental,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Haiti,39919.7,1,A033455001,0,0,0,S4449,0,5689035.26,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,5689035.26,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,1,HT,Governmental,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Haiti,39919.7,1,A033455001,0,0,0,S4449,0,5689035.26,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,5689035.26,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,1,HT,Governmental,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Haiti,239518.2,1,A033455001,0,0,0,S4449,0,5689035.26,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,5689035.26,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,1,HT,Governmental,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Haiti,79839.4,1,A033455001,0,0,0,S4449,0,5689035.26,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,5689035.26,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,1,HT,Individual,America,1.0,NDD Americas Programming,Terminating,0,0,Canadian Profit Making,Haiti,1817.7255,1,A033457001,0,0,0,S4449,0,19721298.01,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,19721298.01,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
