assay_id,src_assay_id,assay_tax_id,assay_tissue,variant_id,assay_subcellular_fraction,confidence_score,assay_type,relationship_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_cell_type
3361,,,,,,8,F,H,Experg,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,,,,,
3362,,,,,,8,F,H,Expwrt,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),,,,,
3363,,,,,,8,F,H,Aktocuratioh,14424,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,,,,
3364,,10250.0,,,,8,F,H,Aut8curatkon,1980,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,,,Rattus norvegicus,,
3365,,,,,,8,F,H,Autoc7rxtion,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,,,,,
3366,,,,,,8,B,H,Autocurah7on,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor,,,,,
3367,,,,,,8,B,H,Autodugation,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,,,,,
3368,,,,,,8,B,H,Autocugxtion,17358,Compound was tested for 5-hydroxytryptamine 4 binding affinity,,,,,
3369,,,,,,8,B,H,Auyocurafion,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,,,,,
3370,,,,,,8,F,H,Autoc7ra6ion,17358,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,,,,
3371,,,,,,8,B,H,Autocutat7on,16117,In vitro binding affinity towards 5-HT4 receptor was determined,,,,,
3372,,,,,,8,F,H,Autocyratuon,17358,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,,,,
3373,,,,,,8,F,H,Autocurayiog,17358,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,,,,,
3374,,,,,,8,B,H,Autocurqtiln,17358,Tested for selectivity for 5-hydroxytryptamine 4 receptor,,,,,
3375,,,,,,8,B,H,Autocura4i0n,17358,Tested for 5-hydroxytryptamine 4 binding affinity against cisapride,,,,,
3376,,,,,,8,B,H,zutocuratiog,17358,Tested for 5-hydroxytryptamine 4 binding affinity against renzapride,,,,,
3377,,,,,,8,B,H,Autocura6ioj,17358,Tested for 5-hydroxytryptamine 4 binding affinity against zacopride,,,,,
3378,,,,,,8,B,H,rxpert,1274,Binding affinity against 5-Hydroxytryptamine 4 receptor,,,,,
3379,,,,,Brainmembrzhes,6,B,H,Aut0curatioj,10728,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 recognition sites in rat brain membranes,,,,,
3380,,,,,Braibmembranee,6,B,H,Autpcuragion,11695,Compound was evaluated for the displacement of [3H]Q-ICS-205-930 from 5-HT3 recognition sites in rat brain membranes,,,,,
3381,,,,,Brainjembranea,6,B,H,A8tochration,11695,Displacement of [3H]Q-ICS-205-930 from 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes,,,,,
3382,,,,,,6,B,H,wuticuration,12490,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor from rat cortex homogenate,,,,,
3383,,31231.0,,,,7,B,D,Aytocugation,11828,Displacement of [3H]-Q-ICS 205-930 from rat cortex homogenate 5-hydroxytryptamine 3 receptor,,,Rattus norvegicus,,
3384,,,mippocampue,,,6,B,H,Autocura5ioh,12253,Binding affinity of 5-hydroxytryptamine 3 receptor using [3H]granisetron in rat hippocampus and entorhinal cortex,,,,,
3385,,,,,,6,B,H,Autocuraykon,10561,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,,,,,
3386,,,,,,6,B,H,Autocurati0g,10561,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]quipazine as radioligand in rat cortex,,,,,
3387,,,,,,6,F,H,Autocuestion,14432,Rat 5-hydroxytryptamine 3 receptor (5-HT3) antagonist,,,,,
3388,,20365.0,,,,7,B,D,Aut8cyration,12936,Binding affinity against rat 5-hydroxytryptamine 3 receptor,,,Rattus norvegicus,,
3389,,37884.0,,,,7,B,D,Autocjrati8n,1274,Binding affinity against 5-Hydroxytryptamine 3 receptor,,,Rattus norvegicus,,
3390,,,,,,6,B,H,Autkcurat9on,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of racemic [3H]zacopride from rat cortex,,,,,
3391,,,,,,6,B,H,qutocuratuon,670,Binding affinity to 5-hydroxytryptamine 3 receptor was determined in rat cerebro cortical membranes using [3H]quipazine.,,,,,
3392,,61375.0,,,,7,B,D,Aut9curat8on,968,Displacement of [3H]granisetron from 5-hydroxytryptamine 3 receptor of rat cortex,,,Rattus norvegicus,,
3393,,,,,,6,B,H,Autocurqyion,14287,In vitro by displacement of [3H]LY-278584 from 5-hydroxytryptamine 3 receptor on rat entorhinal cortex,,,,,
3394,,,,,,6,B,H,Au6kcuration,567,Tested for its binding affinity by measuring its ability to displace [3H]granisetron from 5-hydroxytryptamine 3 receptor in rat cortex,,,,,
3395,,,,,,6,B,H,Autocurxgion,13267,The binding affinity (pKi) measured against 5-hydroxytryptamine 1A receptor of rat cortex using [3H]8-OH-DPAT as radioligand,,,,,
3396,,,,,,6,B,H,Augoduration,14826,Binding affinity at 5-hydroxytryptamine 3 receptor in rat cortical membrane by [3H]graniestron displacement.,,,,,
3397,,,,,,6,B,H,zutocurayion,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand,,,,,
3398,,,,,,6,B,H,Ahtocurati8n,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand.,,,,,
3399,,9485.0,,,,7,B,D,Aufocurwtion,10394,pKi value for inhibition of [3H]LY-278584 binding to 5-hydroxytryptamine 3 receptor,,,Rattus norvegicus,,
3400,,,,,,9,B,D,Expegt,13657,"Compound was evaluated for binding affinity on 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding",,,,,
3401,,,Brsin,,,8,F,H,Augoc7ration,1879,Compound was tested for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat brain using [3H]zacopride as the radioligand.,,,,,
3402,,,,,,8,F,H,Autocutatioj,1879,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor,,,,,
3403,,,,,,8,F,H,Autocurwtuon,1879,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat CNS.,,,,,
3404,,,,,,8,F,H,zutocyration,204,Compound was evaluated in vivo for the antagonistic activity towards 5-hydroxytryptamine 3 receptor,In vivo,,,,
3405,,,,,,8,B,H,Aut0curatiog,1879,Compound was tested for its binding affinity towards 5-HT-3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,,,,
3406,,,,,,8,B,H,A6tocurat9on,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,
3407,,,,,,8,B,H,Aitosuration,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,,,,
3408,,,,,,8,B,H,wutocura4ion,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using [125I]DAIZAC as the radioligand.,,,,,
3409,,,,,,6,B,H,Autofurati9n,10641,"Concentration that inhibits the binding of radioligand, [3H]-ICS 205930, to 5-hydroxytryptamine 3 receptor from rat cortex",,,,,
3410,,,,,,8,B,H,Aiyocuration,773,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,,,,,
3411,,,,,,6,B,H,Autocuratikh,11952,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor in rat brain cortical membranes using radioligand [3H]quipazine,,,,,
3412,,65359.0,,,,9,F,D,Autocu5ztion,14145,Antagonist activity (100 ug/kg) for the Bezold Jarisch reflex evoked by 30 (ug/Kg) of 5-hydroxytryptamine 3 receptor in ethylurethane anesthetized rats i.v.,,,Rattus norvegicus,,
3413,,,,,,8,B,H,3xpert,17066,Binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,
3414,,,,,,4,B,H,A8tocurqtion,6398,Compound was evaluated for 5-hydroxytryptamine 3 receptor binding,,,,,
3415,,,,,,0,B,U,Autox6ration,10321,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,,,,,
3416,,,,,,4,F,H,sutocurqtion,511,Tested for 5-hydroxytryptamine 3 receptor antagonist activity by inhibiting the 5-HT evoked Bezold-Jarisch reflex,,,,,
3417,,,,,,4,B,H,xut0curation,4639,Compound was tested for binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,
3418,,,,,,4,B,H,Autocugayion,4639,Binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,
3419,,29354.0,,,,4,F,H,Auhocurxtion,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 0.3 uM,,,Cavia porcellus,,
3420,,46582.0,,,,4,F,H,Aurocuratiln,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,,,Cavia porcellus,,
3421,,25291.0,,,,4,F,H,Autocurwtioh,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 30 uM,,,Cavia porcellus,,
3422,,,,,,4,B,H,Aurocjration,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,,,,,
3423,,,,,,4,F,H,Ajtocufation,268,Evaluated for the 5-hydroxytryptamine 3 receptor antagonistic activity in Bezold-Jarisch model expressed as inhibition of the reflex bradycardia induced by an intravenous injection,,,,,
3424,,,,,,4,B,H,Ayhocuration,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 3 receptor at a concentration of 10 uM using [3H]BRL-43694 as radioligand,,,,,
3425,,,,,,4,F,H,xutovuration,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); A: agonist,,,,,
3426,,,,,,4,F,H,Autocurarioh,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: agonist,,,,,
3427,,,,,,4,F,H,A8tocuratioj,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: antagonist,,,,,
3428,,,,,,4,B,H,Autocurati0g,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); NA means data not available,,,,,
3429,,,,,,4,F,H,Aut0curatiog,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); PA: Partial agonist,,,,,
3430,,,,,,4,F,H,A76ocuration,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; A: agonist,,,,,
3431,,,,,,4,F,H,Autoc7gation,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; ANT: Antagonist,,,,,
3432,,,,,,4,B,H,Au6ocuratjon,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA: not active,,,,,
3433,,,,,,4,B,H,Autocurwti0n,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA means data not available,,,,,
3434,,,,,,4,F,H,Aut8curatlon,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; PA: Partial agonist,,,,,
3435,,,,,,4,B,H,Au5ocuratipn,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; na means data not available,,,,,
3436,,,,,,4,B,H,Au4ocuratiob,5067,Binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,
3437,,,,,,4,B,H,Auh8curation,14331,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor using [3H]-BRL-43694 (1 nM) ligand in NG cells 108-15 was determined,,,,,
3438,,,,,,4,B,H,Autocurat7oh,5067,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor; NA: not active,,,,,
3439,,,,,,4,B,H,xut0curation,6179,Binding affinity for 5-HT3 receptor of NG108-15 cells using [3H]GR-65630,,,,,NG108-15
3440,,,,,,4,B,H,Aktocudation,4265,Binding affinity to 5-HT3 serotonin receptor in NG 108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand.,,,,,
3441,,,,,,4,B,H,Autocu5xtion,4265,Binding affinity to 5-HT3 serotonin receptor in NG108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand,,,,,NG108-15
3442,,,,,,4,B,H,sjtocuration,17358,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,,,,,
3443,,,,,,4,B,H,Autocu4qtion,17358,Compound was tested for selectivity against 5-hydroxytryptamine 3 receptor binding affinity,,,,,
3444,,,,,,4,B,H,Autovuragion,13628,Compound was tested for the inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor expressed in NG 108-15 cells,In vitro,,,,
3445,,,,,,4,B,H,Autocugafion,4612,In vitro Binding affinity towards 5-hydroxytryptamine 3 receptor was determined,,,,,
3446,,,,,,4,F,H,Autoskration,17358,Tested for 5-hydroxytryptamine 3 receptor antagonist activity,,,,,
3447,,16272.0,,,,4,F,H,Ajtocurati8n,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 1 uM,,,Cavia porcellus,,
3448,,9587.0,,,,4,F,H,Autocursti8n,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM,,,Cavia porcellus,,
3449,,1936.0,,,,4,F,H,Autockratioh,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM in the presence of 30 uM MDL 72222,,,Cavia porcellus,,
3450,,53682.0,,,,4,F,H,xutocuratiin,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,,,Cavia porcellus,,
3451,,,,,,4,B,H,Autocu4atjon,511,Binding affinity for the 5-hydroxytryptamine 3 receptor was evaluated in vitro by examining its ability to displace [3H]-BRL 43694.,,,,,
3452,,,,,,4,B,H,A6tocurat9on,1479,Binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,
3453,,,,,,4,B,H,Autkciration,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor using radioligand binding assay,,,,,
3454,,,,,,4,B,H,Autosuratiob,12146,Tested against 5-hydroxytryptamine 3 receptor in experiment 1,,,,,
3455,,,,,,4,B,H,A8tosuration,12146,Tested against 5-hydroxytryptamine 3 receptor in experiment 2,,,,,
3456,,,,,,4,B,H,Aytocuratkon,13969,Binding affinity against 5-hydroxytryptamine 3 receptor was measured using [3H]granisetron as radioligand,,,,,
3457,,,,,,8,B,H,Exprrt,13392,Binding affinity for 5-hydroxytryptamine 2C receptor,,,,,
3458,,,,,,6,B,H,Autoxurxtion,13392,Binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,
3459,,,,,,8,B,H,Au4ocuratioj,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 3 receptor,,,,,
3460,,,,,,8,B,H,Autodurat8on,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,,,,,
3461,,,,,,8,B,H,Autosura6ion,16655,Inhibition of GR-65630 binding to 5-hydroxytryptamine 3 receptor,,,,,
3462,,,,,,4,B,H,Autocu4atuon,13020,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,,,,,
3463,,,,,,4,B,H,Aufocuratlon,13021,Inhibition of [3H]-BRL 43 694 binding to 5-hydroxytryptamine 3 receptor of central nervous system,,,,,
3464,,,,,,4,B,H,Autocurxtipn,13020,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,,,,,
3465,,,,,,8,B,H,Autociratkon,10321,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,,,,,
3466,,,,,,8,B,H,Autoduratuon,15818,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,
3467,,,,,,8,B,H,Autosutation,15818,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,,,,,
3468,,,,,,8,B,H,Autochdation,17358,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,,,,,
3469,,,,,,8,B,H,Autpsuration,2222,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,,,,,
3470,,,,,,8,B,H,Aut0vuration,10322,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,,,,,
3471,,,,,,8,B,H,Aufocura6ion,16117,In vitro binding affinity towards 5-hydroxytryptamine 3 receptor was determined,,,,,
3472,,,,,,8,B,H,Autocuratkkn,17200,Inhibitory constant against 5-hydroxytryptamine 3 receptor using [3H]GR-65630 radioligand,,,,,
3473,,,,,,8,F,H,Autocuratiig,17358,Tested for 5-hydroxytryptamine 3 receptor agonist activity,,,,,
3474,,,,,,8,B,H,Autlcuratiln,16700,The binding affinity towards 5-hydroxytryptamine 3 receptor; No affinity,,,,,
3475,,,,,,8,B,H,Auticurat7on,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H](R)-zacopride from ondansetron-treated NG-108-15 cell membranes,,,,,
3476,,,,,,8,B,H,Autocu4arion,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H]-BRL 43694 from NG-108-15 cell membranes,,,,,
3477,,,,,,4,B,H,zutofuration,12409,Binding affinity against the 5-hydroxytryptamine 3 receptor,,,,,
3478,,,,,,8,B,H,Aut8curahion,4365,Binding affinity against human 5-hydroxytryptamine 3A receptor,,,,,
3479,,,,,,8,F,H,Autocutatiom,4365,Percent efficacy against 5-hydroxytryptamine 3A receptor,,,,,
3480,,,,,,8,B,H,suticuration,4365,Binding affinity against human 5-hydroxytryptamine 3A receptor,,,,,
3481,,5501.0,,,,9,F,D,Expegt,6769,Response at rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes,,,Rattus norvegicus,,Oocytes
3482,,19928.0,,,,9,F,D,Exp4rt,6769,Ability to block serotonin (30 uM)-evoked responses at rat 5HT3-alpha receptor expressed in xenopus oocytes,,,Rattus norvegicus,,Oocytes
3483,,19650.0,,,,9,F,D,Expsrt,6769,Effect on rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes at concentration up to 100 uM,,,Rattus norvegicus,,Oocytes
3484,,6045.0,Ileym,,,9,F,D,Intwrmediats,809,5-hydroxytryptamine 4 receptor agonist activity as percent maximum 5-HT effect in response to electrical stimulation in male guinea pig ileum,,,Cavia porcellus,,
3485,,39794.0,Ilsum,,,9,F,D,Ingegmediate,809,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum,,,Cavia porcellus,,
3486,,1112.0,,,,9,F,D,Ih4ermediate,14290,5-hydroxytryptamine 4 receptor agonist activity is expressed as percent of the maximum 5-HT response,,,Cavia porcellus,,
3487,,13548.0,Ile7m,,,9,B,D,7ntermfdiate,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in electrically stimulated longitudinal muscle preparation of guinea pig ileum,,,Cavia porcellus,,
3488,,40264.0,,,,9,B,D,In4ermediafe,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in guinea pig distal colon preparation,,,Cavia porcellus,,
3489,,2503.0,9leum,,,9,B,D,Inrermeciate,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in isolated guinea pig ileum longitudinal muscle preparation,,,Cavia porcellus,,
3490,,,uleum,,,8,B,H,Autkchration,17386,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,,,,,
3491,,,,,,8,B,H,Autociratioj,3269,Affinity against 5-hydroxytryptamine 7 receptor,,,,,
3492,,46367.0,,,,4,B,H,qutoxuration,7721,Ability to displace [3H]5-HT binding from 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,,,Cavia porcellus,,
3493,,52054.0,,,,4,B,H,Aut8curatiom,7721,Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,,,Cavia porcellus,,
3494,,2406.0,Ileym,,,4,B,H,qufocuration,9117,Evaluated for inhibition of 5-hydroxytryptamine receptor on guinea pig ileum at 10 uM; No effect,,,Cavia porcellus,,
3495,,47056.0,,,,4,B,H,Au58curation,7721,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand, activity is expressed as Kd.",,,Cavia porcellus,,
3496,,23470.0,,,,4,B,H,Autoch5ation,7721,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor using 1 uM LSD as masking ligand, activity is expressed as Kd.",,,Cavia porcellus,,
3497,,22542.0,,,,4,F,H,Autkcuratioj,15796,5-HT level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,,,Cavia porcellus,,
3498,,45892.0,,,,4,F,H,Auroduration,15796,5-hydroxytryptamine level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,,,Cavia porcellus,,
3499,,1039.0,Cafdiacattium,,,9,B,D,Experf,15650,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor in the presence of 10 nM compound in isolated human atrial myocytes,,,Homo sapiens,,
3500,,49414.0,Cardiacatrl8m,,,9,B,D,Exp3rt,15650,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes,,,Homo sapiens,,
3501,,92891.0,,,,5,F,D,Autoduratioj,6866,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine",,,Homo sapiens,,
3502,,16341.0,Carciacxtrium,,,9,F,D,Exper5,15650,",Antagonism of stimulation of 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes",,,Homo sapiens,,
3503,,69427.0,,,,0,B,U,Au6ocu5ation,10063,Ability (10 ug/kg) to inhibit binding of [125I]iododexetimide to 5-hydroxytryptamine receptor in mice,,,Mus musculus,,
3504,,45071.0,,,,0,B,U,Autochrati0n,12665,Percent inhibition of radioligand [3H]-LSD binding to 5-HT receptor at 10 uM concentration,,,Mus musculus,,
3505,,,,,,4,B,H,Aut9curat7on,7504,5-hydroxytryptamine receptor binding affinity was determined in rats,,,,,
3506,,,,,,4,B,H,Aut9curatioh,7504,Binding affinity at rat 5-hydroxytryptamine receptor.,,,,,
3507,,,,,,4,B,H,Autocurwtuon,7038,Affinity against 5-hydroxytryptamine receptors in rat fundus model,,,,,
3508,,,,,,4,B,H,Aytocuratiln,7626,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation,,,,,
3509,,,,,,4,B,H,Aitocurztion,7626,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation; Not determined,,,,,
3510,,,Stonach,,,4,F,H,qut8curation,7185,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation,,,,,
3511,,,Stomaxh,,,4,F,H,Autocuratikj,7185,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation (resulted in discoloration in the oxygenated muscle bath to give varying results).,,,,,
3512,,,,,,4,F,H,Autoduratiln,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,
3513,,,,,,4,B,H,Autociratikn,6960,Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2,,,,,
3514,,,,,,4,B,H,qutocurztion,6960,"Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2; Valid pA2, can not be determined because of slope of Schild plot.",,,,,
3515,,,Hlppicampus,,,8,B,H,zutocuratiog,12416,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,,,,,
3516,,,,,,8,B,H,Espert,15753,Binding affinity for rat 5-hydroxytryptamine transporter.,,,,,
3517,,,,,,4,B,H,Aut0curatiom,8062,Evaluated for inhibition of specific [3H]5-HT receptor binding in rat cortex.,,,,,
3518,,29321.0,,,,5,B,D,A7tocurwtion,9036,Binding affinity at serotonin 5-HT1-type site receptor in rat cortex by displacing [3H]5-HT,,,Rattus norvegicus,,
3519,,41012.0,,,,5,B,D,Aut8curat8on,15067,Compound was tested for its inhibitory activity against 5-hydroxytryptamine receptor,,,Rattus norvegicus,,
3520,,24721.0,nrain,,,9,F,D,4xpert,15753,Inhibitory activity against [3H]- 5-hydroxytryptamine reuptake in whole rat brain minus cerebellum,,,Rattus norvegicus,,
3521,,41941.0,Ce3ebeilum,,,9,F,D,Expfrt,15753,Inhibition of [3H]5-HT reuptake in whole rat brain (minus cerebellum) homogenate.,,,Rattus norvegicus,,
3522,,89771.0,,,,5,B,D,Auykcuration,15295,Displacement of [3H]-citalopram from rat forebrain membrane 5-hydroxytryptamine receptor at 10e-7 M,,,Rattus norvegicus,,
3523,,15610.0,,,,5,B,D,Aytocu5ation,6347,Percent binding affinity against 5-hydroxytryptamine receptor,,,Rattus norvegicus,,
3524,,,,,,0,B,U,Aytoxuration,6763,Ability to displace 0.4 nM [3H]paroxetine binding to 5-hydroxytryptamine receptor in rat frontal cortex,,,,,
3525,,34165.0,,,,5,B,D,zutocufation,12092,The binding affinity was measured on 5-hydroxytryptamine receptor uptake receptor using [3H]- paroxetine as radioligand.,,,Rattus norvegicus,,
3526,,4950.0,,,,5,B,D,Autockrat9on,1579,Affinity against 5-hydroxytryptamine receptor was determined,,,Rattus norvegicus,,
3527,,37816.0,Sgomach,,,5,B,D,Autocuratjpn,1579,Affinity against 5-hydroxytryptamine receptor was determined in rat stomach fundus strip,,,Rattus norvegicus,,
3528,,27549.0,,,,9,B,D,Ex9ert,5963,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,In vitro,,Homo sapiens,,
3529,,58682.0,,,,9,B,D,dxpert,5963,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,In vitro,,Homo sapiens,,
3530,,,,,,8,B,H,wutocuratikn,5030,Ability to compete with radioactive ligands specific to the Serotonergic 5-HT receptor at 10 uM; NA means compound failed to compete,,,,,
3531,,,,,,8,B,H,Ezpert,15796,Inhibition of 5-hydroxytryptamine reuptake,,,,,
3532,,,,,,8,F,H,Autlcuratiog,15413,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding",,,,,
3533,,,,,,8,F,H,qutofuration,15413,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 1)",,,,,
3534,,,,,,8,F,H,Aut8cu5ation,15413,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 2)",,,,,
3535,,,,,,8,F,H,Autpfuration,12409,Tested for 5-hydroxytryptamine receptor uptake,,,,,
3536,,47551.0,,,,9,B,D,dxpert,16909,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,,,Homo sapiens,,CHO
