miller2_fsclr,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_dsbltsss(mrkr),miller2_cntrrgnd,miller2_thsss(mrkr),miller2_gndrqlt(mrkr),miller2_trddvlpmnt(mrkr),miller2_bltrld(ntrntnlmrkr),miller2_fstcprcnt,miller2_stts,miller2_nvrmntlsstnblt(mrkr),miller2_rgnstntp,miller2_sctrd,miller2_knwldgfrdvlpmnt(mrkr),miller2_bdvrst(mrkr),miller2_dsrtfctn(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_ndgnssss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstnclss,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrnm,miller2_sctrprcnt,miller2_mntspnt
2009/2010,42367000.0,0,HN,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HN,Honduras,0.034,Promotion of development awareness,0.04,8364.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11220,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Primary education,0.01,2460.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11330,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Vocational training,0.01,2460.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11430,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Advanced technical and managerial training,0.015,3690.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Health policy and administrative management,0.02,4920.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12281,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Health personnel development,0.02,4920.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,13040,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,STD control including HIV/AIDS,0.021,5166.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14031,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Basic drinking water supply,0.0235,5781.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14032,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Basic sanitation,0.0235,5781.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Public sector policy and administrative management,0.1,24600.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15130,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Legal and judicial development,0.05,12300.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Democratic participation and civil society,0.1,24600.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15153,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Media and free flow of information,0.1,24600.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15160,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Human rights,0.1,24600.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,16020,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Employment policy and administrative management,0.02,4920.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,16050,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Multi-sector aid for basic social services,0.017,4182.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,32140,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Cottage industries and handicrafts,0.01,2460.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,32161,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Agro-industries,0.012,2952.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Trade policy and administrative management,0.1,24600.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33120,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Trade facilitation,0.05,12300.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33140,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Multilateral trade negotiations,0.128,31488.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33181,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Trade education/training,0.03,7380.0
2009/2010,42367000.0,0,HT,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,1,America,HT,Haiti,0.04,Promotion of development awareness,0.04,9840.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11220,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Primary education,0.01,3075.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11330,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Vocational training,0.01,3075.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11430,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Advanced technical and managerial training,0.015,4612.5
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Health policy and administrative management,0.02,6150.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12281,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Health personnel development,0.02,6150.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,13040,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,STD control including HIV/AIDS,0.021,6457.5
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14031,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Basic drinking water supply,0.0235,7226.25
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14032,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Basic sanitation,0.0235,7226.25
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Public sector policy and administrative management,0.1,30750.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15130,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Legal and judicial development,0.05,15375.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Democratic participation and civil society,0.1,30750.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15153,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Media and free flow of information,0.1,30750.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15160,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Human rights,0.1,30750.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,16020,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Employment policy and administrative management,0.02,6150.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,16050,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Multi-sector aid for basic social services,0.017,5227.5
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,32140,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Cottage industries and handicrafts,0.01,3075.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,32161,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Agro-industries,0.012,3690.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Trade policy and administrative management,0.1,30750.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33120,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Trade facilitation,0.05,15375.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33140,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Multilateral trade negotiations,0.128,39360.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33181,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Trade education/training,0.03,9225.0
2009/2010,42367000.0,0,ID,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,ID,Indonesia,0.05,Promotion of development awareness,0.04,12300.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11220,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Primary education,0.01,615.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11330,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Vocational training,0.01,615.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11430,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Advanced technical and managerial training,0.015,922.5
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Health policy and administrative management,0.02,1230.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12281,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Health personnel development,0.02,1230.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,13040,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,STD control including HIV/AIDS,0.021,1291.5
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14031,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Basic drinking water supply,0.0235,1445.25
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14032,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Basic sanitation,0.0235,1445.25
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Public sector policy and administrative management,0.1,6150.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15130,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Legal and judicial development,0.05,3075.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Democratic participation and civil society,0.1,6150.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15153,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Media and free flow of information,0.1,6150.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15160,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Human rights,0.1,6150.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,16020,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Employment policy and administrative management,0.02,1230.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,16050,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Multi-sector aid for basic social services,0.017,1045.5
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,32140,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Cottage industries and handicrafts,0.01,615.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,32161,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Agro-industries,0.012,738.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Trade policy and administrative management,0.1,6150.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33120,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Trade facilitation,0.05,3075.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33140,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Multilateral trade negotiations,0.128,7872.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33181,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Trade education/training,0.03,1845.0
2009/2010,42367000.0,0,IQ,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,IQ,Iraq,0.01,Promotion of development awareness,0.04,2460.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11220,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Primary education,0.01,3075.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11330,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Vocational training,0.01,3075.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11430,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Advanced technical and managerial training,0.015,4612.5
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Health policy and administrative management,0.02,6150.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12281,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Health personnel development,0.02,6150.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,13040,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,STD control including HIV/AIDS,0.021,6457.5
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14031,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Basic drinking water supply,0.0235,7226.25
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14032,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Basic sanitation,0.0235,7226.25
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Public sector policy and administrative management,0.1,30750.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15130,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Legal and judicial development,0.05,15375.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Democratic participation and civil society,0.1,30750.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15153,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Media and free flow of information,0.1,30750.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15160,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Human rights,0.1,30750.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,16020,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Employment policy and administrative management,0.02,6150.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,16050,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Multi-sector aid for basic social services,0.017,5227.5
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,32140,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Cottage industries and handicrafts,0.01,3075.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,32161,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Agro-industries,0.012,3690.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Trade policy and administrative management,0.1,30750.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33120,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Trade facilitation,0.05,15375.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33140,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Multilateral trade negotiations,0.128,39360.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,33181,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Trade education/training,0.03,9225.0
2009/2010,42367000.0,0,KH,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,KH,Cambodia,0.05,Promotion of development awareness,0.04,12300.0
2009/2010,42367000.0,0,LB,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11220,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,LB,Lebanon,0.01,Primary education,0.01,615.0
2009/2010,42367000.0,0,LB,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11330,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,LB,Lebanon,0.01,Vocational training,0.01,615.0
2009/2010,42367000.0,0,LB,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11430,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,LB,Lebanon,0.01,Advanced technical and managerial training,0.015,922.5
2009/2010,42367000.0,0,LB,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,LB,Lebanon,0.01,Health policy and administrative management,0.02,1230.0
2009/2010,42367000.0,0,LB,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12281,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,LB,Lebanon,0.01,Health personnel development,0.02,1230.0
2009/2010,42367000.0,0,LB,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,13040,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,LB,Lebanon,0.01,STD control including HIV/AIDS,0.021,1291.5
2009/2010,42367000.0,0,LB,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14031,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,LB,Lebanon,0.01,Basic drinking water supply,0.0235,1445.25
2009/2010,42367000.0,0,LB,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,14032,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,LB,Lebanon,0.01,Basic sanitation,0.0235,1445.25
2009/2010,42367000.0,0,LB,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,0,1,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,NGO,3,Asia,LB,Lebanon,0.01,Public sector policy and administrative management,0.1,6150.0
