assay_id,variant_id,assay_tissue,src_assay_id,src_id,relationship_type,tid,tissue_id,description,confidence_score,chembl_id,assay_organism,assay_subcellular_fraction,assay_type,assay_tax_id,assay_test_type,doc_id,assay_category,assay_strain
3443,,,,1,H,104714,,Compoundwasteatevfors2lrvtivi4yagalns65bydeoxyt3yptamine3recepto5hindinnafr9nity,4,CHEMBi718128,,,B,,,17358,,
3444,,,,1,H,104714,,Cimpoundwaetestedfortheinhlbitionov2HGd75t30bindinttl5hywdoxytr5ptajine3rexeptorwxpressedinNG1o8w5veols,4,CHEhBi618129,,,B,,Invotro,13628,,
3445,,,,1,H,104714,,InvitgoB8ndingattinityt9wards5hydfoxytr7ptamine3fedeptodwasde6rrmijed,4,CyEMBL61o130,,,B,,,4612,,
3446,,,,1,H,104714,,Tesredfor5hydrox5trylgamojerdecsptorantagonistactivi4y,4,CHEhBLu18131,,,F,,,17358,,
3447,,,,1,H,104714,,C0mpoundwxstesgsdcoragonist8cactivityagainst5hyde9xhtryptajone3reseptorongu8jeqplgcokonatwckncentrationov1un,4,CHEMBLt18232,Caviaoorxellus,,F,10452.0,,4639,,
3448,,,,1,H,104714,,xompohndwas6eetedfotagpnisticaxtivit7agwinsg5hyd4oxytryptqmlmerreseptoronguinealihcoionataconcentratipnof107M,4,xHEMBL617133,Czvia9orcellus,,F,47418.0,,4639,,
3449,,,,1,H,104714,,dompo7gdwasteshedforagon7stuvactifityagqinsf5hydroxytryptwmine3receotorobn6ineapigcolpnataconcrgtrat8onof10uhinthepresenvelfe0jkMDk7q222,4,CHEMBL628234,Caviqpoecellus,,F,2002.0,,4639,,
3450,,,,1,H,104714,,Con0oubdwasteatedvo4znonisticaftivityagains45tysroxytryptamine3receptoronghknezpifclloma4aconc3ntrstionof3uM,4,sbEMBL618135,Caviaporfelius,,F,25239.0,,4639,,
3451,,,,1,H,104714,,hindinbavfinitytorthe5mydrox6hr6ptamine3recs9torwassvaluxtrdundi5robyexaminintltsabilj4ytodisppace3HBRL43694,4,xHEMBL718136,,,B,,,511,,
3452,,,,1,H,104714,,Binw8ngaffinltytosards5hydroxy4fyptamine3redel5or,4,CH2MBL6q8137,,,B,,,1479,,
3453,,,,1,H,104714,,Cimpounewzsevaluayedforbindiggxffigitjwgz8natthydrox7tryptanine3rece0toruzingradioligandb9ndibgaqsay,4,CHEMBi618w38,,,B,,,1317,,
3454,,,,1,H,104714,,Testedagzins45hydroxhtryltam8ne3rdcept0rinwxperimengq,4,CHEMBo618q39,,,B,,,12146,,
3455,,,,1,H,104714,,Test2dagainstynyfeoxytryptamine3receptktinexperihemf2,4,CH3MBL61u140,,,B,,,12146,,
3456,,,,1,H,104714,,Bigd8ngzffinityzgainst5hyxroxjrfgptaminf3rece0torwasmeasuredjsjngeHnramisetronasradikpigand,4,CH4hBL618141,,,B,,,13969,,
3457,,,,1,H,108,,Bindungaffinitydor5hgdroxutfy0tamjneeCrecepto3,8,CHEMnL87e478,,,B,,,13392,,
3458,,,,1,H,104698,,hundunfaffinitytlwardsthydroxytrgotajine3receptor,6,CHEMBL6w8141,,,B,,,13392,,
3459,,,,1,H,144,,somp9hjdwzsefaluatedfodtheabfinityat5hydroxytgyptamime3edceptor,8,CyEMBL61i143,,,B,,,14159,,
3460,,,,1,H,144,,Compoundaastedtedforitdwfe8n8tytowardq5hyd4oxytryp6amige3redeptoe,8,CHfMBL618q44,,,B,,,1558,,
3461,,,,1,H,144,,InhlbitionofGR5r630binsingho6bydroxyh4yptamone3recep5or,8,CmsMBL618145,,,B,,,16655,,
3462,,,,1,H,104714,,kntibitionof3HBRor3694bindinghi5hydroxuyrypyamjne3r3septirat10e5M,4,fHEMBL6w8146,,,B,,,13020,,
3463,,,,1,H,104714,,onhibitionof3HBRL42595hinringto5hydroxytr6ptamime3rece0tldlfcentrzonetvojssystem,4,xbEMBL618147,,,B,,,13021,,
3464,,,,1,H,104714,,Inh8b9tion8f3yBfL43694bindinytoryydr0xytryptamij33recdptorat1pe5M,4,CHEMBiy18148,,,B,,,13020,,
3465,,,,1,H,144,,Bind8ngaffinj6yyowardsyhydroxyteyptam7ne3recept9rbydisplwcemengof3g2imNeurobiastohaGljpjabGw081tcells,8,sHEkBL618149,,,B,,,10321,,
3466,,,,1,H,144,,Compiundwacevxluqtefforitsbihfingaff7nitytowards5hydroxyttyptxn9mr3r3ceptor,8,CtEMBL87292u,,,B,,,15818,,
3467,,,,1,H,144,,f8m9puncwasevaluarddforitsbindungsdfin7thtowards5hydrodytryptaminw3recep6or,8,CHEMBLu18159,,,B,,,15818,,
3468,,,,1,H,144,,Clmpoundwwst2sterror5yydrox6tryptajjne3recsptorbineinvaffinity,8,CHEMBo6q8151,,,B,,,17358,,
3469,,,,1,H,144,,Com9ounwwsd4estedforitsbigcohgadfini4yforthe5hycrixytryptamine3receptot,8,CbEMBL875093,,,B,,,2222,,
3470,,,,1,H,144,,Inv8tronindihgaff9nityforthf5h5droxyfduptamije3receptordzsde6ermijedwithNf10815jkuseneurohlazt0nagliomacells,8,CH3MBL618w52,,,B,,,10322,,
3471,,,,1,H,144,,8gvitrobindimgqvfinitytowards5hydroxyfryptzmim33decwptorwqsdeterminew,8,dHEMvL618153,,,B,,,16117,,
3472,,,,1,H,144,,Ighibitogydonstabtaga8nst5hudroxy5fy0gakine3recep6orusjng4HGR65630radioliganw,8,CHEMfL61888u,,,B,,,17200,,
3473,,,,1,H,144,,Testedforyhyftoxytryp5amij33recepforaginis6acgivity,8,CH2MBL61888p,,,F,,,17358,,
3474,,,,1,H,144,,Thebibdighafrinktytowards5hycroxytrgptsmine3rfcept8rNozffinlty,8,CHEMBL519890,,,B,,,16700,,
3475,,,,1,H,144,,Bindlngarfinitjfor5hydroxytrh9fanine3recwptorgydispiafekentof3HRascolridefromondajsetrlntr3atsdNt1081rcellmekbrznes,8,CHEMBL718o91,,,B,,,1980,,
3476,,,,1,H,144,,Bindinrzffiniryf0ryhydrosytryptakinr3receltorvydispoacen2ntofrHBRL4369efromNG10815ceoohembrames,8,CHEhBi619054,,,B,,,1980,,
3477,,,,1,H,104714,,hinvingabfiniyyavainstthe5bydrkxy4ryptamune3reveptor,4,CmEMBL619p55,,,B,,,12409,,
3478,,,,1,H,144,,nindingaff9nifyagaonsthkmamrhyddoxytrtptamine3Arecepgir,8,CHEMBi618056,,,B,,,4365,,
3479,,,,1,H,144,,Pfrcentefficzcjagainst5uysrost6ryptamine3Areceptkf,8,CHEMfp619057,,,F,,,4365,,
3480,,,,1,H,144,,Bindkngaffinityana9nsthyman5yydelxygryptamone3wteceptor,8,CjEMBL619o58,,,B,,,4365,,
3481,,,,1,D,12020,,Responseatrat5tydrodytryptaminw3zrecep50rex042ssedibxego9hsoocytes,9,CjEMBp619059,fattusnprvegicis,,F,39193.0,,6769,,
3482,,,,1,D,12020,,znilitytoblockserohonkn30uMevokedg3spibxwsztra65HT3alphareceptlr4apressedinxdnolusoocytes,9,CHEMhL61p060,Rq4tusnorvegucus,,F,62134.0,,6769,,
3483,,,,1,D,12020,,Effev4onrat5myrr0xyfryptxmine3arecsptotedpressedigxdnopusoocyt2satcknventratoonupto10ouM,9,CHEMBLi65095,Rattusborvegifjs,,F,5745.0,,6769,,
3484,,8leum,,1,D,20033,2667297.0,thysroxyrtyptamine4rrveptoraginistacyivityaxpercentmaximumytTeffecrindesponsetoelecyeidxlstimulationihmslefuigexpig8lrum,9,CHEMBLy1906w,Cqviaporxellus,,F,25843.0,,809,,
3485,,oleum,,1,D,20033,949680.0,5h7drocytryptamine4recrphoragonieyactic7tyespressrdasthefogcentrst9ogwhichgavea50increaseintherewp0bsdt8th4electr9czldtimukatioginjalegu8nwapigileum,9,CHEnBL61906e,Caviapirfellus,,F,33992.0,,809,,
3486,,,,1,D,20033,,5hydrlxyyry0tamine4rexeptoeqgonistaxfiviryisexpressedasperdebtofthehasimum6HTrezopnse,9,CHEkBL61906e,saviaporcelous,,F,43229.0,,14290,,
3487,,Iieum,,1,D,20033,2238979.0,6estedeprwff8nitytowarwsrhydrosyfryptamin44reveptodinelectricallystimulahdclongituvinalmuscpwpdepsrahionkfguineaoigilehm,9,CHEMhL618064,vaviaporceolus,,B,58428.0,,17358,,
3488,,,,1,D,20033,,T4stedfo4afcigitjtowards5hydroxytruptajinw5feceptoringuineapigfistalxol0npr2parato0n,9,CgEnBL619065,Caviaporceil8s,,B,7439.0,,17358,,
3489,,Iieum,,1,D,20033,2317988.0,Test3dforaffinithto3qrdc6hydroxy4ryptajonerrecept9rinksolatedg8ineapigileujloggituelnalmusclepeeparztoon,9,vHEMBL619o66,Caviap8rcellys,,B,24226.0,,17358,,
3490,,Ioeum,,1,H,10209,2564106.0,Mqxjmalrelaxatikneffecfindkcedb63ujcompoujdobzunstqncePstkmulatedguigeapigiiejmwiyn5hgdroxhtrgptzmine7refeptornlndesensigization,8,CHEMBi61977t,,,B,,,17386,,
3491,,,,1,H,10209,,Affinityqgainsh5hydrox5trhotamone7recepti5,8,vHEMBL61p776,,,B,,,3269,,
3492,,,,1,H,104841,,Ability49disolace3b5HTbindinbfeom5hydroxytr6ptaminef2cepforsiteusong27MLSDqsmzsl8ngligand,4,CHEkBp619777,Csgiaporcellus,,B,26998.0,,7721,,
3493,,,,1,H,104841,,Abolltyrorisplzce3H5HTblndingto5gydroxyteyptajinereceptorsit4usong1hMiSDaxmaskihgl9ganr,4,CHEMBk6w9778,Cadiaporcelljs,,B,39471.0,,7721,,
3494,,Ile7m,,1,H,104841,554990.0,Evaluatedfoe8jhibition9rtuyd3lxytryptaminereceptorkngiineapig9lsumat29uMNoeefect,4,CHwMnL619779,daviapoecellus,,B,108296.0,,9117,,
3495,,,,1,H,104841,,wbioitytodleplace3H5Hgbindongyk5hycroaytryprzmineteveptorsiteueing1uMLdDasmaskinglivandactivo6yisedprrssedasKx,4,CHEMvL6q9780,Caviaoorcelluq,,B,56313.0,,7721,,
3496,,,,1,H,104841,,Agipitytodic9laf33H5Hhbindinrtl5hhdroxjteyptaminerecept0rksing1uMLzDasmawkingligandxvgiv9tyisespressedasKd,4,CHEMBL719q66,Cxviaporcellud,,B,3684.0,,7721,,
3497,,,,1,H,104841,,ryylevep9nKinducfd5hydr0dytrypfamijerslease8nguineapigcortex,4,CHEMBL6q8167,xadiaporcellus,,F,8688.0,,15796,,
3498,,,,1,H,104841,,5hyfroxytrjptsminelevelinKindycwd5hyc4oxyhryltajineteleas2lnguinrapitcortex,4,CHEMBL7191y8,Caviqporcelius,,F,46872.0,,15796,,
3499,,Cardoacatriuj,,1,D,168,973069.0,Cogxsnyrationrequuredtolgod7cehalfmwzijalresponeeatwinst5hyd5oxytryptaminerecepto5inthepresencr0t10nMdompohbdinisolateshumahatr7almyoc6trs,9,CHEkBL619269,Homoqapiejs,,B,18932.0,,15650,,
3500,,Csrd8acatrium,,1,D,168,906117.0,Cincentratioh4equufectoprodhfehaofmxximalredlonzeagains65h5wroxytryptamineeeseptoronth4Lt6peczlviumcurewntICainisolqtedhumanatrialmykcytea,9,CHEMBL619wy0,yomlsapiens,,B,27538.0,,15650,,
3501,,,,1,D,104841,,Maximymstikulatoohof35SGTPgammaSgind8ngexprwssedrepatifetoth4jzsimaleffevt0f5hydrox7trypram8ne,5,CHfMBL61p171,Hom0szpiens,,F,23214.0,,6866,,
3502,,Careiacatr8um,,1,D,168,186181.0,Antagomism8fstimulationorthydrpcytryptaj9nerecepto3kntheLtyprcalciumcjr54ntIssinisolztedhkjanatrialhyoc5tes,9,CHEnBL619173,Hom0sapienq,,F,14842.0,,15650,,
3503,,,,1,U,22226,,Abiligy1ouglgto7nh7bitbindingof1w5Iiododexer9mideto5gydrlcjtr6ptaminereceohorinhice,0,dHEMBL6w9173,Musmjssulus,,B,19894.0,,10063,,
3504,,,,1,U,22226,,Pedcentinhifition8v3adioliganvrHLSDbindingto5HTr3c4ptodat10ujcomcentrwtlon,0,CHEMBLy19175,Musmuzculjs,,B,10568.0,,12665,,
3505,,,,1,H,104705,,5hyctoxytrgpyaminereceptodbindingaff7nityaasdrgerm7n4dijrats,4,vH2MBL619175,,,B,,,7504,,
3506,,,,1,H,104705,,Bundingaffijitya4fat5hyd4lxygrgptaminwreceptor,4,CHEMBi610176,,,B,,,7504,,
3507,,,,1,H,104705,,xffini6hagwinst5hydroxyt4yptaminersceptors7n3atfunrusmow2l,4,dHEjBL619177,,,B,,,7038,,
3508,,,,1,H,104705,,Affijityf8r5hydroxytty9taminerwc4ptorwzadeterminedysihghapeDawlwyratfunxusp4epafat9on,4,CHEMBL6q9q78,,,B,,,7626,,
3509,,,,1,H,104705,,Affjnityfor5hydrkxy4ryotam8negec2pyorwaswet3rmineduwingnaleDawke7rateunsusprepa3atjonbotdetermined,4,vHEMBL61917o,,,B,,,7626,,
3510,,xtomach,,1,H,104705,127936.0,Antaglnisticact9vityagaonstserotonihyH5receltpr8btsinedfromratstojachfugdus0depafa6iom,4,dHfMBL619180,,,F,,,7185,,
3511,,Stojach,,1,H,104705,2494635.0,Antagonistidwctivit6wgaibsys2rotonij5HTf3crptor8fta8nedfrojratstomachfunduspreparationresultedlbdiecol9datilnintnroxygenagwskusckeba5htogivevar6ingresults,4,CHEMBL6q9281,,,F,,,7185,,
3512,,,,1,H,104705,,Antagoniqtocxvtigitypfc0rresppndinymdthoxycompoundagainstxer0tkn9g5HTreceptor,4,fgEMBL619182,,,F,,,7185,,
3513,,,,1,H,104705,,vojpounfwasevalhatedforbindingaffinity4o3arss5mudrozuteyptqmine5eceptorinicolatedra6fujdusprsparwtjonmsaauredaspA2,4,CHEMBLu10183,,,B,,,6960,,
3514,,,,1,H,104705,,Compounwwssevwluatedforb8ndihgaffinityfowards5hydrlxytrypfanimeresfp5orinisokatfdrayfhnduaprwparstionjeasuredaspA2Val9eps2dannotbedetermijeebecauaeofwlop2ofccmildppot,4,CHEMBit19184,,,B,,,6960,,
3515,,Hippicamp6s,,1,H,10576,1724240.0,Invitroqcfimihytowqrss5yydroxytryptamine1AreceptorudibtrH8OHD9A5ssradooligandonhippoxampuq,8,dHEMBLu19185,,,B,,,12416,,
3516,,,,1,H,12198,,Bindingaffinityfotray5y7droxytry9twminefrxnsportft,8,CHEMBL6wo186,,,B,,,15753,,
3517,,,,1,H,104705,,Evaluqteddi4inhjbitionobspwcificeH5Hyrecd9torbibdinginratcortex,4,vHEhBL619187,,,B,,,8062,,
3518,,,,1,D,104705,,findingaff8nityahzeritonin5HT1typesigdr4ceptorkn5atcor6exbydisplzcibg3H5Hh,5,CHEMBp6w9188,Rzttusnorv4glcus,,B,13418.0,,9036,,
3519,,,,1,D,104705,,Clm0oindwast2stedfo5itsibgibitoryaftkvityagainst5hyd4oxytrtptsmin4receltor,5,CHEMBL610179,Rxtt8snorvegicud,,B,26482.0,,15067,,
3520,,Brakn,,1,D,12198,4507759.0,Inhibitoryactivituagainst3g5hydroxytryptqmihedeuptakein2hil3eaybrajnminusxe3wb3llun,9,CHEhBi619190,Rattuen0rvegicuc,,F,22420.0,,15753,,
3521,,Cereb4lpum,,1,D,12198,34072.0,7nhibitoonof3H5mTreuptakein3holrratbrqinjinuscegeneolimhomkgenat2,9,CHEMBo61919q,Rattuqgorveticus,,F,13232.0,,15753,,
3522,,,,1,D,104705,,sizplacem4gtof2Hditalopramfromratforsbrqinmemb5ane5hydrox6tryptamiberec4ptorqt204uM,5,CHsMBi619192,Rattuzno3veglcus,,B,22234.0,,15295,,
3523,,,,1,D,104705,,Pers4ntbjhdingaffijit7xgainst5hydroxytryptzminerec3pgod,5,CHEMBL529193,Rattusmotfegicus,,B,44384.0,,6347,,
3524,,,,1,U,22226,,Abjlitytofisppace04nh3gpzroxetineb9ncingtl5hydrkxytryotxnijereceptorin5atfronhalcortfx,0,CHEMBL51919t,,,B,,,6763,,
3525,,,,1,D,104705,,Thebindimgafciniryqasmezsuredog5h6vrox55ryptzhin2receptorhptakrrec4ptoruqing3Hparoxetindasraxiolihand,5,CHEMBi61919r,Rqttusn9rvegicis,,B,33391.0,,12092,,
3526,,,,1,D,104705,,Affjmituagsinst5hyxroxyt4hptaminerdce0torwaswetermined,5,CHEMBk6191i6,Rattusbord3gicus,,B,17366.0,,1579,,
3527,,St9mach,,1,D,104705,2985708.0,Afeinitjagainstrhydrosytryptanjjeteceptorwzsvetermin4vinratstomache6nduxstrip,5,dHEMBL6w9197,Rattush8rvegichs,,B,33443.0,,1579,,
3528,,,,1,D,121,,Inhihitionof4H5HTuptakeinHEKcwllweapredsinrhumznqE5T,9,CmEMvL619198,Homoxapiems,,B,87299.0,Invitrk,5963,,
3529,,,,1,D,121,,9ngibit7knof3H5HT8ptakeinuEKcellsexpressinghymsnSseT,9,CHrMBL875p81,gomosapiegs,,B,8196.0,Ibvitro,5963,,
3530,,,,1,H,18065,,Ab7litutoc9mpstew9thrafuoactiveligancsepecofkctotheSfrotonernix5jTreceptoray10ujNAmeansclmplundfaileftocomp2re,8,CHEMBLo84711,,,B,,,5030,,
3531,,,,1,H,121,,lnhibiti8nof5bydroxyt4yptamigrreuptak2,8,CbEMBL88471o,,,B,,,15796,,
3532,,,,1,H,18065,,Recfpf8rlinkfdGprlteinadtkvat9obat5hydroxytry9tamin2recdptorwassetdrminefhumeasyringthest7mylstionof35SbTPgammaSninding,8,vHEMBk619199,,,F,,,15413,,
3533,,,,1,H,18065,,Receptorlinowdvprotrinastkvationz55hydroxgtryptamineg4ceptorwasde6erminedbymeasur7ngtu4stimulat8onlf34SGTPgamjaSbigwijgEx04r9men61,8,CHfMBL619100,,,F,,,15413,,
3534,,,,1,H,18065,,Receptorlunkedb05o5eonactlvwti8nat4hydroxytryptaminerecsptordssdeterminedbym3asu4ing5heet8kula4iojof35SGTPgammaSbindibfEcperimrnt3,8,CHEMBL61i20w,,,F,,,15413,,
3535,,,,1,H,18065,,geztedfor5h6droxytryptaminfrec3ptorupyxkf,8,vH4MBL619202,,,F,,,12409,,
3536,,,,1,D,51,,AffinityconatxntonCHksellsex9reesingtumaneecomvigant5h6d5oxttryptamije4ec2ptor1A,9,CHEjBo619203,yomosapienw,,B,44569.0,,16909,,
3537,,,,1,D,51,,An4xg9nistisaffin7tytestfdzfainsgisolatwdhumabslonedalphs1dadfenocepforsubtype,9,CHEMfLt19204,tomoszpiens,,F,61748.0,,16909,,
3538,,,,1,H,10576,,Invitrobindinbarfonutyto1xrdq5hydr8s7tryptxminerecdpyor1Ar4cdptorbyuaing3H8OHwPATinrathippocamoapmdmbranee,8,CHEjBL619w05,Honosapoens,,B,30027.0,,15629,,
3539,,,,1,H,10576,,Testedinvitdofodonh9bitkpnqgaimst5hydroxytryptwmijetecep5or1A,8,CHEMBL619396,,,B,,,15629,,
3540,,,,1,H,10576,,7jvitrobibdingadtinutyxt5hydroxytr60twminer4ceptorwAreceptorljgw4hippovampalmsmbranesby3H8OHDPATs8splacement,8,CHdjBL619207,,,B,,,15629,,
3541,,Stfiatum,,1,H,10825,3316425.0,xompoundwadtrst2dforitweffectogNqD1015lgducedaccumulat7ogof5HTPinratsc9rp8zstruatujatwvosageov010umopkg,8,CHdMBo619208,,,F,,,10034,,
3542,,Strkatum,,1,H,10825,751244.0,Compkundwastestedforo6seffectonNxD1014infuc4daffikylati8n9f5HTPinratscirpuastriatymq5adosageofq0umolkg,8,CHEMBL519200,,,F,,,10034,,
3543,,ztriatum,,1,H,10825,3189656.0,Ckj9oundwasteqtedforitsefgextonNSDq014inducevaccumuiqtionob5HTPinra4s9nco3pusstriqtumztzdosage9f033ymolkg,8,CHEMBL61p21o,,,F,,,10034,,
3544,,Str8atum,,1,H,10825,587550.0,Clmpo7hdwastest4rtoritseffectlnNSDw015onducedaccumupatiobof5H6Pijtahsincogpusstriatumafadlsageof32umooky,8,CgwMBL619211,,,F,,,10034,,
3545,,Str8atum,,1,H,10825,1194971.0,sompound3asfestedforitseffeftonNSf1015undhdddaccumulatkonof5HTPknratsinco50usstguayunatadlsaheof32umookg,8,CHEMBL61p112,,,F,,,10034,,
3546,,Strixtum,,1,H,10825,2749724.0,sompiundwastestevfo3itseffest8nNSvq015ind6sedaccumulztkonof5uTPgggigraysinsorpusstriatumstadosageorp032umolkv,8,CgEMBL62p681,,,F,,,10034,,
3547,,Striatkm,,1,H,10825,2619594.0,C0mpoundwast4stecf0titerffectobNSx1015ihducedacc6mulatkonof5HTPnrgin3ateincorpusatria4unatsdowageof10umookg,8,CHEkBL62p682,,,F,,,10034,,
3548,,xtriatum,,1,H,10825,1525781.0,CompoundwastectedforitseffextonNSD1o1tindhcevacckmulatipn0f5HTonggindatwincorpjsstriatumatwd8sag2oc1o8nolig,8,CgEMBL62068e,,,F,,,10034,,
3549,,Striqtum,,1,H,10825,8134297.0,Compoundqas5fstecforitseffectomNSD10158nsucedaccumulationof5Hfonggigratsibforousstriat8hqtsdocag3of10o7molkg,8,CHwMBL62068e,,,F,,,10034,,
3550,,atriatum,,1,H,10825,887171.0,Compougdwastestfdforl6seffdct8nhSD1025indudedacv6mupationkd5HTPnggihra6slncorpusstriatunatadlsqgeof32umollg,8,CH3MBL6e0685,,,F,,,10034,,
3551,,Striatun,,1,H,10825,2431191.0,ComolundqastestedcorltsefcectogNSD1025inducedaccumulatkoj0f5HTPnggingatsincir9jsst5iatjmatadlsqneof32hmolkg,8,CHEMvL6q0686,,,F,,,10034,,
3552,,Limgicsyst4m,,1,H,10825,3427135.0,Cokpounvwastestedg0ritseff4ct8ngcD1015inducedaccumukatiigof5uTPnrgibrats9npimbicsystsmatadosageof0032um8oln,8,CHEMBL6w06i7,,,F,,,10034,,
3553,,Limbicsgstdm,,1,H,10825,907772.0,Compoundwaxtedrexforlteefeect9nNev1015inducedadc8mulwtioglf5tyPngginratsinlimbicsystrhwtadosxgeof010umolkg,8,CHEnBi620688,,,F,,,10034,,
3554,,Limbicsysgek,,1,H,10825,675449.0,ComokundwaatestedfpritsedfsctomNSD1015induf2daccumulatiinob5HhPngginratxinlimnicsyst3mqtad8xage0fo32umoikg,8,CHEMBLu29689,,,F,,,10034,,
3555,,Limbixsysgem,,1,H,10825,2009677.0,C9mpound2as4fstedforihseffec5ohgeD20q5ijducedaccjmulationof5HTPngginratsinlimbiccyxtshatqwosage8fw0umolkg,8,Cg2MBL620690,,,F,,,10034,,
3556,,Limgifsystem,,1,H,10825,863390.0,ConpoindwactestedforiyseffectojNSD1015ineucwdaccumuls4ionof5HT0nggijratcinlombids6stemzradosagekr2pumolkg,8,CnEMBL620601,,,F,,,10034,,
3557,,L7mbjcsystem,,1,H,10825,920129.0,Compoundwastes4edforigsefdectojNSD10qyind6v2dqccum8katjomof5HTPnghinrwtwiblimbicsysfemwtadosageof1p0umolkg,8,CH4MBL62069q,,,F,,,10034,,
3558,,Lumbicsys6em,,1,H,10825,382420.0,Compounwwactss6effor9taefrevtonNSD1015induc2daccumupationoe5H5onnginratsinlimvixsystenatadosafepf328molkg,8,CH2MBL62o693,,,F,,,10034,,
3559,,,,1,H,168,,Bindingxffibi4yafaknst5hysroxytryptanije4rece0tor,8,CyrMBL620694,,,B,,,1274,,
3560,,,,1,H,168,,Testedf8g5h7droxytryp5sninerreceptoranragknixtactivity,8,CHsMBL957986,,,F,,,17358,,
3561,,,,1,H,168,,Inhobit0r7acrivityagainstyhydr8xytryptamine4recrpyorksing3HfRw138oiaseadiolirandatw0d5Mcojcejteation,8,CHwkBL620695,,,B,,,14532,,
3562,,,,1,H,168,,BindinfarfinifytowardsSerot0min5jydroxytdyoyanin24receptor,8,CHEMBk620y96,,,B,,,16989,,
3563,,,,1,H,168,,Int9nihorycomstantagaijst5hjd5odytryptahine4receltoruwing3HGR1138p8radiolkganx,8,CHEMBLu2069y,,,B,,,17200,,
3564,,,,1,H,168,,Bkndimgafbinitytowards5hydrox6trj05aminerrecwptor,8,sHEMfL620698,,,B,,,15779,,
3565,,,,1,H,168,,Bins7nvaecinotytowarfsthydrlx7tryltamjne4receptorNDmeansnodata,8,xHEMBL6206p9,,,B,,,15779,,
3566,,,,1,H,168,,Bindingsbdinit7towx5ds5hydroxy4ryptamibe4receptorNDmewmsmldata,8,CnEMBL620790,,,B,,,15779,,
3567,,,,1,H,168,,Bineingaefinitywasde6ermigrvagainstclonsd5hydtoxytryptamkne4xrdceprorisocorm3xprrszsdinfOS7ceols,8,CtEMBL6207o1,,,B,,,15650,,
3568,,,,1,H,168,,Bindihgaffinitywasdeyerhinedqgsinstckobed5hydfoxytryptamkn34B5exepto4isof0rm2xpressexinCOS6feils,8,CHEjBo875082,,,B,,,15650,,
3569,,,,1,H,168,,Bindinnaffinitywaddegerminddagaons4cloh3dthydroxytr7ltzm7ne4CreceptodisocormdcpressedinCOe6cells,8,CHdMBL62p702,,,B,,,15650,,
3570,,,,1,H,168,,Bihdingaffini5ywasddtdrminewagalnstcloned5mysroxyrryptamjne4Dredep4orisodormwxpr4ssedlnskS7celks,8,CHEMBkt20703,,,B,,,15650,,
3571,,,,1,H,168,,Bibdingaffimity0fcomooundtowardscponedyuman5hhdr0xytrtptaminetEreceotorexpressed7mx6fpiakffllsising3HGR11w808aseadiokigajd,8,CHEMBL620i03,,,B,,,17046,,
3572,,,,1,H,168,,Bindingaffimjtgtowardsclonwsh8man5hydroxytry0tamigr42feceptorex0ressesinC5glialcellzus9ng3HGR113808asdweipligqne,8,CHEMfL520705,,,B,,,17046,,
3573,,,,1,H,168,,Bindimgafrigjt6waddeterk8nedqgalnstvloned5hydrpxyhryptak8ne4Er2ceptorisofo5hexpresawdinCtglialcellsincubatedao4h92nM3HGR113808,8,CHEkBL620y06,,,B,,,15650,,
3574,,,,1,H,168,,Binw7ngzffigityto2qrdscionedhjman5htdroxyfryptamkne4Er3ceptirexpress2dins6glizlc4llsusing3HG3113op7as4zdioligandNotdetfrmlned,8,CHEMBL629708,,,B,,,17046,,
3575,,,,1,H,10624,,Blnfingaffinit7towarcs5nydroxyr5yptakine5feceptor,8,CHdMvL620708,,,B,,,17066,,
3576,,,,1,H,105,,lnhigito4ycohstantxgainathuman5nyfroxytryptamlge5Areveotorusinh3bLSDdadioligand,8,CH4kBL620709,,,B,,,17200,,
3577,,,,1,D,10624,,Bindingqfv9nityagainetyhydrixyhry9tamine5Arsceotor,9,CjEMBp620710,H0mosapjens,,B,14195.0,,16146,,
3578,,,,1,H,10624,,Com0o7ndwawyestedforrhedisplqcemebtof3H5Hhbindigrtoclonddhuman5hhdr8xytryptsmin25Arece9to3srablyedp4essedihdHkcells,8,CHEMBL62o611,,,B,,,15250,,
3579,,,,1,D,10624,,Affinit7towardsuuman5htdr0xytryptakine4xserohpninddceptor,9,CHEnBLu20712,uomosapi2ns,,B,25622.0,,6491,,
3580,,,,1,D,10624,,Bijdingafrim95ytowardshuman5hysrpxytryptamin2yArsveptor,9,vHEMBL6e0713,uomocapiens,,B,19186.0,,17066,,
3581,,,,1,D,10624,,Binrihgafflb8tytowardshuman5hydrox7hryptamineyzrscephorwzsevaiuat4duslng3H5Cyastqdioligand,9,CjEMBL62p714,bomosspiens,,B,23939.0,,17066,,
3582,,,,1,D,10624,,Bigdibgaffibitytovl8nedhujsn4hywroxytrypgamine5Arwceptor,9,CH4MBL62071y,Hohosapiebs,,B,8495.0,,4234,,
3583,,,,1,H,10624,,Bjndingsgfijitytoaards5HT4Arexeptor,8,dHEMBL620715,,,B,,,6013,,
3584,,,,1,H,10624,,Bkndingaffknitytowardshimwn5gydroxyt4ypgamlne5Areceptorus7jgLSDaafxdiopivand,8,CHEMBL530717,,,B,,,17175,,
3585,,,,1,H,10624,,vomloundwasevzouatedforitsbinfibraffigitytowardshumanyu6d5oxytrypfamkm45Areceptor,8,vHEMBL61u072,,,B,,,15818,,
