assay_id,assay_subcellular_fraction,assay_test_type,assay_type,tissue_id,assay_tax_id,doc_id,description,assay_category,assay_organism,assay_strain,assay_tissue,assay_cell_type,tid
3071,,,F,,10141.0,4639,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.1 uM,,Cavia porcellus,,,,104714
3072,,,F,,10141.0,4639,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM,,Cavia porcellus,,,,104714
3073,,,F,,10141.0,4639,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM in the presence of 30 uM MDL 72222,,Cavia porcellus,,,,104714
3074,,,F,,10141.0,4639,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 0.01 uM,,Cavia porcellus,,,,104714
3075,,,F,,10141.0,4639,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 1 uM,,Cavia porcellus,,,,104714
3076,,,F,2116.0,10141.0,15253,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum",,Cavia porcellus,,Ileum,,104714
3077,,,F,2116.0,10141.0,15253,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum.",,Cavia porcellus,,Ileum,,104714
3078,,,F,2116.0,10141.0,11963,Tested for the antagonistic activity against 5-hydroxytryptamine 3 receptor from guinea pig ileum,,Cavia porcellus,,Ileum,,104714
3079,,,B,2116.0,10141.0,1946,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum,,Cavia porcellus,,Ileum,,104714
3080,,,B,2116.0,10141.0,1946,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum; Not tested,,Cavia porcellus,,Ileum,,104714
3081,,,B,,10141.0,12045,Binding affinity towards [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in HG108-15,,Cavia porcellus,,,,104714
3082,,,B,2116.0,10141.0,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,,Cavia porcellus,,Ileum,,104714
3083,,,F,2116.0,10141.0,273,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),,Cavia porcellus,,Ileum,,104714
3084,,,F,2116.0,10141.0,273,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor of isolated guinea pig ileum (GPI),,Cavia porcellus,,Ileum,,104714
3085,,,F,2116.0,10141.0,188,Tested for antagonistic activity on 5-hydroxytryptamine 3 receptor mediated effects of 5-HT in guinea pig isolated ileum,,Cavia porcellus,,Ileum,,104714
3086,,,F,2116.0,10141.0,12919,Agonistic activity against 5-hydroxytryptamine 3 receptor in guinea pig ileum assay,,Cavia porcellus,,Ileum,,104714
3087,,,F,2116.0,10141.0,12918,5-hydroxytryptamine 3 receptor agonism in the guinea pig ileum by functional 5-HT3 receptor assay,,Cavia porcellus,,Ileum,,104714
3088,,,B,2116.0,10141.0,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,,Cavia porcellus,,Ileum,,104714
3089,,,F,2116.0,10141.0,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),,Cavia porcellus,,Ileum,,104714
3090,,,B,2116.0,10141.0,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,,Cavia porcellus,,Ileum,,104714
3091,,,B,2116.0,10141.0,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum; Not determined,,Cavia porcellus,,Ileum,,104714
3092,,,B,2116.0,10141.0,1559,Binding affinity towards 5-hydroxytryptamine 3 receptor of guinea pig ileum; not determined,,Cavia porcellus,,Ileum,,104714
3093,,,B,2116.0,10141.0,14424,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor in guinea pig ileum.,,Cavia porcellus,,Ileum,,104714
3094,,,B,,10141.0,13181,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,,Cavia porcellus,,,,22226
3095,,,B,,,5486,Binding affinity towards 5-HT1A receptor by the displacement of [3H]-8-OH-DPAT] in human recombinant receptors in mammalian cell,,,,,,51
3096,,,B,,9606.0,6491,Affinity towards human 5-hydroxytryptamine 3 serotonin receptor,,Homo sapiens,,,,104714
3097,,,B,,,6013,Binding affinity towards 5-HT3 receptor,,,,,,104714
3098,,,B,,,12861,Binding activity radioligand.,,,,,,104714
3099,,,B,,,12861,Binding activity against 5-hydroxytryptamine 1A receptor from human brain cortex using [3H]8-OH-DPAT-HT as radioligand.,,,,,,104714
3100,,,B,,,5104,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,,,,,,104714
3101,,,B,,,5105,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,,,,,,104714
3102,,,B,,,5104,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor; NT means Not tested,,,,,,104714
3103,,,B,,,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 3 receptor,,,,,,22226
3104,,,B,,,13657,Displacement of [3H]-BRC 36694 from 5-hydroxytryptamine 3 receptor in NG108-15 cells,,,,,NG108-15,105030
3105,,In vivo,B,,,10369,"Percent inhibition of [3H]5 binding to 5-hydroxytryptamine 3 receptor was evaluated by injection of compound (75 microCi/kg, 1.32 ug/kg) into the tail vein of mice (in vivo)",,,,,,105030
3106,,,B,,,10369,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),,,,,,105030
3107,,,B,,,12918,Compound was evaluated for the binding affinity at 5- HT3 receptor subtype,,,,,,105030
3108,,,B,,,12918,Compound was evaluated for the binding affinity at 5- HT3 receptor,,,,,,105030
3109,,,B,,,10369,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),,,,,,105030
3110,,,B,,,773,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,,,,,,105030
3111,,,F,,,12918,5-hydroxytryptamine 3 receptor agonism in mouse,,,,,,105030
3112,,,B,,,10561,Binding affinity towards 5-hydroxytryptamine 3 receptor was determined by using [3H]-ICS 205-930 as radioligand in mouse N1E 115 cells,,,,,,105030
3113,,,B,,,12827,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,,,,,,105030
3114,,,B,,,12827,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,,,,,,105030
3115,,,B,,,12918,Binding affinity was evaluated by 5-hydroxytryptamine 3 receptor agonism in the mouse NIE-115 by displacing tropisetron,,,,,,105030
3116,,,B,,,273,Compound was evaluated for binding to 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,,,,,,105030
3117,,,B,,,273,Compound was evaluated for binding to Serotonin 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,,,,,,105030
3118,,,B,,,10561,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,,,,,,105030
3119,,In vitro,B,,,5033,Ability to displace the radioligand [3H]GR-65630 from 5-hydroxytryptamine 3 receptor expressed in NIE-115 cells,,,,,,105030
3120,,,B,,,16429,In vitro binding affinity at 5-hydroxytryptamine 3 receptor in N1E-115 cells using 3[H]GR-65630 as the radioligand,,,,,N1E-115,105030
3121,,,B,,,10322,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,,,,,,11765
3122,,,B,,,14331,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in NG cells 108-15,,,,,,11765
3123,,,B,,10090.0,13462,Compound was tested for the Binding affinity against N1e-115 neuroblastoma 5-hydroxytryptamine 3 receptor by Radio ligand [3H]GR-65630 binding assay.,,Mus musculus,,,,10630
3124,,,B,,,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,,,,,,17106
3125,,,B,,9823.0,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor,,Sus scrofa,,,,144
3126,,,B,,9823.0,12861,Binding activity radioligand.,,Sus scrofa,,,,144
3127,,,B,,9986.0,10561,Binding affinity to 5-hydroxytryptamine 3 receptor of neuronal in the afferent rabbit vagus,,Oryctolagus cuniculus,,,,104714
3128,,,B,,9986.0,10561,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,,Oryctolagus cuniculus,,,,104714
3129,,,B,,9986.0,10561,Potency at neuronal 5-hydroxytryptamine 3 receptors in the rabbit heart,,Oryctolagus cuniculus,,,,104714
3130,,,B,,9986.0,10561,Potency to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,,Oryctolagus cuniculus,,,,104714
3131,,,F,,9986.0,273,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),,Oryctolagus cuniculus,,,,104714
3132,,,F,,9986.0,273,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),,Oryctolagus cuniculus,,,,104714
3133,,,F,2116.0,9986.0,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),,Oryctolagus cuniculus,,Ileum,,104714
3134,,,F,,9986.0,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),,Oryctolagus cuniculus,,,,104714
3135,,,F,,9986.0,273,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),,Oryctolagus cuniculus,,,,104714
3136,,,F,,9986.0,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),,Oryctolagus cuniculus,,,,104714
3137,,,F,,9986.0,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),,Oryctolagus cuniculus,,,,104714
3138,,,B,,9986.0,13047,Binding affinity against 5-hydroxytryptamine 3 receptor in CHO cells using [3H]5-HT as radioligand,,Oryctolagus cuniculus,,,CHO,104714
3139,,,B,,10116.0,1650,In vitro displacement of [3H]-LY 278584 from rat cerebral cortex 5-hydroxytryptamine 3 receptor,,Rattus norvegicus,,,,104698
3140,,,B,,,16288,Affinity at 5-hydroxytryptamine 3 receptor from rat frontal cortex using [3H]granisetron as radioligand (For granisetron = Ki(nM)=0.3+/-0.01),,,,,,12020
3141,,,B,,,16288,Affinity at 5-hydroxytryptamine 3 receptor (For granisetron = Ki (nM)=0.3+/-0.01),,,,,,12020
3142,,,B,,10116.0,10254,In vitro displacement of [3H]ICS-205-930 from 5-hydroxytryptamine 3 receptor in cultured NG-108-15 rat glioma cells,,Rattus norvegicus,,,,104698
3143,,,B,,,14532,"Binding affinity for 5-hydroxytryptamine 3 receptor in rat cerebral cortex, determined by displacement of [3H]GR-65630",,,,,,104698
3144,,In vivo,F,948.0,,13392,"5-Hydroxy tryptamine 3 receptor showing agonist activity (in vivo) in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",,,,Heart,,104698
3145,,,F,948.0,,13392,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",,,,Heart,,104698
3146,,,F,948.0,,13392,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",,,,Heart,,104698
3147,,,F,948.0,,13392,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as change in heart rate",,,,Heart,,104698
3148,,,F,948.0,,13392,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptorr in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",,,,Heart,,104698
3149,,,F,,,13392,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100(ug/kg), evaluated as percent inhibition of bradycardia",,,,,,104698
3150,,,F,,,13392,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",,,,,,104698
3151,,,F,,,13392,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",,,,,,104698
3152,,,F,,,13392,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60(ug/kg), evaluated as percent inhibition of bradycardia",,,,,,104698
3153,,In vivo,F,,10116.0,1089,Antagonism of 5-HT-induced Von Bezold-Jarisch reflex in rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor antagonism),,Rattus norvegicus,,,,104698
3154,,In vivo,F,,,1089,Ability to antagonise the 5-HT- induced Von Bezold-Jarisch reflex in the rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor),,,,,,104698
3155,,In vivo,F,,10116.0,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,,Rattus norvegicus,,,,104698
3156,,,F,,10116.0,11454,Inhibition of 5-HT-induced bradycardia by 5-hydroxytryptamine 3+,,Rattus norvegicus,,,,104698
3157,,In vivo,F,,10116.0,12205,In vivo inhibitory concentration after 5 minutes against 5-hydroxytryptamine 3 receptor induced bradycardia [bezold-jarisch (B-J) reflex test] in rat by intravenous administration,,Rattus norvegicus,,,,104698
3158,,,F,,10116.0,1089,Inhibition of 5-HT (1 ug/mL) induced depolarization in rat vagus nerve (5-hydroxytryptamine 3 receptor antagonism),,Rattus norvegicus,,,,104698
3159,,,B,,,5094,Binding affinity towards 5-HT3 receptor in rat was evaluated,,,,,,104698
3160,,,B,,10116.0,2622,Inhibition of [3H]GR-65630 binding to rat cortical membrane 5-hydroxytryptamine 3 receptor,,Rattus norvegicus,,,,104698
3161,,,B,,,245,Binding affinity was evaluated in vitro by displacement of [3H]zacopride radioligand from 5-hydroxytryptamine 3 receptor,,,,,,104698
3162,,,B,,,14788,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex.,,,,,,104698
3163,,,B,,,14788,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement of [3H]granisetron from rat cerebral cortex,,,,,,104698
3164,,,B,,,3020,Binding affinity against 5-hydroxytryptamine 3 receptor in rat cortical membrane using [3H]GR-65630 as radioligand,,,,,,104698
3165,,,B,,,1742,Compound was tested for its ability to displace [3H]-Q-ICS 205-930 from 5-hydroxytryptamine 3 receptor in rat cortex homogenates,,,,,,104698
3166,,,B,955.0,,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to 5-hydroxytryptamine 3 receptor in rat brain cortical membrane,,,,Brain,,104698
3167,,,B,955.0,,17394,Concentration required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine-3 receptor (5-HT 3 receptor)in rat brain cortical membrane,,,,Brain,,104698
3168,,,B,,,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine 3 receptor in rat cortical membrane,,,,,,104698
3169,,,B,,,14286,In vitro inhibitory concentration against radioligand [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in rat cortical membrane,,,,,,104698
3170,,,B,,,14178,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate.,,,,,,104698
3171,,,B,,10116.0,14178,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; Not active at 10000 nm,,Rattus norvegicus,,,,104698
3172,,,B,,10116.0,14178,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; not active at 10000 nM,,Rattus norvegicus,,,,104698
3173,,,B,,10116.0,14178,Inhibition of radiolabeled [3H]-Zacopride ligand binding to 5-hydroxytryptamine 3 receptor,,Rattus norvegicus,,,,104698
3174,,,B,,,15034,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,,,,,,104698
3175,Membranes,,B,,,1089,"Tested for inhibition of binding of [3H]GR-65630 to rat cortical membranes, expressed as IC50",,,,,,104698
3176,,,B,,10116.0,1089,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 3 receptor,,Rattus norvegicus,,,,104698
3177,,,B,,,16532,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,,,,,,104698
3178,,,B,,10116.0,12801,Inhibition of [3H]BRL-43694 binding to rat 5-hydroxytryptamine 3 receptor,,Rattus norvegicus,,,,104698
3179,,,B,,,15194,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells (using [3H]zacopride as radioligand),,,,,NG108-15,104698
3180,,,B,,,15194,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells using [3H]zacopride as radioligand,,,,,NG108-15,104698
3181,,,B,,,15194,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor from rat cortical homogenate using [3H]zacopride as radioligand,,,,,,104698
3182,,,B,,,15194,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA= Not active,,,,,,104698
3183,,,B,,,15194,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA=Not active,,,,,,104698
3184,,,B,,,15194,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; not active,,,,,,104698
3185,,,F,,,10610,Antagonist potency to 5-hydroxytryptamine 3 receptor was assayed by antagonism of the 5-HT-evoked reflex bradycardia [Bezold-Jarisch(BJ) reflex] in rats,,,,,,104698
3186,,,F,,10116.0,10355,Antagonistic activity against 5-hydroxytryptamine 3 receptor as inhibition of 5-HT-induced bradycardia (von Bezold-jarisch reflex) in anesthetized rat,,Rattus norvegicus,,,,104698
3187,,,F,,,691,"Compound was tested as a 5-hydroxytryptamine 3 receptor antagonist in the rat by assessment of the inhibition of the Bezold-Jarisch effect, when administered intravenously",,,,,,104698
3188,,,F,,,10611,In vivo 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) antagonistic activity expressed as ability to inhibit Bezold-Jarich reflex evoked by 5-HT in rats,,,,,,104698
3189,,In vivo,F,,,12801,Inhibition dose for 50 percent antagonism for 5-hydroxytryptamine 3 receptor in vivo in rats,,,,,,104698
3190,,,F,,,10609,Inhibition of 5-HT evoked reflex bradycardia in rat.,,,,,,104698
3191,,In vivo,F,,,11454,5-HT3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3192,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3193,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity measured by inhibition of 5-HT-induced bradycardia (iv administration 10 ug/kg dose in urethane-anesthetized rats),,,,,,104698
3194,,In vivo,F,,10116.0,11454,5-hydroxytryptamine 3 receptor antagonistic activity as inhibition of 5-HT-induced bradycardia after iv administration of 100 ug/kg dose in urethane-anesthetized rats,,Rattus norvegicus,,,,104698
3195,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3196,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kgetized rats,,,,,,104698
3197,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 3 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3198,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 10 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3199,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 100 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3200,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 1000 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3201,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 30 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3202,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 300 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3203,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 3ug/kg dose in urethane-anesthetized rats,,,,,,104698
3204,,In vivo,F,,,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3205,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 0.3 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3206,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 1 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3207,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 30 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3208,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 0.05 hour,,,,,,104698
3209,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 1 hour,,,,,,104698
3210,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 16 hour,,,,,,104698
3211,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 3 hour,,,,,,104698
3212,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 6 hour,,,,,,104698
3213,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3214,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 100 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3215,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3216,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3217,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 3 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3218,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 30 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3219,,In vivo,F,,,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 300 ug/kg dose in urethane-anesthetized rats,,,,,,104698
3220,,,F,,,670,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.)",,,,,,104698
3221,,,F,,,670,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.); Not tested",,,,,,104698
3222,,In vivo,F,,,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 10 ug/Kg,,,,,,104698
3223,,In vivo,F,,,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 100 ug/Kg,,,,,,104698
3224,,In vivo,F,,,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 2 ug/Kg,,,,,,104698
3225,,In vivo,F,,,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 20 ug/Kg,,,,,,104698
3226,,In vivo,F,,,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 5 ug/Kg,,,,,,104698
3227,,In vivo,F,,,10322,Tested for inhibition of Bezold-Jarisch (B-J) reflex mediated by 5-hydroxytryptamine 3 receptor in rats after intravenous administration (2.0 ug/kg),,,,,,104698
3228,,,F,,,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,,,,,,104698
3229,,,F,,,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,,,,,,104698
3230,,,B,,10116.0,15412,Intrinsic efficacy for rat 5-hydroxytryptamine 3 receptor,,Rattus norvegicus,,,,104698
3231,,,F,,,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; PA means partial agonist,,,,,,104698
3232,,,B,10000000.0,,15412,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) of rat cortex and hippocampus tissue,,,,Hippocampus,,104698
3233,,,B,,10116.0,15412,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor of rat cortical membrane,,Rattus norvegicus,,,,104698
3234,,,B,,10116.0,17394,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 5-hydroxytryptamine 3 receptor,,Rattus norvegicus,,,,104698
3235,,,B,,,12457,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 3 receptor,,,,,,104698
3236,,,B,,,12457,Affinity was evaluated by inhibition of [3H]GR-65630 binding to NG108-15 cell transfected with cloned rat 5-hydroxytryptamine 3 receptor,,,,,,104698
3237,,,B,,,12205,Binding affinity against radioligand [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in neuroblastoma-glioma (NG108-15) cells.,,,,,,104698
3238,,,B,,,14532,Binding affinity for 5-hydroxytryptamine 3 receptor was determined by measuring displacement of [3H]GR-65630 from rat brain cortices,,,,,,104698
3239,,,B,,,1122,Binding affinity to 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-BRL 43694 as radioligand,,,,,,104698
3240,,,B,,,5094,Binding affinity towards 5-HT3 receptor in rat was evaluated,,,,,,104698
3241,,,F,2116.0,10141.0,809,5-hydroxytryptamine 4 receptor agonist activity as increased response to electrical stimulation in guinea pig ileum,,Cavia porcellus,,Ileum,,20033
