assays_ASI,assays_CHEI,assays_ASORGA,assays_ASSTIS,assays_ASSTY,assays_CURB,assays_T,assays_RELATY,assays_CONFSCO,assays_SI,assays_SASI,assays_CI,assays_BFO,assays_TII,assays_VAI
12242,CHEMBL630254,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12243,CHEMBL630255,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12244,CHEMBL630256,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12245,CHEMBL875781,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
12246,CHEMBL630257,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
12247,CHEMBL630258,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
12248,CHEMBL630259,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12249,CHEMBL630260,Rattus norvegicus,Striatum,A,Intermediate,50597,N,1,1,,,BAO_0000218,2435.0,
12250,CHEMBL630261,Rattus norvegicus,Striatum,A,Intermediate,50597,N,1,1,,,BAO_0000218,2435.0,
12251,CHEMBL630262,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12252,CHEMBL630263,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12253,CHEMBL630264,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12254,CHEMBL630265,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12255,CHEMBL630266,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12256,CHEMBL630267,Rattus norvegicus,Kidney,A,Intermediate,50597,N,1,1,,,BAO_0000218,2113.0,
12257,CHEMBL630268,Rattus norvegicus,Kidney,A,Intermediate,50597,N,1,1,,,BAO_0000218,2113.0,
12258,CHEMBL630269,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12259,CHEMBL630270,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12260,CHEMBL630141,Rattus norvegicus,Lung,A,Intermediate,50597,N,1,1,,,BAO_0000218,2048.0,
12261,CHEMBL630142,Rattus norvegicus,Lung,A,Intermediate,50597,N,1,1,,,BAO_0000218,2048.0,
12262,CHEMBL630143,Rattus norvegicus,Muscle tissue,A,Intermediate,50597,N,1,1,,,BAO_0000218,2385.0,
12263,CHEMBL630144,Rattus norvegicus,Muscle tissue,A,Intermediate,50597,N,1,1,,,BAO_0000218,2385.0,
12264,CHEMBL630145,Rattus norvegicus,Prostate gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2367.0,
12265,CHEMBL630146,Rattus norvegicus,Prostate gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2367.0,
12266,CHEMBL630147,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12267,CHEMBL630148,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12268,CHEMBL630149,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12269,CHEMBL630150,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
12270,CHEMBL630151,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
12271,CHEMBL632031,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12272,CHEMBL632032,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12273,CHEMBL632033,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12274,CHEMBL632034,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12275,CHEMBL632035,Rattus norvegicus,Muscle tissue,A,Intermediate,50597,N,1,1,,,BAO_0000218,2385.0,
12276,CHEMBL632036,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12277,CHEMBL632037,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12278,CHEMBL632038,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12279,CHEMBL632039,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12280,CHEMBL632040,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12281,CHEMBL632041,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12282,CHEMBL632042,Canis lupus familiaris,Blood,A,Intermediate,50588,N,1,1,,,BAO_0000218,178.0,
12283,CHEMBL632043,Canis lupus familiaris,,A,Intermediate,50588,N,1,1,,,BAO_0000218,,
12284,CHEMBL632044,Canis lupus familiaris,,A,Intermediate,50588,N,1,1,,,BAO_0000218,,
12285,CHEMBL632045,Canis lupus familiaris,Liver,A,Intermediate,50588,N,1,1,,,BAO_0000218,2107.0,
12286,CHEMBL632046,Canis lupus familiaris,Liver,A,Intermediate,50588,N,1,1,,,BAO_0000218,2107.0,
12287,CHEMBL632047,Canis lupus familiaris,Lung,A,Intermediate,50588,N,1,1,,,BAO_0000218,2048.0,
12288,CHEMBL632048,Canis lupus familiaris,Lung,A,Intermediate,50588,N,1,1,,,BAO_0000218,2048.0,
12289,CHEMBL632049,Canis lupus familiaris,Muscle tissue,A,Intermediate,50588,N,1,1,,,BAO_0000218,2385.0,
12290,CHEMBL876418,Canis lupus familiaris,Muscle tissue,A,Intermediate,50588,N,1,1,,,BAO_0000218,2385.0,
12291,CHEMBL632050,Canis lupus familiaris,Spleen,A,Intermediate,50588,N,1,1,,,BAO_0000218,2106.0,
12292,CHEMBL632051,Canis lupus familiaris,Spleen,A,Intermediate,50588,N,1,1,,,BAO_0000218,2106.0,
12293,CHEMBL632052,,,F,Autocuration,22224,U,0,1,,,BAO_0000218,,
12294,CHEMBL632053,,,F,Autocuration,22224,U,0,1,,,BAO_0000218,,
12295,CHEMBL632054,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12296,CHEMBL632055,,,F,Autocuration,22224,U,0,1,,,BAO_0000218,,
12297,CHEMBL631181,,,F,Autocuration,22224,U,0,1,,,BAO_0000218,,
12298,CHEMBL631182,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12299,CHEMBL631183,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12300,CHEMBL631184,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12301,CHEMBL629774,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12302,CHEMBL629775,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12303,CHEMBL876549,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12304,CHEMBL628172,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12305,CHEMBL628173,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12306,CHEMBL628174,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12307,CHEMBL628175,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12308,CHEMBL628176,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12309,CHEMBL628177,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12310,CHEMBL628178,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12311,CHEMBL628179,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12312,CHEMBL628180,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12313,CHEMBL628181,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12314,CHEMBL628182,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12315,CHEMBL628183,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12316,CHEMBL628184,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12317,CHEMBL628185,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12318,CHEMBL875617,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12319,CHEMBL628186,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12320,CHEMBL628187,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12321,CHEMBL628188,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12322,CHEMBL628189,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12323,CHEMBL628190,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12324,CHEMBL628191,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12325,CHEMBL626513,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12326,CHEMBL626514,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12327,CHEMBL626515,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12328,CHEMBL626516,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12329,CHEMBL626517,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12330,CHEMBL626518,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12331,CHEMBL626519,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12332,CHEMBL626520,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12333,CHEMBL626521,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12334,CHEMBL626522,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12335,CHEMBL626523,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12336,CHEMBL626524,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12337,CHEMBL626688,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12338,CHEMBL626689,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12339,CHEMBL626690,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12340,CHEMBL626691,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12341,CHEMBL627319,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12342,CHEMBL624052,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12343,CHEMBL624053,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
12344,CHEMBL624054,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12345,CHEMBL624055,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12346,CHEMBL624056,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12347,CHEMBL624057,Rattus norvegicus,Uterus,A,Intermediate,50597,N,1,1,,,BAO_0000218,995.0,
12348,CHEMBL622281,Rattus norvegicus,Uterus,A,Intermediate,50597,N,1,1,,,BAO_0000218,995.0,
12349,CHEMBL622282,Rattus norvegicus,Uterus,A,Intermediate,50597,N,1,1,,,BAO_0000218,995.0,
12350,CHEMBL622283,Rattus norvegicus,Uterus,A,Intermediate,50597,N,1,1,,,BAO_0000218,995.0,
12351,CHEMBL622284,Rattus norvegicus,Uterus,A,Intermediate,50597,N,1,1,,,BAO_0000218,995.0,
12352,CHEMBL622285,Rattus norvegicus,Uterus,A,Intermediate,50597,N,1,1,,,BAO_0000218,995.0,
12353,CHEMBL622286,Rattus norvegicus,Uterus,A,Intermediate,50597,N,1,1,,,BAO_0000218,995.0,
12354,CHEMBL622287,,,P,Autocuration,22224,U,0,1,,,BAO_0000100,,
12355,CHEMBL622288,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
12356,CHEMBL622289,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
12357,CHEMBL622290,Mus musculus,Brain,A,Intermediate,50594,N,1,1,,,BAO_0000218,955.0,
12358,CHEMBL622291,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
12359,CHEMBL622292,Mus musculus,Brain,A,Intermediate,50594,N,1,1,,,BAO_0000218,955.0,
12360,CHEMBL622293,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
12361,CHEMBL622294,Mus musculus,Brain,A,Intermediate,50594,N,1,1,,,BAO_0000218,955.0,
12362,CHEMBL622295,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
12363,CHEMBL622296,Rattus norvegicus,Brain,A,Intermediate,50597,N,1,1,,,BAO_0000218,955.0,
12364,CHEMBL874409,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12365,CHEMBL622297,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12366,CHEMBL622298,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12367,CHEMBL622299,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12368,CHEMBL622300,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12369,CHEMBL622301,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12370,CHEMBL622302,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12371,CHEMBL622303,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12372,CHEMBL622304,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12373,CHEMBL622305,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12374,CHEMBL622306,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12375,CHEMBL626864,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12376,CHEMBL626865,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12377,CHEMBL626866,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12378,CHEMBL626867,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12379,CHEMBL626868,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12380,CHEMBL626869,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12381,CHEMBL626870,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12382,CHEMBL626871,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12383,CHEMBL626872,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12384,CHEMBL632185,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12385,CHEMBL632186,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
12386,CHEMBL629310,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12387,CHEMBL629311,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12388,CHEMBL629312,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12389,CHEMBL629313,,,A,Autocuration,22224,U,0,1,,,BAO_0000221,,
12390,CHEMBL629314,,,A,Autocuration,22224,U,0,1,,,BAO_0000221,,
12391,CHEMBL629315,,,A,Autocuration,22224,U,0,1,,,BAO_0000221,,
12392,CHEMBL629316,,,B,Autocuration,22224,U,0,1,,,BAO_0000219,,
12393,CHEMBL629317,,,A,Autocuration,22224,U,0,1,,,BAO_0000221,,
12394,CHEMBL629318,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12395,CHEMBL877497,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12396,CHEMBL629319,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12397,CHEMBL629320,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12398,CHEMBL629496,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12399,CHEMBL629497,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12400,CHEMBL629498,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12401,CHEMBL629499,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12402,CHEMBL629500,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12403,CHEMBL629501,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12404,CHEMBL629502,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12405,CHEMBL629503,,,F,Autocuration,22224,U,0,1,,,BAO_0000218,,
12406,CHEMBL629504,Canis lupus familiaris,,A,Intermediate,50588,N,1,1,,,BAO_0000218,,
12407,CHEMBL629505,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12408,CHEMBL629506,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12409,CHEMBL629507,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12410,CHEMBL877498,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12411,CHEMBL629508,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12412,CHEMBL629509,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12413,CHEMBL629510,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12414,CHEMBL629511,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12415,CHEMBL629512,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12416,CHEMBL629513,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12417,CHEMBL629514,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12418,CHEMBL628447,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12419,CHEMBL628448,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12420,CHEMBL628449,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12421,CHEMBL631119,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12422,CHEMBL631120,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12423,CHEMBL631121,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12424,CHEMBL874458,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12425,CHEMBL631122,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12426,CHEMBL631123,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12427,CHEMBL631124,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12428,CHEMBL631125,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12429,CHEMBL631290,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12430,CHEMBL631291,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12431,CHEMBL631292,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12432,CHEMBL631293,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12433,CHEMBL631294,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12434,CHEMBL631295,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12435,CHEMBL631296,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12436,CHEMBL631297,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12437,CHEMBL631298,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12438,CHEMBL631299,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
12439,CHEMBL631300,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
12440,CHEMBL631301,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
12441,CHEMBL630291,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
12442,CHEMBL630292,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12443,CHEMBL630293,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12444,CHEMBL630294,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12445,CHEMBL630295,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12446,CHEMBL630296,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12447,CHEMBL626782,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12448,CHEMBL626783,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12449,CHEMBL626784,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12450,CHEMBL626785,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12451,CHEMBL626786,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12452,CHEMBL626787,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12453,CHEMBL626788,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12454,CHEMBL625927,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12455,CHEMBL625928,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12456,CHEMBL625929,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12457,CHEMBL625930,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12458,CHEMBL625931,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12459,CHEMBL627230,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12460,CHEMBL627231,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12461,CHEMBL627232,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12462,CHEMBL627233,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12463,CHEMBL875470,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12464,CHEMBL627234,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12465,CHEMBL627235,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12466,CHEMBL627236,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12467,CHEMBL627237,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12468,CHEMBL627238,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12469,CHEMBL627239,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12470,CHEMBL627240,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12471,CHEMBL627241,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12472,CHEMBL627242,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12473,CHEMBL627243,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12474,CHEMBL627244,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12475,CHEMBL627245,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12476,CHEMBL627246,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12477,CHEMBL627247,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12478,CHEMBL627248,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12479,CHEMBL627249,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12480,CHEMBL625569,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12481,CHEMBL625570,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12482,CHEMBL625571,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12483,CHEMBL625572,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12484,CHEMBL625573,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12485,CHEMBL625574,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12486,CHEMBL626245,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12487,CHEMBL626246,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
12488,CHEMBL626247,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12489,CHEMBL626248,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12490,CHEMBL626249,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12491,CHEMBL626420,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12492,CHEMBL626421,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12493,CHEMBL626422,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12494,CHEMBL626423,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12495,CHEMBL626424,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
12496,CHEMBL626425,Canis lupus familiaris,,A,Intermediate,50588,N,1,1,,,BAO_0000218,,
12497,CHEMBL875476,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
12498,CHEMBL626426,Macaca fascicularis,,A,Intermediate,100710,N,1,1,,,BAO_0000218,,
12499,CHEMBL626427,,,P,Autocuration,22224,U,0,1,,,BAO_0000100,,
12500,CHEMBL626428,,,P,Autocuration,22224,U,0,1,,,BAO_0000100,,
12501,CHEMBL626429,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
12502,CHEMBL625025,,Urine,A,Autocuration,22224,U,0,1,,,BAO_0000019,1088.0,
