ppersonale_id,data_pagamento,pagamento_id,inventario_id,data_restituzione,ammontare,npersonale_id,noleggio_id,cliente_id,data_noleggio
1,2005-08-18 14:49:22,14927,4434,2005-08-26 14:11:22,1.99,2,12555,557,2005-08-18 14:49:22
2,2005-06-19 11:54:57,12889,3938,2005-06-24 15:34:57,4.99,2,2676,477,2005-06-19 11:54:57
1,2005-07-12 07:19:35,7379,3481,2005-07-19 07:15:35,8.99,1,6592,273,2005-07-12 07:19:35
2,2005-07-07 00:26:05,7711,2071,2005-07-15 19:53:05,6.99,1,4007,285,2005-07-07 00:26:05
1,2005-06-19 11:42:20,784,2487,2005-06-23 07:16:20,0.99,1,2673,29,2005-06-19 11:42:20
2,2005-07-12 15:29:27,10720,4407,2005-07-21 20:00:27,4.99,2,6764,396,2005-07-12 15:29:27
2,2005-07-07 02:57:59,7850,4050,2005-07-12 03:44:59,4.99,2,4039,290,2005-07-07 02:57:59
1,2005-08-22 17:43:12,11266,2726,2005-08-29 23:03:12,1.99,2,15235,416,2005-08-22 17:43:12
2,2005-05-26 03:14:15,10807,4483,2005-06-03 00:24:15,6.99,2,171,400,2005-05-26 03:14:15
2,2005-07-27 13:11:57,10723,1884,2005-08-02 07:31:57,2.99,1,7313,396,2005-07-27 13:11:57
2,2005-07-09 05:48:22,8027,1728,2005-07-11 06:50:22,0.99,2,5090,296,2005-07-09 05:48:22
1,2005-07-06 00:45:57,6027,4225,2005-07-11 19:04:57,5.99,2,3513,223,2005-07-06 00:45:57
2,2005-06-21 20:19:00,10207,1639,2005-06-30 15:39:00,4.99,1,3443,377,2005-06-21 20:19:00
1,2005-08-01 21:22:41,6998,1321,2005-08-06 01:02:41,2.99,1,10781,259,2005-08-01 21:22:41
1,2005-08-18 22:11:47,15784,4313,2005-08-27 17:55:47,7.99,2,12738,589,2005-08-18 22:11:47
2,2005-08-22 12:23:59,11477,4338,2005-08-27 09:59:59,0.99,1,15113,424,2005-08-22 12:23:59
2,2005-08-02 06:55:17,9146,3012,2005-08-06 03:29:17,4.99,1,11064,338,2005-08-02 06:55:17
1,2005-08-01 01:38:40,13429,3131,2005-08-06 20:00:40,0.99,1,10225,498,2005-08-01 01:38:40
1,2005-07-29 23:40:10,9056,4388,2005-08-02 18:07:10,2.99,2,8855,335,2005-07-29 23:40:10
1,2005-06-19 12:44:20,1849,2686,2005-06-20 16:00:20,2.99,1,2686,68,2005-06-19 12:44:20
1,2005-07-29 19:42:33,12599,962,2005-08-01 20:52:33,4.99,2,8767,467,2005-07-29 19:42:33
2,2005-07-11 00:08:54,828,4577,2005-07-17 21:01:54,7.99,1,5972,30,2005-07-11 00:08:54
2,2005-05-26 11:19:20,8455,1131,2005-05-31 11:56:20,4.99,2,229,312,2005-05-26 11:19:20
1,2005-08-02 17:45:02,1555,2361,2005-08-11 18:16:02,5.99,1,11358,56,2005-08-02 17:45:02
1,2005-08-17 15:44:37,11316,4254,2005-08-19 10:58:37,0.99,2,11910,418,2005-08-17 15:44:37
2,2005-07-28 20:39:47,9381,537,2005-08-02 16:29:47,4.99,1,8148,347,2005-07-28 20:39:47
1,2005-07-28 12:53:58,8572,3326,2005-08-03 14:04:58,1.99,1,7945,316,2005-07-28 12:53:58
2,2005-08-22 20:23:13,2551,161,2005-08-29 18:23:13,5.99,1,15324,93,2005-08-22 20:23:13
2,2005-08-18 05:48:53,15251,2877,2005-08-22 09:03:53,0.99,1,12308,569,2005-08-18 05:48:53
1,2005-07-08 06:57:07,9020,755,2005-07-17 04:32:07,6.99,1,4603,334,2005-07-08 06:57:07
1,2005-08-19 12:11:03,14095,1635,2005-08-28 12:36:03,2.99,2,13133,523,2005-08-19 12:11:03
1,2005-06-15 22:07:09,5326,763,2005-06-20 23:15:09,2.99,1,1503,197,2005-06-15 22:07:09
2,2005-08-23 15:19:15,12610,309,2005-08-25 18:42:15,2.99,2,15830,467,2005-08-23 15:19:15
1,2005-05-27 09:04:05,4605,3012,2005-06-02 03:36:05,5.99,2,377,170,2005-05-27 09:04:05
1,2005-05-31 02:39:16,7584,766,2005-06-01 06:03:16,4.99,2,1014,280,2005-05-31 02:39:16
1,2005-08-20 14:45:23,14423,85,2005-08-22 16:47:23,0.99,2,13852,535,2005-08-20 14:45:23
2,2005-06-15 01:05:32,10000,2572,2005-06-23 02:34:32,6.99,2,1190,370,2005-06-15 01:05:32
1,2005-05-31 14:13:59,7013,1174,2005-06-07 15:49:59,8.99,1,1101,260,2005-05-31 14:13:59
2,2005-08-23 19:51:30,8850,1807,2005-08-31 23:50:30,7.99,1,15969,327,2005-08-23 19:51:30
2,2005-07-28 12:46:47,11075,901,2005-07-29 06:46:47,0.99,2,7940,409,2005-07-28 12:46:47
2,2005-07-31 05:49:53,5617,448,2005-08-06 07:38:53,2.99,2,9652,207,2005-07-31 05:49:53
2,2005-08-23 18:41:11,9771,907,2005-08-25 20:59:11,2.99,1,15935,361,2005-08-23 18:41:11
2,2005-07-10 18:35:14,13066,457,2005-07-19 19:41:14,6.99,2,5866,484,2005-07-10 18:35:14
2,2005-07-29 16:46:07,7886,443,2005-08-02 19:27:07,4.99,2,8697,291,2005-07-29 16:46:07
1,2005-08-23 09:46:33,3027,276,2005-09-01 06:07:33,8.99,1,15687,112,2005-08-23 09:46:33
1,2005-08-22 05:59:59,7180,3515,2005-08-26 10:31:59,2.99,2,14943,265,2005-08-22 05:59:59
1,2005-05-29 10:14:15,3387,1720,2005-06-04 06:30:15,4.99,1,752,126,2005-05-29 10:14:15
1,2005-06-21 02:20:24,14401,2489,2005-06-29 00:50:24,4.99,2,3228,535,2005-06-21 02:20:24
2,2005-07-10 09:32:22,6598,59,2005-07-15 15:20:22,0.99,2,5692,244,2005-07-10 09:32:22
1,2005-07-30 23:31:31,15890,1136,2005-08-09 04:29:31,6.99,2,9483,593,2005-07-30 23:31:31
2,2005-06-21 20:40:28,1998,2381,2005-06-29 00:47:28,7.99,2,3445,74,2005-06-21 20:40:28
2,2005-07-29 11:01:50,5791,792,2005-07-30 08:19:50,4.99,1,8542,213,2005-07-29 11:01:50
2,2005-06-15 07:55:43,5806,950,2005-06-20 06:30:43,4.99,1,1275,214,2005-06-15 07:55:43
2,2005-06-15 12:39:52,15667,4540,2005-06-24 17:43:52,7.99,1,1346,585,2005-06-15 12:39:52
1,2005-07-09 12:30:23,1398,3707,2005-07-13 08:41:23,2.99,1,5230,51,2005-07-09 12:30:23
2,2005-07-06 04:30:18,3686,3740,2005-07-10 09:18:18,4.99,1,3589,137,2005-07-06 04:30:18
2,2005-08-02 03:37:13,4359,2174,2005-08-04 23:28:13,4.99,2,10958,160,2005-08-02 03:37:13
1,2005-08-02 18:04:41,12972,2480,2005-08-09 18:41:41,5.99,1,11369,480,2005-08-02 18:04:41
1,2005-07-30 00:39:43,14954,3457,2005-08-02 23:22:43,2.99,1,8889,558,2005-07-30 00:39:43
2,2005-08-17 20:57:02,14448,99,2005-08-25 19:04:02,8.99,1,12052,536,2005-08-17 20:57:02
1,2005-05-31 05:46:23,7349,4432,2005-06-06 09:50:23,6.99,2,1041,272,2005-05-31 05:46:23
2,2005-08-23 11:40:30,3437,4272,2005-08-30 12:40:30,5.99,1,15736,127,2005-08-23 11:40:30
2,2005-05-25 12:17:46,11533,1388,2005-06-01 10:48:46,6.99,1,82,427,2005-05-25 12:17:46
1,2005-08-21 20:33:00,12523,1124,2005-08-22 18:10:00,0.99,1,14689,463,2005-08-21 20:33:00
2,2005-07-27 10:00:54,4962,978,2005-07-28 13:58:54,0.99,2,7229,182,2005-07-27 10:00:54
1,2005-05-27 17:52:34,6716,4260,2005-06-05 22:23:34,6.99,2,438,249,2005-05-27 17:52:34
2,2006-02-14 15:16:03,7789,4334,,0.99,1,14204,287,2006-02-14 15:16:03
1,2005-08-02 17:18:07,5897,195,2005-08-05 12:30:07,2.99,1,11347,217,2005-08-02 17:18:07
1,2005-08-20 21:21:08,6241,115,2005-08-22 23:19:08,0.99,2,14026,231,2005-08-20 21:21:08
1,2006-02-14 15:16:03,15734,512,,0.99,1,12144,587,2006-02-14 15:16:03
1,2005-07-31 15:44:43,6521,2540,2005-08-08 10:30:43,5.99,1,9944,241,2005-07-31 15:44:43
2,2005-05-30 02:10:32,9663,1258,2005-06-01 04:42:32,4.99,1,858,358,2005-05-30 02:10:32
2,2005-08-19 05:20:25,7572,193,2005-08-21 03:10:25,2.99,2,12935,279,2005-08-19 05:20:25
2,2005-07-11 14:53:38,10376,1558,2005-07-12 16:42:38,0.99,1,6244,383,2005-07-11 14:53:38
2,2005-06-18 18:12:26,4692,3548,2005-06-22 13:43:26,4.99,2,2435,173,2005-06-18 18:12:26
2,2005-06-20 09:32:33,1364,549,2005-06-22 07:45:33,0.99,1,3000,50,2005-06-20 09:32:33
1,2005-08-23 11:28:26,13575,906,2005-08-28 11:23:26,2.99,2,15726,503,2005-08-23 11:28:26
1,2005-08-19 07:52:21,11185,825,2005-08-27 12:51:21,3.99,1,13010,413,2005-08-19 07:52:21
1,2005-05-26 00:25:23,3832,4252,2005-06-01 19:29:23,0.99,2,148,142,2005-05-26 00:25:23
2,2005-05-31 16:23:02,13733,213,2005-06-03 20:00:02,4.99,1,1118,510,2005-05-31 16:23:02
1,2005-08-17 23:31:25,3971,891,2005-08-26 19:10:25,7.99,2,12129,146,2005-08-17 23:31:25
2,2005-07-12 10:41:34,13692,4061,2005-07-15 05:31:34,0.99,1,6646,508,2005-07-12 10:41:34
2,2005-05-29 05:34:44,8382,3407,2005-05-30 05:50:44,0.99,1,723,309,2005-05-29 05:34:44
1,2005-05-25 16:50:20,1204,535,2005-05-28 18:52:20,4.99,1,99,44,2005-05-25 16:50:20
2,2005-07-28 18:05:06,10990,3035,2005-07-29 22:44:06,4.99,2,8080,406,2005-07-28 18:05:06
2,2005-08-17 20:38:21,15867,3706,2005-08-22 16:52:21,0.99,2,12043,592,2005-08-17 20:38:21
2,2005-07-29 10:37:23,5937,4510,2005-07-31 07:21:23,4.99,2,8536,219,2005-07-29 10:37:23
1,2005-08-19 14:34:12,1612,2473,2005-08-26 10:18:12,6.99,2,13194,58,2005-08-19 14:34:12
2,2005-08-17 04:45:39,2163,2717,2005-08-20 10:38:39,4.99,1,11641,79,2005-08-17 04:45:39
2,2005-06-16 21:30:34,1709,1218,2005-06-20 03:27:34,0.99,2,1818,63,2005-06-16 21:30:34
1,2005-08-23 01:22:12,2796,3658,2005-08-29 23:42:12,3.99,2,15467,103,2005-08-23 01:22:12
1,2005-08-18 12:41:41,9332,422,2005-08-22 16:38:41,4.99,2,12485,345,2005-08-18 12:41:41
1,2005-08-01 19:21:48,7542,4248,2005-08-08 22:01:48,2.99,2,10731,278,2005-08-01 19:21:48
2,2005-08-22 05:03:59,7843,377,2005-08-29 04:00:59,4.99,2,14917,289,2005-08-22 05:03:59
1,2005-06-19 05:48:26,2166,2229,2005-06-24 10:16:26,2.99,1,2596,80,2005-06-19 05:48:26
1,2005-07-29 14:30:31,7860,3504,2005-08-02 16:04:31,4.99,1,8639,290,2005-07-29 14:30:31
1,2005-07-06 15:23:56,8298,3826,2005-07-13 20:51:56,6.99,2,3814,306,2005-07-06 15:23:56
1,2005-08-19 18:56:32,10965,2979,2005-08-23 20:04:32,1.99,2,13304,405,2005-08-19 18:56:32
1,2005-07-31 20:49:10,4620,4078,2005-08-08 20:15:10,9.99,1,10102,170,2005-07-31 20:49:10
2,2005-07-31 16:07:50,1111,1856,2005-08-07 18:37:50,6.99,2,9961,40,2005-07-31 16:07:50
2,2005-07-07 04:34:38,5575,4152,2005-07-11 09:16:38,4.99,2,4068,206,2005-07-07 04:34:38
2,2005-08-22 13:06:26,3218,1930,2005-08-30 16:43:26,3.99,1,15131,119,2005-08-22 13:06:26
1,2005-05-26 08:33:10,4604,4005,2005-05-28 14:09:10,2.99,1,211,170,2005-05-26 08:33:10
2,2005-07-31 13:00:33,8817,1246,2005-08-03 16:18:33,0.99,2,9855,326,2005-07-31 13:00:33
2,2005-07-28 12:50:55,9348,2914,2005-08-04 11:29:55,6.99,2,7943,346,2005-07-28 12:50:55
2,2005-07-10 09:56:24,2481,2395,2005-07-16 15:11:24,0.99,2,5701,91,2005-07-10 09:56:24
1,2005-08-02 12:09:45,648,3219,2005-08-07 08:52:45,2.99,1,11209,24,2005-08-02 12:09:45
2,2005-06-14 23:25:58,8726,4021,2005-06-18 05:18:58,0.99,2,1167,323,2005-06-14 23:25:58
2,2005-07-30 05:44:42,8893,164,2005-08-05 03:15:42,4.99,2,9024,329,2005-07-30 05:44:42
1,2005-07-10 07:08:40,3445,1466,2005-07-13 05:19:40,4.99,2,5647,128,2005-07-10 07:08:40
2,2005-08-19 07:40:08,11941,771,2005-08-20 11:49:08,0.99,1,13004,442,2005-08-19 07:40:08
2,2005-08-21 00:14:32,7397,1596,2005-08-24 22:22:32,4.99,2,14092,273,2005-08-21 00:14:32
2,2005-07-31 14:15:05,12237,3132,2005-08-07 11:58:05,1.99,2,9900,453,2005-07-31 14:15:05
1,2005-05-30 10:19:42,1207,2466,2005-06-05 04:58:42,2.99,2,904,44,2005-05-30 10:19:42
2,2005-08-21 14:22:28,10246,2986,2005-08-23 10:40:28,4.99,1,14502,378,2005-08-21 14:22:28
2,2005-07-27 13:37:26,13695,1810,2005-08-03 18:00:26,3.99,2,7322,508,2005-07-27 13:37:26
2,2005-08-21 17:07:08,6588,751,2005-08-26 16:02:08,1.99,1,14581,243,2005-08-21 17:07:08
2,2005-08-01 08:55:56,4789,4122,2005-08-03 10:26:56,0.99,2,10441,176,2005-08-01 08:55:56
2,2005-07-10 04:47:57,15436,4264,2005-07-17 01:54:57,3.99,2,5597,576,2005-07-10 04:47:57
1,2005-06-20 04:37:45,10252,1055,2005-06-26 02:17:45,2.99,1,2926,379,2005-06-20 04:37:45
1,2005-06-16 15:18:57,6,726,2005-06-17 21:05:57,4.99,1,1725,1,2005-06-16 15:18:57
1,2005-06-17 01:31:46,14750,4466,2005-06-26 02:09:46,3.99,2,1863,550,2005-06-17 01:31:46
2,2005-05-26 07:27:36,514,674,2005-06-02 03:52:36,2.99,1,202,20,2005-05-26 07:27:36
1,2005-08-01 08:03:55,9759,1271,2005-08-04 08:44:55,0.99,2,10414,361,2005-08-01 08:03:55
2,2005-08-20 20:52:03,5973,509,2005-08-23 18:04:03,4.99,2,14016,220,2005-08-20 20:52:03
1,2005-08-17 01:19:20,11262,2376,2005-08-24 02:25:20,6.99,1,11557,416,2005-08-17 01:19:20
1,2005-08-17 04:00:40,8770,1898,2005-08-18 00:36:40,2.99,1,11617,324,2005-08-17 04:00:40
2,2005-07-10 17:40:47,13744,3944,2005-07-11 19:24:47,4.99,2,5851,510,2005-07-10 17:40:47
2,2005-08-21 02:51:59,575,2744,2005-08-28 21:38:59,2.99,2,14161,21,2005-08-21 02:51:59
1,2005-07-29 06:23:56,15352,3680,2005-07-31 02:41:56,4.99,2,8400,573,2005-07-29 06:23:56
2,2005-07-06 20:52:39,12228,1235,2005-07-12 00:27:39,0.99,2,3929,453,2005-07-06 20:52:39
1,2005-08-01 05:47:37,4391,2158,2005-08-02 09:28:37,0.99,2,10355,161,2005-08-01 05:47:37
1,2005-06-15 18:30:00,2389,2310,2005-06-16 15:14:00,2.99,1,1433,88,2005-06-15 18:30:00
1,2005-07-29 05:11:00,7593,53,2005-07-30 05:30:00,0.99,2,8365,280,2005-07-29 05:11:00
1,2005-06-17 20:34:42,15026,2104,2005-06-22 00:05:42,4.99,1,2119,561,2005-06-17 20:34:42
1,2005-07-29 07:12:48,5230,1583,2005-08-01 10:03:48,4.99,1,8431,193,2005-07-29 07:12:48
1,2005-07-27 11:17:22,8765,725,2005-08-04 10:59:22,7.99,1,7263,324,2005-07-27 11:17:22
1,2005-07-27 17:04:15,9519,3454,2005-08-05 21:54:15,7.99,2,7419,352,2005-07-27 17:04:15
2,2005-07-08 16:25:27,13472,100,2005-07-11 11:35:27,4.99,1,4790,500,2005-07-08 16:25:27
2,2005-07-29 14:19:53,14383,3436,2005-08-01 11:31:53,0.99,2,8633,534,2005-07-29 14:19:53
1,2005-07-07 08:26:39,15852,3050,2005-07-16 12:54:39,9.99,2,4145,592,2005-07-07 08:26:39
2,2005-08-22 19:44:59,10586,1672,2005-08-30 21:59:59,8.99,1,15303,390,2005-08-22 19:44:59
2,2005-08-19 22:16:16,3772,488,2005-08-25 19:01:16,3.99,2,13401,139,2005-08-19 22:16:16
2,2005-08-17 10:00:40,2107,2374,2005-08-25 04:14:40,7.99,2,11767,77,2005-08-17 10:00:40
1,2005-08-23 04:52:17,11997,3641,2005-08-30 02:15:17,0.99,2,15557,444,2005-08-23 04:52:17
2,2005-08-20 05:28:11,4509,211,2005-08-23 02:06:11,4.99,2,13582,166,2005-08-20 05:28:11
1,2005-07-30 08:11:22,11817,4042,2005-08-06 09:26:22,3.99,2,9082,438,2005-07-30 08:11:22
1,2005-08-01 17:51:21,4093,2542,2005-08-03 19:01:21,2.99,1,10686,150,2005-08-01 17:51:21
2,2005-08-17 20:47:46,11736,3895,2005-08-19 16:09:46,0.99,2,12046,435,2005-08-17 20:47:46
2,2005-07-29 02:28:25,12295,2817,2005-08-03 20:57:25,2.99,2,8291,455,2005-07-29 02:28:25
1,2005-07-30 00:48:19,3995,1048,2005-08-01 03:25:19,2.99,1,8893,147,2005-07-30 00:48:19
1,2005-07-28 17:29:02,8520,630,2005-08-01 22:17:02,3.99,2,8073,314,2005-07-28 17:29:02
1,2005-08-19 20:02:33,10261,461,2005-08-22 00:45:33,0.99,1,13334,379,2005-08-19 20:02:33
1,2005-07-10 05:09:46,13269,1553,2005-07-12 10:38:46,0.99,1,5609,492,2005-07-10 05:09:46
2,2005-06-19 18:52:37,11326,732,2005-06-25 19:45:37,2.99,2,2793,419,2005-06-19 18:52:37
2,2005-08-21 07:32:35,12243,4027,2005-08-30 05:53:35,5.99,1,14306,453,2005-08-21 07:32:35
2,2005-08-02 05:55:39,8287,3776,2005-08-08 06:46:39,5.99,2,11035,305,2005-08-02 05:55:39
1,2005-07-29 07:12:17,5936,3377,2005-08-03 09:53:17,0.99,2,8430,219,2005-07-29 07:12:17
1,2005-08-01 11:36:19,11819,3294,2005-08-09 06:52:19,6.99,2,10512,438,2005-08-01 11:36:19
2,2005-08-23 03:44:51,10670,88,2005-08-25 03:09:51,0.99,1,15527,393,2005-08-23 03:44:51
1,2005-07-09 02:32:37,2946,2179,2005-07-16 23:13:37,2.99,1,5027,109,2005-07-09 02:32:37
1,2005-08-21 15:41:01,15788,2445,2005-08-24 15:20:01,0.99,1,14544,589,2005-08-21 15:41:01
2,2005-06-19 05:05:03,10978,91,2005-06-20 09:28:03,0.99,1,2585,406,2005-06-19 05:05:03
2,2005-08-23 21:44:27,13604,2925,2005-08-28 01:52:27,4.99,1,16022,504,2005-08-23 21:44:27
1,2005-08-23 14:59:58,11863,2620,2005-08-27 13:13:58,1.99,2,15818,439,2005-08-23 14:59:58
1,2005-07-10 10:46:57,453,3706,2005-07-18 14:07:57,3.99,1,5714,17,2005-07-10 10:46:57
1,2005-07-28 18:28:07,4531,2034,2005-07-30 19:17:07,2.99,2,8092,167,2005-07-28 18:28:07
1,2005-07-10 14:06:44,9474,2290,2005-07-14 19:55:44,1.99,2,5786,350,2005-07-10 14:06:44
1,2005-06-20 11:17:20,12562,3745,2005-06-26 13:15:20,3.99,2,3022,466,2005-06-20 11:17:20
2,2005-07-31 22:08:29,222,8,2005-08-06 16:59:29,0.99,1,10141,8,2005-07-31 22:08:29
1,2005-07-28 07:14:43,15577,3817,2005-08-01 05:03:43,2.99,2,7783,581,2005-07-28 07:14:43
2,2005-06-19 12:27:19,6505,2860,2005-06-21 16:26:19,2.99,2,2683,241,2005-06-19 12:27:19
1,2005-08-22 15:25:33,13780,2367,2005-08-23 17:29:33,4.99,1,15172,511,2005-08-22 15:25:33
2,2005-07-29 00:50:14,11045,2317,2005-08-03 23:52:14,4.99,2,8251,408,2005-07-29 00:50:14
2,2005-07-29 20:07:06,15721,1565,2005-08-06 20:42:06,5.99,2,8776,587,2005-07-29 20:07:06
1,2005-06-15 20:54:55,10089,4233,2005-06-24 21:52:55,6.99,2,1472,373,2005-06-15 20:54:55
1,2005-08-17 18:21:59,13322,1478,2005-08-25 19:20:59,5.99,1,11987,494,2005-08-17 18:21:59
1,2005-08-02 05:05:23,5871,1547,2005-08-07 23:28:23,0.99,2,11005,216,2005-08-02 05:05:23
1,2005-07-27 14:11:45,1269,2706,2005-07-28 11:00:45,0.99,2,7336,46,2005-07-27 14:11:45
1,2005-07-11 04:11:58,11040,3301,2005-07-15 05:00:58,0.99,1,6062,408,2005-07-11 04:11:58
2,2005-08-22 03:57:08,14708,2957,2005-08-23 07:11:08,4.99,1,14884,547,2005-08-22 03:57:08
1,2005-06-16 23:20:16,853,513,2005-06-20 02:34:16,1.99,1,1838,31,2005-06-16 23:20:16
1,2005-07-28 21:08:46,12368,4327,2005-08-01 21:50:46,0.99,2,8158,458,2005-07-28 21:08:46
2,2005-07-12 15:56:08,4643,868,2005-07-13 18:42:08,0.99,1,6774,171,2005-07-12 15:56:08
1,2005-08-22 10:00:04,749,2895,2005-08-26 08:26:04,0.99,1,15048,27,2005-08-22 10:00:04
2,2005-07-12 19:38:57,4119,3173,2005-07-16 16:28:57,0.99,1,6854,151,2005-07-12 19:38:57
2,2005-05-30 11:35:06,10125,4052,2005-06-02 13:16:06,0.99,2,919,374,2005-05-30 11:35:06
2,2005-08-23 10:23:28,1563,1602,2005-08-29 11:08:28,7.99,2,15702,56,2005-08-23 10:23:28
1,2005-07-06 16:43:10,2395,2829,2005-07-14 11:09:10,5.99,2,3846,88,2005-07-06 16:43:10
2,2005-07-27 20:38:40,15827,4044,2005-08-04 22:36:40,4.99,2,7511,591,2005-07-27 20:38:40
2,2005-07-29 21:36:59,10725,2612,2005-08-01 17:40:59,2.99,1,8807,396,2005-07-29 21:36:59
2,2005-05-27 03:42:52,4467,2596,2005-06-01 05:23:52,4.99,2,338,165,2005-05-27 03:42:52
1,2005-08-19 14:44:03,9682,3190,2005-08-22 10:11:03,2.99,1,13197,358,2005-08-19 14:44:03
1,2005-07-31 13:17:04,2259,2485,2005-08-05 07:17:04,1.99,2,9867,83,2005-07-31 13:17:04
2,2005-07-09 05:36:49,11781,4164,2005-07-13 09:26:49,4.99,1,5085,437,2005-07-09 05:36:49
2,2005-07-06 21:06:17,13213,4396,2005-07-07 19:25:17,4.99,2,3932,490,2005-07-06 21:06:17
2,2005-08-01 20:34:51,9115,566,2005-08-04 00:02:51,0.99,1,10765,337,2005-08-01 20:34:51
2,2005-08-20 03:41:57,4001,4543,2005-08-29 03:21:57,4.99,2,13542,147,2005-08-20 03:41:57
2,2005-07-29 08:42:04,5269,1990,2005-08-01 03:10:04,0.99,1,8479,195,2005-07-29 08:42:04
1,2005-05-28 15:33:28,8328,280,2005-06-04 12:27:28,1.99,2,614,307,2005-05-28 15:33:28
1,2005-06-17 20:48:27,6629,2932,2005-06-23 00:58:27,2.99,2,2122,245,2005-06-17 20:48:27
2,2005-07-06 00:00:03,8115,1970,2005-07-09 01:27:03,0.99,1,3497,299,2005-07-06 00:00:03
1,2005-08-17 00:04:54,6178,463,2005-08-21 00:57:54,4.99,1,11521,229,2005-08-17 00:04:54
2,2005-07-09 00:57:46,6684,2063,2005-07-13 03:32:46,2.99,1,4995,247,2005-07-09 00:57:46
1,2005-05-28 15:03:44,13299,4254,2005-06-04 17:14:44,4.99,2,608,494,2005-05-28 15:03:44
1,2005-05-26 03:07:43,12650,2714,2005-06-02 02:09:43,0.99,2,168,469,2005-05-26 03:07:43
1,2005-06-17 00:13:19,9218,2507,2005-06-23 18:37:19,7.99,2,1849,341,2005-06-17 00:13:19
1,2005-05-25 00:19:27,7044,1584,2005-05-30 05:44:27,4.99,2,12,261,2005-05-25 00:19:27
2,2005-06-18 04:46:33,6271,3629,2005-06-20 04:28:33,2.99,1,2244,233,2005-06-18 04:46:33
2,2005-05-27 08:49:21,8294,1815,2005-06-04 14:11:21,3.99,1,375,306,2005-05-27 08:49:21
1,2005-07-07 09:17:26,15297,745,2005-07-15 10:15:26,4.99,2,4162,571,2005-07-07 09:17:26
1,2005-07-28 09:57:17,14698,3392,2005-08-04 06:04:17,3.99,1,7859,547,2005-07-28 09:57:17
1,2005-07-31 21:56:10,8447,4483,2005-08-06 21:20:10,4.99,1,10134,311,2005-07-31 21:56:10
2,2005-07-29 01:20:16,5300,1972,2005-07-30 04:31:16,0.99,1,8266,196,2005-07-29 01:20:16
1,2005-07-31 19:20:18,6208,3485,2005-08-08 17:59:18,9.99,2,10057,230,2005-07-31 19:20:18
2,2005-07-31 22:30:49,4076,2745,2005-08-07 03:05:49,2.99,2,10154,149,2005-07-31 22:30:49
1,2005-07-11 09:13:08,967,910,2005-07-17 03:48:08,5.99,1,6147,35,2005-07-11 09:13:08
2,2005-05-28 20:18:24,11774,2846,2005-05-30 16:19:24,4.99,1,656,437,2005-05-28 20:18:24
1,2005-07-26 23:17:51,9568,278,2005-08-03 21:12:51,5.99,2,6939,354,2005-07-26 23:17:51
1,2005-08-23 18:06:54,14075,223,2005-08-30 20:19:54,6.99,2,15921,522,2005-08-23 18:06:54
2,2005-07-31 19:01:25,5539,123,2005-08-06 14:21:25,2.99,1,10042,204,2005-07-31 19:01:25
2,2005-07-11 00:04:50,2565,1514,2005-07-19 03:36:50,4.99,1,5970,94,2005-07-11 00:04:50
2,2005-06-20 11:51:30,8585,327,2005-06-25 16:42:30,2.99,1,3029,317,2005-06-20 11:51:30
1,2005-07-26 23:18:49,11898,1575,2005-07-31 00:23:49,5.99,2,6941,441,2005-07-26 23:18:49
2,2005-06-17 16:40:03,13332,71,2005-06-20 21:34:03,2.99,1,2074,495,2005-06-17 16:40:03
2,2005-08-01 02:35:39,11789,135,2005-08-06 06:50:39,0.99,1,10249,437,2005-08-01 02:35:39
2,2005-07-28 17:04:15,15779,4018,2005-08-03 19:11:15,0.99,2,8056,589,2005-07-28 17:04:15
1,2005-07-30 08:40:35,4708,570,2005-08-04 11:19:35,4.99,2,9097,173,2005-07-30 08:40:35
1,2005-08-01 23:49:33,7599,1200,2005-08-10 05:37:33,9.99,2,10847,280,2005-08-01 23:49:33
1,2005-07-29 07:59:03,6460,3371,2005-08-04 08:42:03,6.99,1,8457,239,2005-07-29 07:59:03
1,2005-06-15 20:38:14,10477,4113,2005-06-17 14:52:14,0.99,2,1464,387,2005-06-15 20:38:14
2,2005-07-31 21:33:03,4848,493,2005-08-01 19:10:03,0.99,1,10125,178,2005-07-31 21:33:03
1,2005-07-09 20:55:47,11069,436,2005-07-15 15:15:47,0.99,2,5422,409,2005-07-09 20:55:47
2,2005-07-31 13:32:31,13024,2476,2005-08-07 09:50:31,6.99,2,9874,482,2005-07-31 13:32:31
1,2005-06-19 02:49:55,1035,1370,2005-06-24 01:37:55,1.99,1,2550,38,2005-06-19 02:49:55
2,2005-07-30 04:00:19,3265,2043,2005-08-06 04:39:19,8.99,1,8969,121,2005-07-30 04:00:19
2,2005-06-15 11:29:17,15711,1219,2005-06-24 13:36:17,2.99,2,1330,587,2005-06-15 11:29:17
2,2005-08-21 11:36:15,3749,2294,2005-08-24 08:02:15,4.99,2,14432,138,2005-08-21 11:36:15
2,2005-08-21 23:43:00,1889,1232,2005-08-29 05:26:00,2.99,1,14767,69,2005-08-21 23:43:00
1,2005-08-17 13:04:41,2207,1085,2005-08-26 14:19:41,5.99,1,11837,81,2005-08-17 13:04:41
1,2005-08-21 19:54:11,14474,4324,2005-08-27 21:42:11,0.99,2,14670,537,2005-08-21 19:54:11
2,2005-07-09 12:54:25,3293,1044,2005-07-18 16:28:25,6.99,1,5235,122,2005-07-09 12:54:25
