assays_ss_d,assays_ss_sbclllr_frctn,assays_ss_strn,assays_ss_tst_tp,assays_ss_tx_d,assays_tss_d,assays_src_ss_d,assays_vrnt_d,assays_td,assays_ss_ctgr,assays_src_d,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_chmbl_d,assays_cll_d,assays_b_frmt
7738,,,In vivo,10116.0,10000001.0,,,50597,,1,N,1,Intermediate,CHEMBL618739,,BAO_0000218
7739,,,In vivo,10116.0,10000001.0,,,50597,,1,N,1,Intermediate,CHEMBL618740,,BAO_0000218
7740,,,In vivo,10116.0,10000001.0,,,50597,,1,N,1,Intermediate,CHEMBL618741,,BAO_0000218
7741,,,In vivo,10116.0,10000001.0,,,50597,,1,N,1,Intermediate,CHEMBL618742,,BAO_0000218
7742,,,In vivo,10116.0,10000001.0,,,50597,,1,N,1,Intermediate,CHEMBL618743,,BAO_0000218
7743,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL618744,,BAO_0000218
7744,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618745,,BAO_0000218
7745,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620479,,BAO_0000218
7746,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620480,,BAO_0000218
7747,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620481,,BAO_0000218
7748,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620482,,BAO_0000218
7749,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL876603,,BAO_0000218
7750,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620483,,BAO_0000218
7751,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620484,,BAO_0000218
7752,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620485,,BAO_0000218
7753,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620486,,BAO_0000218
7754,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620487,,BAO_0000218
7755,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620488,,BAO_0000218
7756,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620489,,BAO_0000218
7757,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620490,,BAO_0000218
7758,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620491,,BAO_0000218
7759,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL876604,,BAO_0000218
7760,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620492,,BAO_0000218
7761,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620493,,BAO_0000218
7762,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620494,,BAO_0000218
7763,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL620495,,BAO_0000218
7764,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL620496,,BAO_0000218
7765,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL620497,,BAO_0000218
7766,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL620498,,BAO_0000218
7767,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL620499,,BAO_0000218
7768,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL620500,,BAO_0000218
7769,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL873809,,BAO_0000218
7770,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620501,,BAO_0000218
7771,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620502,,BAO_0000218
7772,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620503,,BAO_0000218
7773,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620504,,BAO_0000218
7774,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL876605,,BAO_0000218
7775,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620505,,BAO_0000218
7776,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL873811,,BAO_0000218
7777,,,In vivo,10116.0,,,,50597,,1,N,1,Expert,CHEMBL624016,,BAO_0000218
7778,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624017,,BAO_0000218
7779,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624018,,BAO_0000218
7780,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624019,,BAO_0000218
7781,,,In vivo,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL624020,,BAO_0000218
7782,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624201,,BAO_0000218
7783,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL872528,,BAO_0000218
7784,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624202,,BAO_0000218
7785,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624203,,BAO_0000218
7786,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624350,,BAO_0000218
7787,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621320,,BAO_0000218
7788,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621321,,BAO_0000218
7789,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621322,,BAO_0000218
7790,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621323,,BAO_0000218
7791,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621324,,BAO_0000218
7792,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621325,,BAO_0000218
7793,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL875837,,BAO_0000218
7794,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL621326,,BAO_0000218
7795,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621327,,BAO_0000218
7796,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621328,,BAO_0000218
7797,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621329,,BAO_0000218
7798,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621330,,BAO_0000218
7799,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621331,,BAO_0000218
7800,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621332,,BAO_0000218
7801,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621333,,BAO_0000218
7802,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621334,,BAO_0000218
7803,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL621335,,BAO_0000218
7804,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621336,,BAO_0000218
7805,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621337,,BAO_0000218
7806,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621338,,BAO_0000218
7807,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL875838,,BAO_0000218
7808,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621339,,BAO_0000218
7809,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621340,,BAO_0000218
7810,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL621341,,BAO_0000218
7811,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL621342,,BAO_0000019
7812,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL621343,,BAO_0000019
7813,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL621344,,BAO_0000218
7814,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL621345,,BAO_0000218
7815,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL621346,,BAO_0000019
7816,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL621347,,BAO_0000218
7817,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621348,,BAO_0000218
7818,,,,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL621349,,BAO_0000019
7819,,,,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL621350,,BAO_0000019
7820,,,,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL875839,,BAO_0000019
7821,,,,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL620211,,BAO_0000019
7822,,,,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL620212,,BAO_0000019
7823,,,,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL620213,,BAO_0000019
7824,,,,9544.0,1969.0,,,50797,,1,N,1,Intermediate,CHEMBL620214,,BAO_0000218
7825,,,,9544.0,1969.0,,,50797,,1,N,1,Intermediate,CHEMBL620215,,BAO_0000218
7826,,,,9544.0,1969.0,,,50797,,1,N,1,Intermediate,CHEMBL620216,,BAO_0000218
7827,,,,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL620888,,BAO_0000218
7828,,,,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL620889,,BAO_0000218
7829,,,,,1969.0,,,22224,,1,U,0,Autocuration,CHEMBL620890,,BAO_0000019
7830,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL620891,,BAO_0000218
7831,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL620892,,BAO_0000019
7832,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL621079,,BAO_0000218
7833,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL621080,,BAO_0000218
7834,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621081,,BAO_0000218
7835,,,,10026.0,,,,100712,,1,N,1,Intermediate,CHEMBL621082,,BAO_0000218
7836,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621083,,BAO_0000218
7837,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621084,,BAO_0000218
7838,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621085,,BAO_0000218
7839,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621086,,BAO_0000218
7840,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621087,,BAO_0000218
7841,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL622607,,BAO_0000218
7842,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL622608,,BAO_0000218
7843,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL624481,,BAO_0000019
7844,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL624482,,BAO_0000019
7845,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL624483,,BAO_0000019
7846,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL624484,,BAO_0000019
7847,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL624485,,BAO_0000019
7848,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624486,,BAO_0000218
7849,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL624487,,BAO_0000019
7850,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL624488,,BAO_0000019
7851,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624489,,BAO_0000218
7852,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL625184,,BAO_0000218
7853,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL625185,,BAO_0000019
7854,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL875954,,BAO_0000019
7855,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL625186,,BAO_0000019
7856,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL625187,,BAO_0000019
7857,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL625188,,BAO_0000019
7858,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL625189,,BAO_0000218
7859,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL625190,,BAO_0000218
7860,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621733,,BAO_0000218
7861,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621734,,BAO_0000218
7862,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621735,,BAO_0000218
7863,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL621736,,BAO_0000218
7864,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL621737,,BAO_0000218
7865,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621738,,BAO_0000218
7866,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622806,,BAO_0000218
7867,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623519,,BAO_0000218
7868,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623520,,BAO_0000218
7869,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623521,,BAO_0000218
7870,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623522,,BAO_0000218
7871,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623523,,BAO_0000218
7872,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623690,,BAO_0000218
7873,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623691,,BAO_0000218
7874,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623692,,BAO_0000218
7875,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623693,,BAO_0000218
7876,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623694,,BAO_0000218
7877,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623695,,BAO_0000218
7878,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623696,,BAO_0000218
7879,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623697,,BAO_0000218
7880,,,In vivo,9544.0,1969.0,,,22224,,1,U,0,Intermediate,CHEMBL623698,,BAO_0000218
7881,,,In vivo,10116.0,1969.0,,,22224,,1,U,0,Intermediate,CHEMBL623699,,BAO_0000218
7882,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623700,,BAO_0000218
7883,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623701,,BAO_0000218
7884,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL623702,,BAO_0000218
7885,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623703,,BAO_0000218
7886,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623704,,BAO_0000218
7887,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623705,,BAO_0000218
7888,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623706,,BAO_0000218
7889,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623707,,BAO_0000218
7890,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623708,,BAO_0000218
7891,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623709,,BAO_0000218
7892,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623710,,BAO_0000218
7893,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623711,,BAO_0000218
7894,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623712,,BAO_0000218
7895,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623713,,BAO_0000218
7896,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623714,,BAO_0000218
7897,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623715,,BAO_0000218
7898,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623716,,BAO_0000218
7899,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622980,,BAO_0000218
7900,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622981,,BAO_0000218
7901,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622982,,BAO_0000218
7902,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622983,,BAO_0000218
7903,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622984,,BAO_0000218
7904,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622985,,BAO_0000218
7905,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL623631,,BAO_0000218
7906,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623632,,BAO_0000218
7907,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL623633,,BAO_0000218
7908,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL623634,,BAO_0000218
7909,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623635,,BAO_0000218
7910,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621195,,BAO_0000218
7911,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621196,,BAO_0000218
7912,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL875287,,BAO_0000218
7913,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621197,,BAO_0000218
7914,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL621198,,BAO_0000218
7915,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL621199,,BAO_0000218
7916,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621200,,BAO_0000218
7917,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621201,,BAO_0000218
7918,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621202,,BAO_0000218
7919,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621203,,BAO_0000218
7920,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621204,,BAO_0000218
7921,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621205,,BAO_0000218
7922,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621206,,BAO_0000218
7923,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621207,,BAO_0000218
7924,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621208,,BAO_0000218
7925,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621209,,BAO_0000218
7926,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL876484,,BAO_0000218
7927,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621210,,BAO_0000218
7928,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621211,,BAO_0000218
7929,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621212,,BAO_0000218
7930,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621213,,BAO_0000218
7931,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621214,,BAO_0000218
7932,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621215,,BAO_0000218
7933,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621216,,BAO_0000218
7934,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621217,,BAO_0000218
7935,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621218,,BAO_0000218
7936,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621219,,BAO_0000218
7937,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621220,,BAO_0000218
7938,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621221,,BAO_0000218
7939,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621222,,BAO_0000218
7940,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621223,,BAO_0000218
7941,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL876485,,BAO_0000218
7942,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621224,,BAO_0000218
7943,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621225,,BAO_0000218
7944,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL621226,,BAO_0000218
7945,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL621227,,BAO_0000218
7946,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL621228,,BAO_0000218
7947,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL621229,,BAO_0000218
7948,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL621230,,BAO_0000218
7949,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL621231,,BAO_0000218
7950,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL621232,,BAO_0000218
7951,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL621233,,BAO_0000218
7952,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL621234,,BAO_0000218
7953,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL621235,,BAO_0000218
7954,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL621236,,BAO_0000218
7955,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL621237,,BAO_0000218
7956,,,In vivo,10116.0,2113.0,,,50597,,1,N,1,Intermediate,CHEMBL876486,,BAO_0000218
7957,,,In vivo,10116.0,160.0,,,50597,,1,N,1,Intermediate,CHEMBL622436,,BAO_0000218
7958,,,In vivo,10116.0,160.0,,,50597,,1,N,1,Intermediate,CHEMBL622437,,BAO_0000218
7959,,,In vivo,10116.0,160.0,,,50597,,1,N,1,Intermediate,CHEMBL622438,,BAO_0000218
7960,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622439,,BAO_0000218
7961,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622440,,BAO_0000218
7962,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622441,,BAO_0000218
7963,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622442,,BAO_0000218
7964,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622443,,BAO_0000218
7965,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622444,,BAO_0000218
7966,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622445,,BAO_0000218
7967,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622446,,BAO_0000218
7968,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622447,,BAO_0000218
7969,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622448,,BAO_0000218
7970,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622449,,BAO_0000218
7971,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622450,,BAO_0000218
7972,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622451,,BAO_0000218
7973,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622452,,BAO_0000218
7974,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622453,,BAO_0000218
7975,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622454,,BAO_0000218
7976,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL622455,,BAO_0000218
7977,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL876024,,BAO_0000218
7978,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622456,,BAO_0000218
7979,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622457,,BAO_0000218
7980,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622458,,BAO_0000218
7981,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622459,,BAO_0000218
7982,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL873343,,BAO_0000218
7983,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622460,,BAO_0000218
7984,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL622461,,BAO_0000218
7985,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL622462,,BAO_0000218
7986,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622463,,BAO_0000218
7987,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622464,,BAO_0000218
7988,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622465,,BAO_0000218
7989,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622466,,BAO_0000218
7990,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622467,,BAO_0000218
7991,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL622468,,BAO_0000218
7992,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL876025,,BAO_0000218
7993,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL622469,,BAO_0000218
7994,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL622470,,BAO_0000218
7995,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622471,,BAO_0000218
7996,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL622472,,BAO_0000218
7997,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL622473,,BAO_0000218
7998,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL624282,,BAO_0000218
7999,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL624283,,BAO_0000218
8000,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL624284,,BAO_0000218
8001,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL624285,,BAO_0000218
8002,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624286,,BAO_0000218
8003,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624287,,BAO_0000218
