assays_assay_id,assays_tid,assays_assay_test_type,assays_bao_format,assays_cell_id,assays_assay_cell_type,assays_description,assays_assay_category,assays_src_assay_id,assays_relationship_type,assays_curated_by,assays_assay_type,assays_assay_tax_id,assays_chembl_id,assays_variant_id,assays_tissue_id,assays_assay_tissue,assays_assay_subcellular_fraction,assays_confidence_score,assays_src_id
8582,50597,,BAO_0000218,,,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,,N,Intermediate,A,10116.0,CHEMBL624207,,178.0,Blood,,1,1
8583,50597,,BAO_0000218,,,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,,N,Intermediate,A,10116.0,CHEMBL624208,,178.0,Blood,,1,1
8584,50597,,BAO_0000218,,,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,,N,Intermediate,A,10116.0,CHEMBL624209,,178.0,Blood,,1,1
8585,50597,,BAO_0000218,,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,,N,Intermediate,A,10116.0,CHEMBL624210,,178.0,Blood,,1,1
8586,50597,,BAO_0000218,,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,,N,Intermediate,A,10116.0,CHEMBL624211,,178.0,Blood,,1,1
8587,50597,,BAO_0000218,,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,,N,Intermediate,A,10116.0,CHEMBL624212,,178.0,Blood,,1,1
8588,50597,,BAO_0000218,,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,,N,Intermediate,A,10116.0,CHEMBL624213,,178.0,Blood,,1,1
8589,50597,,BAO_0000218,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,,N,Intermediate,A,10116.0,CHEMBL876611,,178.0,Blood,,1,1
8590,50597,,BAO_0000218,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,,N,Intermediate,A,10116.0,CHEMBL624214,,178.0,Blood,,1,1
8591,50597,,BAO_0000218,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,,N,Intermediate,A,10116.0,CHEMBL624215,,178.0,Blood,,1,1
8592,50597,,BAO_0000218,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,,N,Intermediate,A,10116.0,CHEMBL624216,,178.0,Blood,,1,1
8593,50597,,BAO_0000218,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,,N,Intermediate,A,10116.0,CHEMBL624217,,178.0,Blood,,1,1
8594,50597,,BAO_0000218,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,,N,Intermediate,A,10116.0,CHEMBL624218,,178.0,Blood,,1,1
8595,50597,,BAO_0000218,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,,N,Intermediate,A,10116.0,CHEMBL624219,,178.0,Blood,,1,1
8596,50597,,BAO_0000218,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,,N,Intermediate,A,10116.0,CHEMBL624220,,178.0,Blood,,1,1
8597,50597,,BAO_0000218,,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,,N,Intermediate,A,10116.0,CHEMBL624221,,178.0,Blood,,1,1
8598,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,,N,Intermediate,A,10116.0,CHEMBL624222,,,,,1,1
8599,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,,N,Intermediate,A,10116.0,CHEMBL624223,,,,,1,1
8600,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,,N,Intermediate,A,10116.0,CHEMBL624224,,,,,1,1
8601,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,,N,Intermediate,A,10116.0,CHEMBL624225,,,,,1,1
8602,50597,In vivo,BAO_0000218,,,Volume of solubility in solution after intravenous administration in rats at 24 uM/kg,,,N,Intermediate,A,10116.0,CHEMBL622420,,,,,1,1
8603,50597,In vivo,BAO_0000218,,,Volume of steady state distribution after i.v. administration in rats,,,N,Intermediate,A,10116.0,CHEMBL622421,,,,,1,1
8604,50597,In vivo,BAO_0000218,,,Vss after intravenous administration (5.0 mg/kg) was determined in rat,,,N,Intermediate,A,10116.0,CHEMBL622422,,,,,1,1
8605,50597,In vivo,BAO_0000218,,,Vss in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,,,N,Intermediate,A,10116.0,CHEMBL622423,,,,,1,1
8606,50597,In vivo,BAO_0000218,,,Vss was determined,,,N,Intermediate,A,10116.0,CHEMBL622424,,,,,1,1
8607,50597,In vivo,BAO_0000218,,,Vss in rat,,,N,Intermediate,A,10116.0,CHEMBL622425,,,,,1,1
8608,50597,In vivo,BAO_0000218,,,Vss was evaluated after 10 uM/kg of intra arterial administration,,,N,Intermediate,A,10116.0,CHEMBL876612,,,,,1,1
8609,50597,In vivo,BAO_0000218,,,volume of distribution at steady state was observed after intravenous administration in rat,,,N,Intermediate,A,10116.0,CHEMBL622426,,,,,1,1
8610,50597,In vivo,BAO_0000218,,,Volume of distribution was measured in rat after an iv dose of 1 mg/kg,,,N,Intermediate,A,10116.0,CHEMBL622427,,,,,1,1
8611,50597,In vivo,BAO_0000218,,,Pharmacokinetic (PK) parameter Vz in rat,,,N,Intermediate,A,10116.0,CHEMBL622428,,,,,1,1
8612,50597,In vivo,BAO_0000218,,,Volume distribution in rats,,,N,Intermediate,A,10116.0,CHEMBL622429,,,,,1,1
8613,50597,In vivo,BAO_0000218,,,Volume of distribution in rat; No data,,,N,Intermediate,A,10116.0,CHEMBL622430,,,,,1,1
8614,50597,In vivo,BAO_0000218,,,Volume of distribution was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,,N,Intermediate,A,10116.0,CHEMBL622431,,,,,1,1
8615,50597,,BAO_0000218,,,% absorption predicted from in vitro rat ileum transport studies,,,N,Intermediate,A,10116.0,CHEMBL622432,,2116.0,Ileum,,1,1
8616,50597,In vivo,BAO_0000218,,,Bioavailability at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,,,N,Intermediate,A,10116.0,CHEMBL622433,,,,,1,1
8617,50597,In vivo,BAO_0000218,,,Bioavailability at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,,,N,Intermediate,A,10116.0,CHEMBL622434,,,,,1,1
8618,50597,In vivo,BAO_0000218,,,Bioavailability at an iv dose of 14 mg/Kg and po dose of 28 mg/Kg,,,N,Intermediate,A,10116.0,CHEMBL622435,,,,,1,1
8619,50597,In vivo,BAO_0000218,,,Bioavailability (dose 15 mg/kg i.v. and 30 mg/kg p.o.),,,N,Intermediate,A,10116.0,CHEMBL618748,,,,,1,1
8620,50597,In vivo,BAO_0000218,,,Bioavailability at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,,,N,Intermediate,A,10116.0,CHEMBL618749,,,,,1,1
8621,50597,In vivo,BAO_0000218,,,Bioavailability at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,,,N,Intermediate,A,10116.0,CHEMBL618750,,,,,1,1
8622,50597,In vivo,BAO_0000218,,,Bioavailability at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,,,N,Intermediate,A,10116.0,CHEMBL618751,,,,,1,1
8623,50597,In vivo,BAO_0000218,,,Bioavailability at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,,,N,Intermediate,A,10116.0,CHEMBL618752,,,,,1,1
8624,50597,In vivo,BAO_0000218,,,Oral bioavailability in rat,,,N,Intermediate,A,10116.0,CHEMBL618753,,,,,1,1
8625,50597,In vivo,BAO_0000218,,,Oral bioavailability estimated by measurement of the circulating plasma levels of BMS-183920 after intravenous and oral dosing to rats for 4 determinations,,,N,Intermediate,A,10116.0,CHEMBL618754,,1969.0,Plasma,,1,1
8626,50597,In vivo,BAO_0000218,,,Oral bioavailability in rat,,,N,Intermediate,A,10116.0,CHEMBL618755,,,,,1,1
8627,50597,In vivo,BAO_0000218,,,Oral bioavailability in rat,,,N,Intermediate,A,10116.0,CHEMBL618756,,,,,1,1
8628,50597,In vivo,BAO_0000218,,,Oral bioavailability in rat,,,N,Intermediate,A,10116.0,CHEMBL618757,,,,,1,1
8629,50597,In vivo,BAO_0000218,,,Bioavailability in rat,,,N,Intermediate,A,10116.0,CHEMBL618758,,,,,1,1
8630,50597,In vivo,BAO_0000218,,,Oral bioavailability in rat (dose 30 mg/kg),,,N,Intermediate,A,10116.0,CHEMBL621088,,,,,1,1
8631,50597,,BAO_0000218,,,Pharmacokinetic property (cLogP) in rat,,,N,Intermediate,A,10116.0,CHEMBL621089,,,,,1,1
8632,50597,,BAO_0000218,,,Hyperglycemic activity and change in blood glucose concentration was reported 2 hours after administration of 100 mg/Kg perorally,,,N,Intermediate,F,10116.0,CHEMBL621090,,178.0,Blood,,1,1
8633,50597,,BAO_0000218,,,Hyperglycemic activity and change in blood glucose concentration was reported 4 hours after administration of 100 mg/Kg perorally,,,N,Intermediate,F,10116.0,CHEMBL621091,,178.0,Blood,,1,1
8634,50597,In vivo,BAO_0000218,,,Clearance in rat.,,,N,Intermediate,A,10116.0,CHEMBL876731,,,,,1,1
8635,50597,In vivo,BAO_0000218,,,Compound was evaluated for its clearance when administered intravenously in rat,,,N,Intermediate,A,10116.0,CHEMBL621092,,,,,1,1
8636,50597,In vivo,BAO_0000218,,,Plasma clearance in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,,,N,Intermediate,A,10116.0,CHEMBL621093,,,,,1,1
8637,50597,,BAO_0000218,,,Blood: Brain distribution ratio is determined in rat,,,N,Intermediate,A,10116.0,CHEMBL621094,,,,,1,1
8638,50597,,BAO_0000218,,,Blood: Brain distribution ratio is determined in rat; NQ: non quantifable,,,N,Intermediate,A,10116.0,CHEMBL621095,,,,,1,1
8639,50597,,BAO_0000218,,,Blood: Brain distribution ratio is determined in rat; NQ:non quantifable,,,N,Intermediate,A,10116.0,CHEMBL621096,,,,,1,1
8640,50597,In vivo,BAO_0000218,,,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",,,N,Intermediate,A,10116.0,CHEMBL621097,,2113.0,Kidney,,1,1
8641,50597,,BAO_0000218,,,Percent dose excreted in 0-48 hours administered ip to male rat,,,N,Intermediate,F,10116.0,CHEMBL621098,,,,,1,1
8642,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 120 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL621099,,2037.0,Cerebellum,,1,1
8643,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 2 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL621100,,2037.0,Cerebellum,,1,1
8644,50597,,BAO_0000218,,,Uptake of radioligand [125I]-FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 2 rats),,,N,Intermediate,A,10116.0,CHEMBL621101,,2037.0,Cerebellum,,1,1
8645,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL621102,,2037.0,Cerebellum,,1,1
8646,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 60 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL876732,,2037.0,Cerebellum,,1,1
8647,50597,,BAO_0000218,,,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 120 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL621103,,,,,1,1
8648,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 2 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL621104,,,,,1,1
8649,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 2 rats),,,N,Intermediate,A,10116.0,CHEMBL621105,,,,,1,1
8650,50597,,BAO_0000218,,,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL621106,,,,,1,1
8651,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 60 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL621107,,,,,1,1
8652,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 120 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL621108,,,,,1,1
8653,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 2 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL621109,,,,,1,1
8654,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) kidney after 30 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL621110,,2113.0,Kidney,,1,1
8655,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) kidney after 6 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL621111,,2113.0,Kidney,,1,1
8656,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) liver after 1 hour of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL622541,,2107.0,Liver,,1,1
8657,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) liver after 2 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL622542,,2107.0,Liver,,1,1
8658,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) liver after 2 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL622543,,2107.0,Liver,,1,1
8659,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) liver after 24 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624412,,2107.0,Liver,,1,1
8660,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) liver after 30 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624413,,2107.0,Liver,,1,1
8661,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) liver after 6 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624414,,2107.0,Liver,,1,1
8662,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) lung after 1 hour of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624415,,2048.0,Lung,,1,1
8663,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) lung after 2 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624416,,2048.0,Lung,,1,1
8664,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) lung after 2 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624417,,2048.0,Lung,,1,1
8665,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) lung after 24 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624418,,2048.0,Lung,,1,1
8666,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) lung after 30 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624419,,2048.0,Lung,,1,1
8667,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) lung after 6 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624420,,2048.0,Lung,,1,1
8668,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) muscle after 1 hr of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624421,,2385.0,Muscle tissue,,1,1
8669,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624422,,2385.0,Muscle tissue,,1,1
8670,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL624423,,2385.0,Muscle tissue,,1,1
8671,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) muscle after 24 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL625123,,2385.0,Muscle tissue,,1,1
8672,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) muscle after 30 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL625124,,2385.0,Muscle tissue,,1,1
8673,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) muscle after 6 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL625125,,2385.0,Muscle tissue,,1,1
8674,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) skin after 1 hour of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL625126,,14.0,Zone of skin,,1,1
8675,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) skin after 2 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626947,,14.0,Zone of skin,,1,1
8676,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) skin after 2 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626948,,14.0,Zone of skin,,1,1
8677,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) skin after 24 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626949,,14.0,Zone of skin,,1,1
8678,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) skin after 30 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626950,,14.0,Zone of skin,,1,1
8679,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) skin after 6 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626951,,14.0,Zone of skin,,1,1
8680,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) spleen after 1 hour of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626952,,2106.0,Spleen,,1,1
8681,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626953,,2106.0,Spleen,,1,1
8682,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626954,,2106.0,Spleen,,1,1
8683,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) spleen after 24 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626955,,2106.0,Spleen,,1,1
8684,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) spleen after 30 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626956,,2106.0,Spleen,,1,1
8685,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice (ICR) spleen after 6 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626957,,2106.0,Spleen,,1,1
8686,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice blood after 1 hour of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626958,,178.0,Blood,,1,1
8687,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice blood after 2 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626959,,178.0,Blood,,1,1
8688,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice blood after 2 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626960,,178.0,Blood,,1,1
8689,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice blood after 24 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL626961,,178.0,Blood,,1,1
8690,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice blood after 30 minutes of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL627589,,178.0,Blood,,1,1
8691,50594,In vivo,BAO_0000218,,,Biodistribution of radioactivity in normal mice blood after 6 hours of intravenous injection of [125I]-16(IMPY),,,N,Intermediate,A,10090.0,CHEMBL627590,,178.0,Blood,,1,1
8692,50594,,BAO_0000218,,,Time taken for EC90 was determined when tested in mouse,,,N,Intermediate,A,10090.0,CHEMBL627591,,,,,1,1
8693,50594,,BAO_0000218,,,Time taken for EC90 was determined when tested in mouse at dose 25 mg/kg,,,N,Intermediate,A,10090.0,CHEMBL627592,,,,,1,1
8694,50594,In vivo,BAO_0000218,,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for half life (T1/2),,,N,Intermediate,A,10090.0,CHEMBL627593,,,,,1,1
8695,50594,,BAO_0000218,,,Half life in mice,,,N,Intermediate,A,10090.0,CHEMBL627594,,,,,1,1
8696,50594,In vivo,BAO_0000218,,,Half life period in mouse after 10 mg/Kg dose,,,N,Intermediate,A,10090.0,CHEMBL876813,,,,,1,1
8697,50594,In vivo,BAO_0000218,,,Half life period in mouse after 10 mg/kg dose,,,N,Intermediate,A,10090.0,CHEMBL627595,,,,,1,1
8698,50594,In vivo,BAO_0000218,,,Half life was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,,,N,Intermediate,A,10090.0,CHEMBL627596,,,,,1,1
8699,50597,In vivo,BAO_0000218,,,Cmax value at 5 mg/kg po was determined in rat,,,N,Intermediate,A,10116.0,CHEMBL627597,,,,,1,1
8700,50597,In vivo,BAO_0000218,,,Cmax value evaluated in rat,,,N,Intermediate,A,10116.0,CHEMBL627598,,,,,1,1
8701,50597,In vivo,BAO_0000218,,,Cmax value was calculated by applying at a dose of 10 mg/Kg ip in rat brain,,,N,Intermediate,A,10116.0,CHEMBL627599,,955.0,Brain,,1,1
8702,50597,In vivo,BAO_0000218,,,Cmax value after administration of 20 mg/Kg oral dose in rat,,,N,Intermediate,A,10116.0,CHEMBL627600,,,,,1,1
8703,50597,In vivo,BAO_0000218,,,Cmax value at 1 mg/kg po in rat,,,N,Intermediate,A,10116.0,CHEMBL627601,,,,,1,1
8704,50597,In vivo,BAO_0000218,,,Cmax value at 5 mg/kg po in rat,,,N,Intermediate,A,10116.0,CHEMBL627776,,,,,1,1
8705,50597,In vivo,BAO_0000218,,,Cmax value at a dose of 10 mg/kg in male SD rats,,,N,Intermediate,A,10116.0,CHEMBL627777,,,,,1,1
8706,50597,In vivo,BAO_0000218,,,Cmax value at a dose of 100 mg/kg in male SD rats,,,N,Intermediate,A,10116.0,CHEMBL627778,,,,,1,1
8707,50597,In vivo,BAO_0000218,,,Cmax value at a dose of 50 mg/kg in male SD rats,,,N,Intermediate,A,10116.0,CHEMBL627779,,,,,1,1
8708,50597,In vivo,BAO_0000218,,,Cmax value in rats at 10 mg/kg,,,N,Intermediate,A,10116.0,CHEMBL876814,,,,,1,1
8709,50597,In vivo,BAO_0000218,,,Cmax value was evaluated in rats at a dose of 20 mg/kg,,,N,Intermediate,A,10116.0,CHEMBL627780,,,,,1,1
8710,50597,In vivo,BAO_0000218,,,Cmax value was determined after peroral administration of 20 mg/kg in rat,,,N,Intermediate,A,10116.0,CHEMBL627781,,,,,1,1
8711,50597,In vivo,BAO_0000218,,,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,,,N,Intermediate,A,10116.0,CHEMBL627782,,,,,1,1
8712,50597,In vivo,BAO_0000218,,,Compound was evaluated for its pharmacokinetic parameter maximum plasma concentration (Cmax) after oral administration to rats,,,N,Intermediate,A,10116.0,CHEMBL627783,,1969.0,Plasma,,1,1
8713,50597,In vivo,BAO_0000218,,,Compound was evaluated for maximal plasma concentration in rat upon 5 mg/kg upon oral administration,,,N,Intermediate,A,10116.0,CHEMBL627784,,1969.0,Plasma,,1,1
8714,50597,In vivo,BAO_0000218,,,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627785,,,,,1,1
8715,50597,In vivo,BAO_0000218,,,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627786,,,,,1,1
8716,50597,In vivo,BAO_0000218,,,Compound was evaluated for pharmacokinetic parameter maximum plasma concentration,,,N,Intermediate,A,10116.0,CHEMBL627787,,1969.0,Plasma,,1,1
8717,50597,In vivo,BAO_0000218,,,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 0.5 hr,,,N,Intermediate,A,10116.0,CHEMBL627788,,1969.0,Plasma,,1,1
8718,50597,In vivo,BAO_0000218,,,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 1 hr,,,N,Intermediate,A,10116.0,CHEMBL626579,,1969.0,Plasma,,1,1
8719,50597,In vivo,BAO_0000218,,,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 2 hr,,,N,Intermediate,A,10116.0,CHEMBL626580,,1969.0,Plasma,,1,1
8720,50597,In vivo,BAO_0000218,,,Compound was evaluated for the pharmacokinetic property in rats after an oral dose of 10 mg/kg,,,N,Intermediate,A,10116.0,CHEMBL876815,,,,,1,1
8721,50597,In vivo,BAO_0000218,,,Compound was tested for plasma concentration in rats when administered at 20 mg/kg in 1% methocel at 1 hr,,,N,Intermediate,A,10116.0,CHEMBL626581,,1969.0,Plasma,,1,1
8722,50597,In vivo,BAO_0000218,,,Compound was tested for plasma concentration in rats when administered at 20 mg/kg in 1% methocel at 2 hr,,,N,Intermediate,A,10116.0,CHEMBL626582,,1969.0,Plasma,,1,1
