assay_id,assay_subcellular_fraction,assay_strain,assay_test_type,assay_tax_id,tissue_id,src_assay_id,variant_id,tid,assay_category,src_id,doc_id,description,assay_type,assay_organism,assay_tissue,assay_cell_type
9974,,,In vivo,10116.0,,,,50597,,1,17582,In vivo retention time was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,A,Rattus norvegicus,,
9975,,,In vivo,10116.0,,,,50597,,1,5031,Mean residence time (Pharmacokinetic property) after i.v. administration in rats,A,Rattus norvegicus,,
9976,,,In vivo,10116.0,,,,50597,,1,17764,Mean-residence time of compound after intravenous administration in rats at 24 uM/kg,A,Rattus norvegicus,,
9977,,,,10116.0,,,,50597,,1,17720,Mean residence time at a dose of 4 mg/kg in Rat Plasma after iv administration,A,Rattus norvegicus,,
9978,,,,10116.0,,,,50597,,1,2862,Streptococcal cell wall-washed arthritis model in rats at 10.0 mg/kg peroral dose,F,Rattus norvegicus,,
9979,,,,10116.0,,,,50597,,1,16423,Half-life was evaluated after 10 uM/kg of intra arterial administration,A,Rattus norvegicus,,
9980,,,In vivo,10116.0,,,,50597,,1,16423,Half-life was evaluated after 20 uM/kg of peroral administration,A,Rattus norvegicus,,
9981,,,In vivo,10116.0,,,,50597,,1,6005,Half-life was evaluated after i.v. administration in rat at a dose of 1 mg/kg,A,Rattus norvegicus,,
9982,,,,10116.0,1969.0,,,50597,,1,2938,Half-life was evaluated in plasma of rat,A,Rattus norvegicus,Plasma,
9983,,,In vivo,10116.0,,,,50597,,1,6410,Half-life was evaluated in rats at an intravenous dose of 3 mg/kg,A,Rattus norvegicus,,
9984,,,In vivo,10116.0,,,,50597,,1,6410,Half-life was evaluated in rats at an oral dose of 30 mg/kg,A,Rattus norvegicus,,
9985,,,In vivo,10116.0,,,,50597,,1,6062,Half-life was measured in rat after an iv dose of 1 mg/kg,A,Rattus norvegicus,,
9986,,,In vivo,10116.0,,,,50597,,1,6571,Half-life period of compound in rats after peroral administration,A,Rattus norvegicus,,
9987,,,,10116.0,1969.0,,,50597,,1,3136,Half-life period of compound was measured in rat plasma.,A,Rattus norvegicus,Plasma,
9988,,,,10116.0,1969.0,,,50597,,1,3136,Half-life period of compound was measured in rat plasma; ND is not determined,A,Rattus norvegicus,Plasma,
9989,,,,10116.0,1969.0,,,50597,,1,3136,Half-life period of compound was measured in rat plasma; not determined,A,Rattus norvegicus,Plasma,
9990,,,In vivo,10116.0,,,,50597,,1,4521,Half-life period in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,A,Rattus norvegicus,,
9991,,,In vivo,10116.0,,,,50597,,1,5871,Half-life period in rat by iv administration,A,Rattus norvegicus,,
9992,,,In vivo,10116.0,,,,50597,,1,6077,Half-life period in rats following intravenous administration at 2 mg/kg,A,Rattus norvegicus,,
9993,,,In vivo,10116.0,,,,50597,,1,6679,Half-life period was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,Rattus norvegicus,,
9994,,,,10116.0,,,,50597,,1,5144,Half-life period was determined for the compound in rat,A,Rattus norvegicus,,
9995,,,In vivo,10116.0,,,,50597,,1,4498,"Half-life period was evaluated in rat, after administering 1 mg/kg intravenously",A,Rattus norvegicus,,
9996,,,In vivo,10116.0,,,,50597,,1,4498,"Half-life period was evaluated in rat, after administering 10 mg/kg orally",A,Rattus norvegicus,,
9997,,,In vivo,10116.0,,,,50597,,1,1908,Half-life value after IV dose at a dose of 5 mg/kg in rats.,A,Rattus norvegicus,,
9998,,,In vivo,10116.0,,,,50597,,1,6211,Half-life was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,A,Rattus norvegicus,,
9999,,,In vivo,10116.0,,,,50597,,1,5529,Half-life was determined in rat after intravenous administration (0.5 mg/kg),A,Rattus norvegicus,,
10000,,,In vivo,10116.0,,,,50597,,1,6444,Half-life was determined in rat at a dose of 1 mpk i.v.,A,Rattus norvegicus,,
10001,,,In vivo,10116.0,,,,50597,,1,6444,Half-life was determined in rat at a dose of 1 mpk i.v.; ND means not determined,A,Rattus norvegicus,,
10002,,,In vivo,10116.0,,,,50597,,1,6444,Half-life was determined in rat at a dose of 1 mpk i.v.; ND=not determined,A,Rattus norvegicus,,
10003,,,,10116.0,,,,50597,,1,5207,Half-life in rat,A,Rattus norvegicus,,
10004,,,In vitro,10116.0,1969.0,,,50597,,1,530,In vitro half life in rat plasma,A,Rattus norvegicus,Plasma,
10005,,,In vitro,10116.0,1969.0,,,50597,,1,1116,"In vitro half life at 1.5 -5.6ug/mL, 37 degree C in rat plasma",A,Rattus norvegicus,Plasma,
10006,,,In vitro,10116.0,,,,50597,,1,3219,In vitro half life in rat,A,Rattus norvegicus,,
10007,,,In vivo,10116.0,,,,50597,,1,6109,In vivo half life period after intravenous administration in rat,A,Rattus norvegicus,,
10008,,,In vivo,10116.0,,,,50597,,1,17582,In vivo half-life period for compound after i.v. administration at a dose of 5 mg/kg was measured in rats,A,Rattus norvegicus,,
10009,,,In vivo,10116.0,,,,50597,,1,17582,In vivo half-life period for compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,A,Rattus norvegicus,,
10010,,,In vivo,10116.0,,,,50597,,1,5974,In vivo t1/2 was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,A,Rattus norvegicus,,
10011,,,In vivo,10116.0,,,,50597,,1,5974,In vivo t1/2 was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,A,Rattus norvegicus,,
10012,,,In vivo,10116.0,,,,50597,,1,5974,In vivo t1/2 was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,A,Rattus norvegicus,,
10013,,,In vivo,10116.0,,,,50597,,1,5974,In vivo t1/2 was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,A,Rattus norvegicus,,
10014,,,In vivo,10116.0,,,,50597,,1,17853,Longer half-life in rat (i.v.) at 0.5 mpk,A,Rattus norvegicus,,
10015,,,In vivo,10116.0,,,,50597,,1,17853,Longer half-life in rat (p.o.) at 2.0 mpk,A,Rattus norvegicus,,
10016,,,,10116.0,,,,50597,,1,3457,Pharmacokinetic property (half life) in rat,A,Rattus norvegicus,,
10017,,,In vivo,10116.0,,,,50597,,1,2792,Pharmacokinetic parameter half-life was determined at 10 mg/kg po dose in rats,A,Rattus norvegicus,,
10018,,,In vivo,10116.0,,,,50597,,1,2792,Pharmacokinetic parameter half-life was determined at 2 mg/kg i.v. dose in rats,A,Rattus norvegicus,,
10019,,,In vivo,10116.0,,,,50597,,1,2792,Pharmacokinetic parameter half-life was determined at 3 mg/kg po dose in rats,A,Rattus norvegicus,,
10020,,,In vivo,10116.0,,,,50597,,1,2792,Pharmacokinetic parameter half-life was determined at 5 mg/kg i.v. dose in rats,A,Rattus norvegicus,,
10021,,,In vivo,10116.0,,,,50597,,1,5739,Pharmacokinetic property (t1/2) for the compound (5 mg/kg iv) was determined in rats,A,Rattus norvegicus,,
10022,,,In vivo,10116.0,,,,50597,,1,15765,Pharmacokinetic half time was determined intravenously in rats.,A,Rattus norvegicus,,
10023,,,In vivo,10116.0,1969.0,,,50597,,1,6567,Plasma half life in rat after 5 mg/kg oral gavage; 6-8 hours,A,Rattus norvegicus,Plasma,
10024,,,,10116.0,1969.0,,,50597,,1,2448,Plasma half life of hydrolysis of the compound,A,Rattus norvegicus,Plasma,
10025,,,In vivo,10116.0,1969.0,,,50597,,1,5423,Plasma half life was reported after a intravenous dose of 1 mg/kg in Dawley rat,A,Rattus norvegicus,Plasma,
10026,,,,10116.0,1969.0,,,50597,,1,4853,Plasma half life period was calculated in rat,A,Rattus norvegicus,Plasma,
10027,,,,10116.0,1969.0,,,50597,,1,4514,Plasma half-life in Sprague-Dawley rats,A,Rattus norvegicus,Plasma,
10028,,,,10116.0,1969.0,,,50597,,1,4514,Plasma half-life in Sprague-Dawley rats; Not determined,A,Rattus norvegicus,Plasma,
10029,,,,10116.0,1969.0,,,50597,,1,1500,Plasma half-life in rats,A,Rattus norvegicus,Plasma,
10030,,,,10116.0,1969.0,,,50597,,1,1500,Plasma half-life in rats; <MQL,A,Rattus norvegicus,Plasma,
10031,,,,10116.0,1969.0,,,50597,,1,5334,Plasma half-life period (0-8 h) was determined,A,Rattus norvegicus,Plasma,
10032,,,,10116.0,1969.0,,,50597,,1,5334,Plasma half-life period (0-8 h) was determined in Sprague-Dawley rat,A,Rattus norvegicus,Plasma,
10033,,,In vivo,10116.0,1969.0,,,50597,,1,5334,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Sprague-Dawley rat,A,Rattus norvegicus,Plasma,
10034,,,In vivo,10116.0,1969.0,,,50597,,1,5334,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg in Sprague-Dawley rat,A,Rattus norvegicus,Plasma,
10035,,,,10116.0,1969.0,,,50597,,1,4956,Plasma half-life was determined in Sprague-Dawley rats after 0-8 h administration of the compound,A,Rattus norvegicus,Plasma,
10036,,,,10116.0,1969.0,,,50597,,1,4956,Plasma half-life was determined in Sprague-Dawley rats after 0-8 hr administration of the compound; Not determined,A,Rattus norvegicus,Plasma,
10037,,,,10116.0,178.0,,,50597,,1,7768,"Distribution of radioactivity in blood of rats at 30 mins after an intravenous injection; Value expressed as mean % injected dose, Range = 0.68-1.03",A,Rattus norvegicus,Blood,
10038,,,,10116.0,178.0,,,50597,,1,7768,"Distribution of radioactivity in blood of rats at 4 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.45-0.48",A,Rattus norvegicus,Blood,
10039,,,,10116.0,178.0,,,50597,,1,7768,"Distribution of radioactivity in blood of rats at 5 mins after an intravenous injection; Value expressed as mean % injected dose, Range-0.81-1",A,Rattus norvegicus,Blood,
10040,,,,10116.0,,,,50597,,1,7768,"Distribution of radioactivity in brain tissue of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 0.007-0.008",A,Rattus norvegicus,,
10041,,,,10116.0,,,,50597,,1,7768,"Distribution of radioactivity in brain tissue of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.18-0.22",A,Rattus norvegicus,,
10042,,,,10116.0,,,,50597,,1,7768,"Distribution of radioactivity in brain tissue of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 0.77-0.97",A,Rattus norvegicus,,
10043,,,,10116.0,,,,50597,,1,7768,"Distribution of radioactivity in brain tissue of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.08-0.13",A,Rattus norvegicus,,
10044,,,,10116.0,,,,50597,,1,7768,"Distribution of radioactivity in brain tissue of rats at 30 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 0.25-0.37",A,Rattus norvegicus,,
10045,,,,10116.0,,,,50597,,1,7768,"Distribution of radioactivity in brain tissue of rats at 4 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.03-0.04",A,Rattus norvegicus,,
10046,,,,10116.0,,,,50597,,1,7768,"Distribution of radioactivity in brain tissue of rats at 5 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 0.74-0.94",A,Rattus norvegicus,,
10047,,,,10116.0,948.0,,,50597,,1,7768,"Distribution of radioactivity in heart tissue of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 0.02-0.02",A,Rattus norvegicus,Heart,
10048,,,,10116.0,948.0,,,50597,,1,7768,"Distribution of radioactivity in heart tissue of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.5-0.63",A,Rattus norvegicus,Heart,
10049,,,,10116.0,948.0,,,50597,,1,7768,"Distribution of radioactivity in heart tissue of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 1.35-1.55",A,Rattus norvegicus,Heart,
10050,,,,10116.0,948.0,,,50597,,1,7768,"Distribution of radioactivity in heart tissue of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.24-0.38",A,Rattus norvegicus,Heart,
10051,,,,10116.0,948.0,,,50597,,1,7768,"Distribution of radioactivity in heart tissue of rats at 30 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 0.55-0.82",A,Rattus norvegicus,Heart,
10052,,,,10116.0,948.0,,,50597,,1,7768,"Distribution of radioactivity in heart tissue of rats at 4 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.16-0.2",A,Rattus norvegicus,Heart,
10053,,,,10116.0,948.0,,,50597,,1,7768,"Distribution of radioactivity in heart tissue of rats at 5 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 1.13-1.29",A,Rattus norvegicus,Heart,
10054,,,,10116.0,2107.0,,,50597,,1,7768,"Distribution of radioactivity in liver tissue of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 0.02-0.02",A,Rattus norvegicus,Liver,
10055,,,,10116.0,2107.0,,,50597,,1,7768,"Distribution of radioactivity in liver tissue of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.71-0.93",A,Rattus norvegicus,Liver,
10056,,,,10116.0,2107.0,,,50597,,1,7768,"Distribution of radioactivity in liver tissue of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 2.91-3.53",A,Rattus norvegicus,Liver,
10057,,,,10116.0,2107.0,,,50597,,1,7768,"Distribution of radioactivity in liver tissue of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.42-0.62",A,Rattus norvegicus,Liver,
10058,,,,10116.0,2107.0,,,50597,,1,7768,"Distribution of radioactivity in liver tissue of rats at 30 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 0.97-1.41",A,Rattus norvegicus,Liver,
10059,,,,10116.0,2107.0,,,50597,,1,7768,"Distribution of radioactivity in liver tissue of rats at 4 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.19-0.23",A,Rattus norvegicus,Liver,
10060,,,,10116.0,2107.0,,,50597,,1,7768,"Distribution of radioactivity in liver tissue of rats at 5 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 2.49-2.82",A,Rattus norvegicus,Liver,
10061,,,,10116.0,2048.0,,,50597,,1,7768,"Distribution of radioactivity in lung tissue of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 0.02-0.03",A,Rattus norvegicus,Lung,
10062,,,,10116.0,2048.0,,,50597,,1,7768,"Distribution of radioactivity in lung tissue of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.66-0.77",A,Rattus norvegicus,Lung,
10063,,,,10116.0,2048.0,,,50597,,1,7768,"Distribution of radioactivity in lung tissue of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 1.17-1.42",A,Rattus norvegicus,Lung,
10064,,,,10116.0,2048.0,,,50597,,1,7768,"Distribution of radioactivity in lung tissue of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.47-0.58",A,Rattus norvegicus,Lung,
10065,,,,10116.0,2048.0,,,50597,,1,7768,"Distribution of radioactivity in lung tissue of rats at 30 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 0.65-0.87",A,Rattus norvegicus,Lung,
10066,,,,10116.0,2048.0,,,50597,,1,7768,"Distribution of radioactivity in lung tissue of rats at 4 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.28-0.31",A,Rattus norvegicus,Lung,
10067,,,,10116.0,2048.0,,,50597,,1,7768,"Distribution of radioactivity in lung tissue of rats at 5 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 0.98-1.22",A,Rattus norvegicus,Lung,
10068,,,,10116.0,2046.0,,,50597,,1,7768,"Distribution of radioactivity in thyroid tissue of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 406-499",A,Rattus norvegicus,Thyroid gland,
10069,,,,10116.0,2046.0,,,50597,,1,7768,"Distribution of radioactivity in thyroid tissue of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 53.0-96",A,Rattus norvegicus,Thyroid gland,
10070,,,,10116.0,2046.0,,,50597,,1,7768,"Distribution of radioactivity in thyroid tissue of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 6.65-8.0.8",A,Rattus norvegicus,Thyroid gland,
10071,,,,10116.0,2046.0,,,50597,,1,7768,"Distribution of radioactivity in thyroid tissue of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 92-159",A,Rattus norvegicus,Thyroid gland,
10072,,,,10116.0,2046.0,,,50597,,1,7768,"Distribution of radioactivity in thyroid tissue of rats at 30 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 18.74-30.84",A,Rattus norvegicus,Thyroid gland,
10073,,,,10116.0,2046.0,,,50597,,1,7768,"Distribution of radioactivity in thyroid tissue of rats at 4 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 156-207",A,Rattus norvegicus,Thyroid gland,
10074,,,In vivo,10116.0,,,,50597,,1,4498,"Bioavailability (F) was evaluated in rat, after administering 1 mg/kg intravenously",A,Rattus norvegicus,,
10075,,,In vivo,10116.0,,,,50597,,1,4498,"Bioavailability (F) was evaluated in rat, after administering 10 mg/kg orally",A,Rattus norvegicus,,
10076,,,In vivo,10116.0,,,,50597,,1,3603,Bioavailability after a dose of 10 mg/kg p.o.,A,Rattus norvegicus,,
10077,,,In vivo,10116.0,,,,50597,,1,6215,Bioavailability after peroral administration (10 mg/kg) was determined in rat,A,Rattus norvegicus,,
10078,,,In vivo,10116.0,,,,50597,,1,5710,Bioavailability in fasted male administration of 2 mg/Kg of compound p.o.,A,Rattus norvegicus,,
10079,,,In vivo,10116.0,,,,50597,,1,5710,Oral bioavailability in rat (Sprague-Dawley) (fasted male) (dose 2 mg/kg),A,Rattus norvegicus,,
10080,,,In vivo,10116.0,,,,50597,,1,5676,Bioavailability in rat po was determined,A,Rattus norvegicus,,
10081,,,In vivo,10116.0,,,,50597,,1,17667,Bioavailability of compound at 10 mg/kg in rat after oral administration,A,Rattus norvegicus,,
10082,,,In vivo,10116.0,,,,50597,,1,17667,Bioavailability of compound at 3 mg/kg in rat after i.v. administration,A,Rattus norvegicus,,
10083,,,In vivo,10116.0,,,,50597,,1,6848,Bioavailability in rat (dose 1 mg/kg i.v. and 2 mg/kg p.o.),A,Rattus norvegicus,,
10084,,,In vivo,10116.0,,,,50597,,1,6848,Bioavailability in rat (dose 1 mg/kg i.v. and 2 mg/kg p.o.),A,Rattus norvegicus,,
10085,,,In vivo,10116.0,,,,50597,,1,17267,Bioavailability in rat,A,Rattus norvegicus,,
10086,,,In vivo,10116.0,,,,50597,,1,6362,Bioavailability in rat (Sprague-Dawley) (female),A,Rattus norvegicus,,
10087,,,In vivo,10116.0,,,,50597,,1,17671,Bioavailability in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,A,Rattus norvegicus,,
10088,,,In vivo,10116.0,,,,50597,,1,17671,Bioavailability in rat (Sprague-Dawley) (male) (dose 10-20 mg/kg),A,Rattus norvegicus,,
10089,,,In vivo,10116.0,,,,50597,,1,4333,Bioavailability in rat (Sprague-Dawley) (male) (dose 1 mg/kg i.v. and 3 mg/kg p.o.) measured from 0.3 to 6 hr,A,Rattus norvegicus,,
10090,,,In vivo,10116.0,,,,50597,,1,6077,Bioavailability in rat at an oral dose of 2 mg/kg,A,Rattus norvegicus,,
10091,,,In vivo,10116.0,,,,50597,,1,3278,Bioavailability in rat,A,Rattus norvegicus,,
10092,,,In vivo,10116.0,,,,50597,,1,5964,Bioavailability in rat,A,Rattus norvegicus,,
10093,,,In vivo,10116.0,,,,50597,,1,4884,Bioavailability in rat,A,Rattus norvegicus,,
10094,,,In vivo,10116.0,,,,50597,,1,4905,Bioavailability in rat,A,Rattus norvegicus,,
10095,,,In vivo,10116.0,,,,50597,,1,4884,Bioavailability in rat was reported at the dose of 6 mg/kg in 25% PEG-300,A,Rattus norvegicus,,
10096,,,In vivo,10116.0,,,,50597,,1,6850,Bioavailability in rat,A,Rattus norvegicus,,
10097,,,In vivo,10116.0,,,,50597,,1,2864,Oral bioavailability in rat,A,Rattus norvegicus,,
10098,,,In vivo,10116.0,,,,50597,,1,5780,Bioavailability was determined in rat,A,Rattus norvegicus,,
10099,,,In vivo,10116.0,,,,50597,,1,1465,Bioavailability,A,Rattus norvegicus,,
10100,,,In vivo,10116.0,,,,50597,,1,5199,Bioavailability,A,Rattus norvegicus,,
10101,,,In vivo,10116.0,,,,50597,,1,5765,Bioavailability in rat after 1 day dosing,A,Rattus norvegicus,,
10102,,,In vivo,10116.0,,,,50597,,1,5765,Bioavailability in rat after 4 day dosing,A,Rattus norvegicus,,
10103,,,In vivo,10116.0,,,,50597,,1,6518,Bioavailability after IV dosing at 0.5 mg/kg in rat; no data,A,Rattus norvegicus,,
10104,,,In vivo,10116.0,,,,50597,,1,6518,Bioavailability after IV dosing at 1 mg/kg in rat; no data,A,Rattus norvegicus,,
10105,,,In vivo,10116.0,,,,50597,,1,6518,Bioavailability after oral administration at a dose of 2 mg/kg in rat,A,Rattus norvegicus,,
10106,,,In vivo,10116.0,,,,50597,,1,6518,Bioavailability after oral administration at a dose of 4 mg/kg in rat,A,Rattus norvegicus,,
10107,,,In vivo,10116.0,,,,50597,,1,2083,Bioavailability at 4 hr after administration of 5 mg/kg dose peroral in rat,A,Rattus norvegicus,,
10108,,,In vivo,10116.0,,,,50597,,1,17260,Bioavailability at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,A,Rattus norvegicus,,
10109,,,In vivo,10116.0,,,,50597,,1,4956,Bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v. and 2 mg/kg p.o.),A,Rattus norvegicus,,
10110,,,In vivo,10116.0,,,,50597,,1,4368,Bioavailability by intravenous administration of 3.4 mg/kg in rat,A,Rattus norvegicus,,
10111,,,In vivo,10116.0,1969.0,,,50597,,1,17752,Bioavailability from rat plasma at a single oral dose of 25 mg/kg,A,Rattus norvegicus,Plasma,
10112,,,In vivo,10116.0,,,,50597,,1,1446,Bioavailability in rat (Fisher) (fasted),A,Rattus norvegicus,,
10113,,,In vivo,9443.0,,,,22224,,1,2891,Bioavailability in monkey after po administration of 10 mg/kg dose,A,Primates,,
10114,,,In vivo,9443.0,,,,22224,,1,2891,Oral bioavailability in monkey (dose 10 mg/kg),A,Primates,,
10115,,,In vivo,10116.0,,,,50597,,1,6672,Bioavailability in rat,A,Rattus norvegicus,,
10116,,,In vivo,10116.0,,,,50597,,1,6673,Bioavailability in rat,A,Rattus norvegicus,,
10117,,,In vivo,10116.0,,,,50597,,1,17655,Bioavailability in rat,A,Rattus norvegicus,,
10118,,,In vivo,10116.0,,,,50597,,1,17796,Bioavailability in rat,A,Rattus norvegicus,,
10119,,,In vivo,10116.0,,,,50597,,1,17853,Bioavailability in rat (dose 2.0 mg/kg p.o.),A,Rattus norvegicus,,
10120,,,In vivo,10116.0,,,,50597,,1,4521,Bioavailability in rat (dose 5 mg/kg p.o. and 1 mg/kg i.v.),A,Rattus norvegicus,,
10121,,,In vivo,10116.0,,,,50597,,1,4940,Oral bioavailability in rat (dose 5 mg/kg p.o.),A,Rattus norvegicus,,
10122,,,In vivo,10116.0,,,,22224,,1,2891,Bioavailability in rat after po administration of 30 mg/kg dose,A,Rattus norvegicus,,
10123,,,In vivo,10116.0,,,,22224,,1,2891,Bioavailability in rat after po administration of 30 mg/kg dose,A,Rattus norvegicus,,
10124,,,In vivo,10116.0,,,,50597,,1,4521,Bioavailability in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,A,Rattus norvegicus,,
10125,,,In vivo,10116.0,,,,50597,,1,17686,Bioavailability in rat (dose 2 mg/kg i.v.),A,Rattus norvegicus,,
10126,,,In vivo,10116.0,,,,50597,,1,17796,Bioavailability in rat,A,Rattus norvegicus,,
10127,,,In vivo,10116.0,1969.0,,,50597,,1,17796,Bioavailability in rat; Only traces detected in rat plasma,A,Rattus norvegicus,Plasma,
10128,,,In vivo,10116.0,,,,50597,,1,5064,Bioavailability in rat,A,Rattus norvegicus,,
10129,,,In vivo,10116.0,,,,50597,,1,5147,Bioavailability upon oral administration of compound,A,Rattus norvegicus,,
10130,,,In vivo,10116.0,,,,50597,,1,1916,Oral bioavailability in rat (Sprague-Dawley) (dose 15 mg/kg),A,Rattus norvegicus,,
10131,,,In vivo,10116.0,,,,50597,,1,6049,Bioavailability in rat,A,Rattus norvegicus,,
10132,,,In vivo,10116.0,,,,50597,,1,1445,"Bioavailability was evaluated in rats at a dose of 20 mg/kg, under fasting state",A,Rattus norvegicus,,
10133,,,In vivo,10116.0,,,,50597,,1,1445,"Bioavailability was evaluated in rats at a dose of 20 mg/kg, under fed state",A,Rattus norvegicus,,
10134,,,,10116.0,,,,50597,,1,2862,Streptococcal cell wall-washed arthritis model in rats at 3.0 mg/kg peroral dose,F,Rattus norvegicus,,
10135,,,,10116.0,,,,50597,,1,2862,Streptococcal cell wall-washed arthritis model in rats at 30.0 mg/kg peroral dose,F,Rattus norvegicus,,
10136,,,,10116.0,,,,50597,,1,4194,In vitro and metabolic stability was determined,A,Rattus norvegicus,,
10137,,,,10116.0,,,,50597,,1,4194,In vitro metabolic stability in rat hepatocytes,A,Rattus norvegicus,,
10138,,,,10116.0,,,,50597,,1,5486,In vitro metabolic stability in rat was measured as pmol/min/mg/protein,A,Rattus norvegicus,,
10139,,,In vitro,10116.0,2107.0,,,50597,,1,17582,Metabolic rate for compound was observed in rat hepatocytes,A,Rattus norvegicus,Liver,Hepatocyte
10140,,,,10116.0,,,,50597,,1,5600,In vitro metabolic stability determined after 30 min of incubation in rat hepatic microsomes,A,Rattus norvegicus,,
10141,,,,10116.0,,,,50597,,1,14294,Metabolism of compound in rat S9 microsomes ('+''indicates <20% largest observed peak),A,Rattus norvegicus,,
10142,,,,10116.0,,,,50597,,1,14294,Metabolism of compound in rat S9 microsomes ('++++' indicates largest observed peak),A,Rattus norvegicus,,
10143,,,,10116.0,,,,50597,,1,14294,Metabolism of compound in rat S9 microsomes; Trace,A,Rattus norvegicus,,
10144,,,,10116.0,,,,50597,,1,17847,Metabolism was measured as percent loss at 4 hr in rat hepatocytes,A,Rattus norvegicus,,
10145,,,,10116.0,,,,50597,,1,11020,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex 5-HIAA,A,Rattus norvegicus,,
10146,,,,10116.0,,,,50597,,1,11020,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex 5-HT,A,Rattus norvegicus,,
10147,,,,10116.0,,,,50597,,1,11020,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex DA,A,Rattus norvegicus,,
10148,,,,10116.0,,,,50597,,1,11020,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex DOPAC,A,Rattus norvegicus,,
10149,,,,10116.0,,,,50597,,1,11020,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex HVA,A,Rattus norvegicus,,
10150,,,,10116.0,,,,50597,,1,11020,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex NE,A,Rattus norvegicus,,
10151,,,,10116.0,,,,50597,,1,11020,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Hippocampus 5-HIAA,A,Rattus norvegicus,,
10152,,,,10116.0,,,,50597,,1,11020,Momoamine and metabolic levels observed 1 week following acute dosing against at a dose of 10 mg/kg Hippocampus 5-HT,A,Rattus norvegicus,,
10153,,,,10116.0,,,,50597,,1,11020,Momoamine and metabolic levels observed 1 week following acute dosing against at a dose of 10 mg/kg Hippocampus DA; below level of detection,A,Rattus norvegicus,,
