miller2_fsclr,miller2_chldrnsss(mrkr),miller2_rgnstnd,miller2_rtcprcnt,miller2_sctrprcnt,miller2_rgnstnnm,miller2_nvrmntlsstnblt(mrkr),miller2_cntnntd,miller2_fstcprcnt,miller2_prjctnmbr,miller2_rbnsss(mrkr),miller2_pbtp,miller2_cntrrgnd,miller2_cntnntnm,miller2_brnchd,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_clmtchngdpttn(mrkr),miller2_prjctbrwsrcntrd,miller2_sctrnm,miller2_trddvlpmnt(mrkr),miller2_fndcntrd,miller2_prgrmmngprcss(nw),miller2_dsbltsss(mrkr),miller2_gndrqlt(mrkr),miller2_clmtchngmtgtn(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_bdvrst(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_rgnstntp,miller2_rgnstnclss,miller2_rgnstnsb-clss,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_mntspnt
2009/2010,0,1001417,0.0,0.9,Maharashtra Seva Samiti Organization,0,3,0.9,S063733002,0,Not PBA,IN,Asia,B6100,29153.0,0,IN,Basic life skills for youth and adults,0,6108,Uncoded: Pre-APP,0,0,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,India,0.9,11230,11463.93
2009/2010,0,1001417,0.0,0.1,Maharashtra Seva Samiti Organization,0,3,0.9,S063733002,0,Not PBA,IN,Asia,B6100,29153.0,0,IN,Promotion of development awareness,0,6108,Uncoded: Pre-APP,0,0,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,India,0.9,99820,1273.77
2009/2010,0,1002156,0.0,0.25,Resource Efficient Agricultural Production (REAP),0,2,1.0,S063735002,0,Not PBA,GM,Africa,B6100,223000.0,0,GM,Agricultural land resources,0,6216,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Gambia,0.8,31130,30000.0
2009/2010,0,1002156,0.0,0.25,Resource Efficient Agricultural Production (REAP),0,2,1.0,S063735002,0,Not PBA,GM,Africa,B6100,223000.0,0,GM,Agricultural inputs,0,6216,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Gambia,0.8,31150,30000.0
2009/2010,0,1002156,0.0,0.25,Resource Efficient Agricultural Production (REAP),0,2,1.0,S063735002,0,Not PBA,GM,Africa,B6100,223000.0,0,GM,Food crop production,0,6216,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Gambia,0.8,31161,30000.0
2009/2010,0,1002156,0.0,0.25,Resource Efficient Agricultural Production (REAP),0,2,1.0,S063735002,0,Not PBA,GM,Africa,B6100,223000.0,0,GM,Agricultural extension,0,6216,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Gambia,0.8,31166,30000.0
2009/2010,0,1002156,0.0,0.25,Resource Efficient Agricultural Production (REAP),0,2,1.0,S063735002,0,Not PBA,SN,Africa,B6100,223000.0,0,SN,Agricultural land resources,0,6216,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Senegal,0.2,31130,7500.0
2009/2010,0,1002156,0.0,0.25,Resource Efficient Agricultural Production (REAP),0,2,1.0,S063735002,0,Not PBA,SN,Africa,B6100,223000.0,0,SN,Agricultural inputs,0,6216,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Senegal,0.2,31150,7500.0
2009/2010,0,1002156,0.0,0.25,Resource Efficient Agricultural Production (REAP),0,2,1.0,S063735002,0,Not PBA,SN,Africa,B6100,223000.0,0,SN,Food crop production,0,6216,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Senegal,0.2,31161,7500.0
2009/2010,0,1002156,0.0,0.25,Resource Efficient Agricultural Production (REAP),0,2,1.0,S063735002,0,Not PBA,SN,Africa,B6100,223000.0,0,SN,Agricultural extension,0,6216,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Senegal,0.2,31166,7500.0
2009/2010,1,1009810,0.0,0.46,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,BJ,Africa,B6100,19976620.73,0,BJ,Basic life skills for youth and adults,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Benin,0.2,11230,131265.876
2009/2010,1,1009810,0.0,0.24,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,BJ,Africa,B6100,19976620.73,0,BJ,Democratic participation and civil society,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Benin,0.2,15150,68486.54400000001
2009/2010,1,1009810,0.0,0.3,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,BJ,Africa,B6100,19976620.73,0,BJ,Multi-sector aid for basic social services,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Benin,0.2,16050,85608.18
2009/2010,1,1009810,0.0,0.46,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,GH,Africa,B6100,19976620.73,0,GH,Basic life skills for youth and adults,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Ghana,0.19,11230,124702.5822
2009/2010,1,1009810,0.0,0.24,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,GH,Africa,B6100,19976620.73,0,GH,Democratic participation and civil society,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Ghana,0.19,15150,65062.2168
2009/2010,1,1009810,0.0,0.3,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,GH,Africa,B6100,19976620.73,0,GH,Multi-sector aid for basic social services,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Ghana,0.19,16050,81327.771
2009/2010,1,1009810,0.0,0.46,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,LR,Africa,B6100,19976620.73,0,LR,Basic life skills for youth and adults,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Liberia,0.15,11230,98449.40699999999
2009/2010,1,1009810,0.0,0.24,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,LR,Africa,B6100,19976620.73,0,LR,Democratic participation and civil society,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Liberia,0.15,15150,51364.907999999996
2009/2010,1,1009810,0.0,0.3,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,LR,Africa,B6100,19976620.73,0,LR,Multi-sector aid for basic social services,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Liberia,0.15,16050,64206.135
2009/2010,1,1009810,0.0,0.46,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,ML,Africa,B6100,19976620.73,0,ML,Basic life skills for youth and adults,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Mali,0.23,11230,150955.7574
2009/2010,1,1009810,0.0,0.24,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,ML,Africa,B6100,19976620.73,0,ML,Democratic participation and civil society,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Mali,0.23,15150,78759.5256
2009/2010,1,1009810,0.0,0.3,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,ML,Africa,B6100,19976620.73,0,ML,Multi-sector aid for basic social services,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Mali,0.23,16050,98449.40699999999
2009/2010,1,1009810,0.0,0.46,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,RW,Africa,B6100,19976620.73,0,RW,Basic life skills for youth and adults,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Rwanda,0.23,11230,150955.7574
2009/2010,1,1009810,0.0,0.24,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,RW,Africa,B6100,19976620.73,0,RW,Democratic participation and civil society,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Rwanda,0.23,15150,78759.5256
2009/2010,1,1009810,0.0,0.3,Right To Play International,0,2,1.0,S063739PRG,0,Not PBA,RW,Africa,B6100,19976620.73,0,RW,Multi-sector aid for basic social services,0,6108,Uncoded: Pre-APP,0,2,0,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,NGO,Rwanda,0.23,16050,98449.40699999999
2009/2010,0,1000705,0.0,0.23800000000000002,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CA,America,B6100,19450549.09,0,CA,Democratic participation and civil society,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Canada,0.11199999999999999,15150,149065.23
2009/2010,0,1000705,0.0,0.22399999999999998,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CA,America,B6100,19450549.09,0,CA,Informal/semi-formal financial intermediaries,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Canada,0.11199999999999999,24040,140296.6871
2009/2010,0,1000705,0.0,0.182,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CA,America,B6100,19450549.09,0,CA,Education/training in banking and financial services,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Canada,0.11199999999999999,24081,113991.0583
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CA,America,B6100,19450549.09,0,CA,Business support services and institutions,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Canada,0.11199999999999999,25010,70148.34355
2009/2010,0,1000705,0.0,0.063,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CA,America,B6100,19450549.09,0,CA,Agricultural co-operatives,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Canada,0.11199999999999999,31194,39458.44325
2009/2010,0,1000705,0.0,0.069,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CA,America,B6100,19450549.09,0,CA,Small and medium-sized enterprises (SME) development,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Canada,0.11199999999999999,32130,43216.39022
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CA,America,B6100,19450549.09,0,CA,Promotion of development awareness,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Canada,0.11199999999999999,99820,70148.34355
2009/2010,0,1000705,0.0,0.23800000000000002,Canadian Co-operative Association,0,3,0.89,S063747PRG,0,Not PBA,CN,Asia,B6100,19450549.09,0,CN,Democratic participation and civil society,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,China,0.0089,15150,11845.36203
2009/2010,0,1000705,0.0,0.22399999999999998,Canadian Co-operative Association,0,3,0.89,S063747PRG,0,Not PBA,CN,Asia,B6100,19450549.09,0,CN,Informal/semi-formal financial intermediaries,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,China,0.0089,24040,11148.57603
2009/2010,0,1000705,0.0,0.182,Canadian Co-operative Association,0,3,0.89,S063747PRG,0,Not PBA,CN,Asia,B6100,19450549.09,0,CN,Education/training in banking and financial services,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,China,0.0089,24081,9058.218023000001
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,3,0.89,S063747PRG,0,Not PBA,CN,Asia,B6100,19450549.09,0,CN,Business support services and institutions,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,China,0.0089,25010,5574.288014
2009/2010,0,1000705,0.0,0.063,Canadian Co-operative Association,0,3,0.89,S063747PRG,0,Not PBA,CN,Asia,B6100,19450549.09,0,CN,Agricultural co-operatives,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,China,0.0089,31194,3135.537008
2009/2010,0,1000705,0.0,0.069,Canadian Co-operative Association,0,3,0.89,S063747PRG,0,Not PBA,CN,Asia,B6100,19450549.09,0,CN,Small and medium-sized enterprises (SME) development,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,China,0.0089,32130,3434.1595799999996
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,3,0.89,S063747PRG,0,Not PBA,CN,Asia,B6100,19450549.09,0,CN,Promotion of development awareness,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,China,0.0089,99820,5574.288014
2009/2010,0,1000705,0.0,0.23800000000000002,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CR,America,B6100,19450549.09,0,CR,Democratic participation and civil society,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Costa Rica,0.0044,15150,5856.134038
2009/2010,0,1000705,0.0,0.22399999999999998,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CR,America,B6100,19450549.09,0,CR,Informal/semi-formal financial intermediaries,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Costa Rica,0.0044,24040,5511.655565
2009/2010,0,1000705,0.0,0.182,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CR,America,B6100,19450549.09,0,CR,Education/training in banking and financial services,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Costa Rica,0.0044,24081,4478.220146
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CR,America,B6100,19450549.09,0,CR,Business support services and institutions,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Costa Rica,0.0044,25010,2755.827782
2009/2010,0,1000705,0.0,0.063,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CR,America,B6100,19450549.09,0,CR,Agricultural co-operatives,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Costa Rica,0.0044,31194,1550.153128
2009/2010,0,1000705,0.0,0.069,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CR,America,B6100,19450549.09,0,CR,Small and medium-sized enterprises (SME) development,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Costa Rica,0.0044,32130,1697.786759
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,CR,America,B6100,19450549.09,0,CR,Promotion of development awareness,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Costa Rica,0.0044,99820,2755.827782
2009/2010,0,1000705,0.0,0.23800000000000002,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,EC,America,B6100,19450549.09,0,EC,Democratic participation and civil society,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ecuador,0.0266,15150,35402.992139999995
2009/2010,0,1000705,0.0,0.22399999999999998,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,EC,America,B6100,19450549.09,0,EC,Informal/semi-formal financial intermediaries,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ecuador,0.0266,24040,33320.463189999995
2009/2010,0,1000705,0.0,0.182,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,EC,America,B6100,19450549.09,0,EC,Education/training in banking and financial services,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ecuador,0.0266,24081,27072.87634
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,EC,America,B6100,19450549.09,0,EC,Business support services and institutions,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ecuador,0.0266,25010,16660.23159
2009/2010,0,1000705,0.0,0.063,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,EC,America,B6100,19450549.09,0,EC,Agricultural co-operatives,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ecuador,0.0266,31194,9371.380271
2009/2010,0,1000705,0.0,0.069,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,EC,America,B6100,19450549.09,0,EC,Small and medium-sized enterprises (SME) development,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ecuador,0.0266,32130,10263.892679999999
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,EC,America,B6100,19450549.09,0,EC,Promotion of development awareness,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ecuador,0.0266,99820,16660.23159
2009/2010,0,1000705,0.0,0.23800000000000002,Canadian Co-operative Association,0,2,0.89,S063747PRG,0,Not PBA,GH,Africa,B6100,19450549.09,0,GH,Democratic participation and civil society,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ghana,0.1154,15150,153590.4245
2009/2010,0,1000705,0.0,0.22399999999999998,Canadian Co-operative Association,0,2,0.89,S063747PRG,0,Not PBA,GH,Africa,B6100,19450549.09,0,GH,Informal/semi-formal financial intermediaries,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ghana,0.1154,24040,144555.6937
2009/2010,0,1000705,0.0,0.182,Canadian Co-operative Association,0,2,0.89,S063747PRG,0,Not PBA,GH,Africa,B6100,19450549.09,0,GH,Education/training in banking and financial services,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ghana,0.1154,24081,117451.5011
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,2,0.89,S063747PRG,0,Not PBA,GH,Africa,B6100,19450549.09,0,GH,Business support services and institutions,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ghana,0.1154,25010,72277.84684
2009/2010,0,1000705,0.0,0.063,Canadian Co-operative Association,0,2,0.89,S063747PRG,0,Not PBA,GH,Africa,B6100,19450549.09,0,GH,Agricultural co-operatives,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ghana,0.1154,31194,40656.28885
2009/2010,0,1000705,0.0,0.069,Canadian Co-operative Association,0,2,0.89,S063747PRG,0,Not PBA,GH,Africa,B6100,19450549.09,0,GH,Small and medium-sized enterprises (SME) development,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ghana,0.1154,32130,44528.316360000004
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,2,0.89,S063747PRG,0,Not PBA,GH,Africa,B6100,19450549.09,0,GH,Promotion of development awareness,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Ghana,0.1154,99820,72277.84684
2009/2010,0,1000705,0.0,0.23800000000000002,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GT,America,B6100,19450549.09,0,GT,Democratic participation and civil society,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guatemala,0.0355,15150,47248.35417
2009/2010,0,1000705,0.0,0.22399999999999998,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GT,America,B6100,19450549.09,0,GT,Informal/semi-formal financial intermediaries,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guatemala,0.0355,24040,44469.03922
2009/2010,0,1000705,0.0,0.182,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GT,America,B6100,19450549.09,0,GT,Education/training in banking and financial services,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guatemala,0.0355,24081,36131.09436
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GT,America,B6100,19450549.09,0,GT,Business support services and institutions,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guatemala,0.0355,25010,22234.51961
2009/2010,0,1000705,0.0,0.063,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GT,America,B6100,19450549.09,0,GT,Agricultural co-operatives,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guatemala,0.0355,31194,12506.91728
2009/2010,0,1000705,0.0,0.069,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GT,America,B6100,19450549.09,0,GT,Small and medium-sized enterprises (SME) development,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guatemala,0.0355,32130,13698.052259999999
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GT,America,B6100,19450549.09,0,GT,Promotion of development awareness,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guatemala,0.0355,99820,22234.51961
2009/2010,0,1000705,0.0,0.23800000000000002,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GY,America,B6100,19450549.09,0,GY,Democratic participation and civil society,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guyana,0.0355,15150,47248.35417
2009/2010,0,1000705,0.0,0.22399999999999998,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GY,America,B6100,19450549.09,0,GY,Informal/semi-formal financial intermediaries,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guyana,0.0355,24040,44469.03922
2009/2010,0,1000705,0.0,0.182,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GY,America,B6100,19450549.09,0,GY,Education/training in banking and financial services,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guyana,0.0355,24081,36131.09436
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GY,America,B6100,19450549.09,0,GY,Business support services and institutions,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guyana,0.0355,25010,22234.51961
2009/2010,0,1000705,0.0,0.063,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GY,America,B6100,19450549.09,0,GY,Agricultural co-operatives,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guyana,0.0355,31194,12506.91728
2009/2010,0,1000705,0.0,0.069,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GY,America,B6100,19450549.09,0,GY,Small and medium-sized enterprises (SME) development,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guyana,0.0355,32130,13698.052259999999
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,GY,America,B6100,19450549.09,0,GY,Promotion of development awareness,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Guyana,0.0355,99820,22234.51961
2009/2010,0,1000705,0.0,0.23800000000000002,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,HN,America,B6100,19450549.09,0,HN,Democratic participation and civil society,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Honduras,0.0577,15150,76795.21227
2009/2010,0,1000705,0.0,0.22399999999999998,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,HN,America,B6100,19450549.09,0,HN,Informal/semi-formal financial intermediaries,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Honduras,0.0577,24040,72277.84684
2009/2010,0,1000705,0.0,0.182,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,HN,America,B6100,19450549.09,0,HN,Education/training in banking and financial services,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Honduras,0.0577,24081,58725.75056
2009/2010,0,1000705,0.0,0.11199999999999999,Canadian Co-operative Association,0,1,0.89,S063747PRG,0,Not PBA,HN,America,B6100,19450549.09,0,HN,Business support services and institutions,0,6160,Uncoded: Pre-APP,0,2,0,1,0,0,0,1,0,Canadian Non-Profit Making,Civil Society,COOPERATIVE,Honduras,0.0577,25010,36138.92342
