Fiscal year,Division name,CFLI (marker),Maximum CIDA contribution (project-level),Youth issues (marker),Section name,Fund centre ID,ICT as a tool for development (marker),Bilateral aid (international marker),Urban issues (marker),Status,Amount spent,Knowledge for development (marker),Disability issues (marker),FSTC percent,Section ID,Branch name,Sector ID,Branch ID,Programming process (new),Biodiversity (marker),Desertification (marker),Continent name,Continent ID,CountryRegion percent,Sector percent,Organisation sub-class,Regional program (marker),Untied amount(Project-level budget),Enviromental sustainability (marker),Project number,Project Browser country ID,Fund centre name,Organisation type,Organisation ID,Division ID,IRTC percent,CIDA business delivery model (old),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance,Trade development (marker)
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,ID,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,132.455895,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,ID,SEA Regional,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,14715.0718,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,ID,SEA Regional,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,ID,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,132.455895,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,KH,SEA Regional,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,14715.0718,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,KH,SEA Regional,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,KH,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,132.455895,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,KH,SEA Regional,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,14715.0718,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,KH,SEA Regional,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,KH,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,132.455895,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,LA,SEA Regional,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,14715.0718,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,LA,SEA Regional,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,LA,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,132.455895,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,LA,SEA Regional,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,14715.0718,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,LA,SEA Regional,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,LA,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,132.455895,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,PH,SEA Regional,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,14715.0718,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,PH,SEA Regional,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,PH,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,132.455895,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,PH,SEA Regional,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,14715.0718,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,PH,SEA Regional,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,PH,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,132.455895,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,TH,SEA Regional,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,14715.0718,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,TH,SEA Regional,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,TH,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,132.455895,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,TH,SEA Regional,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,14715.0718,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,TH,SEA Regional,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,TH,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,132.455895,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,VN,SEA Regional,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,14715.0718,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,VN,SEA Regional,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,VN,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,132.455895,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,VN,SEA Regional,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,14715.0718,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,FEDERAL,1,3787848.95,0,A032617001,VN,SEA Regional,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3787848.95,0,OAI Indonesia and SEA Regional,4105,0,1,0,Terminating,417.6315,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,0.14300000000000002,0.5,CONSULTANT,1,3787848.95,0,A032617001,VN,SEA Regional,Canadian Profit Making,Information not available,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,110223.0,0,OAI Indonesia and SEA Regional,4130,0,1,0,Closed,11279.0,0,0,1.0,S4126,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.5,FEDERAL,0,110223.0,0,A032617002,CN,China,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,110223.0,0,OAI Indonesia and SEA Regional,4130,0,1,0,Closed,11279.0,0,0,1.0,S4126,OGM Asia Pacific,12250,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.5,FEDERAL,0,110223.0,0,A032617002,CN,China,Canadian Non-Profit Making,11480,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,7774133.21,1,Ha�ti & Dominican Republic Section,4452,0,1,0,Closed,35901.855,0,0,0.500000001,S4449,NGM Americas,11110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.25,NGO,0,7774133.21,0,A032619001,HT,Haiti,Canadian Non-Profit Making,1012142,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,7774133.21,1,Ha�ti & Dominican Republic Section,4452,0,1,0,Closed,904.1975,0,0,0.500000001,S4449,NGM Americas,11110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.25,CONSULTING SERVICES,0,7774133.21,0,A032619001,HT,Haiti,Canadian Profit Making,1014192,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,7774133.21,1,Ha�ti & Dominican Republic Section,4452,0,1,0,Closed,71803.71,0,0,0.500000001,S4449,NGM Americas,15110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.5,NGO,0,7774133.21,0,A032619001,HT,Haiti,Canadian Non-Profit Making,1012142,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,7774133.21,1,Ha�ti & Dominican Republic Section,4452,0,1,0,Closed,1808.395,0,0,0.500000001,S4449,NGM Americas,15110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.5,CONSULTING SERVICES,0,7774133.21,0,A032619001,HT,Haiti,Canadian Profit Making,1014192,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,7774133.21,1,Ha�ti & Dominican Republic Section,4452,0,1,0,Closed,35901.855,0,0,0.500000001,S4449,NGM Americas,15150,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.25,NGO,0,7774133.21,0,A032619001,HT,Haiti,Canadian Non-Profit Making,1012142,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,7774133.21,1,Ha�ti & Dominican Republic Section,4452,0,1,0,Closed,904.1975,0,0,0.500000001,S4449,NGM Americas,15150,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.25,CONSULTING SERVICES,0,7774133.21,0,A032619001,HT,Haiti,Canadian Profit Making,1014192,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,2535285.85,0,Americas Section,4404,0,1,0,Closed,58548.75,0,0,1.0,S4400,NGM Americas,15150,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.65,NGO,1,2535285.85,0,A032638001,X2,Inter American,Canadian Non-Profit Making,1001166,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,2535285.85,0,Americas Section,4404,0,1,0,Closed,31526.25,0,0,1.0,S4400,NGM Americas,15153,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.35,NGO,1,2535285.85,0,A032638001,X2,Inter American,Canadian Non-Profit Making,1001166,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,4297104.27,0,Central Africa & Great Lakes Program,4298,0,1,0,Closed,286601.8375,0,0,1.0,S4287,WGM Sub-Saharan Africa,24010,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.25,CONSULTING SERVICES,0,4297104.27,0,A032639001,CD,Democratic Republic of Congo,Canadian Profit Making,1000975,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,4297104.27,0,Central Africa & Great Lakes Program,4298,0,1,0,Closed,286601.8375,0,0,1.0,S4287,WGM Sub-Saharan Africa,24030,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.25,CONSULTING SERVICES,0,4297104.27,0,A032639001,CD,Democratic Republic of Congo,Canadian Profit Making,1000975,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,4297104.27,0,Central Africa & Great Lakes Program,4298,0,1,0,Closed,573203.675,0,0,1.0,S4287,WGM Sub-Saharan Africa,24081,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,CONSULTING SERVICES,0,4297104.27,0,A032639001,CD,Democratic Republic of Congo,Canadian Profit Making,1000975,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,482125.98,0,Senegal Program,4238,0,1,0,Closed,16150.29,0,0,1.0,S4233,WGM Sub-Saharan Africa,24081,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,1.0,FEDERAL,0,482125.98,0,A032641001,SN,Senegal,Canadian Non-Profit Making,10050,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WED Southern & Eastern Africa,0,1450462.88,1,Southern & Eastern Africa Geographic Pro,4284,0,1,0,Closed,172652.075,0,0,1.0,S4275,WGM Sub-Saharan Africa,12261,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,NGO,0,1450462.88,0,A032643001,ZA,South Africa,Foreign Non-Profit Making,1012061,D4270,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,1450462.88,1,Southern & Eastern Africa Geographic Pro,4284,0,1,0,Closed,172652.075,0,0,1.0,S4275,WGM Sub-Saharan Africa,13040,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,NGO,0,1450462.88,0,A032643001,ZA,South Africa,Foreign Non-Profit Making,1012061,D4270,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,8346631.34,0,OAI Indonesia and SEA Regional,4127,0,1,0,Closed,5732.0145,0,0,1.0,S4126,OGM Asia Pacific,24040,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.15,CONSULTING SERVICES,0,8346631.34,1,A032645001,ID,Indonesia,Canadian Profit Making,1004542,D4100,0.0,Directive,Not PBA,0,0,0,2
2009/2010,OAD Asia Programming,0,8346631.34,0,OAI Indonesia and SEA Regional,4127,0,1,0,Closed,257394.3405,0,0,1.0,S4126,OGM Asia Pacific,24040,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.15,CONSULTING SERVICES,0,8346631.34,1,A032645001,ID,Indonesia,Canadian Profit Making,1014392,D4100,0.0,Directive,Not PBA,0,0,0,2
2009/2010,OAD Asia Programming,0,8346631.34,0,OAI Indonesia and SEA Regional,4127,0,1,0,Closed,15285.372,0,0,1.0,S4126,OGM Asia Pacific,25010,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.4,CONSULTING SERVICES,0,8346631.34,1,A032645001,ID,Indonesia,Canadian Profit Making,1004542,D4100,0.0,Directive,Not PBA,0,0,0,2
2009/2010,OAD Asia Programming,0,8346631.34,0,OAI Indonesia and SEA Regional,4127,0,1,0,Closed,686384.9079999999,0,0,1.0,S4126,OGM Asia Pacific,25010,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.4,CONSULTING SERVICES,0,8346631.34,1,A032645001,ID,Indonesia,Canadian Profit Making,1014392,D4100,0.0,Directive,Not PBA,0,0,0,2
2009/2010,OAD Asia Programming,0,8346631.34,0,OAI Indonesia and SEA Regional,4127,0,1,0,Closed,17196.0435,0,0,1.0,S4126,OGM Asia Pacific,32130,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.45,CONSULTING SERVICES,0,8346631.34,1,A032645001,ID,Indonesia,Canadian Profit Making,1004542,D4100,0.0,Directive,Not PBA,0,0,0,2
2009/2010,OAD Asia Programming,0,8346631.34,0,OAI Indonesia and SEA Regional,4127,0,1,0,Closed,772183.0215,0,0,1.0,S4126,OGM Asia Pacific,32130,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.45,CONSULTING SERVICES,0,8346631.34,1,A032645001,ID,Indonesia,Canadian Profit Making,1014392,D4100,0.0,Directive,Not PBA,0,0,0,2
2009/2010,WWD West & Central Africa,0,493018.54,0,Senegal Program,4238,0,1,0,Closed,422.57,0,0,1.0,S4233,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.1,FEDERAL,0,493018.54,0,A032663001,SN,Senegal,Canadian Non-Profit Making,10050,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,493018.54,0,Senegal Program,4238,0,1,0,Closed,3521.297,0,0,1.0,S4233,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.1,CONSULTING SERVICES,0,493018.54,0,A032663001,SN,Senegal,Canadian Profit Making,1012369,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,493018.54,0,Senegal Program,4238,0,1,0,Closed,3803.13,0,0,1.0,S4233,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.9,FEDERAL,0,493018.54,0,A032663001,SN,Senegal,Canadian Non-Profit Making,10050,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,493018.54,0,Senegal Program,4238,0,1,0,Closed,31691.673,0,0,1.0,S4233,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.9,CONSULTING SERVICES,0,493018.54,0,A032663001,SN,Senegal,Canadian Profit Making,1012369,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,138253742.2,0,Mali Program Section,4216,0,1,0,Operational,2826.9120000000003,0,0,0.0,S4215,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.44,FEDERAL,0,138253742.2,0,A032664001,ML,Mali,Canadian Non-Profit Making,10050,D4207,0.0,Core Funding,Sectoral budget support,0,0,1,0
2009/2010,WWD West & Central Africa,0,138253742.2,0,Mali Program Section,4216,0,1,0,Operational,79453.88,0,0,0.0,S4215,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.44,CONSULTING SERVICES,0,138253742.2,0,A032664001,ML,Mali,Canadian Profit Making,1000975,D4207,0.0,Core Funding,Sectoral budget support,0,0,1,0
2009/2010,WWD West & Central Africa,0,138253742.2,0,Mali Program Section,4216,0,1,0,Operational,18920000.0,0,0,0.0,S4215,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.44,FEDERAL,0,138253742.2,0,A032664001,ML,Mali,Foreign Non-Profit Making,1005403,D4207,0.0,Core Funding,Sectoral budget support,0,0,1,0
2009/2010,WWD West & Central Africa,0,138253742.2,0,Mali Program Section,4216,0,1,0,Operational,2826.9120000000003,0,0,0.0,S4215,WGM Sub-Saharan Africa,12220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.44,FEDERAL,0,138253742.2,0,A032664001,ML,Mali,Canadian Non-Profit Making,10050,D4207,0.0,Core Funding,Sectoral budget support,0,0,1,0
2009/2010,WWD West & Central Africa,0,138253742.2,0,Mali Program Section,4216,0,1,0,Operational,79453.88,0,0,0.0,S4215,WGM Sub-Saharan Africa,12220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.44,CONSULTING SERVICES,0,138253742.2,0,A032664001,ML,Mali,Canadian Profit Making,1000975,D4207,0.0,Core Funding,Sectoral budget support,0,0,1,0
2009/2010,WWD West & Central Africa,0,138253742.2,0,Mali Program Section,4216,0,1,0,Operational,18920000.0,0,0,0.0,S4215,WGM Sub-Saharan Africa,12220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.44,FEDERAL,0,138253742.2,0,A032664001,ML,Mali,Foreign Non-Profit Making,1005403,D4207,0.0,Core Funding,Sectoral budget support,0,0,1,0
2009/2010,WWD West & Central Africa,0,138253742.2,0,Mali Program Section,4216,0,1,0,Operational,770.9760000000001,0,0,0.0,S4215,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.12,FEDERAL,0,138253742.2,0,A032664001,ML,Mali,Canadian Non-Profit Making,10050,D4207,0.0,Core Funding,Sectoral budget support,0,0,1,0
2009/2010,WWD West & Central Africa,0,138253742.2,0,Mali Program Section,4216,0,1,0,Operational,21669.24,0,0,0.0,S4215,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.12,CONSULTING SERVICES,0,138253742.2,0,A032664001,ML,Mali,Canadian Profit Making,1000975,D4207,0.0,Core Funding,Sectoral budget support,0,0,1,0
