assays_ss_d,assays_vrnt_d,assays_src_d,assays_ss_sbclllr_frctn,assays_ss_rgnsm,assays_cll_d,assays_ss_cll_tp,assays_td,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_b_frmt,assays_tss_d
5955,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL622704,BAO_0000219,
5956,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622705,BAO_0000219,
5957,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622706,BAO_0000219,
5958,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622707,BAO_0000219,
5959,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622708,BAO_0000219,
5960,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622709,BAO_0000219,
5961,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622710,BAO_0000219,
5962,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622711,BAO_0000219,
5963,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622712,BAO_0000218,
5964,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622713,BAO_0000218,
5965,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622714,BAO_0000218,
5966,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622715,BAO_0000218,
5967,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622716,BAO_0000218,
5968,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622717,BAO_0000219,
5969,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622718,BAO_0000218,
5970,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL622719,BAO_0000219,
5971,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622720,BAO_0000219,
5972,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622721,BAO_0000219,
5973,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622722,BAO_0000219,
5974,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL876030,BAO_0000219,
5975,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620206,BAO_0000219,
5976,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620207,BAO_0000219,
5977,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620208,BAO_0000219,
5978,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620209,BAO_0000219,
5979,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620210,BAO_0000219,
5980,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621639,BAO_0000219,
5981,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621640,BAO_0000219,
5982,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621641,BAO_0000219,
5983,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621642,BAO_0000219,
5984,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621643,BAO_0000219,
5985,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621644,BAO_0000219,
5986,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621645,BAO_0000219,
5987,,1,,Mus musculus,646.0,A549,80682,N,1,Intermediate,,CHEMBL621646,BAO_0000219,
5988,,1,,,646.0,A549,80682,N,1,Intermediate,,CHEMBL621647,BAO_0000219,
5989,,1,,,646.0,A549,80682,N,1,Intermediate,,CHEMBL621648,BAO_0000219,
5990,,1,,,646.0,A549,80682,N,1,Intermediate,,CHEMBL621649,BAO_0000219,
5991,,1,,,646.0,A549,80682,N,1,Intermediate,,CHEMBL621650,BAO_0000219,
5992,,1,,,646.0,A549,80682,N,1,Intermediate,,CHEMBL621651,BAO_0000219,
5993,,1,,,646.0,A549,80682,N,1,Intermediate,,CHEMBL621652,BAO_0000219,
5994,,1,,,646.0,A549,80682,N,1,Intermediate,,CHEMBL621653,BAO_0000219,
5995,,1,,,646.0,A549,80682,N,1,Intermediate,,CHEMBL621654,BAO_0000219,
5996,,1,,,646.0,A549,80682,N,1,Intermediate,,CHEMBL621655,BAO_0000219,
5997,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621656,BAO_0000218,
5998,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621657,BAO_0000218,
5999,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621658,BAO_0000218,
6000,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621659,BAO_0000218,
6001,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621660,BAO_0000218,
6002,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621661,BAO_0000218,
6003,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621662,BAO_0000218,
6004,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621663,BAO_0000218,
6005,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621664,BAO_0000218,
6006,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621665,BAO_0000218,1969.0
6007,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621666,BAO_0000218,1969.0
6008,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621667,BAO_0000218,
6009,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL876738,BAO_0000218,
6010,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621668,BAO_0000218,
6011,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621669,BAO_0000218,
6012,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621670,BAO_0000218,
6013,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621671,BAO_0000218,
6014,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622360,BAO_0000218,
6015,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622361,BAO_0000218,
6016,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622362,BAO_0000218,1969.0
6017,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622363,BAO_0000218,1969.0
6018,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622364,BAO_0000218,1969.0
6019,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622365,BAO_0000218,1969.0
6020,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622533,BAO_0000218,1969.0
6021,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622534,BAO_0000218,
6022,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622535,BAO_0000218,
6023,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL876739,BAO_0000218,
6024,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622536,BAO_0000218,
6025,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622537,BAO_0000218,1969.0
6026,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622538,BAO_0000218,
6027,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627867,BAO_0000218,
6028,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627868,BAO_0000218,
6029,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627869,BAO_0000218,1969.0
6030,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627870,BAO_0000218,
6031,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627871,BAO_0000218,1969.0
6032,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627872,BAO_0000218,1969.0
6033,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627873,BAO_0000218,1969.0
6034,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627874,BAO_0000218,1969.0
6035,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627875,BAO_0000218,1969.0
6036,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627876,BAO_0000218,1969.0
6037,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627877,BAO_0000218,1969.0
6038,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627878,BAO_0000218,1969.0
6039,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627879,BAO_0000218,1969.0
6040,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL875355,BAO_0000218,1969.0
6041,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627880,BAO_0000218,1969.0
6042,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627881,BAO_0000218,1969.0
6043,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627882,BAO_0000218,1969.0
6044,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL627883,BAO_0000218,1969.0
6045,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL628526,BAO_0000218,1969.0
6046,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL628527,BAO_0000218,1969.0
6047,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL628528,BAO_0000218,1969.0
6048,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL628529,BAO_0000218,1969.0
6049,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL628530,BAO_0000218,1969.0
6050,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625243,BAO_0000218,1969.0
6051,,1,,Canis lupus familiaris,,,50588,N,1,Expert,,CHEMBL625244,BAO_0000218,1969.0
6052,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625245,BAO_0000218,
6053,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625246,BAO_0000218,
6054,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625247,BAO_0000218,945.0
6055,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625248,BAO_0000218,1088.0
6056,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625249,BAO_0000218,1088.0
6057,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625250,BAO_0000218,1088.0
6058,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625251,BAO_0000218,
6059,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL875356,BAO_0000218,
6060,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625252,BAO_0000218,
6061,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625253,BAO_0000218,178.0
6062,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625254,BAO_0000218,
6063,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625255,BAO_0000218,
6064,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625256,BAO_0000218,
6065,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625257,BAO_0000218,178.0
6066,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625258,BAO_0000218,178.0
6067,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625259,BAO_0000218,
6068,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625260,BAO_0000218,
6069,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625261,BAO_0000218,
6070,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625262,BAO_0000218,
6071,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622639,BAO_0000218,
6072,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622640,BAO_0000218,
6073,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622812,BAO_0000218,
6074,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622813,BAO_0000218,
6075,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622814,BAO_0000218,
6076,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622815,BAO_0000218,
6077,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625342,BAO_0000218,
6078,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625343,BAO_0000218,
6079,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL877591,BAO_0000218,
6080,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625344,BAO_0000218,
6081,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625345,BAO_0000218,
6082,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625346,BAO_0000218,
6083,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625347,BAO_0000218,
6084,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625348,BAO_0000218,
6085,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625349,BAO_0000218,
6086,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625350,BAO_0000218,
6087,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL882952,BAO_0000218,
6088,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625351,BAO_0000218,955.0
6089,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625352,BAO_0000218,955.0
6090,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL877592,BAO_0000218,955.0
6091,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625353,BAO_0000218,955.0
6092,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL625354,BAO_0000218,955.0
6093,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL626019,BAO_0000218,955.0
6094,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL626020,BAO_0000218,948.0
6095,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL626021,BAO_0000218,948.0
6096,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL626022,BAO_0000218,948.0
6097,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL626192,BAO_0000218,948.0
6098,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL626193,BAO_0000219,
6099,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL626194,BAO_0000219,
6100,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL626195,BAO_0000219,
6101,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL626196,BAO_0000219,
6102,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL626197,BAO_0000219,
6103,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL626198,BAO_0000219,
6104,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL626199,BAO_0000219,
6105,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL626200,BAO_0000219,
6106,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL626201,BAO_0000219,
6107,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL626202,BAO_0000219,
6108,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL626203,BAO_0000219,
6109,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL626204,BAO_0000219,
6110,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624701,BAO_0000219,
6111,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624702,BAO_0000219,
6112,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL624703,BAO_0000219,
6113,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624704,BAO_0000219,
6114,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624705,BAO_0000219,
6115,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL624706,BAO_0000219,
6116,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624707,BAO_0000219,
6117,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624708,BAO_0000219,
6118,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624709,BAO_0000219,
6119,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL884107,BAO_0000219,
6120,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624710,BAO_0000219,
6121,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624711,BAO_0000219,
6122,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624712,BAO_0000219,
6123,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL624713,BAO_0000219,
6124,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624714,BAO_0000219,
6125,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624715,BAO_0000219,
6126,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624716,BAO_0000219,
6127,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619505,BAO_0000219,
6128,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619506,BAO_0000219,
6129,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619507,BAO_0000219,
6130,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619508,BAO_0000219,
6131,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619509,BAO_0000219,
6132,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619510,BAO_0000219,
6133,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619511,BAO_0000219,
6134,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619512,BAO_0000219,
6135,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619513,BAO_0000219,
6136,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619514,BAO_0000219,
6137,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619515,BAO_0000219,
6138,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619516,BAO_0000219,
6139,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL884005,BAO_0000219,
6140,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619517,BAO_0000219,
6141,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619518,BAO_0000219,
6142,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619519,BAO_0000219,
6143,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL876489,BAO_0000219,
6144,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619520,BAO_0000219,
6145,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619521,BAO_0000219,
6146,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619522,BAO_0000219,
6147,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619523,BAO_0000219,
6148,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619524,BAO_0000219,
6149,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619525,BAO_0000219,
6150,,1,,,646.0,A549,80682,N,1,Intermediate,,CHEMBL619526,BAO_0000219,
6151,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619527,BAO_0000219,
6152,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619528,BAO_0000219,
6153,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619529,BAO_0000219,
6154,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619530,BAO_0000219,
6155,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL876490,BAO_0000219,
6156,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619531,BAO_0000219,
6157,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619532,BAO_0000219,
6158,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619533,BAO_0000219,
6159,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619534,BAO_0000219,
6160,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620164,BAO_0000219,
6161,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620165,BAO_0000219,
6162,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620166,BAO_0000219,
6163,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620167,BAO_0000219,
6164,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620168,BAO_0000219,
6165,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620338,BAO_0000219,
6166,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620339,BAO_0000219,
6167,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620340,BAO_0000219,
6168,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620341,BAO_0000219,
6169,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL876491,BAO_0000219,
6170,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620342,BAO_0000219,
6171,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620343,BAO_0000219,
6172,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620344,BAO_0000219,
6173,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620345,BAO_0000219,
6174,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620346,BAO_0000219,
6175,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620347,BAO_0000219,
6176,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620348,BAO_0000219,
6177,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620349,BAO_0000219,
6178,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL618667,BAO_0000219,
6179,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL618668,BAO_0000219,
6180,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL876031,BAO_0000219,
6181,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL618759,BAO_0000219,
6182,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL618760,BAO_0000219,
6183,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619000,BAO_0000219,
6184,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619001,BAO_0000219,
6185,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619002,BAO_0000219,
6186,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619003,BAO_0000219,
6187,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619597,BAO_0000219,
6188,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619598,BAO_0000219,
6189,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619599,BAO_0000219,
6190,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619600,BAO_0000219,
6191,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619601,BAO_0000219,
6192,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619602,BAO_0000219,
6193,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619603,BAO_0000219,
6194,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619604,BAO_0000219,
6195,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619605,BAO_0000219,
6196,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619606,BAO_0000218,
6197,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL876032,BAO_0000218,
6198,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619607,BAO_0000218,
6199,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619608,BAO_0000218,
6200,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619609,BAO_0000218,
6201,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619610,BAO_0000218,1969.0
6202,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619611,BAO_0000218,178.0
6203,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619612,BAO_0000218,
6204,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619613,BAO_0000218,
6205,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619614,BAO_0000218,178.0
6206,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619615,BAO_0000218,
6207,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619616,BAO_0000218,
6208,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619617,BAO_0000218,1969.0
6209,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619618,BAO_0000218,
6210,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL876033,BAO_0000218,
6211,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619619,BAO_0000218,
6212,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619620,BAO_0000218,
6213,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619621,BAO_0000218,1088.0
6214,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL619622,BAO_0000218,1088.0
6215,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL618874,BAO_0000218,1088.0
6216,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL618875,BAO_0000218,
