assays_assay_id,assays_assay_tissue,assays_curated_by,assays_description,assays_src_id,assays_variant_id,assays_assay_subcellular_fraction,assays_tid,assays_relationship_type,assays_confidence_score,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id
11497,Kidney,Intermediate,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,1,,,50597,N,1,,CHEMBL624270,,BAO_0000218,2113.0
11498,,Intermediate,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose in the total organ,1,,,50597,N,1,,CHEMBL624271,,BAO_0000218,
11499,,Intermediate,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose per gram in the organ,1,,,50597,N,1,,CHEMBL624272,,BAO_0000218,
11500,,Intermediate,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat lung as Percent of injected dose per gram in the organ,1,,,50597,N,1,,CHEMBL624273,,BAO_0000218,
11501,Urine,Intermediate,Urinary excretion in rat after 0-4 hours of oral administration at 50 mg/kg,1,,,50597,N,1,,CHEMBL624274,,BAO_0000218,1088.0
11502,Urine,Intermediate,Urinary excretion in rat after 4-8 hours of oral administration at 50 mg/kg,1,,,50597,N,1,,CHEMBL624275,,BAO_0000218,1088.0
11503,Urine,Intermediate,Urinary excretion in rat after 8-24 hours of oral administration at 50 mg/kg,1,,,50597,N,1,,CHEMBL624276,,BAO_0000218,1088.0
11504,Urine,Intermediate,Urinary recovery expressed as percentage dose in male rats after iv administration of 20 mg/kg,1,,,50597,N,1,,CHEMBL624277,,BAO_0000218,1088.0
11505,,Autocuration,% dose converted to 2-amino-5-chlorophenyl sulfate,1,,,22224,U,0,,CHEMBL624278,,BAO_0000019,
11506,,Autocuration,% dose converted to 4-(S-amino-N-{[(4-chlorophenyl)amino]carbonyl}sulfonimidoyl)benzoic acid (compound 41),1,,,22224,U,0,,CHEMBL624279,,BAO_0000019,
11507,Feces,Intermediate,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 0-24 hr",1,,,50597,N,1,,CHEMBL624280,,BAO_0000218,1988.0
11508,Feces,Intermediate,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 24-48 hr",1,,,50597,N,1,,CHEMBL624281,,BAO_0000218,1988.0
11509,Feces,Intermediate,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 0-24 hr",1,,,50597,N,1,,CHEMBL622933,,BAO_0000218,1988.0
11510,Feces,Intermediate,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 24-48 hr",1,,,50597,N,1,,CHEMBL622934,,BAO_0000218,1988.0
11511,Liver,Intermediate,Biodistribution in Rat liver after 30 minutes of iv administration; per g of tissue,1,,,50597,N,1,,CHEMBL622935,,BAO_0000218,2107.0
11512,Liver,Intermediate,Biodistribution in Rat liver after 5 minutes of iv administration,1,,,50597,N,1,,CHEMBL622936,,BAO_0000218,2107.0
11513,Liver,Intermediate,Biodistribution in Rat liver after 5 minutes of iv administration; per g of tissue,1,,,50597,N,1,,CHEMBL875228,,BAO_0000218,2107.0
11514,Lung,Intermediate,Biodistribution in Rat lung after 24 hours of iv administration,1,,,50597,N,1,,CHEMBL622937,,BAO_0000218,2048.0
11515,Lung,Intermediate,Biodistribution in Rat lung after 24 hours of iv administration; per g of tissue,1,,,50597,N,1,,CHEMBL622938,,BAO_0000218,2048.0
11516,Lung,Intermediate,Biodistribution in Rat lung after 30 minutes of iv administration,1,,,50597,N,1,,CHEMBL619736,,BAO_0000218,2048.0
11517,Lung,Intermediate,Biodistribution in Rat lung after 30 minutes of iv administration; per g of tissue,1,,,50597,N,1,,CHEMBL625117,,BAO_0000218,2048.0
11518,Lung,Intermediate,Biodistribution in Rat lung after 5 minutes of iv administration,1,,,50597,N,1,,CHEMBL625118,,BAO_0000218,2048.0
11519,Lung,Intermediate,Biodistribution in Rat lung after 5 minutes of iv administration; per g of tissue,1,,,50597,N,1,,CHEMBL625119,,BAO_0000218,2048.0
11520,Cerebellum,Intermediate,"Biodistribution in rat cerebellum, expressed as percent I.D./g tissue",1,,,50597,N,1,,CHEMBL625120,,BAO_0000218,2037.0
11521,,Intermediate,"Biodistribution in rat superior coliculus, expressed as percent I.D./g tissue",1,,,50597,N,1,,CHEMBL625121,,BAO_0000218,
11522,Thalamus,Intermediate,"Biodistribution in rat thalamus, expressed as percent I.D./g tissue",1,,,50597,N,1,,CHEMBL625122,,BAO_0000218,10000006.0
11523,Blood,Intermediate,Biodistribution was measured in blood of rat by injecting the radiolabeled compound intravenously and the value measured after 2 min,1,,,50597,N,1,,CHEMBL622204,,BAO_0000218,178.0
11524,Blood,Intermediate,Biodistribution was measured in blood of rat by injecting the radiolabeled compound intravenously and the value measured after 30 min,1,,,50597,N,1,,CHEMBL877503,,BAO_0000218,178.0
11525,Blood,Intermediate,Biodistribution was measured in blood of rat by injecting the radiolabeled compound intravenously and the value measured after 60 min,1,,,50597,N,1,,CHEMBL627127,,BAO_0000218,178.0
11526,Hippocampus,Autocuration,Biodistribution was measured in hippocampus region(HP/CB) by injecting the radiolabeled compound intravenously and the value measured after 2 min,1,,,22224,U,0,,CHEMBL627128,,BAO_0000218,10000000.0
11527,Hippocampus,Autocuration,Biodistribution was measured in hippocampus region(HP/CB) by injecting the radiolabeled compound intravenously and the value measured after 30 min,1,,,22224,U,0,,CHEMBL627129,,BAO_0000218,10000000.0
11528,Hippocampus,Autocuration,Biodistribution was measured in hippocampus region(HP/CB) by injecting the radiolabeled compound intravenously and the value measured after 60 min,1,,,22224,U,0,,CHEMBL627130,,BAO_0000218,10000000.0
11529,Brain,Intermediate,Biodistribution was measured in rat brain by injecting the radiolabeled compound intravenously and the value measured after 2 min,1,,,50597,N,1,,CHEMBL627131,,BAO_0000218,955.0
11530,Brain,Intermediate,Biodistribution was measured in rat brain by injecting the radiolabeled compound intravenously and the value measured after 30 min,1,,,50597,N,1,,CHEMBL627132,,BAO_0000218,955.0
11531,Brain,Intermediate,Biodistribution was measured in rat brain by injecting the radiolabeled compound intravenously and the value measured after 60 min,1,,,50597,N,1,,CHEMBL627133,,BAO_0000218,955.0
11532,Cerebellum,Intermediate,Biodistribution was measured in rat cerebellum by injecting the radiolabeled compound intravenously and the value measured after 2 min,1,,,50597,N,1,,CHEMBL627134,,BAO_0000218,2037.0
11533,Cerebellum,Intermediate,Biodistribution was measured in rat cerebellum by injecting the radiolabeled compound intravenously and the value measured after 30 min,1,,,50597,N,1,,CHEMBL627135,,BAO_0000218,2037.0
11534,Cerebellum,Intermediate,Biodistribution was measured in rat cerebellum by injecting the radiolabeled compound intravenously and the value measured after 60 min,1,,,50597,N,1,,CHEMBL627136,,BAO_0000218,2037.0
11535,,Intermediate,Biodistribution was measured in rat cortex by injecting the radiolabeled compound intravenously and the value measured after 2 min,1,,,50597,N,1,,CHEMBL628435,,BAO_0000218,
11536,,Intermediate,Biodistribution was measured in rat cortex by injecting the radiolabeled compound intravenously and the value measured after 30 min,1,,,50597,N,1,,CHEMBL628436,,BAO_0000218,
11537,,Intermediate,Biodistribution was measured in rat cortex by injecting the radiolabeled compound intravenously and the value measured after 60 min,1,,,50597,N,1,,CHEMBL628437,,BAO_0000218,
11538,Heart,Intermediate,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 2 min,1,,,50597,N,1,,CHEMBL628438,,BAO_0000218,948.0
11539,Heart,Intermediate,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 30 min,1,,,50597,N,1,,CHEMBL628439,,BAO_0000218,948.0
11540,Heart,Intermediate,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 60 min,1,,,50597,N,1,,CHEMBL628440,,BAO_0000218,948.0
11541,Hippocampus,Intermediate,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 2 min,1,,,50597,N,1,,CHEMBL628441,,BAO_0000218,10000000.0
11542,Hippocampus,Intermediate,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 30 min,1,,,50597,N,1,,CHEMBL628442,,BAO_0000218,10000000.0
11543,Hippocampus,Intermediate,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 60 min,1,,,50597,N,1,,CHEMBL628443,,BAO_0000218,10000000.0
11544,Kidney,Intermediate,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 2 min,1,,,50597,N,1,,CHEMBL628444,,BAO_0000218,2113.0
11545,Kidney,Intermediate,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 30 min,1,,,50597,N,1,,CHEMBL628445,,BAO_0000218,2113.0
11546,Kidney,Intermediate,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 60 min,1,,,50597,N,1,,CHEMBL877504,,BAO_0000218,2113.0
11547,Liver,Intermediate,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 2 min,1,,,50597,N,1,,CHEMBL628446,,BAO_0000218,2107.0
11548,Liver,Intermediate,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 30 min,1,,,50597,N,1,,CHEMBL626874,,BAO_0000218,2107.0
11549,Liver,Intermediate,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 60 min,1,,,50597,N,1,,CHEMBL626875,,BAO_0000218,2107.0
11550,Lung,Intermediate,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 2 min,1,,,50597,N,1,,CHEMBL626876,,BAO_0000218,2048.0
11551,Lung,Intermediate,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 30 min,1,,,50597,N,1,,CHEMBL626877,,BAO_0000218,2048.0
11552,Lung,Intermediate,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 60 min,1,,,50597,N,1,,CHEMBL626878,,BAO_0000218,2048.0
11553,Muscle tissue,Intermediate,Biodistribution was measured in rat muscle by injecting the radiolabeled compound intravenously and the value measured after 2 min,1,,,50597,N,1,,CHEMBL626879,,BAO_0000218,2385.0
11554,Plasma,Autocuration,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of monkey after oral administration of 0.05 mmol/kg,1,,,22224,U,0,,CHEMBL626880,,BAO_0000218,1969.0
11555,Plasma,Intermediate,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of mouse after oral administration of 0.05 mmol/kg,1,,,50594,N,1,,CHEMBL626881,,BAO_0000218,1969.0
11556,Plasma,Intermediate,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of rat after oral administration of 0.05 mmol/kg,1,,,50597,N,1,,CHEMBL626882,,BAO_0000218,1969.0
11557,Plasma,Intermediate,Peak plasma concentration was measured in dogs,1,,,50588,N,1,,CHEMBL626883,,BAO_0000218,1969.0
11558,,Intermediate,Pharmacokinetic Parameter (Cmax) was evaluated at 10 mg/kg (p.o.) in Wistar rats,1,,,50597,N,1,,CHEMBL626884,,BAO_0000218,
11559,,Intermediate,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given intravenously at dose 15 mg/kg,1,,,50597,N,1,,CHEMBL626885,,BAO_0000218,
11560,,Intermediate,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given peroral at dose 30 mg/kg,1,,,50597,N,1,,CHEMBL626886,,BAO_0000218,
11561,,Intermediate,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given peroral at dose 80 mg/kg,1,,,50597,N,1,,CHEMBL626887,,BAO_0000218,
11562,,Intermediate,Pharmacokinetic parameter (Cmax) was evaluated at 10 mg/kg (p.o.) in Wistar rats,1,,,50597,N,1,,CHEMBL626888,,BAO_0000218,
11563,,Intermediate,Pharmacokinetic parameter Cmax determined after intravenous administration of 15 mg/kg to dog,1,,,50588,N,1,,CHEMBL626889,,BAO_0000218,
11564,,Autocuration,Pharmacokinetic parameter Cmax determined after intravenous administration of 25 mg/kg to monkey,1,,,22224,U,0,,CHEMBL626761,,BAO_0000218,
11565,,Intermediate,Pharmacokinetic parameter Cmax determined after intravenous administration of 30 mg/kg abd antacid (CaCO3 dosed orally 10 min prior to and 60 min postdosing) to dog,1,,,50588,N,1,,CHEMBL626762,,BAO_0000218,
11566,,Intermediate,Pharmacokinetic parameter Cmax determined after intravenous administration of 30 mg/kg to dog,1,,,50588,N,1,,CHEMBL626763,,BAO_0000218,
11567,,Intermediate,Pharmacokinetic parameter Cmax determined after intravenous administration of 50 mg/kg to rat,1,,,50597,N,1,,CHEMBL626764,,BAO_0000218,
11568,,Intermediate,Pharmacokinetic parameter Cmax determined after intravenous administration of 60 mg/kg to rat,1,,,50597,N,1,,CHEMBL626765,,BAO_0000218,
11569,,Intermediate,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to dog,1,,,50588,N,1,,CHEMBL626766,,BAO_0000218,
11570,,Intermediate,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to rat,1,,,50597,N,1,,CHEMBL626767,,BAO_0000218,
11571,,Intermediate,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to rat; No levels,1,,,50597,N,1,,CHEMBL626768,,BAO_0000218,
11572,,Intermediate,Pharmacokinetic parameter Cmax determined after peroral administration of 15 mg/kg to dog,1,,,50588,N,1,,CHEMBL626769,,BAO_0000218,
11573,,Intermediate,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to dog,1,,,50588,N,1,,CHEMBL874463,,BAO_0000218,
11574,,Autocuration,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to monkey,1,,,22224,U,0,,CHEMBL626770,,BAO_0000218,
11575,,Autocuration,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to monkey; No levels,1,,,22224,U,0,,CHEMBL626771,,BAO_0000218,
11576,,Intermediate,Pharmacokinetic parameter Cmax determined after peroral administration of 50 mg/kg to rat,1,,,50597,N,1,,CHEMBL626772,,BAO_0000218,
11577,,Intermediate,Pharmacokinetic parameter Cmax for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,1,,,100710,N,1,,CHEMBL626773,,BAO_0000218,
11578,,Intermediate,Pharmacokinetic parameter Cmax for the compound was evaluated in nude mice after oral administration. ,1,,,50594,N,1,,CHEMBL626774,,BAO_0000218,
11579,,Intermediate,Pharmacokinetic parameter Cmax has been determined in fed Beagle dogs at a dose of 375 mg/kg,1,,,50588,N,1,,CHEMBL626775,,BAO_0000218,
11580,,Intermediate,Pharmacokinetic parameter Cmax has been determined in fed Beagle dogs at a dose of 500 mg/kg,1,,,50588,N,1,,CHEMBL626776,,BAO_0000218,
11581,,Intermediate,Maximum concentration (Cmax) in rat when administered orally,1,,,50597,N,1,,CHEMBL626777,,BAO_0000218,
11582,Plasma,Autocuration,Maximal concentration in monkey plasma after 25 mg/kg oral dose,1,,,22224,U,0,,CHEMBL626778,,BAO_0000218,1969.0
11583,,Autocuration,"Mean Cmax in rats after 5 mg/kg oral dose, range (0.17-0.20)",1,,,22224,U,0,,CHEMBL626779,,BAO_0000218,
11584,,Autocuration,"Mean Cmax in rats after 5 mg/kg oral dose, range (0.4-0.8)",1,,,22224,U,0,,CHEMBL626780,,BAO_0000218,
11585,Plasma,Autocuration,Cmax in rat plasma after single 5 mg/kg oral cassette gavage dose,1,,,22224,U,0,,CHEMBL626781,,BAO_0000218,1969.0
11586,,Intermediate,Pharmacokinetic profile Cmax was evaluated in rats,1,,,50597,N,1,,CHEMBL632164,,BAO_0000218,
11587,,Intermediate,Pharmacokinetic property(Cmax- maximum concentration) after oral administration in dog (25 mg/kg),1,,,50588,N,1,,CHEMBL632165,,BAO_0000218,
11588,,Intermediate,Pharmacokinetic property(Cmax- maximum concentration) after oral administration in mice (50 mg/kg),1,,,50594,N,1,,CHEMBL632166,,BAO_0000218,
11589,,Intermediate,Pharmacokinetic property(Cmax- maximum concentration) after oral administration to dog (25 mg/kg),1,,,50588,N,1,,CHEMBL632167,,BAO_0000218,
11590,,Intermediate,Pharmacokinetic property(Cmax- maximum concentration) after oral administration to mice (50 mg/kg),1,,,50594,N,1,,CHEMBL632168,,BAO_0000218,
11591,Plasma,Autocuration,Cmax in rat plasma,1,,,22224,U,0,,CHEMBL632169,,BAO_0000218,1969.0
11592,Plasma,Intermediate,Cmax in dog plasma after 30mg/kg oral dose,1,,,50588,N,1,,CHEMBL632170,,BAO_0000218,1969.0
11593,Plasma,Intermediate,Cmax in rat plasma after 30mg/kg oral dose,1,,,50597,N,1,,CHEMBL632171,,BAO_0000218,1969.0
11594,Plasma,Intermediate,Plasma level in rats at 30 mg/kg,1,,,50597,N,1,,CHEMBL632172,,BAO_0000218,1969.0
11595,Plasma,Intermediate,Tested for maximum plasma concentration in mice,1,,,50594,N,1,,CHEMBL632173,,BAO_0000218,1969.0
11596,,Intermediate,"The Cmax value in female wistar rat at 100 mg/kg, p.o. dose",1,,,50597,N,1,,CHEMBL632174,,BAO_0000218,
11597,,Intermediate,The Cmax values in female wistar rats.,1,,,50597,N,1,,CHEMBL632175,,BAO_0000218,
11598,Plasma,Intermediate,The Peak plasma concentration was measured in dogs after oral administration of 1 mg/kg dose,1,,,50588,N,1,,CHEMBL632176,,BAO_0000218,1969.0
11599,Plasma,Intermediate,The Peak plasma concentration was measured in rats after oral administration of 1 mg/kg dose,1,,,50597,N,1,,CHEMBL632177,,BAO_0000218,1969.0
11600,Plasma,Intermediate,The compound tested for maximum observed plasma concentration in rats and is expressed in microgram/mL.,1,,,50597,N,1,,CHEMBL632178,,BAO_0000218,1969.0
11601,,Intermediate,The compound was tested for Cmax value pharmacokinetic parameter in the male Sprague-Dawley rat.,1,,,50597,N,1,,CHEMBL632179,,BAO_0000218,
11602,Blood,Intermediate,The compound was tested for maximum blood level reached in rats at 15.9 uM/kg after peroral administration.,1,,,50597,N,1,,CHEMBL632180,,BAO_0000218,178.0
11603,Blood,Intermediate,The compound was tested for maximum blood level reached in rats at 15.9 uM/Kg after intravenous administration.,1,,,50597,N,1,,CHEMBL632181,,BAO_0000218,178.0
11604,Blood,Intermediate,The compound was tested for maximum blood level reached in rats at 15.9 uM/Kg after peroral administration.,1,,,50597,N,1,,CHEMBL632182,,BAO_0000218,178.0
11605,Blood,Autocuration,The maximum concentration observed (Cmax) in the blood sample at indicated time point (tmax) at a dose 50 mg/Kg administered orally in mice.,1,,,22224,U,0,,CHEMBL632183,,BAO_0000218,178.0
11606,,Intermediate,The maximum concentration of the compound was measured in dog at dose 5 mg/kg after peroral administration.,1,,,50588,N,1,,CHEMBL632184,,BAO_0000218,
11607,,Intermediate,The maximum concentration of the compound was measured in rat at dose 1 mg/kg after peroral administration.,1,,,50597,N,1,,CHEMBL874470,,BAO_0000218,
11608,,Intermediate,"Distribution in rat skin 15 min after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL631302,,BAO_0000218,
11609,,Intermediate,"Distribution in rat skin 1 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL631303,,BAO_0000218,
11610,,Intermediate,"Distribution in rat skin 2 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL631304,,BAO_0000218,
11611,,Intermediate,"Distribution in rat skin 30 min after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL631305,,BAO_0000218,
11612,,Intermediate,"Distribution in rat skin 4 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL631306,,BAO_0000218,
11613,,Intermediate,"Distribution in rat skin 5 min after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL631307,,BAO_0000218,
11614,,Intermediate,"Distribution in rat skin 6 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL631308,,BAO_0000218,
11615,,Intermediate,"Distribution in rat skin 8 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625557,,BAO_0000218,
11616,Spleen,Intermediate,"Distribution in rat spleen 15 min after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625558,,BAO_0000218,2106.0
11617,Spleen,Intermediate,"Distribution in rat spleen 1 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625559,,BAO_0000218,2106.0
11618,Spleen,Intermediate,"Distribution in rat spleen 2 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625560,,BAO_0000218,2106.0
11619,Spleen,Intermediate,"Distribution in rat spleen 30 min after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625561,,BAO_0000218,2106.0
11620,Spleen,Intermediate,"Distribution in rat spleen 4 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625562,,BAO_0000218,2106.0
11621,Spleen,Intermediate,"Distribution in rat spleen 5 min after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL875320,,BAO_0000218,2106.0
11622,Spleen,Intermediate,"Distribution in rat spleen 6 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625563,,BAO_0000218,2106.0
11623,Spleen,Intermediate,"Distribution in rat spleen 8 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625564,,BAO_0000218,2106.0
11624,Uterus,Intermediate,"Distribution in rat uterus 15 min after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625565,,BAO_0000218,995.0
11625,Uterus,Intermediate,"Distribution in rat uterus 1 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625566,,BAO_0000218,995.0
11626,Uterus,Intermediate,"Distribution in rat uterus 2 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625567,,BAO_0000218,995.0
11627,Uterus,Intermediate,"Distribution in rat uterus 30 min after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL625568,,BAO_0000218,995.0
11628,Uterus,Intermediate,"Distribution in rat uterus 4 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL628217,,BAO_0000218,995.0
11629,Uterus,Intermediate,"Distribution in rat uterus 5 min after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL628218,,BAO_0000218,995.0
11630,Uterus,Intermediate,"Distribution in rat uterus 6 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL628219,,BAO_0000218,995.0
11631,Uterus,Intermediate,"Distribution in rat uterus 8 hr after intravenous administration, injected dose/gm",1,,,50597,N,1,,CHEMBL628220,,BAO_0000218,995.0
11632,,Autocuration,Distribution in the blood after 120 min of intravenous administration,1,,,22224,U,0,,CHEMBL628221,,BAO_0000019,
11633,,Autocuration,Distribution in the blood after 15 min of intravenous administration,1,,,22224,U,0,,CHEMBL628222,,BAO_0000019,
11634,,Autocuration,Distribution in the blood after 30 min of intravenous administration,1,,,22224,U,0,,CHEMBL628223,,BAO_0000019,
11635,,Autocuration,Distribution in the blood after 5 min of intravenous administration,1,,,22224,U,0,,CHEMBL628224,,BAO_0000019,
11636,,Autocuration,Distribution in the blood after 60 min of intravenous administration,1,,,22224,U,0,,CHEMBL628225,,BAO_0000019,
11637,,Autocuration,Distribution in the blood after 90 min of intravenous administration,1,,,22224,U,0,,CHEMBL628226,,BAO_0000019,
11638,,Autocuration,Distribution in the bone after 120 min of intravenous administration,1,,,22224,U,0,,CHEMBL628227,,BAO_0000019,
11639,,Autocuration,Distribution in the bone after 15 min of intravenous administration,1,,,22224,U,0,,CHEMBL875481,,BAO_0000019,
11640,,Autocuration,Distribution in the bone after 30 min of intravenous administration,1,,,22224,U,0,,CHEMBL628228,,BAO_0000019,
11641,,Autocuration,Distribution in the bone after 5 min of intravenous administration,1,,,22224,U,0,,CHEMBL628229,,BAO_0000019,
11642,,Autocuration,Distribution in the bone after 60 min of intravenous administration,1,,,22224,U,0,,CHEMBL628230,,BAO_0000019,
11643,,Autocuration,Distribution in the bone after 90 min of intravenous administration,1,,,22224,U,0,,CHEMBL628231,,BAO_0000019,
11644,,Autocuration,Distribution in the heart after 120 min of intravenous administration,1,,,22224,U,0,,CHEMBL628232,,BAO_0000019,
11645,,Autocuration,Distribution in the heart after 15 min of intravenous administration,1,,,22224,U,0,,CHEMBL628233,,BAO_0000019,
11646,,Autocuration,Distribution in the heart after 30 min of intravenous administration,1,,,22224,U,0,,CHEMBL628234,,BAO_0000019,
11647,,Autocuration,Distribution in the heart after 5 min of intravenous administration,1,,,22224,U,0,,CHEMBL628235,,BAO_0000019,
11648,,Autocuration,Distribution in the heart after 60 min of intravenous administration,1,,,22224,U,0,,CHEMBL628236,,BAO_0000019,
11649,,Autocuration,Distribution in the heart after 90 min of intravenous administration,1,,,22224,U,0,,CHEMBL628237,,BAO_0000019,
11650,,Autocuration,Distribution in the kidneys after 120 min of intravenous administration,1,,,22224,U,0,,CHEMBL628238,,BAO_0000019,
11651,,Autocuration,Distribution in the kidneys after 15 min of intravenous administration,1,,,22224,U,0,,CHEMBL628239,,BAO_0000019,
11652,,Autocuration,Distribution in the kidneys after 30 min of intravenous administration,1,,,22224,U,0,,CHEMBL628240,,BAO_0000019,
11653,,Autocuration,Distribution in the kidneys after 5 min of intravenous administration,1,,,22224,U,0,,CHEMBL628241,,BAO_0000019,
11654,,Autocuration,Distribution in the kidneys after 60 min of intravenous administration,1,,,22224,U,0,,CHEMBL628242,,BAO_0000019,
11655,,Autocuration,Distribution in the kidneys after 90 min of intravenous administration,1,,,22224,U,0,,CHEMBL875482,,BAO_0000019,
11656,,Autocuration,Distribution in the liver after 120 min of intravenous administration,1,,,22224,U,0,,CHEMBL628243,,BAO_0000019,
11657,,Autocuration,Distribution in the liver after 15 min of intravenous administration,1,,,22224,U,0,,CHEMBL628244,,BAO_0000019,
11658,,Autocuration,Distribution in the liver after 30 min of intravenous administration,1,,,22224,U,0,,CHEMBL628245,,BAO_0000019,
11659,,Autocuration,Distribution in the liver after 5 min of intravenous administration,1,,,22224,U,0,,CHEMBL628246,,BAO_0000019,
11660,,Autocuration,Distribution in the liver after 60 min of intravenous administration,1,,,22224,U,0,,CHEMBL628247,,BAO_0000019,
11661,,Autocuration,Distribution in the liver after 90 min of intravenous administration,1,,,22224,U,0,,CHEMBL628248,,BAO_0000019,
11662,,Autocuration,Distribution in the lung after 120 min of intravenous administration,1,,,22224,U,0,,CHEMBL628249,,BAO_0000019,
11663,,Intermediate,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in solution, iv and the total drug exposure was determined. (0-24hr)",1,,,50594,N,1,,CHEMBL625452,,BAO_0000218,
11664,,Intermediate,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in solution, perorally and the total drug exposure was determined (0-24hr)",1,,,50594,N,1,,CHEMBL625453,,BAO_0000218,
11665,,Intermediate,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, micronized free base in 20% HPbetaCD, iv and the total drug exposure was determined. (0-24hr)",1,,,50594,N,1,,CHEMBL625454,,BAO_0000218,
11666,,Intermediate,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, micronized free base in 20% HPbetaCD, perorally and the total drug exposure was determined (0-24hr)",1,,,50594,N,1,,CHEMBL623844,,BAO_0000218,
11667,,Intermediate,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 1 mg/kg (normalized to a 1 mg/kg dose) in rat,1,,,50597,N,1,,CHEMBL623845,,BAO_0000218,
