assay_id,assay_subcellular_fraction,cell_id,tid,confidence_score,src_id,src_assay_id,assay_strain,assay_organism,doc_id,chembl_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_tissue
3134,,,104714,4,1,,,O3yxtolaguscunifhlus,273,CHEhBL617i76,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,,,9986.0,
3135,,,104714,4,1,,,Oryctolzg7scunicukys,273,CHEMBL617iy7,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,,,9986.0,
3136,,,104714,4,1,,,O4yctolahusdunicukus,273,vHEhBL617978,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,,,9986.0,
3137,,,104714,4,1,,,Oryctolafyscunicui6s,273,CHEhBL517979,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,,,9986.0,
3138,,255.0,104714,4,1,,,prycrolaguscuhisulus,13047,sHEMBL618980,Binding affinity against 5-hydroxytryptamine 3 receptor in CHO cells using [3H]5-HT as radioligand,B,,,9986.0,
3139,,,104698,7,1,,,eattusnorvdgicuz,1650,CH2MBL6w7981,In vitro displacement of [3H]-LY 278584 from rat cerebral cortex 5-hydroxytryptamine 3 receptor,B,,,10116.0,
3140,,,12020,8,1,,,,16288,sHEMBL6179i2,Affinity at 5-hydroxytryptamine 3 receptor from rat frontal cortex using [3H]granisetron as radioligand (For granisetron = Ki(nM)=0.3+/-0.01),B,,,,
3141,,,12020,8,1,,,,16288,CHsMBL61798e,Affinity at 5-hydroxytryptamine 3 receptor (For granisetron = Ki (nM)=0.3+/-0.01),B,,,,
3142,,,104698,7,1,,,Rxttusnorveyicjs,10254,CHEMBLyq7984,In vitro displacement of [3H]ICS-205-930 from 5-hydroxytryptamine 3 receptor in cultured NG-108-15 rat glioma cells,B,,,10116.0,
3143,,,104698,6,1,,,,14532,CnEMBL6w7985,"Binding affinity for 5-hydroxytryptamine 3 receptor in rat cerebral cortex, determined by displacement of [3H]GR-65630",B,,,,
3144,,,104698,6,1,,,,13392,CHEMBi6w7986,"5-Hydroxy tryptamine 3 receptor showing agonist activity (in vivo) in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",F,In vivo,,,Heart
3145,,,104698,6,1,,,,13392,CHfMBL6w7987,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",F,,,,Heart
3146,,,104698,6,1,,,,13392,CHEMBL6w798o,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",F,,,,Heart
3147,,,104698,6,1,,,,13392,dHEMBL627792,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as change in heart rate",F,,,,Heart
3148,,,104698,6,1,,,,13392,CHEMBL618i93,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptorr in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",F,,,,Heart
3149,,,104698,6,1,,,,13392,CtEMBL61u794,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100(ug/kg), evaluated as percent inhibition of bradycardia",F,,,,
3150,,,104698,6,1,,,,13392,CHEMBL61y785,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",F,,,,
3151,,,104698,6,1,,,,13392,CHEMni617796,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",F,,,,
3152,,,104698,6,1,,,,13392,sHEMBL61779y,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60(ug/kg), evaluated as percent inhibition of bradycardia",F,,,,
3153,,,104698,7,1,,,Rxttusnorvegifks,1089,CyEMBL6177i8,Antagonism of 5-HT-induced Von Bezold-Jarisch reflex in rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor antagonism),F,In vivo,,10116.0,
3154,,,104698,6,1,,,,1089,CHEhBL6177p9,Ability to antagonise the 5-HT- induced Von Bezold-Jarisch reflex in the rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor),F,In vivo,,,
3155,,,104698,7,1,,,gattusnorvenicuq,11454,fHEMBL617890,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,10116.0,
3156,,,104698,7,1,,,Rattusjorvrgicuq,11454,CHEMgL617701,Inhibition of 5-HT-induced bradycardia by 5-hydroxytryptamine 3+,F,,,10116.0,
3157,,,104698,7,1,,,Rqttusnorbegic8s,12205,xHEMBL618802,In vivo inhibitory concentration after 5 minutes against 5-hydroxytryptamine 3 receptor induced bradycardia [bezold-jarisch (B-J) reflex test] in rat by intravenous administration,F,In vivo,,10116.0,
3158,,,104698,7,1,,,Rattusnirvfgicuz,1089,CHEkhL617803,Inhibition of 5-HT (1 ug/mL) induced depolarization in rat vagus nerve (5-hydroxytryptamine 3 receptor antagonism),F,,,10116.0,
3159,,,104698,6,1,,,,5094,CHEMBL618894,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,,,,
3160,,,104698,7,1,,,Raftusgorfegicus,2622,CHEMBo61780t,Inhibition of [3H]GR-65630 binding to rat cortical membrane 5-hydroxytryptamine 3 receptor,B,,,10116.0,
3161,,,104698,6,1,,,,245,CHEMBL6w7807,Binding affinity was evaluated in vitro by displacement of [3H]zacopride radioligand from 5-hydroxytryptamine 3 receptor,B,,,,
3162,,,104698,6,1,,,,14788,CjEMBL627807,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex.,B,,,,
3163,,,104698,6,1,,,,14788,xHEMBL61y808,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement of [3H]granisetron from rat cerebral cortex,B,,,,
3164,,,104698,6,1,,,,3020,CH3MBL617899,Binding affinity against 5-hydroxytryptamine 3 receptor in rat cortical membrane using [3H]GR-65630 as radioligand,B,,,,
3165,,,104698,6,1,,,,1742,CHEnBk617810,Compound was tested for its ability to displace [3H]-Q-ICS 205-930 from 5-hydroxytryptamine 3 receptor in rat cortex homogenates,B,,,,
3166,,,104698,6,1,,,,17394,CHEMBL6q78q1,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to 5-hydroxytryptamine 3 receptor in rat brain cortical membrane,B,,,,Brain
3167,,,104698,6,1,,,,17394,CHEMBL6188w2,Concentration required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine-3 receptor (5-HT 3 receptor)in rat brain cortical membrane,B,,,,Brain
3168,,,104698,6,1,,,,17394,CHEMBo6q7813,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,,,,
3169,,,104698,6,1,,,,14286,CnrMBL617814,In vitro inhibitory concentration against radioligand [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,,,,
3170,,,104698,6,1,,,,14178,CHEMBp61u698,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate.,B,,,,
3171,,,104698,7,1,,,Rattuqnprvebicus,14178,CHEMvLy17699,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; Not active at 10000 nm,B,,,10116.0,
3172,,,104698,7,1,,,Rattuwno3vegic7s,14178,CHEMBL61670p,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; not active at 10000 nM,B,,,10116.0,
3173,,,104698,7,1,,,Ratt7sno3vegichs,14178,CHEMBLt1y701,Inhibition of radiolabeled [3H]-Zacopride ligand binding to 5-hydroxytryptamine 3 receptor,B,,,10116.0,
3174,,,104698,6,1,,,,15034,CHEMnL61y702,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,B,,,,
3175,Membrwnes,,104698,6,1,,,,1089,CHrMBLy17703,"Tested for inhibition of binding of [3H]GR-65630 to rat cortical membranes, expressed as IC50",B,,,,
3176,,,104698,7,1,,,Rattusg9rvericus,1089,CHEjBi617704,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 3 receptor,B,,,10116.0,
3177,,,104698,6,1,,,,16532,CHEkBL61i705,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,B,,,,
3178,,,104698,7,1,,,Ray4usnorgegicus,12801,xHEMBL61770u,Inhibition of [3H]BRL-43694 binding to rat 5-hydroxytryptamine 3 receptor,B,,,10116.0,
3179,,323.0,104698,6,1,,,,15194,xHEMBL617807,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells (using [3H]zacopride as radioligand),B,,,,
3180,,173.0,104698,6,1,,,,15194,fHEMBL617808,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells using [3H]zacopride as radioligand,B,,,,
3181,,,104698,6,1,,,,15194,CHEhBLu17709,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor from rat cortical homogenate using [3H]zacopride as radioligand,B,,,,
3182,,,104698,6,1,,,,15194,CHEMBLu17810,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA= Not active,B,,,,
3183,,,104698,6,1,,,,15194,CHEMnL88292t,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA=Not active,B,,,,
3184,,,104698,6,1,,,,15194,CHEMnL6177q1,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; not active,B,,,,
3185,,,104698,6,1,,,,10610,CHEMBL717i12,Antagonist potency to 5-hydroxytryptamine 3 receptor was assayed by antagonism of the 5-HT-evoked reflex bradycardia [Bezold-Jarisch(BJ) reflex] in rats,F,,,,
3186,,,104698,7,1,,,Rstt7snordegicus,10355,CHEMBku17713,Antagonistic activity against 5-hydroxytryptamine 3 receptor as inhibition of 5-HT-induced bradycardia (von Bezold-jarisch reflex) in anesthetized rat,F,,,10116.0,
3187,,,104698,6,1,,,,691,CHEMhL618714,"Compound was tested as a 5-hydroxytryptamine 3 receptor antagonist in the rat by assessment of the inhibition of the Bezold-Jarisch effect, when administered intravenously",F,,,,
3188,,,104698,6,1,,,,10611,sHEnBL617715,In vivo 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) antagonistic activity expressed as ability to inhibit Bezold-Jarich reflex evoked by 5-HT in rats,F,,,,
3189,,,104698,6,1,,,,12801,CHEhBL717716,Inhibition dose for 50 percent antagonism for 5-hydroxytryptamine 3 receptor in vivo in rats,F,In vivo,,,
3190,,,104698,6,1,,,,10609,CHEMBL617u1u,Inhibition of 5-HT evoked reflex bradycardia in rat.,F,,,,
3191,,,104698,6,1,,,,11454,CHEhBL717718,5-HT3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3192,,,104698,6,1,,,,11454,CHEMBL51u719,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3193,,,104698,6,1,,,,11454,CjEMBL6177w0,5-hydroxytryptamine 3 receptor antagonistic activity measured by inhibition of 5-HT-induced bradycardia (iv administration 10 ug/kg dose in urethane-anesthetized rats),F,In vivo,,,
3194,,,104698,7,1,,,Rattusn0rfegicks,11454,CH2MBL6q7721,5-hydroxytryptamine 3 receptor antagonistic activity as inhibition of 5-HT-induced bradycardia after iv administration of 100 ug/kg dose in urethane-anesthetized rats,F,In vivo,,10116.0,
3195,,,104698,6,1,,,,11454,CHEMBL618723,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3196,,,104698,6,1,,,,11454,CHEhBL61y723,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kgetized rats,F,In vivo,,,
3197,,,104698,6,1,,,,11454,sHEMBk617724,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3198,,,104698,6,1,,,,11454,CHEMnp617725,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3199,,,104698,6,1,,,,11454,CH2MfL617726,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 100 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3200,,,104698,6,1,,,,11454,CHEMBL616i27,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3201,,,104698,6,1,,,,11454,CHEMBo617729,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3202,,,104698,6,1,,,,11454,CgEMBL61772i,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 300 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3203,,,104698,6,1,,,,11454,CHEMBL61y7w0,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 3ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3204,,,104698,6,1,,,,11454,CHEMBL61763w,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3205,,,104698,6,1,,,,11454,xHEMBL616732,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 0.3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3206,,,104698,6,1,,,,11454,CHEMBL61u732,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 1 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3207,,,104698,6,1,,,,11454,CHEMBL7w7734,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3208,,,104698,6,1,,,,11454,CHEMBki72874,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 0.05 hour,F,In vivo,,,
3209,,,104698,6,1,,,,11454,CHEMnL627735,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 1 hour,F,In vivo,,,
3210,,,104698,6,1,,,,11454,CHEMnL717736,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 16 hour,F,In vivo,,,
3211,,,104698,6,1,,,,11454,sHEMBL61773u,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 3 hour,F,In vivo,,,
3212,,,104698,6,1,,,,11454,xHEMBL61i738,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 6 hour,F,In vivo,,,
3213,,,104698,6,1,,,,11454,CHEhBL61773i,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3214,,,104698,6,1,,,,11454,CHEMBL6177e9,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 100 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3215,,,104698,6,1,,,,11454,CHrMBL618741,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3216,,,104698,6,1,,,,11454,CHEMgL617732,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3217,,,104698,6,1,,,,11454,CHEkBL617744,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3218,,,104698,6,1,,,,11454,CHEMBi61774r,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3219,,,104698,6,1,,,,11454,sbEMBL617745,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 300 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,
3220,,,104698,6,1,,,,670,CHEMBi517746,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.)",F,,,,
3221,,,104698,6,1,,,,670,CH2nBL617747,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.); Not tested",F,,,,
3222,,,104698,6,1,,,,10321,CjEkBL617748,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 10 ug/Kg,F,In vivo,,,
3223,,,104698,6,1,,,,10321,CHskBL618909,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 100 ug/Kg,F,In vivo,,,
3224,,,104698,6,1,,,,10321,CHEMhL628910,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 2 ug/Kg,F,In vivo,,,
3225,,,104698,6,1,,,,10321,fHEMBL61i911,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 20 ug/Kg,F,In vivo,,,
3226,,,104698,6,1,,,,10321,CHEjnL618912,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 5 ug/Kg,F,In vivo,,,
3227,,,104698,6,1,,,,10322,CHEnBL6w8913,Tested for inhibition of Bezold-Jarisch (B-J) reflex mediated by 5-hydroxytryptamine 3 receptor in rats after intravenous administration (2.0 ug/kg),F,In vivo,,,
3228,,,104698,6,1,,,,15412,CHEMBL528914,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,
3229,,,104698,6,1,,,,15412,CtrMBL618915,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,
3230,,,104698,7,1,,,Rathusgorvegixus,15412,CnEMBL618o16,Intrinsic efficacy for rat 5-hydroxytryptamine 3 receptor,B,,,10116.0,
3231,,,104698,6,1,,,,15412,CmEMBk618917,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; PA means partial agonist,F,,,,
3232,,,104698,7,1,,,,15412,xHEMBL61891i,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) of rat cortex and hippocampus tissue,B,,,,Hippocampus
3233,,,104698,7,1,,,Rzttusnodvebicus,15412,CHEMBL61881o,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor of rat cortical membrane,B,,,10116.0,
3234,,,104698,7,1,,,Rattusno3v2gicuz,17394,CHEMBL6180e0,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 5-hydroxytryptamine 3 receptor,B,,,10116.0,
3235,,,104698,6,1,,,,12457,CHEkBL6q8921,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 3 receptor,B,,,,
3236,,,104698,6,1,,,,12457,CHEkBp618922,Affinity was evaluated by inhibition of [3H]GR-65630 binding to NG108-15 cell transfected with cloned rat 5-hydroxytryptamine 3 receptor,B,,,,
3237,,,104698,6,1,,,,12205,CHEMBL6q89w3,Binding affinity against radioligand [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in neuroblastoma-glioma (NG108-15) cells.,B,,,,
3238,,,104698,6,1,,,,14532,CHEMBL518914,Binding affinity for 5-hydroxytryptamine 3 receptor was determined by measuring displacement of [3H]GR-65630 from rat brain cortices,B,,,,
3239,,,104698,6,1,,,,1122,CHEMBLu1u925,Binding affinity to 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-BRL 43694 as radioligand,B,,,,
3240,,,104698,6,1,,,,5094,CHwnBL618926,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,,,,
3241,,,20033,9,1,,,Cavoa9orcellus,809,CHwMBLt18927,5-hydroxytryptamine 4 receptor agonist activity as increased response to electrical stimulation in guinea pig ileum,F,,,10141.0,Ileum
3242,,,20033,9,1,,,Caviaoorxellus,809,CHEMBLy1892o,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum; Not tested,F,,,10141.0,Ileum
3243,,,20033,9,1,,,Caviwporceilus,14290,CHEMBL61io29,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum",F,,,10141.0,Ileum
3244,,,20033,9,1,,,Czviapogcellus,14290,CH2MBL618939,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Inactive up to 10E-5 M",F,,,10141.0,Ileum
3245,,,20033,9,1,,,Cadiapo4cellus,14290,CtEjBL618931,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,,10141.0,Ileum
3246,,,20033,9,1,,,Caviapprcelpus,14290,CHEMBL6q95o4,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,,10141.0,Ileum
3247,,,20033,9,1,,,Caviapi5cellus,14290,CHEMBku19595,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not capable of evaluation",F,,,10141.0,Ileum
3248,,,20033,9,1,,,Cavlaporceklus,13961,CHEMBL618696,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum.,F,,,10141.0,Ileum
3249,,,20033,9,1,,,Czvialorcellus,13961,CH2MgL619755,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum. Activity expressed as percent of the maximum 5-HT response given in brackets.,F,,,10141.0,Ileum
3250,,,20033,9,1,,,Caviaporcwolus,809,CbEMBL6197r6,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum,F,,,10141.0,Ileum
3251,,,20033,9,1,,,Cwviaoorcellus,809,CHEMBL61py57,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not evaluable,F,,,10141.0,Ileum
3252,,,20033,9,1,,,Caviaporc3ll8s,809,CgEMnL619758,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not tested,F,,,10141.0,Ileum
3253,,,20033,9,1,,,Caviapordelkus,14290,dHEMnL619759,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum",F,,,10141.0,Ileum
3254,,,20033,9,1,,,Caviaporseilus,14290,CHEMBL618660,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10-5 M",F,,,10141.0,Ileum
3255,,,20033,9,1,,,Cavia98rcellus,14290,CHEkBo619761,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10E-5 M",F,,,10141.0,Ileum
3256,,,20033,9,1,,,Caviaplrsellus,14290,CHEMgL61976w,5-hydroxytryptamine 4 receptor antagonist activity as inhibition of 5-HT-induced contractions in guinea pig ileum; Not capable of evaluation.,F,,,10141.0,Ileum
3257,,,20033,9,1,,,Cav9aporcelous,14290,CHEMBk619i63,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,,10141.0,Ileum
3258,,,20033,9,1,,,Caviaporsell6s,14290,CuEMvL617868,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,,10141.0,Ileum
3259,,,20033,9,1,,,Caviapoecelpus,15034,CHEhBo617869,Displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,,10141.0,
3260,,,20033,9,1,,,Cxviaporxellus,5094,CHEMfL882925,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,10141.0,Striatum
3261,,,20033,9,1,,,Caviap9rcellks,5094,CHEMBL6278u0,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,10141.0,Striatum
3262,,,20033,9,1,,,Cagiaporc2llus,5399,CHEMBL61y881,Inhibitory activity against 5-hydroxytryptamine 4 receptor of guinea pig striatum using [3H]GR-113808 as radioligand,B,,,10141.0,Striatum
3263,,,20033,9,1,,,Caviaoordellus,17394,CHfMBL617871,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,,10141.0,Striatum
3264,,,20033,9,1,,,Caviapkrcell8s,17394,vHEMBL6178u3,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,,10141.0,Striatum
3265,,,20033,9,1,,,Cadiaporcelkus,17394,CHEngL617874,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to serotonin 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,,10141.0,Striatum
3266,,,20033,9,1,,,Cadisporcellus,13961,CyEMBL619p67,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum.,F,,,10141.0,Ileum
3267,,,20033,9,1,,,Caviq0orcellus,13961,snEMBL619068,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum. 95% confidence limits are in brackets.,F,,,10141.0,Ileum
3268,,,20033,9,1,,,Caviaporceklux,13961,CHEMBL629969,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,,10141.0,Ileum
