assay_id,tissue_id,cell_id,chembl_id,curated_by,src_assay_id,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,src_id,bao_format,variant_id
6192,,646.0,CHEMBL619602,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6193,,646.0,CHEMBL619603,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6194,,646.0,CHEMBL619604,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6195,,646.0,CHEMBL619605,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6196,,,CHEMBL619606,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6197,,,CHEMBL876032,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6198,,,CHEMBL619607,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6199,,,CHEMBL619608,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6200,,,CHEMBL619609,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6201,1969.0,,CHEMBL619610,Intermediate,,Plasma,,,50588,N,1,1,BAO_0000218,
6202,178.0,,CHEMBL619611,Intermediate,,Blood,,,50588,N,1,1,BAO_0000218,
6203,,,CHEMBL619612,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6204,,,CHEMBL619613,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6205,178.0,,CHEMBL619614,Intermediate,,Blood,,,50588,N,1,1,BAO_0000218,
6206,,,CHEMBL619615,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6207,,,CHEMBL619616,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6208,1969.0,,CHEMBL619617,Intermediate,,Plasma,,,50588,N,1,1,BAO_0000218,
6209,,,CHEMBL619618,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6210,,,CHEMBL876033,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6211,,,CHEMBL619619,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6212,,,CHEMBL619620,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6213,1088.0,,CHEMBL619621,Intermediate,,Urine,,,50588,N,1,1,BAO_0000218,
6214,1088.0,,CHEMBL619622,Intermediate,,Urine,,,50588,N,1,1,BAO_0000218,
6215,1088.0,,CHEMBL618874,Intermediate,,Urine,,,50588,N,1,1,BAO_0000218,
6216,,,CHEMBL618875,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6217,,,CHEMBL618876,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6218,,,CHEMBL618877,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6219,,,CHEMBL618878,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6220,,,CHEMBL618879,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6221,,,CHEMBL618880,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6222,,,CHEMBL618881,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6223,,,CHEMBL618882,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6224,,,CHEMBL624226,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6225,1969.0,,CHEMBL624227,Intermediate,,Plasma,,,50588,N,1,1,BAO_0000218,
6226,,,CHEMBL624228,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6227,,,CHEMBL624229,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6228,,,CHEMBL624230,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6229,,,CHEMBL624231,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6230,,,CHEMBL624232,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6231,,,CHEMBL625127,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6232,,,CHEMBL625128,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6233,,,CHEMBL621675,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6234,,,CHEMBL621676,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6235,,,CHEMBL621677,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6236,,,CHEMBL621678,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6237,,,CHEMBL621679,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6238,,,CHEMBL621680,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6239,,,CHEMBL621681,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6240,,,CHEMBL876740,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6241,,,CHEMBL621682,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6242,,,CHEMBL621683,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6243,,,CHEMBL621684,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6244,,,CHEMBL621685,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6245,,,CHEMBL621686,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6246,,,CHEMBL621687,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6247,,,CHEMBL621688,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6248,,,CHEMBL621689,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6249,,,CHEMBL621690,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6250,,,CHEMBL621691,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6251,,,CHEMBL875941,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6252,,,CHEMBL621692,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6253,,,CHEMBL621693,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6254,,,CHEMBL621694,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6255,948.0,,CHEMBL621695,Intermediate,,Heart,,,50594,N,1,1,BAO_0000218,
6256,948.0,,CHEMBL621696,Intermediate,,Heart,,,50594,N,1,1,BAO_0000218,
6257,2113.0,,CHEMBL621697,Intermediate,,Kidney,,,50594,N,1,1,BAO_0000218,
6258,2113.0,,CHEMBL621698,Intermediate,,Kidney,,,50594,N,1,1,BAO_0000218,
6259,2113.0,,CHEMBL623420,Intermediate,,Kidney,,,50594,N,1,1,BAO_0000218,
6260,2113.0,,CHEMBL623421,Intermediate,,Kidney,,,50594,N,1,1,BAO_0000218,
6261,2113.0,,CHEMBL623422,Intermediate,,Kidney,,,50594,N,1,1,BAO_0000218,
6262,2113.0,,CHEMBL623423,Intermediate,,Kidney,,,50594,N,1,1,BAO_0000218,
6263,2107.0,,CHEMBL623424,Intermediate,,Liver,,,50594,N,1,1,BAO_0000218,
6264,2107.0,,CHEMBL623425,Intermediate,,Liver,,,50594,N,1,1,BAO_0000218,
6265,2107.0,,CHEMBL623426,Intermediate,,Liver,,,50594,N,1,1,BAO_0000218,
6266,2107.0,,CHEMBL623427,Intermediate,,Liver,,,50594,N,1,1,BAO_0000218,
6267,2107.0,,CHEMBL623428,Intermediate,,Liver,,,50594,N,1,1,BAO_0000218,
6268,2107.0,,CHEMBL875947,Intermediate,,Liver,,,50594,N,1,1,BAO_0000218,
6269,2048.0,,CHEMBL623429,Intermediate,,Lung,,,50594,N,1,1,BAO_0000218,
6270,2048.0,,CHEMBL623430,Intermediate,,Lung,,,50594,N,1,1,BAO_0000218,
6271,2048.0,,CHEMBL622588,Intermediate,,Lung,,,50594,N,1,1,BAO_0000218,
6272,2048.0,,CHEMBL622589,Intermediate,,Lung,,,50594,N,1,1,BAO_0000218,
6273,2048.0,,CHEMBL622751,Intermediate,,Lung,,,50594,N,1,1,BAO_0000218,
6274,2048.0,,CHEMBL622752,Intermediate,,Lung,,,50594,N,1,1,BAO_0000218,
6275,,42.0,CHEMBL622753,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6276,,42.0,CHEMBL622647,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6277,,42.0,CHEMBL875163,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6278,,42.0,CHEMBL622648,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6279,,42.0,CHEMBL622649,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6280,955.0,42.0,CHEMBL622650,Intermediate,,Brain,CCRF S-180,,50594,N,1,1,BAO_0000218,
6281,955.0,42.0,CHEMBL622651,Intermediate,,Brain,CCRF S-180,,50594,N,1,1,BAO_0000218,
6282,955.0,42.0,CHEMBL622652,Intermediate,,Brain,CCRF S-180,,50594,N,1,1,BAO_0000218,
6283,955.0,42.0,CHEMBL622653,Intermediate,,Brain,CCRF S-180,,50594,N,1,1,BAO_0000218,
6284,955.0,42.0,CHEMBL622654,Intermediate,,Brain,CCRF S-180,,50594,N,1,1,BAO_0000218,
6285,948.0,42.0,CHEMBL622655,Intermediate,,Heart,CCRF S-180,,50594,N,1,1,BAO_0000218,
6286,948.0,42.0,CHEMBL622656,Intermediate,,Heart,CCRF S-180,,50594,N,1,1,BAO_0000218,
6287,948.0,42.0,CHEMBL622657,Intermediate,,Heart,CCRF S-180,,50594,N,1,1,BAO_0000218,
6288,948.0,42.0,CHEMBL622658,Intermediate,,Heart,CCRF S-180,,50594,N,1,1,BAO_0000218,
6289,948.0,42.0,CHEMBL622659,Intermediate,,Heart,CCRF S-180,,50594,N,1,1,BAO_0000218,
6290,2113.0,42.0,CHEMBL624630,Intermediate,,Kidney,CCRF S-180,,50594,N,1,1,BAO_0000218,
6291,2113.0,42.0,CHEMBL624631,Intermediate,,Kidney,CCRF S-180,,50594,N,1,1,BAO_0000218,
6292,2113.0,42.0,CHEMBL624632,Intermediate,,Kidney,CCRF S-180,,50594,N,1,1,BAO_0000218,
6293,,646.0,CHEMBL624633,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6294,,646.0,CHEMBL624634,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6295,,646.0,CHEMBL624635,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6296,,646.0,CHEMBL624636,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6297,,646.0,CHEMBL857055,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6298,,646.0,CHEMBL624637,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6299,,646.0,CHEMBL624638,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6300,,646.0,CHEMBL874366,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6301,,646.0,CHEMBL624639,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6302,,646.0,CHEMBL624640,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6303,,646.0,CHEMBL624641,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6304,,646.0,CHEMBL624642,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6305,,646.0,CHEMBL624643,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6306,,646.0,CHEMBL624644,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6307,,646.0,CHEMBL624645,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6308,,646.0,CHEMBL619445,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6309,,646.0,CHEMBL839886,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6310,,646.0,CHEMBL619446,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6311,,646.0,CHEMBL619447,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6312,,646.0,CHEMBL619448,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6313,,646.0,CHEMBL619449,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6314,,646.0,CHEMBL619450,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6315,,646.0,CHEMBL619451,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6316,,646.0,CHEMBL619452,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6317,,646.0,CHEMBL619453,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6318,,646.0,CHEMBL874367,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6319,,646.0,CHEMBL619454,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6320,,646.0,CHEMBL619455,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6321,,646.0,CHEMBL619456,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6322,,,CHEMBL619457,Expert,,,,,50191,N,1,1,BAO_0000218,
6323,,,CHEMBL619458,Intermediate,,,,,50192,N,1,1,BAO_0000218,
6324,,,CHEMBL619459,Expert,,,,,50274,N,1,1,BAO_0000218,
6325,,,CHEMBL619460,Expert,,,,,50274,N,1,1,BAO_0000218,
6326,,,CHEMBL619461,Intermediate,,,,,50416,N,1,1,BAO_0000218,
6327,,,CHEMBL619462,Intermediate,,,,,50416,N,1,1,BAO_0000218,
6328,,,CHEMBL620388,Intermediate,,,,,50416,N,1,1,BAO_0000218,
6329,,,CHEMBL620389,Intermediate,,,,,50416,N,1,1,BAO_0000218,
6330,,,CHEMBL620390,Intermediate,,,,,50416,N,1,1,BAO_0000218,
6331,,,CHEMBL620391,Expert,,,,,50416,N,1,1,BAO_0000218,
6332,,,CHEMBL621073,Expert,,,,,50416,N,1,1,BAO_0000218,
6333,,,CHEMBL621074,Intermediate,,,,,50296,N,1,1,BAO_0000218,
6334,,,CHEMBL621075,Intermediate,,,,,50366,N,1,1,BAO_0000218,
6335,,,CHEMBL619554,Intermediate,,,,,50535,N,1,1,BAO_0000218,
6336,,,CHEMBL619555,Intermediate,,,,,50535,N,1,1,BAO_0000218,
6337,,,CHEMBL619556,Intermediate,,,,,50169,N,1,1,BAO_0000218,
6338,,,CHEMBL619557,Intermediate,,,,,50169,N,1,1,BAO_0000218,
6339,,,CHEMBL619558,Intermediate,,,,,50169,N,1,1,BAO_0000218,
6340,,646.0,CHEMBL619559,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6341,,646.0,CHEMBL619560,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6342,,646.0,CHEMBL619561,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6343,,646.0,CHEMBL619562,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6344,,646.0,CHEMBL619563,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6345,,646.0,CHEMBL857457,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6346,,646.0,CHEMBL619564,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6347,,646.0,CHEMBL619565,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6348,,646.0,CHEMBL619566,Intermediate,,,A549,,80682,N,1,1,BAO_0000218,
6349,,646.0,CHEMBL619567,Intermediate,,,A549,,80682,N,1,1,BAO_0000218,
6350,,646.0,CHEMBL619568,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6351,,646.0,CHEMBL619569,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6352,,646.0,CHEMBL619570,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6353,,646.0,CHEMBL619571,Intermediate,,,A549,,80682,N,1,1,BAO_0000218,
6354,,646.0,CHEMBL619572,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6355,,646.0,CHEMBL619573,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6356,,646.0,CHEMBL619574,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6357,,646.0,CHEMBL619575,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6358,,646.0,CHEMBL619576,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6359,,646.0,CHEMBL619577,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6360,,646.0,CHEMBL619578,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6361,,646.0,CHEMBL884009,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6362,,646.0,CHEMBL619579,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6363,,646.0,CHEMBL619580,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6364,,646.0,CHEMBL619581,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6365,,646.0,CHEMBL619582,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6366,,646.0,CHEMBL619583,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6367,,646.0,CHEMBL876502,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6368,,646.0,CHEMBL619584,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6369,,646.0,CHEMBL619585,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6370,,646.0,CHEMBL619586,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6371,,646.0,CHEMBL619587,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6372,,646.0,CHEMBL619588,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6373,,646.0,CHEMBL619589,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6374,,646.0,CHEMBL619590,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6375,,646.0,CHEMBL619591,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6376,,646.0,CHEMBL619592,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6377,,646.0,CHEMBL619593,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6378,,646.0,CHEMBL620217,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6379,,646.0,CHEMBL620218,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6380,,646.0,CHEMBL620219,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6381,,646.0,CHEMBL620220,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6382,,646.0,CHEMBL625141,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6383,,646.0,CHEMBL625142,Expert,,,A549,,80682,N,1,1,BAO_0000219,
6384,,646.0,CHEMBL625143,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6385,,646.0,CHEMBL625144,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6386,,646.0,CHEMBL622474,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6387,,646.0,CHEMBL884104,Intermediate,,,A549,,80682,N,1,1,BAO_0000219,
6388,,,CHEMBL622475,Autocuration,,,,,22226,U,0,1,BAO_0000219,
6389,,,CHEMBL622476,Intermediate,,,,,22224,U,0,1,BAO_0000218,
6390,,,CHEMBL875831,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6391,,,CHEMBL622477,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6392,,,CHEMBL622478,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6393,,,CHEMBL623172,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6394,,,CHEMBL623173,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6395,,,CHEMBL623174,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6396,,,CHEMBL623175,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6397,,,CHEMBL623340,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6398,,,CHEMBL623341,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6399,,,CHEMBL623342,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6400,,,CHEMBL623343,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6401,,,CHEMBL623344,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6402,,,CHEMBL623345,Expert,,,,,50588,N,1,1,BAO_0000218,
6403,,,CHEMBL875832,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6404,,,CHEMBL623346,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6405,,,CHEMBL623347,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6406,,,CHEMBL623348,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6407,,,CHEMBL623349,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6408,,,CHEMBL623350,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6409,,,CHEMBL623351,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6410,,,CHEMBL623352,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6411,,,CHEMBL623353,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6412,,,CHEMBL875833,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6413,,,CHEMBL623354,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6414,,,CHEMBL623355,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6415,,,CHEMBL623356,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6416,,,CHEMBL623357,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6417,,,CHEMBL623358,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6418,,,CHEMBL623359,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6419,,,CHEMBL623360,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6420,,,CHEMBL623361,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6421,,,CHEMBL623362,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6422,,,CHEMBL623363,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6423,,,CHEMBL623364,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6424,,,CHEMBL875834,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6425,,,CHEMBL623365,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6426,,,CHEMBL623366,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6427,,,CHEMBL623367,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6428,,,CHEMBL623368,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6429,,,CHEMBL623369,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6430,,,CHEMBL623370,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6431,,,CHEMBL623371,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6432,,,CHEMBL623372,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6433,,,CHEMBL621351,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6434,,,CHEMBL621352,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6435,,,CHEMBL621353,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6436,,,CHEMBL621354,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6437,,,CHEMBL621355,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6438,,,CHEMBL621356,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6439,,,CHEMBL621357,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6440,,,CHEMBL621358,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6441,,,CHEMBL621359,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6442,,,CHEMBL621360,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6443,,,CHEMBL621361,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6444,,,CHEMBL621362,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6445,,,CHEMBL621363,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6446,,,CHEMBL621364,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6447,,,CHEMBL621166,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6448,,,CHEMBL621167,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6449,,,CHEMBL621168,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6450,,,CHEMBL621169,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6451,,,CHEMBL875950,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6452,,,CHEMBL621170,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6453,,,CHEMBL621171,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6454,,,CHEMBL621172,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6455,,,CHEMBL621173,Intermediate,,,,,50588,N,1,1,BAO_0000218,
6456,2113.0,42.0,CHEMBL621174,Intermediate,,Kidney,CCRF S-180,,50594,N,1,1,BAO_0000218,
6457,2113.0,42.0,CHEMBL621175,Intermediate,,Kidney,CCRF S-180,,50594,N,1,1,BAO_0000218,
6458,2107.0,42.0,CHEMBL621176,Intermediate,,Liver,CCRF S-180,,50594,N,1,1,BAO_0000218,
6459,2107.0,42.0,CHEMBL621177,Intermediate,,Liver,CCRF S-180,,50594,N,1,1,BAO_0000218,
6460,2107.0,42.0,CHEMBL621178,Intermediate,,Liver,CCRF S-180,,50594,N,1,1,BAO_0000218,
6461,2107.0,42.0,CHEMBL621179,Intermediate,,Liver,CCRF S-180,,50594,N,1,1,BAO_0000218,
6462,2107.0,42.0,CHEMBL621180,Intermediate,,Liver,CCRF S-180,,50594,N,1,1,BAO_0000218,
6463,2048.0,42.0,CHEMBL875951,Intermediate,,Lung,CCRF S-180,,50594,N,1,1,BAO_0000218,
6464,2048.0,42.0,CHEMBL621181,Intermediate,,Lung,CCRF S-180,,50594,N,1,1,BAO_0000218,
6465,2048.0,42.0,CHEMBL621182,Intermediate,,Lung,CCRF S-180,,50594,N,1,1,BAO_0000218,
6466,2048.0,42.0,CHEMBL621183,Intermediate,,Lung,CCRF S-180,,50594,N,1,1,BAO_0000218,
6467,2048.0,42.0,CHEMBL621184,Intermediate,,Lung,CCRF S-180,,50594,N,1,1,BAO_0000218,
6468,,42.0,CHEMBL621185,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6469,,42.0,CHEMBL621186,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6470,,42.0,CHEMBL621187,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6471,,42.0,CHEMBL621188,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6472,,42.0,CHEMBL621189,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6473,2106.0,42.0,CHEMBL621190,Intermediate,,Spleen,CCRF S-180,,50594,N,1,1,BAO_0000218,
6474,2106.0,42.0,CHEMBL618520,Intermediate,,Spleen,CCRF S-180,,50594,N,1,1,BAO_0000218,
6475,2106.0,42.0,CHEMBL621739,Intermediate,,Spleen,CCRF S-180,,50594,N,1,1,BAO_0000218,
6476,2106.0,42.0,CHEMBL621740,Intermediate,,Spleen,CCRF S-180,,50594,N,1,1,BAO_0000218,
6477,2106.0,42.0,CHEMBL621741,Intermediate,,Spleen,CCRF S-180,,50594,N,1,1,BAO_0000218,
6478,,42.0,CHEMBL621742,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6479,,42.0,CHEMBL621743,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6480,,42.0,CHEMBL621744,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6481,,42.0,CHEMBL621745,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6482,,42.0,CHEMBL621746,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6483,,42.0,CHEMBL621747,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6484,,42.0,CHEMBL621748,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6485,,42.0,CHEMBL621749,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6486,,42.0,CHEMBL621750,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6487,,42.0,CHEMBL621751,Intermediate,,,CCRF S-180,,50594,N,1,1,BAO_0000218,
6488,948.0,42.0,CHEMBL621752,Intermediate,,Heart,CCRF S-180,,50594,N,1,1,BAO_0000218,
6489,948.0,42.0,CHEMBL621753,Intermediate,,Heart,CCRF S-180,,50594,N,1,1,BAO_0000218,
6490,948.0,42.0,CHEMBL875955,Intermediate,,Heart,CCRF S-180,,50594,N,1,1,BAO_0000218,
