Fiscal year,Branch name,Gender equality (marker),Organisation type,ICT as a tool for development (marker),Urban issues (marker),Bilateral aid (international marker),Section name,Division ID,Division name,Organisation name,Climate change mitigation (marker),Organisation ID,IRTC percent,Project number,CountryRegion percent,FSTC percent,Fund centre ID,Amount spent,Untied amount(Project-level budget),Branch ID,Continent name,Indigenous issues (marker),CIDA business delivery model (old),Children issues (marker),Status,Maximum CIDA contribution (project-level),Section ID,Regional program (marker),Fund centre name,CFLI (marker),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,4000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,4000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,8000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,4000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,8000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,12000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,4000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,4000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,8000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,4000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,8000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,12000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,4000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.05,1.0,4310,4000.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,14400.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,14400.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,14400.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,14400.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,14400.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,14400.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,14400.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,14400.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,4800.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,9600.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
2009/2010,WGM Sub-Saharan Africa,2,Foreign Non-Profit Making,0,1,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Organisation de Coop�ration et de D�veloppement �conomique,0,1001236,0.0,A033266001,0.06,1.0,4310,14400.0,4500000.0,B4200,Africa,0,Directive,0,Closed,4500000.0,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Other PBA,1,0,1,1,0
