assays_ASI,assays_ASOR,assays_DOI,assays_ASSCET,assays_SI,assays_ASST,assays_SASSI,assays_ASTI,assays_TII,assays_CURB,assays_CEI,assays_T,assays_RELATIT,assays_CONFISCO,assays_CHEI,assays_BAFOR,assays_VAI
11616,Rattus norvegicus,8684,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL625558,BAO_0000218,
11617,Rattus norvegicus,8684,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL625559,BAO_0000218,
11618,Rattus norvegicus,8684,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL625560,BAO_0000218,
11619,Rattus norvegicus,8684,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL625561,BAO_0000218,
11620,Rattus norvegicus,8684,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL625562,BAO_0000218,
11621,Rattus norvegicus,8684,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL875320,BAO_0000218,
11622,Rattus norvegicus,8684,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL625563,BAO_0000218,
11623,Rattus norvegicus,8684,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL625564,BAO_0000218,
11624,Rattus norvegicus,8684,,1,A,,Uterus,995.0,Intermediate,,50597,N,1,CHEMBL625565,BAO_0000218,
11625,Rattus norvegicus,8684,,1,A,,Uterus,995.0,Intermediate,,50597,N,1,CHEMBL625566,BAO_0000218,
11626,Rattus norvegicus,8684,,1,A,,Uterus,995.0,Intermediate,,50597,N,1,CHEMBL625567,BAO_0000218,
11627,Rattus norvegicus,8684,,1,A,,Uterus,995.0,Intermediate,,50597,N,1,CHEMBL625568,BAO_0000218,
11628,Rattus norvegicus,8684,,1,A,,Uterus,995.0,Intermediate,,50597,N,1,CHEMBL628217,BAO_0000218,
11629,Rattus norvegicus,8684,,1,A,,Uterus,995.0,Intermediate,,50597,N,1,CHEMBL628218,BAO_0000218,
11630,Rattus norvegicus,8684,,1,A,,Uterus,995.0,Intermediate,,50597,N,1,CHEMBL628219,BAO_0000218,
11631,Rattus norvegicus,8684,,1,A,,Uterus,995.0,Intermediate,,50597,N,1,CHEMBL628220,BAO_0000218,
11632,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628221,BAO_0000019,
11633,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628222,BAO_0000019,
11634,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628223,BAO_0000019,
11635,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628224,BAO_0000019,
11636,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628225,BAO_0000019,
11637,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628226,BAO_0000019,
11638,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628227,BAO_0000019,
11639,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL875481,BAO_0000019,
11640,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628228,BAO_0000019,
11641,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628229,BAO_0000019,
11642,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628230,BAO_0000019,
11643,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628231,BAO_0000019,
11644,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628232,BAO_0000019,
11645,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628233,BAO_0000019,
11646,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628234,BAO_0000019,
11647,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628235,BAO_0000019,
11648,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628236,BAO_0000019,
11649,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628237,BAO_0000019,
11650,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628238,BAO_0000019,
11651,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628239,BAO_0000019,
11652,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628240,BAO_0000019,
11653,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628241,BAO_0000019,
11654,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628242,BAO_0000019,
11655,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL875482,BAO_0000019,
11656,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628243,BAO_0000019,
11657,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628244,BAO_0000019,
11658,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628245,BAO_0000019,
11659,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628246,BAO_0000019,
11660,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628247,BAO_0000019,
11661,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628248,BAO_0000019,
11662,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628249,BAO_0000019,
11663,Mus musculus,14839,,1,A,,,,Intermediate,,50594,N,1,CHEMBL625452,BAO_0000218,
11664,Mus musculus,14839,,1,A,,,,Intermediate,,50594,N,1,CHEMBL625453,BAO_0000218,
11665,Mus musculus,14839,,1,A,,,,Intermediate,,50594,N,1,CHEMBL625454,BAO_0000218,
11666,Mus musculus,14839,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623844,BAO_0000218,
11667,Rattus norvegicus,12178,,1,A,,,,Intermediate,,50597,N,1,CHEMBL623845,BAO_0000218,
11668,Rattus norvegicus,12178,,1,A,,,,Intermediate,,50597,N,1,CHEMBL623846,BAO_0000218,
11669,,12178,,1,A,,,,Autocuration,,22224,U,0,CHEMBL623847,BAO_0000218,
11670,Macaca fascicularis,12186,,1,A,,,,Intermediate,,100710,N,1,CHEMBL623848,BAO_0000218,
11671,Macaca fascicularis,12186,,1,A,,,,Intermediate,,100710,N,1,CHEMBL623849,BAO_0000218,
11672,Macaca fascicularis,12186,,1,A,,,,Intermediate,,100710,N,1,CHEMBL623850,BAO_0000218,
11673,Macaca fascicularis,12186,,1,A,,,,Intermediate,,100710,N,1,CHEMBL623851,BAO_0000218,
11674,Simiiformes,12187,,1,A,,,,Autocuration,,22224,U,0,CHEMBL623852,BAO_0000218,
11675,Mustela putorius furo,12187,,1,A,,,,Intermediate,,50506,N,1,CHEMBL624551,BAO_0000218,
11676,Mustela putorius furo,12187,,1,A,,,,Intermediate,,50506,N,1,CHEMBL624552,BAO_0000218,
11677,Simiiformes,12187,,1,A,,,,Autocuration,,22224,U,0,CHEMBL624553,BAO_0000218,
11678,Simiiformes,12187,,1,A,,,,Autocuration,,22224,U,0,CHEMBL624554,BAO_0000218,
11679,Rattus norvegicus,12187,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624555,BAO_0000218,
11680,Rattus norvegicus,12187,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624741,BAO_0000218,
11681,Canis lupus familiaris,14122,,1,A,,,,Intermediate,,50588,N,1,CHEMBL624742,BAO_0000218,
11682,Cricetinae,14122,,1,A,,,,Intermediate,,100712,N,1,CHEMBL624743,BAO_0000218,
11683,Rattus norvegicus,14122,,1,A,,,,Intermediate,,50597,N,1,CHEMBL877606,BAO_0000218,
11684,,13391,,1,A,,,,Autocuration,,22224,U,0,CHEMBL624744,BAO_0000218,
11685,,13391,,1,A,,Blood,178.0,Autocuration,,22224,U,0,CHEMBL624745,BAO_0000218,
11686,,13391,,1,A,,Blood,178.0,Autocuration,,22224,U,0,CHEMBL624746,BAO_0000218,
11687,,13391,,1,A,,Blood,178.0,Autocuration,,22224,U,0,CHEMBL624747,BAO_0000218,
11688,,16360,,1,A,,,,Autocuration,,22224,U,0,CHEMBL624748,BAO_0000019,
11689,Canis lupus familiaris,3673,,1,A,,,,Intermediate,,50588,N,1,CHEMBL622504,BAO_0000218,
11690,Canis lupus familiaris,14122,,1,A,,,,Intermediate,,50588,N,1,CHEMBL622505,BAO_0000218,
11691,Cricetinae,14122,,1,A,,,,Intermediate,,100712,N,1,CHEMBL622506,BAO_0000218,
11692,Cricetinae,14122,,1,A,,,,Intermediate,,100712,N,1,CHEMBL622507,BAO_0000218,
11693,Rattus norvegicus,14122,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622508,BAO_0000218,
11694,,13889,,1,A,,,,Autocuration,,22224,U,0,CHEMBL622509,BAO_0000019,
11695,Rattus norvegicus,14393,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622510,BAO_0000218,
11696,Rattus norvegicus,17279,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622511,BAO_0000218,
11697,Macaca fascicularis,14548,,1,A,,,,Intermediate,,100710,N,1,CHEMBL622512,BAO_0000218,
11698,Macaca fascicularis,14548,,1,A,,,,Intermediate,,100710,N,1,CHEMBL622513,BAO_0000218,
11699,Macaca fascicularis,14548,,1,A,,,,Intermediate,,100710,N,1,CHEMBL622514,BAO_0000218,
11700,Canis lupus familiaris,14548,,1,A,,,,Intermediate,,50588,N,1,CHEMBL622515,BAO_0000218,
11701,Canis lupus familiaris,14548,,1,A,,,,Intermediate,,50588,N,1,CHEMBL622516,BAO_0000218,
11702,Rattus norvegicus,14548,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622517,BAO_0000218,
11703,Rattus norvegicus,14548,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622518,BAO_0000218,
11704,Rattus norvegicus,14548,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622519,BAO_0000218,
11705,Rattus norvegicus,14608,,1,A,,Muscle tissue,2385.0,Intermediate,,50597,N,1,CHEMBL622520,BAO_0000218,
11706,Rattus norvegicus,14608,,1,A,,Muscle tissue,2385.0,Intermediate,,50597,N,1,CHEMBL622521,BAO_0000218,
11707,Mus musculus,14608,,1,A,,Zone of skin,14.0,Intermediate,,50594,N,1,CHEMBL625113,BAO_0000218,
11708,Rattus norvegicus,14608,,1,A,,Zone of skin,14.0,Intermediate,,50597,N,1,CHEMBL625114,BAO_0000218,
11709,Rattus norvegicus,14608,,1,A,,Zone of skin,14.0,Intermediate,,50597,N,1,CHEMBL874397,BAO_0000218,
11710,Rattus norvegicus,14608,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL625115,BAO_0000218,
11711,Rattus norvegicus,14608,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL625116,BAO_0000218,
11712,Rattus norvegicus,14608,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL623932,BAO_0000218,
11713,Rattus norvegicus,14608,,1,A,,Striatum,2435.0,Intermediate,,50597,N,1,CHEMBL623933,BAO_0000218,
11714,Rattus norvegicus,14608,,1,A,,Striatum,2435.0,Intermediate,,50597,N,1,CHEMBL623934,BAO_0000218,
11715,Rattus norvegicus,14608,,1,A,,Striatum,2435.0,Intermediate,,50597,N,1,CHEMBL623935,BAO_0000218,
11716,Rattus norvegicus,14608,,1,A,,Thyroid gland,2046.0,Intermediate,,50597,N,1,CHEMBL623936,BAO_0000218,
11717,Rattus norvegicus,14608,,1,A,,Thyroid gland,2046.0,Intermediate,,50597,N,1,CHEMBL623937,BAO_0000218,
11718,Rattus norvegicus,14608,,1,A,,Thyroid gland,2046.0,Intermediate,,50597,N,1,CHEMBL623938,BAO_0000218,
11719,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623939,BAO_0000218,
11720,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623940,BAO_0000218,
11721,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623941,BAO_0000218,
11722,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL627216,BAO_0000218,
11723,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623942,BAO_0000218,
11724,Mus musculus,15383,,1,A,,Brain,955.0,Intermediate,,50594,N,1,CHEMBL618793,BAO_0000218,
11725,Mus musculus,15383,,1,A,,Brain,955.0,Intermediate,,50594,N,1,CHEMBL618794,BAO_0000218,
11726,Mus musculus,15383,,1,A,,Brain,955.0,Intermediate,,50594,N,1,CHEMBL618795,BAO_0000218,
11727,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL618796,BAO_0000218,
11728,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL618797,BAO_0000218,
11729,Mus musculus,15383,,1,A,,Kidney,2113.0,Intermediate,,50594,N,1,CHEMBL618798,BAO_0000218,
11730,Mus musculus,15383,,1,A,,Kidney,2113.0,Intermediate,,50594,N,1,CHEMBL618799,BAO_0000218,
11731,Mus musculus,15383,,1,A,,Kidney,2113.0,Intermediate,,50594,N,1,CHEMBL618800,BAO_0000218,
11732,Mus musculus,15383,,1,A,,Kidney,2113.0,Intermediate,,50594,N,1,CHEMBL618801,BAO_0000218,
11733,Mus musculus,15383,,1,A,,Kidney,2113.0,Intermediate,,50594,N,1,CHEMBL618802,BAO_0000218,
11734,Mus musculus,15383,,1,A,,Kidney,2113.0,Intermediate,,50594,N,1,CHEMBL618803,BAO_0000218,
11735,Mus musculus,15383,,1,A,,Liver,2107.0,Intermediate,,50594,N,1,CHEMBL618804,BAO_0000218,
11736,Mus musculus,15383,,1,A,,Liver,2107.0,Intermediate,,50594,N,1,CHEMBL618805,BAO_0000218,
11737,Mus musculus,15383,,1,A,,Liver,2107.0,Intermediate,,50594,N,1,CHEMBL618806,BAO_0000218,
11738,Mus musculus,15383,,1,A,,Liver,2107.0,Intermediate,,50594,N,1,CHEMBL618807,BAO_0000218,
11739,Mus musculus,15383,,1,A,,Liver,2107.0,Intermediate,,50594,N,1,CHEMBL618808,BAO_0000218,
11740,Mus musculus,15383,,1,A,,Liver,2107.0,Intermediate,,50594,N,1,CHEMBL618809,BAO_0000218,
11741,Mus musculus,15383,,1,A,,Muscle tissue,2385.0,Intermediate,,50594,N,1,CHEMBL618810,BAO_0000218,
11742,Mus musculus,15383,,1,A,,Muscle tissue,2385.0,Intermediate,,50594,N,1,CHEMBL618811,BAO_0000218,
11743,Mus musculus,15383,,1,A,,Muscle tissue,2385.0,Intermediate,,50594,N,1,CHEMBL875844,BAO_0000218,
11744,Mus musculus,15383,,1,A,,Muscle tissue,2385.0,Intermediate,,50594,N,1,CHEMBL618812,BAO_0000218,
11745,Mus musculus,15383,,1,A,,Muscle tissue,2385.0,Intermediate,,50594,N,1,CHEMBL618813,BAO_0000218,
11746,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL618814,BAO_0000218,
11747,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL618815,BAO_0000218,
11748,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL618816,BAO_0000218,
11749,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL618817,BAO_0000218,
11750,Mus musculus,15383,,1,A,,,,Intermediate,,50594,N,1,CHEMBL620544,BAO_0000218,
11751,Rattus norvegicus,15341,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626230,BAO_0000218,
11752,Rattus norvegicus,15341,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626231,BAO_0000218,
11753,Rattus norvegicus,15341,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626232,BAO_0000218,
11754,Canis lupus familiaris,14906,,1,A,,Plasma,1969.0,Intermediate,,50588,N,1,CHEMBL626233,BAO_0000218,
11755,Rattus norvegicus,14906,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL626234,BAO_0000218,
11756,Rattus norvegicus,14906,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL875341,BAO_0000218,
11757,Homo sapiens,14215,,1,A,,Plasma,1969.0,Intermediate,,50587,N,1,CHEMBL626235,BAO_0000218,
11758,Callithrix,14215,,1,A,,Plasma,1969.0,Autocuration,,22224,U,0,CHEMBL626236,BAO_0000218,
11759,Simiiformes,14215,,1,A,,Plasma,1969.0,Autocuration,,22224,U,0,CHEMBL626237,BAO_0000218,
11760,Canis lupus familiaris,14215,,1,A,,Plasma,1969.0,Intermediate,,50588,N,1,CHEMBL626238,BAO_0000218,
11761,Homo sapiens,14215,,1,A,,Plasma,1969.0,Intermediate,,50587,N,1,CHEMBL622412,BAO_0000218,
11762,Rattus norvegicus,14215,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL623114,BAO_0000218,
11763,Callithrix,14215,,1,A,,Plasma,1969.0,Autocuration,,22224,U,0,CHEMBL623115,BAO_0000218,
11764,Simiiformes,14215,,1,A,,Plasma,1969.0,Autocuration,,22224,U,0,CHEMBL623116,BAO_0000218,
11765,Canis lupus familiaris,14215,,1,A,,Plasma,1969.0,Autocuration,,22224,U,0,CHEMBL623117,BAO_0000218,
11766,Homo sapiens,14215,,1,A,,Plasma,1969.0,Intermediate,,50587,N,1,CHEMBL623118,BAO_0000218,
11767,Rattus norvegicus,14215,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL623119,BAO_0000218,
11768,Rattus norvegicus,14215,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL623120,BAO_0000218,
11769,Homo sapiens,14215,,1,A,,Plasma,1969.0,Intermediate,,50587,N,1,CHEMBL623286,BAO_0000218,
11770,Rattus norvegicus,14067,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL623287,BAO_0000218,
11771,Rattus norvegicus,12350,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL623288,BAO_0000218,
11772,Rattus norvegicus,14813,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL623289,BAO_0000218,
11773,,12536,,1,A,,,,Autocuration,,22224,U,0,CHEMBL623290,BAO_0000218,
11774,Canis lupus familiaris,14169,,1,A,,Plasma,1969.0,Intermediate,,50588,N,1,CHEMBL623291,BAO_0000218,
11775,Rattus norvegicus,14169,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL623292,BAO_0000218,
11776,Canis lupus familiaris,15604,,1,A,,Plasma,1969.0,Intermediate,,50588,N,1,CHEMBL623293,BAO_0000218,
11777,Simiiformes,15604,,1,A,,Plasma,1969.0,Autocuration,,22224,U,0,CHEMBL623294,BAO_0000218,
11778,Rattus norvegicus,15604,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL623295,BAO_0000218,
11779,Mus musculus,14387,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623296,BAO_0000218,
11780,Mus musculus,15115,,1,A,,,,Intermediate,,50594,N,1,CHEMBL875349,BAO_0000218,
11781,Simiiformes,15115,,1,A,,,,Autocuration,,22224,U,0,CHEMBL623297,BAO_0000019,
11782,Simiiformes,15115,,1,A,,,,Autocuration,,22224,U,0,CHEMBL623298,BAO_0000019,
11783,Simiiformes,15115,,1,A,,,,Autocuration,,22224,U,0,CHEMBL623299,BAO_0000019,
11784,Rattus norvegicus,16359,,1,A,,,,Intermediate,,50597,N,1,CHEMBL623300,BAO_0000218,
11785,Mus musculus,12829,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623301,BAO_0000218,
11786,Mus musculus,12829,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623302,BAO_0000218,
11787,Mus musculus,12829,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623303,BAO_0000218,
11788,Mus musculus,12829,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623304,BAO_0000218,
11789,Mus musculus,12829,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623305,BAO_0000218,
11790,Rattus norvegicus,15137,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL623306,BAO_0000218,
11791,Rattus norvegicus,15137,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL623307,BAO_0000218,
11792,Rattus norvegicus,15137,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL623308,BAO_0000218,
11793,Mus musculus,15137,,1,A,,Plasma,1969.0,Intermediate,,50594,N,1,CHEMBL623309,BAO_0000218,
11794,Mus musculus,13509,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623310,BAO_0000218,
11795,Mus musculus,13509,,1,A,,,,Intermediate,,50594,N,1,CHEMBL623311,BAO_0000218,
11796,Macaca fascicularis,13509,,1,A,,,,Intermediate,,100710,N,1,CHEMBL623312,BAO_0000218,
11797,Mus musculus,13509,,1,A,,,,Intermediate,,50594,N,1,CHEMBL875350,BAO_0000218,
11798,Mus musculus,13509,,1,A,,,,Intermediate,,50594,N,1,CHEMBL628635,BAO_0000218,
11799,Rattus norvegicus,12064,,1,A,,,,Intermediate,,50597,N,1,CHEMBL628636,BAO_0000218,
11800,Rattus norvegicus,12064,,1,A,,,,Intermediate,,50597,N,1,CHEMBL628637,BAO_0000218,
11801,Rattus norvegicus,12064,,1,A,,,,Intermediate,,50597,N,1,CHEMBL628058,BAO_0000218,
11802,Rattus norvegicus,10677,,1,A,,,,Intermediate,,50597,N,1,CHEMBL628059,BAO_0000218,
11803,Rattus norvegicus,10677,,1,A,,,,Intermediate,,50597,N,1,CHEMBL628060,BAO_0000218,
11804,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628061,BAO_0000019,
11805,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628062,BAO_0000019,
11806,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628063,BAO_0000019,
11807,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628064,BAO_0000019,
11808,,8926,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628065,BAO_0000019,
11809,,8926,,1,A,,Muscle tissue,2385.0,Autocuration,,22224,U,0,CHEMBL628066,BAO_0000019,
11810,,8926,,1,A,,Muscle tissue,2385.0,Autocuration,,22224,U,0,CHEMBL628067,BAO_0000019,
11811,Mus musculus,8926,,1,A,,Muscle tissue,2385.0,Intermediate,,50594,N,1,CHEMBL874646,BAO_0000218,
11812,,8926,,1,A,,Muscle tissue,2385.0,Autocuration,,22224,U,0,CHEMBL628068,BAO_0000019,
11813,,8926,,1,A,,Muscle tissue,2385.0,Autocuration,,22224,U,0,CHEMBL628069,BAO_0000019,
11814,,8926,,1,A,,Muscle tissue,2385.0,Autocuration,,22224,U,0,CHEMBL628070,BAO_0000019,
11815,,8926,,1,A,,Spleen,2106.0,Autocuration,,22224,U,0,CHEMBL628071,BAO_0000019,
11816,,8926,,1,A,,Spleen,2106.0,Autocuration,,22224,U,0,CHEMBL628072,BAO_0000019,
11817,,8926,,1,A,,Spleen,2106.0,Autocuration,,22224,U,0,CHEMBL628073,BAO_0000019,
11818,,8926,,1,A,,Spleen,2106.0,Autocuration,,22224,U,0,CHEMBL628074,BAO_0000019,
11819,,8926,,1,A,,Spleen,2106.0,Autocuration,,22224,U,0,CHEMBL628075,BAO_0000019,
11820,,8926,,1,A,,Spleen,2106.0,Autocuration,,22224,U,0,CHEMBL628076,BAO_0000019,
11821,Rattus norvegicus,7570,,1,A,,Adrenal cortex,1235.0,Intermediate,,50597,N,1,CHEMBL628077,BAO_0000218,
11822,Rattus norvegicus,7570,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL628078,BAO_0000218,
11823,Rattus norvegicus,7570,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL628079,BAO_0000218,
11824,Rattus norvegicus,7570,,1,A,,Female gonad,992.0,Intermediate,,50597,N,1,CHEMBL628080,BAO_0000218,
11825,Rattus norvegicus,7570,,1,A,,Thyroid gland,2046.0,Intermediate,,50597,N,1,CHEMBL628081,BAO_0000218,
11826,Rattus norvegicus,7570,,1,A,,Adrenal cortex,1235.0,Intermediate,,50597,N,1,CHEMBL628082,BAO_0000218,
11827,Rattus norvegicus,7570,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL874647,BAO_0000218,
11828,Rattus norvegicus,7570,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL626406,BAO_0000218,
11829,Rattus norvegicus,7570,,1,A,,Female gonad,992.0,Intermediate,,50597,N,1,CHEMBL626407,BAO_0000218,
11830,Rattus norvegicus,7570,,1,A,,Thyroid gland,2046.0,Intermediate,,50597,N,1,CHEMBL626408,BAO_0000218,
11831,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL626409,BAO_0000218,
11832,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL626410,BAO_0000218,
11833,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL626411,BAO_0000218,
11834,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL626412,BAO_0000218,
11835,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL626413,BAO_0000218,
11836,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL626414,BAO_0000218,
11837,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL626415,BAO_0000218,
11838,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL626416,BAO_0000218,
11839,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627062,BAO_0000218,
11840,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627063,BAO_0000218,
11841,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627064,BAO_0000218,
11842,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627227,BAO_0000218,
11843,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627228,BAO_0000218,
11844,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627229,BAO_0000218,
11845,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL625792,BAO_0000218,
11846,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL625793,BAO_0000218,
11847,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL625794,BAO_0000218,
11848,Rattus norvegicus,8608,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL625795,BAO_0000218,
11849,Mus musculus,13792,,1,A,,,,Intermediate,,50594,N,1,CHEMBL625796,BAO_0000218,
11850,Canis lupus familiaris,13376,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625797,BAO_0000218,
11851,Canis lupus familiaris,13376,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625798,BAO_0000218,
11852,,14380,,1,A,,,,Autocuration,,22224,U,0,CHEMBL875613,BAO_0000218,
11853,,14380,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625799,BAO_0000218,
11854,,14380,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625800,BAO_0000218,
11855,,14380,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625801,BAO_0000218,
11856,,14380,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625802,BAO_0000218,
11857,,14380,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625803,BAO_0000218,
11858,,14380,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625804,BAO_0000019,
11859,,14380,,1,A,,,,Autocuration,,22224,U,0,CHEMBL622530,BAO_0000218,
