Fiscal year,CountryRegion name,Organisation ID,Indigenous issues (marker),Branch name,Sector percent,Organisation type,Section ID,Children issues (marker),Project Browser country ID,Biodiversity (marker),Continent name,Sector ID,Organisation class,Division ID,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Division name,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,Cuba,1000484,0,NGM Americas,0.1,Canadian Profit Making,S4450,0,CU,0,America,22020,Civil Society,D4400,A033609001,Closed,2813789.22,B4400,NDD Americas Programming,Cuba,0,4450,Cuba,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Cuba,1000484,0,NGM Americas,0.5,Canadian Profit Making,S4450,0,CU,0,America,31210,Civil Society,D4400,A033609001,Closed,2813789.22,B4400,NDD Americas Programming,Cuba,0,4450,Cuba,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Cuba,1000484,0,NGM Americas,0.4,Canadian Profit Making,S4450,0,CU,0,America,31220,Civil Society,D4400,A033609001,Closed,2813789.22,B4400,NDD Americas Programming,Cuba,0,4450,Cuba,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Ethiopia,1001306,0,WGM Sub-Saharan Africa,1.0,Foreign Non-Profit Making,S4227,2,ET,0,Africa,12220,Multilateral,D4270,A033618001,Terminating,19200000.0,B4200,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,19200000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,1
2009/2010,Afghanistan,1001304,0,OGM Asia Pacific,1.0,Foreign Non-Profit Making,S4141,0,AF,0,Asia,15110,Multilateral,D4100,A033621001,Closed,5000000.0,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,5000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1001244,0,KFM Partnership for Develop. Innovation,1.0,Canadian Non-Profit Making,S6222,0,X1,0,Africa,11420,Civil Society,D6220,A033624002,Closed,4901800.93,B6100,KED Engaging Canadians,Education and Knowledge,0,6162,Volunteers Cooperation Agencies,4901800.93,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Americas MC,1001244,0,KFM Partnership for Develop. Innovation,1.0,Canadian Non-Profit Making,S6222,0,X2,0,America,11420,Civil Society,D6220,A033624002,Closed,4901800.93,B6100,KED Engaging Canadians,Education and Knowledge,0,6162,Volunteers Cooperation Agencies,4901800.93,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Asia MC,1001244,0,KFM Partnership for Develop. Innovation,1.0,Canadian Non-Profit Making,S6222,0,X3,0,Asia,11420,Civil Society,D6220,A033624002,Closed,4901800.93,B6100,KED Engaging Canadians,Education and Knowledge,0,6162,Volunteers Cooperation Agencies,4901800.93,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Europe MC,1001244,0,KFM Partnership for Develop. Innovation,1.0,Canadian Non-Profit Making,S6222,0,X4,0,Europe,11420,Civil Society,D6220,A033624002,Closed,4901800.93,B6100,KED Engaging Canadians,Education and Knowledge,0,6162,Volunteers Cooperation Agencies,4901800.93,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Afghanistan,1001223,0,OGM Asia Pacific,0.15,Canadian Profit Making,S4141,0,AF,0,Asia,15110,Civil Society,D4100,A033627001,Closed,43949516.92,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,43949516.92,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Afghanistan,1001223,0,OGM Asia Pacific,0.75,Canadian Profit Making,S4141,0,AF,0,Asia,31140,Civil Society,D4100,A033627001,Closed,43949516.92,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,43949516.92,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Afghanistan,1001223,0,OGM Asia Pacific,0.1,Canadian Profit Making,S4141,0,AF,0,Asia,31181,Civil Society,D4100,A033627001,Closed,43949516.92,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,43949516.92,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Afghanistan,10010,0,OGM Asia Pacific,0.2,Canadian Non-Profit Making,S4141,0,AF,0,Asia,31130,Governmental,D4100,A033627PRE,Closed,447569.66,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,447569.66,0.199999996,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Afghanistan,10010,0,OGM Asia Pacific,0.8,Canadian Non-Profit Making,S4141,0,AF,0,Asia,73010,Governmental,D4100,A033627PRE,Closed,447569.66,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,447569.66,0.199999996,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ghana,1014860,0,WGM Sub-Saharan Africa,0.3,Foreign Non-Profit Making,S4253,0,GH,0,Africa,15110,Civil Society,D4207,A033634002,Closed,464006.77,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,464006.77,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ghana,1014860,0,WGM Sub-Saharan Africa,0.7,Foreign Non-Profit Making,S4253,0,GH,0,Africa,15151,Civil Society,D4207,A033634002,Closed,464006.77,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,464006.77,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ghana,10050,0,WGM Sub-Saharan Africa,0.2,Canadian Non-Profit Making,S4253,0,GH,0,Africa,15110,Governmental,D4207,A033635001,Operational,5000000.0,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,5000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Ghana,1008469,0,WGM Sub-Saharan Africa,0.2,Canadian Non-Profit Making,S4253,0,GH,0,Africa,15110,Governmental,D4207,A033635001,Operational,5000000.0,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,5000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Ghana,10050,0,WGM Sub-Saharan Africa,0.3,Canadian Non-Profit Making,S4253,0,GH,0,Africa,15111,Governmental,D4207,A033635001,Operational,5000000.0,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,5000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Ghana,1008469,0,WGM Sub-Saharan Africa,0.3,Canadian Non-Profit Making,S4253,0,GH,0,Africa,15111,Governmental,D4207,A033635001,Operational,5000000.0,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,5000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Ghana,10050,0,WGM Sub-Saharan Africa,0.2,Canadian Non-Profit Making,S4253,0,GH,0,Africa,15112,Governmental,D4207,A033635001,Operational,5000000.0,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,5000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Ghana,1008469,0,WGM Sub-Saharan Africa,0.2,Canadian Non-Profit Making,S4253,0,GH,0,Africa,15112,Governmental,D4207,A033635001,Operational,5000000.0,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,5000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Ghana,10050,0,WGM Sub-Saharan Africa,0.1,Canadian Non-Profit Making,S4253,0,GH,0,Africa,15150,Governmental,D4207,A033635001,Operational,5000000.0,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,5000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Ghana,1008469,0,WGM Sub-Saharan Africa,0.1,Canadian Non-Profit Making,S4253,0,GH,0,Africa,15150,Governmental,D4207,A033635001,Operational,5000000.0,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,5000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Ghana,10050,0,WGM Sub-Saharan Africa,0.2,Canadian Non-Profit Making,S4253,0,GH,0,Africa,31110,Governmental,D4207,A033635001,Operational,5000000.0,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,5000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Ghana,1008469,0,WGM Sub-Saharan Africa,0.2,Canadian Non-Profit Making,S4253,0,GH,0,Africa,31110,Governmental,D4207,A033635001,Operational,5000000.0,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,5000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Sri Lanka,10050,0,OGM Asia Pacific,0.5,Canadian Non-Profit Making,S4141,0,LK,0,Asia,15110,Governmental,D4100,A033639001,Closed,216000.0,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4118,Sri Lanka,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Sri Lanka,10050,0,OGM Asia Pacific,0.5,Canadian Non-Profit Making,S4141,0,LK,0,Asia,15160,Governmental,D4100,A033639001,Closed,216000.0,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4118,Sri Lanka,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1000852,0,KFM Partnership for Develop. Innovation,1.0,Canadian Non-Profit Making,S6219,0,X1,0,Africa,15152,Civil Society,D6214,A033645001,Closed,571083.43,B6100,KGD Sustainable Economic Growth Partner.,Public Institutions & Elections,0,6219,Public Institutions & Elections,571083.43,0.500000009,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ghana,10050,0,WGM Sub-Saharan Africa,0.2,Canadian Non-Profit Making,S4253,1,GH,0,Africa,12261,Governmental,D4207,A033661001,Closed,488781.09,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,488781.09,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ghana,10050,0,WGM Sub-Saharan Africa,0.5,Canadian Non-Profit Making,S4253,1,GH,0,Africa,15150,Governmental,D4207,A033661001,Closed,488781.09,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,488781.09,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ghana,10050,0,WGM Sub-Saharan Africa,0.3,Canadian Non-Profit Making,S4253,1,GH,0,Africa,31120,Governmental,D4207,A033661001,Closed,488781.09,B4200,WWD West & Central Africa,Ghana Program Section,0,4254,Ghana,488781.09,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BF,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BF,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BF,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BF,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BF,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BF,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BF,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BF,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BJ,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BJ,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BJ,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BJ,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BJ,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BJ,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BJ,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,BJ,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CI,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CI,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CI,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CI,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CI,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CI,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CI,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CI,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CV,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CV,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CV,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CV,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CV,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CV,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CV,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,CV,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GH,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GH,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GH,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GH,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GH,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GH,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GH,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GH,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GM,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GM,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GM,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GM,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GM,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GM,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
