assay_type,assay_cell_type,cell_id,assay_test_type,assay_category,tissue_id,assay_strain,confidence_score,assay_tax_id,tid,src_id,curated_by,src_assay_id,variant_id,assay_id,assay_subcellular_fraction,doc_id,relationship_type,chembl_id,bao_format,assay_tissue,description,assay_organism
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5628,,6535,N,CHEMBL875942,BAO_0000218,,Plasma clearance in dog after administration of 1 mg/kg iv,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5629,,6535,N,CHEMBL624451,BAO_0000218,,Plasma clearance in dogs,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5630,,5542,N,CHEMBL624452,BAO_0000218,,Plasma clearance by iv administration in dog at a dose of 0.3 mg/kg,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5631,,5199,N,CHEMBL624453,BAO_0000218,,Plasma clearance was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5632,,16907,N,CHEMBL624454,BAO_0000218,,Plasma clearance after 15 mg/kg iv dose in Dogs,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5633,,16907,N,CHEMBL624455,BAO_0000218,,Plasma clearance after 30 mg/kg po dose in Dogs,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5634,,16367,N,CHEMBL624456,BAO_0000218,,Plasma administration to dogs,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5635,,5505,N,CHEMBL624457,BAO_0000218,,Plasma clearance was determined,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5636,,6215,N,CHEMBL624458,BAO_0000218,,Systemic clearance after intravenous administration (0.5 mg/kg) was determined in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5637,,1466,N,CHEMBL624459,BAO_0000218,,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in dog,Canis lupus familiaris
A,,,In vitro,,2107.0,,2,9606.0,102164,1,Intermediate,,,5638,Microsomes,5007,S,CHEMBL624460,BAO_0000251,Liver,Intrinsic clearance in human liver microsomes,Homo sapiens
A,,,In vitro,,2107.0,,2,9606.0,102164,1,Intermediate,,,5639,Microsomes,5007,S,CHEMBL624461,BAO_0000251,Liver,Intrinsic clearance in human liver microsomes,Homo sapiens
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5640,,16452,N,CHEMBL875943,BAO_0000218,,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5641,,16452,N,CHEMBL624462,BAO_0000218,,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5642,,16452,N,CHEMBL624463,BAO_0000218,,Clearance in dog (dose 1 mg/kg i.v.),Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5643,,6221,N,CHEMBL624464,BAO_0000218,,Plasma clearance after oral administration (2.5 mg/kg) in dog was determined,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5644,,5007,N,CHEMBL624465,BAO_0000218,,Plasma clearance in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5645,,5668,N,CHEMBL624466,BAO_0000218,,Plasma clearance after peroral administration at 10 mpk in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5646,,5668,N,CHEMBL624467,BAO_0000218,,Plasma clearance after peroral administration at 5 mpk in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5647,,5668,N,CHEMBL624468,BAO_0000218,,Plasma clearance after peroral administration at 5 mg/kg in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5648,,15660,N,CHEMBL624469,BAO_0000218,,Plasma clearance was measured in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5649,,15660,N,CHEMBL624470,BAO_0000218,,Plasma clearance was measured in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5650,,5983,N,CHEMBL624471,BAO_0000218,,Pharmacokinetic property (CLtot) was measured in dog at the dose of 0.032 mg/kg i.v.,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5651,,5600,N,CHEMBL624472,BAO_0000218,,Total clearance was determined after 0.1 mg/kg iv administration in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5652,,17764,N,CHEMBL622775,BAO_0000218,,Clearance of compound after intravenous administration in dogs at 1.2 uM/kg,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5653,,6039,N,CHEMBL622776,BAO_0000218,,Clearance after intravenous administration of 0.5 mg/kg in dog was determined,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5654,,6039,N,CHEMBL622777,BAO_0000218,,Clearance after intravenous administration of 1.0 mg/kg in dog was determined,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5655,,6039,N,CHEMBL622778,BAO_0000218,,Clearance after peroral administration of 0.2 mg/kg in dog was determined,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5656,,4368,N,CHEMBL622779,BAO_0000218,,Clearance by intravenous administration of 1.2 mg/kg in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5657,,4305,N,CHEMBL622780,BAO_0000218,,Clearance by iv administration in dogs at a dose of 1 mg/kg,Canis lupus familiaris
A,,,In vivo,,1969.0,,1,9615.0,50588,1,Intermediate,,,5658,,1918,N,CHEMBL622781,BAO_0000218,Plasma,Clearance value was evaluated in dog plasma,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5659,,6005,N,CHEMBL622782,BAO_0000218,,Clearance was evaluated after i.v. administration in dog at a dose of 1 mg/kg,Canis lupus familiaris
A,,,In vivo,,1969.0,,1,9615.0,50588,1,Intermediate,,,5660,,4839,N,CHEMBL622783,BAO_0000218,Plasma,Compound was tested for plasma clearance in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5661,,4239,N,CHEMBL622784,BAO_0000218,,Pharmacokinetic property (Plasma clearance) was measured in dog,Canis lupus familiaris
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5662,,17729,N,CHEMBL622785,BAO_0000218,,Area under curve when injected perorally in mice at a dose of 50 mg/kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5663,,17728,N,CHEMBL622786,BAO_0000218,,Area under curve when injected perorally in BALB/C mice at a dose of 50 mg/kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5664,,5302,N,CHEMBL622787,BAO_0000218,,Area under curve value in mouse at a dose of 10 mg/kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5665,,5506,N,CHEMBL875949,BAO_0000218,,Area under curve was determined at a dose of 100 mg/kg (i.p.) in Mice,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5666,,5506,N,CHEMBL622788,BAO_0000218,,Area under curve was determined at a dose of 200 mg/kg (i.p.) in Mice,Mus musculus
F,,,,,,,1,10090.0,50594,1,Intermediate,,,5667,,17764,N,CHEMBL622789,BAO_0000218,,Area under curve was determined for compound after intraperitoneal administration in mice at 18 uM/kg,Mus musculus
F,,,,,,,1,10090.0,50594,1,Intermediate,,,5668,,17764,N,CHEMBL622790,BAO_0000218,,Area under curve was determined for compound after intraperitoneal administration in mice at 23 uM/kg,Mus musculus
F,,,,,,,1,10090.0,50594,1,Intermediate,,,5669,,17764,N,CHEMBL622791,BAO_0000218,,Area under curve was determined for compound after intraperitoneal administration in mice at 25 uM/kg,Mus musculus
F,,,,,,,1,10090.0,50594,1,Intermediate,,,5670,,17764,N,CHEMBL622792,BAO_0000218,,Area under curve was determined for compound after intraperitoneal administration in mice at 26 uM/kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5671,,17764,N,CHEMBL622793,BAO_0000218,,Area under curve was determined for compound after intravenous administration in mice at 24 uM/kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5672,,17753,N,CHEMBL622794,BAO_0000218,,Area under curve was determined for the compound at 24 mg/Kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5673,,17753,N,CHEMBL622795,BAO_0000218,,Area under curve was determined for the compound at 40 mg/Kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5674,,17753,N,CHEMBL621803,BAO_0000218,,Area under curve was determined for the compound at 5 mg/Kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5675,,3132,N,CHEMBL621804,BAO_0000218,,Area under the curve for the compound is obtained at dose 25 mg/kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5676,,3132,N,CHEMBL621805,BAO_0000218,,Area under the curve for the compound was obtained when tested in mouse,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5677,,17837,N,CHEMBL621806,BAO_0000218,,Area under the curve of compound in mouse blood following i.v. administration of 10 mg/kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5678,,17837,N,CHEMBL621807,BAO_0000218,,Area under the curve of compound in mouse blood following p.o. administration of 30 mg/kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5679,,6062,N,CHEMBL621808,BAO_0000218,,Area under the curve was measured in mouse after an iv dose of 1 mg/kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5680,,4066,N,CHEMBL621809,BAO_0000218,,Area under the curve was determined for the compound at a single subcutaneous administration of 40 mg/kg in mice,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5681,,16597,N,CHEMBL621810,BAO_0000218,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for area under curve (AUCtot),Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5682,,14239,N,CHEMBL875164,BAO_0000218,,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5683,,14239,N,CHEMBL621811,BAO_0000218,,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5684,,4890,N,CHEMBL621812,BAO_0000218,,"Compound was evaluated for the pharmacokinetic parameter, area under curve",Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5685,,429,N,CHEMBL621813,BAO_0000218,,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr ),Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5686,,429,N,CHEMBL621814,BAO_0000218,,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr),Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5687,,5969,N,CHEMBL621815,BAO_0000218,,In vivo area under curve (AUC) was determined in murine septicemia at dose of 100 mg/kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5688,,5969,N,CHEMBL621816,BAO_0000218,,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5689,,5969,N,CHEMBL621817,BAO_0000218,,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5690,,6091,N,CHEMBL621818,BAO_0000218,,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5691,,6091,N,CHEMBL621819,BAO_0000218,,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse;ND=Not determined,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5692,,6091,N,CHEMBL621820,BAO_0000218,,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5693,,6091,N,CHEMBL621821,BAO_0000218,,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice;ND=Not determined,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5694,,6178,N,CHEMBL621822,BAO_0000218,,Pharmacokinetic property (AUC) was determined after ip administration of 32 mg/kg in mice,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5695,,6178,N,CHEMBL619474,BAO_0000218,,Pharmacokinetic property (AUC) was determined after po administration of 32 mg/kg in mice,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5696,,6619,N,CHEMBL619475,BAO_0000218,,"Reduction in area under curve was determined in DIO mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)",Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5697,,6619,N,CHEMBL619476,BAO_0000218,,"Reduction in area under curve was determined in ob/ob mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)",Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5698,,3760,N,CHEMBL619477,BAO_0000218,,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered intravenously in mice",Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5699,,3760,N,CHEMBL619478,BAO_0000218,,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered perorally in mice",Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5700,,3760,N,CHEMBL619479,BAO_0000218,,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered intravenously in mice",Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5701,,3760,N,CHEMBL619480,BAO_0000218,,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered perorally in mice",Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5702,,3192,N,CHEMBL619481,BAO_0000218,,The area under curve in vivo in mouse blood level after oral administration at dose 50 mk/kg e-1,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5703,,3192,N,CHEMBL619482,BAO_0000218,,The area under curve in vivo in mouse blood level after subcutaneous administration at dose 50 mk/kg e-1,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5704,,2675,N,CHEMBL619483,BAO_0000218,,Area under the curve was evaluated in mice after intravenous administration,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5705,,2675,N,CHEMBL619484,BAO_0000218,,Area under the curve was evaluated in mice after oral administration,Mus musculus
A,,,,,1969.0,,1,10090.0,50594,1,Intermediate,,,5706,,16597,N,CHEMBL619485,BAO_0000218,Plasma,AUC total value at a dose of 10 mg/kg intravenous administration in mice.,Mus musculus
A,,,,,1969.0,,1,10090.0,50594,1,Intermediate,,,5707,,16597,N,CHEMBL619486,BAO_0000218,Plasma,AUC total value at a dose of 10 mg/kg peroral administration in mice.,Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5708,,16597,N,CHEMBL619487,BAO_0000218,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for area under curve (AUCtot),Mus musculus
A,,,,,,,1,10090.0,50594,1,Intermediate,,,5709,,17734,N,CHEMBL619488,BAO_0000218,,AUMC after intraperitoneal administration of 100 mg/kg in mice,Mus musculus
A,,,In vivo,,178.0,,1,10090.0,50594,1,Intermediate,,,5710,,7767,N,CHEMBL620106,BAO_0000218,Blood,Biodistribution in blood was determined in mice after iv administration at 15 min Value expressed as percent injected dose per gram,Mus musculus
F,9L,392.0,,,,,1,,80653,1,Intermediate,,,5711,,15345,N,CHEMBL620107,BAO_0000219,,The compound was tested in vitro for anticancer activity against 9L cells,
F,,,,,,,0,10116.0,22226,1,Autocuration,,,5712,,2181,U,CHEMBL620283,BAO_0000019,,Anti proliferation activity determined; Weak effect,Rattus norvegicus
F,,,,,,,0,10116.0,22226,1,Autocuration,,,5713,,2181,U,CHEMBL875176,BAO_0000219,,Inhibition of cell growth by compound at a concentration of 100 uM in 9Ltk+ cells; Completely stopped the process,Rattus norvegicus
F,,,,,,,0,10116.0,22226,1,Autocuration,,,5714,,2181,U,CHEMBL620284,BAO_0000219,,Inhibition of cell growth by compound at a concentration of 10 uM in 9Ltk+ cells,Rattus norvegicus
F,,,,,,,0,10116.0,22226,1,Autocuration,,,5715,,2181,U,CHEMBL623515,BAO_0000219,,Inhibition of cell growth by compound at a concentration of 10 uM in 9Ltk+ cells; Completely stopped the process,Rattus norvegicus
F,,,,,,,0,10090.0,22226,1,Autocuration,,,5716,,10486,U,CHEMBL623516,BAO_0000019,,The cytotoxic activity was in vitro tested by 9PS assay method,Mus musculus
F,,,,,,,0,10090.0,22226,1,Autocuration,,,5717,,10486,U,CHEMBL623517,BAO_0000019,,The cytotoxic activity was in vitro tested by 9PS assay method.,Mus musculus
A,,,,,,,0,,22224,1,Autocuration,,,5718,,15508,U,CHEMBL857878,BAO_0000019,,Partition coefficient (logD6.5),
F,A2780,478.0,,,,,1,9606.0,81034,1,Expert,,,5719,,5242,N,CHEMBL623518,BAO_0000219,,Inhibitory concentration in vitro for cytotoxic activity against A 2780 human ovarian carcinoma cells,Homo sapiens
F,A-375,455.0,,,,,1,9606.0,80018,1,Intermediate,,,5720,,16167,N,CHEMBL624195,BAO_0000219,,Effective concentration against A 375 cell line growth (DFMO concentration is 5.0 mM),Homo sapiens
F,A-431,500.0,,,,,1,9606.0,80852,1,Expert,,,5721,,4782,N,CHEMBL624196,BAO_0000219,,Inhibitory concentration required against A 431 human epidermoid carcinoma cell line,Homo sapiens
F,A-431,500.0,,,,,9,9606.0,9,1,Expert,,,5722,,16093,D,CHEMBL624197,BAO_0000219,,Inhibition of EGF-induced Tyrosine phosphorylation in A431 cells expressing EGF-R,Homo sapiens
F,A498,624.0,,,,,1,9606.0,80021,1,Intermediate,,,5723,,2596,N,CHEMBL624198,BAO_0000219,,Compound was evaluated for in vitro cytotoxicity against A 498 cancer cell line,Homo sapiens
F,A498,624.0,,,,,1,9606.0,80021,1,Intermediate,,,5724,,2596,N,CHEMBL621287,BAO_0000219,,in vitro cytotoxicity against A 498 cancer cell line,Homo sapiens
F,A498,624.0,,,,,1,9606.0,80021,1,Intermediate,,,5725,,3239,N,CHEMBL621288,BAO_0000219,,In vitro cytotoxic activity against renal (A 498) cancer cell line.,Homo sapiens
F,A498,624.0,,,,,1,9606.0,80021,1,Intermediate,,,5726,,1847,N,CHEMBL876496,BAO_0000219,,Cytotoxic activity against A 498 renal cancer cell lines.,Homo sapiens
F,A498,624.0,,,,,1,9606.0,80021,1,Intermediate,,,5727,,10553,N,CHEMBL621289,BAO_0000219,,In vitro cytotoxicity was determined against A 498 human renal tumor cell line using NCI screen,Homo sapiens
F,,,,,,,0,1280.0,22226,1,Autocuration,,,5728,,16219,U,CHEMBL621290,BAO_0000019,,Minimum inhibitory concentration against Staphylococcus aureus A 5177 MLSB-i,Staphylococcus aureus
F,,,,,,,0,1280.0,22226,1,Autocuration,,,5729,,16219,U,CHEMBL621291,BAO_0000019,,Minimum inhibitory concentration against Staphylococcus aureus A 5177 MLSB-i,Staphylococcus aureus
F,,,,,,,0,1280.0,22226,1,Autocuration,,,5730,,16219,U,CHEMBL621292,BAO_0000019,,Minimum inhibitory concentration against Staphylococcus aureus A 5278 MLSB-c,Staphylococcus aureus
F,,,,,,,0,1280.0,22226,1,Autocuration,,,5731,,16219,U,CHEMBL621293,BAO_0000019,,Minimum inhibitory concentration against Staphylococcus aureus A 5278 MLSB-c,Staphylococcus aureus
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5732,,4782,N,CHEMBL621294,BAO_0000219,,Inhibitory concentration required against A 549 lung cancer cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5733,,11805,N,CHEMBL621295,BAO_0000219,,Growth inhibition of A 549 cell line by MTT reduction for 3 days of incubation time,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5734,,11805,N,CHEMBL884007,BAO_0000219,,Growth inhibition of A 549 cell line by MTT reduction for 7 days of incubation time,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5735,,2007,N,CHEMBL621296,BAO_0000219,,In vitro cytotoxicity against lung cancer A 549 cell lines,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5736,,4594,N,CHEMBL621297,BAO_0000219,,Compound was tested for its cytotoxicity against A 549 cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5737,,6018,N,CHEMBL839828,BAO_0000219,,"Cytotoxic activity against A 549 human lung tumor cell line, using sulforhodamine B (SRB) assay.",Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5738,,6018,N,CHEMBL620397,BAO_0000219,,"Cytotoxic activity against A 549 human lung tumor cell line, using sulforhodamine B (SRB) assay.; No data",Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5739,,3599,N,CHEMBL620398,BAO_0000219,,In vitro cytotoxic activity against A 549 (non-small cell lung) using SRB (sulforhodamine B) assay,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5740,,2551,N,CHEMBL620399,BAO_0000219,,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5741,,16132,N,CHEMBL620400,BAO_0000219,,In vitro inhibition of A549 (human lung cancer) cell growth.,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5742,,16132,N,CHEMBL620401,BAO_0000219,,Cytotoxic related antitumor activity against human cancer cell lines A 549; No data available,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5743,,2551,N,CHEMBL620402,BAO_0000219,,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5744,,2551,N,CHEMBL620403,BAO_0000219,,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay; not active (> 100 uM),Homo sapiens
F,,,,,,,0,,22226,1,Autocuration,,,5745,,11913,U,CHEMBL620404,BAO_0000218,,Tested against A II at (100 ng/kg iv) in Dawley rats (n=2). 24 h,
F,,,In vivo,,,,4,,104694,1,Autocuration,,,5746,,12621,H,CHEMBL620405,BAO_0000218,,The duration of action for the % peak inhibition of A II pressor response for dose of 0.1 mg/kg intravenous administration in conscious dogs.,
F,,,In vivo,,,,4,,104694,1,Autocuration,,,5747,,12621,H,CHEMBL620406,BAO_0000218,,The duration of action for the % peak inhibition of A II pressor response for dose of 1.0 mg/kg peroral administration in rhesus monkeys.,
F,,,In vivo,,,,4,,104694,1,Autocuration,,,5748,,12621,H,CHEMBL620407,BAO_0000218,,The duration of action for the % peak inhibition of angiotensin II pressor response for dose of 0.1 mg/kg peroral administration in conscious rats.,
F,,,In vivo,,,,4,,104694,1,Autocuration,,,5749,,12621,H,CHEMBL620408,BAO_0000218,,The compound was evaluated for the % peak inhibition of A II pressor response for dose of 0.3 mg/kg peroral administration in rhesus monkeys.,
F,,,In vivo,,,,4,,104694,1,Autocuration,,,5750,,12621,H,CHEMBL620409,BAO_0000218,,The compound was evaluated for the percentage of inhibition of A II pressor response in rats for peroral administration.,
F,A498,624.0,,,,,1,9606.0,80021,1,Expert,,,5751,,3600,N,CHEMBL620410,BAO_0000219,,Inhibition of A-498 human Renal cell proliferation,Homo sapiens
F,,,,,,,0,10116.0,22226,1,Autocuration,,,5752,,1796,U,CHEMBL620411,BAO_0000019,,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 0.1 uM",Rattus norvegicus
F,,,,,,,0,10116.0,22226,1,Autocuration,,,5753,,1796,U,CHEMBL620412,BAO_0000019,,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 1 uM",Rattus norvegicus
F,,,,,,,0,10116.0,22226,1,Autocuration,,,5754,,1796,U,CHEMBL876596,BAO_0000019,,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 10 uM",Rattus norvegicus
F,A 172,622.0,,,,,1,9606.0,80012,1,Expert,,,5755,,16464,N,CHEMBL620413,BAO_0000219,,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay,Homo sapiens
F,A 172,622.0,,,,,1,9606.0,80012,1,Intermediate,,,5756,,16464,N,CHEMBL620414,BAO_0000219,,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay; NE is no effect at 1x 10 E-5,Homo sapiens
F,A 172,622.0,,,,,1,9606.0,80012,1,Intermediate,,,5757,,16464,N,CHEMBL620415,BAO_0000219,,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay; NE is no effect at 1x 10 E-5,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5758,,13617,N,CHEMBL620416,BAO_0000219,,Concentration required to inhibit growth of human tumor A549 (NSCL) cell line.,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5759,,4584,N,CHEMBL620417,BAO_0000219,,Concentration which produces 50% inhibition of growth of human lung carcinoma cell line A549,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5760,,13799,N,CHEMBL620418,BAO_0000219,,Cytotoxic activity evaluated against A549 tumor cells,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5761,,16726,N,CHEMBL620419,BAO_0000219,,Cytotoxic potentiation of Topotecan (TP) by the compound in human lung carcinoma A549 cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5762,,16109,N,CHEMBL620420,BAO_0000219,,Cytotoxicity against A549 cells when the drug is exposed for a time of 1 hr,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5763,,16109,N,CHEMBL620421,BAO_0000219,,Cytotoxicity against A549 cells when the drug is exposed for a time of 96 hrs,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5764,,15474,N,CHEMBL620422,BAO_0000219,,Cytotoxicity against A549 tumor cell line determined by WST-1 assay,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5765,,6851,N,CHEMBL620423,BAO_0000219,,Cytotoxicity of compound against A549 cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5766,,17534,N,CHEMBL620424,BAO_0000219,,Cytotoxicity against human lung cell carcinoma A549 cell line,Homo sapiens
