title,year,id,venue,authors
qursed : querying and reporting semistructured data,2002,1278,sigmod conference,"yannis papakonstantinou , michalis petropoulos , vasilis vassalos"
on the costs of multilingualism in database systems,2003,1279,vldb,"a. kumaran , jayant r. haritsa"
wrapper generation for semi-structured internet sources,1997,1280,sigmod record,"craig a. knoblock , naveen ashish"
time series similarity measures and time series indexing,2001,1281,sigmod conference,"gautam das , dimitrios gunopulos"
chair 's message,2000,1282,sigmod record,richard t. snodgrass
dbminer : interactive mining of multiple-level knowledge in relational databases,1996,1283,sigmod conference,"wei wang , krzysztof koperski , yongjian fu , osmar r. zaïane , jenny chiang , jiawei han"
answering complex sql queries using automatic summary tables,2000,1284,sigmod conference,"roberta cochrane , hamid pirahesh , monica urata , markos zaharioudakis , george lapis"
efficient incremental garbage collection for client-server object database systems,1995,1285,vldb,"laurent amsaleg , olivier gruber , michael j. franklin"
user-oriented smart-cache for the web : what you seek is what you get !,1998,1286,sigmod conference,"arnaud sahuguet , raman chandrasekar , zoé lacroix"
maintaining data privacy in association rule mining,2002,1287,vldb,"shariq rizvi , jayant r. haritsa"
merging models based on given correspondences,2003,1288,vldb,"philip a. bernstein , rachel pottinger"
"review of spatial databases with application to gis by philippe rigaux , michel scholl , and agnes voisard . morgan kaufmann 2002",2003,1289,sigmod record,nancy wiegand
an approximate search engine for structural databases,2000,1290,sigmod conference,"kaizhong zhang , qicheng ma , jason tsong-li wang , xinhuan zheng , xiong wang , dennis shasha , zasha weinberg , bruce a. shapiro"
answering queries using views : a survey,2001,1291,vldb j.,alon y. halevy
semcog : an object-based image retrieval system and its visual query interface,1997,1292,sigmod conference,"k. selçuk candan , wen-syan li , kyoji hirata , yoshinori hara"
finding hierarchical heavy hitters in data streams,2003,1293,vldb,"graham cormode , flip korn , s. muthukrishnan , divesh srivastava"
tribeca : a stream database manager for network traffic analysis,1996,1294,vldb,mark sullivan
a complete temporal relational algebra,1996,1295,vldb j.,"debabrata dey , veda c. storey , terence m. barron"
data modelling versus ontology engineering,2002,1296,sigmod record,"mustafa jarrar , peter spyns , robert meersman"
implementing deductive databases by mixed integer programming,1996,1297,acm trans . database syst .,"anil nerode , colin bell , raymond t. ng , v. s. subrahmanian"
evaluation of main memory join algorithms for joins with set comparison join predicates,1997,1298,vldb,"guido moerkotte , sven helmer"
on relational support for xml publishing : beyond sorting and tagging,2003,1299,sigmod conference,"raghav kaushik , jeffrey f. naughton , surajit chaudhuri"
spatial joins using seeded trees,1994,1300,sigmod conference,"chinya v. ravishankar , ming-ling lo"
xbase : making your gigabyte disk queriable,2002,1301,sigmod conference,"jianhua lv , yubin bao , hongjun lu , ge yu , guoren wang , yaxin yu"
poesia : an ontological workflow approach for composing web services in agriculture,2003,1302,vldb j.,"ling liu , eduardo delgado assad , calton pu , renato fileto , claudia bauzer medeiros"
database graph views : a practical model to manage persistent graphs,1994,1303,vldb,"alejandro gutiérrez , philippe pucheral , jean-marc thévenin , hermann steffen"
accessing a relational database through an object-oriented database interface,1995,1304,vldb,"jack a. orenstein , d. n. kamber"
research in multi-organizational processes and semantic information brokering at the lsdis lab,2001,1305,sigmod record,"john a. miller , amit p. sheth , ismailcem budak arpinar , krys kochut"
"the sensor spectrum : technology , trends , and requirements",2003,1306,sigmod record,"samuel madden , wei hong , joseph m. hellerstein"
visual web information extraction with lixto,2001,1307,vldb,"georg gottlob , robert baumgartner , sergio flesca"
on completeness of historical relational query languages,1994,1308,acm trans . database syst .,"james clifford , albert croker , alexander tuzhilin"
the gmap : a versatile tool for physical data independence,1994,1309,vldb,"marvin h. solomon , yannis e. ioannidis , odysseas g. tsatalos"
describing semistructured data,2001,1310,sigmod record,luca cardelli
"towards adaptive workflow systems , cscw-98 workshop report",1999,1311,sigmod record,"mark klein , abraham bernstein , chrysanthos dellarocas"
on periodic resource scheduling for continuous-media databases,1998,1312,vldb j.,"minos n. garofalakis , banu özden , abraham silberschatz"
querying multiple bioinformatics data sources : can semantic web research help ?,2002,1313,sigmod record,"terence critchlow , matthew coleman , david buttler , wei han , daniel rocco , li xiong , ling liu , calton pu , renato fileto"
locking protocols for materialized aggregate join views,2003,1314,vldb,"michael watzke , gang luo , curt ellmann , jeffrey f. naughton"
capbased-ams : a capability-based and event-driven activity management system,1996,1315,sigmod conference,"kamalakar karlapalem , helen p. yeung , patrick c. k. hung"
issues in developing very large data warehouses,1998,1316,vldb,"vish jumani , lyman do , david van rossum , pamela drew , wei jin"
efficient algorithms for mining outliers from large data sets,2000,1317,sigmod conference,"kyuseok shim , sridhar ramaswamy , rajeev rastogi"
maintenance of data cubes and summary tables in a warehouse,1997,1318,sigmod conference,"inderpal singh mumick , dallan quass , barinderpal singh mumick"
historical queries along multiple lines of time evolution,1995,1319,vldb j.,"vassilis j. tsotras , gad m. landau , jeanette p. schmidt"
the impact of database research on industrial products ( panel summary ),1994,1320,sigmod record,"david b. lomet , daniel barbará , josé a. blakeley , michael stonebraker , daniel h. fishman"
xquery : a query language for xml,2003,1321,sigmod conference,donald d. chamberlin
"the clustra telecom database : high availability , high throughput , and real-time response",1995,1322,vldb,"svein-olaf hvasshovd , øystein torbjørnsen , svein erik bratsberg , per holager"
efficient processing of joins on set-valued attributes,2003,1323,sigmod conference,nikos mamoulis
evaluating queries with generalized path expressions,1996,1324,sigmod conference,"guido moerkotte , sophie cluet , vassilis christophides"
towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop,1994,1325,sigmod record,"ramez elmasri , richard t. snodgrass , babis theodoulidis , inderpal singh mumick , arie segev , m. tamer özsu , umeshwar dayal , niki pissinou , barbara pernici"
p-grid : a self-organizing structured p2p system,2003,1326,sigmod record,"zoran despotovic , manfred hauswirth , karl aberer , philippe cudré-mauroux , magdalena punceva , anwitaman datta , roman schmidt"
the cougar approach to in-network query processing in sensor networks,2002,1327,sigmod record,"johannes gehrke , yong yao"
automata theory for xml researchers,2002,1328,sigmod record,frank neven
act-net - the active database management system manifesto : a rulebase of adbms features,1996,1329,sigmod record,?
issues in data stream management,2003,1330,sigmod record,"lukasz golab , m. tamer özsu"
tsql2 language specification,1994,1331,sigmod record,"wolfgang käfer , curtis e. dyreson , arie segev , krishna g. kulkarni , michael d. soo , don s. batory , ramez elmasri , nikos a. lorentzos , nick kline , john f. roddick , gad ariav , james clifford , richard t. snodgrass , suryanarayana m. sripada , t. y. cliff leung , fabio grandi , ilsoo ahn , christian s. jensen"
mdm : a multiple-data-model tool for the management of heterogeneous database schemes,1997,1332,sigmod conference,"paolo atzeni , riccardo torlone"
spatial data management for computer aided design,2001,1333,sigmod conference,"andreas müller , marco pötke , thomas seidl , hans-peter kriegel"
estimating the output cardinality of partial preaggregation with a measure of clusteredness,2003,1334,vldb,"guido moerkotte , thomas neumann , sven helmer"
illuminating the dark side of web services,2003,1335,vldb,michael l. brodie
cache conscious algorithms for relational query processing,1994,1336,vldb,"jeffrey f. naughton , ambuj shatdal , chander kant"
proxy-server architectures for olap,2001,1337,sigmod conference,"panos kalnis , dimitris papadias"
logical design for temporal databases with multiple granularities,1997,1338,acm trans . database syst .,"alexander brodsky , sushil jajodia , claudio bettini , xiaoyang sean wang"
legodb : customizing relational storage for xml documents,2002,1339,vldb,"prasan roy , philip bohannon , jayant r. haritsa , jérôme siméon , maya ramanath , juliana freire"
an xml query engine for network-bound data,2002,1340,vldb j.,"daniel s. weld , alon y. halevy , zachary g. ives"
v-trees - a storage method for long vector data,1994,1341,vldb,"maurício r. mediano , marcelo dreux , marco a. casanova"
application servers : born-again tp monitors for the web ? ( panel abstract ),2001,1342,sigmod conference,c. mohan
dbmss on a modern processor : where does time go ?,1999,1343,vldb,"david a. wood , mark d. hill , david j. dewitt , anastassia ailamaki"
high-performance extensible indexing,1999,1344,vldb,marcel kornacker
"message from editor-in-chief , acm transactions on database systems",1999,1345,sigmod record,won kim
data management for earth system science,1997,1346,sigmod record,"james frew , jeff dozier"
dataguides : enabling query formulation and optimization in semistructured databases,1997,1347,vldb,"roy goldman , jennifer widom"
approximate medians and other quantiles in one pass and with limited memory,1998,1348,sigmod conference,"bruce g. lindsay , gurmeet singh manku , sridhar rajagopalan"
on-demand data elevation in hierarchical multimedia storage servers,1997,1349,vldb,"thomas papadakis , peter triantafillou"
rp * : a family of order preserving scalable distributed data structures,1994,1350,vldb,"witold litwin , marie-anne neimat , donovan a. schneider"
foreword by the vldb '98 pc chairmen : best papers of vldb '98,2000,1351,vldb j.,"oded shmueli , jennifer widom"
going public : open-source databases and database research,2002,1352,sigmod conference,philippe bonnet
chorochronos : a research network for spatiotemporal database systems,1999,1353,sigmod record,"enrico nardelli , timos k. sellis , andrew u. frank , stéphane grumbach , hans-jörg schek , manolis koubarakis , michel scholl , ralf hartmut güting , barbara pernici , christian s. jensen , nikos a. lorentzos , babis theodoulidis , yannis manolopoulos , peter widmayer"
qxtract : a building block for efficient information extraction from plain-text databases,2003,1354,sigmod conference,"luis gravano , eugene agichtein"
information systems research at george mason university,1997,1355,sigmod record,"sushil jajodia , amihai motro , edgar h. sibley , alexander brodsky , larry kerschberg , xiaoyang sean wang , daniel barbará"
answering queries with useful bindings,2001,1356,acm trans . database syst .,"edward y. chang , chen li"
heraclitus : elevating deltas to be first-class citizens in a database programming language,1996,1357,acm trans . database syst .,"dean jacobs , shahram ghandeharizadeh , richard hull"
using referential integrity to easily define consistent subset replicas,1996,1358,vldb,brad hammond
sentinel : an object-oriented dbms with event-based rules,1997,1359,sigmod conference,sharma chakravarthy
pesto : an integrated query/browser for object databases,1996,1360,vldb,"laura m. haas , michael j. carey , vivekananda maganty , john h. williams"
integrating modelling systems for environmental management information systems,1997,1361,sigmod record,"david j. abel , dean kuo , kerry l. taylor"
timber : a native xml database,2002,1362,vldb j.,"andrew nierman , cong yu , jignesh m. patel , adriane chapman , nuwee wiwatwattana , h. v. jagadish , yuqing wu , laks v. s. lakshmanan , divesh srivastava , shurug al-khalifa , stelios paparizos"
nodose - a tool for semi-automatically extracting semi-structured data from text documents,1998,1363,sigmod conference,brad adelberg
distinct sampling for highly-accurate answers to distinct values queries and event reports,2001,1364,vldb,phillip b. gibbons
report on first international workshop on real-time database systems,1996,1365,sigmod record,"sang hyuk son , kwei-jay lin , azer bestavros"
real-time index concurrency control,1996,1366,sigmod record,"s. seshadri , jayant r. haritsa"
efficiently supporting ad hoc queries in large datasets of time sequences,1997,1367,sigmod conference,"h. v. jagadish , christos faloutsos , flip korn"
extending practical pre-aggregation in on-line analytical processing,1999,1368,vldb,"torben bach pedersen , curtis e. dyreson , christian s. jensen"
call for book reviews,2003,1369,sigmod record,karl aberer
cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,2003,1370,sigmod conference,"john shepherd , quan z. sheng , du q. huynh , jialie shen , anne h. h. ngu"
your mediators need data conversion !,1998,1371,sigmod conference,"sophie cluet , katarzyna smaga , jérôme siméon , claude delobel"
generating spatiotemporal datasets on the www,2000,1372,sigmod record,"mario a. nascimento , yannis theodoridis"
enabling end-users to construct data-intensive web-sites from xml repositories : an example-based approach,2001,1373,vldb,"hiroyuki kitagawa , satoshi takano , seiichi koizumi , atsuyuki morishima"
the context interchange mediator prototype,1997,1374,sigmod conference,"kofi fynn , henry b. kon , cheng hian goh , thomas lee , stéphane bressan , stuart e. madnick , michael siegel , annie w. shum , marta jessica jakobisiak , tito pena , jessica qu , karim hussein"
1-safe algorithms for symmetric site configurations,1997,1375,vldb,"maitrayi sabaratnam , øystein torbjørnsen , rune humborstad , svein-olaf hvasshovd"
a framework for information visualisation,1996,1376,sigmod record,"peter j. barclay , kenneth j. mitchell , jessie b. kennedy"
introduction to constraint databases - book review,2002,1377,sigmod record,bart kuijpers
broadcast protocols to support efficient retrieval from databases by mobile users,1999,1378,acm trans . database syst .,"anindya datta , vijay kumar , aslihan celik , debra e. vandermeer"
bitmap index design and evaluation,1998,1379,sigmod conference,"yannis e. ioannidis , chee yong chan"
book review column,2003,1380,sigmod record,karl aberer
analysis of existing databases at the logical level : the dba companion project,2003,1381,sigmod record,"fabien de marchi , jean-marc petit , farouk toumani , stéphane lopes"
a framework for supporting data integration using the materialized and virtual approaches,1996,1382,sigmod conference,"gang zhou , richard hull"
from browsing to interacting : dbms support for responive websites ( abstract ),2000,1383,sigmod conference,raghu ramakrishnan
enterprise transaction processing on windows nt,1995,1384,sigmod conference,greg hope
semantic integration of semistructured and structured data sources,1999,1385,sigmod record,"sonia bergamaschi , maurizio vincini , silvana castano"
picture programming project,1997,1386,sigmod conference,"nita goyal , moshé m. zloof , charles hoch , michael suckow , ravi krishnamurthy , brian meckler"
ajax : an extensible data cleaning tool,2000,1387,sigmod conference,"daniela florescu , helena galhardas , dennis shasha , eric simon"
"database tuning : principles , experiments , and troubleshooting techniques ( part i )",2002,1388,sigmod conference,"dennis shasha , philippe bonnet"
tuple routing strategies for distributed eddies,2003,1389,vldb,"feng tian , david j. dewitt"
aqua : a fast decision support systems using approximate query answers,1999,1390,vldb,"swarup acharya , phillip b. gibbons , viswanath poosala"
systematic development of data mining-based data quality tools,2003,1391,vldb,"matthias jarke , udo grimmer , dominik lübbers"
xl : a platform for web services,2002,1392,sigmod conference,"andreas grünhagen , steffen rost , donald kossmann , daniela florescu"
prospector : a content-based multimedia server for massively parallel architectures,1996,1393,sigmod conference,"g. linderman , alexandros biliris , h. chen , k. ganapathi , euthimios panagos , s. choo , david schrader , william o'connell"
exploiting versions for on-line data warehouse maintenance in molap servers,2002,1394,vldb,"heum-geun kang , chin-wan chung"
optimizing disjunctive queries with expensive predicates,1994,1395,sigmod conference,"alfons kemper , guido moerkotte , michael steinbrunn , klaus peithner"
an approach for building secure database federations,1994,1396,vldb,"klaus r. dittrich , dirk jonscher"
guest editorial : databases and the web,2000,1397,vldb j.,"alberto o. mendelzon , paolo atzeni"
guidelines for presentation and comparison of indexing techniques,1996,1398,sigmod record,"kotagiri ramamohanarao , alistair moffat , justin zobel"
a bandwidth model for internet search,2002,1399,vldb,axel uhl
a system for watermarking relational databases,2003,1400,sigmod conference,"peter j. haas , rakesh agrawal , jerry kiernan"
mining multi-dimensional constrained gradients in data cubes,2001,1401,vldb,"jiawei han , ke wang , joyce m. w. lam , guozhu dong , jian pei"
a comprehensive xquery to sql translation using dynamic interval encoding,2003,1402,sigmod conference,"m. tamer özsu , david toman , mariano p. consens , david dehaan"
advanced xml data processing - guest editor 's introduction,2001,1403,sigmod record,karl aberer
an asymptotically optimal multiversion b-tree,1996,1404,vldb j.,"thomas ohler , peter widmayer , bruno becker , stephan gschwind , bernhard seeger"
interview with rakesh agrawal,2003,1405,sigmod record,marianne winslett
supporting multiple view maintenance policies,1997,1406,sigmod conference,"latha s. colby , kenneth a. ross , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick"
flowback : providing backward recovery for workflow systems,1998,1407,sigmod conference,"maria e. orlowska , ralf mühlberger , bartek kiepuszewski"
towards event-driven modelling for database design,1994,1408,vldb,"maguelonne teisseire , pascal poncelet , rosine cicchetti"
congressional samples for approximate answering of group-by queries,2000,1409,sigmod conference,"viswanath poosala , swarup acharya , phillip b. gibbons"
a configrable type hierarchy index for oodb,1997,1410,vldb j.,"thomas a. mück , martin l. polaschek"
functional-join processing,2000,1411,vldb j.,"reinhard braumandl , alfons kemper , donald kossmann , jens claußen"
autoadmin ` what-if ' index analysis utility,1998,1412,sigmod conference,"surajit chaudhuri , vivek r. narasayya"
efficient k-nn search on vertically decomposed data,2002,1413,sigmod conference,"niels nes , martin l. kersten , nikos mamoulis , arjen p. de vries"
"`` honey , i shrunk the dbms '' : footprint , mobility , and beyond ( panel )",1999,1414,sigmod conference,praveen seshadri
the impact of global clustering on spatial database systems,1994,1415,vldb,"thomas brinkhoff , hans-peter kriegel"
access to objects by path expressions and rules,1994,1416,vldb,"jürgen frohn , georg lausen , heinz uphoff"
a multi-version cache replacement and prefetching policy for hybrid data delivery environments,2002,1417,vldb,"andré seifert , marc h. scholl"
on parallel execution of multiple pipelined hash joins,1994,1418,sigmod conference,"philip s. yu , hui-i hsiao , ming-syan chen"
preference formulas in relational queries,2003,1419,acm trans . database syst .,jan chomicki
supply chain infrastructures : system integration and information sharing,2002,1420,sigmod record,"michael o. ball , louiqa raschid , meng ma , zhengying zhao"
critical database technologies for high energy physics,1997,1421,vldb,"david m. malon , edward n. may"
chair 's message,2000,1422,sigmod record,richard t. snodgrass
composing xsl transformations with xml publishing views,2003,1423,sigmod conference,"chengkai li , p. p. s. narayan , henry f. korth , philip bohannon"
informix online xps,1995,1424,sigmod conference,robert h. gerber
analysis of predictive spatio-temporal queries,2003,1425,acm trans . database syst .,"dimitris papadias , jimeng sun , yufei tao"
quickly generating billion-record synthetic databases,1994,1426,sigmod conference,"susanne englert , jim gray , kenneth baclawski , peter j. weinberger , prakash sundaresan"
projecting xml documents,2003,1427,vldb,"amélie marian , jérôme siméon"
sampling large databases for association rules,1996,1428,vldb,hannu toivonen
"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach",1997,1429,acm trans . database syst .,"michael j. carey , michael j. franklin , markos zaharioudakis"
a performance evaluation of oid mapping techniques,1995,1430,vldb,"andré eickler , carsten andreas gerlhof , donald kossmann"
"jeffrey d. ullman speaks out on the future of higher education , startups , database theory , and more",2001,1431,sigmod record,marianne winslett
political winds change direction again,1995,1432,sigmod record,xiaolei qian
rethinking database system architecture : towards a self-tuning risc-style database system,2000,1433,vldb,"surajit chaudhuri , gerhard weikum"
online dynamic reordering,2000,1434,vldb j.,"bhaskaran raman , joseph m. hellerstein , vijayshankar raman"
hyperfile : a data and query model for documents,1995,1435,vldb j.,"david bloom , chris clifton , hector garcia-molina"
a case for intelligent disks ( idisks ),1998,1436,sigmod record,"kimberly keeton , joseph m. hellerstein , david a. patterson"
learning table access cardinalities with leo,2002,1437,sigmod conference,"volker markl , guy m. lohman"
implementing deletion in b + - trees,1995,1438,sigmod record,jan jannink
implementation of two semantic query optimization techniques in db2 universal database,1999,1439,vldb,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng"
multiple-view self-maintenance in data warehousing environments,1997,1440,vldb,nam huyn
oracle media server : providing consumer based interactive access to multimedia data,1994,1441,sigmod conference,"mark porter , andrew laursen , jeffrey olkin"
irisnet : an architecture for internet-scale sensing services,2003,1442,vldb,"phillip b. gibbons , suman nath , amol deshpande , srinivasan seshan , brad karp , yan ke"
a framework for expressing and combining preferences,2000,1443,sigmod conference,"edward l. wimmers , rakesh agrawal"
the myriad federated database prototype,1994,1444,sigmod conference,"k. mediratta , ee-peng lim , j. stenoien , s. musukula , jaideep srivastava , h.-r . yang , d. clements , m. ganesh , san-yih hwang"
xmas : an extensible main-memory storage system for high-performance applications,1998,1445,sigmod conference,"ki hong kim , yong sik kwon , sang kyun cha , jang ho park , byoung dae park , sangho lee"
effective change detection using sampling,2002,1446,vldb,"alexandros ntoulas , junghoo cho"
qualified answers that reflect user needs and preferences,1994,1447,vldb,"terry gaasterland , jorge lobo"
constraints for semi-structured data and xml,2001,1448,sigmod record,"wenfei fan , peter buneman , scott weinstein , jérôme siméon"
trade press news,1995,1449,sigmod record,rafael alonso
acm multimedia '94 conference workshop on multimedia database management systems,1995,1450,sigmod record,"p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu"
querying and mining data streams : you only get one look a tutorial,2002,1451,sigmod conference,"minos n. garofalakis , rajeev rastogi , johannes gehrke"
book review column,2003,1452,sigmod record,karl aberer
independence is good : dependency-based histogram synopses for high-dimensional data,2001,1453,sigmod conference,"amol deshpande , rajeev rastogi , minos n. garofalakis"
xmark : a benchmark for xml data management,2002,1454,vldb,"martin l. kersten , ralph busse , florian waas , michael j. carey , albrecht schmidt , ioana manolescu"
chair 's message,2003,1455,sigmod record,m. tamer özsu
approximate similarity retrieval with m-trees,1998,1456,vldb j.,"fausto rabitti , giuseppe amato , pavel zezula , pasquale savino"
finding intensional knowledge of distance-based outliers,1999,1457,vldb,"raymond t. ng , edwin m. knorr"
highly concurrent cache consistency for indices in client-server database systems,1997,1458,sigmod conference,"michael j. carey , markos zaharioudakis"
a taxonomy for secure object-oriented databases,1994,1459,acm trans . database syst .,"sebastiaan h. von solms , martin s. olivier"
xtract : a system for extracting document type descriptors from xml documents,2000,1460,sigmod conference,"rajeev rastogi , s. seshadri , minos n. garofalakis , aristides gionis , kyuseok shim"
atlas : a small but complete sql extension for data mining and data streams,2003,1461,vldb,"haixun wang , chang luo , carlo zaniolo"
filtering algorithms and implementation for very fast publish/subscribe,2001,1462,sigmod conference,"kenneth a. ross , françoise fabret , françois llirbat , joão pereira , hans-arno jacobsen , dennis shasha"
towards an effective calculus for object query languages,1995,1463,sigmod conference,"david maier , leonidas fegaras"
xml schema,2003,1464,sigmod record,"jim melton , charles e. campbell , andrew eisenberg"
fast and accurate text classification via multiple linear discriminant projections pp,2003,1465,vldb j.,"shourya roy , mahesh v. soundalgekar , soumen chakrabarti"
document management as a database problem,1995,1466,vldb,rudolf bayer
fast incremental maintenance of approximate histograms,1997,1467,vldb,"yossi matias , phillip b. gibbons , viswanath poosala"
minimization of tree pattern queries,2001,1468,sigmod conference,"sihem amer-yahia , divesh srivastava , laks v. s. lakshmanan , sungran cho"
report on the fourth international conference on flexible query answering systems,2001,1469,sigmod record,"gabriella pasi , amihai motro , patrick bosc"
a user-centered interface for querying distributed multimedia databases,1999,1470,sigmod conference,"kimberly m. james , isabel f. cruz"
evaluating functional joins along nested reference sets in object-relational and object-oriented databases,1998,1471,vldb,"alfons kemper , reinhard braumandl , jens claußen"
the query optimizer in tandem 's new serverware sql product,1996,1472,vldb,pedro celis
self-similarity in the web,2001,1473,vldb,"stephen dill , andrew tomkins , ravi kumar , sridhar rajagopalan , kevin s. mccurley , d. sivakumar"
developments at acm tods,2003,1474,sigmod record,richard t. snodgrass
sit-in : a real-life spatio-temporal information system,2001,1475,vldb,"stefano de francisci , rossella molinaro , orietta gargano , mario paolucci , leonardo tininini , giuseppe sindoni , paola patteri , amedea ambrosetti , pina ticca , cristina bedeschi"
conceptual schema analysis : techniques and applications,1998,1476,acm trans . database syst .,"valeria de antonellis , barbara pernici , maria grazia fugini , silvana castano"
on the discovery of interesting patterns in association rules,1998,1477,vldb,"sridhar ramaswamy , sameer mahajan , abraham silberschatz"
"db2 common server : technology , progress , & directions",1995,1478,vldb,bruce g. lindsay
models and languages for describing and discovering e-services,2001,1479,sigmod conference,"ming-chien shan , fabio casati"
distributed query evaluation on semistructured data,2002,1480,acm trans . database syst .,dan suciu
database management systems and the internet,1996,1481,vldb,susan malaika
estimating the selectivity of xml path expressions for internet scale applications,2001,1482,vldb,"ashraf aboulnaga , jeffrey f. naughton , alaa r. alameldeen"
active xml : peer-to-peer data and web services integration,2002,1483,vldb,"tova milo , roger weber , ioana manolescu , omar benjelloun , serge abiteboul"
a 20/20 vision of the vldb-2020 ?,2000,1484,vldb,"shamkant b. navathe , erich j. neuhold , gio wiederhold , anant jhingran , s. misbah deen"
a brief survey of web data extraction tools,2002,1485,sigmod record,"berthier a. ribeiro-neto , alberto h. f. laender , altigran soares da silva , juliana s. teixeira"
editor 's notes,1994,1486,sigmod record,arie segev
"pm3 : an orthogonal persistent systems programming language - design , implementation , performance",1999,1487,vldb,"antony l. hosking , jiawan chen"
query execution techniques for caching expensive methods,1996,1488,sigmod conference,"joseph m. hellerstein , jeffrey f. naughton"
online query processing,2001,1489,sigmod conference,"peter j. haas , joseph m. hellerstein"
"lessons from wall street : case studies in configuration , tuning , and distribution ( tutorial )",1997,1490,sigmod conference,dennis shasha
declarative updates of relational databases,1995,1491,acm trans . database syst .,weidong chen
a case for fractured mirrors,2002,1492,vldb,"ravishankar ramamurthy , qi su , david j. dewitt"
providing dynamic security control in a federated database,1994,1493,vldb,"r. f. churchhouse , w. a. gray , n. b. idris"
"semantic web workshop : models , architectures and management",2001,1494,sigmod record,"vassilis christophides , dimitris plexousakis , panos constantopoulos"
persistent threads,1994,1495,vldb,"joachim w. schmidt , florian matthes"
secure transaction processing in firm real-time database systems,1997,1496,sigmod conference,"binto george , jayant r. haritsa"
flexible relations - operational support of variant relational structures,1995,1497,vldb,"peter dadam , christian kalus"
mariposa : a wide-area distributed database system,1996,1498,vldb j.,"carl staelin , paul m. aoki , witold litwin , michael stonebraker , adam sah , jeff sidell , andrew yu , avi pfeffer"
report on the semantic web workshop at www 2002,2002,1499,sigmod record,"martin r. frank , natalya fridman noy , steffen staab"
overview of the special section on temporal database infrastructure,1994,1500,sigmod record,richard t. snodgrass
path queries on compressed xml,2003,1501,vldb,"martin grohe , peter buneman , christoph koch"
a comparison of selectivity estimators for range queries on metric attributes,1999,1502,sigmod conference,"bernhard seeger , björn blohsfeld , dieter korus"
the dangers of replication and a solution,1996,1503,sigmod conference,"dennis shasha , jim gray , patrick e. o'neil , pat helland"
the query by image content ( qbic ) system,1995,1504,sigmod conference,"denis lee , wayne niblack , james l. hafner , dragutin petkovic , myron flickner , jonathan ashley"
distributed deviation detection in sensor networks,2003,1505,sigmod record,"dimitrios gunopulos , themistoklis palpanas , dimitris papadopoulos , vana kalogeraki"
response to a close look at the ifo data model,1995,1506,sigmod record,"serge abiteboul , richard hull"
query decomposition and view maintenance for query languages for unstructured data,1996,1507,vldb,dan suciu
"et tu , xml ? the downfall of the relational empire ( abstract )",2001,1508,vldb,philip wadler
scalable sweeping-based spatial join,1998,1509,vldb,"lars arge , jeffrey scott vitter , torsten suel , sridhar ramaswamy , octavian procopiuc"
algorithms for mining association rules for binary segmentations of huge categorical databases,1998,1510,vldb,"kunikazu yoda , hirofumi matsuzawa , takeshi tokuyama , yasuhiko morimoto , takeshi fukuda"
selectivity estimation for spatio-temporal queries to moving objects,2002,1511,sigmod conference,"yong-jin choi , chin-wan chung"
surfing wavelets on streams : one-pass summaries for approximate aggregate queries,2001,1512,vldb,"anna c. gilbert , martin strauss , yannis kotidis , s. muthukrishnan"
incremental data structures and algorithms for dynamic query interfaces,1996,1513,sigmod record,"ben shneiderman , richard beigel , egemen tanin"
the sr-tree : an index structure for high-dimensional nearest neighbor queries,1997,1514,sigmod conference,"norio katayama , shin ` ichi satoh"
sequoia 2000 metadata schema for satellite images,1994,1515,sigmod record,"michael stonebraker , jean t. anderson"
archiving scientific data,2002,1516,sigmod conference,"sanjeev khanna , peter buneman , wang chiew tan , keishi tajima"
extracting structured data from web pages,2003,1517,sigmod conference,"arvind arasu , hector garcia-molina"
a consumer viewpoint on mediator languages - a proposal for a standard,1997,1518,sigmod record,"eric hughes , leonard j. seligman , arnon rosenthal , scott renner"
a data warehousing architecture for enabling service provisioning process,2001,1519,vldb,yannis kotidis
qbi : query by icons,1995,1520,sigmod conference,"antonio massari , panos k. chrysanthis , lorenzo saladini , stefano pavani"
crawling the hidden web,2001,1521,vldb,"sriram raghavan , hector garcia-molina"
peer-to-peer : harnessing the power of disruptive technologies,2003,1522,sigmod record,mario a. nascimento
a graph-theoretic model for optimizing queries involving methods,2001,1523,vldb j.,"yaw-huei chen , chi-sheng shih , chiang lee"
a tsql2 tutorial,1994,1524,sigmod record,"james clifford , ramez elmasri , michael d. soo , wolfgang käfer , nick kline , arie segev , suryanarayana m. sripada , fabio grandi , john f. roddick , richard t. snodgrass , christian s. jensen , nikos a. lorentzos , ilsoo ahn , gad ariav , don s. batory , t. y. cliff leung , curtis e. dyreson , krishna g. kulkarni"
dynamic itemset counting and implication rules for market basket data,1997,1525,sigmod conference,"shalom tsur , rajeev motwani , sergey brin , jeffrey d. ullman"
unbundling active functionality,1998,1526,sigmod record,"hans fritschi , arne koschel , günter von bültzingsloewen , stella gatziu"
checks and balances : monitoring data quality problems in network traffic databases,2003,1527,vldb,"flip korn , yunyue zhu , s. muthukrishnan"
