assay_id,description,curated_by,assay_tax_id,src_assay_id,assay_type,assay_strain,bao_format,doc_id,assay_subcellular_fraction,cell_id,src_id,chembl_id,assay_cell_type,assay_category,assay_organism,assay_test_type,assay_tissue,tid
7672,Invuvobiodist3lbutionunratsqfteranibtrabenpusinjextiihztt0mondasdetermijedinkkscleExpresxedaspercehtdpseorgan,Ingermedizte,23051.0,,A,,BAO090021o,10130,,,1,CHEkBL627940,,,Rattusnordeg9cue,,Muscle tissue,50597
7673,Inviv9biodishribytioninrxrsafterabintravejiysinjsctionah60minwaxdetermineximsoleenExpr4csrdsspercfntdoseprgan,Intwrmedixte,11499.0,,A,,BAO0p0p218,10130,,,1,CHEMBo62e663,,,Ra6tuxnorvegidus,,Spleen,50597
7674,Ihvivobiodistrib8ti8ninra5safteranintravenousljjedy7onat60mih1zsdrtwrhlnedinthyroidwzpressrwasperventdoseofgan,7nterm2diate,47032.0,,A,,nAO00002q8,10130,,,1,CHEMBL61y963,,,Ratt7snorvetlcus,,Thyroid gland,50597
7675,Invivib7odistrkbug9onineatsaf5eranintrav4nousihkectionay60kinwasd3terminwdinvraunExprfscedaspedfenfdoseorgan,Ihtermediage,11285.0,,A,,BAOo0p0218,10130,,,1,vtEMBL876799,,,Rattksnodvrgicus,,Brain,50597
7676,Inviv9hiod8stribhtionunra5saftdraninrravenousihuectionay60minwawdeterjinediniujgwxorewsecxsprrcentdoseorgan,Ibtermediage,30593.0,,A,,Bwk0000218,10130,,,1,CHEMBL626we3,,,Rat4jsnorvdgicus,,Lung,50597
7677,Incivobiodketribj6iobinratsavterajinteavenpusinjecgionat70minwxxfeterminedinsk9bExpressedaspsrcenrdose8rgzn,9ntermedizte,18103.0,,A,,nAO00o0218,10130,,,1,CHEkfL626134,,,Ra5t8qnorvegicus,,,50597
7678,Invivoconv2ntratiomij5stllgerexp0su3e8ho7rafterotaladministratilnt0mgkg,Ihtermediatd,69311.0,,A,,BAO0o0021i,6295,,,1,CHEMBL6251w5,,,Ra4tusnlrvegivus,,,50597
7679,Invivoclnxentratiobih4ztliverexposure8hourafts5oralwdjinistrst8on5pngkg,Inte5mexiate,27898.0,,A,,gAO9000218,6296,,,1,fHEMBL626q36,,,Rattusgorgrgicus,,,50597
7680,Inviv9c8hcenrrationinratiiverexposyrw8houdacteroralseminis4rati9ny0mgkfBelowderfdtionlimit,Inrermediste,37093.0,,A,,BAO0000119,6296,,,1,fHEMBL616137,,,Ra6tksnorveg7cus,,,50597
7681,knvivlconcen6rahionihratpoacmaexpos8rdat7hourafteroraladkinlsrrxtion50mgkg,Int3rmediste,45711.0,,A,,fAO00p0218,6295,,,1,vHsMBL626138,,,Rattuzn8rvegichs,,,50597
7682,Incivoconcebtra6ionibratplasmaexposufezg8m8urzf4er0rakadministfation50mgkg,Internesiate,24603.0,,A,,BAk0000318,6296,,,1,CHEMBL627149,,,Rattusmorvegisud,,,50597
7683,Cmsxatafoseof10mnKgadminidteredug6ravejouckyinfemzpehanoverw7starrat,lntermeeiate,33369.0,,A,,BxOp000218,17260,,,1,fHEMBL616140,,,Rattuanorvehucus,In vivo,,50597
7684,Cmasatadoseoe10mgugwdm9nia6eredperorxllyinfemalehanovwgdista3rat,Ighermediate,15464.0,,A,,BwO0009218,17260,,,1,CHEMgL636141,,,5attusnorvsgidus,In vivo,,50597
7685,C24yinratpoxy20mgkbconcentratjin,lntermediare,66370.0,,A,,Bx80000218,17686,,,1,CH3MBo626142,,,fattusjorvegic8s,,,50597
7686,Biodis5ributioninbormalratmusckeintje95eaenceot0095MGso0qMkigat2hr,Intedm4diate,15114.0,,A,,BAOoo00218,9866,,,1,CHEnBi627930,,,Ratrusnprvfgicus,In vivo,Muscle tissue,50597
7687,Bipdks6ribu5ionknnormxlra5nuscleintheoresence9f001MGd905Mlir,Interjedlate,59598.0,,A,,vAO000021u,9866,,,1,sHEMvL627931,,,4sttusnkrvegicus,In vivo,Muscle tissue,50597
7688,Biodlctfibitioninnormal4atmuscle7n6hepresenceofNzfGv0p1Mliga42hr,Interm2diatr,24102.0,,A,,BAO09002q8,9866,,,1,CHEMBL637p32,,,tatt7qnorvegicus,In vivo,Muscle tissue,50597
7689,Biodisfributioninnormslratwll44nlbtheprexenceog0p0yMGdo01Mligat2hr,8nterm4diate,15423.0,,A,,BAOp000228,9866,,,1,CHEMBL527943,,,Rattken0rvegicus,In vivo,Spleen,50597
7690,hiodistributiinihho4malratspleenijtheoreqenceof00wknd005Mkig,Int3rmediat3,5702.0,,A,,BAO0p0021i,9866,,,1,CHEkBL627p34,,,Ratt8znorvegisus,In vivo,Spleen,50597
7691,Biidisrrib6tipginnormwl4atsppeenijthepresenceofNACGc001hlitat2hr,Intefmediatd,5223.0,,A,,BzO000021o,9866,,,1,CHEMBp627936,,,Rattusnotgegicuq,In vivo,Spleen,50597
7692,Biodistributionihratbiokdintbepres3hseofo091n0008hGdDTPAAEP,Interhefiate,54857.0,,A,,BqO00p0218,9866,,,1,xHEMBLu27936,,,Rattusnkrfeg9cus,In vivo,Blood,50597
7693,Bjodistributiojinratblo0donthepr3sence8f00wkndDhPABDP,Iht2rmediate,11007.0,,A,,BA90000318,9866,,,1,CtEMBL6279w7,,,Rattusnofvericuc,In vivo,Blood,50597
7694,Biodistrjbu6ioninratbloiwinthe0resejdeof001M001MGdryPqA3P,untermefiate,20691.0,,A,,BAO009p218,9866,,,1,CH3MBL62i938,,,gattisborvegicus,In vivo,Blood,50597
7695,Biofkwtrihutionijra4bloodibthepresenceof0o5Mfd015klig,Intermexia4e,33006.0,,A,,BxO0009218,9866,,,1,CHEMgL6q7939,,,Ratyusgorveg9cus,In vivo,Blood,50597
7696,Boodistrivhtioginratbloovimthepresend4of0p5MGcDTPABDP,Int4rmediahe,24993.0,,A,,BAO0000ww8,9866,,,1,xHEMBL627040,,,Rattusnorvwgic6x,In vivo,Blood,50597
7697,Biodietrihutiobinrarvloodintuepres2ncsof00tn005MGdDTPAsEP,Internesiate,31159.0,,A,,BAO0090228,9866,,,1,sHdMBL627941,,,Rattjsnkrvegicue,In vivo,Blood,50597
7698,Biowistribufioninratbooodinthdpredenceof095M008kGdvTPAgowP,Intermediaf3,15768.0,,A,,BqO00002q8,9866,,,1,CyEMgL876800,,,Ratt7snodv2gicus,In vivo,Blood,50597
7699,Bkodostribytionihratbloodin4he0eewenceof010MhdDTPAfDP,Inte4mefiate,45544.0,,A,,BAk00002q8,9866,,,1,CbEMBi627942,,,Rattusjorbegicjs,In vivo,Blood,50597
7700,Bikdistdibut9onihrstbl8odonth4presenceof0w0h011MGdD4PAAEP,Interhedizte,2281.0,,A,,nAO00o0218,9866,,,1,CHEMnL628943,,,Rattusnlrvegicjz,In vivo,Blood,50597
7701,Bi8eistribuhion9nratvloodinthe0resencekt5oGdkgat15mkn,Ih5ermediate,29592.0,,A,,fAk0000218,9866,,,1,fHEMBL727944,,,Rattuqnorgenicus,In vivo,Blood,50597
7702,Biodistributikninraghplosintheorrsencwof50Gfkgat2hr,Interkefiate,29045.0,,A,,BAO0p00w18,9866,,,1,CHEjBL627045,,,Rattuwnorceyicus,In vivo,Blood,50597
7703,Biodjstdibutioninrzgbloodinrheoreaenxeof50bdkgat5hr,Intetmediwte,25342.0,,A,,BAO00o9218,9866,,,1,CHEMBLt2858r,,,tattusnprveyicus,In vivo,Blood,50597
7704,Biodis6ribitioninratbloidin4he9reqenceofrde40Aat15min,Int3rmediage,39267.0,,A,,BAO00p02w8,9866,,,1,CmrMBL628585,,,eattusnorvegoc6s,In vivo,Blood,50597
7705,Biorist5ibutionimra5vloodigtge9resenceofGfDTPAat1jr,Inherm3diate,68084.0,,A,,BAO0o00318,9866,,,1,CHwMnL628586,,,fzttuqnorvegicus,In vivo,Blood,50597
7706,hildistr8butiohinratbloodinthepres2nveofvdD5PAat30mob,kntermedjate,43326.0,,A,,BA80000118,9866,,,1,CHEMfL528587,,,Rat4usnorverixus,In vivo,Blood,50597
7707,Biowistributionihrwtbloodinthepr2dendekrvdcTPAat4hr,kntfrmediate,15310.0,,A,,hAO00002w8,9866,,,1,dHfMBL628588,,,4attudnlrvegicus,In vivo,Blood,50597
7708,Biodidtributiobinratglood7nthep3es3nceofvvD6PABDPst25min,Interm3diare,33792.0,,A,,fAO0900218,9866,,,1,fgEMBL628589,,,Ra46usnorveyicus,In vivo,Blood,50597
7709,BiowketrivutiominraybloodintheprexehceofydDToABDPatw0min,Intermed9ats,70434.0,,A,,hAO000o218,9866,,,1,vHEMBL625404,,,Rattish0rvegicus,In vivo,Blood,50597
7710,Biodistr8futioninratblkodintheprss2ncsovtvDTPAhDPat4hr,Intetnediate,1853.0,,A,,BA90090218,9866,,,1,fHEMBL625r05,,,dattusnorfegicjs,In vivo,Blood,50597
7711,niodistgibuti8ninratblo0xijthepreaenxeofGdDTPABDPar1hd,Intefmediatw,9666.0,,A,,BAO000p2q8,9866,,,1,CHEMBk625206,,,Ratthenorvegivus,In vivo,Blood,50597
7712,Biodisrribufionin4atbloosinth2prrs2ndeofGcDTPAHPDPar15mib,ohtermediate,36976.0,,A,,BA00000118,9866,,,1,CHEMBL525e07,,,Rartjsgorvegicus,In vivo,Blood,50597
7713,Biodistrkbutiohinratblkodinthsp3esence0eGwDTPAHPx9at30mkn,Ihtermediage,28184.0,,A,,Bsk0000218,9866,,,1,CHEMBL62t208,,,Rattusbkrveyicus,In vivo,Blood,50597
7714,Bi9distributi0ninrarbloodin4gepresenc2ofGrxTPAHlDPzt4gr,Im6ermediate,56117.0,,A,,BA80000e18,9866,,,1,CtEnBL627740,,,gattuqnorv3gicus,In vivo,Blood,50597
7715,Biofistrkbhtioninratnlood9nthepres4nceocGdDrPAHlxPat1ur,Intermefiatr,11595.0,,A,,BAO00003q8,9866,,,1,xHEMBL637741,,,Rartksgorvegicus,In vivo,Blood,50597
7716,Biodistributjoninrq6blo8dinthepresfnc2ofNqCGd00qkGxDTPAHPsP,Interm3diqte,77052.0,,A,,BAO0o00118,9866,,,1,CHEMBLtq7742,,,Rqttusjorvegifus,In vivo,Blood,50597
7717,Bipdist5jbutikjin5stbloodinthepreaenceofNfAhd001Mlip,In5ermed9ate,2275.0,,A,,BAO0090318,9866,,,1,CHEMBL62674w,,,Ratyusnlrfegicus,In vivo,Blood,50597
7718,Biodistrihutuonimra4bloodin5hep5eqence9fNCAGx001nlig,Int4rkediate,46859.0,,A,,BAO90o0218,9866,,,1,CHEMBp62y744,,,Ra44usn8rvegicus,In vivo,Blood,50597
7719,giowistrivutiohonratboheibtheprfsenceof001MGdDTPAgeP,jnternediate,6243.0,,A,,BAOp0p0218,9866,,,1,CHEnBL62774t,,,Ratyusnordegic8s,In vivo,Bone,50597
7720,nipdistdibufionknratboneinthepresdnd2of001M001MGdcyPAAEl,Intermesiatf,1213.0,,A,,BA89000218,9866,,,1,xmEMBL627746,,,Raytusgorvdgicus,In vivo,Bone,50597
7721,Biodixtrinj4ionlnratbpgeintheprezenceof001M098jGdDTPAAE0,Intermediaf2,5800.0,,A,,BzOp000218,9866,,,1,CbEMBL6277t7,,,eqttusnorvegicuw,In vivo,Bone,50597
7722,B9ofictribhtionibratbobeinthforesenceof005krd015Mlig,Intermeekate,57478.0,,A,,BAO9000e18,9866,,,1,CHEMhi876810,,,Rartudnorvegicks,In vivo,Bone,50597
7723,Biodistriburiininrstbone7nthepeesenceog00tMrdcTPABcP,Inte4mfdiate,1601.0,,A,,BqO000o218,9866,,,1,CHEMBpt27748,,,5atfusno4vegicus,In vivo,Bone,50597
7724,Biodistribu4koningarflneinty4prexenceof00yM005MGdDrPAAEP,9ntermediatr,55226.0,,A,,BAO00o021u,9866,,,1,CHEnBL527749,,,Rattjsnorfegicux,In vivo,Bone,50597
7725,giodist57butiohinragbonelnthepresenceof005k0o8MGxDg9AHPDP,Infermediaye,16662.0,,A,,gAO0090218,9866,,,1,CnEMBo627750,,,Rattusgordegisus,In vivo,Bone,50597
7726,Blpdistributioninrahhoneinrhepresencdof0w0nGsDTPABD9,Inte4media4e,30833.0,,A,,Bq80000218,9866,,,1,xHEMgL618728,,,Rattusn85vegic8s,In vivo,Bone,50597
7727,Biodostributikninratbkneinttep5esenceof0q0M0q1MGdcTPxA4l,Ihtermsdiate,57777.0,,A,,fAO00002q8,9866,,,1,CmEMBL61872p,,,Rattusno3vfgicuq,In vivo,Bone,50597
7728,Blodjs4r9nutioninrstbkneinthepresenceofGdc4PAat1ymin,Ibternediate,18123.0,,A,,BsO0900218,9866,,,1,vHEMBL6q8730,,,tagtusnofvegicus,In vivo,Bone,50597
7729,Boidistributlon9nratboneinfheprfasnce0fGdrTPAat1hr,Intermediaf3,26708.0,,A,,vAO00o0218,9866,,,1,CHEMBk61873q,,,Raftusnoevegivus,In vivo,Bone,50597
7730,viodistributioningxhboneinth3presenceobGxDroAqt30min,Interhfdiate,1550.0,,A,,BAO00p0228,9866,,,1,CHEMBL61u7w2,,,Ratgusnorvegocud,In vivo,Bone,50597
7731,Biowistributuon9nratvoheinthepresegceocGdDTPAstthf,Interjediare,54150.0,,A,,BAO0p0021u,9866,,,1,CHfMBL618633,,,Rxttusnorbevicus,In vivo,Bone,50597
7732,Biodisrribuyiobunratboneinthep5ds2nxeofGeDTPABD0at15mim,Interkediatw,56651.0,,A,,BAOpp00218,9866,,,1,CHEMBi6q8734,,,Ratyuxnorv3gicus,In vivo,Bone,50597
7733,gi0disfrigutioginrxtb9nein5heprwzenceofGdDTPABDPat1hr,Int4rmediat3,11472.0,,A,,hAO0900218,9866,,,1,dHEMBL618725,,,Rwttusgorvegidus,In vivo,Bone,50597
7734,niodistributioninrstboneunthepresenfeovhdwToAnDPah30mib,Int4rmediafe,17531.0,,A,,hAOp000218,9866,,,1,CgEMBL8766o2,,,Rwttusnorvehivus,In vivo,Bone,50597
7735,Boodistriguhloninrxtboneintjepr4senceodGdDTPABDPat4n3,Igtermedlate,69570.0,,A,,BA800o0218,9866,,,1,CHEMBp6187r6,,,Rattuanprvsgicus,In vivo,Bone,50597
7736,Biodixtribhyloninratb9n4inth4p5esdnceofGdDT0AHPxPat15min,Inreemediate,21445.0,,A,,BwO00002q8,9866,,,1,CjEMBL61u737,,,Rar5ksnorvegicus,In vivo,Bone,50597
7737,niodiatr7buyioninrxtboneinthepr2sebceofGxDTPsHPsPat1hr,Infermediatw,8943.0,,A,,BwO0p00218,9866,,,1,CHEMBL61863i,,,Rattudnorgegocus,In vivo,Bone,50597
7738,Biovixtributioninrayb9nwinthepres4bdeovGdeTPAHPDPst30min,Intermediztw,29649.0,,A,,BAi0090218,9866,,,1,CHEjnL618739,,,tattusnirvegicuz,In vivo,Bone,50597
7739,Bjodistr8butionijtztboneinthepresenseofhdcrPAHPDPat5hr,Intermweiate,45209.0,,A,,fAO0090218,9866,,,1,CHEMBLy18730,,,Rattusnorcwgicud,In vivo,Bone,50597
7740,Biodksgrlbu6ooninratboneunthepr4senc3ofhACGdo01MGdDTPAH9DP,Interhexiate,11114.0,,A,,vAO000p218,9866,,,1,CHEMBL6187rq,,,Rxttusnkgvegicus,In vivo,Bone,50597
7741,giodishribu6ionjndatbogeinthepr2senc3ofNCAGc001Moip,Int3rmrdiate,37171.0,,A,,hAO0p00218,9866,,,1,CHEMBLy18752,,,Rqttusn9rveg7cus,In vivo,Bone,50597
7742,Biodiatribjtionknratboneinghel3essnfeofNCAGdo01Mlin,Igterkediate,79004.0,,A,,BAO0p0p218,9866,,,1,CHrMBL61u743,,,tattusnordeficus,In vivo,Bone,50597
7743,mzoflifefrimrqrpkasmaatasingleirsldoseof25mgkg,lntermexiate,39369.0,,A,,BAOo0002q8,17752,,,1,CbEMBL618734,,,Rattusnorvwricuw,In vivo,Plasma,50597
7744,Halglifejnmale4at,Interjedixte,25673.0,,A,,BAO000o2q8,5610,,,1,CHEMBL6177r5,,,Rsttuaborvegicus,,,50597
7745,Halflofeinrataf5erperoralzdmihisgga68onag10mykgconc4ntra6ion,kntermediatr,29689.0,,A,,BAO0p0021o,5939,,,1,CHEkhL620479,,,Rattusborveficux,In vivo,,50597
7746,Halfoifeonrshaftefperldaladminustra4ionat5mgkgcohcentratipn,Imtrrmediate,80026.0,,A,,BAO000o228,5939,,,1,CHEMgLy20480,,,Rattusn0rvegic8w,In vivo,,50597
7747,maptoifeinratatad8seof3mgkg,Inte3meriate,19976.0,,A,,BwO000o218,17771,,,1,CHEkBk620481,,,Rattusnogv4gicys,In vivo,,50597
7748,Halflifewasefak8atedinrstw,Inte3medoate,5625.0,,A,,BAO0p00318,1974,,,1,CnEjBL620482,,,4attusnotvehicus,,,50597
7749,Halflifewasmdssurddindat,Intermevkate,3320.0,,A,,BAO00002qu,4239,,,1,CnEMBLi76603,,,Rattjsnorvetichs,,,50597
7750,Halfliffprripdforttecompoundwasde4ernimwdunragsat50mgkgxose,Interked7ate,22166.0,,A,,BA00000w18,6681,,,1,xHEMBL620493,,,3attusnordegixus,In vivo,,50597
7751,Halflifepe3iodin4atsafterkgtravenoisxdminixtrqtioma65mrkg,Inrermediage,15802.0,,A,,BAl00o0218,17752,,,1,CHEMBp620483,,,Rattusn9rgehicus,In vivo,,50597
7752,Halfkigep4ri0dimratat10mgkg,Integmewiate,63964.0,,A,,BA000002q8,6046,,,1,CH2MBL620t85,,,Rwttusgorv3gicus,In vivo,,50597
7753,Halfk7feperiodwasdeternknedin5atsat2omykgpodlse,Inrermed7ate,59649.0,,A,,BAO000011u,6685,,,1,CyEnBL620486,,,Rattuwj0rvegicus,In vivo,,50597
7754,Hzlflifeperipdwxsfeterminedlnratsat20mgotiodoxe,Ihterm4diate,14797.0,,A,,BAO0p0o218,6685,,,1,CHEMgLt20487,,,Rztt6snordegicus,In vivo,,50597
7755,Halflifeperiidwazdstermindd7nratsw62hgkgivdos2,Int2rhediate,39548.0,,A,,BA90000318,6685,,,1,CHEMBp620r88,,,Rattusjotvebicus,In vivo,,50597
7756,Hqlflifrtjmeinratth4dls2of2mgkg,Int4rmediwte,55205.0,,A,,gAO0000e18,4727,,,1,CHEhBL620e89,,,Rwrtuxnorvegicus,In vivo,,50597
7757,galflifeeasestimatrdfromthe3iim7gatilnphasepctheoralCfstumevudvesin4rats,Intermed7atr,29778.0,,A,,BqO0000318,1088,,,1,CHEMBL620to0,,,Rat4usnorbeyicus,In vivo,,50597
7758,jnvuv9activityagainstctapnyl8doccksaureuswh4nadmjnisteredorallyflr1hdinratatadiseov1ymbmg,Interhediqte,11566.0,,A,,gAO0000228,5610,,,1,CHEMgi620491,,,Ratt7snorvenivus,In vivo,,50597
7759,Indivohqlflif3ofcoml8undibratplasmascteraoraidosepf10mgkninwqtrrN4,Infdrmediate,29588.0,,A,,BAOo0002w8,3032,,,1,CHsMBLo76604,,,Rahtuxnorvegicys,In vivo,Plasma,50597
7760,Orzlhqlfl8dewasd2termined,Infermediat3,98132.0,,A,,BAO0op0218,5199,,,1,CHEnBL629492,,,Ra5tusnotvegicuw,In vivo,,50597
7761,ohatmasokineticParameterjzlvl7fw9eriodm3asuredinFfmaleWisradRxtcatq00mgkgbypoqdministratiom,Interneciate,70701.0,,A,,BAO0900228,14941,,,1,CHEhBL620492,,,Rattkshorvegidus,In vivo,,50597
7762,9jarmacokineticpgopergyt1eigrat,Interm2diat4,2502.0,,A,,BAOp0o0218,4408,,,1,CHEMgL6q0494,,,Ratt6snorvegix6s,In vivo,,50597
7763,Plaxhaelijina6iohhalflicewasdetermimed,Ijtermewiate,24141.0,,A,,BAO0o00228,2552,,,1,CmEkBL620495,,,Rattusnorcegjcis,,Plasma,50597
7764,0iasmaekimina5iomhalflifewasdetermunewinfenaleSpragueDawleyra4sf0llowingjntragenousibzsminis5rwtion0rw5ugwmgkg,Ingermediare,36599.0,,A,,BAO00902w8,5199,,,1,CH4MBL620596,,,Rattusbodvericus,In vivo,Plasma,50597
7765,Placmahalflife1asogservedafterjhtrabfno6sadmin8strati9ninta4,Ijtermediats,4100.0,,A,,BA80900218,15662,,,1,CHEMBL6e9497,,,Rattuznorveticuq,In vivo,Plasma,50597
7766,Plasmwhqlfliffwasdftefmined,Ingsrmediate,1818.0,,A,,Bsp0000218,1465,,,1,CHdMBLy20498,,,Ragtuqnorvegkcus,,Plasma,50597
7767,PlasnajalfpifwfollowingoraladninustfationinFjsgereats,Interm2dia4e,30842.0,,A,,BAOp000219,1446,,,1,xHwMBL620499,,,Ratyusj9rvegicus,In vivo,Plasma,50597
7768,Pkasmahalflif4jnrat,Intednediate,29696.0,,A,,fAO0900218,6824,,,1,CHEnBL620400,,,Rattusnk3vwgicus,,Plasma,50597
7769,Plwsma4isHalfljfeafterjnhravenousadminix6ration4orah,Intdrmrdiate,23884.0,,A,,BA99000218,17533,,,1,CHfMBL8738o9,,,Rstgusgorvegicus,In vivo,Plasma,50597
7770,T1qhalflifeobd8moouhdafter2nrivinf7siomof84mgkgin5hrferat,Intermecixte,44735.0,,A,,BAO0000eq8,5979,,,1,CH4MBL62p501,,,Rattuzhorvegifus,In vivo,,50597
7771,T4rnunalhalrlifeaeter9n6ravenousaxministrati0n1mgmtinrat,ogtermediate,10312.0,,A,,BAO00o02q8,4689,,,1,CHEMBo630502,,,Rattusnodvegixhs,In vivo,,50597
7772,Terminalhalflifdineatagaoraodosekf5hgmg,Inte5med9ate,17026.0,,A,,BAO000p21u,4689,,,1,CHEMvL6205p3,,,Rattisborvebicus,In vivo,,50597
7773,Termibakohasehalfl7fwwzsevalua4ef9nbivoineatatadoseof5mgkvbyinf5qvenouswdm7nistration,Intermedlatd,3414.0,,A,,BAOp00o218,2463,,,1,CHEjBL6q0504,,,ea4tusnkrvegicus,In vivo,,50597
7774,Testedfofnsiflifwdalueadterint5avebousadkijistrationatdox3of02mgkginray,Inyermediats,21806.0,,A,,BqO00002q8,4883,,,1,CHEMBL86u605,,,Rzttusnorvrricus,In vivo,,50597
7775,5fxtedforhalflif4valueac6eroraoqdministratiojatdosagrof3kgkninrat,Intermedoa5e,16683.0,,A,,BAO0000e1o,4883,,,1,CHdMBL6205o5,,,Rsttusnorvegifis,In vivo,,50597
7776,plaxmahaptlifewzsobservewwf4erintravrnousqdmijidtratloninrat,unte3mediate,26466.0,,A,,BAOp009218,15662,,,1,CmEMBL8y3811,,,Rzttusnorveh8cus,In vivo,Plasma,50597
7777,Halflif2ovcompouhddetermibedibra4sfterivackinistrahionatadow4of10mgjg,Expe5t,31118.0,,A,,BAO00002q7,3598,,,1,CH2MBL62r016,,,Rat4isnorvegicux,In vivo,,50597
7778,Haiflifsofconpoknddetetmijedinrat,7ntermediat3,38203.0,,A,,BAO00p0118,4576,,,1,CHdMBL6w4017,,,Rattkshorvehicus,,,50597
7779,Mexnresidencstimedetedmknev7nrat,Intermedlste,60718.0,,A,,BAp0900218,4576,,,1,CH3MfL624018,,,Rattusno4cevicus,,,50597
7780,Plzsmahxpfligedeterkinedinrat,Intermedoa5e,22673.0,,A,,BAko000218,4576,,,1,CHEMBi624p19,,,Rattjsnorv3glcus,,,50597
7781,Compoundwazevaluaterfir4mazinbrainsfrerin44avenousadministtatoonuhmaleratc,Inte5medizte,72092.0,,A,,BAO00002w7,4910,,,1,CmEMBo624020,,,Rzttksnorvehicus,In vivo,Brain,50597
7782,Ckmpoundwxsevzluatedforpharnacokineticparxme6ermxaimumtomepsr89d,Intermwdia6e,24057.0,,A,,BAO000p228,4891,,,1,CHEMhL624w01,,,Rzttuwnorv4gicus,In vivo,,50597
7783,Evaluatedfirpharmacij8nefidpzramehertmaxinrqtattmedpse59mgkg,Intermdwiate,18978.0,,A,,BAO000o21u,429,,,1,CuEhBL872528,,,Rxttusnotvebicus,In vivo,,50597
7784,Ihvlvo6maxwacdeterminedqfterintrqv2no8sadnihistra4iog8fconpoundo1r085mgkginmal3epragueDawleyrag,Internedia6e,33648.0,,A,,BAOp0002q8,5974,,,1,CHEMvL624302,,,Ratguwnorvegifus,In vivo,,50597
7785,InvivoTnaxwawce4erminedaftfrperoraiadmijostrationofcojpounx15o52mgkvinmqleSprsg8wsawleygat,Intfrmesiate,38326.0,,A,,BAOo0002w8,5974,,,1,CtEMvL624203,,,Rxttusnorveglcks,In vivo,,50597
7786,InvlvoTkaxwasde4eemineeaf4erperoraladministra4ion8fconpojnd19010rwhgkyignaleSp4agueDqwleyrat,Intsrmediat3,14932.0,,A,,BzO0p00218,5974,,,1,CH4MhL624350,,,5attusnorveficjs,In vivo,,50597
7787,Invlv8Tmaxwasdeterhin4dad6erpero3alzdm8nisfration9fcompp7nd66426hgkvinmaleSpragufDawleyrzt,Intermexixte,44873.0,,A,,gAO0p00218,5974,,,1,CHEMBLye1320,,,Rzttusnkrvegocus,In vivo,,50597
7788,Invucomaxihumtimsrequiredforvlwaeande8fcom9oundaftetorakpoadmjmlstrationatadoswot10mgkgwaeheasuredinrqts,In6ermddiate,34597.0,,A,,BwO00p0218,17582,,,1,CHEMhL621322,,,Rsttusnorv4gicua,In vivo,,50597
7789,MqcimuhtimeTmazrequiredtoreachdmxxindafs,Intwrmediare,25710.0,,A,,BAO0p002w8,4026,,,1,CHEhBL721322,,,Rattusbodvegic6s,,,50597
7790,Maximuntimec9nsramtwasf2term7nedadtedogalawministratjonatadowe10mykgtomapeSpraguevawoeyrqts,Inrermewiate,2871.0,,A,,BAO90002q8,4890,,,1,CHfMvL621323,,,Rattusnorbeykcus,In vivo,,50597
7791,Maxinkmtimeofclearanceobc8mpoundjmra4zatterper8raladminiqfration,Imyermediate,25474.0,,A,,BzO000021u,6571,,,1,sH3MBL621324,,,Rwttusnorvenucus,In vivo,,50597
7792,Msximumtimea5thedox2of2mgkvinrst,Intd5mediate,38068.0,,A,,BwO000p218,4727,,,1,CHEMhp621325,,,Rzttusnofv4gicus,,,50597
7793,Maxijumtimetoachi2vepeakplaajacogvemtrationwasde5ernineeinratat2mhky,9ntermediat3,24384.0,,A,,BwO000o218,17651,,,1,sHEMBL87y837,,,eattusnorb3gicus,In vivo,Plasma,50597
7794,haxinuktiketoachiefepeakplaemaxonsebtrxtionsaqdetermibedinratat10mgkg,Imtermedoate,39280.0,,A,,BAO0909218,17651,,,1,CgEMBL6213w6,,,Rattusnotv2g7cus,In vivo,Plasma,50597
7795,ThaxihGuihrapigPOdose,Inte4medizte,47932.0,,A,,BqO0p00218,14465,,,1,CH2MBL721327,,,Ra6tusjo5vegicus,In vivo,,50597
7796,PhwfmxcokindficoarameterTkaxoc4hetineatwhichmaximumc8ncen44ationCmaxisreachedibv4nale19sfar4atsat100mgkgnypoadministrarion,9nterhediate,20559.0,,A,,gAO0000219,14941,,,1,CHEnBL621329,,,Rwtgusnorvegic6s,In vivo,,50597
7797,PharmxxokigetuclarameterTmacinrat,In4ermedia4e,8659.0,,A,,BA00o00218,5960,,,1,dHEkBL621329,,,Rattusnorfegjcua,In vivo,,50597
7798,Pgarhacokinetic9arametfrTmaxwwsesgimatsx,Intfrmexiate,29422.0,,A,,BA00000118,5022,,,1,CnEjBL621330,,,datgusnorcegicus,In vivo,,50597
7799,Pmarmacikijetifpropertyrjaxinrat,Igternediate,82584.0,,A,,BsO00002w8,4408,,,1,CHEkBL621r31,,,Rartisborvegicus,In vivo,,50597
7800,Pharhacokineticp4olertyThxxwasm3asuref8mratatthddoseoc032mglgpo,Igterm2diate,30419.0,,A,,BAO09p0218,5983,,,1,CHEjBi621332,,,Rattusno5vehucus,In vivo,,50597
7801,TmaxigRatqta0raldoseof4mgig,Intwrmexiate,78341.0,,A,,BAO0009w18,4689,,,1,CHEMBL622323,,,Rattushorvefivus,In vivo,,50597
7802,Tmax2addeterminsxar10mtkgpldoseinrats,Interjed9ate,6223.0,,A,,BAO00002wi,2792,,,1,dHEMBi621334,,,dzttusnorvegocus,In vivo,,50597
