Fiscal year,Sector name,CIDA business delivery model (old),Indigenous issues (marker),CountryRegion name,Programming process (new),Section name,Organisation ID,Organisation sub-class,Fund centre name,Fund centre ID,Untied amount(Project-level budget),Organisation name,Desertification (marker),Biodiversity (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance
2009/2010,Advanced technical and managerial training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Vocational training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Advanced technical and managerial training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Vocational training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Advanced technical and managerial training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Vocational training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Advanced technical and managerial training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Vocational training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Advanced technical and managerial training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Vocational training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Advanced technical and managerial training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Vocational training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Advanced technical and managerial training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Vocational training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Advanced technical and managerial training,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,1000403,UMBRELLA ORGANIZATION,Caribbean Region,4434,428434.0,Colleges and Institutes Canada,0,0,A033983PRE,Closed,428434.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,0.95,0.0,0,1,Not PBA,1,0,0,0
2009/2010,Education policy and administrative management,Responsive,0,Sudan,Uncoded: Pre-APP,South Sudan Program,1001512,NGO,South Sudan,4232,4055810.56,Plan International Canada Inc. (Plan Canada),0,0,A033984001,Closed,4055810.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Rural development,Responsive,0,Sudan,Uncoded: Pre-APP,South Sudan Program,1001512,NGO,South Sudan,4232,4055810.56,Plan International Canada Inc. (Plan Canada),0,0,A033984001,Closed,4055810.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education policy and administrative management,Responsive,0,South Sudan,Uncoded: Pre-APP,South Sudan Program,1001512,NGO,South Sudan,4232,4055810.56,Plan International Canada Inc. (Plan Canada),0,0,A033984001,Closed,4055810.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Rural development,Responsive,0,South Sudan,Uncoded: Pre-APP,South Sudan Program,1001512,NGO,South Sudan,4232,4055810.56,Plan International Canada Inc. (Plan Canada),0,0,A033984001,Closed,4055810.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education policy and administrative management,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,10050,FEDERAL,Tanzania,4224,165539827.0,Department of Foreign Affairs and International Trade,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Education policy and administrative management,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1008248,FEDERAL,Tanzania,4224,165539827.0,Ministry of Finance (Tanzania) Government of Tanzania,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Education facilities and training,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,10050,FEDERAL,Tanzania,4224,165539827.0,Department of Foreign Affairs and International Trade,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Education facilities and training,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1008248,FEDERAL,Tanzania,4224,165539827.0,Ministry of Finance (Tanzania) Government of Tanzania,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Teacher training,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,10050,FEDERAL,Tanzania,4224,165539827.0,Department of Foreign Affairs and International Trade,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Teacher training,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1008248,FEDERAL,Tanzania,4224,165539827.0,Ministry of Finance (Tanzania) Government of Tanzania,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Primary education,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,10050,FEDERAL,Tanzania,4224,165539827.0,Department of Foreign Affairs and International Trade,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Primary education,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1008248,FEDERAL,Tanzania,4224,165539827.0,Ministry of Finance (Tanzania) Government of Tanzania,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Secondary education,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,10050,FEDERAL,Tanzania,4224,165539827.0,Department of Foreign Affairs and International Trade,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Secondary education,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1008248,FEDERAL,Tanzania,4224,165539827.0,Ministry of Finance (Tanzania) Government of Tanzania,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Vocational training,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,10050,FEDERAL,Tanzania,4224,165539827.0,Department of Foreign Affairs and International Trade,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Vocational training,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1008248,FEDERAL,Tanzania,4224,165539827.0,Ministry of Finance (Tanzania) Government of Tanzania,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Higher education,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,10050,FEDERAL,Tanzania,4224,165539827.0,Department of Foreign Affairs and International Trade,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Higher education,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1008248,FEDERAL,Tanzania,4224,165539827.0,Ministry of Finance (Tanzania) Government of Tanzania,0,0,A033985001,Operational,165539827.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,1.0,0.0,0,1,Sectoral budget support,0,0,0,0
2009/2010,Primary education,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1001306,IFI,Tanzania,4224,20000000.0,World Bank,0,0,A033986001,Closed,20000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,0.33,0.0,0,1,General budget support,0,0,0,0
2009/2010,Basic health care,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1001306,IFI,Tanzania,4224,20000000.0,World Bank,0,0,A033986001,Closed,20000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,0.33,0.0,0,1,General budget support,0,0,0,0
2009/2010,Water sector policy and administrative management,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1001306,IFI,Tanzania,4224,20000000.0,World Bank,0,0,A033986001,Closed,20000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,0.33,0.0,0,1,General budget support,0,0,0,0
2009/2010,Agricultural development,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1001306,IFI,Tanzania,4224,20000000.0,World Bank,0,0,A033986001,Closed,20000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,0.33,0.0,0,1,General budget support,0,0,0,0
2009/2010,Multisector aid,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1001306,IFI,Tanzania,4224,20000000.0,World Bank,0,0,A033986001,Closed,20000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,0.33,0.0,0,1,General budget support,0,0,0,0
2009/2010,Reconstruction relief and rehabilitation,Responsive,0,Sudan,Uncoded: Pre-APP,South Sudan Program,1000089,OTHER MULTILATERAL,South Sudan,4232,3000000.0,Int'l Organization for Migration,0,0,A033987001,Closed,3000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Elections,Responsive,0,Sudan,Uncoded: Pre-APP,South Sudan Program,1001304,UNITED NATIONS,South Sudan,4232,4500000.0,UNDP - United Nations Development Programme,0,0,A033992001,Terminating,4500000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Elections,Directive,0,Sudan,Uncoded: Pre-APP,South Sudan Program,1001288,INTERNATIONAL NGO,South Sudan,4232,0.0,International Foundation for Electoral Systems,0,0,A033992PRE,Closed,136919.72,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Elections,Directive,0,Sudan,Uncoded: Pre-APP,South Sudan Program,Information not available,CONSULTANT,South Sudan,4232,0.0,Information not available,0,0,A033992PRE,Closed,136919.72,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Small and medium-sized enterprises (SME) development,Responsive,0,Afghanistan,Uncoded: Pre-APP,"OAA Afghanistan, Pakistan and Sri Lanka",1014420,CONSULTING SERVICES,Afghanistan,4125,7702881.97,Turquoise Mountain Trust,0,0,A033997001,Closed,7702881.97,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Urban development and management,Responsive,0,Afghanistan,Uncoded: Pre-APP,"OAA Afghanistan, Pakistan and Sri Lanka",1014420,CONSULTING SERVICES,Afghanistan,4125,7702881.97,Turquoise Mountain Trust,0,0,A033997001,Closed,7702881.97,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Public sector policy and administrative management,Directive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1014254,UMBRELLA ORGANIZATION,Tanzania,4224,825000.0,Policy Forum,0,0,A034001001,Terminating,825000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,0.8,0.0,0,1,Other PBA,0,0,0,1
2009/2010,Anti-corruption organisations and institutions,Directive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1014254,UMBRELLA ORGANIZATION,Tanzania,4224,825000.0,Policy Forum,0,0,A034001001,Terminating,825000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,0.8,0.0,0,1,Other PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1014254,UMBRELLA ORGANIZATION,Tanzania,4224,825000.0,Policy Forum,0,0,A034001001,Terminating,825000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,0.8,0.0,0,1,Other PBA,0,0,0,1
2009/2010,Media and free flow of information,Directive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1014254,UMBRELLA ORGANIZATION,Tanzania,4224,825000.0,Policy Forum,0,0,A034001001,Terminating,825000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,0.8,0.0,0,1,Other PBA,0,0,0,1
2009/2010,Human rights,Directive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1014254,UMBRELLA ORGANIZATION,Tanzania,4224,825000.0,Policy Forum,0,0,A034001001,Terminating,825000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,0.8,0.0,0,1,Other PBA,0,0,0,1
2009/2010,Multisector aid,Directive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,Tanzania Program,1014254,UMBRELLA ORGANIZATION,Tanzania,4224,825000.0,Policy Forum,0,0,A034001001,Terminating,825000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,0,0.8,0.0,0,1,Other PBA,0,0,0,1
2009/2010,Public finance management,Responsive,0,Indonesia,Uncoded: Pre-APP,OAI Indonesia and SEA Regional,1001306,IFI,Indonesia,4127,5950000.0,World Bank,0,0,A034002001,Terminating,5950000.0,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,0,1.0,0.0,0,1,Not PBA,1,0,0,2
2009/2010,Family planning,Responsive,0,Niger,Uncoded: Pre-APP,Gulf of Guinea Program,1003803,UNITED NATIONS,Niger,4213,1200000.0,UNFPA - United Nations Population Fund,0,0,A034003001,Terminating,1200000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Personnel development for population and reproductive health,Responsive,0,Niger,Uncoded: Pre-APP,Gulf of Guinea Program,1003803,UNITED NATIONS,Niger,4213,1200000.0,UNFPA - United Nations Population Fund,0,0,A034003001,Terminating,1200000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Education policy and administrative management,Directive,0,Haiti,Uncoded: Pre-APP,Ha�ti & Dominican Republic Section,10050,FEDERAL,Haiti,4452,493521.93,Department of Foreign Affairs and International Trade,0,0,A034007001,Closed,493521.93,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education policy and administrative management,Directive,0,Haiti,Uncoded: Pre-APP,Ha�ti & Dominican Republic Section,Information not available,CONSULTANT,Haiti,4452,493521.93,Information not available,0,0,A034007001,Closed,493521.93,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Public sector policy and administrative management,Directive,1,Bolivia,Uncoded: Pre-APP,South America,10050,FEDERAL,Bolivia,4416,437113.15,Department of Foreign Affairs and International Trade,0,0,A034014PRE,Operational,437113.15,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Public sector policy and administrative management,Directive,1,Bolivia,Uncoded: Pre-APP,South America,1013670,ASSOCIATIONS,Bolivia,4416,437113.15,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,A034014PRE,Operational,437113.15,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,1,Bolivia,Uncoded: Pre-APP,South America,10050,FEDERAL,Bolivia,4416,437113.15,Department of Foreign Affairs and International Trade,0,0,A034014PRE,Operational,437113.15,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,1,Bolivia,Uncoded: Pre-APP,South America,1013670,ASSOCIATIONS,Bolivia,4416,437113.15,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,A034014PRE,Operational,437113.15,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Human rights,Directive,1,Bolivia,Uncoded: Pre-APP,South America,10050,FEDERAL,Bolivia,4416,437113.15,Department of Foreign Affairs and International Trade,0,0,A034014PRE,Operational,437113.15,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Human rights,Directive,1,Bolivia,Uncoded: Pre-APP,South America,1013670,ASSOCIATIONS,Bolivia,4416,437113.15,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,A034014PRE,Operational,437113.15,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Legal and judicial development,Responsive,0,Ethiopia,Uncoded: Pre-APP,Public Institutions & Elections,1001558,NGO,Public Institutions & Elections,6219,4669980.0,Justice Education Society of British Columbia,0,0,A034016001,Closed,4669980.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Legal and judicial development,Responsive,0,Guatemala,Uncoded: Pre-APP,Public Institutions & Elections,1001558,NGO,Public Institutions & Elections,6219,4669980.0,Justice Education Society of British Columbia,0,0,A034016001,Closed,4669980.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Legal and judicial development,Responsive,0,Honduras,Uncoded: Pre-APP,Public Institutions & Elections,1001558,NGO,Public Institutions & Elections,6219,4669980.0,Justice Education Society of British Columbia,0,0,A034016001,Closed,4669980.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Legal and judicial development,Responsive,0,El Salvador,Uncoded: Pre-APP,Public Institutions & Elections,1001558,NGO,Public Institutions & Elections,6219,4669980.0,Justice Education Society of British Columbia,0,0,A034016001,Closed,4669980.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Education facilities and training,Responsive,0,Senegal,Uncoded: Pre-APP,Senegal Program,1001302,UNITED NATIONS,Senegal,4238,9523000.0,UNICEF - United Nations Children's Fund,0,0,A034026001,Terminating,9523000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Basic health care,Responsive,0,Senegal,Uncoded: Pre-APP,Senegal Program,1001302,UNITED NATIONS,Senegal,4238,9523000.0,UNICEF - United Nations Children's Fund,0,0,A034026001,Terminating,9523000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Basic nutrition,Responsive,0,Senegal,Uncoded: Pre-APP,Senegal Program,1001302,UNITED NATIONS,Senegal,4238,9523000.0,UNICEF - United Nations Children's Fund,0,0,A034026001,Terminating,9523000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,1.0,0.0,0,1,Not PBA,0,0,0,0
