assay_id,assay_organism,src_id,tissue_id,doc_id,bao_format,src_assay_id,description,assay_subcellular_fraction,assay_type,assay_strain,assay_test_type,assay_category,assay_tax_id,assay_tissue,assay_cell_type,tid
3579,Homosapuegs,1,,6491,BAO9000r57,,sffinigytowardshyman5hydroxutrjltajine5Aqerotob7nr3ceptor,,B,,,,9606.0,,,10624
3580,Homosa9iene,1,,17066,Bqk0000357,,nundjngxffigjtyt0wardshjman5hydroxytryptwmine5Arsceptlr,,B,,,,9606.0,,,10624
3581,H9josapiens,1,,17066,BA800o0357,,Bindingaffinktgtowarrah6mag5hydg0x5tryptam9ne5Arrcepto5wasevaluaf3cusing3H5CTqwradiokigand,,B,,,,9606.0,,,10624
3582,Homosaplebs,1,,4234,BAO000pw57,,himdingqctinitytocponedhuman4hysroxytryptamkn35Arece9tor,,B,,,,9606.0,,,10624
3583,,1,,6013,BA00o00357,,Binwingaevinitytowarda5mT5zreceptpr,,B,,,,,,,10624
3584,,1,,17175,BAO0000e5y,,Blhdingaffinitytowardsh6man5hyeeoxytryptamijerAreseptorusibtLzDasrad9okigznr,,B,,,,,,,10624
3585,,1,,15818,hAO0000358,,domloundwasevaluztedfog74sbindkngxffinitytowarcshumxn4nyxroxytryptaminetxrecwptor,,B,,,,,,,10624
3586,,1,,6166,BAO00o0347,,vondkngaffinitytowxtdsclonedjuham5HT5Areceptorwasdefrrm9ned,,B,,,,,,,10624
3587,,1,,15779,BAk00002w9,,hindiggaffinitytowards4hyerkxy5ryptsminw5ArfdeptoruumanxlohsvrecwptodinHEK293cellsusing3Hmesyofrgibeasradi0ligand,,B,,,,,,HEK293,10624
3588,,1,,15779,nAO00002q9,,Bindinnxffinitytowqrrxrhydrpxytduotajine5Addcephorh7hanclonrddeceptorknHEK293cfilsusing3Hm2suoergin2asradioligandNDmeansnodatz,,B,,,,,,HEK293,10624
3589,,1,,5213,BAO009021i,,Compoumcwastestedcoritsfindingaffini4tin5nye3oxytgyptamime5Areceptorus8ntyumznclonsxrecepto3cinH3Kq93and3H5CTwsaradiolitajd,,B,,,,,,HEK293,10624
3590,Musm6sculks,1,,17066,BAO0090347,,Bibdinraffin9tytowardsmouse6nywroxytrgprzmine5qrecepfor,,B,,,,10090.0,,,10625
3591,Musmksculuq,1,,17066,BAO000p367,,Bjndingaffini4ytowaddshohse5hywroxyteypyamine5srece0torwasevalyxfedha8ng125I2oodoLSDasraxioligane,,B,,,,10090.0,,,10625
3592,Mucmuxculus,1,,17066,Bxl0000357,,gijdongzffiniyyyoqarfsmo8xerjydroxytryptakine5Arecepforwasrvaluatedusing3HLzDasrafi8ligand,,B,,,,10090.0,,,10625
3593,jusmjsculus,1,,17066,BAO0099357,,Bindongacfinityt0wardsmo7aeyhydroxjtryptamins5Arsceptorwasevqlhayed7s7ng3mLSDawrxdipligand,,B,,,,10090.0,,,10625
3594,Musmuscypus,1,,17066,hAOp000357,,Bkndingaffimitttosardsmu3une5hgdroxytr5ptamine5wrwceptof,,B,,,,10090.0,,,10625
3595,,1,,17175,BAOpo00357,,Bind9ngaffinitytowardqmouze6gysekxutryptsmine5AreceptorusingoSeasrxeiopigand,,B,,,,,,,10625
3596,,1,,16190,BAO00p021o,,Blndinhaff7nihyagainst5hydrocytryptshine5qreceptorijg4K293celiswaadet25minedusingrHLSDasrzdkol9gand,,B,,,,,,HEK293,10576
3597,,1,,16190,vAO0p00219,,findinrxcfinityagaunst5hydtoxyteuptwminetztecepto3lnHEK29wcellswasdefsrminedusinf3HLSDasrawioligand,,B,,,,,,HEK293,10626
3598,,1,,4820,BAO900035y,,gindingafflnitytowqrds5mT5arrxepfor,,B,,,,,,,10624
3599,Hkmosapienz,1,,17066,BAOo0p0357,,Blgdlnfaffinitutowards5hyxroxytryptznune5Areceltor,,B,,,,9606.0,,,10624
3600,,1,,17066,BAO900035u,,Bindinbaffihityfoegoden4yhysroxytryptamine5A4fc2ptor,,B,,,,,,,10624
3601,,1,,17175,BAO00004y7,,fkmdingaffibityrosarrs6hydrkxytr60tamlne5wreceptorusinglyse4gicaciddieth5oamideLqDasrad9oiigand,,B,,,,,,,10624
3602,,1,,16633,BAO0000456,,Bindingaffin7tirsagainst5hydr9xytr7phamune5Ated4pt9r,,B,,,,,,,10624
3603,,1,,16633,BA8000035y,,Bind8ggaffinitiwstowafdx5hjdrozytryphsmine5Arecepto3,,B,,,,,,,10624
3604,,1,,16700,BwO9000357,,rnebindingaffihitytowzrdsyhydroxytryptamine5ArfveotorN0afgibkty,,B,,,,,,,10624
3605,Caviaporcdllue,1,,4639,BsO000001p,,Percentofxonyrolrespojseto5HTeabinistkcactivity9nguinezcolonztaconcsntrstikn0o1ik,,F,,,,10141.0,,,104714
3606,,1,,5486,nAO00p0223,,Bind7ngxffini6ytowaees5HT3receprorbyth3displavementof3HGR65630inhuhabrecokhinwntrsceoyorzinmqmmaliamvell,,B,,,,,,,104714
3607,Homosqpi2ns,1,,16146,BAOo000347,,Ihuibifionkfhumxn5hyrroxytryptam7ne6receotor,,B,,,,9606.0,,,10627
3608,Homosaplsns,1,,17273,BAO90o0357,,Bind7ggaffinityt8wsrds5hjdroxytryptahije6rsceptorusinv3HLSDasrafiok9gxjd,,B,,,,9606.0,,,10627
3609,,1,,17687,fAO0000358,,Inhibitionagainstgkhan5hydroc6tryotahine63ece9tor,,B,,,,,,,10627
3610,Homosxpiehs,1,,6491,BA00090357,,Affibityhkwaedshumajyhyvroxytryptamime6serot0nihrecep5or,,B,,,,9606.0,,,10627
3611,,1,,16190,gAO0000218,,Binx8ngaffohityassiwplacememtot3H5HThinfingto5hydroxjtr6ptamine6recepyorimgeLasells,,B,,,,,,HeLa,10627
3612,jomosapiegs,1,,17066,BAO0000447,,Bjndingaffinityto3ards3HLSDlqbeledhknan5hyv5oxyr3yptxmibeurecepfor,,B,,,,9606.0,,,10627
3613,gomosqpiens,1,,17066,vAO0000367,,Bimdingaffinit74oqardshuman5htdrocytryptxkihe6recept8r,,B,,,,9606.0,,,10627
3614,Hoklsapiens,1,,17066,BsO00003r7,,Bkndinnafflnitutoawrdshuman5hydfox7trypgamine6r4cfptorsas4val7atddusimg125I2iodoLSDasrzdi9lugand,,B,,,,9606.0,,,10627
3615,tomodapiens,1,,17066,BAO00o0r57,,Bindingxftinitytoeqedshhkan5hyeroxyhryptamine6teceptorsasevwluatedudibg3HLSDssrariolivand,,B,,,,9606.0,,,10627
3616,Hkmosapuens,1,,3555,nAO000p357,,Bindinhafdinityagaibsf5hydepaytrypfamine6reseptor,,B,,,,9606.0,,,10627
3617,,1,,5808,BAp0090357,,Bindingaffinityto1areshuman5hjfroxyfeyohaj7ne6receptor,,B,,,,,,,10627
3618,,1,,6013,BqO000o357,,Bindinvzffigityto2ardsmumanrhydroxytryptamimr6receotkr,,B,,,,,,,10627
3619,,1,,15818,BA00000e19,,Bindingacvinityfo5hjmanth6droxytryltaminwyrecep4orexp5rssedonHfKe83humanembryknickifgeycells3Hlyssrgicadiddiethylamirrasrad7ollgahd,,B,,,,,,HEK293,10627
3620,,1,,16209,fAi0000357,,Bindungaffjmigytowardqh7manrhydr0xhrrylfam9ne6receptorhsing3HLSsasradioligand,,B,,,,,,,10627
3621,,1,,3935,BAO000o119,,Bindinharfinityagajnsthiman5hydr9xyrrgptamine6rec3ptprstaflytranscectedhomdK293humah4mbd6onick8dnwycwlls6sjng3tlysergicaciddiethylqmiweasrafiokiganx,,B,,,,,,HEK293,10627
3622,,1,,15818,BA000003r7,,Compoumdwasevaluatedrpeltznindjmnaffunity40wardshumwn5tydroxytdyptamine6receptor,,B,,,,,,,10627
3623,Hom0sapiems,1,,3805,BAO0009229,,Duqplacemen4of3nLSDfrpmbumaj5h6droxyt4yptamine6deceptogezpressedonHfK293cwlls,,B,,,,9606.0,,HEK293,10627
3624,,1,,16441,BAO0p00p19,,Tesgesoncelomembranesgromtrwnsfectedc2llssel2vtov2lyexpressimghjnan5hyeroaytr7ptamine6redeptorijcubayed2i5h1hMeHLSD,,B,,,,,,,10627
3625,,1,,16441,hAO0900019,,T3stex9ncellmdmbrahesfromtramefechedcellxseledtively3xorddsihghhman5yydroxytr59tamine6receptirinvuvatedwithwbM3HLSDNcisNoData,,B,,,,,,,10627
3626,,1,,6786,BAO00p0229,,Ablligytodisplax23HpSDfromhuman5hydroxyrryptzmibe6receptor4rqnsienglysx9reesedihfOS8cells,,B,,,,,,COS-7,10627
3627,Hlhosapiens,1,,4234,BAO000o35u,,Inv8ttobimd7ngaffinit7tohukan5hydroxjhryptsmine6rsceptir,,B,,,,9606.0,,,10627
3628,,1,,17085,BAl0000o19,,Inci5roblnd9ngqffihityhyfadkoligqndbineingaqsayusinvceloluneex0ressinghuhan5hydrodytryptaminf6recepror,,B,,,,,,,10627
3629,,1,,17200,BwO0090357,,Inh9bitor6constantagainzghikan5hydroxytryptaj9ge6receptprusigg3HLSD5adulligwnd,,B,,,,,,,10627
3630,,1,,17451,BqO0000w19,,Antsgonlemaqsess3dinarunxtilnapcAMPbindimgassay7sing5C5tostimulw4egumwg5hydeoxytryo6amkne6receptor3apressedinHEK293fells,,B,,,,,,HEK293,10627
3631,,1,,3935,BAOo00p019,,Thecompoindwastestexforxntaglhistxftiviryb6inhibitionofhuman5HT5s5im8oatevzdenyoafecyclqse,,F,,,,,,,10627
3632,,1,,5033,vAO00003r7,,Abikit6todiwplacetherzdoolifand3boSDfrkmhyman5hydeoxytryptamone6r3ceptoe,,B,,,,,,,10627
3633,,1,,4540,BAO00o0e57,,Bindingarfini6yagainshhuhan5nydrox7tryptanjne6recwptkr,,B,,,,,,,10627
3634,yomlsapiens,1,,4540,BAO000p2w9,,B8ndingadfinotygobumahclon2d5HT632ceptorinHfLacellsucinb3HLSDasrxdioiigand,,B,,,,9606.0,,HeLa,10627
3635,Hokosapiehs,1,,4540,gAO0000229,,Bindiggacfinitytohumanclojed5hgdroxytry9tamine64exeotorinHeoadeolsusijg3miSDaqradioligqnc,,B,,,,9606.0,,HeLa,10627
3636,,1,,17296,fAO000o219,,Bimdijgaffini6yxgainxt5hyerocytrypfamin26humanclojecreceptorsinmeLad2lls,,B,,,,,,HeLa,10627
3637,,1,,17296,BAO0000e29,,Bjndingqfcunigyagalnst5hydroxy6ryptamine6bumsnclojefrecepto3sinHeoqx3llsusing3HLSsasradkoligznd,,B,,,,,,HeLa,10627
3638,,1,,17296,BAO00003q9,,B7ndinyaffihit5agaonst5hgdroxytry0taj8ne6humanclonedrecepfprx7jHeLacwllsus7ng3HLwDasradi0ligsnd,,B,,,,,,HeLa,10627
3639,,1,,15779,gsO0000219,,hindinyavfinutytowaddsrbyddocytrgptamine6rwc4pyorh8manclonedreceptorinCHOcellsuskhg3b5HTasraeioluganv,,B,,,,,,CHO,10627
3640,,1,,15779,BAOp0p0219,,Bindingabbinitytkwardz5hydroxytryltamine64ev3p4orhukancllnedrexep4orihHsKq93cellsusing3jmeshl3rgibeasradiooigwnd,,B,,,,,,HEK293,10627
3641,,1,,15779,BAO0p002q9,,Bindibgafgij7tyt8aafds5hydfoxytg5ptaminf6rece0tothumanclonfdreceptirinHEK293cellshsihgwHmezul2rnineacradioligandNDmeansnosahx,,B,,,,,,HEK293,10627
3642,,1,,15779,gAO0000q19,,Bogdingaffinit5towards5bycr0xytryptajine6recept8rjumanclonrdrexeptlrinyEKw93cellsusing3HjesuleggugeasrzdioligandmDk3ansb0datx,,B,,,,,,HEK293,10627
3643,,1,,15779,hAO0p00219,,Bindinvacfinifytowardsthyd5odytryptamkne6redeptorhumanclinedrede0to5inHwLaxeilxkskng3HkSDasdadioligandNDmezgxnodata,,B,,,,,,HeLa,10627
3644,,1,,6166,BAO009035u,,Bindinvafeinitytowardshuman6hydroc5tryptzhins6recwptlr,,B,,,,,,,10627
3645,,1,,17451,gAl0000219,,Bjndingconstanttowardssf40tonjjrdce0tofsubtypetnycroxytryptsmib26rece9tor2d0ressedinHeLacelleusijg3HLSDssgadioligand,,B,,,,,,HeLa,10627
3646,,1,,15316,BAp9000357,,Compojnfaasevaluatrdf0ritsabilitytod7splwc33HLSfbigdingtromhkmznrecombinant5hydroxhf5yptwmins6recep5o3,,B,,,,,,,10627
3647,,1,,4199,BAp00o0357,,Bindinbafeinuttagainsthumagthydroxytdjpgamine6r3ceptor,,B,,,,,,,10627
3648,,1,,15146,BAO000031p,,hindingwffinityagaineth8manxikned5y5droxyt5yptamib36rwceptorinHeLacfplsusing3HLSv,,B,,,,,,HeLa,10627
3649,,1,,5213,nAi0000357,,Compoundwast4stefforitsbijdingabfiniyyin5hycroxyrryltqhinfures2ltorusigghumajckon3drrceptoesinjeLqand3HLSeasaradioligand,,B,,,,,,,10627
3650,,1,,16429,BsO0o00219,,Invitrobigdingafvinitysthumanrecombinqnt4hydroxytfyotsmone65eceptodlnjahmaliancrlksusijg3HLSDaetherzdoolihand,,B,,,,,,,10627
3651,,1,,14818,BAO000p218,,Thecpmpounswadteqtedforitsbindinbaffijitytoeaedscligefguman5hydrocytryptsnine6recr0tofigueLzcellsusing3H5LSD,,B,,,,,,HeLa,10627
3652,,1,,4829,nAO0o00219,,rhecompounewastestedforhjrbjndingaffinitytowardshjmanclomed5hydrozytfy9tamine6revdptorijH4Lzcellz6sibg3HyLSDasrariopirzndn3,,B,,,,,,HeLa,10627
3653,,1,,4829,BAk0009219,,Thesimpojndwastestedfkrthwbigdibgaffin8tytowardsgumwnxlomed5hydr9xytryptakine6resepti3igHeLafelpsuqigg3H5LSvasrxdioligandn9,,B,,,,,,HeLa,10627
3654,,1,,4829,BA8o000219,,Thecljpoujdwastwetedforthebihdibgzffknitytodarrsnumwncloned5hydrlxytruptamijs6receprofinHeLacellsusinn3HLSDasradiolugshdnw,,B,,,,,,HeLa,10627
3655,,1,,15250,BAOo0o0219,,Compojndwsstestedfkrhy3disllacemen5of3t5Hrgindingtockonedrar5hydroxytryptamime6rece9togefsblyecpresqed8nCHOcells,,B,,,,,,CHO,10628
3656,,1,,14423,BAO0op0019,,h7ndlnyaffihoryagainst5hydroxyt4yptamone6rfc3p6o5fromCHOcellmembranesusjng3H5HTadtmeradlopihand,,B,,,,,,,10628
3657,,1,,15086,BAi000035i,,Tg4compounewastesrwdforbibd7ngwffijithsgainst5hydrosyt4yptakine6receptor,,B,,,,,,,10628
3658,,1,,4342,BAk0090357,,Bindingagrjjigyofsomooyndtodardsserotonin5hydeoxyteypfamine7rdxrptorwasdetermined,,B,,,,,,,10628
3659,Hohocapiens,1,,16190,BAO9000229,,Bibdjnbaffunityasdisplxcem2nyof3H5HTbihdingto5nydg8xy6ryotamine6recelforinH2Lacells,,B,,,,9606.0,,HeLa,10627
3660,,1,,4820,BAOo090357,,vindlngaffink6gtowardchhman5hyvrodyt4yptamine6receptor,,B,,,,,,,10627
3661,,1,,4639,BAi0900357,,0erc2ggageofdisppacehenrat5hgd4ox7tryp6amige6receptorat10e8M,,B,,,,,,,10627
3662,Homosapiejx,1,,17066,BwO0000018,,Antagojisricavt7vitytowards5hydroxytruptamin3urecep6prwxsevaluatedihcAMPwweah,,F,,,,9606.0,,,10627
3663,,1,,6011,BqO000o357,,Inyifofionitbindijgtowarda5hydgox5tryptam7me6receptotat100nMconcemtration,,B,,,,,,,10627
3664,,1,,17066,BAO00002r7,,Bindingafvigityyowardshujsn5hydgosytrjptajine6recwptor,,B,,,,,,,10627
3665,,1,,17515,BAO00p0356,,Bihdkngqffin8t6ofcomloygd6owardsserotonin5hyv4oxytryptsmine6recwptorinactiveq520uM,,B,,,,,,,10627
3666,,1,,5014,BAp000035u,,Comp9unewxateegedforitsbindlntaffjnitytowa3da5hydrocytryptamine6rrcepgor,,B,,,,,,,10627
3667,,1,,4373,fAO0000w57,,B7ndinfaffinutyrelatuvetojndolop7peridineckmpkunx1for5hydroxgtryptxmine6d2xephlrwwsdetermoned,,B,,,,,,,10627
3668,,1,,17066,BAO0900010,,Antagonisticac6ivjt7to3arrq5nydroaytrypraminf6receptor,,F,,,,,,,10627
3669,,1,,17066,gAO0000010,,znragobiwticqcfivitytowards5hgdtoxytryp6amine6feceptorwacevalustedincAh9asway,,F,,,,,,,10627
3670,,1,,4373,fAO0000356,,Bondingaffin84yforyhjdroxufryptamine6receptodwasdete3mihrd,,B,,,,,,,10627
3671,,1,,4687,BAOp009357,,Evalhatewfofth4bindinvwff7nitytpwadxs5hydroxytryptamun46receptor,,B,,,,,,,10627
3672,,1,,16946,BwO00o0357,,Abilitytkdispkace12tILSf213808geom5hydroxytryptamins63ec2ptorafcincentdatioj9f10f6M,,B,,,,,,,10627
3673,,1,,16946,BxO0000356,,Abilitytodisplace125ILSDq23808f4omrh7drox7gr5ptamune6receptoratconc4htrs57onofq038M,,B,,,,,,,10627
3674,,1,,16633,BA0000o357,,hindingarfin9tuesagainst6hydroxygryptskine6recepho4,,B,,,,,,,10627
3675,,1,,16633,BqO00p0357,,gindibgaffin7tiestowards5hydfozttryp6amkne7receptof,,B,,,,,,,10627
3676,Hoj8sapiens,1,,17066,BAOp00o357,,Bindingagrimjtyt0wards5hydrlxytruptamine6drceptor,,B,,,,9606.0,,,10627
3677,,1,,16700,BAOp00p357,,Thebindinrarfimltytowards5hyvrpxytryptqmine6rexeptoeNoagtjnity,,B,,,,,,,10627
3678,,1,,3269,BAO0o00347,,qffjgityaga7nst5hyvroxytryptamibe6rwceptir,,B,,,,,,,10627
3679,,1,,5486,BAOop00357,,Bindingaffinitytowatdshujsmreclmbihant4hydtoxgfryptamin37r2c3ptorfythediz0ladementof3H5CT,,B,,,,,,,10627
3680,Hompsqpiens,1,,16146,BAO0000348,,Inhibiti8nofhumaj5hydroxytgy05ajine7rex4ptor,,B,,,,9606.0,,,10209
3681,,1,,5014,BAO00002w8,,Comp0undwqd4estedforigqvijdungaffinjtytowxrdsh7man4hyrroxyteyptajine7receptorfr9mHElqi3dellsusingradiol9gand3HLSD,,B,,,,,,HEK293,10209
3682,,1,,15463,BAO00p035y,,Compoundatquhwxs5ewtedfortheinhibot8onofradiooigand3uLSebindinytoresomblnznthjman5bjdroxyyryp4akine7rexeptor,,B,,,,,,,10209
3683,,1,,3805,BqO000p357,,Imvitrlnind9ngqffinjfyagainstyukan5yudfoxy4ryptamjne7receptorataconcebtrationog100nM,,B,,,,,,,10209
3684,,1,,5014,BAO0000qq9,,Inhivihlonat1unoffadilligand3HLSDbinwkngtohumwn5hydeld6t3yptqmine7eeceptkronHEK293cells,,B,,,,,,HEK293,10209
3685,Hom0sapienc,1,,6491,BxO9000357,,Affiniyu5owardsh8man5bydrlxytr6ptxmone7serltonibreceptor,,B,,,,9606.0,,,10209
3686,,1,,16190,BAO00002wi,,Bindungaffinktyfor5g7droxytryptwmine7eeseptorhumznclonedrdcep6ods7jdHOceilsusung3H5gT,,B,,,,,,CHO,10209
3687,Homksapiems,1,,17066,BAk0090357,,Bindkbhaffinktytpwardshuman5bydrocytryptamine7rese9to3,,B,,,,9606.0,,,10209
3688,Homoaapienw,1,,17066,BAO000p367,,Displacdmeht8frH5HTfromhuman5hyreoxytryptamiheirrveltor,,B,,,,9606.0,,,10209
3689,Homosapkene,1,,3555,BA0o000357,,Boneingafr8ni5yagainst5hydrozytryptaminei4ecrptor,,B,,,,9606.0,,,10209
3690,,1,,6588,BAO00p0218,,Bindihnaccini5ytowardsnjkanrhydridytgyptqmine7tefeptorbytmedisolacementof3H5HTradiologzhderomtyeclonexreceptoeexpressedinCHOc2lls,,B,,,,,,CHO,10209
3691,,1,,15463,hAO000035y,,Bigdingxffijitytowaddsrecombinanttumqn5hydroxy4rtptqmine7ref4pho4wxsdetermimedus7nh3HLSDasradilpiganv,,B,,,,,,,10209
3692,,1,,6013,BAO0o003r7,,Bimdinfaffinityt8wards5t6droxyfryptahine7r2cdptor,,B,,,,,,,10209
3693,,1,,16209,BAO0o00e57,,Bindijgaffjbifytoaagdshuman5u7droxhtryptamine7eeceptorusing3H5bTazradiolihwnw,,B,,,,,,,10209
3694,,1,,3935,BAl000o357,,dompoujdwasevaljahedr9rjtsbindingabfin7tgforhuman4hgdrox5tr7ptamine7r4ceptor,,B,,,,,,,10209
3695,,1,,15818,BAO000045i,,Cimplundwasedaluafedfiritsbind7ngaffinitut0wardqhujsgrhydroxyt5yptqjine7receptor,,B,,,,,,,10209
3696,,1,,5014,BAO09o0219,,Bindingacfigi4ytowafdxhuman4hydrox7trypgakihe7geceptoronH3K293cellausinnradiolivamd3HLdD,,B,,,,,,HEK293,10209
3697,,1,,16441,BAO9000029,,Testedoncelimemb3abesfromtrandfec4edc4lpsselectiveiyrxlressigghumsh5gydrox5tty9tajije7receptorimcjbatedwoyh1nM3HLSD,,B,,,,,,,10209
3698,,1,,16441,BAO00000wi,,Testedoncellmembrag3wbromt5andfectedcelosqep4ctivelyfxpressknghumaj5hys5oxu4dyp6amonw7recdptor7mcubatedwith1nM3HLSDNDisNoDatx,,B,,,,,,,10209
3699,Hompswpiens,1,,4234,BAO00093y7,,Igvi4dobindingaffinih5tohuman5hydrpsytruptamins7rdce0tor,,B,,,,9606.0,,,10209
3700,,1,,17085,BAO0000pq9,,jnvitrob7ndjngatfihi6yby3adi0pigandbindinnassayusinfvelloineexpressingjumqn5hydroxytrypyxhine7rec3ptof,,B,,,,,,,10209
3701,,1,,17200,gA90000357,,Innini49ryconwtantahsinsthuman5h5dtoxu5ryptam8ne7receptorusinh3HiSDradkoligand,,B,,,,,,,10209
3702,,1,,17451,BzO0000229,,Binfiggsonetagttkwardqs4rotoninreceptorsuvt6le5hydroxytryptamone7rrse0torex0dewsedjnCHOcellsusihy3HLSDaaradikiigxndNotdetermined,,B,,,,,,CHO,10209
3703,,1,,17085,BAO0p90019,,Invjyrobindinbaffigittbyrafioiigahebind8nvassz7usinnc4llpinsedlressinghujan5gydroxytryptamineireceptorNDmexnsnotdetermindd,,B,,,,,,,10209
3704,,1,,5104,BAO0900257,,Bondlbyafbinitydorhumanclobsd5hyddoxytryo6amine7receptor,,B,,,,,,,10209
3705,,1,,5104,nzO0000357,,Bimdihgafeinityrortumancioned5hydrodytg6ptamons7rece9togNottested,,B,,,,,,,10209
3706,Homosapi4js,1,,5033,BAO00p0119,,qgilityt9duzplacetherxdioligans3H5cadnoxyamiwotryptamine2H5dffeojhuman5hydeod7tegptamine7deceptoredpressedijCOS7cells,,B,,,,9606.0,,COS-7,10209
3707,,1,,5486,BAi0000w19,,Ab7lutytodis0oasethwradiolinwhd3H5carboxkmidotryprajineeH5CTfromclinerhuman5jyerox5tdy0tamibe7receptorexpressrdinvOS7celle,,B,,,,,,COS-7,10209
3708,H8mosapienw,1,,4540,BqO0p00219,,Bindihgxffinitytojuhanxokned5hydrkxytryptamije8receptorinHEm293cellsusijg3H5sTws4svioligamd,,B,,,,9606.0,,HEK293,10209
3709,,1,,6166,BAO00o03y7,,Bindigtaffinktyath7mabxo0ned6hydrozytryptamine7recepto5,,B,,,,,,,10209
3710,,1,,17342,BAl0000e19,,Bihwingaffinithtiwardsclonefhjman5hydroxytgyptxmine7deceotorwzsdete5mij2dibHEow93xellsuskng3H5CTastadi8ligand,,B,,,,,,HEK293,10209
3711,,1,,17342,hAOo000357,,B9ndingaffini4ytowardzmumsnresombinantthydroxhtryp4amineurec2ptorwsqdet4rkined7song3H5CTasgqdioiigand,,B,,,,,,,10209
3712,,1,,17296,BAOo00035u,,gindingaffinithzga9nst5htdroxytryl6amige7numan5eceptore,,B,,,,,,,10209
3713,,1,,16429,BsO0o00219,,Bindiggaftijktytpjumabrecohbinant5hydroxytr7ltamine75ecep4orinmammxiiancellsusihg3y6CTssradiopigand,,B,,,,,,,10209
3714,,1,,15779,BAO090021o,,vibdinhaffinitytowwrdyhtxroxytrypgamine7rwceptothumanckonedreceptprunHEK293ceilsusumb3H5v6asrasioligand,,B,,,,,,HEK293,10209
3715,,1,,15779,BAO900021p,,Bkndingaffiniyytodarrs5hydeoxytfyptamlne7receptotag8hsncloned4ece0torinnEo103celldusinr3HyCTasradioligand,,B,,,,,,HEK293,10209
3716,,1,,15779,BqO000021i,,hindlngaffinihyt0sadds5hgfroxytryptamine7receptkrhuhxncl0nedreceptorihHdu293c3llsusing2H5CTaseqdioliganw,,B,,,,,,HEK293,10209
3717,,1,,15779,BsOo000219,,Bindinnaef9nityt0warrs5hydr8sytryptwkine7recepto4humagslonedrec3ptodinHEK2o3cfllsuxing3H4CTasdadi8ligand,,B,,,,,,HEK293,10209
3718,,1,,15779,Bz80000219,,Bindingaftinitytowards5hysr8xytryptajlne6rec3ptor7agumanclonexges2ptorinHEK193ceolsusing3HtChxsgasipligabd,,B,,,,,,HEK293,10209
3719,,1,,17451,hAO0000e19,,Bindingcons4aj4towwrdsserotoninrec304ordubtyp35hydroxytryptxjine7rsceogorexpreewesjnCmOcellsusing3HLSfazradikligagd,,B,,,,,,CHO,10209
3720,,1,,4199,gAO00002w9,,Compo8ndwasevzluatsdforbind8ngaffig7tyagainstbhmanclpned5hydroxytrypfakinwureceptorjnHEK293c3plsusinb2H5CTqstueradi0livzndb3,,B,,,,,,HEK293,10209
3721,,1,,4199,BAOp00o219,,Disllacementof3H5xTfrommkmab5yydroxy4ryptamine7reveptor2s9e2esed9nHEK293cells,,B,,,,,,HEK293,10209
3722,,1,,4199,BAO900p219,,Cojpoundwzaevaluatedforbindingxfcinit6wgqunzthumansloned5hyrricytryptamine7rwcd9torinHEK2i3cellsisimg3H5CTastyetadiolirzndn6,,B,,,,,,HEK293,10209
3723,,1,,3680,BAp0000119,,Bind7ngaff9nithtowaresvl0nddhuhan5hywroxytryltamine7recepfo5inHEK2i3dells,,B,,,,,,HEK293,10209
3724,,1,,3680,BsO0o00357,,Bindingxffin9tyyowardshumqngecomhinagr5jydroxyttyotsmime7recepto3usiny3b5CTasradioligsnd,,B,,,,,,,10209
3725,,1,,15316,BAO00092w9,,Cokpoundeaswvaluatecfod9tcabilitytodisplace3g5Chbindingb4pmclonedtuman5ttrroayfrhptamine7eeceptorexpressedibCiS7celks,,B,,,,,,COS-7,10209
3726,,1,,15146,BAO000pq19,,Conpiundwastestedfori6sfibd7ngaffiniryaga7hsthumanckonedyhhdroxytr50takine7recepyorknHEKw93selos6sing3H5CT,,B,,,,,,HEK293,10209
3727,,1,,5213,BA800002q9,,Bindjntwffinityforhumanxkoned5g6drox6tryptamins7redeptorinuEK193uqing3b6CTwssradioligand,,B,,,,,,HEK293,10209
3728,,1,,5213,BAO0o0p219,,Compoundwazges4evforitsbindingaff7nityinrhydr0xytruptxmine7rscsphoruw8nghumanclineddecwptorsinbEK1owxnd3H5CTasaradioiigxnd,,B,,,,,,HEK293,10209
3729,Homosxpiegs,1,,14818,gsO0000219,,g8ndingafr9niygtowa3dsckinedhumam5hgdroxytryltamine7r3ceptkrexp3ess3dinHEK294cellsusingrH5CT,,B,,,,9606.0,,HEK293,10209
3730,,1,,14818,BxO0000229,,Thrcompound3asfestecforktsbinfingaffini57towarvsclonedhuman5hyerlxytdyptakiheyrdc4ptorexprezs2dinH2l293cdllsusing3j5CT,,B,,,,,,HEK293,10209
3731,,1,,14818,BAO0909219,,Thec8m088ndwawt4stedf8ritsbindingavfinitttowardadlpnedhuman5bydroxytryp5amine7recept9r9nHsK2i3cells8sibt3H5CT,,B,,,,,,HEK293,10209
3732,,1,,4829,BAOp00o219,,Thecomlo7ndsastestedforthebindingaffjnitytowardsh6mandloner4hydroxjtrypfqhige64wcephorinHEK293cellwusinnrH5Chasdwdooligand,,B,,,,,,HEK293,10209
3733,Homosaplfns,1,,17200,BAO009o357,,Ijhibj4oeyconstantxgqinsthumqn5hydfocytryphamine7recwptofuwjng4HLSDrxdioligandNotde6e5mined,,B,,,,9606.0,,,10209
