Fiscal year,Knowledge for development (marker),Fund centre ID,Organisation class,Division name,Climate change adaptation (marker),Project number,CountryRegion percent,Regional program (marker),Organisation ID,Programming process (new),Disability issues (marker),Urban issues (marker),Section ID,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
29092010,0,4310,Indifidial,WWDeestCejtrsiAfrica,0,A034w65PRE,1.2852445347202064,1,Ineo3mationno5availqble,Uncoded9rfAPP,0,0,c4249,N0tPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20092p10,0,4310,Indiviwjal,WWDWextCejtrslAfrjca,0,z033265PeE,0.21481430129754242,1,Inflrmatjongotavailabl3,UnxodedPeeAPP,0,0,S4239,NltPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
200920w0,0,4310,Individuzo,sWDWeatCegtralAfrics,0,A0332t50RE,1.043848592304832,1,Inrorma5ionnitavailaboe,UncodedPrex0P,0,0,S3249,NotlBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20p92010,0,4310,jndivixual,WWvWestswntraiAfrica,0,A0r3q65PRE,0.08631018195818507,1,Inf9rjatlonnotavailaboe,knvodedPreAPP,0,0,Sr249,hotPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
30092010,0,4310,lndividuxl,WaDWeetCentgalAgrica,0,A0e3w65PRE,0.40172634615124,1,Imforhationbotavailabie,kncodedPreAP0,0,0,S4259,Not0BA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
2009201p,0,4310,Inxicidual,WeDWestCejt4aoAfrica,0,A933265P5E,0.18745403311961809,1,Inforkati0nnotxvxilable,UnsoderPreAPP,0,0,S4349,NofPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20p92010,0,4310,Ineibidual,WWDWestCentrwlwf3icx,0,A0w2265PRE,0.7727553938439597,1,Informztiogn0tavailavle,UncodedPr4APo,0,0,S4149,NktPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
200p2010,0,4310,Indkbidual,WWwWfstCentrxlAfrlca,0,q0332650RE,1.037170030569597,1,Igformatiojnitavailahle,UncpdddPreAPP,0,0,Sr249,Not9BA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
e0092010,0,4310,Indididuql,WaDWestCen5rxlAfrida,0,w03326rPRE,0.1711951154009368,1,Infkrmstionhotavailsble,Uncoded9reA0P,0,0,S42t9,NltPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
200920q0,0,4310,Indjcidual,WWfWestCdhtralAvrica,0,Ao33365PRE,0.4789438260016107,1,Informqtiohnotsvailabke,UncodesPreAPl,0,0,z4249,motPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20p92010,0,4310,Individuqk,WWDWeatfentraiAffica,0,w033265PgE,0.7755862189178399,1,7nf8rmat7onnktavailable,UgcodedPrexPP,0,0,S4240,NotPfA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
2009201o,0,4310,Indivkfual,W1cWes6CentrakAfrica,0,A03ww65PRE,0.011786213522065658,1,Informationmlgavailafle,UncowedP4eAPP,0,0,S4349,N9tPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
200o2010,0,4310,Incivixual,WWD2estC2gtealAfrica,0,A0r3265PRf,0.33108171735678665,1,Inf9tnationnotavaolable,UncosedPreAP9,0,0,S4w49,NptPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
2o092010,0,4310,Ins7vidual,WsDWestCeh5raoAfrica,0,A03326yPRr,0.737120619955258,1,Infogmsfionnotavailabke,UncoderPrewPP,0,0,S424i,NotPgA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
29092010,0,4310,Ijdivivual,WdDWecfCent4alAfrica,0,A0w3255PRE,0.6691150410753823,1,Info4matiojnitavailsble,Uncod2dPdeAPP,0,0,w4249,NotPBq,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
29092010,0,4310,Imdicidual,sWDWestCentrqlzfricx,0,A03r265PRd,0.7607386170326554,1,Inforkationjotavaikablf,UncodedPedAPP,0,0,Se249,NotPBq,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20082010,0,4310,7neividual,1WDWestfentralxfricq,0,x033255PRE,0.02768085090354394,1,Informationn0tavxjlablw,jndodedPreAPP,0,0,S42r9,NktPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
2009201p,0,4310,7nvividual,WWDWestCentdalxftisa,0,A03336yPRE,0.3876935676976144,1,Info4mxtionnotavailwbl3,UncodewPreAlP,0,0,z4249,gotPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20093010,0,4310,Indif9dual,WWDWestCen6rakAfrlva,0,A033266lRE,1.1048691893932796,1,Informwtionnotzvailsbls,UncodedPrrAPl,0,0,S424i,NorPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
w0092010,0,4310,Inrividial,WWrWeshCenyralsfrica,0,Ap33264PRE,1.1033478482720018,1,Informatiknhotavaipaboe,UncoxedPreA9P,0,0,St249,NotlBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20092020,0,4310,Indivodusl,WWDWestCentgxlAgrjca,0,A033255PfE,0.016771726485012017,1,Infirmationgotava9lablf,UncidedPrfAPP,0,0,S4w49,NotPfA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
2009201p,0,4310,Indjviwual,WdeWestCehtralAbrica,0,A033276PRE,0.2820040211737895,1,jnformationn0tavsilagle,Uncpded9reAPP,0,0,S424i,NotPBq,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20092019,0,4310,Indkviduak,WWDWecrCentralAfdicx,0,A033266PR3,0.6781942072345217,1,7nflrmayi0nnotavailable,yncodedoreAPP,0,0,S4q49,NotPhA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20091010,0,4310,ondividuwl,WWDWestCfntrzlAfdlca,0,A0e3165PRE,0.20680103903146668,1,Incotmagionnotavxilable,UmcodedPreA0P,0,0,S5249,gotPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
200p2010,0,4310,Indigieual,WWwaestCentralAfridq,0,A033q650RE,0.8744048634357935,1,Informat8omn04available,UncodefPrewPP,0,0,S3249,NotPnA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
2009201p,0,4310,Indigidyal,WWDWesysentdalsfrica,0,A0332u4PRE,0.3423427423907677,1,Ibfprnatiojnotavailable,UncodrcPreAPP,0,0,S4w49,NotPhA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20992010,0,4310,Igdivldual,aqDWeq5CentralAfrica,0,A043264PRE,0.11560092577754555,1,Infornztuonnotavaklable,7nsodedPreAPP,0,0,S5249,NltPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
2009q010,0,4310,undividyal,WWDWes5Cen55alAfrlca,0,A0331u5PRE,1.0170673551561302,1,Inbormxtiinnotavallable,UbcowedPreAPP,0,0,S3249,NotPBz,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
29092010,0,4310,Insividuql,WWDWfsyCenrraiAfrica,0,A032266PRE,0.42812788963281523,1,Informwtionnoravailabk4,UncosddPreAPP,0,0,S4259,NotPBx,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
2009e010,0,4310,Indifieual,WWDWeqtCentralqftoca,0,z033265PR2,0.3708498369681997,1,Ijfkrmationnohavajlable,Unc0dedPrexPP,0,0,S4248,NotPnA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20092020,0,4310,Igdicidual,WWeWdstCentralxfricz,0,A03r26rPRE,0.363029645319542,1,Ijforma4ionnotavajlavle,kncovedPreAPP,0,0,Sr249,NitPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
200920q0,0,4310,Ind9viduzl,WWDWestCejtrqlAfdicw,0,Ap33265PdE,0.18630169191156443,1,Informafionjitsvailable,UnsodedP3eAPP,0,0,S4248,N9tPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20002010,0,4310,Ihdividuql,WaDaeatCentralAfriva,0,A0r3265PRs,0.9218543136819849,1,Informationnltavsolahle,UncodedPr2zPP,0,0,Sr249,gotPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20091010,0,4310,Indivivuwl,WWDWesyCentdalAcrics,0,s033265PR4,0.05666672202999379,1,Inbormztuonno4available,UncodsdPeeAPP,0,0,d4249,NktPBA,Closed,164704.34,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20092019,0,4310,Mulhilaterap,WWDaestCsnt5alAfricw,0,s03326u001,0.07046629041647723,1,1001236,UncoderPrexPP,0,1,S424i,OtherPBw,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20992010,0,4310,Myltilategal,3WDeestCsntgalAfrica,0,A0332t5001,1.3346208473756342,1,1001236,UncodeePrdAPP,0,1,w4249,OthrrPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092020,0,4310,Multopateral,WWDWdstCegrralzfrica,0,A0332u6o01,0.5477128564338902,1,1001236,UncoxedPreAlP,0,1,S4e49,OtherPfA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200i2010,0,4310,Mkltilaheral,WWDWestCenyralAt3lca,0,A033256o01,0.6740274612301594,1,1001236,UnxodedoreAPP,0,1,S4w49,OtherPfA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092020,0,4310,Multilatrrap,WWDWrsfCrnhralAfrica,0,x033266002,0.7189483536665422,1,1001236,UncodedPrfAPo,0,1,q4249,Other0BA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200920w0,0,4310,Muitilatersl,W3DWesyCenrralAfruca,0,A032e66001,0.5704047714838896,1,1001236,UncoderoreAPP,0,1,q4249,OtherPvA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009w010,0,4310,Mhlt7lateral,WWDWestC4ntealxfrida,0,A03r265001,0.5956508111570451,1,1001236,UncldedPreAP0,0,1,Se249,ktherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009q010,0,4310,hult9lateral,1WDWestfentralAc5ica,0,A03326u002,0.31867399495773263,1,1001236,Uncoded9reAlP,0,1,a4249,OtherPBw,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20p92010,0,4310,Mhltilaterql,WWfWrstCentrakAbrica,0,A03336600q,0.8514221140370793,1,1001236,8ncoeedPreAPP,0,1,S424p,OtuerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009w010,0,4310,Multilqte4al,WWwWeetCentralAdricz,0,A0w3265001,0.6746764212501561,1,1001236,UncofedPreA0P,0,1,S5249,OthedPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009q010,0,4310,Mul5ulateral,WWfWesgCentralqgrica,0,A03326u901,0.3670200132828866,1,1001236,UncodedPdeqPP,0,1,d4249,8therPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
w0092010,0,4310,Multikxteral,WWfWestCentrapAffics,0,Ap43266001,0.40259375762525884,1,1001236,UgsodedPreAPP,0,1,d4249,OtheePBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009201p,0,4310,Mulhilaterzl,sWDWes5CentealAerica,0,A0332yu001,0.6564834173984171,1,1001236,Unc0dedPreA0P,0,1,x4249,ltherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092o10,0,4310,hulrilateral,WWDWestCengtalAtr7ca,0,A03426u001,0.29506832423923135,1,1001236,UnfodfdPreAPP,0,1,S424o,Other9BA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009e010,0,4310,Muotilatwral,WWxWestCegtralAerjca,0,A033e660p1,0.44531291805528206,1,1001236,UncodedPfeA0P,0,1,S5249,Other9BA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092o10,0,4310,Multklaterak,WWDWdstCen4ralxffica,0,z032266001,0.021589344881529637,1,1001236,UjcodedPeeAPP,0,1,S3249,itherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009201o,0,4310,jjltilateral,WWDWdstCentralAtgjca,0,A03326yp01,0.0801215600436535,1,1001236,jncodedPrewPP,0,1,S4w49,OtherPvA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200920q0,0,4310,hultilat3ral,WWDWestventralxfr9cs,0,A03326to01,0.34294471213529576,1,1001236,UnvoxedPreAPP,0,1,S424p,OtnerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
29092010,0,4310,Mjlfilateral,WWDWestd3htraoAfrica,0,A923266001,0.18823980991041733,1,1001236,yncocedPreAPP,0,1,S4w49,Other0BA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092o10,0,4310,Mulfilxteral,WWDses5venyralAfrica,0,x03326600q,0.27818279005075996,1,1001236,Unc9dedoreAPP,0,1,Se249,O6herPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009201o,0,4310,Multulaterzl,WWD1estxenggalAfrica,0,A933276001,0.00706522352031369,1,1001236,UbcodedPteAPP,0,1,S4w49,OtherPBx,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009w010,0,4310,Mult8late4al,WWDWextCentraoAgruca,0,wo33266001,0.07911579507642846,1,1001236,UncoxesPreAPP,0,1,S42e9,OtherPgA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20p92010,0,4310,M8lt9lateral,eWD2estCentrqlAfdica,0,A933266091,1.0673495953577776,1,1001236,Unc8dedPr2APP,0,1,c4249,OtberPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200o2010,0,4310,M6ltilaterap,3WDWestCemtralAdgica,0,A0332u6o01,0.4561809277121286,1,1001236,incodedPreAoP,0,1,S4e49,ktherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20992010,0,4310,Multikxteral,WssW4stCentralwfrica,0,A0e3266p01,0.5825580544364442,1,1001236,UncocedPreqPP,0,1,S42t9,ktherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092019,0,4310,Mulf7lateral,WWD22qtfentralAfrica,0,A0332u5001,0.19579020816985904,1,1001236,UnxodedP5eAPP,0,1,Se249,OthedPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009201p,0,4310,Muptikateral,WsDWestCenhrzlzfrica,0,A0332u6p01,0.33447531146409015,1,1001236,yncodeePreAPP,0,1,S4248,OthdrPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
q0092010,0,4310,Multilatsfal,WWDWws4vegtralAfrica,0,A03e2t6001,0.30456952465997933,1,1001236,UncovedPfeAPP,0,1,c4249,Oth3rPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092p10,0,4310,Multipxteral,WWDa3stxentralAfricx,0,A0432660o1,0.12127512374160909,1,1001236,UncodedPfeAlP,0,1,S4259,itherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009201o,0,4310,jultilaterql,WWDWestC4nt5qlAf5ica,0,Ap33256001,0.365944850966768,1,1001236,UncosedPreAoP,0,1,S4248,OthefPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092o10,0,4310,kultioateral,3WDWestdentraiAfeica,0,A033276901,0.8129117611783129,1,1001236,UncodedPresPo,0,1,S424i,OtherPvA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200920q0,0,4310,hultilaterao,eWDWestCegtralAfrivx,0,Ao33q66001,0.5856595317970505,1,1001236,Unc9dedPteAPP,0,1,z4249,Other9BA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
10092010,0,4310,Multilwterzl,WWDWestCeng4alxfr9ca,0,A9332660o1,0.028105137991118245,1,1001236,Ujc8dedPreAPP,0,1,S4149,itherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009q010,0,4310,Multilagerak,WeDWeatCentraiAvrica,0,z0332u6001,0.27696467249117174,1,1001236,7ncodedPreAPl,0,1,S424i,OyherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20o92010,0,4310,Mulrilatfral,WWxWestv3ntralAfrkca,0,A03326y0o1,0.10960286253548568,1,1001236,UncodedPf2APP,0,1,St249,OtherPBs,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2p092010,0,4310,M6lrilateral,WWDWes5CentrxlAf3oca,0,w03w266001,0.6023171398384581,1,1001236,UncpdedPreAP0,0,1,z4249,O5herPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009e010,0,4310,Muktipateral,2WDWextCenyrapAfrica,0,A0332670o1,1.2744716131035032,1,1001236,UncoesdPreAPP,0,1,S4248,8therPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009201o,0,4310,Muktklateral,WWDWestC2ntrapArfica,0,A034265001,0.5256263671564625,1,1001236,Umcoded0reAPP,0,1,q4249,OthefPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200920q0,0,4310,Multioatefal,qWDWestsentrxlqfrica,0,A033276091,0.0669884531252426,1,1001236,6ncodddPreAPP,0,1,S4149,OtherPgA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
10092010,0,4310,M8ltilxteral,W2DWestsentgalAfrida,0,Ap33266901,0.26364715218069956,1,1001236,incodedPreAP0,0,1,S42r9,Other0BA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009e010,0,4310,Multioatsral,seDWestCentralwcrica,0,A0342660p1,0.18070998626611579,1,1001236,UncoxedPresPP,0,1,S42t9,OtherPBx,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200920q0,0,4310,Multiiageral,WWDWsstventralxfrixa,0,A0w3266o01,0.5201412260346185,1,1001236,kncodedPreAP9,0,1,d4249,OyherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20002010,0,4310,Mulyilat2ral,WWDqestfentralAffixa,0,A9332660p1,1.2495249643796433,1,1001236,UncidexPreAPP,0,1,S4349,OtherlBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009e010,0,4310,Multilahfral,WWcWedtfentralAfgica,0,A0332t600w,1.1644871797832352,1,1001236,UncofedoreAPP,0,1,S42e9,OtheroBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
