film_id,original_language_id,release_year,title,rating,language,replacement_cost,rental_rate,length,description,rental_duration
368,,2006,GONE TROUBLE,R,English,20.99,2.99,84,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,7
369,,2006,GOODFELLAS SALUTE,PG,English,22.99,4.99,56,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,4
370,,2006,GORGEOUS BINGO,R,English,26.99,2.99,108,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,4
371,,2006,GOSFORD DONNIE,G,English,17.99,4.99,129,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,5
372,,2006,GRACELAND DYNAMITE,R,English,26.99,4.99,140,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,5
373,,2006,GRADUATE LORD,G,English,14.99,2.99,156,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,7
374,,2006,GRAFFITI LOVE,PG,English,29.99,0.99,117,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,3
375,,2006,GRAIL FRANKENSTEIN,NC-17,English,17.99,2.99,85,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,4
376,,2006,GRAPES FURY,G,English,20.99,0.99,155,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,4
377,,2006,GREASE YOUTH,G,English,20.99,0.99,135,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,7
378,,2006,GREATEST NORTH,NC-17,English,24.99,2.99,93,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,5
379,,2006,GREEDY ROOTS,R,English,14.99,0.99,166,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,7
380,,2006,GREEK EVERYONE,PG,English,11.99,2.99,176,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,7
381,,2006,GRINCH MASSAGE,R,English,25.99,4.99,150,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,7
382,,2006,GRIT CLOCKWORK,PG,English,21.99,0.99,137,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,3
383,,2006,GROOVE FICTION,NC-17,English,13.99,0.99,111,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,6
384,,2006,GROSSE WONDERFUL,R,English,19.99,4.99,49,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,5
385,,2006,GROUNDHOG UNCUT,PG-13,English,26.99,4.99,139,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,6
386,,2006,GUMP DATE,NC-17,English,12.99,4.99,53,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,3
387,,2006,GUN BONNIE,G,English,27.99,0.99,100,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,7
388,,2006,GUNFIGHT MOON,NC-17,English,16.99,0.99,70,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,5
389,,2006,GUNFIGHTER MUSSOLINI,PG-13,English,9.99,2.99,127,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,3
390,,2006,GUYS FALCON,R,English,20.99,4.99,84,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,4
391,,2006,HALF OUTFIELD,PG-13,English,25.99,2.99,146,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,6
392,,2006,HALL CASSIDY,NC-17,English,13.99,4.99,51,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,5
393,,2006,HALLOWEEN NUTS,PG-13,English,19.99,2.99,47,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,6
394,,2006,HAMLET WISDOM,R,English,21.99,2.99,146,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,7
395,,2006,HANDICAP BOONDOCK,R,English,28.99,0.99,108,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,4
396,,2006,HANGING DEEP,G,English,18.99,4.99,62,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,5
397,,2006,HANKY OCTOBER,NC-17,English,26.99,2.99,107,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,5
398,,2006,HANOVER GALAXY,NC-17,English,21.99,4.99,47,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,5
399,,2006,HAPPINESS UNITED,G,English,23.99,2.99,100,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,6
400,,2006,HARDLY ROBBERS,R,English,15.99,2.99,72,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,7
401,,2006,HAROLD FRENCH,NC-17,English,10.99,0.99,168,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,6
402,,2006,HARPER DYING,G,English,15.99,0.99,52,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,3
403,,2006,HARRY IDAHO,PG-13,English,18.99,4.99,121,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,5
404,,2006,HATE HANDICAP,PG,English,26.99,0.99,107,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,4
405,,2006,HAUNTED ANTITRUST,NC-17,English,13.99,4.99,76,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,6
406,,2006,HAUNTING PIANIST,R,English,22.99,0.99,181,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,5
407,,2006,HAWK CHILL,PG-13,English,12.99,0.99,47,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,5
408,,2006,HEAD STRANGER,R,English,28.99,4.99,69,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,4
409,,2006,HEARTBREAKERS BRIGHT,G,English,9.99,4.99,59,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,3
410,,2006,HEAVEN FREEDOM,PG,English,19.99,2.99,48,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,7
411,,2006,HEAVENLY GUN,NC-17,English,13.99,4.99,49,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,5
412,,2006,HEAVYWEIGHTS BEAST,G,English,25.99,4.99,102,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,6
413,,2006,HEDWIG ALTER,NC-17,English,16.99,2.99,169,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,7
414,,2006,HELLFIGHTERS SIERRA,PG,English,23.99,2.99,75,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,3
415,,2006,HIGH ENCINO,R,English,23.99,2.99,84,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,3
416,,2006,HIGHBALL POTTER,R,English,10.99,0.99,110,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,6
417,,2006,HILLS NEIGHBORS,G,English,29.99,0.99,93,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,5
418,,2006,HOBBIT ALIEN,PG-13,English,27.99,0.99,157,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,5
419,,2006,HOCUS FRIDA,G,English,19.99,2.99,141,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,4
420,,2006,HOLES BRANNIGAN,PG,English,27.99,4.99,128,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,7
421,,2006,HOLIDAY GAMES,PG-13,English,10.99,4.99,78,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,7
422,,2006,HOLLOW JEOPARDY,NC-17,English,25.99,4.99,136,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,7
423,,2006,HOLLYWOOD ANONYMOUS,PG,English,29.99,0.99,69,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,7
424,,2006,HOLOCAUST HIGHBALL,R,English,12.99,0.99,149,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,6
425,,2006,HOLY TADPOLE,R,English,20.99,0.99,88,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,6
426,,2006,HOME PITY,R,English,15.99,4.99,185,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,7
427,,2006,HOMEWARD CIDER,R,English,19.99,0.99,103,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,5
428,,2006,HOMICIDE PEACH,PG-13,English,21.99,2.99,141,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,6
429,,2006,HONEY TIES,R,English,29.99,0.99,84,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,3
430,,2006,HOOK CHARIOTS,G,English,23.99,0.99,49,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,7
431,,2006,HOOSIERS BIRDCAGE,G,English,12.99,2.99,176,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,3
432,,2006,HOPE TOOTSIE,NC-17,English,22.99,2.99,139,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,4
433,,2006,HORN WORKING,PG,English,23.99,2.99,95,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,4
434,,2006,HORROR REIGN,R,English,25.99,0.99,139,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,3
435,,2006,HOTEL HAPPINESS,PG-13,English,28.99,4.99,181,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,6
436,,2006,HOURS RAGE,NC-17,English,14.99,0.99,122,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,4
437,,2006,HOUSE DYNAMITE,R,English,13.99,2.99,109,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,7
438,,2006,HUMAN GRAFFITI,NC-17,English,22.99,2.99,68,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,3
439,,2006,HUNCHBACK IMPOSSIBLE,PG-13,English,28.99,4.99,151,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,4
440,,2006,HUNGER ROOF,G,English,21.99,0.99,105,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,6
441,,2006,HUNTER ALTER,PG-13,English,21.99,2.99,125,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,5
442,,2006,HUNTING MUSKETEERS,NC-17,English,24.99,2.99,65,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,6
443,,2006,HURRICANE AFFAIR,PG,English,11.99,2.99,49,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,6
444,,2006,HUSTLER PARTY,NC-17,English,22.99,4.99,83,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,3
445,,2006,HYDE DOCTOR,G,English,11.99,2.99,100,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,5
446,,2006,HYSTERICAL GRAIL,PG,English,19.99,4.99,150,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,5
447,,2006,ICE CROSSING,R,English,28.99,2.99,131,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,5
448,,2006,IDAHO LOVE,PG-13,English,25.99,2.99,172,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,3
449,,2006,IDENTITY LOVER,PG-13,English,12.99,2.99,119,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,4
450,,2006,IDOLS SNATCHERS,NC-17,English,29.99,2.99,84,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,5
451,,2006,IGBY MAKER,NC-17,English,12.99,4.99,160,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,7
452,,2006,ILLUSION AMELIE,R,English,15.99,0.99,122,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,4
453,,2006,IMAGE PRINCESS,PG-13,English,17.99,2.99,178,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,3
454,,2006,IMPACT ALADDIN,PG-13,English,20.99,0.99,180,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,6
455,,2006,IMPOSSIBLE PREJUDICE,NC-17,English,11.99,4.99,103,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,7
456,,2006,INCH JET,NC-17,English,18.99,4.99,167,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,6
457,,2006,INDEPENDENCE HOTEL,NC-17,English,21.99,0.99,157,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,5
458,,2006,INDIAN LOVE,NC-17,English,26.99,0.99,135,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,4
459,,2006,INFORMER DOUBLE,NC-17,English,23.99,4.99,74,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,4
460,,2006,INNOCENT USUAL,PG-13,English,26.99,4.99,178,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,3
461,,2006,INSECTS STONE,NC-17,English,14.99,0.99,123,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,3
462,,2006,INSIDER ARIZONA,NC-17,English,17.99,2.99,78,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,5
463,,2006,INSTINCT AIRPORT,PG,English,21.99,2.99,116,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,4
464,,2006,INTENTIONS EMPIRE,PG-13,English,13.99,2.99,107,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,3
465,,2006,INTERVIEW LIAISONS,R,English,17.99,4.99,59,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,4
466,,2006,INTOLERABLE INTENTIONS,PG-13,English,20.99,4.99,63,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,6
467,,2006,INTRIGUE WORST,G,English,10.99,0.99,181,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,6
468,,2006,INVASION CYCLONE,PG,English,12.99,2.99,97,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,5
469,,2006,IRON MOON,PG,English,27.99,4.99,46,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,7
470,,2006,ISHTAR ROCKETEER,R,English,24.99,4.99,79,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,4
471,,2006,ISLAND EXORCIST,NC-17,English,23.99,2.99,84,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,7
472,,2006,ITALIAN AFRICAN,G,English,24.99,4.99,174,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,3
473,,2006,JACKET FRISCO,PG-13,English,16.99,2.99,181,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,5
474,,2006,JADE BUNCH,NC-17,English,21.99,2.99,174,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,6
475,,2006,JAPANESE RUN,G,English,29.99,0.99,135,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,6
476,,2006,JASON TRAP,NC-17,English,9.99,2.99,130,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,5
477,,2006,JAWBREAKER BROOKLYN,PG,English,15.99,0.99,118,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,5
478,,2006,JAWS HARRY,G,English,10.99,2.99,112,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,4
479,,2006,JEDI BENEATH,PG,English,12.99,0.99,128,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,7
480,,2006,JEEPERS WEDDING,R,English,29.99,2.99,84,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,3
481,,2006,JEKYLL FROGMEN,PG,English,22.99,2.99,58,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,4
482,,2006,JEOPARDY ENCINO,R,English,12.99,0.99,102,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,3
483,,2006,JERICHO MULAN,NC-17,English,29.99,2.99,171,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,3
484,,2006,JERK PAYCHECK,NC-17,English,13.99,2.99,172,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,3
485,,2006,JERSEY SASSY,PG,English,16.99,4.99,60,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,6
486,,2006,JET NEIGHBORS,R,English,14.99,4.99,59,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,7
487,,2006,JINGLE SAGEBRUSH,PG-13,English,29.99,4.99,124,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,6
488,,2006,JOON NORTHWEST,NC-17,English,23.99,0.99,105,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,3
489,,2006,JUGGLER HARDLY,PG-13,English,14.99,0.99,54,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,4
490,,2006,JUMANJI BLADE,G,English,13.99,2.99,121,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,4
491,,2006,JUMPING WRATH,NC-17,English,18.99,0.99,74,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,4
492,,2006,JUNGLE CLOSER,NC-17,English,11.99,0.99,134,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,6
493,,2006,KANE EXORCIST,R,English,18.99,0.99,92,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,5
494,,2006,KARATE MOON,PG-13,English,21.99,0.99,120,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,4
495,,2006,KENTUCKIAN GIANT,PG,English,10.99,2.99,169,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,5
496,,2006,KICK SAVANNAH,PG-13,English,10.99,0.99,179,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,3
497,,2006,KILL BROTHERHOOD,G,English,15.99,0.99,54,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,4
498,,2006,KILLER INNOCENT,R,English,11.99,2.99,161,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,7
499,,2006,KING EVOLUTION,NC-17,English,24.99,4.99,184,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,3
500,,2006,KISS GLORY,PG-13,English,11.99,4.99,163,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,5
501,,2006,KISSING DOLLS,R,English,9.99,4.99,141,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,3
502,,2006,KNOCK WARLOCK,PG-13,English,21.99,2.99,71,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,4
503,,2006,KRAMER CHOCOLATE,R,English,24.99,2.99,171,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,3
504,,2006,KWAI HOMEWARD,PG-13,English,25.99,0.99,46,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,5
505,,2006,LABYRINTH LEAGUE,PG-13,English,24.99,2.99,46,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,6
506,,2006,LADY STAGE,PG,English,14.99,4.99,67,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,4
507,,2006,LADYBUGS ARMAGEDDON,NC-17,English,13.99,0.99,113,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,4
508,,2006,LAMBS CINCINATTI,PG-13,English,18.99,4.99,144,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,6
509,,2006,LANGUAGE COWBOY,NC-17,English,26.99,0.99,78,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,5
510,,2006,LAWLESS VISION,G,English,29.99,4.99,181,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,6
511,,2006,LAWRENCE LOVE,NC-17,English,23.99,0.99,175,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,7
512,,2006,LEAGUE HELLFIGHTERS,PG-13,English,25.99,4.99,110,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,5
513,,2006,LEATHERNECKS DWARFS,PG-13,English,21.99,2.99,153,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,6
514,,2006,LEBOWSKI SOLDIERS,PG-13,English,17.99,2.99,69,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,6
515,,2006,LEGALLY SECRETARY,PG,English,14.99,4.99,113,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,7
516,,2006,LEGEND JEDI,PG,English,18.99,0.99,59,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,7
517,,2006,LESSON CLEOPATRA,NC-17,English,28.99,0.99,167,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,3
518,,2006,LIAISONS SWEET,PG,English,15.99,4.99,140,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,5
519,,2006,LIBERTY MAGNIFICENT,G,English,27.99,2.99,138,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,3
520,,2006,LICENSE WEEKEND,NC-17,English,28.99,2.99,91,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,7
521,,2006,LIES TREATMENT,NC-17,English,28.99,4.99,147,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,7
522,,2006,LIFE TWISTED,NC-17,English,9.99,2.99,137,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,4
523,,2006,LIGHTS DEER,R,English,21.99,0.99,174,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,7
524,,2006,LION UNCUT,PG,English,13.99,0.99,50,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,6
525,,2006,LOATHING LEGALLY,R,English,29.99,0.99,140,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,4
526,,2006,LOCK REAR,R,English,10.99,2.99,120,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,7
527,,2006,LOLA AGENT,PG,English,24.99,4.99,85,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,4
528,,2006,LOLITA WORLD,NC-17,English,25.99,2.99,155,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,4
529,,2006,LONELY ELEPHANT,G,English,12.99,2.99,67,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,3
530,,2006,LORD ARIZONA,PG-13,English,27.99,2.99,108,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,5
531,,2006,LOSE INCH,R,English,18.99,0.99,137,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,3
532,,2006,LOSER HUSTLER,PG,English,28.99,4.99,80,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,5
533,,2006,LOST BIRD,PG-13,English,21.99,2.99,98,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,4
534,,2006,LOUISIANA HARRY,PG-13,English,18.99,0.99,70,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,5
535,,2006,LOVE SUICIDES,R,English,21.99,0.99,181,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,6
536,,2006,LOVELY JINGLE,PG,English,18.99,2.99,65,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,3
537,,2006,LOVER TRUMAN,G,English,29.99,2.99,75,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,3
538,,2006,LOVERBOY ATTACKS,PG-13,English,19.99,0.99,162,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,7
539,,2006,LUCK OPUS,NC-17,English,21.99,2.99,152,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,7
540,,2006,LUCKY FLYING,PG-13,English,10.99,2.99,97,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,7
541,,2006,LUKE MUMMY,NC-17,English,21.99,2.99,74,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,5
542,,2006,LUST LOCK,G,English,28.99,2.99,52,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,3
543,,2006,MADIGAN DORADO,R,English,20.99,4.99,116,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,5
544,,2006,MADISON TRAP,R,English,11.99,2.99,147,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,4
545,,2006,MADNESS ATTACKS,PG-13,English,14.99,0.99,178,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,4
546,,2006,MADRE GABLES,PG-13,English,27.99,2.99,98,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,7
547,,2006,MAGIC MALLRATS,PG,English,19.99,0.99,117,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,3
548,,2006,MAGNIFICENT CHITTY,R,English,27.99,2.99,53,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,3
549,,2006,MAGNOLIA FORRESTER,PG-13,English,28.99,0.99,171,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,4
