ppersonale_id,data_pagamento,cliente_id,noleggio_id,ammontare,data_noleggio,npersonale_id,inventario_id,pagamento_id,data_restituzione
2,2005-07-29 01:05:16,274,8259,0.99,2005-07-29 01:05:16,2,343,7414,2005-08-01 23:27:16
2,2005-07-31 19:20:49,274,10059,4.99,2005-07-31 19:20:49,1,2020,7419,2005-08-03 14:39:49
1,2005-08-01 21:38:37,274,10790,1.99,2005-08-01 21:38:37,2,3080,7420,2005-08-08 17:20:37
1,2005-08-18 06:27:05,274,12321,3.99,2005-08-18 06:27:05,1,516,7424,2005-08-24 02:26:05
1,2005-08-20 22:45:58,274,14066,7.99,2005-08-20 22:45:58,2,2444,7429,2005-08-29 00:23:58
2,2005-08-21 02:58:02,274,14164,7.99,2005-08-21 02:58:02,2,2381,7430,2005-08-29 23:17:02
2,2005-08-22 13:46:24,274,15143,2.99,2005-08-22 13:46:24,2,1519,7432,2005-08-25 09:47:24
2,2005-08-22 20:31:38,274,15328,2.99,2005-08-22 20:31:38,1,4546,7434,2005-08-29 20:17:38
1,2006-02-14 15:16:03,274,13486,0.99,2006-02-14 15:16:03,1,4460,7436,
2,2005-06-18 17:01:55,275,2414,0.99,2005-06-18 17:01:55,1,4500,7439,2005-06-20 17:42:55
1,2005-06-21 11:30:47,275,3355,2.99,2005-06-21 11:30:47,1,1960,7441,2005-06-23 06:04:47
2,2005-07-11 17:54:09,275,6301,5.99,2005-07-11 17:54:09,2,3528,7445,2005-07-18 20:42:09
2,2005-07-27 23:33:57,275,7596,4.99,2005-07-27 23:33:57,2,2097,7448,2005-08-01 20:46:57
2,2005-08-23 02:30:23,275,15496,3.99,2005-08-23 02:30:23,2,1863,7466,2005-08-31 03:31:23
1,2005-05-30 02:45:16,276,860,10.99,2005-05-30 02:45:16,1,578,7468,2005-06-08 07:28:16
1,2005-07-30 07:40:39,276,9070,0.99,2005-07-30 07:40:39,2,3690,7478,2005-08-01 04:19:39
1,2005-07-30 08:02:39,276,9080,1.99,2005-07-30 08:02:39,1,94,7479,2005-08-06 12:02:39
2,2005-08-02 07:36:44,276,11085,2.99,2005-08-02 07:36:44,1,3207,7485,2005-08-04 03:32:44
2,2005-05-26 22:01:39,277,308,6.99,2005-05-26 22:01:39,2,187,7495,2005-06-04 20:24:39
1,2005-06-15 11:34:33,277,1331,2.99,2005-06-15 11:34:33,1,3089,7496,2005-06-21 09:46:33
2,2005-06-16 14:47:16,277,1717,2.99,2005-06-16 14:47:16,2,3007,7497,2005-06-19 10:11:16
2,2005-06-19 14:55:23,277,2723,4.99,2005-06-19 14:55:23,1,4317,7499,2005-06-20 14:28:23
1,2005-06-21 03:12:15,277,3247,5.99,2005-06-21 03:12:15,1,1406,7500,2005-06-27 00:44:15
2,2005-07-09 00:45:41,277,4987,5.99,2005-07-09 00:45:41,2,996,7506,2005-07-14 03:32:41
2,2005-08-02 07:21:43,277,11074,3.99,2005-08-02 07:21:43,1,1439,7515,2005-08-08 05:18:43
2,2005-08-17 01:38:19,277,11574,0.99,2005-08-17 01:38:19,2,3596,7517,2005-08-18 20:30:19
2,2005-08-18 00:13:51,277,12149,3.99,2005-08-18 00:13:51,1,3696,7518,2005-08-26 19:47:51
1,2005-05-31 12:15:57,278,1092,4.99,2005-05-31 12:15:57,2,4412,7527,2005-06-03 15:39:57
1,2005-07-27 10:20:27,278,7239,0.99,2005-07-27 10:20:27,1,1786,7536,2005-07-29 10:15:27
2,2005-07-28 23:51:53,278,8222,5.99,2005-07-28 23:51:53,1,2999,7538,2005-08-05 22:48:53
1,2005-08-19 00:07:58,278,12787,0.99,2005-08-19 00:07:58,2,2023,7546,2005-08-24 00:42:58
1,2005-05-30 21:37:11,279,979,2.99,2005-05-30 21:37:11,2,3917,7553,2005-06-08 00:24:11
1,2005-06-17 22:28:13,279,2147,4.99,2005-06-17 22:28:13,1,2752,7556,2005-06-22 20:50:13
1,2005-07-08 00:34:25,279,4476,4.99,2005-07-08 00:34:25,1,395,7560,2005-07-08 22:55:25
1,2005-07-28 13:05:50,279,7947,2.99,2005-07-28 13:05:50,2,2504,7565,2005-08-02 11:16:50
2,2005-07-29 11:25:54,279,8559,3.99,2005-07-29 11:25:54,2,2078,7566,2005-08-04 10:16:54
2,2005-07-31 11:46:57,279,9820,5.99,2005-07-31 11:46:57,1,499,7567,2005-08-08 13:35:57
2,2005-07-31 23:42:33,279,10177,2.99,2005-07-31 23:42:33,2,2242,7568,2005-08-03 01:30:33
1,2005-08-19 11:06:16,279,13105,7.99,2005-08-19 11:06:16,1,729,7574,2005-08-27 15:21:16
2,2005-08-21 03:59:26,279,14206,2.99,2005-08-21 03:59:26,1,860,7577,2005-08-26 03:52:26
1,2005-05-31 02:39:16,280,1014,4.99,2005-05-31 02:39:16,2,766,7584,2005-06-01 06:03:16
1,2005-06-19 10:42:33,280,2656,3.99,2005-06-19 10:42:33,2,559,7585,2005-06-24 08:31:33
1,2005-07-08 07:48:12,280,4616,4.99,2005-07-08 07:48:12,2,2580,7588,2005-07-10 08:13:12
2,2005-07-12 19:32:14,280,6851,0.99,2005-07-12 19:32:14,1,664,7589,2005-07-17 21:03:14
2,2005-07-28 11:12:12,280,7901,0.99,2005-07-28 11:12:12,1,4435,7591,2005-08-01 08:13:12
2,2005-07-29 16:44:55,280,8695,6.99,2005-07-29 16:44:55,1,694,7595,2005-08-07 12:47:55
1,2005-07-30 01:31:25,280,8912,0.99,2005-07-30 01:31:25,2,1686,7597,2005-08-02 07:14:25
2,2005-07-30 08:49:26,280,9103,0.99,2005-07-30 08:49:26,1,3806,7598,2005-07-31 14:15:26
1,2005-08-17 20:57:27,280,12053,4.99,2005-08-17 20:57:27,1,4448,7602,2005-08-20 19:51:27
2,2005-08-23 04:48:12,280,15554,5.99,2005-08-23 04:48:12,1,198,7609,2005-08-29 05:11:12
1,2005-06-17 12:18:36,282,2016,2.99,2005-06-17 12:18:36,1,4265,7628,2005-06-20 12:13:36
2,2005-06-21 16:15:11,282,3408,4.99,2005-06-21 16:15:11,1,3453,7630,2005-06-27 14:55:11
2,2005-07-06 09:09:19,282,3675,2.99,2005-07-06 09:09:19,1,3662,7632,2005-07-12 08:51:19
1,2005-07-06 18:43:43,282,3885,2.99,2005-07-06 18:43:43,2,1820,7633,2005-07-12 19:48:43
2,2005-07-29 18:57:01,282,8743,0.99,2005-07-29 18:57:01,2,2664,7644,2005-07-31 22:09:01
2,2005-07-31 06:00:52,282,9658,9.99,2005-07-31 06:00:52,2,2332,7646,2005-08-09 04:47:52
2,2005-08-20 11:00:37,282,13749,2.99,2005-08-20 11:00:37,1,2811,7649,2005-08-26 12:04:37
2,2005-06-16 20:10:43,283,1796,2.99,2005-06-16 20:10:43,1,3229,7653,2005-06-20 19:12:43
2,2005-07-08 10:38:28,283,4683,2.99,2005-07-08 10:38:28,1,3464,7661,2005-07-09 12:07:28
1,2005-07-11 05:03:03,283,6075,0.99,2005-07-11 05:03:03,1,2160,7664,2005-07-12 01:28:03
1,2005-07-12 18:33:45,283,6827,4.99,2005-07-12 18:33:45,1,1529,7667,2005-07-13 19:09:45
1,2005-07-28 08:14:12,283,7816,0.99,2005-07-28 08:14:12,2,1422,7669,2005-07-30 08:00:12
2,2005-07-31 14:55:22,283,9918,2.99,2005-07-31 14:55:22,2,2519,7673,2005-08-04 09:02:22
2,2005-08-17 13:18:29,283,11846,2.99,2005-08-17 13:18:29,2,3306,7675,2005-08-22 18:05:29
1,2005-06-14 23:50:11,284,1171,0.99,2005-06-14 23:50:11,2,4082,7683,2005-06-17 21:44:11
1,2005-07-08 14:39:22,284,4759,7.99,2005-07-08 14:39:22,2,3999,7688,2005-07-17 15:02:22
1,2005-07-27 07:36:34,284,7164,6.99,2005-07-27 07:36:34,2,527,7693,2005-08-04 05:05:34
2,2005-07-28 04:33:15,284,7716,8.99,2005-07-28 04:33:15,2,1493,7695,2005-08-04 00:08:15
1,2005-07-30 00:39:36,284,8888,2.99,2005-07-30 00:39:36,2,2824,7696,2005-08-01 02:28:36
1,2005-08-01 07:08:46,284,10396,7.99,2005-08-01 07:08:46,1,2982,7698,2005-08-08 03:47:46
2,2005-08-18 00:44:30,284,12162,3.99,2005-08-18 00:44:30,1,2697,7700,2005-08-25 03:34:30
1,2005-08-22 05:12:24,284,14921,4.99,2005-08-22 05:12:24,2,3724,7704,2005-08-26 08:20:24
2,2006-02-14 15:16:03,284,12959,0.0,2006-02-14 15:16:03,2,1540,7707,
2,2005-06-15 09:48:37,285,1302,3.99,2005-06-15 09:48:37,1,324,7709,2005-06-22 06:18:37
1,2005-07-10 08:52:13,285,5683,9.99,2005-07-10 08:52:13,1,4433,7713,2005-07-19 10:25:13
2,2005-07-11 19:20:16,285,6333,4.99,2005-07-11 19:20:16,1,2610,7717,2005-07-17 15:33:16
2,2005-07-12 10:39:39,285,6644,0.99,2005-07-12 10:39:39,1,2667,7718,2005-07-14 11:50:39
2,2005-07-29 08:24:47,285,8466,0.99,2005-07-29 08:24:47,1,4010,7723,2005-07-31 03:43:47
2,2005-08-01 15:33:19,285,10628,2.99,2005-08-01 15:33:19,1,427,7725,2005-08-05 17:27:19
1,2005-08-01 15:44:57,285,10641,4.99,2005-08-01 15:44:57,2,972,7726,2005-08-04 18:15:57
2,2005-08-18 19:57:39,285,12687,9.99,2005-08-18 19:57:39,2,3092,7730,2005-08-27 01:36:39
2,2005-05-25 12:15:19,286,81,6.99,2005-05-25 12:15:19,2,2610,7734,2005-06-02 14:08:19
1,2005-07-10 14:42:54,286,5796,4.99,2005-07-10 14:42:54,2,1631,7743,2005-07-17 08:47:54
1,2005-07-27 17:10:42,286,7422,2.99,2005-07-27 17:10:42,1,3954,7748,2005-08-03 19:32:42
2,2005-08-23 07:28:22,286,15629,4.99,2005-08-23 07:28:22,2,3725,7760,2005-08-29 06:29:22
2,2005-05-28 01:01:21,287,498,0.99,2005-05-28 01:01:21,2,458,7761,2005-05-30 21:20:21
2,2005-05-30 18:53:21,287,964,2.99,2005-05-30 18:53:21,2,657,7763,2005-06-04 22:32:21
1,2005-07-10 04:33:13,287,5593,3.99,2005-07-10 04:33:13,2,702,7770,2005-07-17 08:44:13
2,2005-07-11 21:51:25,287,6379,3.99,2005-07-11 21:51:25,2,522,7772,2005-07-17 03:38:25
2,2005-07-27 16:19:40,287,7402,2.99,2005-07-27 16:19:40,2,2707,7774,2005-08-05 14:48:40
2,2005-08-02 08:17:38,287,11106,4.99,2005-08-02 08:17:38,1,2307,7781,2005-08-03 07:54:38
2,2005-08-22 11:05:34,287,15076,1.99,2005-08-22 11:05:34,1,4170,7785,2005-08-27 14:40:34
2,2005-08-22 12:56:29,287,15127,0.99,2005-08-22 12:56:29,1,2397,7787,2005-08-26 10:58:29
2,2006-02-14 15:16:03,287,14204,0.99,2006-02-14 15:16:03,1,4334,7789,
2,2005-05-27 16:10:04,288,427,6.99,2005-05-27 16:10:04,2,1677,7791,2005-06-05 13:22:04
1,2005-07-08 11:07:06,288,4692,2.99,2005-07-08 11:07:06,1,1490,7796,2005-07-09 14:08:06
1,2005-07-11 22:39:05,288,6399,2.99,2005-07-11 22:39:05,1,2031,7798,2005-07-16 01:12:05
2,2005-07-28 09:43:02,288,7855,2.99,2005-07-28 09:43:02,2,2474,7801,2005-07-30 12:57:02
1,2005-07-31 08:56:08,288,9732,0.99,2005-07-31 08:56:08,2,3262,7803,2005-08-07 11:05:08
2,2005-08-17 17:14:57,288,11952,2.99,2005-08-17 17:14:57,1,2411,7805,2005-08-19 19:15:57
1,2005-08-19 16:05:38,288,13227,0.99,2005-08-19 16:05:38,1,2759,7808,2005-08-20 21:39:38
2,2005-08-21 01:03:30,288,14113,0.99,2005-08-21 01:03:30,2,931,7810,2005-08-23 06:46:30
2,2005-08-22 10:20:55,288,15058,2.99,2005-08-22 10:20:55,1,3537,7812,2005-08-26 12:37:55
1,2005-06-18 15:24:19,289,2387,6.99,2005-06-18 15:24:19,2,692,7816,2005-06-25 17:41:19
1,2005-06-19 18:40:29,289,2784,10.99,2005-06-19 18:40:29,1,2305,7817,2005-06-28 15:27:29
2,2005-06-20 06:02:35,289,2948,6.99,2005-06-20 06:02:35,2,4254,7818,2005-06-29 09:12:35
1,2005-07-27 07:14:31,289,7151,4.99,2005-07-27 07:14:31,2,1259,7828,2005-08-01 01:35:31
2,2005-08-20 15:42:05,289,13891,6.99,2005-08-20 15:42:05,1,2042,7840,2005-08-25 13:26:05
2,2005-08-21 22:16:57,289,14729,4.99,2005-08-21 22:16:57,1,2483,7842,2005-08-27 21:32:57
2,2005-08-22 05:03:59,289,14917,4.99,2005-08-22 05:03:59,2,377,7843,2005-08-29 04:00:59
2,2005-06-16 00:41:31,290,1532,0.99,2005-06-16 00:41:31,1,3793,7848,2005-06-20 21:36:31
2,2005-07-07 02:57:59,290,4039,4.99,2005-07-07 02:57:59,2,4050,7850,2005-07-12 03:44:59
1,2005-07-09 06:38:59,290,5105,2.99,2005-07-09 06:38:59,2,2555,7853,2005-07-17 03:06:59
2,2005-07-10 16:22:20,290,5827,2.99,2005-07-10 16:22:20,2,1296,7855,2005-07-15 21:13:20
1,2005-07-28 01:47:20,290,7650,1.99,2005-07-28 01:47:20,2,701,7859,2005-08-05 06:00:20
2,2005-07-31 20:38:58,290,10096,3.99,2005-07-31 20:38:58,1,3606,7863,2005-08-06 02:34:58
2,2005-08-18 02:03:59,290,12193,3.99,2005-08-18 02:03:59,2,1086,7867,2005-08-25 05:32:59
2,2005-08-19 14:27:59,290,13190,1.99,2005-08-19 14:27:59,1,4316,7869,2005-08-26 13:45:59
2,2005-07-12 03:51:54,291,6516,4.99,2005-07-12 03:51:54,2,863,7881,2005-07-14 03:41:54
2,2005-07-27 22:31:17,291,7564,0.99,2005-07-27 22:31:17,2,2887,7884,2005-08-01 01:05:17
2,2005-07-30 12:42:21,291,9201,5.99,2005-07-30 12:42:21,1,4387,7888,2005-08-08 06:50:21
1,2005-07-10 22:31:01,292,5940,4.99,2005-07-10 22:31:01,1,3295,7904,2005-07-14 00:52:01
1,2005-07-11 15:59:10,292,6270,8.99,2005-07-11 15:59:10,2,2308,7905,2005-07-18 10:29:10
1,2005-07-12 21:45:25,292,6900,6.99,2005-07-12 21:45:25,1,129,7906,2005-07-19 21:19:25
2,2005-07-27 08:53:23,292,7199,5.99,2005-07-27 08:53:23,1,3685,7907,2005-08-03 10:01:23
1,2005-07-27 09:27:45,292,7216,2.99,2005-07-27 09:27:45,1,1812,7908,2005-08-03 13:08:45
1,2005-07-27 21:48:03,292,7545,2.99,2005-07-27 21:48:03,2,2541,7909,2005-08-01 22:23:03
2,2005-07-31 11:39:13,292,9819,1.99,2005-07-31 11:39:13,2,1927,7915,2005-08-06 09:11:13
1,2005-08-20 09:43:06,292,13715,2.99,2005-08-20 09:43:06,1,1028,7918,2005-08-27 10:22:06
1,2005-08-22 12:38:20,292,15117,2.99,2005-08-22 12:38:20,2,2502,7921,2005-08-27 07:36:20
2,2005-05-27 18:42:57,293,445,0.99,2005-05-27 18:42:57,2,1757,7922,2005-05-30 22:35:57
1,2005-05-30 12:10:59,293,924,4.99,2005-05-30 12:10:59,1,3279,7923,2005-06-04 17:28:59
1,2005-06-16 04:58:03,293,1589,9.99,2005-06-16 04:58:03,1,4307,7925,2005-06-24 08:36:03
1,2005-06-16 22:14:21,293,1829,5.99,2005-06-16 22:14:21,1,617,7926,2005-06-21 16:51:21
1,2005-06-18 15:22:51,293,2386,4.99,2005-06-18 15:22:51,1,1361,7928,2005-06-22 20:01:51
1,2005-06-21 06:45:34,293,3290,1.99,2005-06-21 06:45:34,1,2727,7930,2005-06-28 09:44:34
2,2005-06-21 21:11:27,293,3452,4.99,2005-06-21 21:11:27,1,2646,7931,2005-06-24 16:31:27
2,2005-07-28 00:05:53,293,7607,4.99,2005-07-28 00:05:53,1,3914,7938,2005-07-31 04:13:53
1,2005-07-29 12:28:17,293,8589,4.99,2005-07-29 12:28:17,1,1628,7939,2005-08-05 11:40:17
1,2005-07-29 19:03:05,293,8745,2.99,2005-07-29 19:03:05,2,1766,7940,2005-08-06 14:06:05
2,2005-07-30 09:39:15,293,9123,2.99,2005-07-30 09:39:15,2,3748,7941,2005-08-02 08:12:15
1,2005-08-19 08:28:04,293,13029,2.99,2005-08-19 08:28:04,2,3283,7945,2005-08-22 12:25:04
1,2005-08-22 18:22:44,293,15258,4.99,2005-08-22 18:22:44,1,788,7949,2005-08-25 16:54:44
1,2005-08-22 23:17:41,293,15402,8.99,2005-08-22 23:17:41,2,1575,7950,2005-08-30 20:07:41
1,2005-08-23 02:49:04,293,15508,7.99,2005-08-23 02:49:04,1,4035,7951,2005-08-29 00:58:04
1,2005-06-20 02:40:04,294,2900,2.99,2005-06-20 02:40:04,2,3407,7954,2005-06-27 20:47:04
2,2005-07-27 16:50:59,294,7415,6.99,2005-07-27 16:50:59,1,4410,7960,2005-08-02 11:21:59
1,2005-07-28 06:40:33,294,7765,4.99,2005-07-28 06:40:33,1,4098,7961,2005-07-31 01:25:33
1,2005-08-02 18:39:16,294,11390,2.99,2005-08-02 18:39:16,1,3135,7972,2005-08-04 21:43:16
1,2005-08-21 13:22:48,294,14474,2.99,2005-08-21 13:22:48,2,2632,7976,2005-08-27 14:13:48
1,2005-06-18 17:53:03,295,2431,1.99,2005-06-18 17:53:03,2,1383,7984,2005-06-25 15:08:03
1,2005-06-19 09:23:30,295,2638,1.99,2005-06-19 09:23:30,1,2944,7985,2005-06-26 14:56:30
1,2005-06-21 00:08:54,295,3198,1.99,2005-06-21 00:08:54,2,1626,7987,2005-06-29 02:11:54
1,2005-07-07 09:20:11,295,4164,1.99,2005-07-07 09:20:11,1,3133,7991,2005-07-14 09:35:11
2,2005-07-28 18:21:16,295,8087,0.99,2005-07-28 18:21:16,2,1913,7999,2005-08-03 12:38:16
1,2005-07-28 19:07:38,295,8108,7.99,2005-07-28 19:07:38,2,1600,8000,2005-08-03 15:13:38
1,2005-07-30 21:11:21,295,9425,7.99,2005-07-30 21:11:21,1,271,8003,2005-08-05 19:00:21
1,2005-07-30 14:15:02,296,9249,5.99,2005-07-30 14:15:02,1,2015,8034,2005-08-05 13:02:02
1,2005-08-20 09:27:20,296,13702,2.99,2005-08-20 09:27:20,2,700,8040,2005-08-29 15:04:20
1,2005-06-17 16:11:08,297,2067,2.99,2005-06-17 16:11:08,2,1711,8050,2005-06-22 13:01:08
1,2005-07-08 22:06:18,297,4929,5.99,2005-07-08 22:06:18,2,734,8056,2005-07-17 18:17:18
1,2005-07-10 11:57:38,297,5743,8.99,2005-07-10 11:57:38,2,593,8057,2005-07-19 15:38:38
1,2005-07-11 04:23:18,297,6064,6.99,2005-07-11 04:23:18,1,265,8059,2005-07-19 02:21:18
1,2005-07-11 09:45:48,297,6156,4.99,2005-07-11 09:45:48,1,302,8060,2005-07-15 04:51:48
1,2005-07-28 12:27:27,297,7933,0.99,2005-07-28 12:27:27,2,3175,8063,2005-07-29 10:34:27
1,2005-07-31 22:30:10,297,10153,0.99,2005-07-31 22:30:10,2,2945,8066,2005-08-06 02:32:10
2,2005-08-02 14:11:41,297,11269,0.99,2005-08-02 14:11:41,1,2398,8068,2005-08-08 18:53:41
2,2005-08-02 19:35:19,297,11413,0.99,2005-08-02 19:35:19,2,1115,8069,2005-08-05 21:33:19
1,2005-08-17 10:48:05,297,11784,0.99,2005-08-17 10:48:05,1,3101,8072,2005-08-19 06:47:05
2,2005-08-23 05:45:44,297,15582,2.99,2005-08-23 05:45:44,2,4264,8078,2005-08-25 07:54:44
2,2005-06-21 15:50:30,298,3400,4.99,2005-06-21 15:50:30,1,1697,8084,2005-06-25 18:07:30
1,2005-07-09 13:26:28,298,5247,2.99,2005-07-09 13:26:28,2,1186,8090,2005-07-12 14:00:28
2,2005-07-12 17:14:17,298,6802,0.99,2005-07-12 17:14:17,2,2942,8091,2005-07-17 11:54:17
2,2005-05-28 14:48:39,299,606,8.99,2005-05-28 14:48:39,2,3509,8107,2005-06-04 09:44:39
1,2005-06-16 09:23:20,299,1650,8.99,2005-06-16 09:23:20,1,4125,8108,2005-06-23 11:25:20
2,2005-06-19 18:51:27,299,2791,4.99,2005-06-19 18:51:27,2,2174,8111,2005-06-22 19:35:27
2,2005-06-21 02:06:45,299,3223,2.99,2005-06-21 02:06:45,2,1033,8113,2005-06-22 07:16:45
2,2005-07-07 08:53:08,299,4153,5.99,2005-07-07 08:53:08,2,2185,8116,2005-07-11 05:09:08
1,2005-07-07 19:02:41,299,4350,2.99,2005-07-07 19:02:41,1,2223,8117,2005-07-09 15:27:41
2,2005-07-12 13:58:51,299,6732,0.99,2005-07-12 13:58:51,1,1913,8120,2005-07-17 17:42:51
2,2005-08-01 08:54:32,299,10440,2.99,2005-08-01 08:54:32,2,842,8127,2005-08-02 10:59:32
1,2005-08-17 04:27:24,299,11629,6.99,2005-08-17 04:27:24,2,786,8128,2005-08-26 10:25:24
1,2005-05-29 14:18:32,300,780,3.99,2005-05-29 14:18:32,1,1919,8137,2005-06-06 20:14:32
2,2005-06-15 15:17:21,300,1381,0.99,2005-06-15 15:17:21,2,3262,8139,2005-06-20 17:07:21
1,2005-07-07 02:25:42,300,4030,0.99,2005-07-07 02:25:42,2,1734,8142,2005-07-08 22:53:42
2,2005-07-10 03:17:42,300,5562,2.99,2005-07-10 03:17:42,1,3604,8143,2005-07-12 03:26:42
1,2005-07-30 08:01:00,300,9078,0.99,2005-07-30 08:01:00,1,955,8152,2005-07-31 10:39:00
2,2005-08-18 12:39:37,300,12484,2.99,2005-08-18 12:39:37,2,3690,8156,2005-08-24 08:47:37
2,2005-08-19 17:01:20,300,13257,3.99,2005-08-19 17:01:20,1,164,8158,2005-08-24 17:26:20
1,2005-08-21 20:01:34,300,14674,7.99,2005-08-21 20:01:34,1,572,8162,2005-08-27 18:33:34
2,2005-08-22 10:08:50,300,15051,2.99,2005-08-22 10:08:50,1,1419,8164,2005-08-28 10:23:50
2,2005-06-20 04:23:49,301,2925,2.99,2005-06-20 04:23:49,2,804,8172,2005-06-22 04:37:49
1,2005-07-09 07:14:18,301,5119,6.99,2005-07-09 07:14:18,1,2996,8175,2005-07-18 04:07:18
2,2005-07-10 11:28:32,301,5730,2.99,2005-07-10 11:28:32,2,1903,8177,2005-07-11 11:45:32
2,2005-07-12 18:53:34,301,6833,6.99,2005-07-12 18:53:34,2,912,8179,2005-07-19 22:21:34
2,2005-07-27 13:25:31,301,7318,4.99,2005-07-27 13:25:31,2,1954,8180,2005-07-31 11:44:31
2,2005-07-30 21:31:02,301,9435,4.99,2005-07-30 21:31:02,1,3116,8182,2005-08-05 22:34:02
2,2005-05-25 04:47:44,302,38,4.99,2005-05-25 04:47:44,1,2540,8188,2005-06-01 00:58:44
2,2005-07-10 10:31:52,302,5709,0.99,2005-07-10 10:31:52,1,732,8194,2005-07-12 10:47:52
1,2005-07-27 08:18:38,302,7183,0.99,2005-07-27 08:18:38,1,3384,8197,2005-08-01 03:24:38
2,2005-07-29 14:48:48,302,8646,0.99,2005-07-29 14:48:48,2,89,8200,2005-08-03 18:11:48
1,2005-07-29 21:04:14,302,8795,2.99,2005-07-29 21:04:14,2,1896,8201,2005-07-31 02:58:14
1,2005-07-30 10:32:08,302,9146,7.99,2005-07-30 10:32:08,1,483,8202,2005-08-08 14:30:08
2,2005-07-30 18:37:24,302,9358,2.99,2005-07-30 18:37:24,2,712,8203,2005-08-07 23:34:24
1,2005-08-17 23:25:21,302,12126,7.99,2005-08-17 23:25:21,1,2304,8207,2005-08-23 21:51:21
1,2005-08-21 01:25:00,302,14120,4.99,2005-08-21 01:25:00,2,4069,8211,2005-08-24 23:21:00
1,2005-08-23 07:22:02,302,15622,5.99,2005-08-23 07:22:02,2,3335,8214,2005-09-01 06:08:02
1,2005-06-18 03:27:03,303,2223,8.99,2005-06-18 03:27:03,2,4068,8221,2005-06-27 09:19:03
1,2005-06-20 15:05:18,303,3077,3.99,2005-06-20 15:05:18,2,1675,8222,2005-06-26 20:52:18
1,2005-07-09 08:04:59,303,5140,4.99,2005-07-09 08:04:59,2,947,8224,2005-07-11 08:28:59
1,2005-07-11 12:31:24,303,6205,4.99,2005-07-11 12:31:24,2,3442,8225,2005-07-13 11:31:24
2,2005-07-29 19:39:04,303,8764,0.99,2005-07-29 19:39:04,1,2348,8232,2005-08-01 13:52:04
2,2005-08-17 05:54:15,303,11673,2.99,2005-08-17 05:54:15,2,823,8235,2005-08-21 08:12:15
2,2005-08-22 00:40:22,303,14795,4.99,2005-08-22 00:40:22,1,1695,8241,2005-08-26 01:37:22
1,2005-05-27 14:51:45,304,415,0.99,2005-05-27 14:51:45,2,3698,8244,2005-05-28 19:07:45
2,2005-05-30 14:47:31,304,937,2.99,2005-05-30 14:47:31,2,1054,8245,2005-06-05 09:53:31
1,2005-07-10 10:40:32,304,5712,4.99,2005-07-10 10:40:32,1,3480,8253,2005-07-12 11:45:32
2,2005-07-11 07:07:09,304,6107,0.99,2005-07-11 07:07:09,2,3798,8256,2005-07-14 07:32:09
1,2005-08-01 15:35:14,304,10631,0.99,2005-08-01 15:35:14,1,2712,8262,2005-08-03 10:48:14
1,2005-08-22 04:26:38,304,14899,4.99,2005-08-22 04:26:38,2,3700,8267,2005-08-31 08:36:38
2,2005-07-29 23:54:54,305,8865,4.99,2005-07-29 23:54:54,2,1835,8282,2005-07-31 05:10:54
2,2005-08-02 02:35:44,305,10929,4.99,2005-08-02 02:35:44,1,913,8285,2005-08-05 03:52:44
2,2005-08-19 02:03:26,305,12846,0.99,2005-08-19 02:03:26,2,286,8290,2005-08-25 07:39:26
2,2005-05-27 08:49:21,306,375,3.99,2005-05-27 08:49:21,1,1815,8294,2005-06-04 14:11:21
2,2005-07-12 20:10:17,306,6868,2.99,2005-07-12 20:10:17,2,719,8302,2005-07-15 22:34:17
1,2005-07-27 09:47:12,306,7225,6.99,2005-07-27 09:47:12,2,632,8304,2005-08-03 13:19:12
1,2005-07-27 10:04:19,306,7232,4.99,2005-07-27 10:04:19,2,1147,8305,2005-07-28 09:43:19
2,2005-07-30 14:03:58,306,9242,4.99,2005-07-30 14:03:58,2,755,8309,2005-08-02 18:09:58
1,2005-07-31 09:57:51,306,9774,0.99,2005-07-31 09:57:51,2,4174,8311,2005-08-02 09:08:51
1,2005-08-20 08:57:28,306,13686,4.99,2005-08-20 08:57:28,2,666,8320,2005-08-24 07:21:28
1,2005-08-23 01:07:37,306,15457,2.99,2005-08-23 01:07:37,1,4539,8324,2005-08-26 19:46:37
2,2005-08-23 16:19:14,306,15868,7.99,2005-08-23 16:19:14,2,2186,8325,2005-08-29 16:14:14
1,2005-05-28 15:33:28,307,614,1.99,2005-05-28 15:33:28,2,280,8328,2005-06-04 12:27:28
1,2005-07-27 01:03:06,307,6991,10.99,2005-07-27 01:03:06,2,319,8343,2005-08-05 04:18:06
1,2005-07-29 14:52:59,307,8647,6.99,2005-07-29 14:52:59,2,556,8347,2005-08-06 11:09:59
2,2005-08-19 21:12:37,307,13365,6.99,2005-08-19 21:12:37,2,4136,8353,2005-08-25 19:56:37
1,2005-08-21 05:04:34,307,14231,0.99,2005-08-21 05:04:34,1,1244,8354,2005-08-23 04:58:34
1,2005-06-17 13:54:20,308,2037,0.99,2005-06-17 13:54:20,2,2582,8357,2005-06-20 14:49:20
1,2005-06-17 18:18:56,308,2094,0.99,2005-06-17 18:18:56,1,2205,8358,2005-06-18 19:36:56
1,2005-07-07 00:08:18,308,4002,3.99,2005-07-07 00:08:18,2,2790,8362,2005-07-14 01:29:18
1,2005-07-10 22:57:29,308,5946,2.99,2005-07-10 22:57:29,1,1629,8364,2005-07-12 00:08:29
2,2005-07-30 00:06:32,308,8869,0.99,2005-07-30 00:06:32,2,4353,8365,2005-07-31 20:49:32
